24/04/26 18:00,0.001,0.025,0.048,2.02,0.18,0.022,SSW,3.0,0.001,0.028,0.047,0.019, S ,3.0,0.000,0.025,0.050,0.022,SSE,2.1,0.002,0.024,0.045,0.019,0.003,0.003,0.043,0.036,0.022, S ,2.1,0.006,0.036,0.020,SSE,1.4,0.003,0.031,0.022,0.001,0.026,0.021,SSE,2.1
24/04/26 19:00,0.000,0.020,0.041,1.98,0.16,0.021, S ,4.4,0.000,0.016,0.047,0.018, S ,4.4,0.000,0.018,0.044,0.018,SSE,2.9,0.001,0.021,0.038,0.018,0.002,0.002,0.042,0.023,0.019, S ,2.6,0.005,0.031,0.020, S ,2.0,0.002,0.025,0.018,0.001,0.034,0.021,SSE,2.4
24/04/26 20:00,0.000,0.019,0.039,1.99,0.12,0.018,SSW,2.3,0.000,0.019,0.040,0.018, S ,2.4,0.000,0.019,0.040,0.020, S ,1.6,0.001,0.022,0.035,0.016,0.002,0.001,0.029,0.031,0.016, S ,2.9,0.004,0.027,0.020,SSE,1.6,0.001,0.024,0.017,0.001,0.029,0.021, S ,1.9
24/04/26 21:00,0.000,0.016,0.040,1.99,0.10,0.019,SSW,2.4,0.000,0.021,0.036,0.020, S ,1.8,0.000,0.024,0.034,0.019,SSE,1.1,0.001,0.025,0.030,0.016,0.001,0.000,0.014,0.044,0.015, S ,1.8,0.003,0.029,0.019, S ,1.0,0.001,0.022,0.020,0.001,0.017,0.019, S ,1.1
24/04/26 22:00,0.000,0.015,0.040,2.00,0.13,0.019, S ,2.4,0.000,0.018,0.039,0.019, S ,2.7,0.000,0.021,0.035,0.018,SSE,1.6,0.001,0.017,0.036,0.017,0.002,0.000,0.026,0.033,0.018,SSE,1.3,0.003,0.026,0.019, S ,1.7,0.001,0.019,0.017,0.000,0.014,0.021,SSE,1.4
24/04/26 23:00,0.000,0.015,0.040,2.02,0.20,0.021, S ,2.1,0.000,0.013,0.043,0.018, S ,2.0,0.000,0.015,0.040,0.020,SSE,1.3,0.000,0.014,0.038,0.018,0.002,0.000,0.020,0.037,0.016,SSE,1.2,0.003,0.020,0.018,SSE,1.0,0.001,0.016,0.017,0.002,0.018,0.024,SSE,1.5
24/04/27 00:00,0.000,0.014,0.040,2.02,0.15,0.020,SSE,2.1,0.000,0.012,0.043,0.019, S ,0.5,0.000,0.014,0.041,0.021,SSE,1.1,0.001,0.015,0.036,0.017,0.002,0.000,0.019,0.036,0.016,SSE,0.7,0.002,0.020,0.020, S ,1.3,0.001,0.016,0.018,0.001,0.020,0.020, S ,1.4
24/04/27 01:00,0.000,0.013,0.040,2.01,0.11,0.019, S ,1.6,0.000,0.013,0.041,0.017,SSE,1.6,0.000,0.015,0.038,0.015,SSE,1.3,0.001,0.018,0.032,0.020,0.002,0.010,0.033,0.023,0.015,SSE,1.3,0.001,0.019,0.017,SSE,0.6,0.001,0.018,0.018,0.001,0.019,0.024, S ,1.4
24/04/27 02:00,0.000,0.019,0.033,2.01,0.11,0.018,SSW,0.9,保守中,保守中,0.036,0.016, S ,1.3,0.000,0.017,0.035,0.017, S ,0.9,保守中,保守中,0.027,0.018,0.002,0.005,0.034,0.024,0.016,SSW,1.1,保守中,保守中,0.017, S ,0.9,0.001,0.023,0.017,保守中,保守中,0.019, S ,1.1
24/04/27 03:00,0.000,0.020,0.031,2.02,0.12,0.020,SSE,1.9,0.000,0.017,0.031,0.015, S ,0.6,0.000,0.021,0.028,0.017,SSE,0.8,0.000,0.021,0.024,0.018,0.002,0.000,0.024,0.030,0.016,SSE,1.3,0.004,0.027,0.019,SSE,1.1,0.001,0.023,0.016,0.003,0.021,0.023, S ,0.3
24/04/27 04:00,0.000,0.019,0.031,2.01,0.14,0.021, S ,0.5,0.000,0.021,0.026,0.019, S ,0.8,0.000,0.024,0.024,0.019,SSW,0.6,0.001,0.019,0.028,0.017,0.001,0.001,0.021,0.027,0.014,SSE,1.0,0.004,0.030,0.019,SSE,0.4,0.001,0.023,0.017,0.004,0.026,0.021, S ,1.3
24/04/27 05:00,0.000,0.016,0.032,2.01,0.16,0.020, C ,0.3,0.000,0.018,0.028,0.019,ENE,0.5,0.000,0.021,0.023,0.020, C ,0.2,0.000,0.016,0.029,0.018,0.001,0.000,0.013,0.035,0.015,SSE,0.6,0.008,0.029,0.018,NW ,0.4,0.001,0.021,0.018,0.002,0.035,0.023, S ,0.8
24/04/27 06:00,0.001,0.028,0.022,2.03,0.22,0.020,ENE,1.4,0.000,0.019,0.028,0.017,ENE,1.1,0.001,0.019,0.021,0.020, C ,0.1,0.001,0.023,0.019,0.020,0.001,0.002,0.025,0.020,0.016,ENE,1.5,0.007,0.032,0.017,NW ,0.5,0.001,0.025,0.021,0.009,0.037,0.019, C ,0.1
24/04/27 07:00,0.007,0.043,0.008,2.06,0.16,0.022,NE ,1.0,0.002,0.030,0.019,0.020,ENE,0.7,0.001,0.024,0.019,0.021, N ,0.5,0.001,0.029,0.016,0.022,0.001,0.008,0.034,0.012,0.019,NNE,1.1,0.027,0.043,0.019,NW ,0.5,0.003,0.034,0.021,0.006,0.030,0.019,NE ,0.8
24/04/27 08:00,0.013,0.045,0.007,2.13,0.12,0.022,SE ,1.9,0.004,0.034,0.017,0.020,SSE,0.8,0.004,0.034,0.013,0.021,SSE,0.5,0.006,0.037,0.010,0.026,0.001,0.014,0.037,0.008,0.022, E ,0.9,0.025,0.047,0.020,SSE,0.8,0.014,0.043,0.022,0.016,0.045,0.020,SSE,1.1
24/04/27 09:00,0.011,0.037,0.012,2.13,0.15,0.020, S ,2.1,0.008,0.040,0.012,0.020, S ,2.1,0.004,0.035,0.016,0.023, S ,1.5,0.006,0.032,0.013,0.018,0.001,0.009,0.034,0.019,0.014, S ,1.9,0.022,0.046,0.021,SSE,1.1,0.014,0.039,0.019,0.004,0.028,0.020,SSE,1.2
24/04/27 10:00,0.006,0.032,0.019,2.04,0.14,0.019, W ,1.1,0.011,0.037,0.012,0.023,WNW,1.3,0.011,0.040,0.011,0.021, C ,0.4,0.006,0.035,0.018,0.017,0.001,0.006,0.038,0.025,0.018,WSW,1.5,0.025,0.044,0.017,WNW,0.5,0.015,0.041,0.020,0.003,0.030,0.016, S ,0.9
24/04/27 11:00,0.015,0.038,0.012,2.04,0.16,0.021,SSW,0.8,0.008,0.027,0.023,0.019,SW ,1.1,0.011,0.034,0.015,0.020, S ,1.0,0.016,0.041,0.009,0.026,0.001,0.014,0.039,0.017,0.018, S ,0.7,0.038,0.044,0.020, S ,0.8,0.023,0.043,0.019,0.007,0.035,0.017, S ,1.0
24/04/27 12:00,0.005,0.029,0.031,2.03,0.18,0.016,SE ,2.8,0.004,0.024,0.035,0.013, E ,0.9,0.003,0.024,0.037,0.012,SE ,0.8,0.005,0.034,0.026,0.024,0.002,0.019,0.051,0.020,0.017, E ,2.2,0.014,0.037,0.014, S ,0.7,0.007,0.036,0.016,0.009,0.038,0.015, S ,0.7
24/04/27 13:00,0.013,0.042,0.034,2.03,0.15,0.013,SE ,2.7,0.008,0.039,0.036,0.013,SSE,1.3,0.005,0.037,0.039,0.010,SSE,1.8,0.002,0.025,0.050,0.010,0.002,0.009,0.032,0.039,0.011, E ,1.4,0.010,0.036,0.010, S ,1.0,0.006,0.032,0.008,0.007,0.032,0.012,SSE,1.6
24/04/27 14:00,0.003,0.022,0.056,1.97,0.08,0.014,SE ,3.4,0.004,0.025,0.050,0.012,ESE,1.4,0.001,0.018,0.067,0.011,ESE,2.3,0.002,0.022,0.059,0.015,0.006,0.005,0.029,0.055,0.020, E ,2.6,0.004,0.025,0.015, S ,1.8,0.003,0.025,0.011,0.003,0.023,0.018, S ,1.7
24/04/27 15:00,0.002,0.017,0.069,1.98,0.13,0.021,ESE,3.7,0.001,0.015,0.066,0.017,SE ,1.9,0.001,0.015,0.067,0.018,SE ,1.1,0.001,0.012,0.063,0.021,0.005,0.002,0.021,0.065,0.017, E ,1.8,0.003,0.023,0.019, S ,1.9,0.002,0.020,0.016,0.002,0.020,0.017,SSE,1.7
24/04/27 16:00,0.001,0.016,0.055,2.02,0.13,0.014,ESE,2.5,0.001,0.012,0.061,0.014,ESE,1.6,0.001,0.019,0.052,0.016,SE ,1.7,0.001,0.013,0.048,0.016,0.004,0.002,0.021,0.047,0.014,SE ,1.7,0.004,0.024,0.016, S ,1.9,0.002,0.021,0.010,0.003,0.028,0.014, S ,1.2
24/04/27 17:00,0.001,0.017,0.047,2.03,0.14,0.012,ESE,2.9,0.001,0.016,0.049,0.012, E ,1.4,0.001,0.020,0.044,0.013,SE ,1.8,0.001,0.015,0.044,0.013,0.002,0.002,0.023,0.039,0.011,ESE,1.4,0.003,0.023,0.012, S ,1.4,0.003,0.022,0.012,0.002,0.022,0.012, S ,1.5
24/04/27 18:00,0.001,0.029,0.035,2.02,0.27,0.010,SE ,2.8,0.001,0.025,0.041,0.011,SE ,2.5,0.000,0.017,0.047,0.011,ESE,1.9,0.002,0.019,0.038,0.012,0.003,0.001,0.033,0.029,0.014,SE ,2.4,0.002,0.020,0.010, S ,1.4,0.002,0.025,0.008,0.003,0.029,0.010, S ,1.5
24/04/27 19:00,0.000,0.020,0.038,2.00,0.16,0.010,SSE,1.9,0.000,0.023,0.036,0.013, E ,1.3,0.000,0.018,0.038,0.012,SSE,1.3,0.001,0.017,0.035,0.011,0.002,0.000,0.019,0.038,0.008,SE ,0.6,0.002,0.022,0.012, S ,1.0,0.001,0.019,0.010,0.002,0.017,0.010, S ,0.9
24/04/27 20:00,0.000,0.024,0.034,2.04,0.08,0.011,ESE,2.1,0.000,0.018,0.038,0.011,ESE,0.7,0.000,0.015,0.037,0.012,SE ,1.1,0.001,0.014,0.037,0.010,0.001,0.000,0.021,0.037,0.008, E ,1.5,0.002,0.023,0.013,SSW,0.6,0.001,0.014,0.009,0.004,0.020,0.008,SSW,0.3
24/04/27 21:00,0.000,0.021,0.036,2.04,0.14,0.010, E ,1.1,0.000,0.024,0.032,0.009, E ,1.1,0.000,0.025,0.030,0.010, C ,0.4,0.001,0.028,0.028,0.013,0.003,0.000,0.028,0.029,0.011,NE ,0.6,0.002,0.027,0.012,NNW,0.7,0.001,0.027,0.010,0.002,0.031,0.010, E ,0.5
24/04/27 22:00,0.000,0.022,0.033,2.12,0.16,0.012,SE ,0.8,0.000,0.022,0.032,0.012,SSE,0.5,0.000,0.023,0.030,0.011, C ,0.2,0.001,0.033,0.021,0.012,0.002,0.000,0.023,0.031,0.007,ESE,0.8,0.004,0.031,0.010,SSE,0.4,0.001,0.031,0.011,0.002,0.035,0.011, S ,1.0
24/04/27 23:00,0.000,0.027,0.027,2.16,0.16,0.010,ESE,1.0,0.000,0.020,0.032,0.012,ENE,0.9,0.000,0.025,0.026,0.013,SE ,0.8,0.001,0.026,0.021,0.012,0.003,0.003,0.043,0.015,0.008, E ,0.6,0.003,0.032,0.012,SSE,0.5,0.001,0.030,0.012,0.001,0.025,0.009, S ,0.8
24/04/28 00:00,0.000,0.035,0.018,2.08,0.16,0.013, N ,1.4,0.001,0.030,0.020,0.012,NNW,0.9,0.001,0.033,0.014,0.012, N ,0.9,0.000,0.023,0.021,0.014,0.003,0.020,0.057,0.001,0.011, N ,0.7,0.001,0.031,0.012,NW ,0.7,0.001,0.025,0.014,0.008,0.037,0.013, N ,0.8
24/04/28 01:00,0.001,0.034,0.013,2.16,0.25,0.013,WNW,0.7,0.001,0.025,0.020,0.012,WNW,0.8,0.001,0.032,0.008,0.013,NNW,0.5,0.001,0.030,0.013,0.015,0.002,0.012,0.052,0.003,0.014, C ,0.3,0.002,0.033,0.013,NW ,0.3,保守中,保守中,0.015,0.016,0.050,0.014, C ,0.2
24/04/28 02:00,保守中,保守中,0.012,2.21,0.29,0.015,SE ,1.0,0.001,0.025,0.015,0.015,SW ,0.5,保守中,保守中,0.005,0.014, C ,0.4,0.001,0.028,0.009,0.018,0.002,0.003,0.038,0.011,0.016,NE ,0.5,0.002,0.029,0.013,SW ,0.4,0.002,0.032,0.016,0.008,0.046,0.012,NNE,0.4
24/04/28 03:00,0.001,0.032,0.014,2.25,0.24,0.017, E ,0.9,0.001,0.027,0.010,0.015, C ,0.4,0.002,0.023,0.004,0.014, C ,0.4,0.001,0.029,0.007,0.015,0.002,0.000,0.018,0.025,0.017,ENE,0.7,0.005,0.033,0.016,NW ,0.3,0.002,0.033,0.015,0.004,0.041,0.015, E ,0.4
24/04/28 04:00,0.000,0.018,0.028,2.17,0.15,0.017,ENE,0.5,0.001,0.027,0.009,0.014, C ,0.3,0.002,0.021,0.003,0.013, N ,0.5,0.001,0.028,0.012,0.016,0.001,0.001,0.014,0.027,0.019, C ,0.3,0.003,0.032,0.014, C ,0.2,0.001,0.023,0.015,0.001,0.023,0.017,ENE,0.6
24/04/28 05:00,0.001,0.023,0.012,2.33,0.32,0.016,NW ,0.8,0.001,0.025,0.009,0.016, W ,0.6,0.003,0.020,0.003,0.016, C ,0.4,0.001,0.019,0.017,0.020,0.001,0.000,0.011,0.031,0.014, C ,0.3,0.007,0.031,0.014, C ,0.2,0.001,0.017,0.016,0.003,0.025,0.015,NE ,0.4
24/04/28 06:00,0.002,0.023,0.010,2.35,0.37,0.016, C ,0.2,0.004,0.023,0.007,0.015, W ,0.8,0.006,0.019,0.004,0.016,NW ,0.7,0.001,0.018,0.015,0.018,0.001,0.002,0.014,0.025,0.016, C ,0.4,0.013,0.030,0.015, W ,0.5,0.004,0.025,0.016,0.009,0.027,0.015, S ,0.5
24/04/28 07:00,0.004,0.020,0.019,2.34,0.30,0.021,WSW,1.1,0.008,0.018,0.012,0.017, W ,0.9,0.006,0.016,0.010,0.018,WNW,1.1,0.005,0.020,0.018,0.022,0.002,0.006,0.021,0.022,0.016,SSW,0.8,0.012,0.022,0.018,NE ,0.8,0.006,0.022,0.019,0.008,0.033,0.017, S ,0.8
24/04/28 08:00,0.005,0.016,0.024,2.17,0.25,0.021,NNW,1.2,0.004,0.014,0.026,0.019,SW ,0.6,0.003,0.014,0.024,0.020,NNW,1.2,0.004,0.016,0.023,0.022,0.002,0.006,0.020,0.026,0.018, C ,0.3,0.011,0.019,0.018, E ,0.9,0.005,0.017,0.021,0.004,0.022,0.019, S ,1.0
24/04/28 09:00,0.003,0.012,0.040,2.10,0.21,0.020, N ,0.8,0.002,0.010,0.042,0.017,NNE,0.8,0.001,0.009,0.043,0.018, S ,1.0,0.002,0.012,0.039,0.018,0.003,0.015,0.030,0.025,0.019,ENE,2.7,0.008,0.014,0.015, N ,1.0,0.002,0.013,0.020,0.004,0.019,0.020, S ,1.0
24/04/28 10:00,0.010,0.026,0.039,2.10,0.19,0.021,ESE,3.2,0.002,0.011,0.056,0.020,ESE,1.9,0.001,0.014,0.050,0.022,ESE,1.9,0.002,0.022,0.051,0.025,0.003,0.030,0.040,0.021,0.016,SE ,1.6,0.005,0.017,0.019, S ,1.6,0.004,0.027,0.021,0.014,0.048,0.022,SSE,1.3
24/04/28 11:00,0.009,0.032,0.045,2.15,0.20,0.023,SE ,3.1,0.006,0.025,0.049,0.022,SE ,1.6,0.006,0.039,0.042,0.024,SSE,1.7,0.002,0.041,0.066,0.027,0.003,0.016,0.040,0.039,0.021, E ,1.9,0.010,0.042,0.024, S ,2.3,0.005,0.044,0.023,0.010,0.046,0.024,SSE,1.6
24/04/28 12:00,0.003,0.021,0.070,2.09,0.20,0.025,SE ,2.5,0.002,0.019,0.069,0.024,SE ,1.7,0.003,0.027,0.064,0.026, S ,1.5,0.002,0.032,0.067,0.024,0.002,0.004,0.025,0.065,0.021, E ,1.5,0.006,0.033,0.025,SSE,2.1,0.004,0.036,0.023,0.004,0.026,0.020, S ,1.4
24/04/28 13:00,0.002,0.019,0.074,2.03,0.13,0.026,SE ,3.1,0.002,0.017,0.081,0.028,SE ,3.1,0.001,0.018,0.093,0.026,SSE,2.6,0.000,0.016,0.087,0.024,0.002,0.003,0.020,0.067,0.023, E ,2.0,0.002,0.022,0.027, S ,1.9,0.001,0.018,0.027,0.002,0.014,0.026,SSE,2.0
24/04/28 14:00,0.001,0.010,0.069,1.99,0.09,0.031,SE ,3.2,0.001,0.010,0.074,0.032,ESE,2.9,0.001,0.010,0.075,0.032,ESE,2.5,0.001,0.007,0.067,0.026,0.001,0.001,0.010,0.064,0.024, E ,2.2,0.002,0.013,0.030, S ,2.6,0.001,0.011,0.031,0.002,0.012,0.035, S ,1.6
24/04/28 15:00,0.001,0.013,0.090,2.00,0.16,0.038,SSW,3.5,0.001,0.011,0.083,0.036, S ,4.1,0.001,0.012,0.082,0.038, S ,3.1,0.000,0.012,0.086,0.033,0.005,0.001,0.017,0.087,0.029,SSW,4.2,0.002,0.016,0.037, S ,2.5,0.001,0.016,0.037,0.001,0.014,0.034,SSE,3.7
24/04/28 16:00,0.000,0.012,0.089,2.00,0.12,0.035,SW ,4.9,0.000,0.009,0.092,0.033,SSW,5.5,0.000,0.010,0.089,0.031,SSW,2.8,0.001,0.012,0.082,0.026,0.003,0.001,0.015,0.083,0.030,SSW,5.7,0.002,0.015,0.031, S ,2.9,0.001,0.014,0.031,0.001,0.012,0.031, S ,5.2
24/04/28 17:00,0.000,0.008,0.088,2.01,0.11,0.026,SSW,5.0,0.000,0.006,0.090,0.028, S ,5.6,0.000,0.007,0.088,0.027, S ,3.9,0.000,0.008,0.083,0.027,0.003,0.001,0.014,0.081,0.026, S ,4.6,0.001,0.010,0.026, S ,2.5,0.001,0.011,0.027,0.000,0.011,0.025, S ,5.3
24/04/28 18:00,0.000,0.010,0.073,2.02,0.10,0.024, S ,4.4,0.000,0.007,0.076,0.022, S ,4.7,0.000,0.007,0.075,0.022, S ,3.5,0.001,0.010,0.069,0.020,0.003,0.001,0.017,0.068,0.018,SSW,4.7,0.002,0.012,0.022, S ,3.0,0.000,0.011,0.021,0.000,0.011,0.021, S ,3.8
24/04/28 19:00,0.000,0.017,0.065,2.01,0.27,0.026, S ,2.9,0.000,0.010,0.070,0.024,SSE,3.0,0.000,0.010,0.070,0.022,SSE,2.4,0.001,0.014,0.066,0.022,0.003,0.000,0.018,0.068,0.021, S ,3.6,0.001,0.017,0.023, S ,2.1,0.000,0.014,0.022,0.001,0.020,0.021, S ,3.3
24/04/28 20:00,0.000,0.020,0.058,2.01,0.18,0.024, S ,3.8,0.000,0.014,0.065,0.022, S ,3.8,0.000,0.016,0.062,0.020, S ,2.6,0.001,0.017,0.060,0.025,0.003,0.000,0.020,0.063,0.024, S ,3.6,0.001,0.021,0.021,SSE,2.2,0.000,0.017,0.025,0.000,0.018,0.021, S ,3.4
24/04/28 21:00,0.000,0.021,0.055,2.02,0.10,0.023, S ,3.9,0.000,0.015,0.061,0.022, S ,3.5,0.000,0.018,0.058,0.024,SSE,2.4,0.000,0.017,0.057,0.027,0.003,0.000,0.018,0.059,0.019, S ,2.7,0.001,0.021,0.023, S ,2.1,0.000,0.019,0.025,0.000,0.025,0.023,SSE,3.1
24/04/28 22:00,0.000,0.018,0.055,2.00,0.09,0.023, S ,4.0,0.000,0.014,0.061,0.022, S ,3.0,0.000,0.015,0.060,0.022, S ,2.6,0.000,0.025,0.046,0.025,0.002,0.000,0.012,0.063,0.019, S ,3.2,0.002,0.018,0.023, S ,2.7,0.000,0.025,0.024,0.000,0.017,0.022,SSE,3.1
24/04/28 23:00,0.000,0.008,0.067,1.99,0.08,0.019, S ,4.7,0.000,0.012,0.060,0.019, S ,3.1,0.000,0.011,0.062,0.021, S ,3.3,0.000,0.014,0.058,0.021,0.001,0.000,0.012,0.062,0.017, S ,3.0,0.001,0.013,0.017, S ,2.1,0.000,0.014,0.017,0.000,0.011,0.021, S ,2.9
24/04/29 00:00,0.000,0.008,0.060,2.00,0.07,0.016, S ,3.9,0.000,0.009,0.060,0.016, S ,3.6,0.000,0.010,0.060,0.017, S ,2.0,0.000,0.013,0.052,0.017,0.001,0.000,0.012,0.057,0.015, S ,2.8,0.001,0.012,0.019, S ,2.0,0.000,0.015,0.016,0.000,0.013,0.019, S ,2.6
24/04/29 01:00,0.000,0.011,0.052,1.97,0.07,0.017,SSW,3.5,0.000,0.009,0.057,0.018, S ,2.8,0.000,0.010,0.055,0.017,SSE,1.2,0.000,0.016,0.045,0.018,保守中,0.000,0.012,0.053,0.019, S ,2.7,0.001,0.012,0.017, S ,1.0,0.000,0.018,0.015,0.000,0.012,0.017, S ,3.0
24/04/29 02:00,0.000,0.008,0.052,1.98,0.07,0.021,SSW,1.7,0.000,0.009,0.049,0.014,SSW,2.0,0.000,0.009,0.050,0.014,SW ,1.7,0.000,0.007,0.049,0.026,0.001,保守中,保守中,0.049,0.017,SSW,3.8,0.001,0.011,0.012, S ,1.1,0.000,0.008,0.022,0.000,0.009,0.016, S ,2.9
24/04/29 03:00,0.000,0.009,0.045,1.98,0.08,0.016,WSW,0.8,0.000,0.009,0.043,0.014,SSW,1.2,0.000,0.009,0.044,0.013,WSW,0.8,0.001,0.009,0.043,0.014,0.001,0.000,0.014,0.042,0.018,SSW,2.1,0.001,0.010,0.012, S ,0.4,0.000,0.010,0.013,0.000,0.011,0.014, S ,1.5
24/04/29 04:00,0.000,0.009,0.041,2.01,0.10,0.014,WSW,1.5,0.000,0.008,0.038,0.014,SW ,1.4,0.000,0.008,0.040,0.014, W ,0.6,0.000,0.007,0.043,0.016,0.001,0.000,0.017,0.036,0.018,SW ,2.0,0.001,0.014,0.014,SE ,0.4,0.000,0.009,0.013,0.000,0.015,0.019, S ,1.4
24/04/29 05:00,0.000,0.011,0.035,2.03,0.12,0.017,WNW,1.1,0.000,0.008,0.034,0.015, W ,0.8,0.000,0.009,0.034,0.017,WNW,0.7,0.000,0.009,0.038,0.018,0.001,0.000,0.017,0.036,0.019,SSW,1.0,0.002,0.013,0.014,NW ,0.3,0.001,0.015,0.018,0.001,0.015,0.019, S ,0.8
24/04/29 06:00,0.001,0.010,0.030,2.03,0.14,0.018,WSW,0.9,0.001,0.009,0.030,0.014,WSW,1.3,0.000,0.010,0.034,0.016,SW ,0.9,0.000,0.010,0.033,0.018,0.001,0.001,0.017,0.034,0.019,WSW,1.5,0.004,0.016,0.016,NW ,0.4,0.001,0.015,0.016,0.003,0.020,0.019, S ,1.4
24/04/29 07:00,0.001,0.009,0.037,2.01,0.13,0.018,WSW,1.8,0.002,0.010,0.030,0.021, W ,1.6,0.001,0.010,0.034,0.017,WNW,0.7,0.001,0.009,0.039,0.017,0.001,0.002,0.013,0.036,0.016,WSW,1.7,0.008,0.017,0.016,ESE,0.7,0.002,0.011,0.016,0.003,0.016,0.017,SW ,1.0
24/04/29 08:00,0.001,0.008,0.039,1.99,0.13,0.019,SW ,1.5,0.002,0.010,0.034,0.022, W ,1.0,0.001,0.009,0.036,0.021,SSW,1.4,0.001,0.008,0.041,0.017,0.001,0.002,0.010,0.041,0.013,SW ,1.6,0.009,0.015,0.017,SSE,1.2,0.001,0.010,0.016,0.002,0.011,0.016,SSW,1.4
24/04/29 09:00,0.001,0.008,0.047,1.99,0.11,0.017,SW ,2.1,0.001,0.009,0.046,0.021,SW ,2.0,0.001,0.008,0.047,0.018,SSW,1.9,0.002,0.013,0.044,0.016,0.002,0.006,0.021,0.038,0.018, S ,3.0,0.009,0.017,0.015, S ,1.4,0.007,0.020,0.017,0.005,0.023,0.020, S ,3.2
24/04/29 10:00,0.003,0.015,0.049,1.99,0.14,0.015, S ,4.2,0.002,0.010,0.055,0.018, S ,3.2,0.001,0.012,0.054,0.016,SSE,2.9,0.003,0.015,0.046,0.015,0.002,0.004,0.017,0.048,0.014, S ,3.6,0.005,0.018,0.014,SSE,2.0,0.006,0.022,0.015,0.002,0.014,0.015,SSE,3.3
24/04/29 11:00,0.001,0.010,0.060,2.00,0.13,0.018, S ,4.1,0.001,0.008,0.062,0.015, S ,4.0,0.001,0.009,0.059,0.014,SSE,2.5,0.001,0.010,0.057,0.015,0.002,0.003,0.014,0.058,0.015, S ,3.6,0.004,0.016,0.016, S ,3.1,0.004,0.017,0.015,0.002,0.012,0.014,SSE,3.5
24/04/29 12:00,0.001,0.010,0.062,1.97,0.11,0.018,SSW,5.9,0.001,0.008,0.063,0.014,SSE,5.6,0.001,0.009,0.061,0.016, S ,4.2,0.001,0.008,0.061,0.016,0.001,0.002,0.014,0.060,0.016, S ,4.5,0.004,0.013,0.015, S ,3.7,0.003,0.015,0.016,0.002,0.013,0.014, S ,4.3
24/04/29 13:00,0.001,0.008,0.066,1.97,0.11,0.015, S ,5.9,0.001,0.007,0.067,0.012,SSW,6.7,0.001,0.008,0.064,0.014, S ,3.7,0.001,0.008,0.061,0.018,0.002,0.002,0.011,0.061,0.012, S ,5.4,0.002,0.012,0.014, S ,3.0,0.002,0.012,0.017,0.001,0.009,0.015, S ,5.4
24/04/29 14:00,0.001,0.007,0.061,2.00,0.09,0.017,SSW,7.1,0.001,0.005,0.062,0.015, S ,5.5,0.001,0.007,0.060,0.014, S ,4.7,0.001,0.007,0.057,0.020,0.001,0.001,0.009,0.058,0.016, S ,4.7,0.003,0.012,0.015, S ,3.4,0.002,0.012,0.016,0.001,0.008,0.016, S ,4.6
24/04/29 15:00,0.001,0.009,0.056,2.01,0.13,0.017, S ,4.1,0.000,0.004,0.060,0.014,SSW,5.3,0.000,0.006,0.058,0.013, S ,3.2,0.001,0.008,0.054,0.017,0.002,0.002,0.013,0.054,0.015, S ,5.1,0.003,0.011,0.015,SSE,3.0,0.003,0.015,0.015,0.001,0.010,0.014,SSE,4.8
24/04/29 16:00,0.001,0.012,0.052,1.96,0.10,0.016, S ,4.8,0.001,0.008,0.055,0.015, S ,5.0,0.001,0.012,0.052,0.014, S ,4.0,0.001,0.010,0.050,0.015,0.001,0.001,0.015,0.051,0.014, S ,4.9,0.003,0.015,0.013, S ,3.0,0.003,0.018,0.015,0.001,0.015,0.016,SSE,3.9
24/04/29 17:00,0.001,0.013,0.050,1.99,0.12,0.016,SSW,4.9,0.001,0.013,0.050,0.014, S ,4.8,0.001,0.013,0.049,0.016, S ,3.6,0.001,0.013,0.047,0.017,0.001,0.001,0.016,0.046,0.014, S ,4.6,0.003,0.018,0.012, S ,2.8,0.002,0.018,0.015,0.001,0.013,0.014,SSE,4.1
24/04/29 18:00,0.000,0.011,0.047,1.96,0.11,0.016, S ,5.4,0.000,0.009,0.051,0.014, S ,4.9,0.000,0.009,0.051,0.013,SSE,3.3,0.001,0.008,0.048,0.014,0.001,0.001,0.018,0.041,0.011, S ,3.6,0.002,0.012,0.011, S ,3.3,0.001,0.012,0.013,0.001,0.017,0.019,SSE,3.8
24/04/29 19:00,0.000,0.011,0.041,1.95,0.09,0.020,SSW,5.1,0.000,0.012,0.043,0.015, S ,4.3,0.000,0.014,0.041,0.017,SSE,3.1,0.002,0.011,0.039,0.016,0.001,0.000,0.015,0.039,0.016, S ,4.4,0.002,0.018,0.017, S ,3.0,0.001,0.013,0.021,0.001,0.017,0.019, S ,4.1
24/04/29 20:00,0.000,0.014,0.037,1.95,0.07,0.022,SSW,4.6,0.000,0.013,0.038,0.019, S ,4.2,0.000,0.014,0.038,0.020,SSE,3.2,0.001,0.017,0.034,0.018,0.001,0.000,0.019,0.035,0.017, S ,3.6,0.002,0.016,0.020, S ,2.9,0.001,0.017,0.020,0.001,0.020,0.021, S ,4.0
24/04/29 21:00,0.000,0.016,0.035,1.95,0.06,0.023, S ,5.6,0.000,0.015,0.037,0.020, S ,4.8,0.000,0.016,0.036,0.021, S ,3.0,0.001,0.022,0.028,0.020,0.002,0.000,0.022,0.031,0.014, S ,3.3,0.002,0.020,0.022, S ,2.3,0.001,0.023,0.022,0.001,0.022,0.024,SSE,3.0
