データID	年度	部門	カテゴリ	サブカテゴリ	ガソリン(kt-CO2)	灯油(kt-CO2)	軽油(kt-CO2)	A重油(kt-CO2)	B重油(kt-CO2)	C重油(kt-CO2)	ジェット燃料(kt-CO2)	LPG等(kt-CO2)	石油系炭化水素ガス(kt-CO2)	オイルコークス(kt-CO2)	石炭(kt-CO2)	石炭コークス(kt-CO2)	天然ガス(kt-CO2)	LNG(kt-CO2)	都市ガス(kt-CO2)	廃棄物(kt-CO2)	購入電力(kt-CO2)
21999010201	1999	産業部門	鉱業	鉱業	0	0	13	5	0	0	0	0	0	0	0	0	0	0	0	0	19
21999010301	1999	産業部門	建設業	建設業	0	230	698	139	0	5	0	0	0	0	0	0	0	0	0	0	75
21999010401	1999	産業部門	製造業	食料品	0	8	1	77	0	0	0	15	0	0	0	0	0	0	253	0	244
21999010402	1999	産業部門	製造業	飲料・飼料・たばこ	0	0	0	29	0	0	0	0	0	0	0	0	0	0	52	0	32
21999010403	1999	産業部門	製造業	繊維工業	0	0	0	19	0	0	0	2	0	0	0	0	0	0	27	0	9
21999010404	1999	産業部門	製造業	衣服・その他の繊維	0	1	0	4	0	0	0	0	0	0	0	0	0	0	1	0	10
21999010405	1999	産業部門	製造業	木材・木製品	0	1	6	0	0	0	0	0	0	0	0	0	0	0	2	0	24
21999010406	1999	産業部門	製造業	家具・装備品	0	0	1	1	0	0	0	2	0	0	0	0	0	0	2	0	8
21999010407	1999	産業部門	製造業	パルプ紙紙加工	0	1	0	22	0	460	0	1	0	0	0	0	0	0	138	0	162
21999010408	1999	産業部門	製造業	出版・印刷・同関連	1	11	0	12	0	0	0	9	0	0	0	0	0	0	121	0	414
21999010409	1999	産業部門	製造業	化学工業	0	4	0	15	0	0	0	5	0	0	0	0	0	0	174	0	95
21999010410	1999	産業部門	製造業	石油製品・石炭製品	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	3
21999010411	1999	産業部門	製造業	プラスティック製品	0	2	0	44	0	78	0	1	0	0	0	0	0	0	5	0	110
21999010412	1999	産業部門	製造業	ゴム製品	0	1	0	6	0	0	0	2	0	0	0	0	0	0	74	0	62
21999010413	1999	産業部門	製造業	なめし革・同製品	1	1	0	13	0	0	0	0	0	0	0	0	0	0	2	0	19
21999010414	1999	産業部門	製造業	窯業・土石製品	0	3	46	161	0	173	0	32	0	31	0	161	0	0	167	0	167
21999010415	1999	産業部門	製造業	鉄鋼業	0	5	1	41	0	0	0	2	0	0	0	0	0	0	80	0	173
21999010416	1999	産業部門	製造業	非鉄金属	0	0	0	2	0	0	0	4	0	0	0	0	0	0	6	0	30
21999010417	1999	産業部門	製造業	金属製品	0	10	1	24	0	0	0	5	0	0	0	0	0	0	49	0	131
21999010418	1999	産業部門	製造業	一般機械器具	2	6	0	4	0	0	0	4	0	0	0	0	0	0	18	0	126
21999010419	1999	産業部門	製造業	電気機械器具	1	8	1	24	0	0	0	8	0	0	0	0	0	0	67	0	363
21999010420	1999	産業部門	製造業	輸送用機械器具	15	32	14	43	0	0	0	21	0	0	0	2	0	0	104	0	166
21999010421	1999	産業部門	製造業	精密機械器具	0	14	0	1	0	0	0	0	0	0	0	0	0	0	11	0	58
21999010422	1999	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21999010423	1999	産業部門	製造業	その他の製造業	1	1	0	20	0	0	0	0	0	0	0	0	0	0	3	0	44
21999020101	1999	家庭部門	家庭	家庭	0	747	0	0	0	0	0	519	0	0	0	0	0	0	4041	0	7066
21999030101	1999	業務部門	業務	事務所ビル	0	51	0	90	0	0	0	1	0	0	0	0	0	0	1477	0	9691
21999030102	1999	業務部門	業務	百貨店	0	0	0	1	0	0	0	0	0	0	0	0	0	0	55	0	238
21999030103	1999	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
21999030104	1999	業務部門	業務	その他の卸・小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	586
21999030105	1999	業務部門	業務	飲食店	0	55	0	24	0	0	0	33	0	0	0	0	0	0	477	0	1052
21999030106	1999	業務部門	業務	ホテル・旅館等	0	45	0	68	0	0	0	0	0	0	0	0	0	0	300	0	539
21999030107	1999	業務部門	業務	学校	0	94	0	150	0	0	0	2	0	0	0	0	0	0	235	0	879
21999030108	1999	業務部門	業務	病院・医療施設等	0	24	0	155	0	0	0	0	0	0	0	0	0	0	267	0	583
21999030109	1999	業務部門	業務	その他のサービス業	0	1	0	73	0	0	0	190	0	0	0	0	0	0	583	0	1582
21999040101	1999	運輸部門	自動車	自動車	9784	0	4868	0	0	0	0	1063	0	0	0	0	0	0	0	0	0
21999040201	1999	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1438
21999040301	1999	運輸部門	船舶	船舶	0	0	20	40	3	173	0	0	0	0	0	0	0	0	0	0	0
21999040401	1999	運輸部門	航空	航空	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0
21999919191	1999	廃棄物部門	一般廃棄物	一般廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	862	0
21999919291	1999	廃棄物部門	産業廃棄物	産業廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410	0
22000010101	2000	産業部門	農業・水産業	農業・水産業	0	106	0	42	0	0	0	0	0	0	0	0	0	0	0	0	4
22000010201	2000	産業部門	鉱業	鉱業	0	0	11	4	0	0	0	0	0	0	0	0	0	0	0	0	17
22000010301	2000	産業部門	建設業	建設業	0	230	672	172	0	6	0	0	0	0	0	0	0	0	0	0	76
22000010401	2000	産業部門	製造業	食料品	0	6	1	76	0	0	0	15	0	0	0	0	0	0	276	0	229
22000010402	2000	産業部門	製造業	飲料・飼料・たばこ	0	0	0	29	0	0	0	0	0	0	0	0	0	0	51	0	35
22000010403	2000	産業部門	製造業	繊維工業	0	0	0	12	0	0	0	2	0	0	0	0	0	0	12	0	5
22000010404	2000	産業部門	製造業	衣服・その他の繊維	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7
22000010405	2000	産業部門	製造業	木材・木製品	0	1	5	0	0	0	0	0	0	0	0	0	0	0	3	0	20
22000010406	2000	産業部門	製造業	家具・装備品	0	1	1	1	0	0	0	2	0	0	0	0	0	0	2	0	9
22000010407	2000	産業部門	製造業	パルプ紙紙加工	0	1	0	16	0	417	0	1	0	0	0	0	0	0	152	0	150
22000010408	2000	産業部門	製造業	出版・印刷・同関連	1	3	0	11	0	0	0	7	0	0	0	0	0	0	136	0	423
22000010409	2000	産業部門	製造業	化学工業	0	3	0	21	0	25	0	0	0	0	0	0	0	0	181	0	104
22000010410	2000	産業部門	製造業	石油製品・石炭製品	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3
22000010411	2000	産業部門	製造業	プラスティック製品	1	10	0	33	0	0	0	1	0	0	0	0	0	0	5	0	104
22000010412	2000	産業部門	製造業	ゴム製品	0	1	1	7	0	0	0	1	0	0	0	0	0	0	76	0	70
22000010413	2000	産業部門	製造業	なめし革・同製品	0	0	1	2	0	0	0	0	0	0	0	0	0	0	8	0	21
22000010414	2000	産業部門	製造業	窯業・土石製品	0	3	30	162	0	200	0	37	0	22	0	166	0	0	126	0	172
22000010415	2000	産業部門	製造業	鉄鋼業	0	5	1	40	0	0	0	3	0	0	0	0	0	0	90	0	146
22000010416	2000	産業部門	製造業	非鉄金属	0	5	0	1	0	0	0	17	0	0	0	0	0	0	16	0	30
22000010417	2000	産業部門	製造業	金属製品	0	10	1	25	0	0	0	5	0	0	0	0	0	0	34	0	144
22000010418	2000	産業部門	製造業	一般機械器具	1	7	1	4	0	0	0	4	0	0	0	0	0	0	18	0	134
22000010419	2000	産業部門	製造業	電気機械器具	1	7	0	22	0	0	0	9	0	0	0	0	0	0	68	0	377
22000010420	2000	産業部門	製造業	輸送用機械器具	14	31	12	39	0	0	0	19	0	0	0	0	0	0	100	0	146
22000010421	2000	産業部門	製造業	精密機械器具	0	1	0	4	0	0	0	0	0	0	0	0	0	0	10	0	58
22000010422	2000	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22000010423	2000	産業部門	製造業	その他の製造業	0	1	0	19	0	0	0	0	0	0	0	0	0	0	2	0	36
22000020101	2000	家庭部門	家庭	家庭	0	815	0	0	0	0	0	515	0	0	0	0	0	0	4209	0	7290
22000030101	2000	業務部門	業務	事務所ビル	0	49	0	89	0	0	0	0	0	0	0	0	0	0	1551	0	10009
22000030102	2000	業務部門	業務	百貨店	0	0	0	1	0	0	0	0	0	0	0	0	0	0	57	0	253
22000030103	2000	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
22000030104	2000	業務部門	業務	その他の卸・小売業	0	0	0	1	0	0	0	0	0	0	0	0	0	0	130	0	615
22000030105	2000	業務部門	業務	飲食店	0	60	0	26	0	0	0	34	0	0	0	0	0	0	497	0	1097
22000030106	2000	業務部門	業務	ホテル・旅館等	0	41	0	62	0	0	0	0	0	0	0	0	0	0	323	0	555
22000030107	2000	業務部門	業務	学校	0	96	0	152	0	0	0	2	0	0	0	0	0	0	232	0	919
22000030108	2000	業務部門	業務	病院・医療施設等	0	25	0	164	0	0	0	0	0	0	0	0	0	0	290	0	620
22000030109	2000	業務部門	業務	その他のサービス業	0	0	0	72	0	0	0	202	0	0	0	0	0	0	605	0	1598
22000040101	2000	運輸部門	自動車	自動車	9944	0	4891	0	0	0	0	1089	0	0	0	0	0	0	0	0	0
22000040201	2000	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1452
22000040301	2000	運輸部門	船舶	船舶	0	0	22	55	2	164	0	0	0	0	0	0	0	0	0	0	0
22000040401	2000	運輸部門	航空	航空	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0
22000919191	2000	廃棄物部門	一般廃棄物	一般廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	851	0
22000919291	2000	廃棄物部門	産業廃棄物	産業廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0
22001010101	2001	産業部門	農業・水産業	農業・水産業	0	96	0	38	0	0	0	0	0	0	0	0	0	0	0	0	3
22001010201	2001	産業部門	鉱業	鉱業	0	0	7	3	0	0	0	0	0	0	0	0	0	0	0	0	15
22001010301	2001	産業部門	建設業	建設業	0	224	667	191	0	5	0	0	0	0	0	0	0	0	0	0	71
22001010401	2001	産業部門	製造業	食料品	0	5	1	89	0	0	0	14	0	0	0	0	0	0	344	0	222
22001010402	2001	産業部門	製造業	飲料・飼料・たばこ	0	0	0	23	0	0	0	0	0	0	0	0	0	0	31	0	28
22001010403	2001	産業部門	製造業	繊維工業	0	0	0	9	0	0	0	1	0	0	0	0	0	0	13	0	4
22001010404	2001	産業部門	製造業	衣服・その他の繊維	0	1	0	5	0	0	0	0	0	0	0	0	0	0	2	0	12
22001010405	2001	産業部門	製造業	木材・木製品	0	1	5	0	0	0	0	0	0	0	0	0	0	0	1	0	10
22001010406	2001	産業部門	製造業	家具・装備品	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	7
22001010407	2001	産業部門	製造業	パルプ紙紙加工	0	1	0	8	0	303	0	1	0	0	0	0	0	0	149	0	129
22001010408	2001	産業部門	製造業	出版・印刷・同関連	1	2	0	7	0	0	0	8	0	0	0	0	0	0	113	0	399
22001010409	2001	産業部門	製造業	化学工業	0	2	0	12	0	0	0	1	0	0	0	0	0	0	167	0	81
22001010410	2001	産業部門	製造業	石油製品・石炭製品	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
22001010411	2001	産業部門	製造業	プラスティック製品	0	2	0	45	0	0	0	1	0	0	0	0	0	0	23	0	92
22001010412	2001	産業部門	製造業	ゴム製品	0	1	1	12	0	0	0	1	0	0	0	0	0	0	68	0	66
22001010413	2001	産業部門	製造業	なめし革・同製品	0	1	0	2	0	0	0	0	0	0	0	0	0	0	7	0	18
22001010414	2001	産業部門	製造業	窯業・土石製品	0	3	6	121	0	46	0	30	0	8	0	39	0	0	150	0	142
22001010415	2001	産業部門	製造業	鉄鋼業	0	4	4	38	0	0	0	2	0	0	0	0	0	0	78	0	175
22001010416	2001	産業部門	製造業	非鉄金属	0	0	0	0	0	0	0	4	0	0	0	0	0	0	13	0	25
22001010417	2001	産業部門	製造業	金属製品	0	14	0	22	0	0	0	5	0	0	0	0	0	0	44	0	122
22001010418	2001	産業部門	製造業	一般機械器具	1	6	0	3	0	0	0	4	0	0	0	0	0	0	17	0	111
22001010419	2001	産業部門	製造業	電気機械器具	1	25	0	16	0	0	0	8	0	0	0	0	0	0	65	0	346
22001010420	2001	産業部門	製造業	輸送用機械器具	13	23	11	41	0	0	0	17	0	0	0	0	0	0	52	0	108
22001010421	2001	産業部門	製造業	精密機械器具	0	1	0	3	0	0	0	0	0	0	0	0	0	0	9	0	52
22001010422	2001	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22001010423	2001	産業部門	製造業	その他の製造業	0	1	0	18	0	0	0	0	0	0	0	0	0	0	3	0	35
22001020101	2001	家庭部門	家庭	家庭	0	778	0	0	0	0	0	595	0	0	0	0	0	0	4124	0	6920
22001030101	2001	業務部門	業務	事務所ビル	0	49	0	89	0	0	0	0	0	0	0	0	0	0	1519	0	9647
22001030102	2001	業務部門	業務	百貨店	0	0	0	1	0	0	0	0	0	0	0	0	0	0	59	0	251
22001030103	2001	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
22001030104	2001	業務部門	業務	その他の卸・小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	567
22001030105	2001	業務部門	業務	飲食店	0	60	0	26	0	0	0	34	0	0	0	0	0	0	500	0	1089
22001030106	2001	業務部門	業務	ホテル・旅館等	0	29	0	44	0	0	0	0	0	0	0	0	0	0	353	0	550
22001030107	2001	業務部門	業務	学校	0	96	0	153	0	0	0	2	0	0	0	0	0	0	224	0	919
22001030108	2001	業務部門	業務	病院・医療施設等	0	25	0	164	0	0	0	0	0	0	0	0	0	0	290	0	623
22001030109	2001	業務部門	業務	その他のサービス業	0	23	0	68	0	0	0	203	0	0	0	0	0	0	596	0	1504
22001040101	2001	運輸部門	自動車	自動車	9832	0	4794	0	0	0	0	1038	0	0	0	0	0	0	0	0	0
22001040201	2001	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1385
22001040301	2001	運輸部門	船舶	船舶	0	0	21	44	2	166	0	0	0	0	0	0	0	0	0	0	0
22001040401	2001	運輸部門	航空	航空	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0
22001919191	2001	廃棄物部門	一般廃棄物	一般廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	956	0
22001919291	2001	廃棄物部門	産業廃棄物	産業廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0
22002010101	2002	産業部門	農業・水産業	農業・水産業	0	111	0	45	0	0	0	0	0	0	0	0	0	0	0	0	4
22002010201	2002	産業部門	鉱業	鉱業	0	0	7	3	0	0	0	0	0	0	0	0	0	0	0	0	18
22002010301	2002	産業部門	建設業	建設業	0	227	445	66	0	2	0	0	0	0	0	0	0	0	0	0	84
22002010401	2002	産業部門	製造業	食料品	0	4	1	73	0	0	0	11	0	0	0	0	0	0	344	0	291
22002010402	2002	産業部門	製造業	飲料・飼料・たばこ	0	0	0	18	0	0	0	0	0	0	0	0	0	0	29	0	34
22002010403	2002	産業部門	製造業	繊維工業	0	0	0	7	0	0	0	1	0	0	0	0	0	0	12	0	6
22002010404	2002	産業部門	製造業	衣服・その他の繊維	0	1	0	4	0	0	0	0	0	0	0	0	0	0	2	0	16
22002010405	2002	産業部門	製造業	木材・木製品	0	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	13
22002010406	2002	産業部門	製造業	家具・装備品	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	9
22002010407	2002	産業部門	製造業	パルプ紙紙加工	0	1	0	7	0	257	0	1	0	0	0	0	0	0	149	0	169
22002010408	2002	産業部門	製造業	出版・印刷・同関連	0	1	0	2	0	0	0	3	0	0	0	0	0	0	49	0	224
22002010409	2002	産業部門	製造業	化学工業	0	2	0	11	0	0	0	0	0	0	0	0	0	0	197	0	125
22002010410	2002	産業部門	製造業	石油製品・石炭製品	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
22002010411	2002	産業部門	製造業	プラスティック製品	0	2	0	32	0	0	0	0	0	0	0	0	0	0	21	0	106
22002010412	2002	産業部門	製造業	ゴム製品	0	1	1	11	0	0	0	1	0	0	0	0	0	0	73	0	93
22002010413	2002	産業部門	製造業	なめし革・同製品	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	0	24
22002010414	2002	産業部門	製造業	窯業・土石製品	0	2	6	109	0	43	0	26	0	8	0	35	0	0	166	0	207
22002010415	2002	産業部門	製造業	鉄鋼業	0	4	4	33	0	0	0	2	0	0	0	0	0	0	82	0	241
22002010416	2002	産業部門	製造業	非鉄金属	0	0	0	0	0	0	0	3	0	0	0	0	0	0	11	0	29
22002010417	2002	産業部門	製造業	金属製品	0	11	0	17	0	0	0	4	0	0	0	0	0	0	43	0	157
22002010418	2002	産業部門	製造業	一般機械器具	1	5	0	3	0	0	0	3	0	0	0	0	0	0	17	0	143
22002010419	2002	産業部門	製造業	電気機械器具	0	19	0	12	0	0	0	6	0	0	0	0	0	0	60	0	419
22002010420	2002	産業部門	製造業	輸送用機械器具	10	17	8	30	0	0	0	12	0	0	0	0	0	0	47	0	129
22002010421	2002	産業部門	製造業	精密機械器具	0	1	0	3	0	0	0	0	0	0	0	0	0	0	9	0	68
22002010422	2002	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22002010423	2002	産業部門	製造業	その他の製造業	0	1	0	14	0	0	0	0	0	0	0	0	0	0	3	0	44
22002020101	2002	家庭部門	家庭	家庭	0	803	0	0	0	0	0	486	0	0	0	0	0	0	4366	0	8599
22002030101	2002	業務部門	業務	事務所ビル	0	57	0	103	0	0	0	0	0	0	0	0	0	0	1581	0	11897
22002030102	2002	業務部門	業務	百貨店	0	0	0	1	0	0	0	0	0	0	0	0	0	0	65	0	307
22002030103	2002	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
22002030104	2002	業務部門	業務	その他の卸・小売業	0	0	0	0	0	0	0	25	0	0	0	0	0	0	126	0	733
22002030105	2002	業務部門	業務	飲食店	0	64	0	27	0	0	0	36	0	0	0	0	0	0	539	0	1325
22002030106	2002	業務部門	業務	ホテル・旅館等	0	22	0	37	0	0	0	0	0	0	0	0	0	0	369	0	636
22002030107	2002	業務部門	業務	学校	0	85	0	136	0	0	0	3	0	0	0	0	0	0	248	0	1144
22002030108	2002	業務部門	業務	病院・医療施設等	0	28	0	133	0	0	0	0	0	0	0	0	0	0	335	0	748
22002030109	2002	業務部門	業務	その他のサービス業	0	20	0	55	0	0	0	141	0	0	0	0	0	0	666	0	1929
22002040101	2002	運輸部門	自動車	自動車	10217	0	4504	0	0	0	0	1027	0	0	0	0	0	0	0	0	0
22002040201	2002	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1687
22002040301	2002	運輸部門	船舶	船舶	0	0	25	49	3	145	0	0	0	0	0	0	0	0	0	0	0
22002040401	2002	運輸部門	航空	航空	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0
22002919191	2002	廃棄物部門	一般廃棄物	一般廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	974	0
22002919291	2002	廃棄物部門	産業廃棄物	産業廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0
22003010101	2003	産業部門	農業・水産業	農業・水産業	0	104	0	40	0	0	0	0	0	0	0	0	0	0	0	0	5
22003010201	2003	産業部門	鉱業	鉱業	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	18
22003010301	2003	産業部門	建設業	建設業	0	221	453	66	0	2	0	0	0	0	0	0	0	0	0	0	101
22003010401	2003	産業部門	製造業	食料品	0	3	1	62	0	0	0	9	0	0	0	0	0	0	278	0	340
22003010402	2003	産業部門	製造業	飲料・飼料・たばこ	0	0	0	14	0	0	0	0	0	0	0	0	0	0	22	0	38
22003010403	2003	産業部門	製造業	繊維工業	0	0	0	8	0	0	0	1	0	0	0	0	0	0	13	0	8
22003010404	2003	産業部門	製造業	衣服・その他の繊維	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	17
22003010405	2003	産業部門	製造業	木材・木製品	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	14
22003010406	2003	産業部門	製造業	家具・装備品	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	11
22003010407	2003	産業部門	製造業	パルプ紙紙加工	0	1	0	5	0	201	0	1	0	0	0	0	0	0	110	0	180
22003010408	2003	産業部門	製造業	出版・印刷・同関連	0	1	0	2	0	0	0	2	0	0	0	0	0	0	38	0	254
22003010409	2003	産業部門	製造業	化学工業	0	1	0	9	0	0	0	0	0	0	0	0	0	0	157	0	144
22003010410	2003	産業部門	製造業	石油製品・石炭製品	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3
22003010411	2003	産業部門	製造業	プラスティック製品	0	2	0	27	0	0	0	0	0	0	0	0	0	0	17	0	123
22003010412	2003	産業部門	製造業	ゴム製品	0	1	1	9	0	0	0	1	0	0	0	0	0	0	59	0	108
22003010413	2003	産業部門	製造業	なめし革・同製品	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	24
22003010414	2003	産業部門	製造業	窯業・土石製品	0	2	5	89	0	35	0	21	0	6	0	28	0	0	128	0	229
22003010415	2003	産業部門	製造業	鉄鋼業	0	4	4	32	0	0	0	2	0	0	0	0	0	0	77	0	326
22003010416	2003	産業部門	製造業	非鉄金属	0	0	0	0	0	0	0	2	0	0	0	0	0	0	9	0	35
22003010417	2003	産業部門	製造業	金属製品	0	10	0	15	0	0	0	3	0	0	0	0	0	0	36	0	186
22003010418	2003	産業部門	製造業	一般機械器具	1	4	0	2	0	0	0	2	0	0	0	0	0	0	13	0	162
22003010419	2003	産業部門	製造業	電気機械器具	0	14	0	9	0	0	0	5	0	0	0	0	0	0	43	0	437
22003010420	2003	産業部門	製造業	輸送用機械器具	11	19	8	32	0	0	0	13	0	0	0	0	0	0	47	0	188
22003010421	2003	産業部門	製造業	精密機械器具	0	1	0	2	0	0	0	0	0	0	0	0	0	0	8	0	83
22003010422	2003	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22003010423	2003	産業部門	製造業	その他の製造業	0	1	0	12	0	0	0	0	0	0	0	0	0	0	3	0	52
22003020101	2003	家庭部門	家庭	家庭	0	832	0	0	0	0	0	483	0	0	0	0	0	0	4337	0	9900
22003030101	2003	業務部門	業務	事務所ビル	0	62	0	110	0	0	0	0	0	0	0	0	0	0	1538	0	13748
22003030102	2003	業務部門	業務	百貨店	0	0	0	1	0	0	0	0	0	0	0	0	0	0	67	0	356
22003030103	2003	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
22003030104	2003	業務部門	業務	その他の卸・小売業	0	0	0	0	0	0	0	49	0	0	0	0	0	0	109	0	830
22003030105	2003	業務部門	業務	飲食店	0	67	0	28	0	0	0	37	0	0	0	0	0	0	572	0	1585
22003030106	2003	業務部門	業務	ホテル・旅館等	0	17	0	33	0	0	0	0	0	0	0	0	0	0	422	0	804
22003030107	2003	業務部門	業務	学校	0	72	0	116	0	0	0	4	0	0	0	0	0	0	270	0	1395
22003030108	2003	業務部門	業務	病院・医療施設等	0	29	0	90	0	0	0	1	0	0	0	0	0	0	319	0	870
22003030109	2003	業務部門	業務	その他のサービス業	0	16	0	38	0	0	0	70	0	0	0	0	0	0	709	0	2353
22003040101	2003	運輸部門	自動車	自動車	9845	0	3862	0	0	0	0	1032	0	0	0	0	0	0	0	0	0
22003040201	2003	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019
22003040301	2003	運輸部門	船舶	船舶	0	0	22	72	1	168	0	0	0	0	0	0	0	0	0	0	0
22003040401	2003	運輸部門	航空	航空	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0
22003919191	2003	廃棄物部門	一般廃棄物	一般廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	985	0
22003919291	2003	廃棄物部門	産業廃棄物	産業廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0
22004010101	2004	産業部門	農業・水産業	農業・水産業	0	91	0	50	0	0	0	0	0	0	0	0	0	0	0	0	4
22004010201	2004	産業部門	鉱業	鉱業	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	13
22004010301	2004	産業部門	建設業	建設業	0	209	528	73	0	2	0	0	0	0	0	0	0	0	0	0	84
22004010401	2004	産業部門	製造業	食料品	0	3	1	56	0	0	0	8	0	0	0	0	0	0	280	0	278
22004010402	2004	産業部門	製造業	飲料・飼料・たばこ	0	0	0	12	0	0	0	0	0	0	0	0	0	0	21	0	29
22004010403	2004	産業部門	製造業	繊維工業	0	0	0	5	0	0	0	1	0	0	0	0	0	0	10	0	6
22004010404	2004	産業部門	製造業	衣服・その他の繊維	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	13
22004010405	2004	産業部門	製造業	木材・木製品	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	12
22004010406	2004	産業部門	製造業	家具・装備品	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	8
22004010407	2004	産業部門	製造業	パルプ紙紙加工	0	0	0	4	0	171	0	1	0	0	0	0	0	0	106	0	141
22004010408	2004	産業部門	製造業	出版・印刷・同関連	0	1	0	2	0	0	0	2	0	0	0	0	0	0	38	0	204
22004010409	2004	産業部門	製造業	化学工業	0	1	0	8	0	0	0	0	0	0	0	0	0	0	148	0	111
22004010410	2004	産業部門	製造業	石油製品・石炭製品	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3
22004010411	2004	産業部門	製造業	プラスティック製品	0	1	0	23	0	0	0	0	0	0	0	0	0	0	16	0	95
22004010412	2004	産業部門	製造業	ゴム製品	0	1	1	10	0	0	0	1	0	0	0	0	0	0	70	0	105
22004010413	2004	産業部門	製造業	なめし革・同製品	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	19
22004010414	2004	産業部門	製造業	窯業・土石製品	0	2	4	82	0	32	0	20	0	6	0	26	0	0	132	0	193
22004010415	2004	産業部門	製造業	鉄鋼業	0	4	4	33	0	0	0	2	0	0	0	0	0	0	87	0	300
22004010416	2004	産業部門	製造業	非鉄金属	0	0	0	0	0	0	0	2	0	0	0	0	0	0	10	0	29
22004010417	2004	産業部門	製造業	金属製品	0	9	0	14	0	0	0	3	0	0	0	0	0	0	36	0	154
22004010418	2004	産業部門	製造業	一般機械器具	1	4	0	2	0	0	0	2	0	0	0	0	0	0	13	0	135
22004010419	2004	産業部門	製造業	電気機械器具	0	13	0	8	0	0	0	4	0	0	0	0	0	0	43	0	359
22004010420	2004	産業部門	製造業	輸送用機械器具	10	18	8	31	0	0	0	13	0	0	0	0	0	0	51	0	165
22004010421	2004	産業部門	製造業	精密機械器具	0	1	0	3	0	0	0	0	0	0	0	0	0	0	9	0	80
22004010422	2004	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
