データID	年度	部門	カテゴリ	サブカテゴリ	ガソリン(TJ)	灯油(TJ)	軽油(TJ)	A重油(TJ)	B重油(TJ)	C重油(TJ)	ジェット燃料(TJ)	LPG等(TJ)	石油系炭化水素ガス(TJ)	オイルコークス(TJ)	石炭(TJ)	石炭コークス(TJ)	天然ガス(TJ)	LNG(TJ)	都市ガス(TJ)	廃棄物(TJ)	購入電力(TJ)
11999010416	1999	産業部門	製造業	非鉄金属	3	7	2	33	0	0	0	58	0	0	0	0	0	0	126	0	328
11999010417	1999	産業部門	製造業	金属製品	6	149	12	342	1	0	0	76	0	0	0	0	0	0	991	0	1448
11999010418	1999	産業部門	製造業	一般機械器具	35	95	6	60	0	0	0	61	0	0	0	0	0	0	356	0	1395
11999010419	1999	産業部門	製造業	電気機械器具	12	121	9	352	0	0	0	140	0	0	0	0	0	0	1352	0	4010
11999010420	1999	産業部門	製造業	輸送用機械器具	229	478	202	616	0	0	0	339	0	0	0	15	0	0	2110	0	1833
11999010421	1999	産業部門	製造業	精密機械器具	2	209	0	13	0	0	0	2	0	0	0	0	0	0	221	0	638
11999010422	1999	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11999010423	1999	産業部門	製造業	その他の製造業	9	16	2	291	0	0	0	0	0	0	0	0	0	0	59	0	484
11999020101	1999	家庭部門	家庭	家庭	0	11000	0	0	0	0	0	8578	0	0	0	0	0	0	81606	0	78024
11999030101	1999	業務部門	業務	事務所ビル	0	758	0	1305	0	0	0	9	0	0	0	0	0	0	29826	0	107016
11999030102	1999	業務部門	業務	百貨店	0	0	0	16	0	0	0	1	0	0	0	0	0	0	1104	0	2627
11999030103	1999	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	21
11999030104	1999	業務部門	業務	その他の卸・小売業	0	1	0	6	0	0	0	1	0	0	0	0	0	0	2557	0	6476
11999030105	1999	業務部門	業務	飲食店	0	814	0	340	0	0	0	554	0	0	0	0	0	0	9630	0	11615
11999030106	1999	業務部門	業務	ホテル・旅館等	0	658	0	975	0	0	0	0	0	0	0	0	0	0	6066	0	5948
11999030107	1999	業務部門	業務	学校	0	1389	0	2165	0	0	0	36	0	0	0	0	0	0	4740	0	9712
11999030108	1999	業務部門	業務	病院・医療施設等	0	349	0	2242	0	0	0	0	0	0	0	0	0	0	5387	0	6438
11999030109	1999	業務部門	業務	その他のサービス業	0	21	0	1060	0	0	0	3138	0	0	0	0	0	0	11778	0	17469
11999040101	1999	運輸部門	自動車	自動車	145894	0	70889	0	0	0	0	17588	0	0	0	0	0	0	0	0	0
11999040201	1999	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15881
11999040301	1999	運輸部門	船舶	船舶	0	0	284	580	44	2420	0	0	0	0	0	0	0	0	0	0	0
11999040401	1999	運輸部門	航空	航空	0	0	0	0	0	0	489	0	0	0	0	0	0	0	0	0	0
12000010101	2000	産業部門	農業・水産業	農業・水産業	0	1567	0	602	0	0	0	0	0	0	0	0	0	0	0	0	39
12000010201	2000	産業部門	鉱業	鉱業	0	1	166	63	0	0	0	0	0	0	0	0	0	0	0	0	189
12000010301	2000	産業部門	建設業	建設業	0	3385	9784	2484	0	77	0	0	0	0	0	0	0	0	0	0	832
12000010401	2000	産業部門	製造業	食料品	2	89	12	1094	1	0	0	247	0	0	0	0	0	0	5582	0	2509
12000010402	2000	産業部門	製造業	飲料・飼料・たばこ	0	5	0	415	0	0	0	1	0	0	0	0	0	0	1040	0	386
12000010403	2000	産業部門	製造業	繊維工業	0	1	0	175	0	0	0	27	0	0	0	0	0	0	246	0	55
12000010404	2000	産業部門	製造業	衣服・その他の繊維	1	10	0	50	1	0	0	1	0	0	0	0	0	0	10	0	82
12000010405	2000	産業部門	製造業	木材・木製品	0	18	79	0	0	0	0	0	0	0	0	0	0	0	58	0	223
12000010406	2000	産業部門	製造業	家具・装備品	2	8	17	10	0	0	0	40	0	0	0	0	0	0	43	0	94
12000010407	2000	産業部門	製造業	パルプ紙紙加工	5	11	3	224	0	5824	0	21	0	0	0	0	0	0	3074	0	1647
12000010408	2000	産業部門	製造業	出版・印刷・同関連	21	38	1	165	0	1	0	117	0	0	0	0	0	0	2756	0	4641
12000010409	2000	産業部門	製造業	化学工業	2	45	0	304	0	351	0	8	0	0	0	0	0	0	3647	0	1137
12000010410	2000	産業部門	製造業	石油製品・石炭製品	1	1	0	73	0	0	0	0	0	0	0	0	0	0	1	0	34
12000010411	2000	産業部門	製造業	プラスティック製品	9	153	2	480	0	0	0	22	0	0	0	0	0	0	101	0	1136
12000010412	2000	産業部門	製造業	ゴム製品	2	18	13	102	0	0	0	22	0	0	0	0	0	0	1535	0	770
12000010413	2000	産業部門	製造業	なめし革・同製品	0	7	14	33	0	0	0	0	0	0	0	0	0	0	168	0	228
12000010414	2000	産業部門	製造業	窯業・土石製品	2	46	440	2338	0	2793	0	606	0	239	0	1541	0	0	2549	0	1883
12000010415	2000	産業部門	製造業	鉄鋼業	1	77	20	577	0	0	0	44	0	0	0	0	0	0	1811	0	1601
12000010416	2000	産業部門	製造業	非鉄金属	3	77	2	17	0	0	0	278	0	0	0	0	0	0	326	0	331
12000010417	2000	産業部門	製造業	金属製品	4	154	13	368	1	0	0	90	0	0	0	0	0	0	687	0	1584
12000010418	2000	産業部門	製造業	一般機械器具	14	101	8	59	2	0	0	66	0	0	2	0	0	0	373	0	1472
12000010419	2000	産業部門	製造業	電気機械器具	13	101	7	320	2	0	0	156	0	0	0	0	0	0	1375	0	4135
12000010420	2000	産業部門	製造業	輸送用機械器具	202	450	172	569	0	0	0	321	0	0	0	0	0	0	2012	0	1603
12000010421	2000	産業部門	製造業	精密機械器具	1	13	0	51	0	0	0	6	0	0	0	0	0	0	209	0	642
12000010422	2000	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12000010423	2000	産業部門	製造業	その他の製造業	1	17	1	280	0	0	0	1	0	0	0	0	0	0	49	0	394
12000020101	2000	家庭部門	家庭	家庭	0	12007	0	0	0	0	0	8520	0	0	0	0	0	0	85014	0	80010
12000030101	2000	業務部門	業務	事務所ビル	0	717	0	1290	0	0	0	0	0	0	0	0	0	0	31284	0	109859
12000030102	2000	業務部門	業務	百貨店	0	0	0	16	0	0	0	0	0	0	0	0	0	0	1151	0	2780
12000030103	2000	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	21
12000030104	2000	業務部門	業務	その他の卸・小売業	0	0	0	9	0	0	0	0	0	0	0	0	0	0	2620	0	6745
12000030105	2000	業務部門	業務	飲食店	0	886	0	369	0	0	0	566	0	0	0	0	0	0	10026	0	12038
12000030106	2000	業務部門	業務	ホテル・旅館等	0	607	0	890	0	0	0	0	0	0	0	0	0	0	6516	0	6097
12000030107	2000	業務部門	業務	学校	0	1420	0	2194	0	0	0	37	0	0	0	0	0	0	4685	0	10084
12000030108	2000	業務部門	業務	病院・医療施設等	0	370	0	2360	0	0	0	0	0	0	0	0	0	0	5842	0	6809
12000030109	2000	業務部門	業務	その他のサービス業	0	0	0	1045	0	0	0	3343	0	0	0	0	0	0	12212	0	17540
12000040101	2000	運輸部門	自動車	自動車	148280	0	71219	0	0	0	0	18005	0	0	0	0	0	0	0	0	0
12000040201	2000	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15934
12000040301	2000	運輸部門	船舶	船舶	0	0	326	793	26	2287	0	0	0	0	0	0	0	0	0	0	0
12000040401	2000	運輸部門	航空	航空	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0
12001010101	2001	産業部門	農業・水産業	農業・水産業	0	1418	0	555	0	0	0	0	0	0	0	0	0	0	0	0	38
12001010201	2001	産業部門	鉱業	鉱業	0	1	96	37	0	0	0	0	0	0	0	0	0	0	0	0	171
12001010301	2001	産業部門	建設業	建設業	0	3301	9718	2760	1	67	0	0	0	0	0	0	0	0	0	0	801
12001010401	2001	産業部門	製造業	食料品	4	73	13	1284	4	2	0	227	0	0	0	0	0	0	6953	0	2521
12001010402	2001	産業部門	製造業	飲料・飼料・たばこ	0	4	0	336	0	0	0	1	0	0	0	0	0	0	622	0	316
12001010403	2001	産業部門	製造業	繊維工業	0	2	0	125	0	0	0	24	0	0	0	0	0	0	255	0	50
12001010404	2001	産業部門	製造業	衣服・その他の繊維	0	21	0	65	2	0	0	0	0	0	0	0	0	0	31	0	141
12001010405	2001	産業部門	製造業	木材・木製品	1	18	78	0	0	0	0	0	0	0	0	0	0	0	15	0	111
12001010406	2001	産業部門	製造業	家具・装備品	2	8	0	5	0	0	0	36	0	0	0	0	0	0	28	0	83
12001010407	2001	産業部門	製造業	パルプ紙紙加工	5	12	2	118	0	4229	0	21	0	0	0	0	0	0	3003	0	1460
12001010408	2001	産業部門	製造業	出版・印刷・同関連	14	30	2	99	0	0	0	132	0	0	0	0	0	0	2292	0	4534
12001010409	2001	産業部門	製造業	化学工業	2	23	0	168	0	0	0	8	0	0	0	0	0	0	3372	0	920
12001010410	2001	産業部門	製造業	石油製品・石炭製品	1	2	0	41	0	0	0	0	0	0	0	0	0	0	1	0	21
12001010411	2001	産業部門	製造業	プラスティック製品	5	36	1	646	0	0	0	11	0	0	0	0	0	0	471	0	1046
12001010412	2001	産業部門	製造業	ゴム製品	2	17	13	179	0	0	0	11	0	0	0	0	0	0	1364	0	746
12001010413	2001	産業部門	製造業	なめし革・同製品	4	8	1	28	0	0	0	0	0	0	0	0	0	0	142	0	206
12001010414	2001	産業部門	製造業	窯業・土石製品	1	38	92	1747	0	638	0	488	0	91	0	360	0	0	3032	0	1617
12001010415	2001	産業部門	製造業	鉄鋼業	1	63	60	549	0	0	0	40	0	0	0	0	0	0	1579	0	1985
12001010416	2001	産業部門	製造業	非鉄金属	3	5	1	5	0	0	0	62	0	0	0	0	0	0	256	0	280
12001010417	2001	産業部門	製造業	金属製品	6	207	6	312	1	0	0	82	0	0	5	0	0	0	898	0	1388
12001010418	2001	産業部門	製造業	一般機械器具	15	92	6	48	0	0	0	60	0	0	0	0	0	0	340	0	1264
12001010419	2001	産業部門	製造業	電気機械器具	8	369	4	229	0	0	0	133	0	0	0	0	0	0	1303	0	3935
12001010420	2001	産業部門	製造業	輸送用機械器具	198	345	154	586	0	0	0	281	0	0	0	0	0	0	1041	0	1227
12001010421	2001	産業部門	製造業	精密機械器具	1	14	5	48	0	0	0	3	0	0	0	0	0	0	181	0	589
12001010422	2001	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12001010423	2001	産業部門	製造業	その他の製造業	3	13	0	261	0	0	0	3	0	0	0	0	0	0	69	0	394
12001020101	2001	家庭部門	家庭	家庭	0	11465	0	0	0	0	0	9844	0	0	0	0	0	0	83294	0	78585
12001030101	2001	業務部門	業務	事務所ビル	0	715	0	1287	0	0	0	0	0	0	0	0	0	0	30638	0	109560
12001030102	2001	業務部門	業務	百貨店	0	0	0	16	0	0	0	0	0	0	0	0	0	0	1183	0	2855
12001030103	2001	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	18
12001030104	2001	業務部門	業務	その他の卸・小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2514	0	6434
12001030105	2001	業務部門	業務	飲食店	0	891	0	371	0	0	0	569	0	0	0	0	0	0	10081	0	12368
12001030106	2001	業務部門	業務	ホテル・旅館等	0	434	0	637	0	0	0	0	0	0	0	0	0	0	7120	0	6247
12001030107	2001	業務部門	業務	学校	0	1420	0	2204	0	0	0	37	0	0	0	0	0	0	4513	0	10431
12001030108	2001	業務部門	業務	病院・医療施設等	0	361	0	2371	0	0	0	0	0	0	0	0	0	0	5842	0	7078
12001030109	2001	業務部門	業務	その他のサービス業	0	339	0	983	0	0	0	3357	0	0	0	0	0	0	12017	0	17084
12001040101	2001	運輸部門	自動車	自動車	146613	0	69805	0	0	0	0	17175	0	0	0	0	0	0	0	0	0
12001040201	2001	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15726
12001040301	2001	運輸部門	船舶	船舶	0	0	303	634	25	2314	0	0	0	0	0	0	0	0	0	0	0
12001040401	2001	運輸部門	航空	航空	0	0	0	0	0	0	501	0	0	0	0	0	0	0	0	0	0
12002010101	2002	産業部門	農業・水産業	農業・水産業	0	1633	0	650	0	0	0	0	0	0	0	0	0	0	0	0	37
12002010201	2002	産業部門	鉱業	鉱業	0	1	99	38	0	0	0	0	0	0	0	0	0	0	0	0	168
12002010301	2002	産業部門	建設業	建設業	0	3342	6486	956	0	28	0	0	0	0	0	0	0	0	0	0	797
12002010401	2002	産業部門	製造業	食料品	3	59	10	1046	3	1	0	183	0	0	0	0	0	0	6947	0	2746
12002010402	2002	産業部門	製造業	飲料・飼料・たばこ	0	3	0	254	0	0	0	0	0	0	0	0	0	0	577	0	320
12002010403	2002	産業部門	製造業	繊維工業	0	2	0	100	0	0	0	19	0	0	0	0	0	0	249	0	53
12002010404	2002	産業部門	製造業	衣服・その他の繊維	0	17	0	53	1	0	0	0	0	0	0	0	0	0	31	0	154
12002010405	2002	産業部門	製造業	木材・木製品	1	15	62	0	0	0	0	0	0	0	0	0	0	0	15	0	119
12002010406	2002	産業部門	製造業	家具・装備品	1	7	0	4	0	0	0	29	0	0	0	0	0	0	27	0	89
12002010407	2002	産業部門	製造業	パルプ紙紙加工	4	10	2	96	0	3591	0	17	0	0	0	0	0	0	3014	0	1597
12002010408	2002	産業部門	製造業	出版・印刷・同関連	5	11	1	35	0	0	0	46	0	0	0	0	0	0	982	0	2118
12002010409	2002	産業部門	製造業	化学工業	2	22	0	162	0	0	0	8	0	0	0	0	0	0	3979	0	1183
12002010410	2002	産業部門	製造業	石油製品・石炭製品	0	1	0	34	0	0	0	0	0	0	0	0	0	0	1	0	23
12002010411	2002	産業部門	製造業	プラスティック製品	3	26	1	465	0	0	0	8	0	0	0	0	0	0	416	0	1006
12002010412	2002	産業部門	製造業	ゴム製品	2	15	11	158	0	0	0	10	0	0	0	0	0	0	1472	0	877
12002010413	2002	産業部門	製造業	なめし革・同製品	3	6	1	24	0	0	0	0	0	0	0	0	0	0	144	0	228
12002010414	2002	産業部門	製造業	窯業・土石製品	1	35	84	1578	0	598	0	436	0	82	0	325	0	0	3358	0	1951
12002010415	2002	産業部門	製造業	鉄鋼業	1	54	52	472	0	0	0	34	0	0	0	0	0	0	1664	0	2280
12002010416	2002	産業部門	製造業	非鉄金属	2	4	1	4	0	0	0	45	0	0	0	0	0	0	229	0	273
12002010417	2002	産業部門	製造業	金属製品	4	165	5	249	1	0	0	65	0	0	4	0	0	0	878	0	1479
12002010418	2002	産業部門	製造業	一般機械器具	12	73	5	39	0	0	0	47	0	0	0	0	0	0	334	0	1354
12002010419	2002	産業部門	製造業	電気機械器具	6	278	3	173	0	0	0	99	0	0	0	0	0	0	1203	0	3960
12002010420	2002	産業部門	製造業	輸送用機械器具	147	256	114	435	0	0	0	206	0	0	0	0	0	0	947	0	1216
12002010421	2002	産業部門	製造業	精密機械器具	1	11	4	39	0	0	0	3	0	0	0	0	0	0	182	0	642
12002010422	2002	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12002010423	2002	産業部門	製造業	その他の製造業	2	10	0	208	0	0	0	2	0	0	0	0	0	0	67	0	418
12002020101	2002	家庭部門	家庭	家庭	0	11825	0	0	0	0	0	8045	0	0	0	0	0	0	88175	0	81247
12002030101	2002	業務部門	業務	事務所ビル	0	839	0	1480	0	0	0	0	0	0	0	0	0	0	31897	0	112412
12002030102	2002	業務部門	業務	百貨店	0	0	0	16	0	0	0	0	0	0	0	0	0	0	1302	0	2905
12002030103	2002	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0	18
12002030104	2002	業務部門	業務	その他の卸・小売業	0	0	0	0	0	0	0	415	0	0	0	0	0	0	2542	0	6922
12002030105	2002	業務部門	業務	飲食店	0	941	0	388	0	0	0	595	0	0	0	0	0	0	10884	0	12522
12002030106	2002	業務部門	業務	ホテル・旅館等	0	331	0	532	0	0	0	0	0	0	0	0	0	0	7442	0	6007
12002030107	2002	業務部門	業務	学校	0	1248	0	1959	0	0	0	51	0	0	0	0	0	0	5007	0	10805
12002030108	2002	業務部門	業務	病院・医療施設等	0	412	0	1924	0	0	0	5	0	0	0	0	0	0	6762	0	7071
12002030109	2002	業務部門	業務	その他のサービス業	0	294	0	789	0	0	0	2331	0	0	0	0	0	0	13431	0	18231
12002040101	2002	運輸部門	自動車	自動車	152347	0	65588	0	0	0	0	16980	0	0	0	0	0	0	0	0	0
12002040201	2002	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15937
12002040301	2002	運輸部門	船舶	船舶	0	0	357	704	42	2030	0	0	0	0	0	0	0	0	0	0	0
12002040401	2002	運輸部門	航空	航空	0	0	0	0	0	0	479	0	0	0	0	0	0	0	0	0	0
12003010101	2003	産業部門	農業・水産業	農業・水産業	0	1528	0	583	0	0	0	0	0	0	0	0	0	0	0	0	37
12003010201	2003	産業部門	鉱業	鉱業	0	1	82	31	0	0	0	0	0	0	0	0	0	0	0	0	142
12003010301	2003	産業部門	建設業	建設業	0	3262	6591	947	0	30	0	0	0	0	0	0	0	0	0	0	786
12003010401	2003	産業部門	製造業	食料品	3	51	9	897	3	1	0	157	0	0	0	0	0	0	5621	0	2652
12003010402	2003	産業部門	製造業	飲料・飼料・たばこ	0	2	0	208	0	0	0	0	0	0	0	0	0	0	446	0	295
12003010403	2003	産業部門	製造業	繊維工業	0	2	0	110	0	0	0	21	0	0	0	0	0	0	259	0	66
12003010404	2003	産業部門	製造業	衣服・その他の繊維	0	13	0	41	1	0	0	0	0	0	0	0	0	0	23	0	135
12003010405	2003	産業部門	製造業	木材・木製品	1	12	51	0	0	0	0	0	0	0	0	0	0	0	12	0	110
12003010406	2003	産業部門	製造業	家具・装備品	1	6	0	4	0	0	0	25	0	0	0	0	0	0	22	0	87
12003010407	2003	産業部門	製造業	パルプ紙紙加工	3	8	2	75	0	2801	0	13	0	0	0	0	0	0	2219	0	1404
12003010408	2003	産業部門	製造業	出版・印刷・同関連	4	9	0	29	0	0	0	38	0	0	0	0	0	0	772	0	1987
12003010409	2003	産業部門	製造業	化学工業	2	19	0	136	0	0	0	7	0	0	0	0	0	0	3165	0	1123
12003010410	2003	産業部門	製造業	石油製品・石炭製品	0	1	0	32	0	0	0	0	0	0	0	0	0	0	1	0	24
12003010411	2003	産業部門	製造業	プラスティック製品	3	22	1	395	0	0	0	6	0	0	0	0	0	0	334	0	963
12003010412	2003	産業部門	製造業	ゴム製品	2	13	10	135	0	0	0	8	0	0	0	0	0	0	1190	0	846
12003010413	2003	産業部門	製造業	なめし革・同製品	2	5	0	17	0	0	0	0	0	0	0	0	0	0	100	0	190
12003010414	2003	産業部門	製造業	窯業・土石製品	1	28	68	1285	0	487	0	355	0	67	0	264	0	0	2580	0	1790
12003010415	2003	産業部門	製造業	鉄鋼業	1	54	52	468	0	0	0	33	0	0	0	0	0	0	1558	0	2548
12003010416	2003	産業部門	製造業	非鉄金属	2	3	1	4	0	0	0	40	0	0	0	0	0	0	191	0	272
12003010417	2003	産業部門	製造業	金属製品	4	144	4	217	1	0	0	57	0	0	3	0	0	0	722	0	1453
12003010418	2003	産業部門	製造業	一般機械器具	10	61	4	32	0	0	0	39	0	0	0	0	0	0	261	0	1263
12003010419	2003	産業部門	製造業	電気機械器具	5	212	2	132	0	0	0	76	0	0	0	0	0	0	868	0	3411
12003010420	2003	産業部門	製造業	輸送用機械器具	158	274	123	467	0	0	0	222	0	0	0	0	0	0	959	0	1471
12003010421	2003	産業部門	製造業	精密機械器具	1	10	4	35	0	0	0	2	0	0	0	0	0	0	153	0	647
12003010422	2003	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12003010423	2003	産業部門	製造業	その他の製造業	2	9	0	178	0	0	0	2	0	0	0	0	0	0	54	0	403
12003020101	2003	家庭部門	家庭	家庭	0	12263	0	0	0	0	0	8000	0	0	0	0	0	0	87598	0	77309
12003030101	2003	業務部門	業務	事務所ビル	0	916	0	1591	0	0	0	0	0	0	0	0	0	0	31039	0	107362
12003030102	2003	業務部門	業務	百貨店	0	0	0	14	0	0	0	0	0	0	0	0	0	0	1353	0	2776
12003030103	2003	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	3	0	0	0	0	0	0	8	0	23
12003030104	2003	業務部門	業務	その他の卸・小売業	0	0	0	0	0	0	0	811	0	0	0	0	0	0	2203	0	6484
12003030105	2003	業務部門	業務	飲食店	0	982	0	402	0	0	0	616	0	0	0	0	0	0	11540	0	12374
12003030106	2003	業務部門	業務	ホテル・旅館等	0	251	0	471	0	0	0	0	0	0	0	0	0	0	8508	0	6280
12003030107	2003	業務部門	業務	学校	0	1054	0	1679	0	0	0	65	0	0	0	0	0	0	5442	0	10898
12003030108	2003	業務部門	業務	病院・医療施設等	0	421	0	1303	0	0	0	10	0	0	0	0	0	0	6440	0	6797
12003030109	2003	業務部門	業務	その他のサービス業	0	235	0	553	0	0	0	1165	0	0	0	0	0	0	14295	0	18373
12003040101	2003	運輸部門	自動車	自動車	146800	0	56240	0	0	0	0	17092	0	0	0	0	0	0	0	0	0
12003040201	2003	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15767
12003040301	2003	運輸部門	船舶	船舶	0	0	314	1040	18	2345	0	0	0	0	0	0	0	0	0	0	0
12003040401	2003	運輸部門	航空	航空	0	0	0	0	0	0	460	0	0	0	0	0	0	0	0	0	0
12004010101	2004	産業部門	農業・水産業	農業・水産業	0	1338	0	717	0	0	0	0	0	0	0	0	0	0	0	0	36
12004010201	2004	産業部門	鉱業	鉱業	0	1	76	29	0	0	0	0	0	0	0	0	0	0	0	0	126
12004010301	2004	産業部門	建設業	建設業	0	3079	7683	1050	0	29	0	0	0	0	0	0	0	0	0	0	797
12004010401	2004	産業部門	製造業	食料品	3	45	8	801	2	1	0	140	0	0	0	0	0	0	5648	0	2623
12004010402	2004	産業部門	製造業	飲料・飼料・たばこ	0	2	0	174	0	0	0	0	0	0	0	0	0	0	419	0	273
12004010403	2004	産業部門	製造業	繊維工業	0	1	0	79	0	0	0	15	0	0	0	0	0	0	209	0	52
12004010404	2004	産業部門	製造業	衣服・その他の繊維	0	11	0	33	1	0	0	0	0	0	0	0	0	0	20	0	119
12004010405	2004	産業部門	製造業	木材・木製品	0	11	47	0	0	0	0	0	0	0	0	0	0	0	12	0	113
12004010406	2004	産業部門	製造業	家具・装備品	1	5	0	3	0	0	0	20	0	0	0	0	0	0	20	0	77
12004010407	2004	産業部門	製造業	パルプ紙紙加工	3	7	1	64	0	2382	0	11	0	0	0	0	0	0	2133	0	1328
12004010408	2004	産業部門	製造業	出版・印刷・同関連	4	8	0	25	0	0	0	33	0	0	0	0	0	0	760	0	1925
12004010409	2004	産業部門	製造業	化学工業	2	16	0	115	0	0	0	6	0	0	0	0	0	0	2994	0	1046
12004010410	2004	産業部門	製造業	石油製品・石炭製品	0	1	0	30	0	0	0	0	0	0	0	0	0	0	1	0	25
12004010411	2004	産業部門	製造業	プラスティック製品	2	19	1	334	0	0	0	5	0	0	0	0	0	0	317	0	900
12004010412	2004	産業部門	製造業	ゴム製品	2	14	10	143	0	0	0	9	0	0	0	0	0	0	1416	0	991
12004010413	2004	産業部門	製造業	なめし革・同製品	2	4	0	14	0	0	0	0	0	0	0	0	0	0	94	0	175
12004010414	2004	産業部門	製造業	窯業・土石製品	1	26	62	1179	0	445	0	325	0	61	0	242	0	0	2664	0	1819
12004010415	2004	産業部門	製造業	鉄鋼業	1	54	51	470	0	0	0	33	0	0	0	0	0	0	1759	0	2832
12004010416	2004	産業部門	製造業	非鉄金属	2	3	1	3	0	0	0	37	0	0	0	0	0	0	199	0	278
12004010417	2004	産業部門	製造業	金属製品	3	130	4	196	1	0	0	51	0	0	3	0	0	0	735	0	1454
12004010418	2004	産業部門	製造業	一般機械器具	9	55	4	29	0	0	0	36	0	0	0	0	0	0	268	0	1275
12004010419	2004	産業部門	製造業	電気機械器具	4	190	2	119	0	0	0	68	0	0	0	0	0	0	878	0	3394
12004010420	2004	産業部門	製造業	輸送用機械器具	151	262	116	447	0	0	0	211	0	0	0	0	0	0	1032	0	1558
12004010421	2004	産業部門	製造業	精密機械器具	1	11	4	37	0	0	0	2	0	0	0	0	0	0	181	0	754
12004010422	2004	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12004010423	2004	産業部門	製造業	その他の製造業	2	8	0	154	0	0	0	2	0	0	0	0	0	0	53	0	386
12004020101	2004	家庭部門	家庭	家庭	0	8999	0	0	0	0	0	6357	0	0	0	0	0	0	85923	0	83316
12004030101	2004	業務部門	業務	事務所ビル	0	1083	0	1856	0	0	0	0	0	0	0	0	0	0	33365	0	111798
12004030102	2004	業務部門	業務	百貨店	0	0	0	14	0	0	0	0	0	0	0	0	0	0	1546	0	2874
12004030103	2004	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	6	0	0	0	0	0	0	9	0	29
12004030104	2004	業務部門	業務	その他の卸・小売業	0	0	0	0	0	0	0	1283	0	0	0	0	0	0	2033	0	6562
12004030105	2004	業務部門	業務	飲食店	0	1037	0	420	0	0	0	644	0	0	0	0	0	0	12458	0	12263
12004030106	2004	業務部門	業務	ホテル・旅館等	0	147	0	376	0	0	0	0	0	0	0	0	0	0	9296	0	6183
12004030107	2004	業務部門	業務	学校	0	843	0	1372	0	0	0	78	0	0	0	0	0	0	5894	0	10782
12004030108	2004	業務部門	業務	病院・医療施設等	0	442	0	781	0	0	0	15	0	0	0	0	0	0	6670	0	6455
12004030109	2004	業務部門	業務	その他のサービス業	0	182	0	327	0	0	0	0	0	0	0	0	0	0	15808	0	18910
12004040101	2004	運輸部門	自動車	自動車	146699	0	49157	0	0	0	0	15664	0	0	0	0	0	0	0	0	0
12004040201	2004	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15708
12004040301	2004	運輸部門	船舶	船舶	0	0	422	638	17	2790	0	0	0	0	0	0	0	0	0	0	0
12004040401	2004	運輸部門	航空	航空	0	0	0	0	0	0	411	0	0	0	0	0	0	0	0	0	0
12005010101	2005	産業部門	農業・水産業	農業・水産業	0	1221	0	712	0	0	0	0	0	0	0	0	0	0	0	0	36
12005010201	2005	産業部門	鉱業	鉱業	0	0	73	28	0	0	0	0	0	0	0	0	0	0	0	0	122
12005010301	2005	産業部門	建設業	建設業	0	2663	7593	1006	0	20	0	0	0	0	0	0	0	0	0	0	777
12005010401	2005	産業部門	製造業	食料品	2	45	8	786	2	1	0	138	0	0	0	0	0	0	6738	0	2499
12005010402	2005	産業部門	製造業	飲料・飼料・たばこ	0	1	0	128	0	0	0	0	0	0	0	0	0	0	376	0	196
12005010403	2005	産業部門	製造業	繊維工業	0	1	0	69	0	0	0	13	0	0	0	0	0	0	221	0	44
12005010404	2005	産業部門	製造業	衣服・その他の繊維	0	10	0	32	1	0	0	0	0	0	0	0	0	0	24	0	111
12005010405	2005	産業部門	製造業	木材・木製品	0	10	44	0	0	0	0	0	0	0	0	0	0	0	14	0	102
12005010406	2005	産業部門	製造業	家具・装備品	1	5	0	3	0	0	0	19	0	0	0	0	0	0	24	0	74
12005010407	2005	産業部門	製造業	パルプ紙紙加工	3	7	1	65	0	2414	0	11	0	0	0	0	0	0	2616	0	1301
