データID	年度	部門	カテゴリ	サブカテゴリ	ガソリン(TJ)	灯油(TJ)	軽油(TJ)	A重油(TJ)	B重油(TJ)	C重油(TJ)	ジェット燃料(TJ)	LPG等(TJ)	石油系炭化水素ガス(TJ)	オイルコークス(TJ)	石炭(TJ)	石炭コークス(TJ)	天然ガス(TJ)	LNG(TJ)	都市ガス(TJ)	廃棄物(TJ)	購入電力(TJ)
11970030109	1970	業務部門	業務	その他のサービス業	0	842	0	1576	0	0	0	861	0	0	0	0	0	0	1663	0	5111
11970040101	1970	運輸部門	自動車	自動車	44998	0	22042	0	0	0	0	3858	0	0	0	0	0	0	0	0	0
11970040201	1970	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9461
11970040301	1970	運輸部門	船舶	船舶	0	0	0	247	131	166	0	0	0	0	0	0	0	0	0	0	0
11970040401	1970	運輸部門	航空	航空	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0
11980010101	1980	産業部門	農業・水産業	農業・水産業	0	1057	0	3143	0	0	0	0	0	0	0	0	0	0	0	0	36
11980010201	1980	産業部門	鉱業	鉱業	0	3	130	0	0	0	0	0	0	0	0	0	0	0	0	0	113
11980010301	1980	産業部門	建設業	建設業	0	2434	8530	2226	158	191	0	0	0	0	0	0	0	0	0	0	700
11980010401	1980	産業部門	製造業	食料品	10	821	4	5648	36	2653	0	349	0	0	0	0	0	1860	1126	0	2097
11980010402	1980	産業部門	製造業	飲料・飼料・たばこ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11980010403	1980	産業部門	製造業	繊維工業	2	33	1	1143	7	1495	0	46	0	0	0	0	0	0	58	0	244
11980010404	1980	産業部門	製造業	衣服・その他の繊維	1	70	0	379	0	0	0	19	0	0	0	0	0	0	36	0	169
11980010405	1980	産業部門	製造業	木材・木製品	5	7	40	669	0	0	0	0	0	0	0	0	0	0	301	0	450
11980010406	1980	産業部門	製造業	家具・装備品	6	82	10	84	10	0	0	37	0	0	0	0	0	0	144	0	136
11980010407	1980	産業部門	製造業	パルプ紙紙加工	12	80	7	2901	0	8953	0	57	0	0	0	0	0	0	25	0	1797
11980010408	1980	産業部門	製造業	出版・印刷・同関連	15	882	20	694	1	0	0	184	0	0	1	0	0	0	1161	0	2357
11980010409	1980	産業部門	製造業	化学工業	5	537	1	2568	32	623	0	22	0	0	2	0	0	0	227	0	1130
11980010410	1980	産業部門	製造業	石油製品・石炭製品	2	2	0	170	0	0	0	13	0	0	0	0	0	0	1	0	22
11980010411	1980	産業部門	製造業	プラスティック製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11980010412	1980	産業部門	製造業	ゴム製品	3	3	1	418	7	1987	0	0	0	0	0	0	0	0	4	0	728
11980010413	1980	産業部門	製造業	なめし革・同製品	3	60	1	564	0	0	0	19	0	0	3	0	0	0	21	0	222
11980010414	1980	産業部門	製造業	窯業・土石製品	7	113	175	2771	516	2707	0	787	0	0	1	781	0	0	439	0	123
11980010415	1980	産業部門	製造業	鉄鋼業	10	2453	21	5997	326	881	0	422	0	0	4	27	0	0	808	0	7436
11980010416	1980	産業部門	製造業	非鉄金属	4	160	2	629	8	0	0	76	0	0	0	0	0	0	156	0	571
11980010417	1980	産業部門	製造業	金属製品	32	394	49	1235	19	4	0	224	1	0	4	66	0	0	1480	0	1740
11980010418	1980	産業部門	製造業	一般機械器具	43	429	60	483	33	1	0	117	0	0	0	11	0	0	233	0	1214
11980010419	1980	産業部門	製造業	電気機械器具	22	585	8	91	0	125	0	240	0	0	1	19	0	14	376	0	2125
11980010420	1980	産業部門	製造業	輸送用機械器具	302	405	351	2429	2	7	0	620	3	0	0	146	0	28	928	0	2251
11980010421	1980	産業部門	製造業	精密機械器具	5	84	1	187	0	0	0	11	0	0	1	0	0	0	126	0	449
11980010422	1980	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11980010423	1980	産業部門	製造業	その他の製造業	15	308	7	1072	0	3108	0	80	0	0	1	2	0	0	206	0	1668
11980020101	1980	家庭部門	家庭	家庭	0	19077	0	0	0	0	0	6076	0	0	0	0	0	0	58575	0	38924
11980030101	1980	業務部門	業務	事務所ビル	0	9745	0	14225	0	0	0	0	0	0	0	0	0	0	6882	0	30206
11980030102	1980	業務部門	業務	百貨店	0	253	0	209	0	0	0	1	0	0	0	0	0	0	356	0	1723
11980030103	1980	業務部門	業務	各種商品小売業	0	2	0	1	0	0	0	0	0	0	0	0	0	0	2	0	11
11980030104	1980	業務部門	業務	その他の卸・小売業	0	642	0	324	0	0	0	0	0	0	0	0	0	0	692	0	3862
11980030105	1980	業務部門	業務	飲食店	0	5184	0	1375	0	0	0	382	0	0	0	0	0	0	5912	0	6036
11980030106	1980	業務部門	業務	ホテル・旅館等	0	3150	0	2514	0	0	0	10	0	0	0	0	0	0	652	0	1310
11980030107	1980	業務部門	業務	学校	0	2194	0	3298	0	0	0	29	0	0	0	0	0	0	5048	0	4140
11980030108	1980	業務部門	業務	病院・医療施設等	0	3089	0	3868	0	0	0	28	0	0	0	0	0	0	3960	0	3775
11980030109	1980	業務部門	業務	その他のサービス業	0	1065	0	1192	0	0	0	1719	0	0	0	0	0	0	5156	0	12858
11980040101	1980	運輸部門	自動車	自動車	66668	0	35588	0	0	0	0	8343	0	0	0	0	0	0	0	0	0
11980040201	1980	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11136
11980040301	1980	運輸部門	船舶	船舶	0	0	0	353	157	643	0	0	0	0	0	0	0	0	0	0	0
11980040401	1980	運輸部門	航空	航空	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	0	0
11990010101	1990	産業部門	農業・水産業	農業・水産業	0	887	0	1164	0	0	0	0	0	0	0	0	0	0	0	0	34
11990010201	1990	産業部門	鉱業	鉱業	0	0	129	22	0	0	0	0	0	0	0	0	0	0	0	0	228
11990010301	1990	産業部門	建設業	建設業	0	6364	17673	3778	24	89	0	0	0	0	0	0	0	0	0	0	771
11990010401	1990	産業部門	製造業	食料品	1	229	50	2169	0	909	0	426	0	0	0	0	0	0	4832	0	2518
11990010402	1990	産業部門	製造業	飲料・飼料・たばこ	0	15	0	595	0	0	0	0	0	0	0	0	0	0	1001	0	428
11990010403	1990	産業部門	製造業	繊維工業	0	7	0	1150	0	400	0	24	0	0	0	0	0	0	848	0	296
11990010404	1990	産業部門	製造業	衣服・その他の繊維	0	28	19	107	0	0	0	2	0	0	0	0	0	0	16	0	121
11990010405	1990	産業部門	製造業	木材・木製品	4	1	11	3	0	0	0	0	0	0	0	0	0	0	0	0	406
11990010406	1990	産業部門	製造業	家具・装備品	5	33	1	35	0	0	0	77	0	0	0	0	0	0	76	0	202
11990010407	1990	産業部門	製造業	パルプ紙紙加工	7	24	1	740	0	9238	0	20	0	0	0	0	0	0	154	0	1874
11990010408	1990	産業部門	製造業	出版・印刷・同関連	19	84	11	540	0	4	0	225	0	0	0	0	0	0	2638	0	4416
11990010409	1990	産業部門	製造業	化学工業	3	104	1	870	0	75	0	112	0	0	0	0	0	0	3309	0	1231
11990010410	1990	産業部門	製造業	石油製品・石炭製品	3	1	24	90	0	0	0	0	0	0	0	0	0	0	1	0	24
11990010411	1990	産業部門	製造業	プラスティック製品	1	39	3	1125	0	1468	0	405	0	0	0	0	0	0	85	0	1601
11990010412	1990	産業部門	製造業	ゴム製品	2	77	1	169	7	935	0	57	0	0	0	0	0	0	40	0	957
11990010413	1990	産業部門	製造業	なめし革・同製品	3	34	1	472	0	0	0	0	0	0	0	0	0	0	9	0	249
11990010414	1990	産業部門	製造業	窯業・土石製品	5	90	518	3322	0	1193	0	538	0	0	84	1892	0	0	1429	0	1992
11990010415	1990	産業部門	製造業	鉄鋼業	3	361	14	2305	0	0	0	37	0	0	0	1	0	1794	2372	0	5806
11990010416	1990	産業部門	製造業	非鉄金属	3	79	2	240	0	0	0	88	0	0	0	1	0	0	246	0	489
11990010417	1990	産業部門	製造業	金属製品	12	229	20	865	6	5	0	153	0	0	4	0	0	60	1050	0	1859
11990010418	1990	産業部門	製造業	一般機械器具	15	354	23	356	1	0	0	53	0	0	0	0	0	0	360	0	2176
11990010419	1990	産業部門	製造業	電気機械器具	9	163	18	726	0	0	0	157	0	0	0	0	0	145	365	0	4187
11990010420	1990	産業部門	製造業	輸送用機械器具	231	305	208	1241	3	0	0	674	0	0	0	147	0	1	1709	0	2455
11990010421	1990	産業部門	製造業	精密機械器具	4	44	0	170	1	0	0	3	0	0	1	0	0	0	129	0	835
11990010422	1990	産業部門	製造業	武器製品	0	9	0	1	0	0	0	0	0	0	0	0	0	0	18	0	43
11990010423	1990	産業部門	製造業	その他の製造業	1	79	4	32	0	258	0	16	0	0	0	1	0	0	40	0	354
11990020101	1990	家庭部門	家庭	家庭	0	15966	0	0	0	0	0	12006	0	0	0	0	0	0	71065	0	61078
11990030101	1990	業務部門	業務	事務所ビル	0	5096	0	8775	0	0	0	6	0	0	0	0	0	0	15055	0	68741
11990030102	1990	業務部門	業務	百貨店	0	0	0	14	0	0	0	1	0	0	0	0	0	0	767	0	2542
11990030103	1990	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	15
11990030104	1990	業務部門	業務	その他の卸・小売業	0	1	0	5	0	0	0	28	0	0	0	0	0	0	1461	0	5560
11990030105	1990	業務部門	業務	飲食店	0	580	0	243	0	0	0	435	0	0	0	0	0	0	7173	0	9185
11990030106	1990	業務部門	業務	ホテル・旅館等	0	1229	0	1820	0	0	0	0	0	0	0	0	0	0	2710	0	3661
11990030107	1990	業務部門	業務	学校	0	1461	0	2275	0	0	0	33	0	0	0	0	0	0	5179	0	7655
11990030108	1990	業務部門	業務	病院・医療施設等	0	411	0	2640	0	0	0	0	0	0	0	0	0	0	3776	0	6189
11990030109	1990	業務部門	業務	その他のサービス業	0	321	0	985	0	0	0	2561	0	0	0	0	0	0	9377	0	18257
11990040101	1990	運輸部門	自動車	自動車	117742	0	60571	0	0	0	0	16493	0	0	0	0	0	0	0	0	0
11990040201	1990	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14876
11990040301	1990	運輸部門	船舶	船舶	0	0	194	621	107	1757	0	0	0	0	0	0	0	0	0	0	0
11990040401	1990	運輸部門	航空	航空	0	0	0	0	0	0	483	0	0	0	0	0	0	0	0	0	0
11991010101	1991	産業部門	農業・水産業	農業・水産業	0	881	0	1206	0	0	0	0	0	0	0	0	0	0	0	0	36
11991010201	1991	産業部門	鉱業	鉱業	0	0	132	32	0	0	0	0	0	0	0	0	0	0	0	0	229
11991010301	1991	産業部門	建設業	建設業	0	6174	17765	3661	4	49	0	0	0	0	0	0	0	0	0	0	794
11991010401	1991	産業部門	製造業	食料品	4	126	5	2084	0	724	0	267	0	0	0	0	0	0	4961	0	2167
11991010402	1991	産業部門	製造業	飲料・飼料・たばこ	0	5	0	714	0	0	0	6	0	0	0	0	0	0	1024	0	407
11991010403	1991	産業部門	製造業	繊維工業	0	12	0	1169	0	497	0	29	0	0	0	0	0	0	0	0	344
11991010404	1991	産業部門	製造業	衣服・その他の繊維	1	44	0	162	0	0	0	23	0	0	0	0	0	0	22	0	187
11991010405	1991	産業部門	製造業	木材・木製品	4	2	13	1	0	0	0	1	0	0	0	0	0	0	0	0	455
11991010406	1991	産業部門	製造業	家具・装備品	4	26	2	25	0	0	0	75	0	0	0	0	0	0	73	0	184
11991010407	1991	産業部門	製造業	パルプ紙紙加工	6	26	3	814	0	9917	0	23	0	0	0	0	0	0	367	0	1855
11991010408	1991	産業部門	製造業	出版・印刷・同関連	25	79	15	616	0	8	0	260	0	0	0	0	0	0	2987	0	5126
11991010409	1991	産業部門	製造業	化学工業	6	349	1	745	0	75	0	13	0	0	0	0	0	0	3375	0	1143
11991010410	1991	産業部門	製造業	石油製品・石炭製品	3	1	24	99	0	0	0	0	0	0	0	0	0	0	1	0	22
11991010411	1991	産業部門	製造業	プラスティック製品	3	26	4	912	0	1489	0	77	0	0	0	0	0	0	44	0	1471
11991010412	1991	産業部門	製造業	ゴム製品	5	35	1	205	7	857	0	56	0	0	0	0	0	0	31	0	817
11991010413	1991	産業部門	製造業	なめし革・同製品	5	22	1	441	0	0	0	0	0	0	0	0	0	0	9	0	221
11991010414	1991	産業部門	製造業	窯業・土石製品	12	85	330	2903	0	1512	0	419	0	0	155	1355	0	0	1893	0	1823
11991010415	1991	産業部門	製造業	鉄鋼業	2	515	17	7002	0	0	0	39	0	0	0	0	0	1706	1911	0	5601
11991010416	1991	産業部門	製造業	非鉄金属	4	92	3	138	0	0	0	106	0	0	0	1	0	0	421	0	505
11991010417	1991	産業部門	製造業	金属製品	19	315	37	1023	7	0	0	230	0	0	4	0	0	82	1438	0	2301
11991010418	1991	産業部門	製造業	一般機械器具	17	306	24	357	1	0	0	59	0	0	0	1	0	0	401	0	2097
11991010419	1991	産業部門	製造業	電気機械器具	11	171	7	779	1	1	0	161	0	0	0	0	0	163	422	0	3893
11991010420	1991	産業部門	製造業	輸送用機械器具	218	350	213	1238	3	1	0	696	0	0	0	136	0	1	1696	0	2112
11991010421	1991	産業部門	製造業	精密機械器具	3	41	1	171	2	0	0	3	0	0	1	1	0	0	187	0	841
11991010422	1991	産業部門	製造業	武器製品	0	8	0	1	0	0	0	0	0	0	0	0	0	0	18	0	42
11991010423	1991	産業部門	製造業	その他の製造業	5	42	1	244	0	53	0	16	0	0	0	1	0	0	37	0	314
11991020101	1991	家庭部門	家庭	家庭	0	15760	0	0	0	0	0	12002	0	0	0	0	0	0	74755	0	63452
11991030101	1991	業務部門	業務	事務所ビル	0	5395	0	9291	0	0	0	7	0	0	0	0	0	0	16254	0	72757
11991030102	1991	業務部門	業務	百貨店	0	0	0	16	0	0	0	1	0	0	0	0	0	0	794	0	2539
11991030103	1991	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	14
11991030104	1991	業務部門	業務	その他の卸・小売業	0	1	0	6	0	0	0	1	0	0	0	0	0	0	1664	0	5660
11991030105	1991	業務部門	業務	飲食店	0	680	0	284	0	0	0	452	0	0	0	0	0	0	7506	0	9338
11991030106	1991	業務部門	業務	ホテル・旅館等	0	1155	0	1712	0	0	0	0	0	0	0	0	0	0	3134	0	4020
11991030107	1991	業務部門	業務	学校	0	1568	0	2421	0	0	0	35	0	0	0	0	0	0	5308	0	8087
11991030108	1991	業務部門	業務	病院・医療施設等	0	437	0	2808	0	0	0	0	0	0	0	0	0	0	3960	0	6487
11991030109	1991	業務部門	業務	その他のサービス業	0	353	0	1081	0	0	0	2529	0	0	0	0	0	0	9589	0	18300
11991040101	1991	運輸部門	自動車	自動車	126076	0	66033	0	0	0	0	17447	0	0	0	0	0	0	0	0	0
11991040201	1991	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15184
11991040301	1991	運輸部門	船舶	船舶	0	0	235	695	100	2209	0	0	0	0	0	0	0	0	0	0	0
11991040401	1991	運輸部門	航空	航空	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0	0
11992010101	1992	産業部門	農業・水産業	農業・水産業	0	1204	0	1072	0	0	0	0	0	0	0	0	0	0	0	0	31
11992010201	1992	産業部門	鉱業	鉱業	0	1	143	52	0	0	0	0	0	0	0	0	0	0	0	0	246
11992010301	1992	産業部門	建設業	建設業	0	5619	16967	3550	1	57	0	0	0	0	0	0	0	0	0	0	841
11992010401	1992	産業部門	製造業	食料品	2	118	28	1771	3	680	0	242	0	0	0	0	0	0	4998	0	2148
11992010402	1992	産業部門	製造業	飲料・飼料・たばこ	0	3	0	621	0	0	0	1	0	0	0	0	0	0	987	0	396
11992010403	1992	産業部門	製造業	繊維工業	0	7	0	855	0	218	0	0	0	0	0	0	0	0	1064	0	267
11992010404	1992	産業部門	製造業	衣服・その他の繊維	1	50	30	180	0	0	0	23	0	0	0	0	0	0	19	0	210
11992010405	1992	産業部門	製造業	木材・木製品	3	2	11	1	0	0	0	1	0	0	0	0	0	0	0	0	386
11992010406	1992	産業部門	製造業	家具・装備品	4	31	4	32	0	0	0	77	0	0	0	0	0	0	60	0	153
11992010407	1992	産業部門	製造業	パルプ紙紙加工	8	26	2	902	0	9530	0	20	0	0	0	0	0	0	268	0	1872
11992010408	1992	産業部門	製造業	出版・印刷・同関連	15	74	12	456	3	3	0	327	0	0	0	0	0	0	3109	0	5173
11992010409	1992	産業部門	製造業	化学工業	3	90	1	802	0	848	0	8	0	0	0	0	0	0	3057	0	1307
11992010410	1992	産業部門	製造業	石油製品・石炭製品	3	1	24	107	0	0	0	0	0	0	0	0	0	0	1	0	22
11992010411	1992	産業部門	製造業	プラスティック製品	5	31	3	681	0	0	0	74	0	0	0	0	0	0	51	0	1184
11992010412	1992	産業部門	製造業	ゴム製品	2	31	1	192	7	822	0	54	0	0	0	0	0	0	28	0	800
11992010413	1992	産業部門	製造業	なめし革・同製品	3	28	1	414	0	0	0	0	0	0	0	0	0	0	79	0	199
11992010414	1992	産業部門	製造業	窯業・土石製品	9	78	248	2624	0	867	0	463	0	0	0	1111	0	0	3142	0	1900
11992010415	1992	産業部門	製造業	鉄鋼業	1	318	16	5631	0	0	0	32	0	0	0	0	0	1607	1630	0	5041
11992010416	1992	産業部門	製造業	非鉄金属	4	61	2	86	0	0	0	94	0	0	0	1	0	0	327	0	453
11992010417	1992	産業部門	製造業	金属製品	7	229	354	933	0	0	0	176	0	0	0	0	0	68	1253	0	1940
11992010418	1992	産業部門	製造業	一般機械器具	16	283	18	306	4	36	0	34	0	0	0	0	0	0	385	0	1849
11992010419	1992	産業部門	製造業	電気機械器具	11	159	9	681	5	5	0	156	0	0	0	0	0	159	447	0	3768
11992010420	1992	産業部門	製造業	輸送用機械器具	199	204	206	1074	2	0	0	635	0	0	2	113	0	1	1857	0	2117
11992010421	1992	産業部門	製造業	精密機械器具	3	29	0	157	1	0	0	3	0	0	1	1	0	0	172	0	826
11992010422	1992	産業部門	製造業	武器製品	0	8	0	1	0	0	0	0	0	0	0	0	0	0	18	0	41
11992010423	1992	産業部門	製造業	その他の製造業	3	64	1	313	2	0	0	15	0	0	0	1	0	0	40	0	362
11992020101	1992	家庭部門	家庭	家庭	0	16003	0	0	0	0	0	10536	0	0	0	0	0	0	77755	0	65278
11992030101	1992	業務部門	業務	事務所ビル	0	5255	0	9050	0	0	0	7	0	0	0	0	0	0	16835	0	75839
11992030102	1992	業務部門	業務	百貨店	0	0	0	16	0	0	0	1	0	0	0	0	0	0	805	0	2454
11992030103	1992	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	14
11992030104	1992	業務部門	業務	その他の卸・小売業	0	1	0	6	0	0	0	1	0	0	0	0	0	0	1749	0	5668
11992030105	1992	業務部門	業務	飲食店	0	733	0	307	0	0	0	448	0	0	0	0	0	0	7405	0	9360
11992030106	1992	業務部門	業務	ホテル・旅館等	0	923	0	1367	0	0	0	0	0	0	0	0	0	0	3430	0	4270
11992030107	1992	業務部門	業務	学校	0	1529	0	2361	0	0	0	34	0	0	0	0	0	0	4930	0	8134
11992030108	1992	業務部門	業務	病院・医療施設等	0	438	0	2815	0	0	0	0	0	0	0	0	0	0	4098	0	6402
11992030109	1992	業務部門	業務	その他のサービス業	0	361	0	1106	0	0	0	2511	0	0	0	0	0	0	9696	0	17600
11992040101	1992	運輸部門	自動車	自動車	132175	0	70292	0	0	0	0	17369	0	0	0	0	0	0	0	0	0
11992040201	1992	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15071
11992040301	1992	運輸部門	船舶	船舶	0	0	247	720	73	2227	0	0	0	0	0	0	0	0	0	0	0
11992040401	1992	運輸部門	航空	航空	0	0	0	0	0	0	449	0	0	0	0	0	0	0	0	0	0
11993010101	1993	産業部門	農業・水産業	農業・水産業	0	1151	0	960	0	0	0	0	0	0	0	0	0	0	0	0	33
11993010201	1993	産業部門	鉱業	鉱業	0	1	337	32	0	0	0	0	0	0	0	0	0	0	0	0	224
11993010301	1993	産業部門	建設業	建設業	0	5251	17823	2810	1	58	0	0	0	0	0	0	0	0	0	0	849
11993010401	1993	産業部門	製造業	食料品	2	95	5	1625	7	0	0	274	0	0	0	0	0	0	5507	0	2233
11993010402	1993	産業部門	製造業	飲料・飼料・たばこ	0	5	0	446	0	0	0	1	0	0	0	0	0	0	1088	0	383
11993010403	1993	産業部門	製造業	繊維工業	0	6	0	651	0	0	0	22	0	0	0	0	0	0	946	0	217
11993010404	1993	産業部門	製造業	衣服・その他の繊維	0	113	17	92	1	0	0	1	0	0	0	0	0	0	23	0	125
11993010405	1993	産業部門	製造業	木材・木製品	4	6	14	1	0	0	0	2	0	0	0	0	0	0	0	0	351
11993010406	1993	産業部門	製造業	家具・装備品	4	27	4	34	0	0	0	84	0	0	0	0	0	0	72	0	144
11993010407	1993	産業部門	製造業	パルプ紙紙加工	5	22	1	966	0	7353	0	20	0	0	0	0	0	0	1525	0	1675
11993010408	1993	産業部門	製造業	出版・印刷・同関連	13	61	6	139	0	6	0	222	0	0	0	0	0	0	2680	0	4168
11993010409	1993	産業部門	製造業	化学工業	2	80	1	735	0	762	0	8	0	0	0	0	0	0	3357	0	1269
11993010410	1993	産業部門	製造業	石油製品・石炭製品	1	1	23	112	0	0	0	0	0	0	0	0	0	0	2	0	26
11993010411	1993	産業部門	製造業	プラスティック製品	6	46	5	600	0	0	0	64	0	0	0	0	0	0	81	0	1123
11993010412	1993	産業部門	製造業	ゴム製品	2	28	1	952	20	6	0	45	0	0	0	0	0	0	40	0	761
11993010413	1993	産業部門	製造業	なめし革・同製品	2	19	1	380	0	0	0	0	0	0	0	0	0	0	235	0	190
11993010414	1993	産業部門	製造業	窯業・土石製品	6	81	299	2322	0	655	0	407	0	32	0	709	0	0	3032	0	1739
11993010415	1993	産業部門	製造業	鉄鋼業	1	485	13	2332	0	0	0	36	0	0	0	0	0	1728	2110	0	6092
11993010416	1993	産業部門	製造業	非鉄金属	4	26	1	74	0	0	0	88	0	0	0	1	0	0	172	0	339
11993010417	1993	産業部門	製造業	金属製品	7	201	23	574	5	0	0	168	0	0	0	0	0	57	1368	0	1740
11993010418	1993	産業部門	製造業	一般機械器具	11	218	18	247	1	0	0	50	0	0	0	0	0	0	489	0	1701
11993010419	1993	産業部門	製造業	電気機械器具	11	155	13	597	5	0	0	132	0	0	0	0	0	163	559	0	3628
11993010420	1993	産業部門	製造業	輸送用機械器具	165	177	186	1033	2	0	0	536	0	0	0	107	0	1	2005	0	1926
11993010421	1993	産業部門	製造業	精密機械器具	2	29	1	147	1	0	0	3	0	0	1	3	0	0	158	0	750
11993010422	1993	産業部門	製造業	武器製品	1	6	0	2	0	0	0	0	0	0	0	0	0	0	17	0	37
11993010423	1993	産業部門	製造業	その他の製造業	5	25	0	272	0	0	0	15	0	0	0	1	0	0	46	0	363
11993020101	1993	家庭部門	家庭	家庭	0	16309	0	0	0	0	0	11673	0	0	0	0	0	0	82011	0	64857
