階層,類・品目符号,含類総連番,品目,ウエイト(生鮮食品),ウエイト,2020年12月,2021年7月,2021年8月,2021年9月,2021年10月,2021年11月,2021年12月,2021年12月変化率（％）/前月比,2021年12月変化率（％）/前年同月比
3,21,79,食料／野菜・海藻,,280,92.1,96.7,96.8,108.7,100.5,97.6,96.5,-1.1,4.8
4,22,80,食料／野菜・海藻／生鮮野菜,,194,88.6,95.3,95.5,112.5,100.8,96.9,95.4,-1.6,7.7
6,1401,81,食料／野菜・海藻／生鮮野菜／キャベツ,8,9,65.2,85.8,75.7,94.9,92.4,86,71.7,-16.6,10
6,1402,82,食料／野菜・海藻／生鮮野菜／ほうれんそう,9,7,73.6,98.5,137.1,162.5,96.7,90.1,82.4,-8.5,12
6,1403,83,食料／野菜・海藻／生鮮野菜／はくさい,8,4,57.5,99.1,112.3,183.3,121.2,85.9,63.7,-25.8,10.7
6,1405,84,食料／野菜・海藻／生鮮野菜／ねぎ,18,12,97.9,112.9,103.8,108.1,99.7,81.1,80,-1.4,-18.3
6,1406,85,食料／野菜・海藻／生鮮野菜／レタス,7,9,72.4,76,94.6,197.7,102.4,84,88,4.8,21.5
6,1409,86,食料／野菜・海藻／生鮮野菜／ブロッコリー,12,9,70.2,95.1,114.6,131.4,103.3,96.5,84,-12.9,19.8
6,1407,87,食料／野菜・海藻／生鮮野菜／もやし,3,3,100,100.2,102.2,101.1,102.3,103.1,103.1,0,3.1
6,1410,88,食料／野菜・海藻／生鮮野菜／アスパラガス,2,6,85.8,96.5,87.6,100.4,94.6,80.1,94,17.3,9.5
6,1411,89,食料／野菜・海藻／生鮮野菜／さつまいも,4,3,96.2,133.1,116.7,113.4,108.2,112.3,106.3,-5.3,10.5
6,1412,90,食料／野菜・海藻／生鮮野菜／じゃがいも,7,7,91.9,115.6,107,104.3,108.6,109.9,113.6,3.4,23.6
6,1413,91,食料／野菜・海藻／生鮮野菜／さといも,5,2,95,153.5,132.6,112.8,104.5,94,98,4.3,3.2
6,1414,92,食料／野菜・海藻／生鮮野菜／だいこん,7,5,67.8,108.2,107.3,116.3,111.1,90.7,70.4,-22.4,4
6,1415,93,食料／野菜・海藻／生鮮野菜／にんじん,7,6,87.9,102.8,104.9,101.5,91.9,86.2,79.7,-7.5,-9.3
6,1416,94,食料／野菜・海藻／生鮮野菜／ごぼう,4,2,98.2,125.4,125.4,114.9,114.6,114.2,112.7,-1.3,14.7
6,1417,95,食料／野菜・海藻／生鮮野菜／たまねぎ,9,9,97.7,107.5,109.8,113.6,116.3,133.2,155.2,16.5,58.8
6,1419,96,食料／野菜・海藻／生鮮野菜／れんこん,6,3,81.2,165.4,105.5,88.6,83.7,80.9,84.8,4.8,4.3
6,1420,97,食料／野菜・海藻／生鮮野菜／ながいも,6,5,106.2,96.3,98,101,100.4,99.7,96.3,-3.4,-9.3
6,1421,98,食料／野菜・海藻／生鮮野菜／しょうが,1,2,102.9,99.7,97,97.9,99.3,99,101.8,2.9,-1.1
6,1430,99,食料／野菜・海藻／生鮮野菜／えだまめ,- ,4,- ,100.3,91.1,91,- ,- ,- ,- ,- 
6,1432,100,食料／野菜・海藻／生鮮野菜／さやいんげん,4,4,100.2,94.5,105.1,115.9,106.7,103.9,102.5,-1.4,2.2
6,1433,101,食料／野菜・海藻／生鮮野菜／かぼちゃ,4,5,97.6,102.2,97.5,93.9,90.8,89,97.2,9.2,-0.4
6,1434,102,食料／野菜・海藻／生鮮野菜／きゅうり,6,11,92.1,82,91.2,112,82.9,98.1,92.2,-6.1,0.1
6,1435,103,食料／野菜・海藻／生鮮野菜／なす,3,7,103.4,85,81.2,100.7,80.6,92.3,104.5,13.2,1
6,1436,104,食料／野菜・海藻／生鮮野菜／トマト,20,27,93.7,92.7,90.8,117,113.3,116.1,118.4,2.1,26.4
6,1437,105,食料／野菜・海藻／生鮮野菜／ピーマン,6,7,79.1,83.5,78.7,83.7,77.8,74.3,73.5,-1,-7
6,1438,106,食料／野菜・海藻／生鮮野菜／生しいたけ,12,9,101,97.9,102,107.9,104.2,95.4,103.7,8.7,2.7
6,1442,107,食料／野菜・海藻／生鮮野菜／えのきたけ,6,5,101.8,91.9,94.6,97.2,99.1,101.2,101.6,0.5,-0.2
6,1443,108,食料／野菜・海藻／生鮮野菜／しめじ,8,7,100.5,91.9,89,95,101.9,104.5,101.3,-3.1,0.9
6,1444,109,食料／野菜・海藻／生鮮野菜／カット野菜,3,4,99.7,101.2,101.2,101.1,101.1,101.5,101.3,-0.2,1.6
4,23,110,食料／野菜・海藻／乾物・加工品類,,87,100,99.8,99.7,100.2,99.7,99.1,99,-0.1,-1
5,24,111,食料／野菜・海藻／乾物・加工品類／乾物・海藻,,23,99.6,101,100.5,101.2,101,100.3,100.1,-0.1,0.5
6,1453,112,食料／野菜・海藻／乾物・加工品類／乾物・海藻／干ししいたけ,,1,99,98.8,99.4,98.8,100.6,100.6,101.8,1.2,2.8
6,1461,113,食料／野菜・海藻／乾物・加工品類／乾物・海藻／干しのり,,11,99.1,100.8,101.1,100.8,100.6,99.6,99.2,-0.3,0.1
6,1462,114,食料／野菜・海藻／乾物・加工品類／乾物・海藻／わかめ,,5,100.2,98.8,98,98.7,98.3,99.1,98.4,-0.7,-1.8
6,1463,115,食料／野菜・海藻／乾物・加工品類／乾物・海藻／こんぶ,,2,102.5,106.3,105.3,106.6,105.8,104.7,104.8,0.1,2.2
6,1464,116,食料／野菜・海藻／乾物・加工品類／乾物・海藻／ひじき,,3,98.2,102.1,99,103.9,104,101.1,102.2,1.1,4
5,25,117,食料／野菜・海藻／乾物・加工品類／大豆加工品,,30,100.5,100,99.4,99.5,99.2,98.7,98.2,-0.5,-2.2
6,1471,118,食料／野菜・海藻／乾物・加工品類／大豆加工品／豆腐,,12,100.6,99.2,99.1,99.7,97.9,98.4,98.2,-0.2,-2.4
6,1472,119,食料／野菜・海藻／乾物・加工品類／大豆加工品／油揚げ,,7,101.8,105.8,104.1,103.8,104.6,102.9,99.9,-2.9,-1.9
6,1473,120,食料／野菜・海藻／乾物・加工品類／大豆加工品／納豆,,11,99.4,97.3,96.7,96.4,97.3,96.4,97.2,0.8,-2.2
5,26,121,食料／野菜・海藻／乾物・加工品類／他の野菜・海藻加工品,,34,99.8,98.9,99.5,100.1,99.2,98.7,98.9,0.2,-0.8
6,1481,122,食料／野菜・海藻／乾物・加工品類／他の野菜・海藻加工品／こんにゃく,,4,99.8,98.7,98.6,99.3,99.5,99.3,98.7,-0.6,-1
6,1482,123,食料／野菜・海藻／乾物・加工品類／他の野菜・海藻加工品／梅干し,,8,99.6,98.5,97.9,98.9,98.4,97,97.2,0.3,-2.4
6,1483,124,食料／野菜・海藻／乾物・加工品類／他の野菜・海藻加工品／だいこん漬,,5,101.7,98.8,97.7,98.7,96.5,97.6,97.7,0.1,-3.9
6,1486,125,食料／野菜・海藻／乾物・加工品類／他の野菜・海藻加工品／はくさい漬,,3,94.7,99.4,97.8,99.3,99,96.4,93.1,-3.5,-1.7
6,1487,126,食料／野菜・海藻／乾物・加工品類／他の野菜・海藻加工品／キムチ,,7,98.3,94,97,97.1,95.9,95.2,98,2.9,-0.4
6,1485,127,食料／野菜・海藻／乾物・加工品類／他の野菜・海藻加工品／こんぶつくだ煮,,3,103.9,106,108.4,109.2,107.7,108.9,107,-1.7,3
6,1491,128,食料／野菜・海藻／乾物・加工品類／他の野菜・海藻加工品／野菜缶詰,,3,101.3,104,105.2,104.4,103.7,103.7,104.7,0.9,3.4
3,27,129,食料／果物,,100,95,100.3,100,93.1,98.8,98.3,102,3.8,7.4
5,28,130,食料／果物／生鮮果物,,90,94.7,100.9,100.6,92.8,99.4,98.7,103.1,4.4,8.9
6,1502,131,食料／果物／生鮮果物／りんご,15,10,77.1,110.5,120,99,100.4,106.1,106.2,0.1,37.7
6,1511,132,食料／果物／生鮮果物／みかん,44,14,93.6,- ,- ,111.4,94.5,91,96.9,6.5,3.6
6,1515,133,食料／果物／生鮮果物／オレンジ,1,3,97.9,103.5,104.1,105.2,102.1,103.9,106.6,2.6,8.9
6,1517,134,食料／果物／生鮮果物／しらぬひ,- ,2,- ,- ,- ,- ,- ,- ,- ,- ,- 
6,1521,135,食料／果物／生鮮果物／梨,- ,4,- ,- ,96.1,82.5,111.8,- ,- ,- ,- 
6,1531,136,食料／果物／生鮮果物／ぶどうＡ,- ,3,- ,102.2,89.7,86.2,- ,- ,- ,- ,- 
6,1532,137,食料／果物／生鮮果物／ぶどうＢ,- ,6,- ,153.8,108,90,106.1,- ,- ,- ,- 
6,1541,138,食料／果物／生鮮果物／柿,5,3,114.2,- ,- ,- ,95.5,110.9,129,16.3,12.9
6,1551,139,食料／果物／生鮮果物／桃,- ,3,- ,102.1,104,112.8,- ,- ,- ,- ,- 
6,1561,140,食料／果物／生鮮果物／すいか,- ,4,- ,102.5,101.9,- ,- ,- ,- ,- ,- 
6,1563,141,食料／果物／生鮮果物／メロン,- ,2,- ,99.6,104.9,- ,- ,- ,- ,- ,- 
6,1571,142,食料／果物／生鮮果物／いちご,8,11,124.7,- ,- ,- ,- ,- ,127.6,- ,2.4
6,1581,143,食料／果物／生鮮果物／バナナ,9,12,94.6,95.5,96.7,96.2,93.8,94.5,93,-1.6,-1.7
6,1582,144,食料／果物／生鮮果物／キウイフルーツ,3,6,97,96.9,95,92.7,96.8,98.1,104.3,6.4,7.6
6,1572,145,食料／果物／生鮮果物／さくらんぼ,- ,2,- ,87.6,- ,- ,- ,- ,- ,- ,- 
6,1583,146,食料／果物／生鮮果物／アボカド,4,5,86.2,100.9,99.4,98.3,99.4,97.1,99.6,2.6,15.6
5,29,147,食料／果物／果物加工品,,11,97.8,94.8,95,95,94.1,95.1,93.4,-1.8,-4.5
6,1594,148,食料／果物／果物加工品／ナッツ,,11,97.8,94.8,95,95,94.1,95.1,93.4,-1.8,-4.5
3,30,149,食料／油脂・調味料,,105,99.3,99.9,101,102,101.5,102.5,101.1,-1.3,1.9
5,31,150,食料／油脂・調味料／油脂,,11,99.6,102.7,104.7,114.9,115.3,117.3,119.6,1.9,20.1
6,1601,151,食料／油脂・調味料／油脂／食用油,,10,100.1,102.1,104,115.4,115.6,117.7,120.6,2.5,20.4
6,1602,152,食料／油脂・調味料／油脂／マーガリン,,1,95.2,107.9,109.6,111,113.1,114.3,111.2,-2.8,16.9
5,32,153,食料／油脂・調味料／調味料,,94,99.2,99.6,100.6,100.5,99.9,100.7,98.9,-1.7,-0.3
6,1611,154,食料／油脂・調味料／調味料／食塩,,1,97.4,96.6,96.6,97.1,97.1,97.1,96,-1.2,-1.5
6,1621,155,食料／油脂・調味料／調味料／しょう油,,5,98.4,97.6,96.3,97.4,97.4,97.4,95.4,-2,-3
6,1631,156,食料／油脂・調味料／調味料／みそ,,7,98.7,100.2,98.8,100.1,100.8,100.3,98.8,-1.5,0.1
6,1632,157,食料／油脂・調味料／調味料／砂糖,,3,99.3,100.5,101,101,101.7,102.2,101.9,-0.3,2.6
6,1633,158,食料／油脂・調味料／調味料／酢,,3,101.9,100.4,101.1,100.9,100.9,100.4,100.9,0.5,-0.9
6,1641,159,食料／油脂・調味料／調味料／ソース,,2,97.5,101,103.6,101.5,98.5,106.4,102.1,-4,4.7
6,1642,160,食料／油脂・調味料／調味料／ケチャップ,,2,96.2,96.1,100.5,99.7,99.3,98,97.1,-0.9,0.9
6,1643,161,食料／油脂・調味料／調味料／マヨネーズ,,3,96.6,107,110.6,109.3,108.8,108.8,108.9,0.1,12.7
6,1645,162,食料／油脂・調味料／調味料／ドレッシング,,7,97.6,97.6,97.7,97.7,97,98.9,98.8,-0.1,1.2
6,1644,163,食料／油脂・調味料／調味料／ジャム,,5,100.3,101.8,102.7,100.6,101,99.7,102.4,2.7,2.1
6,1652,164,食料／油脂・調味料／調味料／カレールウ,,4,99.6,98,99.6,99.3,98.2,97.5,97,-0.5,-2.6
6,1653,165,食料／油脂・調味料／調味料／乾燥スープ,,13,102.1,100.1,101.7,103.5,101.9,102.7,99.5,-3.1,-2.5
6,1654,166,食料／油脂・調味料／調味料／風味調味料,,8,99.4,102.5,102.5,99.4,97.7,98.3,96,-2.3,-3.3
6,1656,167,食料／油脂・調味料／調味料／ふりかけ,,4,97.1,97.9,99.3,98.4,98.4,101.6,97.4,-4.1,0.3
6,1655,168,食料／油脂・調味料／調味料／たれ,,5,97.7,101.1,100.8,102.5,102.2,103.1,100,-3,2.4
6,1659,169,食料／油脂・調味料／調味料／つゆ,,10,99.2,98.9,100.9,102.4,101.8,100.2,93.5,-6.7,-5.8
6,1657,170,食料／油脂・調味料／調味料／合わせ調味料,,9,100.3,97.8,100.2,96.9,96.6,99.7,101,1.3,0.7
6,1658,171,食料／油脂・調味料／調味料／パスタソース,,4,98.2,96.8,97.3,100,98.9,102.6,102.8,0.1,4.7
3,33,172,食料／菓子類,,213,100.1,100.1,100.8,100.8,100.7,101.5,101,-0.5,0.9
6,1701,173,食料／菓子類／ようかん,,10,100.8,102.6,103.1,103.1,103.4,103.4,104,0.6,3.2
6,1702,174,食料／菓子類／まんじゅう,,8,102.6,104.2,105.3,104.3,105.5,107.9,111,2.9,8.2
6,1703,175,食料／菓子類／だいふく餅,,13,101.5,102.5,103,101.1,103.6,99.3,99.3,0,-2.1
6,1711,176,食料／菓子類／カステラ,,5,99.8,100.3,99.9,99.9,99.8,99.2,98.5,-0.7,-1.3
6,1712,177,食料／菓子類／ケーキ,,24,100.1,101.3,101.3,101.3,101.5,101.5,101.8,0.3,1.7
6,1784,178,食料／菓子類／ゼリー,,12,100.6,94.3,99.1,100.7,97.9,100.7,100.3,-0.4,-0.2
6,1714,179,食料／菓子類／プリン,,9,98,100.8,100.3,98.8,99.7,98.8,96.9,-1.9,-1.1
6,1713,180,食料／菓子類／シュークリーム,,6,100.2,102,102.9,102.8,103.2,102.2,102.1,-0.1,1.8
6,1715,181,食料／菓子類／ロールケーキ,,10,100.2,99.5,100.3,99.3,99.7,99.7,99.9,0.2,-0.3
6,1741,182,食料／菓子類／せんべい,,20,101.2,97.6,97.2,100,102.7,106.8,105.6,-1.1,4.3
6,1721,183,食料／菓子類／ビスケット,,14,99.3,100,99.8,99.7,97.2,100.2,99,-1.2,-0.3
6,1783,184,食料／菓子類／ポテトチップス,,13,96.9,95,100.4,99.7,100.4,99.5,100.6,1.1,3.8
6,1732,185,食料／菓子類／キャンデー,,6,99.8,102,101.9,100.9,101.8,101.8,101.8,0,1.9
6,1761,186,食料／菓子類／チョコレート,,26,100.1,102.9,103.2,103.1,100.1,102.6,99.7,-2.9,-0.4
6,1782,187,食料／菓子類／アイスクリーム,,31,99.9,98.8,99,98.8,98.9,98.9,98.5,-0.4,-1.3
6,1772,188,食料／菓子類／落花生,,3,99.7,100.6,100.6,101,101.6,101.6,100.3,-1.3,0.6
6,1781,189,食料／菓子類／チューインガム,,3,100.5,100,100,100.5,100.5,100.5,100,-0.5,-0.5
3,34,190,食料／調理食品,,346,99.2,99.3,99.4,100,100.5,100.8,101.5,0.6,2.2
5,35,191,食料／調理食品／主食的調理食品,,150,98.7,99.1,99.6,99.7,99.9,101.2,100.9,-0.3,2.1
6,1795,192,食料／調理食品／主食的調理食品／すし（弁当）Ａ,,25,99.7,99.8,102.8,101.3,101.3,107.8,105.7,-1.9,6.1
6,1798,193,食料／調理食品／主食的調理食品／すし（弁当）Ｂ,,13,100.4,100.5,100.4,100.9,100.5,100.5,100.4,0,0.1
6,1791,194,食料／調理食品／主食的調理食品／弁当Ａ,,27,102.6,103.7,103.7,103.7,103.7,103.7,103.7,0,1.1
6,1797,195,食料／調理食品／主食的調理食品／弁当Ｂ,,27,96,94.1,94.1,94.1,94.1,94.1,94.1,0,-2
6,1793,196,食料／調理食品／主食的調理食品／おにぎり,,15,99.6,101.3,100.9,100.5,101.6,101.4,102.4,1,2.8
6,1792,197,食料／調理食品／主食的調理食品／調理パン,,22,97.2,98.2,99,99.8,100.5,101.6,102.3,0.7,5.3
6,1794,198,食料／調理食品／主食的調理食品／冷凍米飯,,7,95.6,95.1,94.9,95.8,96.1,96.6,97.5,1,2
6,1796,199,食料／調理食品／主食的調理食品／調理パスタ,,5,96.2,92,92.1,94.1,93.8,93.2,93.8,0.6,-2.5
6,1799,200,食料／調理食品／主食的調理食品／調理ピザ,,5,96.4,103.2,102.4,102.6,103.4,103.4,97.6,-5.7,1.3
6,1790,201,食料／調理食品／主食的調理食品／無菌包装米飯,,5,97.3,101.1,99.8,101.4,102.7,103.1,102.1,-0.9,4.9
5,36,202,食料／調理食品／他の調理食品,,195,99.6,99.5,99.2,100.2,101,100.6,101.9,1.3,2.3
6,1801,203,食料／調理食品／他の調理食品／うなぎかば焼き,,9,97.8,90.7,87.2,88.3,90.9,90.2,91.8,1.8,-6.2
6,1811,204,食料／調理食品／他の調理食品／サラダ,,21,100,103.2,103.1,103.1,102.5,101.8,103.3,1.4,3.3
6,1821,205,食料／調理食品／他の調理食品／コロッケ,,11,101.3,100,100.7,102,101.6,101.9,105.1,3.2,3.7
6,1831,206,食料／調理食品／他の調理食品／豚カツ,,13,102,97,95.8,96.5,95.7,95.2,95.2,0,-6.7
6,1842,207,食料／調理食品／他の調理食品／からあげ,,24,98.1,102.5,101.6,101.7,102.8,103.3,103.9,0.5,5.9
6,1881,208,食料／調理食品／他の調理食品／ぎょうざ,,12,99.5,99.1,98.9,99.7,100,99.9,99.4,-0.5,-0.1
6,1843,209,食料／調理食品／他の調理食品／やきとり,,9,99.6,101.9,102.2,102.2,102.2,105.9,109.7,3.5,10.1
6,1844,210,食料／調理食品／他の調理食品／ハンバーグ,,4,99.8,96.7,98.2,95.2,95.8,98.7,96.9,-1.8,-2.9
