区市名,団地名,主な所在地,面積,間取,建設年度,管理戸数,一般,ｼﾙﾊﾞｰﾋﾟｱ,車椅子,主な線,主な駅
国分寺市,国分寺内藤一丁目第３アパート,国分寺市内藤1-9,63,3DK,1992,54,54,,,ＪＲ中央線,西国分寺駅
国分寺市,国分寺内藤二丁目アパート,国分寺市内藤2-35,55-63,3DK,1988-1990,140,140,,,ＪＲ中央線,国立駅
国分寺市,国分寺南町一丁目アパート,国分寺市南町1-1,63,3DK,1987,15,15,,,ＪＲ中央線,武蔵小金井駅
国分寺市,国分寺南町三丁目アパート,国分寺市南町3-9,51-59,3DK,1981-1982,103,103,,,ＪＲ中央線・西武国分寺線,国分寺駅
国分寺市,富士本三丁目アパート,国分寺市富士本3-13,42-51,3DK,1976,33,33,,,ＪＲ中央線,国立駅
国分寺市,富士本三丁目第２アパート,国分寺市富士本3-6,55,3DK,1978,12,12,,,ＪＲ中央線,国立駅
国分寺市,国分寺本町四丁目アパート,国分寺市本町4-17,42-73,1DK-4DK,1991-1995,147,130,12,5,ＪＲ中央線・西武国分寺線,国分寺駅
国立市,国立西一丁目第２アパート,国立市西1-10,61,3DK,1990,12,12,,,ＪＲ中央線,国立駅
国立市,国立西一丁目アパート,国立市西1-5,58-63,2DK-3DK,1985-1987,81,77,,4,ＪＲ南武線,西国立駅
国立市,国立西三丁目第２アパート,国立市西3-5,55,3DK,1979,15,15,,,ＪＲ南武線,矢川駅
国立市,国立西三丁目アパート,国立市西3-8,48-55,3DK,1978-1979,36,36,,,ＪＲ南武線,矢川駅
国立市,青柳南アパート,国立市青柳3-22,33-37,2DK,1968,150,150,,,ＪＲ中央線,立川駅
国立市,泉二丁目アパート,国立市泉2-3,36-63,1DK-3DK,1993,62,22,40,,ＪＲ南武線,矢川駅
国立市,国立東二丁目アパート,国立市東2-26,39-42,2DK-3DK,1974,36,36,,,ＪＲ中央線,国立駅
国立市,国立東三丁目アパート,国立市東3-17,51,3DK,1973,24,24,,,ＪＲ中央線,国立駅
国立市,国立東三丁目第２アパート,国立市東3-3,42-51,3DK,1976-1977,42,42,,,ＪＲ中央線,国立駅
国立市,国立東四丁目アパート,国立市東4-6,59,3DK,1982,16,16,,,ＪＲ中央線,国立駅
国立市,矢川北アパート,国立市富士見台4-17,35-37,2DK-3DK,1968-1970,70,70,,,ＪＲ南武線,矢川駅
国立市,国立富士見台四丁目アパート,国立市富士見台4-17,34-57,1DK-3DK,2013-2016,440,440,,,ＪＲ南武線,矢川駅
国立市,国立北三丁目第２アパート,国立市北3-1,34-76,1DK-4DK,1991-2018,720,648,52,20,ＪＲ中央線,立川駅
国立市,国立北三丁目アパート,国立市北3-22,36-63,2DK-3DK,1971-1988,215,215,,,ＪＲ中央線,立川駅
西東京市,田無向台三丁目第２アパート,西東京市向台町3-1,48-55,3DK,1977,54,54,,,西武新宿線,田無駅
西東京市,田無向台町三丁目アパート,西東京市向台町3-10,42-51,2DK-3DK,1976,60,60,,,西武新宿線,田無駅
西東京市,田無向台町四丁目アパート,西東京市向台町4-10,42-51,2DK-3DK,1975,45,45,,,西武新宿線,田無駅
西東京市,田無向台四丁目第２アパート,西東京市向台町4-16,48-55,3DK,1978,36,36,,,西武新宿線,田無駅
西東京市,田無芝久保一丁目アパート,西東京市芝久保町1-14,33-76,2DK-4DK,1970-1982,222,222,,,西武新宿線,田無駅
西東京市,田無芝久保二丁目アパート,西東京市芝久保町2-1,63,3DK,1984,19,19,,,西武新宿線,田無駅
西東京市,田無芝久保三丁目アパート,西東京市芝久保町3-3,51-61,3DK,1980,66,66,,,西武新宿線,花小金井駅
西東京市,田無芝久保四丁目アパート,西東京市芝久保町4-25,31-62,1DK-3DK,1980-1991,127,118,9,,西武新宿線,花小金井駅
西東京市,田無芝久保五丁目アパート,西東京市芝久保町5-1,51,3DK,1975,24,24,,,西武新宿線,田無駅
西東京市,田無芝久保五丁目第２アパート,西東京市芝久保町5-4,55,3DK,1979,94,94,,,西武新宿線,花小金井駅
西東京市,西原町一丁目アパート,西東京市西原町1-7,48-64,2DK-3DK,1980,108,102,,6,西武新宿線,田無駅
西東京市,西原町四丁目アパート,西東京市西原町4-10,51-60,3DK,1980,104,104,,,西武新宿線,田無駅
西東京市,田無谷戸町一丁目アパート,西東京市谷戸町1-17,59,3DK,1982,112,112,,,西武池袋線,ひばりヶ丘駅
西東京市,田無谷戸町二丁目アパート,西東京市谷戸町2-12,55-75,3DK-4DK,1984,365,365,,,西武池袋線,ひばりヶ丘駅
西東京市,田無谷戸町三丁目アパート,西東京市谷戸町3-23,36-57,1DK-2DK,1992,14,0,14,,西武池袋線,ひばりヶ丘駅
西東京市,田無本町四丁目アパート,西東京市田無町4-10,42-51,2DK-3DK,1976,158,158,,,西武新宿線,田無駅
西東京市,田無本町七丁目アパート,西東京市田無町7-10,42-68,3DK-4DK,1974-1978,310,310,,,西武新宿線,田無駅
西東京市,田無南町一丁目アパート,西東京市南町1-1,42-51,3DK,1975-1977,78,78,,,西武新宿線,田無駅
西東京市,田無南町三丁目第３アパート,西東京市南町3-18,54-77,2DK-4DK,1993,95,95,,,西武新宿線,田無駅
西東京市,田無南町三丁目アパート,西東京市南町3-23,55-67,3DK,1981,179,179,,,西武新宿線,田無駅
西東京市,田無南町三丁目第２アパート,西東京市南町3-6,62,3DK,1982,20,20,,,西武新宿線,田無駅
西東京市,田無南町四丁目第２アパート,西東京市南町4-18,55-75,3DK-4DK,1984,51,51,,,西武新宿線,田無駅
西東京市,田無南町四丁目アパート,西東京市南町4-22,48-55,3DK,1977,52,52,,,西武新宿線,田無駅
西東京市,田無北原町一丁目第２アパート,西東京市北原町1-3,58,3DK,1990,18,18,,,西武新宿線,田無駅
西東京市,田無北原町一丁目アパート,西東京市北原町1-32,51-60,3DK,1980,64,64,,,西武新宿線,田無駅
西東京市,田無北原町アパート,西東京市北原町1-35,55-62,3DK-4DK,1981,164,164,,,西武新宿線,田無駅
西東京市,田無緑町一丁目アパート,西東京市緑町1-5,55-75,3DK-4DK,1982,49,49,,,西武新宿線,田無駅
西東京市,田無緑町三丁目アパート,西東京市緑町3-8,55-72,2DK-4DK,1981,260,254,,6,西武池袋線,ひばりヶ丘駅
西東京市,ひばりが丘一丁目アパート,西東京市ひばりが丘1-2,57-63,3DK,1990,105,105,,,西武池袋線,ひばりヶ丘駅
西東京市,ひばりが丘二丁目アパート,西東京市ひばりが丘2-3,55-75,3DK-4DK,1987,114,114,,,西武池袋線,ひばりヶ丘駅
西東京市,ひばりが丘四丁目アパート,西東京市ひばりが丘4-3,58-70,2DK-3DK,1995,21,21,,,西武池袋線,ひばりヶ丘駅
西東京市,ひばりが丘北一丁目アパート,西東京市ひばりが丘北1-8,38-74,1DK-4DK,1994,87,62,25,,西武池袋線,ひばりヶ丘駅
西東京市,下保谷二丁目第２アパート,西東京市下保谷2-2,55-63,3DK,1988-1991,153,153,,,西武池袋線,保谷駅
西東京市,下保谷二丁目アパート,西東京市下保谷2-5,61,3DK,1986,45,45,,,西武池袋線,保谷駅
西東京市,保谷新町二丁目アパート,西東京市新町2-10,63,3DK,1994,15,15,,,西武新宿線,田無駅
西東京市,保谷新町五丁目アパート,西東京市新町5-17,31-64,1DK-3DK,1992,64,44,20,,ＪＲ中央線・西武多摩川線,武蔵境駅
西東京市,保谷泉町一丁目アパート,西東京市泉町1-2,59,3DK,1992,18,18,,,西武新宿線,西武柳沢駅
西東京市,保谷泉町二丁目アパート,西東京市泉町2-5,63,3DK,1992,18,18,,,西武新宿線,西武柳沢駅
西東京市,保谷泉町二丁目第２アパート,西東京市泉町2-9,57,3DK,1992,24,24,,,西武新宿線,西武柳沢駅
西東京市,保谷東町一丁目アパート,西東京市東町1-4,62,3DK,1984,60,60,,,西武池袋線,保谷駅
西東京市,保谷東町二丁目アパート,西東京市東町2-10,59-63,3DK,1993,30,30,,,西武池袋線,保谷駅
西東京市,保谷東町四丁目アパート,西東京市東町4-3,63,3DK,1993,52,52,,,西武池袋線,保谷駅
西東京市,東伏見二丁目第２アパート,西東京市東伏見2-10,55-75,2DK-4DK,1983-1989,201,200,,1,西武新宿線,東伏見駅
西東京市,東伏見二丁目アパート,西東京市東伏見2-3,61,3DK,1983,30,30,,,西武新宿線,東伏見駅
西東京市,保谷富士町一丁目アパート,西東京市富士町1-16,55,3DK,1988,21,21,,,西武新宿線,東伏見駅
西東京市,保谷富士町一丁目第２アパート,西東京市富士町1-8,55,3DK,1989,28,28,,,西武新宿線,東伏見駅
西東京市,保谷富士町三丁目アパート,西東京市富士町3-8,57-62,3DK,1992,57,57,,,西武新宿線,東伏見駅
西東京市,保谷富士町四丁目アパート,西東京市富士町4-23,55-75,3DK-4DK,1985,39,39,,,西武新宿線,東伏見駅
西東京市,保谷富士町六丁目アパート,西東京市富士町6-6,63,3DK,1989,12,12,,,西武新宿線,西武柳沢駅
西東京市,保谷本町二丁目アパート,西東京市保谷町2-12,55-61,3DK,1989,33,33,,,西武新宿線,西武柳沢駅
西東京市,保谷本町三丁目アパート,西東京市保谷町3-13,55-61,3DK,1986,54,54,,,西武新宿線,西武柳沢駅
西東京市,保谷本町六丁目アパート,西東京市保谷町6-1,55-61,2DK-3DK,1987-1990,99,91,,8,西武新宿線,西武柳沢駅
西東京市,保谷町六丁目アパート,西東京市保谷町6-8,38-52,1DK-2DK,1999,12,12,,,西武新宿線,西武柳沢駅
西東京市,保谷本町六丁目第２アパート,西東京市保谷町6-9,63,3DK,1995,9,9,,,西武新宿線,西武柳沢駅
西東京市,保谷北町四丁目アパート,西東京市北町4-6,57-63,3DK,1991,35,35,,,西武池袋線,保谷駅
西東京市,柳沢一丁目アパート,西東京市柳沢1-12,55-75,3DK-4DK,1983-1988,453,453,,,西武新宿線,西武柳沢駅
西東京市,柳沢二丁目第２アパート,西東京市柳沢2-12,42-74,1DK-4DK,1996,20,20,,,西武新宿線,西武柳沢駅
西東京市,柳沢二丁目アパート,西東京市柳沢2-3,50-75,2DK-4DK,1980-1993,407,407,,,西武新宿線,西武柳沢駅
西東京市,柳沢六丁目アパート,西東京市柳沢6-2,50-75,2DK-4DK,1990-1991,223,223,,,西武新宿線,西武柳沢駅
福生市,熊川アパート,福生市熊川1143-1,42-76,1DK-4DK,1985-1998,575,528,38,9,ＪＲ五日市線,熊川駅
福生市,熊川第２アパート,福生市熊川1640-1,57-63,3DK,1991,80,80,,,ＪＲ青梅線・西武拝島線,拝島駅
福生市,福生武蔵野台二丁目アパート,福生市武蔵野台2-17,55-63,3DK,1983,102,102,,,ＪＲ八高線,東福生駅
狛江市,東野川二丁目アパート,狛江市東野川2-17,51-62,3DK,1981,39,39,,,小田急小田原線,成城学園前駅
狛江市,狛江アパート,狛江市和泉本町4-7,32-51,2DK-3DK,1966-1975,1762,1762,,,小田急小田原線,狛江駅
東大和市,狭山四丁目アパート,東大和市狭山4-1457,55-75,3DK-4DK,1987,54,54,,,西武多摩湖線,武蔵大和駅
東大和市,東大和向原アパート,東大和市向原3-10,36-74,1DK-4DK,1994-2001,1053,1032,15,6,西武拝島線,東大和市駅
東大和市,東大和桜が丘三丁目アパート,東大和市桜が丘3-44,55-75,2DK-4DK,1984-1990,370,366,,4,西武拝島線・多摩都市モノレール,玉川上水駅
東大和市,東京街道アパート,東大和市清原1-1,32-74,1DK-4DK,1977-2018,1696,1643,30,23,西武新宿線,久米川駅
東大和市,東大和清水二丁目アパート,東大和市清水2-830,55-75,2DK-4DK,1988,66,62,,4,西武多摩湖線,武蔵大和駅
東大和市,東大和清水二丁目アパート,東大和市清水2-836,57-63,3DK,1991,42,42,,,西武多摩湖線,武蔵大和駅
清瀬市,清瀬元町二丁目アパート,清瀬市元町2-25,51-60,3DK,1980,48,48,,,西武池袋線,清瀬駅
清瀬市,清瀬元町二丁目第２アパート,清瀬市元町2-9,51-58,3DK,1980,42,42,,,西武池袋線,清瀬駅
清瀬市,松山一丁目アパート,清瀬市松山1-37,55-70,3DK-4DK,1982,117,117,,,西武池袋線,清瀬駅
清瀬市,松山一丁目第２アパート,清瀬市松山1-45,55-63,3DK,1982,66,66,,,西武池袋線,清瀬駅
清瀬市,松山二丁目アパート,清瀬市松山2-17,51-62,3DK,1980,42,42,,,西武池袋線,清瀬駅
清瀬市,松山三丁目アパート,清瀬市松山3-11,51-56,3DK,1978-1980,76,76,,,西武池袋線,清瀬駅
清瀬市,松山三丁目第２アパート,清瀬市松山3-14,48-56,3DK,1978,70,70,,,西武池袋線,清瀬駅
清瀬市,清瀬竹丘一丁目アパート,清瀬市竹丘1-11,33-75,1DK-4DK,1970-1996,717,692,25,,西武池袋線,清瀬駅
清瀬市,清瀬竹丘二丁目アパート,清瀬市竹丘2-10,42-75,1LDK-4DK,1985-1994,741,738,,3,西武池袋線,清瀬駅
清瀬市,清瀬竹丘三丁目アパート,清瀬市竹丘3-3,51-56,2DK-3DK,1976,110,100,,10,西武池袋線,清瀬駅
清瀬市,清瀬竹丘三丁目第２アパート,清瀬市竹丘3-9,63,3DK,1995,34,34,,,西武池袋線,清瀬駅
清瀬市,中清戸四丁目アパート,清瀬市中清戸4-847,34-74,1DK-4DK,1997-2001,523,467,50,6,西武池袋線,清瀬駅
清瀬市,清瀬中里四丁目アパート,清瀬市中里4-1296,33-69,1DK-4DK,2002-2003,295,260,30,5,西武池袋線,清瀬駅
清瀬市,中清戸アパート,清瀬市中里5-1064,33,2DK,1969,26,26,,,西武池袋線,清瀬駅
清瀬市,清瀬野塩アパート,清瀬市野塩2-387,32-74,1DK-4DK,1962-2014,680,633,45,2,西武池袋線,秋津駅
清瀬市,野塩五丁目アパート,清瀬市野塩5-255,51-56,3DK,1978-1980,64,64,,,西武池袋線,秋津駅
東久留米市,東久留米幸町一丁目アパート,東久留米市幸町1-10,32-74,1DK-4DK,1999-2004,358,310,44,4,西武池袋線,東久留米駅
東久留米市,前沢二丁目アパート,東久留米市前沢2-6,31-77,1DK-4DK,1991-1993,182,166,16,,西武新宿線,花小金井駅
東久留米市,大門町二丁目アパート,東久留米市大門町2-10,32-76,1DK-4DK,1992-1995,441,373,64,4,西武池袋線,東久留米駅
東久留米市,東久留米中央町一丁目アパート,東久留米市中央町1-17,42-74,1DK-4DK,1996,108,105,,3,西武池袋線,東久留米駅
東久留米市,東久留米中央町二丁目アパート,東久留米市中央町1-5,33-74,1DK-4DK,2001-2002,246,198,48,,西武池袋線,東久留米駅
東久留米市,東久留米南町一丁目アパート,東久留米市南町1-7,34-57,1DK-3DK,2011-2014,332,292,40,,西武池袋線,ひばりヶ丘駅
東久留米市,東久留米南町一丁目第２アパート,東久留米市南町1-8,32-57,1DK-3DK,2008,172,172,,,西武池袋線,ひばりヶ丘駅
東久留米市,東久留米八幡町一丁目アパート,東久留米市八幡町1-2,42-74,1LDK-4DK,1995,160,158,,2,西武池袋線,東久留米駅
東久留米市,八幡町第１アパート,東久留米市八幡町2-11,38-41,2K-3DK,1972,202,202,,,西武池袋線,東久留米駅
東久留米市,東久留米八幡町第３アパート,東久留米市八幡町2-14,55,3DK,1976,16,16,,,西武池袋線,東久留米駅
東久留米市,東久留米氷川台一丁目アパート,東久留米市氷川台1-15,42-74,1LDK-4DK,1995,68,68,,,西武池袋線,東久留米駅
東久留米市,東久留米氷川台二丁目アパート,東久留米市氷川台2-2,51-77,2DK-4DK,1997,68,68,,,西武池袋線,東久留米駅
東久留米市,野火止二丁目アパート,東久留米市野火止2-19,57-74,2DK-4DK,1995,48,48,,,西武池袋線,清瀬駅
東久留米市,柳窪一丁目アパート,東久留米市柳窪1-9,57-63,2DK-3DK,1993,63,61,,2,西武新宿線,花小金井駅
東久留米市,柳窪三丁目アパート,東久留米市柳窪3-3,39-74,1DK-4DK,1995,94,74,18,2,西武新宿線,小平駅
武蔵村山市,村山アパート,武蔵村山市緑が丘1460,32-64,2K-3DK,1964-1966,384,384,,,多摩都市モノレール,桜街道駅
武蔵村山市,村山アパート,武蔵村山市緑が丘1460,33-75,1DK-4DK,1997-2016,3862,3805,45,12,多摩都市モノレール,桜街道駅
多摩市,多摩ニュータウン愛宕団地,多摩市愛宕1-2,35-64,1DK-3DK,1970-1999,960,885,75,,京王線,聖蹟桜ヶ丘駅
多摩市,多摩ニュータウン永山三丁目団地,多摩市永山3-12,34-57,1DK-3DK,2016,223,223,,,京王相模原線・小田急多摩線,京王永山駅・小田急永山駅
多摩市,多摩ニュータウン貝取団地,多摩市貝取2-4,55-62,2DK-4DK,1975-1983,661,657,,4,京王相模原線,京王多摩センター駅
多摩市,関戸三丁目アパート,多摩市関戸3-2,35-63,1DK-3DK,1996,41,21,20,,京王線,聖蹟桜ヶ丘駅
多摩市,多摩ニュータウン諏訪団地,多摩市諏訪3-1,37-58,3DK,1969-1976,1007,1007,,,小田急多摩線・京王相模原線,小田急永山駅・京王永山駅
多摩市,多摩ニュータウン諏訪五丁目団地,多摩市諏訪5-12,34-57,1DK-3DK,2018,210,210,,,京王相模原線・小田急多摩線,京王永山駅・小田急永山駅
多摩市,多摩ニュータウン聖ケ丘団地,多摩市聖ケ丘1-19,43-77,1LDK-4DK,1985-1986,280,274,,6,小田急多摩線・京王相模原線,小田急永山・京王永山駅
