区市名,団地名,主な所在地,面積,間取,建設年度,管理戸数,一般,ｼﾙﾊﾞｰﾋﾟｱ,車椅子,主な線,主な駅
北区,北栄町第２アパート,北区栄町7-12,39,3DK,1970,24,24,,,ＪＲ京浜東北線,上中里駅
北区,王子三丁目アパート,北区王子3-23,40,3DK,1970,223,223,,,東京メトロ南北線,王子神谷駅
北区,王子三丁目アパート,北区王子3-23,34-57,1DK-3DK,2012,153,153,,,東京メトロ南北線,王子神谷駅
北区,王子五丁目アパート,北区王子5-17,35,2DK,1969,216,216,,,東京メトロ南北線,王子神谷駅
北区,王子六丁目アパート,北区王子6-2,37,2DK,1971,278,278,,,ＪＲ京浜東北線,王子駅
北区,王子本町第２アパート,北区王子本町3-12,31-37,2DK-3DK,1967-1968,112,112,,,ＪＲ京浜東北線,王子駅
北区,王子本町三丁目アパート,北区王子本町3-2,34-57,1DK-3DK,2010-2015,560,560,,,ＪＲ京浜東北線,王子駅
北区,王子本町アパート,北区王子本町3-4,36-42,1LDK-2DK,1971,113,108,,5,ＪＲ京浜東北線,王子駅
北区,桐ケ丘一丁目アパート,北区桐ケ丘1-12,32-74,1DK-4DK,1998-2015,2381,2322,50,9,ＪＲ京浜東北線・埼京線,赤羽駅
北区,桐ケ丘アパート,北区桐ケ丘1-2,29-56,1DK-3DK,1962-1975,312,307,,5,ＪＲ京浜東北線・埼京線,赤羽駅
北区,桐ケ丘二丁目アパート,北区桐ケ丘2-15,34-57,1DK-3DK,2016,561,561,,,ＪＲ京浜東北線,赤羽駅
北区,上十条アパート,北区上十条1-6,31,2DK,1966,48,48,,,ＪＲ埼京線,十条駅
北区,上中里二丁目アパート,北区上中里2-13,39,3DK,1970,36,36,,,ＪＲ京浜東北線,上中里駅
北区,神谷二丁目アパート,北区神谷2-43,32-57,1DK-3DK,2007-2015,583,583,,,ＪＲ埼京線・京浜東北線,赤羽駅
北区,神谷三丁目第２アパート,北区神谷3-13,33-37,2DK,1968-1970,437,437,,,東京メトロ南北線,志茂駅
北区,神谷三丁目第３アパート,北区神谷3-14,53-63,2DK-3DK,1993-1996,61,61,,,ＪＲ京浜東北線,王子駅
北区,神谷三丁目アパート,北区神谷3-16,33-46,2DK-3DK,1967-1969,210,210,,,東京メトロ南北線,志茂駅
北区,西ケ丘二丁目第２アパート,北区西が丘2-16,48-55,3DK,1976-1979,45,45,,,ＪＲ京浜東北線・埼京線,赤羽駅
北区,稲付第２アパート,北区西が丘3-1,34-38,2DK-3DK,1968-1970,214,214,,,都営三田線,板橋本町駅
北区,西が丘三丁目アパート,北区西が丘3-8,32-57,1DK-3DK,2006,517,517,,,ＪＲ埼京線・京浜東北線,赤羽駅
北区,西ケ原一丁目アパート,北区西ケ原1-19,36,3DK,1968,26,26,,,東京メトロ南北線,西ヶ原
北区,赤羽西五丁目アパート,北区赤羽西5-11,36-55,1DK-3DK,1969-1974,568,568,,,ＪＲ京浜東北線・埼京線,赤羽駅
北区,赤羽西六丁目アパート,北区赤羽西6-3,39-54,2DK-3DK,1973,108,108,,,都営三田線,本蓮沼駅
北区,桐ケ丘赤羽台アパート,北区赤羽台4-16,35-74,1DK-4DK,1996,122,122,,,ＪＲ埼京線・京浜東北線,赤羽駅
北区,稲付二丁目アパート,北区赤羽南2-7,33-36,2DK-3DK,1968-1969,50,50,,,ＪＲ京浜東北線・埼京線,赤羽駅
北区,赤羽北二丁目第３アパート,北区赤羽北2-31,55-105,2DK-4DK,1992,19,19,,,ＪＲ埼京線,北赤羽駅
北区,赤羽北二丁目第２アパート,北区赤羽北2-36,34-53,2DK-3DK,1968,222,222,,,ＪＲ埼京線,北赤羽駅
北区,赤羽北二丁目第４アパート,北区赤羽北2-7,53-80,2DK-3DK,2001,8,8,,,ＪＲ埼京線,北赤羽駅
北区,赤羽北三丁目アパート,北区赤羽北3-10,51-59,2DK-3DK,1977-1981,314,306,,8,ＪＲ京浜東北線・埼京線,赤羽駅
北区,桐ケ丘赤羽北アパート,北区赤羽北3-16,34-57,1DK-3DK,2013,332,332,,,ＪＲ埼京線,北赤羽駅
北区,滝野川二丁目アパート,北区滝野川2-30,32-57,1DK-3DK,2009-2012,123,123,,,ＪＲ京浜東北線,王子駅
北区,滝野川二丁目第２アパート,北区滝野川2-55,42,3DK,1973-1974,15,15,,,ＪＲ京浜東北線,王子駅
北区,滝野川三丁目アパート,北区滝野川3-62,33-46,2DK-3DK,1968-1971,735,735,,,ＪＲ京浜東北線,王子駅
北区,滝野川三丁目第２アパート,北区滝野川3-79,36-42,2DK-3DK,1970-1971,197,197,,,ＪＲ京浜東北線,王子駅
北区,中十条一丁目アパート,北区中十条1-8,32-57,1DK-3DK,2008-2011,200,200,,,ＪＲ埼京線,十条駅
北区,田端新町一丁目アパート,北区田端新町1-15,33,2DK,1967,60,60,,,ＪＲ山手線,田端駅
北区,浮間一丁目アパート,北区浮間1-1,34-57,1DK-3DK,2012,87,87,,,ＪＲ埼京線,北赤羽駅
北区,浮間一丁目第２アパート,北区浮間1-12,48-63,3DK,1976-1981,436,436,,,ＪＲ埼京線,北赤羽駅
北区,浮間一丁目第３アパート,北区浮間1-15,31-62,1DK-3DK,1989,147,121,26,,ＪＲ埼京線,北赤羽駅
北区,浮間二丁目アパート,北区浮間2-26,51-66,3DK-4DK,1980,180,180,,,ＪＲ埼京線,浮間舟渡駅
北区,浮間三丁目第２アパート,北区浮間3-1,33-36,2DK,1968-1969,225,225,,,ＪＲ埼京線,北赤羽駅
北区,浮間三丁目第５アパート,北区浮間3-1,37-76,1DK-4DK,1994,373,329,39,5,ＪＲ埼京線,北赤羽駅
北区,浮間三丁目アパート,北区浮間3-4,34-57,1DK-3DK,2014-2018,224,224,,,ＪＲ埼京線,北赤羽駅
北区,豊島三丁目アパート,北区豊島3-11,34-47,1DK-2DK,2015,52,52,,,東京メトロ南北線,王子神谷
北区,堀船二丁目アパート,北区堀船2-24,33,2DK,1968,40,40,,,東京さくらトラム（都電荒川線）,梶原駅
北区,堀船二丁目第２アパート,北区堀船2-25,33-36,2DK,1969,165,165,,,東京さくらトラム（都電荒川線）,梶原駅
北区,堀船三丁目第２アパート,北区堀船3-1,33,2DK,1967,60,60,,,ＪＲ京浜東北線,王子駅
北区,堀船三丁目アパート,北区堀船3-16,33-55,2DK-3DK,1967-1978,408,408,,,東京さくらトラム（都電荒川線）,梶原駅
北区,堀船四丁目アパート,北区堀船4-4,33-35,2K-2DK,1967,210,210,,,東京さくらトラム（都電荒川線）,荒川車庫前駅
荒川区,荒川一丁目アパート,荒川区荒川1-53,39,3DK,1971,21,21,,,ＪＲ常磐線,三河島駅
荒川区,荒川七丁目仲道アパート,荒川区荒川7-8,41-48,2DK-3DK,1975,89,89,,,東京メトロ千代田線・京成本線,町屋駅
荒川区,荒川八丁目第２アパート,荒川区荒川8-17,63,3DK,1992,9,9,,,東京メトロ千代田線・京成本線,町屋駅
荒川区,荒川八丁目アパート,荒川区荒川8-19,33-62,2DK-3DK,1967,69,69,,,ＪＲ山手線,日暮里駅
荒川区,西尾久四丁目アパート,荒川区西尾久4-6,38,2DK,1973,164,164,,,ＪＲ山手線,田端駅
荒川区,西尾久八丁目アパート,荒川区西尾久8-10,51-56,2DK-3DK,1979,143,141,,2,ＪＲ宇都宮線,尾久駅
荒川区,西尾久八丁目第２アパート,荒川区西尾久8-8,32-57,1DK-3DK,2007-2012,273,273,,,東京さくらトラム（都電荒川線）,荒川遊園地前駅
荒川区,町屋五丁目第２アパート,荒川区町屋5-17,51,3DK,1973-1974,120,120,,,日暮里・舎人ライナー,熊野前駅
荒川区,町屋五丁目アパート,荒川区町屋5-7,34-57,1DK-3DK,2015,120,120,,,日暮里・舎人ライナー,熊野前
荒川区,町屋五丁目第３アパート,荒川区町屋5-9,57-79,2DK-2LDK,1994,75,75,,,日暮里・舎人ライナー,熊野前駅
荒川区,町屋六丁目アパート,荒川区町屋6-22,32-74,1DK-3DK,2000-2004,364,364,,,東京メトロ千代田線・京成本線,町屋駅
荒川区,町屋六丁目第２アパート,荒川区町屋6-37,36-74,1DK-4DK,1999,218,218,,,東京メトロ千代田線・京成本線,町屋駅
荒川区,町屋七丁目アパート,荒川区町屋7-9,39-60,2DK-3DK,1973-1978,38,38,,,東京メトロ千代田線・京成本線,町屋駅
荒川区,町屋八丁目アパート,荒川区町屋8-17,32-57,1DK-3DK,2008-2011,232,232,,,東京メトロ千代田線・京成本線,町屋駅
荒川区,東日暮里一丁目アパート,荒川区東日暮里1-17,34-37,2DK-3DK,1970,302,302,,,東京メトロ日比谷線,三ノ輪駅
荒川区,南千住二丁目アパート,荒川区南千住2-33,42,3DK,1971,174,174,,,ＪＲ常磐線・東京メトロ日比谷線,南千住駅
荒川区,南千住四丁目アパート,荒川区南千住4-9,34-77,1DK-4DK,1996,373,319,50,4,ＪＲ常磐線・東京メトロ日比谷線,南千住駅
荒川区,南千住六丁目第２アパート,荒川区南千住6-40,49-76,2DK-4DK,1994-1996,69,69,,,ＪＲ常磐線・東京メトロ日比谷線,南千住駅
荒川区,南千住八丁目第２アパート,荒川区南千住8-11,52-75,2DK-4DK,1987-1989,342,336,,6,ＪＲ常磐線・東京メトロ日比谷線,南千住駅
荒川区,南千住八丁目第４アパート,荒川区南千住8-3,35-99,1DK-4DK,1990-1996,278,278,,,ＪＲ常磐線・東京メトロ日比谷線,南千住駅
荒川区,南千住八丁目アパート,荒川区南千住8-4,52-92,2DK-3DK,1987,210,210,,,ＪＲ常磐線・東京メトロ日比谷線,南千住駅
荒川区,南千住八丁目第３アパート,荒川区南千住8-5,52-83,2DK-4DK,1988,214,214,,,ＪＲ常磐線・東京メトロ日比谷線,南千住駅
荒川区,南千住八丁目第５アパート,荒川区南千住8-6,53-100,2DK-3DK,1998,130,130,,,ＪＲ常磐線・東京メトロ日比谷線,南千住駅
板橋区,板橋栄町アパート,板橋区栄町12-1,36-39,2DK,1969,70,70,,,東武東上線,中板橋駅
板橋区,板橋栄町第２アパート,板橋区栄町16-7,56-62,3DK,1994,47,47,,,東武東上線,中板橋駅
板橋区,宮本町アパート,板橋区宮本町58-1,33-37,2DK-3DK,1968,54,54,,,都営三田線,板橋本町駅
板橋区,板橋向原一丁目アパート,板橋区向原1-6,58-62,3DK,1992,45,45,,,東京メトロ有楽町線・副都心線,千川駅
板橋区,幸町アパート,板橋区幸町45-14,49-58,2DK-3DK,1986-1990,119,119,,,東京メトロ有楽町線・副都心線,要町駅
板橋区,板橋幸町アパート,板橋区幸町45-5,32-57,1DK-3DK,2008-2014,466,466,,,東武東上線,大山駅
板橋区,高島平三丁目アパート,板橋区高島平3-12,60-65,2DK-3DK,1997,27,27,,,都営三田線,高島平駅
板橋区,西台アパート,板橋区高島平9-1,35-38,2DK-3DK,1970,1104,1104,,,都営三田線,西台駅
板橋区,坂下一丁目アパート,板橋区坂下1-11,36-61,2DK-3DK,1970-1982,286,286,,,都営三田線,志村三丁目駅
板橋区,坂下一丁目アパート,板橋区坂下1-11,34-57,1DK-3DK,2014-2015,208,208,,,都営三田線,志村三丁目駅
板橋区,坂下一丁目第３アパート,板橋区坂下1-14,42,3DK,1973,21,21,,,都営三田線,志村三丁目駅
板橋区,坂下一丁目第２アパート,板橋区坂下1-15,42,3DK,1972,28,28,,,都営三田線,志村三丁目駅
板橋区,坂下一丁目第５アパート,板橋区坂下1-16,55-61,2DK-3DK,1983,22,22,,,都営三田線,志村三丁目駅
板橋区,坂下一丁目第４アパート,板橋区坂下1-36,41-51,2DK-3DK,1973-1975,59,59,,,都営三田線,志村三丁目駅
板橋区,坂下二丁目第２アパート,板橋区坂下2-10,35-74,1DK-4DK,1995,120,117,,3,都営三田線,蓮根駅
板橋区,坂下二丁目第３アパート,板橋区坂下2-17,34-57,1DK-3DK,2013-2016,116,116,,,都営三田線,蓮根駅
板橋区,坂下二丁目アパート,板橋区坂下2-8,33,2DK,1967,102,102,,,都営三田線,志村三丁目駅
板橋区,坂下三丁目アパート,板橋区坂下3-14,38-53,2DK-3DK,1972-1974,217,217,,,都営三田線,蓮根駅
板橋区,坂下三丁目第２アパート,板橋区坂下3-17,43,3DK,1974,302,302,,,都営三田線,蓮根駅
板橋区,坂下三丁目第３アパート,板橋区坂下3-24,51,3DK,1976,24,24,,,都営三田線,志村坂上駅
板橋区,志村三丁目アパート,板橋区志村3-10,33-51,2DK-3DK,1969-1977,336,336,,,都営三田線,志村三丁目駅
板橋区,志村三丁目第２アパート,板橋区志村3-19,42,2DK,1971,88,88,,,都営三田線,志村三丁目駅
板橋区,若木一丁目アパート,板橋区若木1-11,51-55,3DK,1979-1980,19,19,,,東武東上線,上板橋駅
板橋区,若木二丁目アパート,板橋区若木2-31,34-57,1DK-3DK,2016,215,215,,,東武東上線,東武練馬駅
板橋区,舟渡一丁目アパート,板橋区舟渡1-14,61,3DK,1983-1985,61,61,,,ＪＲ埼京線,浮間舟渡駅
板橋区,舟渡二丁目アパート,板橋区舟渡2-13,32-57,1DK-3DK,2009-2018,230,230,,,ＪＲ埼京線,浮間舟渡駅
板橋区,舟渡三丁目第２アパート,板橋区舟渡3-22,52-63,2DK-3DK,1991,43,43,,,ＪＲ埼京線,浮間舟渡駅
板橋区,舟渡三丁目アパート,板橋区舟渡3-5,62,3DK,1991,92,92,,,ＪＲ埼京線,浮間舟渡駅
板橋区,小豆沢一丁目アパート,板橋区小豆沢1-19,39,2DK,1971,40,40,,,都営三田線,志村坂上駅
板橋区,小豆沢一丁目第２アパート,板橋区小豆沢1-20,37,2DK,1971,225,225,,,ＪＲ京浜東北線・埼京線,赤羽駅
板橋区,小豆沢三丁目アパート,板橋区小豆沢3-7,35-63,1DK-3DK,1996,24,24,,,都営三田線,志村坂上駅
板橋区,小茂根一丁目アパート,板橋区小茂根1-6,55-61,3DK,1978-1986,62,62,,,東京メトロ有楽町線・副都心線,小竹向原駅
板橋区,常盤台一丁目アパート,板橋区常盤台1-59,36-56,2DK-3DK,1971,48,48,,,東武東上線,中板橋駅
板橋区,常盤台四丁目アパート,板橋区常盤台4-7,55,3DK,1977,16,16,,,東武東上線,上板橋駅
板橋区,新河岸一丁目アパート,板橋区新河岸1-3,51,3DK,1975,322,322,,,都営三田線,高島平駅
板橋区,新河岸二丁目アパート,板橋区新河岸2-10,33-39,2DK-3DK,1968-1971,969,969,,,都営三田線,高島平駅
板橋区,成増一丁目アパート,板橋区成増1-3,42-73,3DK,1977,23,23,,,東京メトロ有楽町線・副都心線,地下鉄成増駅
板橋区,成増三丁目アパート,板橋区成増3-33,63,3DK,1992,18,18,,,東武東上線,成増駅
板橋区,成増五丁目第２アパート,板橋区成増5-19,32-57,1DK-3DK,2007-2015,1015,1015,,,東武東上線,成増駅
板橋区,成増五丁目アパート,板橋区成増5-3,37-73,1DK-4DK,1995-1996,54,54,,,東武東上線,成増駅
板橋区,板橋清水町アパート,板橋区清水町91-1,32-57,1DK-3DK,2004,211,211,,,都営三田線,板橋本町駅
板橋区,西台一丁目アパート,板橋区西台1-15,32-74,1DK-4DK,1997-2005,242,201,39,2,東武東上線,東武練馬駅
板橋区,西台二丁目アパート,板橋区西台2-14,33-63,1DK-3DK,2001,86,86,,,都営三田線,志村三丁目駅
板橋区,西台四丁目アパート,板橋区西台4-4,58-79,2DK-4DK,1993,91,89,,2,東武東上線,東武練馬駅
板橋区,赤塚六丁目アパート,板橋区赤塚6-20,63,3DK,1988,72,72,,,東武東上線,成増駅
板橋区,赤塚六丁目第２アパート,板橋区赤塚6-8,58-62,3DK,1991,39,39,,,東武東上線,成増駅
板橋区,前野町一丁目アパート,板橋区前野町1-36,36-39,2DK,1970-1971,145,145,,,東武東上線,ときわ台駅
板橋区,前野町一丁目第２アパート,板橋区前野町1-7,49-75,2DK-4DK,1994,59,59,,,東武東上線,ときわ台駅
板橋区,前野町二丁目アパート,板橋区前野町2-26,55-62,3DK-4DK,1976,38,38,,,東武東上線,ときわ台駅
板橋区,前野町三丁目アパート,板橋区前野町3-19,36-39,2DK,1969-1971,152,152,,,東武東上線,ときわ台駅
板橋区,前野町四丁目第５アパート,板橋区前野町4-15,32-57,1DK-3DK,2007-2010,182,182,,,都営三田線,志村坂上
板橋区,前野町四丁目アパート,板橋区前野町4-25,56-60,3DK,1969-1970,70,70,,,都営三田線,志村坂上駅
板橋区,前野町四丁目第２アパート,板橋区前野町4-36,39-43,2DK-3DK,1973,135,135,,,都営三田線,志村三丁目駅
板橋区,前野町四丁目第４アパート,板橋区前野町4-40,37-62,1DK-3DK,1995,34,34,,,都営三田線,志村三丁目駅
板橋区,前野町四丁目第３アパート,板橋区前野町4-9,63,3DK,1992,18,18,,,東武東上線,ときわ台駅
板橋区,前野町五丁目第２アパート,板橋区前野町5-13,48-55,3DK,1979,36,36,,,東武東上線,ときわ台駅
板橋区,前野町五丁目第３アパート,板橋区前野町5-18,55-59,3DK,1981,32,32,,,東武東上線,ときわ台駅
板橋区,前野町五丁目アパート,板橋区前野町5-25,39-42,2DK-3DK,1973,36,36,,,都営三田線,志村三丁目駅
板橋区,前野町五丁目第４アパート,板橋区前野町5-36,61,3DK,1985-1987,52,52,,,都営三田線,志村三丁目駅
板橋区,前野町六丁目第４アパート,板橋区前野町6-13,63,3DK,1992,38,38,,,東武東上線,ときわ台駅
板橋区,前野町六丁目第２アパート,板橋区前野町6-51,48-55,3DK,1978,33,33,,,東武東上線,ときわ台駅
板橋区,前野町六丁目第３アパート,板橋区前野町6-53,55-61,3DK,1983,22,22,,,東武東上線,ときわ台駅
板橋区,双葉町第２アパート,板橋区双葉町18-4,62-63,2DK-3DK,1988-1992,78,78,,,東武東上線,中板橋駅
板橋区,相生町第３アパート,板橋区相生町23-10,32-57,1DK-3DK,2009-2014,210,210,,,都営三田線,志村三丁目駅
板橋区,相生町アパート,板橋区相生町24-1,42,3DK,1973,70,70,,,都営三田線,志村三丁目駅
板橋区,相生町第２アパート,板橋区相生町8-15,61,3DK,1985,32,32,,,都営三田線,志村三丁目駅
板橋区,大山西町第２アパート,板橋区大山西町18-5,62,3DK,1989,12,12,,,東武東上線,大山駅
板橋区,大山西町アパート,板橋区大山西町21-1,34-57,1DK-3DK,2015,115,115,,,東武東上線,大山駅
板橋区,大谷口二丁目アパート,板橋区大谷口2-38,63,3DK,1987-1989,53,53,,,東京メトロ有楽町線・副都心線,千川駅
板橋区,大谷口北町第２アパート,板橋区大谷口北町30-9,58-63,3DK,1992,28,28,,,東京メトロ有楽町線・副都心線,千川駅
板橋区,大谷口北町アパート,板橋区大谷口北町60-1,49-61,2DK-3DK,1989,52,52,,,東京メトロ有楽町線・副都心線,千川駅
板橋区,仲宿アパート,板橋区仲宿24-4,62,3DK,1990,23,23,,,都営三田線,板橋区役所前駅
板橋区,東坂下二丁目アパート,板橋区東坂下2-9,51,3DK,1974,26,26,,,都営三田線,志村坂上駅
板橋区,徳丸二丁目アパート,板橋区徳丸2-23,51,3DK,1975,18,18,,,東武東上線,東武練馬駅
板橋区,南常盤台二丁目第２アパート,板橋区南常盤台2-9,63,3DK,1988,17,17,,,東武東上線,ときわ台駅
板橋区,板橋二丁目第２アパート,板橋区板橋2-3,36-73,1DK-4DK,1994,116,116,,,東武東上線,下板橋駅
板橋区,板橋氷川町アパート,板橋区氷川町23-1,34-57,1DK-3DK,2014,122,122,,,都営三田線,板橋区役所前
板橋区,板橋富士見町アパート,板橋区富士見町20-10,32-57,1DK-3DK,2009-2014,508,508,,,都営三田線,板橋本町駅
板橋区,板橋富士見町第２アパート,板橋区富士見町23-3,32-47,1DK-2DK,2007,136,136,,,都営三田線,板橋本町
板橋区,第４板橋富士見町アパート,板橋区富士見町24-17,48-68,3DK,1976,27,27,,,東武東上線,中板橋駅
板橋区,板橋富士見町第３アパート,板橋区富士見町26,34-57,1DK-3DK,2014,102,102,,,東武東上線,中板橋駅
板橋区,板橋本町アパート,板橋区本町8-2,36-48,2DK-3DK,1971-1978,41,41,,,都営三田線,板橋本町駅
板橋区,蓮根三丁目アパート,板橋区蓮根3-15,51,3DK,1975,682,682,,,都営三田線,西台駅
板橋区,蓮根三丁目第３アパート,板橋区蓮根3-16,36-76,1DK-4DK,1995,49,34,15,,都営三田線,西台駅
板橋区,蓮根三丁目第２アパート,板橋区蓮根3-6,48-55,3DK,1976-1978,85,85,,,都営三田線,西台駅
練馬区,旭丘一丁目アパート,練馬区旭丘1-1,34-57,1DK-3DK,2014,48,48,,,西武池袋線,東長崎駅
練馬区,光が丘第１アパート,練馬区旭町1-33,59-61,2DK-3DK,1980,250,244,,6,都営大江戸線,光が丘駅
練馬区,旭町二丁目第３アパート,練馬区旭町2-18,63,3DK,1986,15,15,,,東武東上線,成増駅
練馬区,旭町二丁目アパート,練馬区旭町2-33,33,2DK,1968,33,33,,,東京メトロ有楽町線・副都心線,地下鉄成増駅
練馬区,旭町二丁目第７アパート,練馬区旭町2-36,34-57,1DK-3DK,2016,84,84,,,東京メトロ副都心線・有楽町線,地下鉄成増駅
練馬区,旭町二丁目第６アパート,練馬区旭町2-37,55-61,3DK,1990,38,38,,,東京メトロ有楽町線・副都心線,地下鉄成増駅
練馬区,旭町二丁目第４アパート,練馬区旭町2-39,55-63,3DK,1986-1988,166,166,,,東京メトロ有楽町線・副都心線,地下鉄成増駅
練馬区,旭町二丁目第５アパート,練馬区旭町2-45,55-75,2DK-4DK,1989,70,67,,3,東京メトロ有楽町線・副都心線,地下鉄成増駅
練馬区,羽沢二丁目アパート,練馬区羽沢2-21,34-63,1DK-3DK,1998,62,62,,,東京メトロ有楽町線,氷川台駅
練馬区,貫井一丁目第２アパート,練馬区貫井1-25,55,3DK,1979,12,12,,,西武池袋線,富士見台駅
練馬区,貫井一丁目第３アパート,練馬区貫井1-45,55,3DK,1979,39,39,,,西武池袋線,富士見台駅
練馬区,貫井一丁目アパート,練馬区貫井1-8,55,3DK,1977,27,27,,,西武池袋線,中村橋駅
練馬区,貫井二丁目アパート,練馬区貫井2-18,55-59,3DK,1981,27,27,,,西武池袋線,富士見台駅
練馬区,貫井四丁目アパート,練馬区貫井4-35,51-55,3DK,1980,21,21,,,西武池袋線,富士見台駅
練馬区,練馬関町東一丁目アパート,練馬区関町東1-22,58-62,3DK,1990,23,23,,,西武新宿線,武蔵関駅
練馬区,練馬関町東二丁目アパート,練馬区関町東2-4,61,3DK,1988,12,12,,,西武新宿線,武蔵関駅
練馬区,練馬関町一丁目第２アパート,練馬区関町南2-12,48-55,3DK,1980,39,39,,,ＪＲ中央線・京王井の頭線,吉祥寺駅
練馬区,練馬関町一丁目アパート,練馬区関町南2-15,44-55,2DK-3DK,1976-1986,45,45,,,ＪＲ中央線・東京メトロ丸ノ内線,荻窪駅
練馬区,練馬関町南四丁目アパート,練馬区関町南4-16,61,3DK,1988,24,24,,,西武新宿線,武蔵関駅
練馬区,練馬関町南四丁目第２アパート,練馬区関町南4-22,34-74,1DK-4DK,2000-2001,133,105,26,2,西武新宿線,武蔵関駅
練馬区,練馬関町北一丁目アパート,練馬区関町北1-4,61-64,2DK-3DK,1984,24,22,,2,西武新宿線,武蔵関駅
練馬区,練馬関町北一丁目第２アパート,練馬区関町北1-9,61,3DK,1998,18,18,,,西武新宿線,武蔵関駅
練馬区,練馬関町北二丁目第２アパート,練馬区関町北2-12,57-63,3DK,1991,27,27,,,西武新宿線,武蔵関駅
練馬区,練馬関町北二丁目第３アパート,練馬区関町北2-34,63,3DK,1991,12,12,,,西武新宿線,武蔵関駅
練馬区,練馬関町北三丁目第４アパート,練馬区関町北3-14,55-61,3DK,1987,15,15,,,西武新宿線,武蔵関駅
練馬区,練馬関町北三丁目第５アパート,練馬区関町北3-22,62,3DK,1991,6,6,,,西武新宿線,武蔵関駅
練馬区,練馬関町北三丁目第６アパート,練馬区関町北3-28,62,3DK,1991,11,11,,,西武新宿線,武蔵関駅
練馬区,練馬関町北三丁目第３アパート,練馬区関町北3-31,63,3DK,1985,33,33,,,西武新宿線,武蔵関駅
練馬区,練馬関町北三丁目アパート,練馬区関町北3-33,51-55,3DK,1976,63,63,,,西武新宿線,武蔵関駅
練馬区,練馬関町北三丁目第２アパート,練馬区関町北3-9,51-63,3DK,1980-1983,132,132,,,西武新宿線,武蔵関駅
練馬区,練馬関町北四丁目アパート,練馬区関町北4-14,63,3DK,1987,18,18,,,西武新宿線,武蔵関駅
練馬区,練馬関町北四丁目第４アパート,練馬区関町北4-22,34-63,1DK-3DK,1997-2000,180,154,26,,西武新宿線,東伏見駅
練馬区,練馬関町北四丁目第３アパート,練馬区関町北4-28,37-62,1DK-3DK,1995,36,35,,1,西武新宿線,東伏見駅
練馬区,練馬関町北四丁目第２アパート,練馬区関町北4-9,58-62,3DK,1991,27,27,,,西武新宿線,武蔵関駅
練馬区,錦一丁目アパート,練馬区錦1-27,42-51,3DK,1975,18,18,,,東武東上線,上板橋駅
練馬区,錦一丁目第３アパート,練馬区錦1-34,55,2DK,1995,9,9,,,東武東上線,上板橋駅
練馬区,錦一丁目第２アパート,練馬区錦1-38,54-63,2DK-3DK,1991-1995,42,42,,,東武東上線,上板橋駅
練馬区,錦二丁目アパート,練馬区錦2-12,61,3DK,1988,25,25,,,東京メトロ有楽町線・副都心線,平和台駅
練馬区,光が丘第３アパート,練馬区光が丘2-4,48-75,1DK-4DK,1982-1986,1801,1767,,34,都営大江戸線,光が丘駅
練馬区,光が丘第２アパート,練馬区光が丘5-5,61-64,2DK-4DK,1981,599,590,,9,都営大江戸線,光が丘駅
練馬区,高野台一丁目アパート,練馬区高野台1-1,41,3DK,1971,90,90,,,西武池袋線,練馬高野台駅
練馬区,高野台五丁目第２アパート,練馬区高野台5-24,53-63,2DK-3DK,1999,45,45,,,西武池袋線,石神井公園駅
練馬区,高野台五丁目アパート,練馬区高野台5-33,57-63,3DK,1992,35,35,,,西武池袋線,石神井公園駅
練馬区,桜台六丁目第２アパート,練馬区桜台6-10,55-63,3DK,1987,28,28,,,東京メトロ有楽町線・副都心線,氷川台駅
練馬区,練馬春日町三丁目第４アパート,練馬区春日町3-18,55,3DK,1980,30,30,,,都営大江戸線,練馬春日町駅
練馬区,練馬春日町三丁目アパート,練馬区春日町3-27,48-55,3DK,1977-1978,81,81,,,都営大江戸線,練馬春日町駅
練馬区,練馬春日町三丁目第２アパート,練馬区春日町3-3,55,3DK,1978,30,30,,,都営大江戸線,練馬春日町駅
練馬区,練馬春日町三丁目第３アパート,練馬区春日町3-31,48-55,3DK,1978,30,30,,,都営大江戸線,練馬春日町駅
練馬区,練馬春日町四丁目第２アパート,練馬区春日町4-12,48-55,3DK,1978,63,63,,,都営大江戸線,練馬春日町駅
練馬区,練馬春日町四丁目アパート,練馬区春日町4-14,48-55,3DK,1977,48,48,,,都営大江戸線,練馬春日町駅
練馬区,練馬春日町四丁目第３アパート,練馬区春日町4-4,48-55,3DK,1978,45,45,,,都営大江戸線,練馬春日町駅
練馬区,練馬春日町五丁目アパート,練馬区春日町5-29,51,3DK,1975-1977,133,133,,,都営大江戸線,練馬春日町駅
練馬区,練馬春日町五丁目第２アパート,練馬区春日町5-30,42-51,3DK,1977,34,34,,,都営大江戸線,練馬春日町駅
練馬区,小竹町二丁目第２アパート,練馬区小竹町2-11,55-61,3DK,1984-1987,21,21,,,東京メトロ有楽町線・副都心線,小竹向原駅
練馬区,小竹町二丁目第３アパート,練馬区小竹町2-28,62,3DK,1994,16,16,,,東京メトロ有楽町線・副都心線,小竹向原駅
練馬区,上石神井一丁目アパート,練馬区上石神井1-43,55-59,3DK,1982,21,21,,,西武新宿線,上石神井駅
練馬区,上石神井二丁目アパート,練馬区上石神井2-13,61,3DK,1984,24,24,,,西武新宿線,上石神井駅
練馬区,上石神井二丁目第２アパート,練馬区上石神井2-32,63,3DK,1993,16,16,,,西武新宿線,上石神井駅
