 4-(3)コンテナ取扱個数航路別表,,,,,,,,,,,,(単位：ＴＥＵ）
航路名,合計,,,,出貨,,,,入貨,,,
南米東岸･南ア経由,-,-,-,-,-,-,-,-,-,-,-,-
,-,-,-,-,-,-,-,-,-,-,-,-
アフリカ,-,-,-,-,-,-,-,-,-,-,-,-
,-,-,-,-,-,-,-,-,-,-,-,-
オセアニア,"1,506",671,"2,598",992,148,671,273,992,"1,358",-,"2,325",-
,106.7%,392.4%,97.4%,210.6%,75.9%,392.4%,78.9%,210.6%,111.7%,-,100.2%,-
印パ･ペルシャ･ベンガル,-,-,-,-,-,-,-,-,-,-,-,-
,-,-,-,-,-,-,-,-,-,-,-,-
東南アジア,"95,908","17,707","214,880","38,848","34,340","17,576","62,755","38,579","61,568",131,"152,125",269
,90.3%,73.9%,97.4%,78.3%,109.4%,73.9%,110.1%,78.4%,82.2%,80.9%,93.0%,76.0%
台湾,-,-,-,-,-,-,-,-,-,-,-,-
,-,-,-,-,-,-,-,-,-,-,-,-
韓国,"8,372","4,841","17,351","9,271","2,330","4,734","4,472","9,142","6,042",107,"12,879",129
,85.0%,96.0%,83.2%,94.8%,77.7%,95.3%,74.8%,94.8%,88.2%,142.7%,86.5%,93.5%
中国(香港含む),"37,449","24,576","111,527","76,492","12,095","24,525","19,785","76,330","25,354",51,"91,742",162
,60.4%,55.9%,82.4%,81.7%,100.0%,56.1%,96.0%,81.8%,50.9%,21.3%,80.0%,53.6%
ナホトカ,-,-,-,-,-,-,-,-,-,-,-,-
,-,-,-,-,-,-,-,-,-,-,-,-
外航不定期,-,-,-,-,-,-,-,-,-,-,-,-
,-,-,-,-,-,-,-,-,-,-,-,-
内航計,"23,279","21,507","43,253","34,600","12,384","19,160","23,096","30,778","10,895","2,347","20,157","3,822"
,118.6%,125.6%,108.7%,115.9%,130.6%,123.9%,119.8%,115.2%,107.3%,141.5%,98.2%,121.9%
内航定期計,"16,668","2,542","30,995","4,877","8,356",800,"15,710","1,964","8,312","1,742","15,285","2,913"
,100.7%,66.4%,96.0%,67.1%,103.0%,36.8%,98.7%,47.5%,98.5%,105.5%,93.3%,93.2%
北海道,"5,993",183,"12,245",568,"2,960",178,"6,257",557,"3,033",5,"5,988",11
,120.5%,104.0%,126.1%,322.7%,114.1%,101.1%,125.1%,316.5%,127.5%,-,127.1%,-
東北,"4,234",492,"7,164","1,130","1,859",482,"3,073","1,112","2,375",10,"4,091",18
,130.5%,51.9%,101.3%,71.5%,133.1%,55.9%,90.8%,81.6%,128.5%,11.6%,111.0%,8.3%
関東,-,-,-,-,-,-,-,-,-,-,-,-
,-,-,-,-,-,-,-,-,-,-,-,-
伊豆諸島,-,-,-,-,-,-,-,-,-,-,-,-
,-,-,-,-,-,-,-,-,-,-,-,-
中部,733,348,"1,358",508,48,130,74,285,685,218,"1,284",223
,48.4%,57.9%,47.0%,35.5%,8.1%,21.6%,8.7%,19.9%,74.2%,-,63.1%,-
近畿,920,14,"1,299",14,235,10,300,10,685,4,999,4
,59.0%,2.5%,47.5%,1.3%,443.4%,1.9%,132.2%,1.0%,45.5%,17.4%,39.8%,8.3%
中国,-,-,-,-,-,-,-,-,-,-,-,-
,-,-,-,-,-,-,-,-,-,-,-,-
四国,-,-,-,-,-,-,-,-,-,-,-,-
,-,-,-,-,-,-,-,-,-,-,-,-
九州,"1,908",-,"3,568",-,"1,002",-,"1,836",-,906,-,"1,732",-
,89.7%,-,86.6%,-,101.0%,-,97.5%,-,79.8%,-,77.4%,-
沖縄,"2,880","1,505","5,361","2,657","2,252",-,"4,170",-,628,"1,505","1,191","2,657"
,101.9%,98.8%,99.2%,94.4%,99.4%,-,96.1%,-,112.1%,98.8%,111.7%,94.4%
内航不定期,"6,611","18,965","12,258","29,723","4,028","18,360","7,386","28,814","2,583",605,"4,872",909
,214.6%,142.7%,163.0%,131.6%,294.9%,138.2%,219.4%,127.6%,150.6%,7562.5%,117.3%,7575.0%
,,,,,,,,,,,,
各下段： 対前年比％,,,,,,,,,,,,
