"子局番号","拡声子局","所在地","経度","緯度","分類"
"27","宝仙学園","中央２－２８－３","139.680483909702","35.6986423098884","防災行政無線"
"28","本町通り公園","中央２－４６","139.677259538059","35.6986161703507","防災行政無線"
"29","中部すこやか福祉センター","中央３－１９－１","139.67420678233","35.7003729695231","防災行政無線"
"30","上町防災広場","中央４－３５","139.66993938652","35.7007954574931","防災行政無線"
"31","桃花小学校","中央５－４３－１","139.66616413993","35.7004695009542","防災行政無線"
"32","川添公園","東中野１－２２","139.685975967401","35.7033857797992","防災行政無線"
"33","上の原公園","東中野２－６","139.681805999996","35.7013107921085","防災行政無線"
"34","高根公園","東中野２－３４","139.678291271338","35.7058164238785","防災行政無線"
"35","みどり公園","東中野３－１１","139.68268195202","35.7085794815034","防災行政無線"
"36","東中野キングス・ガーデン","東中野４－２－１６","139.685095616939","35.7070692249097","防災行政無線"
"37","すみよし公園","東中野４－２５","139.687507224557","35.7099979140744","防災行政無線"
"38","ひがしなかの幼稚園第二園庭","東中野５－１２－１","139.688824542276","35.7081742501045","防災行政無線"
"39","谷戸小学校","中野１－２６－１","139.67755100912","35.7021689505598","防災行政無線"
"40","紅葉山公園","中野２－６","139.671118513806","35.7043308182733","防災行政無線"
"41","産業振興センター","中野２－１３－１４","139.668107011166","35.7043948227759","防災行政無線"
"43","中野駅北口","中野４－９","139.663488127697","35.706036907109","防災行政無線"
"44","中野中学校","中野４－１２－３","139.661247187591","35.7095397108047","防災行政無線"
"45","すみれ公園","中野５－５","139.671664349274","35.709040446697","防災行政無線"
"46","あじさい公園","中野５－３４","139.66793318184","35.7069714774783","防災行政無線"
"47","昭三公園","中野５－４１","139.668110651467","35.7096118417756","防災行政無線"
"48","みなみ児童館","南台５－１５－３","139.662365281469","35.6800850509661","防災行政無線"
"49","桃園第二小学校","中野６－１３－１","139.675889819724","35.7071137564406","防災行政無線"
"50","白桜小学校","上高田１－２－２８","139.678967959022","35.7098064970522","防災行政無線"
"51","旧あさひ保育園","上高田１－４５－８","139.675120730544","35.7118445176807","防災行政無線"
"52","あけぼの保育園","上高田２－５８－２１","139.670389054949","35.7141905220327","防災行政無線"
"53","第五中学校","上高田４－２８－１","139.67841520321","35.715341544942","防災行政無線"
"54","旧上高田小学校","上高田５－３５－３","139.674473178487","35.7171087453012","防災行政無線"
"55","新井東防災広場","新井１－３４","139.66866451906","35.7122201063237","防災行政無線"
"56","職員研修センター","新井２－８－１３","139.664926825043","35.7121759577477","防災行政無線"
"57","平和の森小学校","新井３－２９－１","139.65978563979","35.7148932760754","防災行政無線"
"58","令和小学校","新井４－１９－１","139.66839058403","35.7175254855848","防災行政無線"
"59","新井薬師公園","新井５－４","139.667382118656","35.7145378304765","防災行政無線"
"60","沼袋公園","沼袋１－１９","139.66891251601","35.7198379586674","防災行政無線"
"61","平和の森公園","新井３－３７","139.660752228","35.7146099669135","防災行政無線"
"62","丸山塚公園","沼袋２－４０","139.663373825715","35.7229714607472","防災行政無線"
"63","旧沼袋小学校","沼袋３－１３－２","139.65956029418","35.7173906776158","防災行政無線"
"64","哲学堂公園","松が丘１－３４","139.67462719252","35.7219519210576","防災行政無線"
"65","江原小学校","江原町１－３９－１","139.673334574156","35.729406692579","防災行政無線"
"66","こぐま公園","江原町３－１７","139.673357503492","35.7317693069442","防災行政無線"
"67","みずのとう公園","江古田１－３","139.67443641396","35.7245206858384","防災行政無線"
"68","第七中学校","江古田２－９－１１","139.668060231201","35.7247158520865","防災行政無線"
"69","旧ケア・ステーション江古田","江古田３－３－２１","139.669756927885","35.7274550899656","防災行政無線"
"70","江古田の森公園","江古田３－１4","139.666399757561","35.7280035329766","防災行政無線"
"71","なかよしの森保育園","江古田４－１６－１３","139.663284747055","35.7258876743186","防災行政無線"
"72","緑野中学校","丸山１－１－１９","139.657294168838","35.7238336710175","防災行政無線"
"74","丸山保育園","丸山２－２７－１６","139.649857767315","35.7257999426986","防災行政無線"
"75","野方ひがし公園","野方１－１２","139.659028470114","35.7123873347261","防災行政無線"
"76","野方保育園","野方１－３５－８","139.656685765297","35.7094779658568","防災行政無線"
"77","こまどり公園","野方１－５７","139.654756416298","35.7120913163412","防災行政無線"
"78","たんぽぽ公園","野方２－６１","139.654490727003","35.7145209854516","防災行政無線"
"79","野方三丁目防災広場","野方３－６－１７","139.656170304343","35.717444561907","防災行政無線"
"80","野方第一公園","野方４－３６","139.65655264181","35.7204946245112","防災行政無線"
"81","くるみ公園","野方５－２８","139.65315256476","35.7195664257316","防災行政無線"
"82","北原小学校","野方６－３０－６","139.651571878047","35.7213190304244","防災行政無線"
"83","啓明小学校","大和町１－１８－１","139.652394745014","35.713499638023","防災行政無線"
"84","大和東もみじの森保育園","大和町１－３７－４","139.650702251074","35.7117368982628","防災行政無線"
"85","杉の子大和","大和町３－１８－２","139.647845092683","35.7111222187087","防災行政無線"
"86","美鳩小学校","大和町４－２６－５","139.645041100088","35.7144758684607","防災行政無線"
"87","みはと公園","大和町４－５１","139.643161818019","35.7153382946593","防災行政無線"
"88","明和中学校","若宮１－１－１８","139.649712874633","35.7161821841538","防災行政無線"
"89","若宮公園","若宮３－２１","139.643522744952","35.7216127649546","防災行政無線"
"90","若宮防災広場","若宮３－４２","139.645310423764","35.7183972688492","防災行政無線"
"91","旧若宮小学校","若宮３－５３－１６","139.641208039457","35.7195956604003","防災行政無線"
"92","白鷺二丁目防災広場","白鷺２－６","139.635288561192","35.7173707926563","防災行政無線"
"93","そろの木公園","白鷺２－３８","139.635464731092","35.7207755125627","防災行政無線"
"94","西中野小学校","白鷺３－９－２","139.630648012991","35.7208878120389","防災行政無線"
"95","西中野児童遊園","白鷺３－１５","139.630357972909","35.7221537372909","防災行政無線"
"96","わかたけ公園","鷺宮１－５","139.647502742105","35.7219822656346","防災行政無線"
"97","鷺宮小学校","鷺宮３－３１－４","139.639327461329","35.724121821919","防災行政無線"
"98","鷺の杜小学校","鷺宮４－７－３","139.635810318613","35.7238436892397","防災行政無線"
"99","わらべ西鷺宮保育園","鷺宮５－２２－１４","139.632578063706","35.726557910413","防災行政無線"
"100","上鷺東公園","上鷺宮２－１８","139.634787152167","35.7292587372965","防災行政無線"
"101","上鷺宮区民活動センター","上鷺宮３－７－６","139.632135775489","35.7318951940426","防災行政無線"
"102","かみさぎ幼稚園","上鷺宮４－８－１２","139.62818499685","35.7322526886629","防災行政無線"
"103","北中野中学校","上鷺宮５－７－１","139.628531037127","35.7283430913153","防災行政無線"
"104","中野区役所","中野４－１１－１９","139.662833727326","35.7094843851163","防災行政無線"
"105","東中野駅","東中野１－５０","139.686431638652","35.7055989319453","防災行政無線"
"106","桃が丘さゆり保育園","中野３－１９－１３","139.661465931271","35.7033790502012","防災行政無線"
"107","鷺宮すこやか福祉センター","若宮３－５８－１０","139.640324577746","35.7222546585805","防災行政無線"
"108","氷川橋","弥生町２－２４","139.673745941898","35.6926006747956","防災行政無線"
"109","朝日が丘公園","本町２－３２","139.680858789044","35.6947039161134","防災行政無線"
"110","かみさぎ児童遊園","上鷺宮３－９－１９","139.63149597971","35.7346422601636","防災行政無線"
"111","中野本郷小学校跡地","本町４－２７－３","139.670444852293","35.6951144232094","防災行政無線"
"112","沼袋職員住宅","沼袋１－３４－１４","139.665185670066","35.7197200650732","防災行政無線"
"113","野方消防署","丸山２－２１－１","139.652095036422","35.7233713931204","防災行政無線"
"114","南中野区民活動センター","弥生町５－２","139.666354101205","35.6861567510087","防災行政無線"
