投票所_全国地方公共団体コード,施設_ID,投票所_ID,投票所_名称,投票所_名称（カナ）,投票所_名称（英字）,投票所_説明,投票所_緯度,投票所_経度,投票所_座標参照系,投票所_座標参照系コード,投票所_投票所区分,投票所_投票区名
131202,131202R00063,131202R00063,光が丘春の風小学校,,,,35.75578295,139.6259251,,,投票所,第63投票区
131202,131202R00064,131202R00064,光が丘秋の陽小学校,,,,35.76187602,139.6351062,,,投票所,第64投票区
131202,131202R00065,131202R00065,光が丘第三中学校,,,,35.75505103,139.631263,,,投票所,第65投票区
131202,131202R00066,131202R00066,開進第三中学校,,,,35.74557311,139.6658696,,,投票所,第66投票区
131202,131202R00067,131202R00067,開進第四小学校,,,,35.74801991,139.6721739,,,投票所,第67投票区
131202,131202R00068,131202R00068,大泉小学校,,,,35.75145769,139.5844322,,,投票所,第68投票区
131202,131202R00069,131202R00069,田柄第二小学校,,,,35.75835789,139.6422117,,,投票所,第69投票区
131202,131202R00070,131202R00070,練馬小学校,,,,35.75228171,139.6356656,,,投票所,第70投票区
131202,131202R00071,131202R00071,石神井台小学校,,,,35.73535052,139.5809482,,,投票所,第71投票区
131202,131202R00072,131202R00072,練馬区役所,,,,35.73578858,139.6515339,,,期日前投票所,
131202,131202R00073,131202R00073,石神井庁舎,,,,35.7434728,139.6025527,,,期日前投票所,
131202,131202R00074,131202R00074,光が丘区民センター,,,,35.75953387,139.6292969,,,期日前投票所,
131202,131202R00075,131202R00075,関区民センター,,,,35.72463255,139.5775053,,,期日前投票所,
131202,131202R00076,131202R00076,勤労福祉会館,,,,35.7482275,139.5873725,,,期日前投票所,
131202,131202R00077,131202R00077,平和台体育館,,,,35.75942687,139.6614234,,,期日前投票所,
131202,131202R00078,131202R00078,大泉学園町体育館,,,,35.76528508,139.5840967,,,期日前投票所,
