"年月[西暦]","回収方法","種類","回収量[kg]","対前年同月比[%]"
"201806","集積所回収","古紙","565420","-1"
"201806","集積所回収","びん・缶","348955","-1"
"201806","集積所回収","ペットボトル","105640","2"
"201806","拠点回収","紙パック","0","-"
"201806","拠点回収","使用済み乾電池","0","-"
"201806","拠点回収","使用済み小型家電製品","216","27"
"201806","拠点回収","古着","4660","30"
"201806","拠点回収","蛍光灯","5","-17"
"201806","拠点回収","ペットボトルキャップ","84","61"
"201806","拠点回収","廃食用油","0","-"
"201806","ピックアップ回収","金属製品等（不燃ごみからの回収）","45710","-1"
"201806","ピックアップ回収","コード類（不燃ごみからの回収）","2390","-30"
"201806","ピックアップ回収","蛍光灯（不燃ごみからの回収）","1843","5"
"201806","ピックアップ回収","金属製品等（粗大ごみからの回収）","33170","15"
"201806","ピックアップ回収","羽毛布団（粗大ごみからの回収）","0","-"
"201806","ピックアップ回収","ふとん（粗大ごみからの回収）","0","-"
"201806","ピックアップ回収","木材（粗大ごみからの回収）","30580","6"
"201807","集積所回収","資源プラスチック","211800","2"
"201807","集積所回収","古紙","572430","-3"
"201807","集積所回収","びん・缶","346489","-2"
"201807","集積所回収","ペットボトル","121570","9"
"201807","拠点回収","紙パック","0","-"
"201807","拠点回収","使用済み乾電池","0","-"
"201807","拠点回収","使用済み小型家電製品","194","28"
"201807","拠点回収","古着","2620","-36"
"201807","拠点回収","蛍光灯","5","-59"
"201807","拠点回収","ペットボトルキャップ","72","24"
"201807","拠点回収","廃食用油","0","-"
"201807","ピックアップ回収","金属製品等（不燃ごみからの回収）","44170","1"
"201807","ピックアップ回収","コード類（不燃ごみからの回収）","2440","-11"
"201807","ピックアップ回収","蛍光灯（不燃ごみからの回収）","1705","-12"
"201807","ピックアップ回収","金属製品等（粗大ごみからの回収）","29200","11"
"201807","ピックアップ回収","羽毛布団（粗大ごみからの回収）","0","-"
"201807","ピックアップ回収","ふとん（粗大ごみからの回収）","0","-"
"201807","ピックアップ回収","木材（粗大ごみからの回収）","32420","17"
"201808","集積所回収","資源プラスチック","212650","2"
"201808","集積所回収","古紙","536120","-5"
"201808","集積所回収","びん・缶","347675","-2"
"201808","集積所回収","ペットボトル","122380","11"
"201808","拠点回収","紙パック","0","-"
"201808","拠点回収","使用済み乾電池","0","-"
"201808","拠点回収","使用済み小型家電製品","263","171"
"201808","拠点回収","古着","3890","13"
"201808","拠点回収","蛍光灯","9","-"
"201808","拠点回収","ペットボトルキャップ","71","24"
"201808","拠点回収","廃食用油","0","-"
"201808","ピックアップ回収","金属製品等（不燃ごみからの回収）","41640","-4"
"201808","ピックアップ回収","コード類（不燃ごみからの回収）","1990","-24"
"201808","ピックアップ回収","蛍光灯（不燃ごみからの回収）","1648","7"
"201808","ピックアップ回収","金属製品等（粗大ごみからの回収）","29480","-7"
"201808","ピックアップ回収","羽毛布団（粗大ごみからの回収）","0","-"
"201808","ピックアップ回収","ふとん（粗大ごみからの回収）","0","-"
"201808","ピックアップ回収","木材（粗大ごみからの回収）","33280","36"
"201809","集積所回収","資源プラスチック","204590","-"
"201809","集積所回収","古紙","529660","-8"
"201809","集積所回収","びん・缶","323404","-6"
"201809","集積所回収","ペットボトル","106710","2"
"201809","拠点回収","紙パック","0","-"
"201809","拠点回収","使用済み乾電池","2030","-"
"201809","拠点回収","使用済み小型家電製品","204","25"
"201809","拠点回収","古着","3090","-37"
"201809","拠点回収","蛍光灯","14","40"
"201809","拠点回収","ペットボトルキャップ","84","95"
"201809","拠点回収","廃食用油","0","-"
"201809","ピックアップ回収","金属製品等（不燃ごみからの回収）","40740","-10"
"201809","ピックアップ回収","コード類（不燃ごみからの回収）","3130","169"
"201809","ピックアップ回収","蛍光灯（不燃ごみからの回収）","2669","49"
"201809","ピックアップ回収","金属製品等（粗大ごみからの回収）","30110","-3"
"201809","ピックアップ回収","羽毛布団（粗大ごみからの回収）","0","-"
"201809","ピックアップ回収","ふとん（粗大ごみからの回収）","0","-"
"201809","ピックアップ回収","木材（粗大ごみからの回収）","32620","6"
"201810","集積所回収","資源プラスチック","220960","5"
"201810","集積所回収","古紙","581710","-3"
"201810","集積所回収","びん・缶","353300","2"
"201810","集積所回収","ペットボトル","104880","10"
"201810","拠点回収","紙パック","0","-"
"201810","拠点回収","使用済み乾電池","0","-"
"201810","拠点回収","使用済み小型家電製品","239","21"
"201810","拠点回収","古着","4950","8"
"201810","拠点回収","蛍光灯","11","37"
"201810","拠点回収","ペットボトルキャップ","100","112"
"201810","拠点回収","廃食用油","0","-"
"201810","ピックアップ回収","金属製品等（不燃ごみからの回収）","44860","-7"
"201810","ピックアップ回収","コード類（不燃ごみからの回収）","2240","-33"
"201810","ピックアップ回収","蛍光灯（不燃ごみからの回収）","1723","-10"
"201810","ピックアップ回収","金属製品等（粗大ごみからの回収）","33200","20"
"201810","ピックアップ回収","羽毛布団（粗大ごみからの回収）","0","-"
"201810","ピックアップ回収","ふとん（粗大ごみからの回収）","0","-"
"201810","ピックアップ回収","木材（粗大ごみからの回収）","34460","18"
"201811","集積所回収","資源プラスチック","213490","3"
"201811","集積所回収","古紙","563840","-5"
"201811","集積所回収","びん・缶","336160","-4"
"201811","集積所回収","ペットボトル","94090","4"
"201811","拠点回収","紙パック","0","-"
"201811","拠点回収","使用済み乾電池","0","-"
"201811","拠点回収","使用済み小型家電製品","191","1"
"201811","拠点回収","古着","6885","50"
"201811","拠点回収","蛍光灯","13","-52"
"201811","拠点回収","ペットボトルキャップ","84","64"
"201811","拠点回収","廃食用油","0","-"
"201811","ピックアップ回収","金属製品等（不燃ごみからの回収）","44850","1"
"201811","ピックアップ回収","コード類（不燃ごみからの回収）","2170","-26"
"201811","ピックアップ回収","蛍光灯（不燃ごみからの回収）","1799","-37"
"201811","ピックアップ回収","金属製品等（粗大ごみからの回収）","33190","4"
"201811","ピックアップ回収","羽毛布団（粗大ごみからの回収）","240","-"
"201811","ピックアップ回収","ふとん（粗大ごみからの回収）","0","-"
"201811","ピックアップ回収","木材（粗大ごみからの回収）","34230","6"
"201812","集積所回収","資源プラスチック","226780","3"
"201812","集積所回収","古紙","629230","-8"
"201812","集積所回収","びん・缶","363048","-5"
"201812","集積所回収","ペットボトル","91070","1"
"201812","拠点回収","紙パック","0","-"
"201812","拠点回収","使用済み乾電池","1952","-"
"201812","拠点回収","使用済み小型家電製品","234","25"
"201812","拠点回収","古着","5445","55"
"201812","拠点回収","蛍光灯","9","-69"
"201812","拠点回収","ペットボトルキャップ","78","73"
"201812","拠点回収","廃食用油","0","-"
"201812","ピックアップ回収","金属製品等（不燃ごみからの回収）","50460","-"
"201812","ピックアップ回収","コード類（不燃ごみからの回収）","3010","-40"
"201812","ピックアップ回収","蛍光灯（不燃ごみからの回収）","1896","69"
"201812","ピックアップ回収","金属製品等（粗大ごみからの回収）","28650","-4"
"201812","ピックアップ回収","羽毛布団（粗大ごみからの回収）","0","-"
"201812","ピックアップ回収","ふとん（粗大ごみからの回収）","115","-"
"201812","ピックアップ回収","木材（粗大ごみからの回収）","31850","14"
"201901","集積所回収","資源プラスチック","235470","9"
"201901","集積所回収","古紙","607350","3"
"201901","集積所回収","びん・缶","351736","-12"
"201901","集積所回収","ペットボトル","94520","7"
"201901","拠点回収","紙パック","0","-"
"201901","拠点回収","使用済み乾電池","0","-"
"201901","拠点回収","使用済み小型家電製品","311","48"
"201901","拠点回収","古着","4771","5"
"201901","拠点回収","蛍光灯","9","-55"
"201901","拠点回収","ペットボトルキャップ","150","275"
"201901","拠点回収","廃食用油","0","-"
"201901","ピックアップ回収","金属製品等（不燃ごみからの回収）","40990","30"
"201901","ピックアップ回収","コード類（不燃ごみからの回収）","1910","-39"
"201901","ピックアップ回収","蛍光灯（不燃ごみからの回収）","4141","31"
"201901","ピックアップ回収","金属製品等（粗大ごみからの回収）","23990","-26"
"201901","ピックアップ回収","羽毛布団（粗大ごみからの回収）","0","-"
"201901","ピックアップ回収","ふとん（粗大ごみからの回収）","0","-"
"201901","ピックアップ回収","木材（粗大ごみからの回収）","26830","25"
"201902","集積所回収","資源プラスチック","204630","9"
"201902","集積所回収","古紙","504000","-"
"201902","集積所回収","びん・缶","325546","1"
"201902","集積所回収","ペットボトル","83310","1"
"201902","拠点回収","紙パック","0","-"
"201902","拠点回収","使用済み乾電池","0","-"
"201902","拠点回収","使用済み小型家電製品","237","66"
"201902","拠点回収","古着","3140","59"
"201902","拠点回収","蛍光灯","12","71"
"201902","拠点回収","ペットボトルキャップ","40","81"
"201902","拠点回収","廃食用油","0","-"
"201902","ピックアップ回収","金属製品等（不燃ごみからの回収）","42210","8"
"201902","ピックアップ回収","コード類（不燃ごみからの回収）","1520","-42"
"201902","ピックアップ回収","蛍光灯（不燃ごみからの回収）","0","-"
"201902","ピックアップ回収","金属製品等（粗大ごみからの回収）","26930","-7"
"201902","ピックアップ回収","羽毛布団（粗大ごみからの回収）","0","-"
"201902","ピックアップ回収","ふとん（粗大ごみからの回収）","0","-"
"201902","ピックアップ回収","木材（粗大ごみからの回収）","32030","24"
"201903","集積所回収","資源プラスチック","227430","-1"
"201903","集積所回収","古紙","604030","-6"
"201903","集積所回収","びん・缶","353296","-5"
"201903","集積所回収","ペットボトル","91620","-4"
"201903","拠点回収","紙パック","0","-"
"201903","拠点回収","使用済み乾電池","2036","28"
"201903","拠点回収","使用済み小型家電製品","288","40"
"201903","拠点回収","古着","4572","10"
"201903","拠点回収","蛍光灯","16","33"
"201903","拠点回収","ペットボトルキャップ","80","66"
"201903","拠点回収","廃食用油","180","-"
"201903","ピックアップ回収","金属製品等（不燃ごみからの回収）","40850","-1"
"201903","ピックアップ回収","コード類（不燃ごみからの回収）","2540","-7"
"201903","ピックアップ回収","蛍光灯（不燃ごみからの回収）","5081","25"
"201903","ピックアップ回収","金属製品等（粗大ごみからの回収）","31490","2"
"201903","ピックアップ回収","羽毛布団（粗大ごみからの回収）","0","-"
"201903","ピックアップ回収","ふとん（粗大ごみからの回収）","0","-"
"201903","ピックアップ回収","木材（粗大ごみからの回収）","37390","10"

"平成30年度　資源回収量【速報値】","Ver201903",,,
