id,q1,q2,q3,q4_1,q4_2,q5_1,q5_2,q5_3,q5_4,q5_5,q5_6,q6_ア,q6_イ,q6_ウ,q6_エ,q6_オ,q7_1,q7_2,q7_3,q7_4,q7_5,q7_6,q8_1_1,q8_1_2,q8_1_3,q8_1_4,q8_1_5,q8_1_6,q8_1_7,q8_2_1,q8_2_2,q8_2_3,q8_2_4,q8_2_5,q8_2_6,q8_2_7,q8_3_1,q8_3_2,q8_3_3,q8_3_4,q8_3_5,q8_3_6,q8_3_7,q9_1,q9_2,q9_3,q9_4,q9_5,q9_6,q9_7,q10_1,q10_2,q10_3,q10_4,q10_5,q10_6,q11_1,q11_2,q11_3,q11_4,q11_5,q11_6,q12_1_1,q12_1_2,q12_1_3,q12_2_1,q12_2_2,q12_2_3,q12_3_1,q12_3_2,q12_3_3,q13_ア,q13_イ,q13_ウ,q13_エ,q13_オ,q13_カ,q13_キ,q13_ク,q13_ケ,q13_コ,q13_サ,q13_シ,q13_ス,q14_1,q14_2,q15_1,q15_2a,q15_2b,q15_2c,q15_2d,q15_2e,q15_2f,q15_3_1,q15_3_2,q15_3_3,q15_3_4,q15_3_5,q16_1,q16_2,q16_3,q17_a,q17_b,q17_c,q17_d,q17_e,q19_a,q19_b,q19_c,q19_d,q19_e,q19_f,q19_g,q19_h,q19_i,q19_j,q19_k,q20,q21,q22_1,q22_2,q22_3,q22_4,q22_5,q22_6,q22_7,q22_8,q22_9,q22_10,q22_11,q22_12,q22_13
397,3,7,1,3,,,,,,,3,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,,,,,4,4,4,4,4,4,,,,2,4,4,5,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,3,3,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2,,0,0,0,0,0,1,0,0,0,0,0,0,0
398,,7,4,2,,4,2,2,4,2,2,4,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,3,,,,1,2,4,1,2,2,1,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,4,4,,,,,,,,,,,,,1,1,1,1,4,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,,,,
399,,7,4,,,10,1,,8,1,,5,6,6,6,6,,,,,,,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,,,,,,,4,4,1,4,1,4,5,4,4,5,4,4,5,4,4,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,2,1,,2,2,2,1,0,0,1,0,0,1,0,0,0,0,0,2,,0,0,0,0,0,0,0,1,1,0,0,0,0
400,5,7,5,3,3,22,6,16,12,5,7,3,6,3,6,6,,,,,,,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,,,,,,,4,4,4,3,4,4,5,4,4,5,4,4,5,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,4,2,2,,,,,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
401,1,7,1,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,3,4,3,4,4,4,,,,5,4,4,5,4,4,1,1,0,0,1,0,1,0,0,0,0,0,0,,1,1,0,0,0,0,1,0,1,1,0,0,0,,,,1,2,3,2,1,0,0,1,1,1,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
402,5,7,4,4,4,5,2,3,3,2,1,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,3,,,5,4,4,5,4,4,5,4,4,,,,,,,,,,,,,,4,3,,,,,,,,,,,,,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
403,1,7,4,3,3,3,2,1,2,2,0,4,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,5,4,4,5,4,4,5,4,4,,,,,,,,,,,,,,4,3,2,,,,,,,,,,,,,1,1,1,2,1,2,1,,,,,,,,,,,,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
404,4,3,4,1,1,6,0,6,10,2,8,,,,,,,,4,,,,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,1,0,0,1,0,0,4,4,1,4,4,4,2,4,4,2,4,4,2,4,4,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,2,2,2,2,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
405,,7,1,,,,,,22,4,18,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,4,3,3,3,4,4,,,,5,4,4,5,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,1,0,1,0,0,0,0,2,2,2,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
406,4,7,1,3,,,,,4,0,4,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,1,,,,,,,1,2,4,1,2,4,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,2,2,1,2,2,2,2,,0,0,1,0,0,0,0,0,1,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
407,2,7,4,3,3,2,0,1,3,2,1,3,6,6,6,6,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,4,4,4,4,4,4,5,4,4,5,4,4,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
408,1,3,5,5,5,7,7,0,12,11,1,,,,,,,,,,,,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,1,1,1,1,4,4,5,2,1,5,2,1,5,2,1,1,0,0,0,0,1,1,1,1,1,0,0,0,2,6,2,,,,,,,,,,,,2,1,3,2,4,1,4,5,0,0,1,1,1,1,1,0,0,0,0,2,,1,0,0,0,0,0,0,0,0,0,0,0,0
409,,3,5,1,1,1,,,1,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,3,3,3,3,3,3,5,4,4,5,4,4,5,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,1,0,1,0,0,0,0,1,,1,1,5,5,4,1,0,0,0,1,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,1
410,4,7,4,,,3,1,2,3,1,2,5,6,6,6,6,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,3,,,,2,4,4,2,4,4,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,,,,,,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
411,4,1,6,1,1,1,,,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,4,4,1,4,4,5,4,4,0,0,0,0,1,0,0,1,0,0,0,1,0,4,4,1,0,0,1,0,0,0,1,0,0,1,0,2,1,,1,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
412,1,7,4,5,5,10,5,5,10,5,5,5,3,6,6,6,,,,,,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,4,4,4,3,4,4,5,4,4,5,4,4,5,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,4,4,1,1,0,0,0,0,0,0,0,0,0,1,0,2,,0,0,0,1,1,1,1,1,0,0,0,0,0
413,3,7,4,,,5,4,1,5,4,1,5,6,6,6,6,,,,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,4,4,4,4,4,4,2,2,4,2,2,4,2,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,2,2,1,1,5,5,1,1,,,,,,,,,,,,2,,,,,,,,,,,,,,
414,1,7,4,,,10,2,8,10,2,8,4,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,4,4,4,4,4,4,5,1,4,5,4,4,5,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,3,5,2,,,,,,,,,,,,2,1,1,1,4,4,4,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
415,2,7,6,3,3,0,0,0,0,0,0,5,5,6,6,6,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,4,4,4,4,4,4,5,4,4,5,4,4,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,,,,,,,,,,,,2,1,1,1,5,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
416,1,7,5,3,3,5,,5,2,,2,5,6,6,6,6,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,4,4,4,4,4,4,5,4,4,5,4,4,5,4,4,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,2,,,,,,,,,,,,1,2,1,1,2,1,4,1,0,0,1,1,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
417,,1,4,,,14,8,6,14,8,6,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2,,1,2,,,,,,,,,,,,,,,,,,5,7,,0,1,1,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,2,,1,0,0,0,0,0,1,0,0,0,0,0,0
418,2,7,5,,,2,2,,2,2,,5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,,,,,,,1,,,1,,,2,3,4,2,3,4,2,3,4,1,1,0,0,0,0,0,1,0,0,0,0,0,3,3,1,,,,,,,0,0,0,1,0,2,2,1,5,5,3,5,1,1,0,1,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,1,0,0
419,4,7,4,4,2,4,1,3,3,2,1,3,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,4,4,4,4,4,4,1,4,4,1,4,4,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,,,,,,,,,,,,2,1,1,1,2,2,4,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
420,1,7,6,4,4,3,,,3,,,5,5,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,3,,,,5,4,4,5,4,4,5,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,1,0,,,,,,1,1,1,1,3,1,1,1,0,1,0,0,1,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,1,0,0,0,0,0
421,4,7,6,,,1,,,1,,,5,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,5,4,4,5,4,4,5,4,4,,,,,,,,,,,,,,1,1,2,,,,,,,,,,,,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
422,,1,4,5,5,21,1,20,17,1,16,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,4,1,1,1,1,1,5,4,4,5,4,4,5,4,4,0,1,0,0,0,1,0,0,1,0,0,0,0,2,5,1,0,0,0,0,1,0,1,0,0,0,0,3,1,1,5,1,5,5,5,0,0,0,0,0,1,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
423,,7,5,3,3,3,,3,3,,3,5,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,5,4,4,5,4,4,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
424,1,1,4,4,4,5,1,4,4,1,3,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,4,3,3,3,1,1,5,4,4,5,4,4,5,4,4,0,0,1,0,0,0,0,0,1,0,0,0,0,3,1,2,,,,,,,,,,,,2,2,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,,1,0,0,0,0,0,0,0,0,0,0,0,0
425,2,7,1,2,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,,,,,,,4,4,1,4,4,4,,,,2,2,4,3,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,,,,,,,0,0,0,1,0,2,2,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,1
426,1,7,5,1,,2,,,2,,,5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,3,2,2,3,2,2,3,2,2,,,,,,,,,,,,,,3,3,2,,,,,,,,,,,,1,1,1,5,5,5,5,5,0,0,0,0,0,0,0,0,0,1,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
427,5,7,4,5,5,3,1,2,3,2,1,1,3,3,3,3,,,,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,3,3,,,,5,4,4,5,4,4,5,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,,,,,,,,,,,,2,2,2,5,5,5,5,5,0,0,0,0,0,0,0,1,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
428,1,7,1,,,,,,5,1,4,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,1,1,2,1,4,4,,,,,2,4,,1,4,0,0,0,0,1,0,1,1,1,0,1,1,0,1,3,1,0,0,0,0,1,0,1,1,0,0,0,3,1,1,1,1,3,1,1,0,0,1,0,0,1,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
429,3,7,5,5,5,69,42,27,17,12,5,5,1,6,6,6,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,3,3,2,4,4,3,1,4,4,1,4,4,2,4,4,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,2,,,,,,,,,,,,1,3,1,2,4,5,2,1,0,0,0,0,0,0,0,0,0,1,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
430,2,7,5,4,5,6,1,5,2,1,1,5,6,6,6,6,,,,,,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,,,,,,,4,4,1,1,4,4,2,4,4,2,4,4,2,4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,4,1,4,1,0,0,1,1,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
431,3,7,6,3,3,3,2,1,3,2,1,5,2,6,6,6,,,,,,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,4,4,3,3,4,4,5,4,4,5,4,4,5,4,4,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
432,1,7,6,4,4,11,6,5,11,6,5,5,6,1,6,6,,,,,,,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,,,,,,,3,1,3,3,4,4,5,4,4,5,4,4,5,4,4,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,,,,,,,1,0,0,0,0,2,1,1,2,4,4,4,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
433,3,7,3,,,5,2,3,4,2,2,5,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,4,4,4,4,4,4,1,,4,1,,4,1,,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,,,,,,,,,,,,1,,1,1,4,2,1,1,0,0,1,1,0,1,0,0,0,0,0,2,,0,0,0,0,0,0,1,0,1,0,0,0,0
434,2,7,4,4,4,8,2,6,8,3,5,4,6,6,6,6,,,,,,,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,4,4,4,4,4,4,2,4,4,2,4,4,2,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,,,,,,,,,,,,1,1,1,,4,,,,0,0,0,0,0,1,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
435,3,5,6,3,3,4,2,2,2,2,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,3,2,,,,,,,,,,,,,2,1,2,5,5,3,5,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
436,1,7,6,1,1,2,2,,3,2,1,3,2,3,3,3,,,,,,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,4,4,4,3,4,4,5,4,,5,4,,5,4,,0,0,1,0,1,0,0,0,0,0,0,0,0,4,3,2,,,,,,,,,,,,3,1,1,1,5,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
437,3,1,6,5,5,2,,,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,2,,,,2,,1,4,1,1,4,1,,,,,,,,,,,,,,,,,3,2,2,,,,,,,,,,,,3,2,2,1,5,1,5,5,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
438,1,,4,2,2,1,1,,1,1,,,,,,,,,,,,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,1,1,,,1,4,4,1,4,4,1,4,4,0,1,0,0,1,1,1,0,0,0,0,0,0,3,3,1,0,0,0,0,1,0,0,0,0,1,0,1,,1,2,5,2,2,1,0,0,0,0,0,0,0,0,1,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
439,3,7,5,,,4,1,3,4,1,3,4,6,6,6,6,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,4,4,3,3,4,4,5,4,4,5,4,4,5,4,4,1,1,1,0,1,1,0,0,0,0,0,0,0,3,2,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,2,5,2,1,0,0,0,0,0,0,0,0,0,1,0,2,,0,0,0,0,0,0,0,1,0,0,0,0,0
440,1,7,3,4,4,4,2,2,3,2,1,5,6,6,6,6,,,,,,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,,,,,,,,,1,1,,,2,2,2,2,1,2,2,2,2,0,1,1,0,1,0,0,1,0,0,0,0,0,1,6,2,,,,,,,,,,,,1,3,1,3,3,3,3,1,0,0,1,1,0,1,0,0,0,0,0,2,,0,0,0,1,0,0,0,1,0,0,0,0,0
441,4,3,6,1,1,1,1,,1,1,,,,,,,4,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,1,3,4,4,4,4,4,1,4,4,1,4,4,1,4,4,,,,,,,,,,,,,,3,1,2,,,,,,,,,,,,3,3,3,5,5,5,5,5,0,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,
442,1,7,6,3,3,3,3,0,3,3,0,5,6,6,6,6,,,,,,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,,4,4,4,4,4,4,2,4,4,2,4,4,2,4,4,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,4,1,4,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
443,1,7,6,3,3,1,,,1,,,5,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,4,4,4,4,4,4,1,2,2,1,2,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,,,,,,,,,,,,1,1,1,2,2,5,4,1,0,0,0,0,1,0,0,0,0,0,0,2,,0,0,0,0,0,0,1,0,0,0,0,0,0
444,5,7,6,4,4,7,2,5,6,2,4,4,6,6,6,6,,,,,,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,3,3,,,,,5,4,4,5,4,4,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,,,,,,,,,,,,1,1,1,5,4,2,4,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0
445,5,7,2,3,3,5,1,4,5,1,4,5,2,6,6,6,,,,,,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,4,4,4,3,4,4,2,1,1,2,1,1,2,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0,2,4,1,0,0,0,0,0,1,1,0,0,0,0,2,1,1,1,4,2,4,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
446,1,9,6,1,1,19,10,9,19,10,9,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,4,1,1,1,4,4,5,4,4,5,4,4,5,4,4,1,0,1,0,0,1,1,1,1,0,0,0,0,3,3,2,,,,,,,,,,,,1,2,2,2,4,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
447,2,7,4,3,3,6,6,,6,6,,5,1,6,6,6,,,,,,,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,1,1,,,,,4,4,,4,4,,4,4,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,3,1,2,4,4,2,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0
448,1,7,5,3,3,3,2,1,2,2,,5,6,6,6,6,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,,,,,,,4,4,4,4,4,4,5,4,4,5,4,4,5,4,4,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,2,,,,,,,,,,,,3,1,1,1,4,5,4,1,1,0,1,1,0,1,1,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
449,2,7,5,2,2,3,1,2,3,1,2,5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,4,4,4,4,4,4,2,2,4,2,2,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,,,,,,,,,,,,3,1,3,1,2,5,5,5,0,0,0,0,0,0,0,0,0,1,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
450,2,3,4,,,4,3,1,5,3,2,,,,,,,,,,,,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,1,,,,,,,2,1,1,2,1,1,2,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,2,5,1,4,1,0,0,0,0,0,1,0,0,0,0,0,1,2,,,,,,,,,,,,,
451,1,7,4,1,1,2,,2,0,,0,5,6,6,6,6,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,4,4,4,4,4,4,,,2,,,4,5,4,4,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2,,0,0,0,1,0,0,1,1,0,0,0,0,0
452,1,7,3,4,4,3,3,,3,3,,5,5,6,6,6,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,4,4,4,4,4,4,5,4,4,5,4,4,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,2,1,2,2,2,5,2,2,0,0,0,0,0,0,0,0,0,1,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
453,1,7,3,3,3,3,3,,3,2,1,5,2,2,6,6,,,,,,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,4,4,3,3,4,4,5,4,4,5,4,4,5,4,4,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,,,,,,,1,0,0,0,0,1,1,1,1,4,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0
