1,,,(注)男女別の不詳を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,A～S 全産業,,,,A～R 全産業（S公務を除く）,,,,A～B 農林漁業,,A 農業，林業,,01 農業,,02 林業,,B 漁業,,03 漁業（水産養殖業を除く）,,04 水産養殖業,,C～S 非農林漁業,,C～R 非農林漁業（S公務を除く）,,C 鉱業，採石業，砂利採取業,,05 鉱業，採石業，砂利採取業,,D 建設業,,06 総合工事業,,07 職別工事業（設備工事業を除く）,,08 設備工事業,,E 製造業,,09 食料品製造業,,10 飲料・たばこ・飼料製造業,,11 繊維工業,,12 木材・木製品製造業（家具を除く）,,13 家具・装備品製造業,,14 パルプ・紙・紙加工品製造業,,15 印刷・同関連業,,16 化学工業,,17 石油製品・石炭製品製造業,,18 プラスチック製品製造業（別掲を除く）,,19 ゴム製品製造業,,20 なめし革・同製品・毛皮製造業,,21 窯業・土石製品製造業,,22 鉄鋼業,,23 非鉄金属製造業,,24 金属製品製造業,,25 はん用機械器具製造業,,26 生産用機械器具製造業,,27 業務用機械器具製造業,,28 電子部品・デバイス・電子回路製造業,,29 電気機械器具製造業,,30 情報通信機械器具製造業,,31 輸送用機械器具製造業,,32 その他の製造業,,F 電気・ガス・熱供給・水道業,,33 電気業,,34 ガス業,,35 熱供給業,,36 水道業,,G 情報通信業,,37 通信業,,38 放送業,,39 情報サービス業,,40 インターネット附随サービス業,,41 映像・音声・文字情報制作業,,H 運輸業，郵便業,,42 鉄道業,,43 道路旅客運送業,,44 道路貨物運送業,,45 水運業,,46 航空運輸業,,47 倉庫業,,48 運輸に附帯するサービス業,,49 郵便業（信書便事業を含む）,,I 卸売業，小売業,,50 各種商品卸売業,,51 繊維・衣服等卸売業,,52 飲食料品卸売業,,53 建築材料，鉱物・金属材料等卸売業,,54 機械器具卸売業,,55 その他の卸売業,,56 各種商品小売業,,57 織物・衣服・身の回り品小売業,,58 飲食料品小売業,,59 機械器具小売業,,60 その他の小売業,,61 無店舗小売業,,J 金融業，保険業,,62 銀行業,,63 協同組織金融業,,64 貸金業，クレジットカード業等非預金信用機関,,65 金融商品取引業，商品先物取引業,,66 補助的金融業等,,67 保険業（保険媒介代理業，保険サービス業を含む）,,K 不動産業，物品賃貸業,,68 不動産取引業,,69 不動産賃貸業・管理業,,70 物品賃貸業,,L 学術研究，専門・技術サービス業,,71 学術・開発研究機関,,72 専門サービス業（他に分類されないもの）,,73 広告業,,74 技術サービス業（他に分類されないもの）,,M 宿泊業，飲食サービス業,,75 宿泊業,,76 飲食店,,77 持ち帰り・配達飲食サービス業,,N 生活関連サービス業，娯楽業,,78 洗濯・理容・美容・浴場業,,79 その他の生活関連サービス業,,80 娯楽業,,O 教育，学習支援業,,81 学校教育,,82 その他の教育，学習支援業,,P 医療，福祉,,83 医療業,,84 保健衛生,,85 社会保険・社会福祉・介護事業,,Q 複合サービス事業,,86 郵便局,,87 協同組合（他に分類されないもの）,,R サービス業（他に分類されないもの）,,88 廃棄物処理業,,89 自動車整備業,,90 機械等修理業（別掲を除く）,,91 職業紹介・労働者派遣業,,92 その他の事業サービス業,,93 政治・経済・文化団体,,94 宗教,,95 その他のサービス業,,S 公務（他に分類されるものを除く）,,97 国家公務,,98 地方公務,,1～4人,,5～9人,,10～19人,,20～29人,,30人以上,,出向・派遣従業者のみ
127,総数,広袴２丁目,22,139,75,64,22,139,75,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,139,22,139,0,0,0,0,5,27,0,0,3,17,2,10,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,0,5,11,0,0,2,3,0,0,3,8,2,27,0,0,2,27,0,0,1,2,1,2,0,0,0,0,3,5,0,0,3,5,2,49,0,0,0,0,2,49,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,16,39,2,15,1,11,3,74,0,0,0
128,総数,広袴３丁目,21,121,60,61,21,121,60,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,121,21,121,0,0,0,0,4,7,1,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,22,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,1,3,2,5,1,3,4,11,0,0,1,2,0,0,3,9,2,53,0,0,2,53,0,0,1,2,0,0,0,0,1,2,1,1,0,0,1,1,1,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,40,2,18,1,19,0,0,1,44,0
129,総数,広袴４丁目,2,8,6,2,2,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,2,8,0,0,0,0,1,6,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,6,0,0,0,0,0,0,0
130,総数,広袴町,19,151,37,114,19,151,37,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,151,19,151,0,0,0,0,5,15,2,10,2,3,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,1,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,5,0,0,1,5,0,0,0,0,0,0,1,5,1,6,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,103,0,0,0,0,4,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25,4,24,0,0,1,26,2,76,0
131,総数,本町田,372,2955,1270,1685,371,2932,1251,1681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,2955,371,2932,0,0,0,0,40,174,18,88,18,75,4,11,14,91,2,5,0,0,0,0,1,4,0,0,0,0,1,2,1,17,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,1,6,1,3,1,2,1,5,3,28,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,3,10,0,0,1,1,11,204,0,0,5,7,5,154,0,0,0,0,0,0,1,43,0,0,84,758,1,11,2,6,5,20,2,7,7,20,0,0,1,16,2,3,22,301,8,60,33,310,1,4,2,16,0,0,1,14,0,0,1,2,0,0,0,0,29,62,4,12,23,44,2,6,22,65,0,0,9,24,0,0,13,41,25,101,0,0,22,84,3,17,34,114,28,88,5,20,1,6,27,402,8,314,19,88,57,722,31,255,0,0,26,467,3,20,2,13,1,7,19,192,0,0,4,48,3,5,0,0,3,68,4,58,5,13,0,0,1,23,0,0,1,23,219,462,80,535,29,378,18,446,25,1134,1
132,総数,南大谷,139,1054,498,556,138,1053,497,556,2,13,2,13,2,13,0,0,0,0,0,0,0,0,137,1041,136,1040,0,0,0,0,16,52,6,21,7,13,3,18,3,18,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,1,1,1,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,299,1,1,1,1,1,5,1,2,0,0,2,5,0,0,0,0,9,200,3,32,9,53,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3,19,44,4,13,14,30,1,1,6,12,0,0,4,9,0,0,2,3,9,48,0,0,8,47,1,1,14,32,12,26,2,6,0,0,9,242,4,182,5,60,16,192,8,66,0,0,8,126,1,9,1,9,0,0,11,76,0,0,1,1,1,2,0,0,7,48,0,0,2,25,0,0,1,1,0,0,1,1,88,162,23,143,12,159,7,170,9,420,0
133,総数,南つくし野１丁目,11,22,13,9,11,22,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,11,22,0,0,0,0,4,10,3,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,1,2,2,4,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,11,22,0,0,0,0,0,0,0,0,0
134,総数,南つくし野２丁目,26,392,182,210,26,392,182,210,1,3,1,3,1,3,0,0,0,0,0,0,0,0,25,389,25,389,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,125,0,0,1,10,0,0,0,0,1,7,0,0,0,0,0,0,0,0,3,54,2,7,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,3,7,0,0,2,5,0,0,0,0,0,0,2,5,2,10,0,0,1,6,1,4,0,0,0,0,0,0,0,0,3,129,2,124,1,5,3,91,0,0,0,0,3,91,1,4,1,4,0,0,1,11,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,35,4,24,4,43,0,0,6,290,0
135,総数,南つくし野３丁目,30,161,77,84,30,161,77,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,161,30,161,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,33,0,0,2,14,0,0,3,35,0,0,1,17,0,0,0,0,0,0,2,18,1,1,0,0,1,1,0,0,2,5,0,0,1,4,0,0,1,1,3,12,0,0,3,12,0,0,6,17,5,12,0,0,1,5,2,9,0,0,2,9,5,30,5,30,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,39,8,51,3,43,1,28,0,0,0
136,総数,南つくし野４丁目,21,39,13,26,21,39,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,39,21,39,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,2,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,2,7,0,0,1,2,0,0,1,2,0,0,0,0,2,8,0,0,2,8,0,0,2,2,1,1,1,1,0,0,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,34,1,5,0,0,0,0,0,0,0
137,総数,南成瀬１丁目,163,1811,673,1138,162,1796,667,1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,1811,162,1796,0,0,0,0,6,57,2,3,1,5,3,49,3,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,719,0,0,0,0,4,43,3,14,4,24,3,92,0,0,2,38,13,324,5,23,18,129,1,32,3,65,3,65,0,0,0,0,0,0,0,0,0,0,9,46,4,34,5,12,0,0,6,44,0,0,4,14,1,9,1,21,17,178,0,0,17,178,0,0,23,124,14,68,4,18,5,38,10,92,0,0,10,92,25,283,21,175,0,0,4,108,2,22,1,9,1,13,3,19,0,0,0,0,1,1,0,0,2,18,0,0,0,0,0,0,1,15,0,0,1,15,68,161,40,278,34,479,9,213,12,680,0
138,総数,南成瀬２丁目,18,74,25,49,18,74,25,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,74,18,74,0,0,0,0,2,5,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,1,5,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,4,7,1,2,3,5,0,0,1,1,0,0,1,1,0,0,0,0,2,42,0,0,2,42,0,0,3,4,2,3,1,1,0,0,1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27,1,5,1,19,1,23,0,0,0
139,総数,南成瀬３丁目,21,120,40,80,21,120,40,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,120,21,120,0,0,0,0,2,6,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,3,0,0,1,2,2,18,0,0,1,8,0,0,1,10,3,5,0,0,3,5,0,0,3,7,2,4,1,3,0,0,2,47,1,46,1,1,3,24,1,4,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,31,2,13,3,30,0,0,1,46,0
140,総数,南成瀬４丁目,41,599,404,195,41,599,404,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,599,41,599,0,0,0,0,4,25,1,1,2,20,1,4,3,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,131,1,174,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,0,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,114,0,0,0,0,0,0,1,4,4,30,2,33,0,0,0,0,1,2,0,0,3,45,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,5,2,5,0,0,2,5,0,0,4,6,0,0,2,2,0,0,2,4,6,78,1,23,4,47,1,8,0,0,0,0,0,0,0,0,2,31,0,0,2,31,3,9,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,47,9,58,5,77,5,112,2,305,0
141,総数,南成瀬５丁目,70,471,279,192,70,471,279,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,471,70,471,0,0,0,0,2,12,1,9,1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,0,0,0,0,3,33,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,12,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,36,1,2,6,38,2,2,1,5,0,0,0,0,0,0,0,0,0,0,1,5,4,10,0,0,3,9,1,1,4,12,0,0,3,10,0,0,1,2,13,126,0,0,12,118,1,8,9,80,5,20,2,25,2,35,10,60,0,0,10,60,7,34,7,34,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,38,80,17,114,10,142,3,71,2,64,0
142,総数,南成瀬６丁目,29,169,71,98,29,169,71,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,169,29,169,0,0,0,0,2,4,1,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,59,0,0,1,3,0,0,0,0,2,15,2,3,0,0,0,0,1,31,1,2,1,5,0,0,1,3,0,0,0,0,1,3,0,0,0,0,0,0,5,17,1,4,4,13,0,0,2,5,0,0,0,0,0,0,2,5,3,55,0,0,3,55,0,0,3,10,3,10,0,0,0,0,0,0,0,0,0,0,2,7,2,7,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,45,4,27,2,23,0,0,2,74,0
143,総数,南成瀬７丁目,20,216,74,134,20,216,74,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,216,20,216,0,0,0,0,3,9,0,0,1,1,2,8,3,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,3,0,0,1,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,1,2,0,0,3,10,2,20,0,0,0,0,2,20,1,7,1,7,0,0,0,0,1,40,1,40,0,0,1,93,1,93,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,13,28,3,22,1,12,1,21,2,133,0
144,総数,南成瀬８丁目,8,53,40,13,8,53,40,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,53,8,53,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,3,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1,9,1,13,1,24,0,0,0
145,総数,三輪町,99,1324,459,865,99,1324,459,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1324,99,1324,0,0,0,0,22,77,6,26,3,6,13,45,5,15,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,15,280,0,0,0,0,0,0,0,0,1,1,1,7,0,0,0,0,4,141,1,3,7,126,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,8,20,1,2,7,18,0,0,3,4,0,0,1,1,0,0,2,3,4,37,0,0,4,37,0,0,8,36,5,10,1,3,2,23,9,369,6,292,3,77,11,416,5,322,1,1,5,93,0,0,0,0,0,0,12,59,0,0,0,0,2,8,1,1,3,22,0,0,6,28,0,0,0,0,0,0,0,0,63,133,9,58,15,197,2,49,10,887,0
146,総数,三輪緑山１丁目,29,129,66,63,29,129,66,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,129,29,129,0,0,0,0,3,12,0,0,3,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,15,0,0,0,0,0,0,1,15,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2,37,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,1,1,1,0,0,5,16,0,0,2,3,0,0,3,13,0,0,0,0,0,0,0,0,4,17,3,12,0,0,1,5,1,3,0,0,1,3,3,10,3,10,0,0,0,0,1,6,1,6,0,0,2,5,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,21,42,6,36,1,15,0,0,1,36,0
147,総数,三輪緑山２丁目,17,243,70,173,16,242,69,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,243,16,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,5,20,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,2,4,0,0,0,0,1,15,0,0,0,0,1,15,1,9,1,9,0,0,0,0,1,7,0,0,1,7,4,183,2,141,1,3,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,11,23,2,16,2,25,0,0,2,179,0
148,総数,三輪緑山３丁目,16,39,17,22,16,39,17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,39,16,39,0,0,0,0,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,1,1,0,0,1,6,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,1,1,0,0,1,1,0,0,1,4,1,4,0,0,0,0,4,9,0,0,4,9,3,7,2,4,0,0,1,3,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,13,23,3,16,0,0,0,0,0,0,0
