区市町村名,施設区分,施設名,所在地,緯度,経度,座標系,電話番号,備考
目黒区,社会教育会館,＊?東山社会教育館,目黒区東山3-24-2,35.647958,139.685394,JGD2011,03-3791-4611,
目黒区,社会教育会館,＊?目黒本町社会教育館,目黒区目黒本町2-1-20,35.625238,139.695228,JGD2011,03-3792-6321,
目黒区,社会教育会館,＊?中央町社会教育館,目黒区中央町2-4-18,35.632029,139.692371,JGD2011,03-3713-4127,
渋谷区,社会教育会館,＊?幡ヶ谷社会教育館,渋谷区幡ヶ谷2-50-2,35.679924,139.677310,JGD2011,03-3376-1541,
渋谷区,社会教育会館,＊?恵比寿社会教育館,渋谷区恵比寿2ｰ27ｰ18,35.645323,139.719616,JGD2011,03-3443-5777,
渋谷区,社会教育会館,＊?長谷戸社会教育館,渋谷区恵比寿西1ｰ23ｰ4,35.647069,139.706565,JGD2011,03-3463-8061,
渋谷区,社会教育会館,＊?千駄ヶ谷社会教育館,渋谷区千駄ヶ谷1-6-5,35.678101,139.709962,JGD2011,03-3497-0631,
渋谷区,社会教育会館,＊?上原社会教育館,渋谷区上原3-13-8,35.666503,139.678587,JGD2011,03-3481-031,
杉並区,社会教育会館,＊?社会教育センター,杉並区梅里1-22-32,35.697015,139.654103,JGD2011,03-3317-6621,
北区,社会教育会館,＊?赤羽文化センター,北区赤羽西1-6-1-301,35.777897,139.719388,JGD2011,03-3906-3911,
北区,社会教育会館,＊?中央公園文化センター,北区十条台1-2-1,35.753145,139.727279,JGD2011,03-3907-5661,
北区,社会教育会館,＊?滝野川文化センター,北区西ヶ原1-23-3,35.743446,139.747565,JGD2011,03-5394-1230,
足立区,社会教育会館,＊?佐野地域学習センター,足立区佐野2-43-5,35.788137,139.840248,JGD2011,03-3628-3273,
足立区,社会教育会館,＊?東和地域学習センター,足立区東和3-12-9,35.771113,139.839576,JGD2011,03-3628-6201,
足立区,社会教育会館,＊?花畑地域学習センター,足立区花畑4-16-8,35.802827,139.807458,JGD2011,03-3850-2618,
足立区,社会教育会館,＊?竹の塚地域学習センター,足立区竹の塚2-25-17,35.792631,139.794598,JGD2011,03-3850-3107,
足立区,社会教育会館,＊?梅田地域学習センター,足立区梅田7-33-1,35.770641,139.798287,JGD2011,03-3880-5322,
足立区,社会教育会館,＊?中央本町地域学習センター,足立区中央本町3-15-1,35.772250,139.809721,JGD2011,03-3852-1431,
足立区,社会教育会館,＊?舎人地域学習センター,足立区舎人1-3-26,35.806068,139.773204,JGD2011,03-3857-0008,
足立区,社会教育会館,＊?伊興地域学習センター,足立区伊興2-4-22,35.791207,139.780993,JGD2011,03-3857-6537,
足立区,社会教育会館,＊?鹿浜地域学習センター,足立区鹿浜6-8-1,35.783972,139.758271,JGD2011,03-3857-6551,
足立区,社会教育会館,＊?保塚地域学習センター,足立区保塚町7-16,35.786689,139.816103,JGD2011,03-3858-1502,
足立区,社会教育会館,＊?興本地域学習センター,足立区興野1-18-38,35.768306,139.782379,JGD2011,03-3889-0370,
足立区,社会教育会館,＊?江北地域学習センター,足立区江北3-39-4,35.775872,139.760074,JGD2011,03-3890-4522,
足立区,社会教育会館,＊?新田地域学習センター,足立区新田2-2-2,35.771499,139.738115,JGD2011,03-3912-3931,
武蔵野市,社会教育会館,＊?武蔵野市民会館,武蔵野市境2-3-7,35.705321,139.543332,JGD2011,0422-51-9144,
,,,,,,,,施設名の前に＊印のあるものは、各施設関連情報掲載サイトへのリンクがあります。
