区市町村名,施設区分,施設名,所在地,緯度,経度,座標系,電話番号,備考
八王子市,図書館,＊?中央図書館北野分室,八王子市北野町545-3,35.645539,139.354839,JGD2011,042-642-1350,
八王子市,図書館,＊?中央図書館みなみ野分室,八王子市みなみ野1-7-1片柳学園第3学生会館2階,35.632475,139.328288,JGD2011,042-637-3150,
立川市,図書館,＊?柴崎図書館,立川市柴崎町1-1-43,35.696668,139.406788,JGD2011,042-525-6177,
立川市,図書館,＊?多摩川図書館,立川市富士見町6-51-1,35.691210,139.393237,JGD2011,042-525-6905,
立川市,図書館,＊?錦図書館,立川市錦町3-12-25,35.691166,139.416413,JGD2011,042-525-7231,
立川市,図書館,＊?高松図書館,立川市高松町3-22-5,35.703004,139.419150,JGD2011,042-527-0015,
立川市,図書館,＊?中央図書館,立川市曙町2-36-2,35.702202,139.414096,JGD2011,042-528-6800,
立川市,図書館,＊?西砂図書館,立川市西砂町6-12-10,35.729611,139.372162,JGD2011,042-531-0432,
立川市,図書館,＊?上砂図書館,立川市上砂町1-13-1,35.720753,139.390496,JGD2011,042-535-1531,
立川市,図書館,＊?若葉図書館,立川市若葉町3-34-1,35.720211,139.439189,JGD2011,042-535-8841,
立川市,図書館,＊?幸図書館,立川市幸町5-83-1,35.725742,139.418449,JGD2011,042-536-8308,
武蔵野市,図書館,＊?吉祥寺図書館,武蔵野市吉祥寺本町1-21-13,35.705002,139.582266,JGD2011,0422-20-1011,
武蔵野市,図書館,＊?中央図書館,武蔵野市吉祥寺北町4-8-3,35.712514,139.566199,JGD2011,0422-51-5145,
武蔵野市,図書館,＊?武蔵野プレイス,武蔵野市境南2-3-18,35.701098,139.543716,JGD2011,0422-30-1900,
三鷹市,図書館,＊?西部図書館,三鷹市大沢2-6-47,35.680978,139.535786,JGD2011,0422-33-1311,
三鷹市,図書館,＊?三鷹図書館,三鷹市上連雀8-3-3,35.685261,139.558091,JGD2011,0422-43-9151,
三鷹市,図書館,下連雀図書館（閉館）,三鷹市下連雀6-13-13,35.688813,139.565334,JGD2011,0422-43-9159,
三鷹市,図書館,＊?東部図書館,三鷹市牟礼5-8-16,35.682750,139.578649,JGD2011,0422-49-3851,
三鷹市,図書館,＊?三鷹駅前図書館,三鷹市下連雀3-13-10,35.699520,139.563068,JGD2011,0422-71-0035,
三鷹市,図書館,＊?南部図書館みんなみ,三鷹市新川5-14-16,35.675223,139.568624,JGD2011,0422-76-5571,
青梅市,図書館,＊?青梅市長淵図書館,青梅市長淵6-492-1,35.780194,139.268855,JGD2011,0428-22-3249,
青梅市,図書館,＊?青梅市中央図書館,青梅市河辺町10-8-1,35.785364,139.285038,JGD2011,0428-22-4885,
青梅市,図書館,＊?青梅市大門図書館,青梅市大門2-288,35.796684,139.290865,JGD2011,0428-31-2251,
青梅市,図書館,＊?青梅市新町図書館,青梅市新町4-17-1,35.786079,139.304925,JGD2011,0428-31-7337,
青梅市,図書館,＊?青梅市今井図書館,青梅市今井2-908-1,35.806511,139.311031,JGD2011,0428-31-8600,
青梅市,図書館,＊?青梅市成木図書館,青梅市成木4-644,35.824159,139.248541,JGD2011,0428-74-5204,
青梅市,図書館,＊?青梅市小曾木図書館,青梅市小曾木3-1656-1,35.818065,139.275106,JGD2011,0428-74-5332,
青梅市,図書館,＊?青梅市梅郷図書館,青梅市梅郷3-749-1,35.786795,139.224431,JGD2011,0428-76-0404,
青梅市,図書館,＊?青梅市沢井図書館,青梅市沢井2-682,35.804713,139.196304,JGD2011,0428-78-8304,
青梅市,図書館,＊?青梅市青梅図書館,青梅市仲町268-9,35.791133,139.256520,JGD2011,0428-20-7150,
青梅市,図書館,＊?河辺市民センター,青梅市河辺町6-18-1,35.778488,139.293633,JGD2011,0428-22-4885,
青梅市,図書館,＊?東青梅市民センター,青梅市師岡町3-9-6,35.790631,139.282374,JGD2011,0428-24-8110,
府中市,図書館,＊?府中市立中央図書館,府中市府中町2-24,35.675990,139.483917,JGD2011,042-362-8647,
府中市,図書館,＊?府中市生涯学習センター図書館,府中市浅間町1-7,35.679002,139.496450,JGD2011,042-336-5702,
府中市,図書館,＊?府中市立是政図書館,府中市是政2-20,35.660879,139.495314,JGD2011,042-360-2882,
府中市,図書館,＊?府中市立白糸台図書館,府中市白糸台1-60,35.667077,139.506139,JGD2011,042-360-3443,
府中市,図書館,＊?府中市立四谷図書館,府中市四谷2-75,35.665286,139.445640,JGD2011,042-360-3663,
府中市,図書館,＊?府中市立住吉図書館,府中市住吉町1-61,35.660295,139.460277,JGD2011,042-360-5775,
府中市,図書館,＊?府中市立新町図書館,府中市新町1-66,35.687183,139.489386,JGD2011,042-360-6336,
府中市,図書館,＊?府中市立紅葉丘図書館,府中市紅葉丘2-1,35.676537,139.509247,JGD2011,042-360-7227,
府中市,図書館,＊?府中市立西府図書館,府中市西府町1-10,35.670894,139.456258,JGD2011,042-360-8998,
府中市,図書館,＊?府中市立片町図書館,府中市片町2-17,35.670274,139.469367,JGD2011,042-368-7117,
府中市,図書館,＊?府中市立押立図書館,府中市押立町5-4,35.653692,139.517809,JGD2011,042-483-4122,
府中市,図書館,＊?府中市立武蔵台図書館,府中市武蔵台2-2,35.688577,139.461418,JGD2011,042-576-6390,
府中市,図書館,＊?府中市立宮町図書館,府中市宮町3-1,35.668845,139.478691,JGD2011,042-364-3613,
昭島市,図書館,＊?市民図書館,昭島市東町2-6-33,35.705301,139.385190,JGD2011,042-543-1523,
昭島市,図書館,＊?昭島市民図書館昭和分館,昭島市松原町1-2-25,35.712915,139.357675,JGD2011,042-546-8851,
昭島市,図書館,＊?昭島市民図書館緑分館,昭島市緑町4-13-26,35.714198,139.344610,JGD2011,042-544-8818,
昭島市,図書館,＊?昭島市民図書館つつじが丘分室,昭島市つつじが丘3-1-30,35.714331,139.370987,JGD2011,042-545-5448,
昭島市,図書館,＊?昭島市民図書館やまのかみ分室,昭島市拝島町3-10-3,35.711009,139.335511,JGD2011,042-543-3947,
調布市,図書館,＊?調布市立中央図書館,調布市小島町2-33-1,35.650998,139.541309,JGD2011,042-441-6181,
調布市,図書館,＊?調布市立図書館国領分館,調布市国領町3-12-1,35.650885,139.560276,JGD2011,042-484-2000,
調布市,図書館,＊?調布市立図書館調和分館,調布市西つつじｹ丘4-22-6,35.651425,139.573649,JGD2011,042-485-2000,
調布市,図書館,＊?調布市立図書館深大寺分館,調布市深大寺北町5-17-3,35.678099,139.550478,JGD2011,042-485-3350,
調布市,図書館,＊?調布市立図書館神代分館,調布市西つつじｹ丘1-40-5,35.660732,139.569995,JGD2011,042-485-0054,
調布市,図書館,＊?調布市立図書館宮の下分館,調布市上石原3-34-10,35.651375,139.524822,JGD2011,042-486-5798,
調布市,図書館,＊?調布市立図書館緑ケ丘分館,調布市緑ｹ丘2-25,35.666937,139.586473,JGD2011,03-3300-7672,
調布市,図書館,＊?調布市立図書館富士見分館,調布市富士見町2-3-26,35.658401,139.539305,JGD2011,042-481-7664,
調布市,図書館,＊?調布市立図書館若葉分館,調布市若葉町3-16-13,35.654939,139.583998,JGD2011,03-3309-3411,
調布市,図書館,＊?調布市立図書館染地分館,調布市染地3-3-1,35.639832,139.555810,JGD2011,042-488-8393,
調布市,図書館,＊?調布市立図書館佐須分館,調布市佐須町4-42-2,35.658623,139.556195,JGD2011,042-485-1306,
町田市,図書館,＊?町田市立金森図書館,町田市金森東3-5-1,35.533448,139.465968,JGD2011,042-710-1717,
町田市,図書館,＊?町田市立さるびあ図書館,町田市中町2-13-23,35.551439,139.444204,JGD2011,042-722-3768,
町田市,図書館,＊?町田市立中央図書館,町田市原町田3-2-9,35.540451,139.450363,JGD2011,042-728-8220,
町田市,図書館,＊?町田市立鶴川図書館,町田市鶴川6-7-2-1-101,35.590544,139.469124,JGD2011,042-737-0263,
町田市,図書館,＊?町田市立堺図書館,町田市相原町795-1,35.604272,139.333395,JGD2011,042-774-2131,
町田市,図書館,＊?町田市立木曽山崎図書館,町田市山崎町2160,35.569874,139.435136,JGD2011,042-793-6767,
町田市,図書館,＊?町田市立鶴川駅前図書館,町田市能ヶ谷1-2-1和光大学ポプリホール鶴川２階,35.582856,139.478917,JGD2011,042-737-0263,
町田市,図書館,＊?忠生図書館,町田市忠生3-14-2,35.578447,139.416018,JGD2011,042-792-3450,
小金井市,図書館,＊?小金井市立図書館,小金井市本町1-1-32,35.697700,139.510624,JGD2011,042-383-1138,
小金井市,図書館,＊?小金井市立図書館貫井北分室,小金井市貫井北町1-11-12,35.702321,139.497695,JGD2011,042-385-3561,
小金井市,図書館,＊?小金井市立図書館東分室,小金井市東町1-39-1,35.693990,139.526627,JGD2011,042-383-4550,
小金井市,図書館,＊?西之台会館図書室,小金井市前原町3-8-1,35.693872,139.499611,JGD2011,042-385-9563,
小金井市,図書館,＊?小金井市立図書館緑分室,小金井市緑町3-3-23,35.709552,139.516375,JGD2011,042-387-7302,
小平市,図書館,＊?小平市立喜平図書館,小平市喜平町3-3-18,35.717330,139.490929,JGD2011,042-325-1300,
小平市,図書館,＊?小平市中央図書館上水南分室,小平市上水南町1-27-1,35.713091,139.483708,JGD2011,042-325-4151,
小平市,図書館,＊?小平市立津田図書館,小平市津田町3-11-1,35.720770,139.470078,JGD2011,042-341-1245,
小平市,図書館,＊?小平市大沼図書館,小平市大沼町7-1-17,35.735394,139.497223,JGD2011,042-342-2001,
小平市,図書館,＊?小平市立小川西町図書館,小平市小川西町4-10-13,35.735126,139.461798,JGD2011,042-343-1200,
小平市,図書館,＊?小平市立上宿図書館,小平市小川町1-345,35.730160,139.439591,JGD2011,042-344-3360,
小平市,図書館,＊?小平市立仲町図書館,小平市仲町145,35.730896,139.484917,JGD2011,042-344-7151,
小平市,図書館,＊?小平市中央図書館,小平市小川町2-1325,35.727774,139.476668,JGD2011,042-345-1246,
小平市,図書館,＊?小平市中央図書館小川分室,小平市小川町1-1012,35.725788,139.459270,JGD2011,042-345-3877,
小平市,図書館,＊?小平市中央図書館花小金井北分室,小平市花小金井5-41-3,35.734251,139.510261,JGD2011,042-463-8377,
小平市,図書館,＊?小平市立花小金井図書館,小平市花小金井1-8-1,35.727919,139.514084,JGD2011,042-467-1215,
日野市,図書館,＊?日野市立中央図書館,日野市豊田2-49,35.656140,139.382312,JGD2011,042-586-0584,
日野市,図書館,＊?日野市立多摩平図書館,日野市多摩平2-9,35.663342,139.381620,JGD2011,042-583-2561,
日野市,図書館,＊?日野市立日野図書館,日野市日野本町7-5-14,35.678763,139.399530,JGD2011,042-584-0467,
日野市,図書館,＊?日野市立市政図書室,日野市神明1-12-1,35.670496,139.395606,JGD2011,042-585-1111,
日野市,図書館,＊?日野市立高幡図書館,日野市三沢4-1-12,35.658848,139.413430,JGD2011,042-591-7322,
日野市,図書館,＊?日野市立平山図書館,日野市平山5-18-2,35.647160,139.380424,JGD2011,042-591-7772,
日野市,図書館,＊?日野市立百草図書館,日野市百草204-1,35.657732,139.430940,JGD2011,042-594-4646,
東村山市,図書館,＊?東村山市立秋津図書館,東村山市秋津町2-17-10,35.771077,139.486551,JGD2011,042-391-0930,
東村山市,図書館,＊?東村山市立廻田図書館,東村山市廻田町4-19-1,35.759625,139.452116,JGD2011,042-392-2334,
東村山市,図書館,＊?東村山市立萩山図書館,東村山市萩山町2-13-1,35.742237,139.477747,JGD2011,042-393-3172,
東村山市,図書館,＊?東村山市立中央図書館,東村山市本町1-1-10,35.755270,139.468207,JGD2011,042-394-2900,
東村山市,図書館,＊?東村山市立富士見図書館,東村山市富士見町1-7-35,35.743996,139.461275,JGD2011,042-395-7241,
国分寺市,図書館,＊?並木図書館,国分寺市並木町2-12-3,35.715824,139.453219,JGD2011,042-321-9972,
国分寺市,図書館,＊?恋ケ窪図書館,国分寺市西恋ｹ窪4-12-8,35.707761,139.464256,JGD2011,042-324-1927,
国分寺市,図書館,＊?本多図書館,国分寺市本多1-7-1,35.705288,139.482492,JGD2011,042-324-2022,
国分寺市,図書館,＊?もとまち図書館,国分寺市東元町2-3-13,35.692093,139.483070,JGD2011,042-325-4222,
国分寺市,図書館,＊?光図書館,国分寺市光町3-13-19,35.707810,139.443193,JGD2011,042-576-5907,
国分寺市,図書館,＊?本多図書館駅前分館,国分寺市本町4-1-9国分寺本町クリスタルビル4階,35.700596,139.478077,JGD2011,042-324-0505,
国立市,図書館,＊?くにたち中央図書館,国立市富士見台2-34,35.685151,139.444416,JGD2011,042-576-0161,
国立市,図書館,＊?くにたち中央図書館青柳分室,国立市青柳244,35.683198,139.423542,JGD2011,042-540-7367,
国立市,図書館,＊?くにたち中央図書館谷保東分室,国立市谷保135-1,35.686397,139.430056,JGD2011,042-580-7214,
国立市,図書館,＊?くにたち中央図書館下谷保分室,国立市谷保5066,35.679625,139.448808,JGD2011,042-580-7215,
国立市,図書館,＊?くにたち中央図書館南市民プラザ分室,国立市泉2-3-21号棟1階,35.674543,139.430661,JGD2011,042-580-7216,
国立市,図書館,＊?くにたち中央図書館東分室,国立市東3-18-32,35.691456,139.454847,JGD2011,042-580-7219,
国立市,図書館,＊?くにたち北市民プラザ図書館,国立市北3-1-19号棟1階,35.699365,139.432662,JGD2011,042-580-7220,
福生市,図書館,＊?福生市立わかたけ図書館,福生市熊川199-1,35.718119,139.335002,JGD2011,042-551-0083,
福生市,図書館,＊?福生市立わかぎり図書館,福生市福生1280-1,35.746199,139.320912,JGD2011,042-552-7421,
福生市,図書館,＊?福生市立中央図書館,福生市熊川850-1,35.732073,139.337586,JGD2011,042-553-3111,
福生市,図書館,＊?福生市立武蔵野台図書館,福生市武蔵野台1-12-2,35.746833,139.333943,JGD2011,042-553-8881,
狛江市,図書館,＊?狛江市立中央図書館,狛江市和泉本町1-1-5,35.634887,139.578748,JGD2011,03-3488-4414,
東大和市,図書館,＊?東大和市立中央図書館,東大和市中央3-930,35.745395,139.426625,JGD2011,042-564-2454,
東大和市,図書館,＊?東大和市立桜が丘図書館,東大和市桜が丘3-44-13,35.733817,139.420084,JGD2011,042-567-2231,
東大和市,図書館,＊?東大和市立清原図書館,東大和市清原4-1,35.740808,139.447211,JGD2011,042-564-2944,
清瀬市,図書館,＊?清瀬市立駅前図書館,清瀬市元町1-4-5クレア4階,35.773277,139.520536,JGD2011,042-492-8751,
清瀬市,図書館,＊?清瀬市立野塩図書館,清瀬市野塩1-322-2野塩地域市民センター内,35.779157,139.499467,JGD2011,042-493-4086,
清瀬市,図書館,＊?清瀬市立中央図書館,清瀬市梅園1-1-21,35.773147,139.511149,JGD2011,042-493-4326,
清瀬市,図書館,＊?清瀬市立竹丘図書館,清瀬市竹丘1-11-1竹丘地域市民センター内,35.765895,139.511508,JGD2011,042-495-1555,
清瀬市,図書館,＊?清瀬市立下宿図書館,清瀬市下宿2-524-1下宿地域市民センター内,35.797546,139.533297,JGD2011,042-495-5432,
清瀬市,図書館,＊?清瀬市立元町こども図書館,清瀬市元町1-6-6清瀬けやきホール内,35.774685,139.519584,JGD2011,042-495-8666,
東久留米市,図書館,＊?東久留米市立東部図書館,東久留米市大門町2-10-5東部地域センター内,35.764827,139.540862,JGD2011,042-470-8022,
東久留米市,図書館,＊?東久留米市立ひばりが丘図書館,東久留米市ひばりが丘団地185南部地域センター内,35.746564,139.534329,JGD2011,042-463-3996,
東久留米市,図書館,＊?東久留米市立滝山図書館,東久留米市滝山4-1-10西部地域センター内,35.744878,139.504401,JGD2011,042-471-7216,
東久留米市,図書館,＊?東久留米市立中央図書館,東久留米市中央町2-6-23,35.755517,139.522346,JGD2011,042-475-4646,
武蔵村山市,図書館,＊?残堀・伊奈平地区図書館,武蔵村山市残堀1-60-3,35.746169,139.375101,JGD2011,042-560-0171,
武蔵村山市,図書館,＊?三ツ木地区図書館,武蔵村山市三ﾂ木2-39-2,35.758531,139.368584,JGD2011,042-560-3301,
武蔵村山市,図書館,＊?大南地区図書館,武蔵村山市大南5-1-69,35.735662,139.405840,JGD2011,042-562-3243,
武蔵村山市,図書館,＊?雷塚地区図書館,武蔵村山市学園4-4,35.745877,139.400497,JGD2011,042-564-1284,
武蔵村山市,図書館,＊?中藤地区図書館,武蔵村山市中藤3-16,35.756927,139.400763,JGD2011,042-565-0112,
武蔵村山市,図書館,＊?中久保図書館,武蔵村山市本町2-77-1,35.754543,139.382963,JGD2011,042-569-1501,
多摩市,図書館,＊?多摩市立図書館,多摩市落合2-29,35.617488,139.425113,JGD2011,042-373-7955,
多摩市,図書館,＊?多摩市立東寺方図書館,多摩市東寺方626-7,35.643294,139.437744,JGD2011,042-371-2242,
多摩市,図書館,＊?多摩市立豊ヶ丘図書館,多摩市豊ヶ丘5-6,35.614553,139.434715,JGD2011,042-374-6581,
多摩市,図書館,＊?多摩市立関戸図書館,多摩市関戸1-1-5ザ・スクエア2階,35.651683,139.446089,JGD2011,042-371-1004,
多摩市,図書館,＊?多摩市立聖ヶ丘図書館,多摩市聖ヶ丘2-21-1,35.630976,139.458074,JGD2011,042-339-7333,
多摩市,図書館,＊?多摩市立永山図書館,多摩市永山1-5ベルブ永山3階,35.628260,139.448429,JGD2011,042-337-6211,
多摩市,図書館,＊?多摩市立唐木田図書館,多摩市鶴牧6-14,35.611895,139.425901,JGD2011,042-338-0660,
多摩市,図書館,＊?多摩市立図書館行政資料室,多摩市関戸6-12-1,35.637149,139.446295,JGD2011,042-338-6888,
稲城市,図書館,＊?稲城市立中央図書館,稲城市向陽台4-6-18,35.645642,139.488417,JGD2011,042-378-7124,
稲城市,図書館,＊?稲城市立第一図書館,稲城市東長沼2111,35.638078,139.503749,JGD2011,042-377-2123,
稲城市,図書館,＊?稲城市立第二図書館,稲城市矢野口1780,35.634849,139.518967,JGD2011,042-377-1866,
稲城市,図書館,＊?稲城市立第三図書館,稲城市平尾1-20-5,35.613117,139.492461,JGD2011,042-331-1439,
稲城市,図書館,＊?稲城市立第四図書館,稲城市東長沼271,35.645914,139.505366,JGD2011,042-378-2401,
稲城市,図書館,＊?稲城市立iプラザ図書館,稲城市若葉台2-5-2,35.621149,139.472184,JGD2011,042-331-1731,
羽村市,図書館,＊?羽村市図書館,羽村市緑ヶ丘2-11-2,35.764333,139.316618,JGD2011,042-554-2280,
羽村市,図書館,＊?羽村市図書館小作台図書室,羽村市小作台5-6-4,35.774731,139.300783,JGD2011,042-579-1523,
羽村市,図書館,＊?羽村市図書館加美分室,羽村市羽加美3-10-12,35.764221,139.302333,JGD2011,042-554-0130,
羽村市,図書館,＊?羽村市図書館富士見平分室,羽村市富士見平1-18,35.765932,139.325657,JGD2011,042-555-5301,
羽村市,図書館,＊?羽村市図書館川崎分室,羽村市川崎4-2-4,35.753009,139.316964,JGD2011,042-554-7225,
あきる野市,図書館,＊?東部図書館エル,あきる野市野辺39-27,35.725236,139.315717,JGD2011,042-550-5959,
あきる野市,図書館,＊?五日市図書館,あきる野市五日市368,35.729872,139.222342,JGD2011,042-595-0236,
あきる野市,図書館,＊?中央図書館??増戸分室,あきる野市伊奈1157-5,35.727463,139.247615,JGD2011,042-596-0109,
あきる野市,図書館,＊?中央図書館,あきる野市秋川1-16-2,35.730652,139.288709,JGD2011,042-558-1108,
西東京市,図書館,＊?西東京市中央図書館,西東京市南町5-6-11,35.726018,139.537789,JGD2011,042-465-0823,
西東京市,図書館,＊?西東京市保谷駅前図書館,西東京市東町3-14-30ステア4階,35.748151,139.567256,JGD2011,042-421-3060,
西東京市,図書館,＊?西東京市芝久保図書館,西東京市芝久保町5-4-48,35.732690,139.528134,JGD2011,042-465-9825,
西東京市,図書館,＊?西東京市谷戸図書館,西東京市谷戸町1-17-2,35.741248,139.543950,JGD2011,042-421-4545,
西東京市,図書館,＊?西東京市柳沢図書館,西東京市柳沢1-15-1,35.728384,139.553957,JGD2011,042-464-8240,
西東京市,図書館,＊?西東京市ひばりが丘図書館,西東京市ひばりが丘1-2-1,35.751801,139.543560,JGD2011,042-424-0264,
西東京市,図書館,＊?新町福祉会館図書サービス,西東京市新町5-2-7,35.712960,139.536402,JGD2011,0422-55-1783,
瑞穂町,図書館,＊?元狭山ふるさと思い出館図書室,瑞穂町二本木710,35.789626,139.354843,JGD2011,042-556-3233,
瑞穂町,図書館,＊?殿ケ谷図書室,瑞穂町殿ｹ谷988,35.765225,139.363774,JGD2011,042-513-9810,
瑞穂町,図書館,＊?長岡コミュニティセンター図書室,瑞穂町箱根ケ崎１１８０番地長岡コミュニティセンター内,35.780933,139.337174,JGD2011,042-557-5980,
瑞穂町,図書館,＊?瑞穂町図書館,瑞穂町石畑1962,35.774735,139.356719,JGD2011,042-557-5614,
瑞穂町,図書館,＊?武蔵野コミュニティーセンター図書室,瑞穂町むさし野1-5瑞穂アパート27号棟武蔵野コミュニティセンター内,35.761580,139.339706,JGD2011,042-533-4606,
日の出町,図書館,＊?日の出町立図書館大久野分室,日の出町大字大久野1167-6,35.745199,139.235803,JGD2011,042-597-5747,
日の出町,図書館,＊?日の出町立図書館,日の出町平井2780,35.742186,139.256972,JGD2011,042-597-3496,
檜原村,図書館,＊?檜原村立図書館,東京都西多摩郡檜原村621-1,35.730768,139.143517,JGD2011,042-598-1160,
奥多摩町,図書館,＊?奥多摩町立氷川図書館,奥多摩町氷川199-ロ奥多摩町福祉会館内,35.808780,139.097301,JGD2011,0428-83-8227,
奥多摩町,図書館,＊?奥多摩町立古里図書館,奥多摩町小丹波82奥多摩文化会館内,35.815303,139.149913,JGD2011,0428-85-1618,
大島町,図書館,大島町図書館,大島町元町1-15,34.753087,139.354149,JGD2011,04992-2-2392,
神津島村,図書館,＊?神津島村図書館,神津島村974,34.205111,139.139350,JGD2011,04992-8-0405,
三宅村,図書館,＊?三宅村立図書館,三宅村阿古497,34.075968,139.479169,JGD2011,04994-5-1453,
八丈町,図書館,＊?八丈町立図書館,八丈町三根26-6,33.113517,139.792649,JGD2011,04996-2-0797,
青ヶ島村,図書館,＊?青ヶ島村立図書館,東京都青ヶ島村無番地,32.466577,139.763753,JGD2011,04996-9-0201,
,,,,,,,,施設名の前に＊印のあるものは、各施設関連情報掲載サイトへのリンクがあります。
