地域階層,地域コード,地域,年齢階層,年齢,総数／計(人),総数／男(人),総数／女(人),日本人／計(人),日本人／男(人),日本人／女(人),外国人／計(人),外国人／男(人),外国人／女(人)
4,13205,青梅市,1,25～29,5834,3164,2670,5517,2983,2534,317,181,136
4,13205,青梅市,1,30～34,5686,3083,2603,5426,2933,2493,260,150,110
4,13205,青梅市,1,35～39,6623,3516,3107,6436,3434,3002,187,82,105
4,13205,青梅市,1,40～44,7599,3981,3618,7418,3910,3508,181,71,110
4,13205,青梅市,1,45～49,9679,5066,4613,9514,5017,4497,165,49,116
4,13205,青梅市,1,50～54,10699,5700,4999,10506,5649,4857,193,51,142
4,13205,青梅市,1,55～59,9592,4979,4613,9416,4927,4489,176,52,124
4,13205,青梅市,1,60～64,8470,4414,4056,8353,4372,3981,117,42,75
4,13205,青梅市,1,65～69,8506,4264,4242,8434,4243,4191,72,21,51
4,13205,青梅市,1,70～74,10968,5331,5637,10923,5315,5608,45,16,29
4,13205,青梅市,1,75～79,8697,3957,4740,8668,3942,4726,29,15,14
4,13205,青梅市,1,80～84,6594,2950,3644,6576,2942,3634,18,8,10
4,13205,青梅市,1,85～89,4036,1561,2475,4026,1556,2470,10,5,5
4,13205,青梅市,1,90～94,1814,491,1323,1808,490,1318,6,1,5
4,13205,青梅市,1,95～99,554,109,445,554,109,445,-,-,-
4,13205,青梅市,1,100以上,83,9,74,83,9,74,-,-,-
4,13205,青梅市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13206,府中市,0,総数,259924,130035,129889,254259,127491,126768,5665,2544,3121
4,13206,府中市,1,0～4,9096,4729,4367,8920,4643,4277,176,86,90
4,13206,府中市,1,5～9,11507,5854,5653,11334,5757,5577,173,97,76
4,13206,府中市,1,10～14,11954,6154,5800,11839,6085,5754,115,69,46
4,13206,府中市,1,15～19,12058,6211,5847,11875,6130,5745,183,81,102
4,13206,府中市,1,20～24,15233,7738,7495,14349,7374,6975,884,364,520
4,13206,府中市,1,25～29,14923,7755,7168,14025,7281,6744,898,474,424
4,13206,府中市,1,30～34,14356,7425,6931,13715,7082,6633,641,343,298
4,13206,府中市,1,35～39,16717,8621,8096,16201,8364,7837,516,257,259
4,13206,府中市,1,40～44,18529,9577,8952,18035,9380,8655,494,197,297
4,13206,府中市,1,45～49,21353,11046,10307,20967,10896,10071,386,150,236
4,13206,府中市,1,50～54,22693,11787,10906,22325,11671,10654,368,116,252
4,13206,府中市,1,55～59,18954,9942,9012,18637,9836,8801,317,106,211
4,13206,府中市,1,60～64,14449,7554,6895,14220,7473,6747,229,81,148
4,13206,府中市,1,65～69,12050,6059,5991,11945,6012,5933,105,47,58
4,13206,府中市,1,70～74,14473,7012,7461,14401,6980,7421,72,32,40
4,13206,府中市,1,75～79,11740,5127,6613,11697,5104,6593,43,23,20
4,13206,府中市,1,80～84,9364,3903,5461,9329,3891,5438,35,12,23
4,13206,府中市,1,85～89,6476,2393,4083,6459,2388,4071,17,5,12
4,13206,府中市,1,90～94,3041,935,2106,3034,933,2101,7,2,5
4,13206,府中市,1,95～99,835,201,634,829,199,630,6,2,4
4,13206,府中市,1,100以上,123,12,111,123,12,111,-,-,-
4,13206,府中市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13207,昭島市,0,総数,114259,56769,57490,111346,55427,55919,2913,1342,1571
4,13207,昭島市,1,0～4,4209,2175,2034,4111,2125,1986,98,50,48
4,13207,昭島市,1,5～9,4819,2413,2406,4739,2373,2366,80,40,40
4,13207,昭島市,1,10～14,4903,2498,2405,4826,2455,2371,77,43,34
4,13207,昭島市,1,15～19,4915,2512,2403,4831,2467,2364,84,45,39
4,13207,昭島市,1,20～24,5511,2820,2691,5252,2680,2572,259,140,119
4,13207,昭島市,1,25～29,6066,3146,2920,5691,2957,2734,375,189,186
4,13207,昭島市,1,30～34,6484,3364,3120,6136,3189,2947,348,175,173
4,13207,昭島市,1,35～39,7182,3746,3436,6898,3598,3300,284,148,136
4,13207,昭島市,1,40～44,7842,4131,3711,7599,4031,3568,243,100,143
4,13207,昭島市,1,45～49,8879,4654,4225,8652,4564,4088,227,90,137
4,13207,昭島市,1,50～54,8955,4657,4298,8704,4564,4140,251,93,158
4,13207,昭島市,1,55～59,7735,3989,3746,7553,3927,3626,182,62,120
4,13207,昭島市,1,60～64,6482,3288,3194,6338,3221,3117,144,67,77
4,13207,昭島市,1,65～69,6499,3188,3311,6408,3152,3256,91,36,55
4,13207,昭島市,1,70～74,7927,3753,4174,7869,3729,4140,58,24,34
4,13207,昭島市,1,75～79,6222,2863,3359,6173,2839,3334,49,24,25
4,13207,昭島市,1,80～84,4841,1988,2853,4803,1980,2823,38,8,30
4,13207,昭島市,1,85～89,2994,1099,1895,2976,1092,1884,18,7,11
4,13207,昭島市,1,90～94,1353,399,954,1348,398,950,5,1,4
4,13207,昭島市,1,95～99,384,80,304,382,80,302,2,-,2
4,13207,昭島市,1,100以上,57,6,51,57,6,51,-,-,-
4,13207,昭島市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13208,調布市,0,総数,238505,116003,122502,233672,113565,120107,4833,2438,2395
4,13208,調布市,1,0～4,8971,4573,4398,8825,4490,4335,146,83,63
4,13208,調布市,1,5～9,10377,5243,5134,10264,5198,5066,113,45,68
4,13208,調布市,1,10～14,9926,5110,4816,9847,5071,4776,79,39,40
4,13208,調布市,1,15～19,9939,5032,4907,9837,4980,4857,102,52,50
4,13208,調布市,1,20～24,13641,6879,6762,13122,6552,6570,519,327,192
4,13208,調布市,1,25～29,15022,7389,7633,14290,6963,7327,732,426,306
4,13208,調布市,1,30～34,14372,7013,7359,13704,6655,7049,668,358,310
4,13208,調布市,1,35～39,16493,8249,8244,16000,7994,8006,493,255,238
4,13208,調布市,1,40～44,17843,9009,8834,17417,8808,8609,426,201,225
4,13208,調布市,1,45～49,19753,9967,9786,19416,9820,9596,337,147,190
4,13208,調布市,1,50～54,20287,10153,10134,19963,10012,9951,324,141,183
4,13208,調布市,1,55～59,17113,8659,8454,16844,8564,8280,269,95,174
4,13208,調布市,1,60～64,12966,6547,6419,12781,6473,6308,185,74,111
4,13208,調布市,1,65～69,10658,5249,5409,10486,5168,5318,172,81,91
4,13208,調布市,1,70～74,12416,5824,6592,12321,5774,6547,95,50,45
4,13208,調布市,1,75～79,10169,4379,5790,10110,4358,5752,59,21,38
4,13208,調布市,1,80～84,8457,3378,5079,8402,3352,5050,55,26,29
4,13208,調布市,1,85～89,6212,2230,3982,6174,2217,3957,38,13,25
4,13208,調布市,1,90～94,2999,931,2068,2982,927,2055,17,4,13
4,13208,調布市,1,95～99,802,179,623,799,179,620,3,-,3
4,13208,調布市,1,100以上,89,10,79,88,10,78,1,-,1
4,13208,調布市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13209,町田市,0,総数,430831,210535,220296,422759,206586,216173,8072,3949,4123
4,13209,町田市,1,0～4,13766,7060,6706,13456,6893,6563,310,167,143
4,13209,町田市,1,5～9,17196,8867,8329,16897,8717,8180,299,150,149
4,13209,町田市,1,10～14,19414,9961,9453,19221,9863,9358,193,98,95
4,13209,町田市,1,15～19,21269,10852,10417,21073,10750,10323,196,102,94
4,13209,町田市,1,20～24,23848,12129,11719,22871,11622,11249,977,507,470
4,13209,町田市,1,25～29,20384,10393,9991,19202,9760,9442,1182,633,549
4,13209,町田市,1,30～34,19782,10101,9681,18765,9547,9218,1017,554,463
4,13209,町田市,1,35～39,23506,11997,11509,22688,11580,11108,818,417,401
4,13209,町田市,1,40～44,27487,13938,13549,26730,13595,13135,757,343,414
4,13209,町田市,1,45～49,34356,17313,17043,33782,17049,16733,574,264,310
4,13209,町田市,1,50～54,37881,19273,18608,37319,19067,18252,562,206,356
4,13209,町田市,1,55～59,30385,15671,14714,29953,15491,14462,432,180,252
4,13209,町田市,1,60～64,24340,12103,12237,24046,11985,12061,294,118,176
4,13209,町田市,1,65～69,22244,10739,11505,22077,10666,11411,167,73,94
4,13209,町田市,1,70～74,28022,12877,15145,27895,12820,15075,127,57,70
4,13209,町田市,1,75～79,24859,10833,14026,24786,10791,13995,73,42,31
4,13209,町田市,1,80～84,21216,8926,12290,21168,8905,12263,48,21,27
4,13209,町田市,1,85～89,13365,5265,8100,13342,5257,8085,23,8,15
4,13209,町田市,1,90～94,5724,1864,3860,5708,1857,3851,16,7,9
4,13209,町田市,1,95～99,1564,349,1215,1559,348,1211,5,1,4
4,13209,町田市,1,100以上,223,24,199,221,23,198,2,1,1
4,13209,町田市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13210,小金井市,0,総数,124756,61376,63380,121782,59901,61881,2974,1475,1499
4,13210,小金井市,1,0～4,5102,2533,2569,4995,2473,2522,107,60,47
4,13210,小金井市,1,5～9,5607,2895,2712,5494,2848,2646,113,47,66
4,13210,小金井市,1,10～14,5050,2591,2459,4975,2550,2425,75,41,34
4,13210,小金井市,1,15～19,4995,2570,2425,4916,2527,2389,79,43,36
4,13210,小金井市,1,20～24,7620,3891,3729,7193,3681,3512,427,210,217
4,13210,小金井市,1,25～29,8361,4145,4216,7833,3836,3997,528,309,219
4,13210,小金井市,1,30～34,8301,4110,4191,7900,3915,3985,401,195,206
4,13210,小金井市,1,35～39,8855,4475,4380,8517,4314,4203,338,161,177
4,13210,小金井市,1,40～44,9059,4642,4417,8826,4539,4287,233,103,130
4,13210,小金井市,1,45～49,9443,4809,4634,9261,4720,4541,182,89,93
4,13210,小金井市,1,50～54,9620,4817,4803,9431,4738,4693,189,79,110
4,13210,小金井市,1,55～59,8772,4455,4317,8652,4410,4242,120,45,75
4,13210,小金井市,1,60～64,7333,3767,3566,7250,3725,3525,83,42,41
4,13210,小金井市,1,65～69,5866,2999,2867,5831,2984,2847,35,15,20
4,13210,小金井市,1,70～74,6552,3114,3438,6523,3096,3427,29,18,11
4,13210,小金井市,1,75～79,5113,2331,2782,5095,2321,2774,18,10,8
4,13210,小金井市,1,80～84,3983,1577,2406,3973,1572,2401,10,5,5
4,13210,小金井市,1,85～89,3014,1086,1928,3010,1084,1926,4,2,2
4,13210,小金井市,1,90～94,1606,466,1140,1603,465,1138,3,1,2
4,13210,小金井市,1,95～99,429,93,336,429,93,336,-,-,-
4,13210,小金井市,1,100以上,75,10,65,75,10,65,-,-,-
4,13210,小金井市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13211,小平市,0,総数,196924,96432,100492,191466,93864,97602,5458,2568,2890
4,13211,小平市,1,0～4,7652,3930,3722,7490,3839,3651,162,91,71
4,13211,小平市,1,5～9,8941,4638,4303,8805,4571,4234,136,67,69
4,13211,小平市,1,10～14,8784,4504,4280,8679,4458,4221,105,46,59
4,13211,小平市,1,15～19,8975,4616,4359,8680,4471,4209,295,145,150
4,13211,小平市,1,20～24,11860,5841,6019,10603,5250,5353,1257,591,666
4,13211,小平市,1,25～29,10909,5459,5450,10084,5037,5047,825,422,403
4,13211,小平市,1,30～34,11005,5505,5500,10392,5196,5196,613,309,304
4,13211,小平市,1,35～39,12592,6355,6237,12129,6131,5998,463,224,239
4,13211,小平市,1,40～44,13511,6986,6525,13129,6812,6317,382,174,208
4,13211,小平市,1,45～49,15139,7746,7393,14848,7618,7230,291,128,163
4,13211,小平市,1,50～54,15693,7885,7808,15424,7783,7641,269,102,167
4,13211,小平市,1,55～59,14043,7155,6888,13800,7059,6741,243,96,147
4,13211,小平市,1,60～64,11550,5766,5784,11398,5706,5692,152,60,92
4,13211,小平市,1,65～69,9534,4713,4821,9441,4667,4774,93,46,47
4,13211,小平市,1,70～74,11054,5262,5792,10981,5228,5753,73,34,39
4,13211,小平市,1,75～79,9083,4024,5059,9036,4006,5030,47,18,29
4,13211,小平市,1,80～84,7521,2985,4536,7493,2976,4517,28,9,19
4,13211,小平市,1,85～89,5636,2084,3552,5622,2081,3541,14,3,11
4,13211,小平市,1,90～94,2618,800,1818,2609,797,1812,9,3,6
4,13211,小平市,1,95～99,709,162,547,709,162,547,-,-,-
4,13211,小平市,1,100以上,115,16,99,114,16,98,1,-,1
4,13211,小平市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13212,日野市,0,総数,187254,93632,93622,183744,91884,91860,3510,1748,1762
4,13212,日野市,1,0～4,6712,3522,3190,6618,3479,3139,94,43,51
4,13212,日野市,1,5～9,7977,4087,3890,7877,4034,3843,100,53,47
4,13212,日野市,1,10～14,8071,4132,3939,7980,4087,3893,91,45,46
4,13212,日野市,1,15～19,8507,4401,4106,8407,4346,4061,100,55,45
4,13212,日野市,1,20～24,10628,5495,5133,10065,5182,4883,563,313,250
4,13212,日野市,1,25～29,10637,5566,5071,10037,5213,4824,600,353,247
4,13212,日野市,1,30～34,10468,5436,5032,10043,5200,4843,425,236,189
4,13212,日野市,1,35～39,11593,6052,5541,11276,5891,5385,317,161,156
4,13212,日野市,1,40～44,12637,6568,6069,12327,6430,5897,310,138,172
4,13212,日野市,1,45～49,14796,7700,7096,14564,7607,6957,232,93,139
4,13212,日野市,1,50～54,15694,8249,7445,15462,8170,7292,232,79,153
4,13212,日野市,1,55～59,13069,6920,6149,12894,6852,6042,175,68,107
4,13212,日野市,1,60～64,9851,5088,4763,9751,5050,4701,100,38,62
4,13212,日野市,1,65～69,8775,4306,4469,8703,4275,4428,72,31,41
4,13212,日野市,1,70～74,11217,5193,6024,11176,5175,6001,41,18,23
4,13212,日野市,1,75～79,9886,4299,5587,9850,4287,5563,36,12,24
4,13212,日野市,1,80～84,8274,3538,4736,8260,3530,4730,14,8,6
4,13212,日野市,1,85～89,5358,2093,3265,5351,2090,3261,7,3,4
4,13212,日野市,1,90～94,2381,821,1560,2380,820,1560,1,1,-
4,13212,日野市,1,95～99,639,158,481,639,158,481,-,-,-
4,13212,日野市,1,100以上,84,8,76,84,8,76,-,-,-
4,13212,日野市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13213,東村山市,0,総数,151814,73931,77883,148522,72346,76176,3292,1585,1707
4,13213,東村山市,1,0～4,5204,2680,2524,5063,2608,2455,141,72,69
4,13213,東村山市,1,5～9,5871,2972,2899,5728,2890,2838,143,82,61
4,13213,東村山市,1,10～14,6542,3412,3130,6458,3371,3087,84,41,43
4,13213,東村山市,1,15～19,6714,3412,3302,6619,3360,3259,95,52,43
4,13213,東村山市,1,20～24,7783,3953,3830,7490,3772,3718,293,181,112
4,13213,東村山市,1,25～29,7370,3619,3751,6984,3384,3600,386,235,151
4,13213,東村山市,1,30～34,7754,3877,3877,7343,3685,3658,411,192,219
4,13213,東村山市,1,35～39,8802,4498,4304,8427,4306,4121,375,192,183
4,13213,東村山市,1,40～44,9824,4997,4827,9507,4849,4658,317,148,169
4,13213,東村山市,1,45～49,11679,5977,5702,11403,5866,5537,276,111,165
4,13213,東村山市,1,50～54,12843,6517,6326,12570,6427,6143,273,90,183
4,13213,東村山市,1,55～59,11045,5561,5484,10851,5494,5357,194,67,127
4,13213,東村山市,1,60～64,9418,4774,4644,9281,4722,4559,137,52,85
4,13213,東村山市,1,65～69,8141,4041,4100,8082,4012,4070,59,29,30
4,13213,東村山市,1,70～74,9809,4618,5191,9774,4607,5167,35,11,24
4,13213,東村山市,1,75～79,8233,3567,4666,8201,3550,4651,32,17,15
4,13213,東村山市,1,80～84,7024,2853,4171,7004,2848,4156,20,5,15
4,13213,東村山市,1,85～89,4837,1730,3107,4826,1726,3100,11,4,7
4,13213,東村山市,1,90～94,2272,744,1528,2264,741,1523,8,3,5
4,13213,東村山市,1,95～99,579,123,456,578,122,456,1,1,-
4,13213,東村山市,1,100以上,70,6,64,69,6,63,1,-,1
4,13213,東村山市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13214,国分寺市,0,総数,128238,63041,65197,125583,61756,63827,2655,1285,1370
4,13214,国分寺市,1,0～4,5190,2683,2507,5095,2634,2461,95,49,46
4,13214,国分寺市,1,5～9,5599,2892,2707,5526,2855,2671,73,37,36
4,13214,国分寺市,1,10～14,5242,2732,2510,5183,2699,2484,59,33,26
4,13214,国分寺市,1,15～19,5415,2755,2660,5354,2718,2636,61,37,24
4,13214,国分寺市,1,20～24,7608,3712,3896,7215,3538,3677,393,174,219
4,13214,国分寺市,1,25～29,8360,4285,4075,7878,4040,3838,482,245,237
4,13214,国分寺市,1,30～34,8234,4266,3968,7859,4059,3800,375,207,168
4,13214,国分寺市,1,35～39,8796,4538,4258,8532,4413,4119,264,125,139
4,13214,国分寺市,1,40～44,8739,4466,4273,8524,4365,4159,215,101,114
4,13214,国分寺市,1,45～49,9937,4953,4984,9766,4869,4897,171,84,87
4,13214,国分寺市,1,50～54,10129,5027,5102,10000,4973,5027,129,54,75
4,13214,国分寺市,1,55～59,9236,4690,4546,9116,4645,4471,120,45,75
4,13214,国分寺市,1,60～64,7645,3917,3728,7554,3877,3677,91,40,51
4,13214,国分寺市,1,65～69,5874,2917,2957,5826,2894,2932,48,23,25
4,13214,国分寺市,1,70～74,6578,3035,3543,6544,3019,3525,34,16,18
4,13214,国分寺市,1,75～79,5519,2428,3091,5501,2422,3079,18,6,12
4,13214,国分寺市,1,80～84,4446,1778,2668,4431,1773,2658,15,5,10
4,13214,国分寺市,1,85～89,3491,1304,2187,3483,1301,2182,8,3,5
4,13214,国分寺市,1,90～94,1684,538,1146,1681,537,1144,3,1,2
4,13214,国分寺市,1,95～99,444,115,329,443,115,328,1,-,1
4,13214,国分寺市,1,100以上,72,10,62,72,10,62,-,-,-
4,13214,国分寺市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13215,国立市,0,総数,76168,36955,39213,74328,36102,38226,1840,853,987
4,13215,国立市,1,0～4,2441,1249,1192,2396,1230,1166,45,19,26
4,13215,国立市,1,5～9,3108,1614,1494,3051,1587,1464,57,27,30
4,13215,国立市,1,10～14,2973,1571,1402,2907,1538,1369,66,33,33
4,13215,国立市,1,15～19,3217,1643,1574,3172,1623,1549,45,20,25
4,13215,国立市,1,20～24,4692,2246,2446,4471,2149,2322,221,97,124
4,13215,国立市,1,25～29,4623,2308,2315,4271,2135,2136,352,173,179
4,13215,国立市,1,30～34,4172,2132,2040,3958,2023,1935,214,109,105
4,13215,国立市,1,35～39,4619,2308,2311,4469,2241,2228,150,67,83
4,13215,国立市,1,40～44,5062,2537,2525,4901,2462,2439,161,75,86
4,13215,国立市,1,45～49,5629,2774,2855,5495,2720,2775,134,54,80
4,13215,国立市,1,50～54,6258,3085,3173,6149,3037,3112,109,48,61
4,13215,国立市,1,55～59,6128,3093,3035,6028,3046,2982,100,47,53
4,13215,国立市,1,60～64,5020,2551,2469,4951,2521,2430,69,30,39
4,13215,国立市,1,65～69,4024,1980,2044,3979,1957,2022,45,23,22
4,13215,国立市,1,70～74,4430,2107,2323,4400,2094,2306,30,13,17
4,13215,国立市,1,75～79,3568,1518,2050,3550,1511,2039,18,7,11
4,13215,国立市,1,80～84,2833,1106,1727,2820,1098,1722,13,8,5
4,13215,国立市,1,85～89,2052,751,1301,2047,751,1296,5,-,5
4,13215,国立市,1,90～94,1001,312,689,996,309,687,5,3,2
4,13215,国立市,1,95～99,285,68,217,284,68,216,1,-,1
4,13215,国立市,1,100以上,33,2,31,33,2,31,-,-,-
4,13215,国立市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13218,福生市,0,総数,56201,28169,28032,52625,26420,26205,3576,1749,1827
4,13218,福生市,1,0～4,1690,873,817,1544,803,741,146,70,76
4,13218,福生市,1,5～9,1871,950,921,1793,907,886,78,43,35
4,13218,福生市,1,10～14,2020,1012,1008,1943,970,973,77,42,35
4,13218,福生市,1,15～19,2237,1136,1101,2112,1078,1034,125,58,67
4,13218,福生市,1,20～24,3214,1724,1490,2644,1411,1233,570,313,257
4,13218,福生市,1,25～29,3554,1868,1686,2960,1572,1388,594,296,298
4,13218,福生市,1,30～34,3154,1679,1475,2755,1452,1303,399,227,172
4,13218,福生市,1,35～39,3171,1738,1433,2890,1586,1304,281,152,129
4,13218,福生市,1,40～44,3446,1850,1596,3174,1716,1458,272,134,138
4,13218,福生市,1,45～49,4067,2145,1922,3855,2042,1813,212,103,109
4,13218,福生市,1,50～54,4580,2365,2215,4314,2260,2054,266,105,161
4,13218,福生市,1,55～59,4062,2095,1967,3860,2015,1845,202,80,122
4,13218,福生市,1,60～64,3633,1804,1829,3499,1758,1741,134,46,88
4,13218,福生市,1,65～69,3460,1811,1649,3358,1771,1587,102,40,62
4,13218,福生市,1,70～74,3979,1945,2034,3924,1928,1996,55,17,38
4,13218,福生市,1,75～79,3030,1360,1670,3003,1351,1652,27,9,18
4,13218,福生市,1,80～84,2410,986,1424,2393,978,1415,17,8,9
4,13218,福生市,1,85～89,1632,582,1050,1620,578,1042,12,4,8
4,13218,福生市,1,90～94,756,210,546,752,209,543,4,1,3
4,13218,福生市,1,95～99,203,35,168,200,34,166,3,1,2
4,13218,福生市,1,100以上,32,1,31,32,1,31,-,-,-
4,13218,福生市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13219,狛江市,0,総数,82749,39917,42832,81387,39229,42158,1362,688,674
4,13219,狛江市,1,0～4,3020,1535,1485,2995,1522,1473,25,13,12
4,13219,狛江市,1,5～9,3495,1800,1695,3463,1779,1684,32,21,11
4,13219,狛江市,1,10～14,3193,1647,1546,3164,1635,1529,29,12,17
4,13219,狛江市,1,15～19,3141,1589,1552,3113,1581,1532,28,8,20
4,13219,狛江市,1,20～24,4555,2284,2271,4400,2196,2204,155,88,67
4,13219,狛江市,1,25～29,5036,2377,2659,4839,2259,2580,197,118,79
4,13219,狛江市,1,30～34,4771,2253,2518,4579,2157,2422,192,96,96
4,13219,狛江市,1,35～39,5387,2615,2772,5243,2538,2705,144,77,67
4,13219,狛江市,1,40～44,6087,3022,3065,5943,2956,2987,144,66,78
4,13219,狛江市,1,45～49,6540,3299,3241,6423,3246,3177,117,53,64
4,13219,狛江市,1,50～54,6846,3424,3422,6752,3385,3367,94,39,55
4,13219,狛江市,1,55～59,6020,3159,2861,5924,3110,2814,96,49,47
4,13219,狛江市,1,60～64,4602,2317,2285,4559,2297,2262,43,20,23
4,13219,狛江市,1,65～69,3844,1924,1920,3826,1917,1909,18,7,11
4,13219,狛江市,1,70～74,4626,2202,2424,4605,2193,2412,21,9,12
4,13219,狛江市,1,75～79,4087,1766,2321,4071,1759,2312,16,7,9
4,13219,狛江市,1,80～84,3442,1359,2083,3437,1356,2081,5,3,2
4,13219,狛江市,1,85～89,2509,911,1598,2504,909,1595,5,2,3
4,13219,狛江市,1,90～94,1185,346,839,1184,346,838,1,-,1
4,13219,狛江市,1,95～99,323,78,245,323,78,245,-,-,-
4,13219,狛江市,1,100以上,40,10,30,40,10,30,-,-,-
4,13219,狛江市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13220,東大和市,0,総数,84870,41673,43197,83574,41134,42440,1296,539,757
4,13220,東大和市,1,0～4,2841,1507,1334,2811,1493,1318,30,14,16
4,13220,東大和市,1,5～9,3558,1788,1770,3528,1779,1749,30,9,21
4,13220,東大和市,1,10～14,3906,1996,1910,3865,1972,1893,41,24,17
4,13220,東大和市,1,15～19,3959,2001,1958,3918,1982,1936,41,19,22
4,13220,東大和市,1,20～24,4135,2073,2062,4022,2011,2011,113,62,51
4,13220,東大和市,1,25～29,3961,2006,1955,3839,1932,1907,122,74,48
4,13220,東大和市,1,30～34,4193,2134,2059,4069,2060,2009,124,74,50
4,13220,東大和市,1,35～39,4716,2344,2372,4606,2294,2312,110,50,60
4,13220,東大和市,1,40～44,5267,2730,2537,5166,2690,2476,101,40,61
4,13220,東大和市,1,45～49,6595,3366,3229,6485,3329,3156,110,37,73
4,13220,東大和市,1,50～54,7174,3686,3488,7032,3656,3376,142,30,112
4,13220,東大和市,1,55～59,6325,3268,3057,6201,3228,2973,124,40,84
4,13220,東大和市,1,60～64,4813,2473,2340,4751,2457,2294,62,16,46
4,13220,東大和市,1,65～69,4468,2212,2256,4417,2192,2225,51,20,31
4,13220,東大和市,1,70～74,5789,2721,3068,5764,2716,3048,25,5,20
4,13220,東大和市,1,75～79,4877,2172,2705,4853,2164,2689,24,8,16
4,13220,東大和市,1,80～84,4247,1735,2512,4223,1725,2498,24,10,14
4,13220,東大和市,1,85～89,2702,1042,1660,2684,1035,1649,18,7,11
4,13220,東大和市,1,90～94,1064,361,703,1061,361,700,3,-,3
4,13220,東大和市,1,95～99,243,55,188,242,55,187,1,-,1
4,13220,東大和市,1,100以上,37,3,34,37,3,34,-,-,-
4,13220,東大和市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13221,清瀬市,0,総数,74702,35957,38745,73323,35334,37989,1379,623,756
4,13221,清瀬市,1,0～4,2455,1268,1187,2418,1248,1170,37,20,17
4,13221,清瀬市,1,5～9,3006,1505,1501,2958,1477,1481,48,28,20
4,13221,清瀬市,1,10～14,3178,1607,1571,3136,1580,1556,42,27,15
4,13221,清瀬市,1,15～19,3507,1781,1726,3462,1756,1706,45,25,20
4,13221,清瀬市,1,20～24,3923,1877,2046,3828,1824,2004,95,53,42
4,13221,清瀬市,1,25～29,3651,1732,1919,3506,1659,1847,145,73,72
4,13221,清瀬市,1,30～34,3662,1818,1844,3491,1728,1763,171,90,81
4,13221,清瀬市,1,35～39,4245,2155,2090,4103,2094,2009,142,61,81
4,13221,清瀬市,1,40～44,4686,2343,2343,4555,2285,2270,131,58,73
4,13221,清瀬市,1,45～49,5724,2928,2796,5593,2881,2712,131,47,84
4,13221,清瀬市,1,50～54,6323,3195,3128,6202,3149,3053,121,46,75
4,13221,清瀬市,1,55～59,5197,2691,2506,5096,2654,2442,101,37,64
4,13221,清瀬市,1,60～64,4319,2150,2169,4259,2133,2126,60,17,43
4,13221,清瀬市,1,65～69,3743,1843,1900,3699,1825,1874,44,18,26
4,13221,清瀬市,1,70～74,4963,2309,2654,4936,2300,2636,27,9,18
4,13221,清瀬市,1,75～79,4160,1803,2357,4138,1795,2343,22,8,14
4,13221,清瀬市,1,80～84,3801,1497,2304,3792,1494,2298,9,3,6
4,13221,清瀬市,1,85～89,2680,1012,1668,2675,1011,1664,5,1,4
4,13221,清瀬市,1,90～94,1131,361,770,1128,359,769,3,2,1
4,13221,清瀬市,1,95～99,295,77,218,295,77,218,-,-,-
4,13221,清瀬市,1,100以上,53,5,48,53,5,48,-,-,-
4,13221,清瀬市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13222,東久留米市,0,総数,116839,56707,60132,114457,55653,58804,2382,1054,1328
4,13222,東久留米市,1,0～4,4035,2071,1964,3955,2035,1920,80,36,44
4,13222,東久留米市,1,5～9,4928,2504,2424,4842,2467,2375,86,37,49
4,13222,東久留米市,1,10～14,4908,2499,2409,4807,2443,2364,101,56,45
4,13222,東久留米市,1,15～19,5133,2642,2491,5051,2612,2439,82,30,52
4,13222,東久留米市,1,20～24,5651,2881,2770,5486,2796,2690,165,85,80
4,13222,東久留米市,1,25～29,5222,2538,2684,4990,2411,2579,232,127,105
4,13222,東久留米市,1,30～34,5648,2794,2854,5372,2657,2715,276,137,139
4,13222,東久留米市,1,35～39,6541,3320,3221,6295,3206,3089,246,114,132
4,13222,東久留米市,1,40～44,7500,3838,3662,7233,3723,3510,267,115,152
4,13222,東久留米市,1,45～49,8850,4501,4349,8662,4434,4228,188,67,121
4,13222,東久留米市,1,50～54,9678,4961,4717,9457,4886,4571,221,75,146
4,13222,東久留米市,1,55～59,8316,4296,4020,8149,4232,3917,167,64,103
4,13222,東久留米市,1,60～64,6961,3475,3486,6846,3431,3415,115,44,71
4,13222,東久留米市,1,65～69,6263,3045,3218,6185,3014,3171,78,31,47
4,13222,東久留米市,1,70～74,7990,3723,4267,7955,3700,4255,35,23,12
4,13222,東久留米市,1,75～79,6782,2962,3820,6763,2958,3805,19,4,15
4,13222,東久留米市,1,80～84,6123,2439,3684,6109,2433,3676,14,6,8
