"区分","エリア名称","名称","所在地","緯度","経度"
"神社仏閣","新橋エリア","光明寺","東京都港区虎ノ門三丁目25番1号",35.6624313,139.7453663
"神社仏閣","新橋エリア","大養寺","東京都港区虎ノ門五丁目9番3号",35.6624006,139.7431082
"神社仏閣","新橋エリア","西久保八幡神社","東京都港区虎ノ門五丁目10番14号",35.6614563,139.7427138
"神社仏閣","新橋エリア","真福寺","東京都港区愛宕一丁目3番8号",35.665756,139.7492242
"神社仏閣","新橋エリア","愛宕神社","東京都港区愛宕一丁目5番3号",35.6650366,139.7485132
"神社仏閣","新橋エリア","伝叟院","東京都港区愛宕二丁目3番4号",35.6638229,139.7488465
"神社仏閣","新橋エリア","青松寺","東京都港区愛宕二丁目4番7号",35.6627841,139.7483882
"神社仏閣","新橋エリア","考寿院","東京都港区愛宕二丁目8番7号",35.662698,139.7473633
"神社仏閣","新橋エリア","清岸院","東京都港区愛宕二丁目8番7号",35.662698,139.7473633
"神社仏閣","麻布エリア","称名寺","東京都港区南麻布一丁目6番31号",35.6519572,139.7358286
"神社仏閣","麻布エリア","曹渓寺","東京都港区南麻布二丁目9番22号",35.6480465,139.7342538
"神社仏閣","麻布エリア","円澤寺","東京都港区南麻布二丁目14番14号",35.6473188,139.733915
"神社仏閣","麻布エリア","西福寺","東京都港区南麻布二丁目14番17号",35.6476438,139.7333845
"神社仏閣","麻布エリア","遍照寺","東京都港区南麻布三丁目4番6号",35.6506128,139.7304791
"神社仏閣","麻布エリア","延命院","東京都港区南麻布三丁目10番15号",35.6482159,139.7328484
"神社仏閣","麻布エリア","明稍寺","東京都港区南麻布三丁目21番19号",35.6476549,139.7319207
"神社仏閣","麻布エリア","天現寺","東京都港区南麻布四丁目2番35号",35.6480629,139.723577
"神社仏閣","麻布エリア","佑浩寺","東京都港区南麻布四丁目2番38号",35.6475741,139.7236354
"神社仏閣","麻布エリア","広尾稲荷神社","東京都港区南麻布四丁目5番61号",35.6504293,139.7236242
"神社仏閣","麻布エリア","光林寺","東京都港区南麻布四丁目11番25号",35.6474075,139.7274461
"神社仏閣","麻布エリア","大法寺（港区七福神　大黒天）","東京都港区元麻布一丁目1番10号",35.6553928,139.7329482
"神社仏閣","麻布エリア","長伝寺","東京都港区元麻布一丁目2番2号",35.6547068,139.7324233
"神社仏閣","麻布エリア","賢崇寺","東京都港区元麻布一丁目2番12号",35.6545902,139.733326
"神社仏閣","麻布エリア","麻布氷川神社（港区七福神　毘沙門天）","東京都港区元麻布一丁目4番23号",35.6528653,139.7310401
"神社仏閣","麻布エリア","金蔵寺","東京都港区元麻布一丁目6番19号",35.6535764,139.7340676
"神社仏閣","麻布エリア","真福寺","東京都港区元麻布一丁目6番20号",35.6534375,139.7336871
"神社仏閣","麻布エリア","善福寺","東京都港区元麻布一丁目6番21号",35.6535625,139.7306401
"神社仏閣","麻布エリア","善通寺","東京都港区元麻布一丁目7番2号",35.653182,139.7335343
"神社仏閣","麻布エリア","善光寺","東京都港区元麻布一丁目7番3号",35.6565928,139.7348869
"神社仏閣","麻布エリア","光善寺","東京都港区元麻布一丁目7番4号",35.6529682,139.7339982
"神社仏閣","麻布エリア","専光寺","東京都港区元麻布一丁目7番15号",35.6529043,139.7336204
"神社仏閣","麻布エリア","本光寺","東京都港区元麻布二丁目5番9号",35.6552289,139.7293874
"神社仏閣","麻布エリア","正光院","東京都港区元麻布三丁目2番20号",35.6575924,139.7273903
"神社仏閣","麻布エリア","長玄寺","東京都港区元麻布三丁目5番16号",35.6558316,139.7286902
"神社仏閣","麻布エリア","広称寺","東京都港区元麻布三丁目9番4号",35.6565371,139.7314344
"神社仏閣","麻布エリア","長谷寺","東京都港区西麻布二丁目21番34号",35.6611362,139.7190104
"神社仏閣","麻布エリア","大安寺","東京都港区西麻布二丁目24番23号",35.6608974,139.7209463
"神社仏閣","麻布エリア","長幸寺","東京都港区西麻布三丁目2番11号",35.6600088,139.727468
"神社仏閣","麻布エリア","妙善寺","東京都港区西麻布三丁目2番13号",35.6599032,139.7273152
"神社仏閣","麻布エリア","櫻田神社（港区七福神　寿老人）","東京都港区西麻布三丁目2番17号",35.6592617,139.727118
"神社仏閣","麻布エリア","繁成寺","東京都港区西麻布四丁目11番7号",35.6588144,139.7227185
"神社仏閣","麻布エリア","道源寺","東京都港区六本木一丁目3番45号",35.6657974,139.7400556
"神社仏閣","麻布エリア","西光寺","東京都港区六本木一丁目3番49号",35.6662556,139.7396917
"神社仏閣","麻布エリア","久國神社（港区七福神　布袋尊）","東京都港区六本木二丁目1番16号",35.667261,139.7382724
"神社仏閣","麻布エリア","永昌寺","東京都港区六本木二丁目1番20号",35.6668055,139.7355726
"神社仏閣","麻布エリア","圓林寺","東京都港区六本木三丁目4番9号",35.6641419,139.7370226
"神社仏閣","麻布エリア","不動院","東京都港区六本木三丁目15番4号",35.6629059,139.7356727
"神社仏閣","麻布エリア","妙像寺","東京都港区六本木四丁目2番10号",35.6657389,139.7355004
"神社仏閣","麻布エリア","教善寺","東京都港区六本木五丁目1番9号",35.662442,139.7328535
"神社仏閣","麻布エリア","朝日神社","東京都港区六本木六丁目7番14号",35.6618559,139.7324786
"神社仏閣","麻布エリア","法典寺","東京都港区六本木六丁目7番18号",35.6617893,139.7323008
"神社仏閣","麻布エリア","長耀寺","東京都港区六本木六丁目7番20号",35.6618032,139.7320036
"神社仏閣","麻布エリア","妙経寺","東京都港区六本木六丁目15番5号",35.6587756,139.7280957
"神社仏閣","麻布エリア","法庵寺","東京都港区六本木七丁目6番13号",35.664075,139.7282678
"神社仏閣","麻布エリア","天祖神社（港区七福神　福禄寿）","東京都港区六本木七丁目7番7号",35.6650888,139.7289788
"神社仏閣","麻布エリア","出雲大社東京分祠","東京都港区六本木七丁目18番5号",35.6621336,139.7266152
"神社仏閣","麻布エリア","熊野神社（港区七福神　恵比寿）","東京都港区麻布台二丁目2番14号",35.6585983,139.7429361
"神社仏閣","麻布エリア","真浄寺","東京都港区麻布台二丁目3番18号",35.6587455,139.7420195
"神社仏閣","麻布エリア","一乗寺","東京都港区麻布台二丁目3番22号",35.659151,139.7421028
"神社仏閣","麻布エリア","十番稲荷神社（港区七福神　宝船）","東京都港区麻布十番一丁目4番6号",35.6570066,139.7328898
"神社仏閣","麻布エリア","心光教院","東京都港区東麻布一丁目1番5号",35.6581901,139.7446443
"神社仏閣","麻布エリア","瑠璃光寺","東京都港区東麻布一丁目1番6号",35.65834,139.7441332
"神社仏閣","青山・赤坂エリア","東京都神社庁","東京都港区元赤坂二丁目2番3号",35.6787844,139.7237314
"神社仏閣","青山・赤坂エリア","澄泉寺","東京都港区赤坂一丁目11番3号",35.6681138,139.7423414
"神社仏閣","青山・赤坂エリア","正福寺","東京都港区赤坂一丁目11番3号",35.6681138,139.7423414
"神社仏閣","青山・赤坂エリア","常國寺","東京都港区赤坂一丁目11番4号",35.6677583,139.7424442
"神社仏閣","青山・赤坂エリア","陽泉寺","東京都港区赤坂一丁目11番19号",35.6684888,139.7418803
"神社仏閣","青山・赤坂エリア","威徳寺（赤坂不動尊）","東京都港区赤坂四丁目1番10号",35.6762015,139.7349945
"神社仏閣","青山・赤坂エリア","浄土寺","東京都港区赤坂四丁目3番5号",35.6745017,139.7356834
"神社仏閣","青山・赤坂エリア","末広稲荷大明神","東京都港区赤坂四丁目13番17号",35.6727768,139.7317672
"神社仏閣","青山・赤坂エリア","円通寺","東京都港区赤坂五丁目2番39号",35.6725213,139.7326754
"神社仏閣","青山・赤坂エリア","赤坂氷川神社","東京都港区赤坂六丁目10番12号",35.6682469,139.7354865
"神社仏閣","青山・赤坂エリア","道教寺","東京都港区赤坂七丁目6番5号",35.6720214,139.7317811
"神社仏閣","青山・赤坂エリア","専福寺","東京都港区赤坂七丁目6番10号",35.6716825,139.7323783
"神社仏閣","青山・赤坂エリア","報土寺","東京都港区赤坂七丁目6番20号",35.6710628,139.7327708
"神社仏閣","青山・赤坂エリア","乃木神社","東京都港区赤坂八丁目11番27号",35.6684161,139.728201
"神社仏閣","青山・赤坂エリア","教運寺","東京都港区南青山一丁目26番1号",35.6670079,139.7270678
"神社仏閣","青山・赤坂エリア","玉窓寺","東京都港区南青山二丁目7番13号",35.6701241,139.7207599
"神社仏閣","青山・赤坂エリア","龍泉寺","東京都港区南青山二丁目8番25号",35.6694408,139.7223348
"神社仏閣","青山・赤坂エリア","龍谷寺","東京都港区南青山二丁目8番25号",35.6694408,139.7223348
"神社仏閣","青山・赤坂エリア","三河稲荷神社","東京都港区南青山二丁目18番18号",35.6696157,139.7199684
"神社仏閣","青山・赤坂エリア","梅窓院","東京都港区南青山二丁目26番38号",35.6696018,139.7179908
"神社仏閣","青山・赤坂エリア","船光稲荷神社","東京都港区南青山三丁目4番11号",35.6668271,139.7171715
"神社仏閣","青山・赤坂エリア","大松稲荷神社","東京都港区南青山五丁目1番7号",35.664444,139.7134497
"神社仏閣","青山・赤坂エリア","高徳寺","東京都港区北青山二丁目10番26号",35.6719792,139.7151715
"神社仏閣","青山・赤坂エリア","実相寺","東京都港区北青山二丁目12番9号",35.6707572,139.7162603
"神社仏閣","青山・赤坂エリア","立泉寺","東京都港区北青山二丁目12番30号",35.6699628,139.7149688
"神社仏閣","青山・赤坂エリア","善光寺","東京都港区北青山三丁目5番17号",35.6660993,139.7128052
"神社仏閣","青山・赤坂エリア","秋葉神社","東京都港区北青山三丁目5番26号",35.665741,139.7122081
"神社仏閣","白金・高輪エリア","長運寺","東京都港区三田四丁目1番9号",35.6476774,139.7417004
"神社仏閣","白金・高輪エリア","大聖院","東京都港区三田四丁目1番27号",35.6465275,139.7402172
"神社仏閣","白金・高輪エリア","宝生院","東京都港区三田四丁目1番29号",35.6467552,139.7405589
"神社仏閣","白金・高輪エリア","長延寺","東京都港区三田四丁目1番31号",35.6469441,139.7405061
"神社仏閣","白金・高輪エリア","大松寺","東京都港区三田四丁目1番38号",35.6475135,139.7410949
"神社仏閣","白金・高輪エリア","願海寺","東京都港区三田四丁目2番10号",35.6456998,139.7400701
"神社仏閣","白金・高輪エリア","林泉寺","東京都港区三田四丁目3番20号",35.6452054,139.7390479
"神社仏閣","白金・高輪エリア","慈眼寺","東京都港区三田四丁目3番24号",35.6453387,139.7394424
"神社仏閣","白金・高輪エリア","明福寺","東京都港区三田四丁目4番14号",35.6447054,139.7397173
"神社仏閣","白金・高輪エリア","常林寺","東京都港区三田四丁目5番14号",35.6444027,139.7390507
"神社仏閣","白金・高輪エリア","大信寺","東京都港区三田四丁目7番20号",35.6435722,139.7369315
"神社仏閣","白金・高輪エリア","長松寺","東京都港区三田四丁目7番29号",35.6440388,139.7374565
"神社仏閣","白金・高輪エリア","薬王寺","東京都港区三田四丁目8番23号",35.6422696,139.7379426
"神社仏閣","白金・高輪エリア","魚籃寺","東京都港区三田四丁目8番34号",35.6424306,139.7372371
"神社仏閣","白金・高輪エリア","徳玄寺","東京都港区三田四丁目8番36号",35.6427362,139.7371315
"神社仏閣","白金・高輪エリア","南臺寺","東京都港区三田四丁目11番14号",35.6437194,139.7383036
"神社仏閣","白金・高輪エリア","玉鳳寺","東京都港区三田四丁目11番19号",35.6439138,139.7384203
"神社仏閣","白金・高輪エリア","正覚院","東京都港区三田四丁目11番26号",35.6433528,139.7389091
"神社仏閣","白金・高輪エリア","荘嚴寺","東京都港区三田四丁目11番31号",35.6429112,139.7390119
"神社仏閣","白金・高輪エリア","大増寺","東京都港区三田四丁目12番6号",35.6444833,139.7402534
"神社仏閣","白金・高輪エリア","亀塚稲荷神社","東京都港区三田四丁目14番18号",35.645822,139.7419921
"神社仏閣","白金・高輪エリア","済海寺","東京都港区三田四丁目16番23号",35.6436501,139.7414283
"神社仏閣","白金・高輪エリア","龍源寺","東京都港区三田五丁目9番23号",35.6464052,139.7371759
"神社仏閣","白金・高輪エリア","源昌寺","東京都港区高輪一丁目23番28号",35.6387837,139.7323015
"神社仏閣","白金・高輪エリア","松光寺","東京都港区高輪一丁目27番18号",35.6370423,139.7327515
"神社仏閣","白金・高輪エリア","円真寺","東京都港区高輪一丁目27番22号",35.6362729,139.7330154
"神社仏閣","白金・高輪エリア","正満寺","東京都港区高輪一丁目27番44号",35.6371422,139.7319988
"神社仏閣","白金・高輪エリア","正源寺","東京都港区高輪二丁目1番45号",35.6389838,139.7365428
"神社仏閣","白金・高輪エリア","保安寺","東京都港区高輪二丁目2番26号",35.6393115,139.7362345
"神社仏閣","白金・高輪エリア","妙福寺","東京都港区高輪二丁目5番3号",35.6368312,139.7336959
"神社仏閣","白金・高輪エリア","清林寺","東京都港区高輪二丁目6番6号",35.6358091,139.7337459
"神社仏閣","白金・高輪エリア","承教寺","東京都港区高輪二丁目8番2号",35.6366035,139.7346819
"神社仏閣","白金・高輪エリア","泉岳寺","東京都港区高輪二丁目11番1号",35.637484,139.7366262
"神社仏閣","白金・高輪エリア","高輪神社","東京都港区高輪二丁目14番18号",35.6354482,139.7378789
"神社仏閣","白金・高輪エリア","願生寺","東京都港区高輪二丁目16番22号",35.6388561,139.7393259
"神社仏閣","白金・高輪エリア","光福寺","東京都港区高輪三丁目14番30号",35.6334038,139.7330489
"神社仏閣","白金・高輪エリア","高野山東京別院","東京都港区高輪三丁目15番20号",35.6354369,139.7310045
"神社仏閣","白金・高輪エリア","東禅寺","東京都港区高輪三丁目16番16号",35.6340316,139.7355375
"神社仏閣","白金・高輪エリア","高山稲荷神社","東京都港区高輪四丁目10番23号",35.628174,139.7349989
"神社仏閣","白金・高輪エリア","白金氷川神社","東京都港区白金二丁目1番7号",35.6431498,139.7312848
"神社仏閣","白金・高輪エリア","重秀寺","東京都港区白金二丁目1番16号",35.6426138,139.7317042
"神社仏閣","白金・高輪エリア","専心寺","東京都港区白金二丁目1番43号",35.6431776,139.7304099
"神社仏閣","白金・高輪エリア","立行寺","東京都港区白金二丁目2番6号",35.6432498,139.7322931
"神社仏閣","白金・高輪エリア","松秀寺","東京都港区白金二丁目3番5号",35.642736,139.7333541
"神社仏閣","白金・高輪エリア","正源寺","東京都港区白金二丁目7番19号",35.6402057,139.7290907
"神社仏閣","白金・高輪エリア","本妙寺","東京都港区白金四丁目2番3号",35.6438441,139.7280268
"神社仏閣","白金・高輪エリア","古地老稲荷神社","東京都港区白金台一丁目1番7号",35.6470411,139.7324457
"神社仏閣","白金・高輪エリア","覺林寺","東京都港区白金台一丁目1番47号",35.6397002,139.7316321
"神社仏閣","白金・高輪エリア","真先稲荷神社","東京都港区白金台二丁目26番14号",35.6314928,139.7295326
"神社仏閣","白金・高輪エリア","瑞聖寺","東京都港区白金台三丁目2番19号",35.6371338,139.7271132
"神社仏閣","白金・高輪エリア","妙圓寺","東京都港区白金台三丁目17番5号",35.6357143,139.7218942
"神社仏閣","白金・高輪エリア","法蓮寺","東京都港区白金台五丁目13番34号",35.6382751,139.7220552

"港区_神社仏閣(平成29年6月5日現在)","Ver201706",,,,
