"全国地方公共団体コード","ID","地方公共団体名","ゴミの品目","分別区分","注意点","料金種別","料金","料金備考","備考"
"132136","132136S00347","東村山市","酢のボトル","ペットボトル","","無料","","",""
"132136","132136S00348","東村山市","スノーボード","粗大ごみ","","無料","","",""
"132136","132136S00349","東村山市","スピーカー","粗大ごみ","","有料","400","",""
"132136","132136S00350","東村山市","スプレー缶","びん・かん","","無料","","",""
"132136","132136S00351","東村山市","スプーン（木・竹製）","燃やせるごみ","","無料","","",""
"132136","132136S00352","東村山市","スプーン（プラ製）","燃やせないごみ","","無料","","",""
"132136","132136S00353","東村山市","すべり台（幼児用）","粗大ごみ","","有料","900","",""
"132136","132136S00354","東村山市","スポンジ","燃やせないごみ","","無料","","",""
"132136","132136S00355","東村山市","スラックス（ズボン）","古紙・古着","","無料","","",""
"132136","132136S00356","東村山市","スリッパ","燃やせないごみ","","無料","","",""
"132136","132136S00357","東村山市","スーツ（背広）","古紙・古着","","無料","","",""
"132136","132136S00358","東村山市","スーツケース","粗大ごみ","","無料","","",""
"132136","132136S00359","東村山市","ズボンプレッサー","粗大ごみ","","無料","","",""
"132136","132136S00360","東村山市","生花","燃やせるごみ","","無料","","",""
"132136","132136S00361","東村山市","製図版","粗大ごみ","","無料","","",""
"132136","132136S00362","東村山市","整理ダンス","粗大ごみ","","無料","","",""
"132136","132136S00363","東村山市","清涼飲料のかん","びん・かん","","無料","","",""
"132136","132136S00364","東村山市","清涼飲料のびん","びん・かん","","無料","","",""
"132136","132136S00365","東村山市","清涼飲料のボトル","ペットボトル","","無料","","",""
"132136","132136S00366","東村山市","生理用品","燃やせるごみ","","無料","","",""
"132136","132136S00367","東村山市","石油ファンヒーター","粗大ごみ","","無料","","",""
"132136","132136S00368","東村山市","石油ポンプ（プラスチック製）","燃やせないごみ","","無料","","",""
"132136","132136S00369","東村山市","石鹸の外箱","燃やせるごみ","","無料","","",""
"132136","132136S00370","東村山市","石鹸の外袋（プラスチック製）","容器包装プラスチック","","無料","","",""
"132136","132136S00371","東村山市","石膏ボード","収集しません","","無料","","",""
"132136","132136S00372","東村山市","瀬戸物","燃やせないごみ","","無料","","",""
"132136","132136S00373","東村山市","背広（スーツ）","古紙・古着","","無料","","",""
"132136","132136S00374","東村山市","背広カバー","燃やせないごみ","","無料","","",""
"132136","132136S00375","東村山市","セロハンテープ","燃やせないごみ","","無料","","",""
"132136","132136S00376","東村山市","セロハンテープの芯（紙製）","古紙・古着","","無料","","",""
"132136","132136S00377","東村山市","洗剤容器（紙製）","燃やせるごみ","","無料","","",""
"132136","132136S00378","東村山市","洗剤容器（プラマーク付）","容器包装プラスチック","","無料","","",""
"132136","132136S00379","東村山市","洗濯機","収集しません","","無料","","",""
"132136","132136S00380","東村山市","洗濯ばさみ","燃やせないごみ","","無料","","",""
"132136","132136S00381","東村山市","剪定枝","燃やせるごみ","","無料","","",""
"132136","132136S00382","東村山市","栓抜き","燃やせないごみ","","無料","","",""
"132136","132136S00383","東村山市","扇風機","粗大ごみ","","無料","","",""
"132136","132136S00384","東村山市","洗面器","燃やせないごみ","","無料","","",""
"132136","132136S00385","東村山市","洗面化粧台","収集しません","","無料","","",""
"132136","132136S00386","東村山市","セーター","古紙・古着","","無料","","",""
"132136","132136S00387","東村山市","双眼鏡","燃やせないごみ","","無料","","",""
"132136","132136S00388","東村山市","掃除機","粗大ごみ","","有料","300","",""
"132136","132136S00389","東村山市","ソファー","粗大ごみ","","無料","","","900円～1300円（サイズにより異なる）"
"132136","132136S00390","東村山市","ソファーベッド","粗大ごみ","","無料","","",""
"132136","132136S00391","東村山市","そり","粗大ごみ","","無料","","",""
"132136","132136S00392","東村山市","造花","燃やせないごみ","","無料","","",""
"132136","132136S00393","東村山市","ぞうきん","燃やせるごみ","","無料","","",""
"132136","132136S00394","東村山市","ぞうり","燃やせるごみ","","無料","","",""
"132136","132136S00395","東村山市","体温計（水銀）","有害ごみ","","無料","","",""
"132136","132136S00396","東村山市","体温計（デジタル）","燃やせないごみ","","無料","","",""
"132136","132136S00397","東村山市","体重計（ヘルスメーター）","燃やせないごみ","","無料","","",""
"132136","132136S00398","東村山市","タイヤ（自動車・二輪車用）","収集しません","","無料","","",""
"132136","132136S00399","東村山市","タイヤ（自転車用）","粗大ごみ","","無料","","",""
"132136","132136S00400","東村山市","タイヤチェーン","燃やせないごみ","","無料","","",""
"132136","132136S00401","東村山市","タイル","収集しません","","無料","","",""
"132136","132136S00402","東村山市","タオル","燃やせるごみ","","無料","","",""
"132136","132136S00403","東村山市","タオルケット","古紙・古着","","無料","","",""
"132136","132136S00404","東村山市","卓上コンロ","燃やせないごみ","","無料","","",""
"132136","132136S00405","東村山市","畳","収集しません","","無料","","",""
"132136","132136S00406","東村山市","タッパー容器","燃やせないごみ","","無料","","",""
"132136","132136S00407","東村山市","棚","粗大ごみ","","無料","","",""
"132136","132136S00408","東村山市","たばこの銀紙","燃やせるごみ","","無料","","",""
"132136","132136S00409","東村山市","たばこの吸殻","燃やせるごみ","","無料","","",""
"132136","132136S00410","東村山市","たばこの外箱","古紙・古着","","無料","","",""
"132136","132136S00411","東村山市","たばこの外フィルム","容器包装プラスチック","","無料","","",""
"132136","132136S00412","東村山市","卵のパック（紙製）","燃やせるごみ","","無料","","",""
"132136","132136S00413","東村山市","卵のパック（プラスチック製）","容器包装プラスチック","","無料","","",""
"132136","132136S00414","東村山市","樽（木製）","粗大ごみ","","無料","","",""
"132136","132136S00415","東村山市","樽（金属製、プラスチック製）","粗大ごみ","","無料","","",""
"132136","132136S00416","東村山市","たわし類","燃やせないごみ","","無料","","",""
"132136","132136S00417","東村山市","タンス","粗大ごみ","","無料","","","300～2400円（サイズにより異なる）"
"132136","132136S00418","東村山市","ダイレクトメール","古紙・古着","","無料","","",""
"132136","132136S00419","東村山市","ダウンジャケット","燃やせるごみ","","無料","","",""
"132136","132136S00420","東村山市","脱臭剤","燃やせないごみ","","無料","","",""
"132136","132136S00421","東村山市","ダンベル（金属製）","粗大ごみ","","無料","","",""
"132136","132136S00422","東村山市","段ボール","古紙・古着","","無料","","",""
"132136","132136S00423","東村山市","チャイルドシート","粗大ごみ","","有料","500","",""
"132136","132136S00424","東村山市","茶殻","燃やせるごみ","","無料","","",""
"132136","132136S00425","東村山市","茶筒缶","びん・かん","","無料","","",""
"132136","132136S00426","東村山市","茶箱","粗大ごみ","","無料","","",""
"132136","132136S00427","東村山市","茶碗（木製）","燃やせるごみ","","無料","","",""
"132136","132136S00428","東村山市","茶碗（陶器・プラスチック製）","燃やせないごみ","","無料","","",""
"132136","132136S00429","東村山市","注射器・注射針","収集しません","","無料","","",""
"132136","132136S00430","東村山市","調味料チューブ","容器包装プラスチック","","無料","","",""
"132136","132136S00431","東村山市","調味料のかん","びん・かん","","無料","","",""
"132136","132136S00432","東村山市","調味料のびん","びん・かん","","無料","","",""
"132136","132136S00433","東村山市","調味料のプラスチック容器","容器包装プラスチック","","無料","","",""
"132136","132136S00434","東村山市","チラシ","古紙・古着","","無料","","",""
"132136","132136S00435","東村山市","ちり紙","燃やせるごみ","","無料","","",""
"132136","132136S00436","東村山市","杖（木製）","粗大ごみ","","無料","","",""
"132136","132136S00437","東村山市","杖（金属製）","粗大ごみ","","無料","","",""
"132136","132136S00438","東村山市","使い捨てカイロ","燃やせるごみ","","無料","","",""
"132136","132136S00439","東村山市","使い捨てライター","有害ごみ","","無料","","",""
"132136","132136S00440","東村山市","机","粗大ごみ","","無料","","","1000円～1300円（サイズにより異なる）"
"132136","132136S00441","東村山市","漬物石","収集しません","","無料","","",""
"132136","132136S00442","東村山市","土","収集しません","","無料","","",""
"132136","132136S00443","東村山市","壺","粗大ごみ","","無料","","",""
"132136","132136S00444","東村山市","つまようじ","燃やせるごみ","","無料","","",""
"132136","132136S00445","東村山市","積木（木製）","燃やせるごみ","","無料","","",""
"132136","132136S00446","東村山市","積木（プラスチック製）","燃やせないごみ","","無料","","",""
"132136","132136S00447","東村山市","爪切り","燃やせないごみ","","無料","","",""
"132136","132136S00448","東村山市","釣り糸","燃やせないごみ","","無料","","",""
"132136","132136S00449","東村山市","釣りざお","粗大ごみ","","無料","","",""
"132136","132136S00450","東村山市","ティッシュペーパー","燃やせるごみ","","無料","","",""
"132136","132136S00451","東村山市","ティッシュペーパーの箱","古紙・古着","","無料","","",""
"132136","132136S00452","東村山市","Tシャツ（下着以外）","古紙・古着","","無料","","",""
"132136","132136S00453","東村山市","手紙","古紙・古着","","無料","","",""
"132136","132136S00454","東村山市","手提げ袋（紙製）","古紙・古着","","無料","","",""
"132136","132136S00455","東村山市","手提げ袋（ビニール製）レジ袋以外","燃やせないごみ","","無料","","",""
"132136","132136S00456","東村山市","鉄アレイ","粗大ごみ","","無料","","",""
"132136","132136S00457","東村山市","テニスボール","燃やせないごみ","","無料","","",""
"132136","132136S00458","東村山市","テニスラケット","粗大ごみ","","無料","","",""
"132136","132136S00459","東村山市","手袋（布製）","燃やせるごみ","","無料","","",""
"132136","132136S00460","東村山市","手袋（皮製）","燃やせないごみ","","無料","","",""
"132136","132136S00461","東村山市","手袋（化学繊維・ゴム製）","燃やせないごみ","","無料","","",""
"132136","132136S00462","東村山市","テレビ","収集しません","","無料","","",""
"132136","132136S00463","東村山市","テレビ台","粗大ごみ","","無料","","",""
"132136","132136S00464","東村山市","テレフォンカード","燃やせないごみ","","無料","","",""
"132136","132136S00465","東村山市","天体望遠鏡","粗大ごみ","","無料","","",""
"132136","132136S00466","東村山市","テント","粗大ごみ","","無料","","",""
"132136","132136S00467","東村山市","転落防止柵","粗大ごみ","","無料","","",""
"132136","132136S00468","東村山市","テーブル","粗大ごみ","","無料","","","500?900円（サイズにより異なる）"
"132136","132136S00469","東村山市","テーブルクロス（布製）","燃やせるごみ","","無料","","",""
"132136","132136S00470","東村山市","テーブルクロス（ビニール製）","燃やせないごみ","","無料","","",""
"132136","132136S00471","東村山市","テープレコーダー","粗大ごみ","","無料","","",""
"132136","132136S00472","東村山市","DVD（ケース含む）","燃やせないごみ","","無料","","",""
"132136","132136S00473","東村山市","電気アンカ","燃やせないごみ","","無料","","",""
"132136","132136S00474","東村山市","電気カミソリ","燃やせないごみ","","無料","","",""
"132136","132136S00475","東村山市","電気カーペット","粗大ごみ","","無料","","",""
"132136","132136S00476","東村山市","電気釜","粗大ごみ","","無料","","",""
"132136","132136S00477","東村山市","電気こたつ","粗大ごみ","","無料","","",""
"132136","132136S00478","東村山市","電気スタンド","粗大ごみ","","無料","","",""
"132136","132136S00479","東村山市","電気ポット","粗大ごみ","","無料","","",""
"132136","132136S00480","東村山市","電気毛布","粗大ごみ","","無料","","",""
"132136","132136S00481","東村山市","電球（白熱電球）","有害ごみ","","無料","","",""
"132136","132136S00482","東村山市","電子ピアノ","収集しません","","無料","","",""
"132136","132136S00483","東村山市","電子レンジ","粗大ごみ","","有料","900","",""
"132136","132136S00484","東村山市","電卓","燃やせないごみ","","無料","","",""
"132136","132136S00485","東村山市","電池","有害ごみ","","無料","","",""
"132136","132136S00486","東村山市","電話機（FAXなし）","燃やせないごみ","","無料","","",""
"132136","132136S00487","東村山市","電話機（FAXあり）","粗大ごみ","","無料","","",""
"132136","132136S00488","東村山市","電話台","粗大ごみ","","無料","","",""
"132136","132136S00489","東村山市","トイレカバー","燃やせるごみ","","無料","","",""
"132136","132136S00490","東村山市","トイレットペーパー","燃やせるごみ","","無料","","",""
"132136","132136S00491","東村山市","トイレットペーパーの芯","古紙・古着","","無料","","",""
"132136","132136S00492","東村山市","灯油","収集しません","","無料","","",""
"132136","132136S00493","東村山市","時計（置時計など）","燃やせないごみ","","無料","","",""
"132136","132136S00494","東村山市","戸棚","粗大ごみ","","無料","","",""
"132136","132136S00495","東村山市","鳥かご","粗大ごみ","","無料","","",""
"132136","132136S00496","東村山市","塗料","収集しません","","無料","","",""
"132136","132136S00497","東村山市","トレイ（発泡スチロール）","容器包装プラスチック","","無料","","",""
"132136","132136S00498","東村山市","トレイ・おぼん（木製）","燃やせるごみ","","無料","","",""
"132136","132136S00499","東村山市","トレイ・おぼん（プラスチック製）","燃やせないごみ","","無料","","",""
"132136","132136S00500","東村山市","トロフィ","粗大ごみ","","無料","","",""
"132136","132136S00501","東村山市","トースター","粗大ごみ","","無料","","",""
"132136","132136S00502","東村山市","ドア","収集しません","","無料","","",""
"132136","132136S00503","東村山市","ドアノブ","燃やせないごみ","","無料","","",""
"132136","132136S00504","東村山市","土砂","収集しません","","無料","","",""
"132136","132136S00505","東村山市","土鍋","燃やせないごみ","","無料","","",""
"132136","132136S00506","東村山市","ドライバー","燃やせないごみ","","無料","","",""
"132136","132136S00507","東村山市","ドライヤー","燃やせないごみ","","無料","","",""
"132136","132136S00508","東村山市","ドラム缶","収集しません","","無料","","",""
"132136","132136S00509","東村山市","ドラムセット","粗大ごみ","","無料","","",""
"132136","132136S00510","東村山市","ドレッシングのびん","びん・かん","","無料","","",""
"132136","132136S00511","東村山市","ドレッシングのボトル","容器包装プラスチック","","無料","","",""
"132136","132136S00512","東村山市","ナイフ類","燃やせないごみ","","無料","","",""
"132136","132136S00513","東村山市","長靴","燃やせないごみ","","無料","","",""
"132136","132136S00514","東村山市","流し台","収集しません","","無料","","",""
"132136","132136S00515","東村山市","ナプキン","燃やせるごみ","","無料","","",""
"132136","132136S00516","東村山市","鍋","燃やせないごみ","","無料","","",""
"132136","132136S00517","東村山市","生ごみ","燃やせるごみ","","無料","","",""
"132136","132136S00518","東村山市","荷造りのひも（クラフト製）","燃やせるごみ","","無料","","",""
"132136","132136S00519","東村山市","荷造りのひも（ビニール製）","燃やせないごみ","","無料","","",""
"132136","132136S00520","東村山市","乳幼児玩具（木製）","燃やせるごみ","","有料","300","",""
"132136","132136S00521","東村山市","乳幼児玩具（プラスチック製）","燃やせないごみ","","無料","","",""
"132136","132136S00522","東村山市","乳幼児遊具","粗大ごみ","","無料","","",""
"132136","132136S00523","東村山市","人形（プラスチック製）","燃やせないごみ","","無料","","",""
"132136","132136S00524","東村山市","人形（布製）","燃やせるごみ","","無料","","",""
"132136","132136S00525","東村山市","人形ケース","粗大ごみ","","無料","","",""
"132136","132136S00526","東村山市","ぬいぐるみ（中身が綿）","燃やせるごみ","","無料","","",""
"132136","132136S00527","東村山市","ぬいぐるみ（中身がスポンジやビーズ）","燃やせないごみ","","無料","","",""
"132136","132136S00528","東村山市","縫い針","燃やせないごみ","","無料","","",""
"132136","132136S00529","東村山市","布切れ","燃やせるごみ","","無料","","",""
"132136","132136S00530","東村山市","ネガフィルム","燃やせないごみ","","無料","","",""
"132136","132136S00531","東村山市","ネクタイ","燃やせるごみ","","無料","","",""
"132136","132136S00532","東村山市","猫の砂","燃やせるごみ","","無料","","",""
"132136","132136S00533","東村山市","ネジ","燃やせないごみ","","無料","","",""
"132136","132136S00534","東村山市","寝袋","燃やせないごみ","","無料","","",""
"132136","132136S00535","東村山市","粘着テープ（紙製・クラフト製）","燃やせるごみ","","無料","","",""
"132136","132136S00536","東村山市","粘着テープ（ビニール製）","燃やせないごみ","","無料","","",""
"132136","132136S00537","東村山市","粘土（紙粘土・油粘土）","燃やせるごみ","","無料","","",""
"132136","132136S00538","東村山市","農機具","収集しません","","無料","","",""
"132136","132136S00539","東村山市","農薬類","収集しません","","無料","","",""
"132136","132136S00540","東村山市","のこぎり（手引き）","燃やせないごみ","","無料","","",""
"132136","132136S00541","東村山市","のこぎり（電動）","粗大ごみ","","無料","","",""
"132136","132136S00542","東村山市","海苔のかん","びん・かん","","無料","","",""
"132136","132136S00543","東村山市","海苔の容器（プラスチック性）","容器包装プラスチック","","無料","","",""
"132136","132136S00544","東村山市","ノンカーボン紙","燃やせるごみ","","無料","","",""
"132136","132136S00545","東村山市","ノート","古紙・古着","","無料","","",""
"132136","132136S00546","東村山市","ノート型パソコン","収集しません","","無料","","",""
"132136","132136S00547","東村山市","ノート型ワープロ","粗大ごみ","","無料","","",""
"132136","132136S00548","東村山市","灰","燃やせるごみ","","無料","","",""
"132136","132136S00549","東村山市","灰皿","燃やせないごみ","","無料","","",""
"132136","132136S00550","東村山市","廃油（機械用等）","収集しません","","無料","","",""
"132136","132136S00551","東村山市","はかり","燃やせないごみ","","無料","","",""
"132136","132136S00552","東村山市","はがき","古紙・古着","","無料","","",""
"132136","132136S00553","東村山市","白熱灯（電球）","有害ごみ","","無料","","",""
"132136","132136S00554","東村山市","はさみ","燃やせないごみ","","無料","","",""
"132136","132136S00555","東村山市","箸（木製）","燃やせるごみ","","無料","","",""
"132136","132136S00556","東村山市","箸（プラスチック製・金属製）","燃やせないごみ","","無料","","",""
"132136","132136S00557","東村山市","はしご","粗大ごみ","","無料","","",""
"132136","132136S00558","東村山市","鉢","燃やせないごみ","","無料","","",""
"132136","132136S00559","東村山市","発泡スチロール（梱包材）","容器包装プラスチック","","無料","","",""
"132136","132136S00560","東村山市","花火","燃やせるごみ","","無料","","",""
"132136","132136S00561","東村山市","歯ブラシ","燃やせないごみ","","無料","","",""
"132136","132136S00562","東村山市","歯磨き粉のチューブ","容器包装プラスチック","","無料","","",""
"132136","132136S00563","東村山市","刃物","燃やせないごみ","","無料","","",""
"132136","132136S00564","東村山市","針","燃やせないごみ","","無料","","",""
"132136","132136S00565","東村山市","ハンガー","燃やせないごみ","","無料","","",""
"132136","132136S00566","東村山市","はんこ（象牙、木製）","燃やせるごみ","","無料","","",""
"132136","132136S00567","東村山市","はんこ（プラスチック製）","燃やせないごみ","","無料","","",""
"132136","132136S00568","東村山市","半紙","古紙・古着","","無料","","",""
"132136","132136S00569","東村山市","はんてん","燃やせるごみ","","無料","","",""
"132136","132136S00570","東村山市","ハンドバッグ（革・布・ビニール製）","燃やせないごみ","","無料","","",""
"132136","132136S00571","東村山市","バイク（50cc以上）","収集しません","","無料","","",""
"132136","132136S00572","東村山市","バインダー（紙製）","燃やせるごみ","","無料","","",""
"132136","132136S00573","東村山市","バインダー（プラスチック製）","燃やせないごみ","","無料","","",""
"132136","132136S00574","東村山市","バケツ","燃やせないごみ","","無料","","",""
"132136","132136S00575","東村山市","バッグ（革・布・ビニール製）","燃やせないごみ","","無料","","",""
"132136","132136S00576","東村山市","バット（木製・金属製・プラスチック製）","粗大ごみ","","無料","","",""
"132136","132136S00577","東村山市","絆創膏","燃やせるごみ","","無料","","",""
"132136","132136S00578","東村山市","バーベキューコンロ","粗大ごみ","","無料","","",""
"132136","132136S00579","東村山市","バーベキュー鉄板","粗大ごみ","","無料","","",""
"132136","132136S00580","東村山市","バーベル","粗大ごみ","","無料","","",""
"132136","132136S00581","東村山市","パイプ椅子","粗大ごみ","","無料","","",""
"132136","132136S00582","東村山市","パイプハンガー","粗大ごみ","","無料","","",""
"132136","132136S00583","東村山市","パイプベッド","粗大ごみ","","無料","","",""
"132136","132136S00584","東村山市","パソコン一式","収集しません","","無料","","",""
"132136","132136S00585","東村山市","パソコンプリンター","粗大ごみ","","無料","","",""
"132136","132136S00586","東村山市","パソコンラック","粗大ごみ","","無料","","",""
"132136","132136S00587","東村山市","パネルヒーター","粗大ごみ","","無料","","",""
"132136","132136S00588","東村山市","パンの袋（プラマーク付）","容器包装プラスチック","","無料","","",""
"132136","132136S00589","東村山市","パンフレット","古紙・古着","","無料","","",""
"132136","132136S00590","東村山市","ひげ剃り","燃やせないごみ","","無料","","",""
"132136","132136S00591","東村山市","ひな壇","粗大ごみ","","無料","","",""
"132136","132136S00592","東村山市","百科事典","古紙・古着","","無料","","",""
"132136","132136S00593","東村山市","漂白剤の容器（プラスチック製）","容器包装プラスチック","","無料","","",""
"132136","132136S00594","東村山市","肥料","収集しません","","無料","","",""
"132136","132136S00595","東村山市","ビデオカメラ","燃やせないごみ","","無料","","",""
"132136","132136S00596","東村山市","ビデオテープ","燃やせないごみ","","無料","","",""
"132136","132136S00597","東村山市","ビデオデッキ","粗大ごみ","","無料","","",""
"132136","132136S00598","東村山市","ビニール雨カッパ","燃やせないごみ","","無料","","",""
"132136","132136S00599","東村山市","ビニールクロス・テーブルクロス","燃やせないごみ","","無料","","",""
"132136","132136S00600","東村山市","ビニールコーティング紙","燃やせるごみ","","無料","","",""
"132136","132136S00601","東村山市","ビニールシート","燃やせないごみ","","無料","","",""
"132136","132136S00602","東村山市","ビニール風呂敷","燃やせないごみ","","無料","","",""
"132136","132136S00603","東村山市","ビニールホース","燃やせないごみ","","無料","","",""
"132136","132136S00604","東村山市","屏風","粗大ごみ","","無料","","",""
"132136","132136S00605","東村山市","びん（飲料用・食料用・化粧品用）","びん・かん","","無料","","",""
"132136","132136S00606","東村山市","便箋","古紙・古着","","無料","","",""
"132136","132136S00607","東村山市","びんのふた・キャップ","燃やせないごみ","","無料","","",""
"132136","132136S00608","東村山市","ビーチパラソル","粗大ごみ","","無料","","",""
"132136","132136S00609","東村山市","ビーチマット","燃やせないごみ","","無料","","",""
"132136","132136S00610","東村山市","ビールケース","粗大ごみ","","無料","","",""
"132136","132136S00611","東村山市","ビールのかん","びん・かん","","無料","","",""
"132136","132136S00612","東村山市","ビールのびん","びん・かん","","無料","","",""
"132136","132136S00613","東村山市","ピアノ","収集しません","","無料","","",""
"132136","132136S00614","東村山市","ファイル（紙製）","古紙・古着","","無料","","",""
"132136","132136S00615","東村山市","ファイル（プラスチック製）","燃やせないごみ","","無料","","",""
"132136","132136S00616","東村山市","ファックス","粗大ごみ","","無料","","",""
"132136","132136S00617","東村山市","ファンシーケース","粗大ごみ","","無料","","",""
"132136","132136S00618","東村山市","ファンヒーター","粗大ごみ","","無料","","",""
"132136","132136S00619","東村山市","封筒","古紙・古着","","無料","","",""
"132136","132136S00620","東村山市","風鈴（ガラス・金属製）","燃やせないごみ","","無料","","",""
"132136","132136S00621","東村山市","フェンス","粗大ごみ","","無料","","",""
"132136","132136S00622","東村山市","フォーク（金属）","燃やせないごみ","","無料","","",""
"132136","132136S00623","東村山市","服（古着）","古紙・古着","","無料","","",""
"132136","132136S00624","東村山市","付箋紙","燃やせるごみ","","無料","","",""
"132136","132136S00625","東村山市","筆","燃やせるごみ","","無料","","",""
"132136","132136S00626","東村山市","ふとん","粗大ごみ","","無料","","",""
"132136","132136S00627","東村山市","ふとんカバー","燃やせるごみ","","無料","","",""
"132136","132136S00628","東村山市","ふとん乾燥機","粗大ごみ","","無料","","",""
"132136","132136S00629","東村山市","ふとんたたき（木製）","燃やせるごみ","","無料","","",""
"132136","132136S00630","東村山市","ふとんたたき（金属製・プラスチック製）","燃やせないごみ","","無料","","",""
"132136","132136S00631","東村山市","ふとん干し（パイプ状）","粗大ごみ","","無料","","",""
"132136","132136S00632","東村山市","ふとん用マットレス","粗大ごみ","","無料","","",""
"132136","132136S00633","東村山市","フライパン","燃やせないごみ","","無料","","",""
"132136","132136S00634","東村山市","古本","古紙・古着","","無料","","",""
"132136","132136S00635","東村山市","風呂釜","収集しません","","無料","","",""
"132136","132136S00636","東村山市","風呂敷（布製製）","燃やせるごみ","","無料","","",""
"132136","132136S00637","東村山市","風呂敷（ビニール製）","燃やせないごみ","","無料","","",""
"132136","132136S00638","東村山市","フロッピーディスク","燃やせないごみ","","無料","","",""
"132136","132136S00639","東村山市","風呂のふた（木製・プラスチック製）","粗大ごみ","","無料","","",""
"132136","132136S00640","東村山市","風呂マット","粗大ごみ","","無料","","",""
"132136","132136S00641","東村山市","フードストッカー","粗大ごみ","","無料","","",""
"132136","132136S00642","東村山市","仏壇","収集しません","","無料","","",""
"132136","132136S00643","東村山市","ブラインド（プラスチック製・木製）","粗大ごみ","","無料","","",""
"132136","132136S00644","東村山市","ぶら下がり健康器","粗大ごみ","","無料","","",""
"132136","132136S00645","東村山市","ブランコ（子供用）","粗大ごみ","","有料","900","",""
"132136","132136S00646","東村山市","ブロック","収集しません","","無料","","",""
"132136","132136S00647","東村山市","プランター（プラスチック製）","燃やせないごみ","","無料","","",""
"132136","132136S00648","東村山市","プリンター","粗大ごみ","","無料","","",""
"132136","132136S00649","東村山市","ヘアスプレー缶","びん・かん","","無料","","",""
"132136","132136S00650","東村山市","ヘアブラシ","燃やせないごみ","","無料","","",""
"132136","132136S00651","東村山市","ヘッドフォン","燃やせないごみ","","無料","","",""
"132136","132136S00652","東村山市","ヘッドフォンステレオ","燃やせないごみ","","無料","","",""
"132136","132136S00653","東村山市","ヘルメット","燃やせないごみ","","無料","","",""
"132136","132136S00654","東村山市","ベッド","粗大ごみ","","無料","","","800円～2400円（サイズにより異なる）"
"132136","132136S00655","東村山市","べニア板","粗大ごみ","","無料","","",""
"132136","132136S00656","東村山市","ベビーカー","粗大ごみ","","有料","400","",""
"132136","132136S00657","東村山市","ベビーサークル","粗大ごみ","","無料","","",""
"132136","132136S00658","東村山市","ベビーバス","粗大ごみ","","無料","","",""
"132136","132136S00659","東村山市","ベビーベッド","粗大ごみ","","無料","","",""
"132136","132136S00660","東村山市","ベルト","燃やせないごみ","","無料","","",""
"132136","132136S00661","東村山市","便器","収集しません","","無料","","",""
"132136","132136S00662","東村山市","便座（洗浄・保温機能なし）","燃やせないごみ","","無料","","",""
"132136","132136S00663","東村山市","便座（洗浄・保温機能付）","粗大ごみ","","無料","","",""
"132136","132136S00664","東村山市","ベンジン","収集しません","","無料","","",""
"132136","132136S00665","東村山市","ベンチ（家具）","粗大ごみ","","無料","","",""
"132136","132136S00666","東村山市","弁当箱","燃やせないごみ","","無料","","",""
"132136","132136S00667","東村山市","弁当容器（プラ表示付き）","容器包装プラスチック","","無料","","",""
"132136","132136S00668","東村山市","ペット小屋","粗大ごみ","","無料","","",""
"132136","132136S00669","東村山市","ペットボトル","ペットボトル","","無料","","",""
"132136","132136S00670","東村山市","ペットボトルのラベル（プラマーク付き）","容器包装プラスチック","","無料","","",""
"132136","132136S00671","東村山市","ペンキ","収集しません","","無料","","",""
"132136","132136S00672","東村山市","ペンキの缶","燃やせないごみ","","無料","","",""
"132136","132136S00673","東村山市","ペンチ","燃やせないごみ","","無料","","",""
"132136","132136S00674","東村山市","ペン類","燃やせないごみ","","無料","","",""
"132136","132136S00675","東村山市","ペーパータオル","燃やせるごみ","","無料","","",""
"132136","132136S00676","東村山市","ホイール（自動車用・二輪車用）","収集しません","","無料","","",""
"132136","132136S00677","東村山市","ホイール（自転車用）","粗大ごみ","","無料","","",""
"132136","132136S00678","東村山市","ほうき（自然素材製）","燃やせるごみ","","無料","","",""
"132136","132136S00679","東村山市","ほうき（プラスチック製）","燃やせないごみ","","無料","","",""
"132136","132136S00680","東村山市","包装紙","古紙・古着","","無料","","",""
"132136","132136S00681","東村山市","包装用フィルム","容器包装プラスチック","","無料","","",""
"132136","132136S00682","東村山市","包帯","燃やせるごみ","","無料","","",""
"132136","132136S00683","東村山市","包丁","燃やせないごみ","","無料","","",""
"132136","132136S00684","東村山市","包丁研ぎ器（簡易なもの）","燃やせないごみ","","無料","","",""
"132136","132136S00685","東村山市","歩行器","粗大ごみ","","無料","","",""
"132136","132136S00686","東村山市","ホットカーペット","粗大ごみ","","無料","","",""
"132136","132136S00687","東村山市","ホットプレート","粗大ごみ","","無料","","",""
"132136","132136S00688","東村山市","ホッピング","粗大ごみ","","無料","","",""
"132136","132136S00689","東村山市","哺乳瓶（ガラス）","燃やせないごみ","","無料","","",""
"132136","132136S00690","東村山市","保冷剤（簡易なもの）","燃やせるごみ","","無料","","",""
"132136","132136S00691","東村山市","本","古紙・古着","","無料","","",""
"132136","132136S00692","東村山市","本棚","粗大ごみ","","無料","","",""
"132136","132136S00693","東村山市","ホース（ゴム・ビニール製）","燃やせないごみ","","無料","","",""
"132136","132136S00694","東村山市","ホースリール","燃やせないごみ","","無料","","",""
"132136","132136S00695","東村山市","ホーロー鍋","燃やせないごみ","","無料","","",""
"132136","132136S00696","東村山市","ボイラー","収集しません","","無料","","",""
