市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,住所,緯度,経度,掲示板管理番号,バリアフリー情報,備考（目印）
132217,52,東京都,清瀬市,,,東京都清瀬市野塩2-387,35.78147,139.501385,38,,野塩団地18号棟前
132217,53,東京都,清瀬市,,,東京都清瀬市野塩3-50,35.778118,139.500006,57,,市営野塩柳原住宅集会所前
132217,54,東京都,清瀬市,,,東京都清瀬市野塩3-69,35.778118,139.500006,58,,野塩八幡神社入り口
132217,55,東京都,清瀬市,,,東京都清瀬市野塩5-299-10,35.777947,139.498002,59,,キューブ秋津前
132217,56,東京都,清瀬市,,,東京都清瀬市野塩5-255-1,35.775377,139.498578,60,,都営野塩五丁目アパート内
132217,57,東京都,清瀬市,,,東京都清瀬市野塩5-202,35.778118,139.500006,61,,緑園ハイツ前
132217,58,東京都,清瀬市,,,東京都清瀬市松山1-26-1,35.769282,139.517841,62,,松山老人いこいの家
132217,59,東京都,清瀬市,,,東京都清瀬市松山1-39-3,35.768462,139.517958,63,,都営松山一丁目アパート３号棟前
132217,60,東京都,清瀬市,,,東京都清瀬市松山2-6-25,35.770989,139.514809,64,,松山地域市民センター
132217,61,東京都,清瀬市,,,東京都清瀬市竹丘1-7-12,35.76477,139.512666,65,,都営竹丘一丁目アパート12号棟前
132217,62,東京都,清瀬市,,,東京都清瀬市竹丘1-8-7,35.765132,139.511981,66,,都営竹丘一丁目アパート7号棟北側
132217,63,東京都,清瀬市,,,東京都清瀬市竹丘1-12-8,35.76675,139.512007,4,,都営竹丘一丁目アパート8号棟玄関横
132217,64,東京都,清瀬市,,,東京都清瀬市竹丘1-12-15,35.766377,139.511615,84,,都営竹丘一丁目アパート15号棟
132217,65,東京都,清瀬市,,,東京都清瀬市竹丘1-17-43,35.768428,139.5092,67,,竹丘彩り公園前
132217,66,東京都,清瀬市,,,東京都清瀬市竹丘2-5,35.766453,139.505095,68,,都営竹丘二丁目アパート集会所前
132217,67,東京都,清瀬市,,,東京都清瀬市竹丘2-10,35.766453,139.505095,69,,集会所前
132217,68,東京都,清瀬市,,,東京都清瀬市竹丘2-13-32,35.763577,139.509349,70,,都営竹丘二丁目アパート32号棟前
132217,69,東京都,清瀬市,,,東京都清瀬市竹丘2-2,35.766453,139.505095,71,,竹丘くぬぎ児童遊園
132217,70,東京都,清瀬市,,,東京都清瀬市竹丘2-8-25,35.764548,139.511491,72,,都営竹丘二丁目アパート25号棟前
132217,71,東京都,清瀬市,,,東京都清瀬市竹丘3-10-31,35.765284,139.502596,73,,竹丘三丁目児童遊園
132217,72,東京都,清瀬市,,,東京都清瀬市竹丘3-14,35.762484,139.502709,74,,竹丘えんじゅ児童遊園
132217,73,東京都,清瀬市,,,東京都清瀬市竹丘3-10-2,35.76482,139.500763,18,,バス停「全生園南」前
132217,74,東京都,清瀬市,,,東京都清瀬市梅園1-2,35.773404,139.509548,75,,中央公園
132217,75,東京都,清瀬市,,,東京都清瀬市梅園2-6-2,35.773855,139.503679,76,,梅園くぬぎ児童遊園
132217,76,東京都,清瀬市,,,東京都清瀬市梅園3-11-5,35.771657,139.503822,77,,ハイムフレグランス前
132217,77,東京都,清瀬市,,,東京都清瀬市梅園3-6-11,35.771941,139.499158,78,,松村マンション前
132217,78,東京都,清瀬市,,,東京都清瀬市梅園3-14,35.772185,139.501596,79,,緑陰通りポケットパーク横
132217,79,東京都,清瀬市,,,東京都清瀬市梅園3-16-12,35.773101,139.500462,80,,福永宅北側
132217,80,東京都,清瀬市,,,東京都清瀬市梅園3-1-1,35.771657,139.503822,82,,バス停「上宮」前
132217,81,東京都,清瀬市,,,東京都清瀬市梅園3-3-13,35.769334,139.501534,83,,えごの木児童遊園
