都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,住所,方書,緯度,経度,電話番号,内線番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考
131164,25,東京都,豊島区,木造不動明王立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区駒込6-11-4　西福寺,,139.74249,35.73885,,,,,,駒込6-11-4　宗教法人　西福寺,1992/11/10,,,,,,,,,,,,
131164,26,東京都,豊島区,木造観音菩薩立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区駒込6-11-4　西福寺,,139.74249,35.73885,,,,,,駒込6-11-4　宗教法人　西福寺,1992/11/10,,,,,,,,,,,,
131164,27,東京都,豊島区,木造閻魔王坐像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区駒込6-11-4　西福寺,,139.74249,35.73885,,,,,,駒込6-11-4　宗教法人　西福寺,1992/11/10,,,,,,,,,,,,
131164,28,東京都,豊島区,木造阿弥陀如来坐像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区駒込7-2-4　専修院,,139.73836,35.7399,,,,,,駒込7-2-4　宗教法人　専修院,1992/11/10,,,,,,,,,,,,
131164,29,東京都,豊島区,木造地蔵菩薩立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区駒込7-2-4　専修院,,139.73836,35.7399,,,,,,駒込7-2-4　宗教法人　専修院,1992/11/10,,,,,,,,,,,,
131164,30,東京都,豊島区,鉄造薬師如来立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区駒込7-1-1　泰宗寺,,139.7393,35.73928,,,,,,駒込7-1-1　宗教法人　泰宗寺,1992/11/10,,,,,,,,,,,,
131164,31,東京都,豊島区,磚製弁財天及び十五童子像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区駒込7-1-1　泰宗寺,,139.7393,35.73928,,,,,,駒込7-1-1　宗教法人　泰宗寺,1992/11/10,,,,,,,,,,,,
131164,32,東京都,豊島区,木造日蓮上人坐像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区巣鴨5-35-33　慈眼寺,,139.73521,35.73964,,,,,,巣鴨5-35-33　宗教法人　慈眼寺,1992/11/10,,,,,,,,,,,,
131164,33,東京都,豊島区,木造鬼子母神立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区巣鴨5-35-33　慈眼寺,,139.73521,35.73964,,,,,,巣鴨5-35-33　宗教法人　慈眼寺,1992/11/10,,,,,,,,,,,,
131164,34,東京都,豊島区,木造鬼子母神立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区巣鴨5-35-33　慈眼寺,,139.73521,35.73964,,,,,,巣鴨5-35-33　宗教法人　慈眼寺,1992/11/10,,,,,,,,,,,,
131164,35,東京都,豊島区,鉄造鬼子母神立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区巣鴨5-35-33　慈眼寺,,139.73521,35.73964,,,,,,巣鴨5-35-33　宗教法人　慈眼寺,1992/11/10,,,,,,,,,,,,
131164,36,東京都,豊島区,木造日蓮上人坐像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区駒込7-2-14　蓮華寺,,139.73836,35.7399,,,,,,駒込7-2-14　宗教法人　蓮華寺,1992/11/10,,,,,,,,,,,,
131164,37,東京都,豊島区,木造地蔵菩薩立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-25　善養寺,,139.73067,35.7433,,,,,,西巣鴨4-8-25　宗教法人　善養寺,1992/11/10,,,,,,,,,,,,
131164,38,東京都,豊島区,木造閻魔王坐像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-25　善養寺,,139.73067,35.7433,,,,,,西巣鴨4-8-25　宗教法人　善養寺,1992/11/10,,,,,,,,,,,,
131164,39,東京都,豊島区,木造不動三尊像（厨子入り）,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-25　善養寺,,139.73067,35.7433,,,,,,西巣鴨4-8-25　宗教法人　善養寺,1992/11/10,,,,,,,,,,,,
131164,40,東京都,豊島区,木造愛染明王坐像（厨子入り）,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-25　善養寺,,139.73067,35.7433,,,,,,西巣鴨4-8-25　宗教法人　善養寺,1992/11/10,,,,,,,,,,,,
131164,41,東京都,豊島区,木造不動明王坐像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-25　善養寺,,139.73067,35.7433,,,,,,西巣鴨4-8-25　宗教法人　善養寺,1992/11/10,,,,,,,,,,,,
131164,42,東京都,豊島区,木造阿弥陀如来立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-25　善養寺,,139.73067,35.7433,,,,,,西巣鴨4-8-25　宗教法人　善養寺,1992/11/10,,,,,,,,,,,,
131164,43,東京都,豊島区,木造地蔵菩薩立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-25　善養寺,,139.73067,35.7433,,,,,,西巣鴨4-8-25　宗教法人　善養寺,1992/11/10,,,,,,,,,,,,
131164,44,東京都,豊島区,木造釈迦三尊像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-25　善養寺,,139.73067,35.7433,,,,,,西巣鴨4-8-25　宗教法人　善養寺,1992/11/10,,,,,,,,,,,,
131164,45,東京都,豊島区,木造不動明王像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-1　正法院,,139.73067,35.7433,,,,,,西巣鴨4-8-1　宗教法人　正法院,1992/11/10,,,,,,,,,,,,
131164,46,東京都,豊島区,木造聖観音菩薩坐像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-1　正法院,,139.73067,35.7433,,,,,,西巣鴨4-8-1　宗教法人　正法院,1992/11/10,,,,,,,,,,,,
131164,47,東京都,豊島区,木造千手観音立像（厨子入り）,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-1　正法院,,139.73067,35.7433,,,,,,西巣鴨4-8-1　宗教法人　正法院,1992/11/10,,,,,,,,,,,,
131164,48,東京都,豊島区,木造勢至菩薩立像（厨子入り）,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-1　正法院,,139.73067,35.7433,,,,,,西巣鴨4-8-1　宗教法人　正法院,1992/11/10,,,,,,,,,,,,
131164,49,東京都,豊島区,木造阿弥陀三尊像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-1　正法院,,139.73067,35.7433,,,,,,西巣鴨4-8-1　宗教法人　正法院,1992/11/10,,,,,,,,,,,,
131164,50,東京都,豊島区,木造阿弥陀三尊像（本尊）,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-40　盛雲寺,,139.73067,35.7433,,,,,,西巣鴨4-8-40　宗教法人　盛雲寺,1992/11/10,,,,,,,,,,,,
131164,51,東京都,豊島区,木造阿弥陀三尊像（本尊）観音菩薩像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-40　盛雲寺,,139.73067,35.7433,,,,,,西巣鴨4-8-40　宗教法人　盛雲寺,1992/11/10,,,,,,,,,,,,
131164,52,東京都,豊島区,木造阿弥陀三尊像（本尊）勢至菩薩像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-40　盛雲寺,,139.73067,35.7433,,,,,,西巣鴨4-8-40　宗教法人　盛雲寺,1992/11/10,,,,,,,,,,,,
131164,53,東京都,豊島区,木造阿弥陀三尊像（脇壇）観音菩薩像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-40　盛雲寺,,139.73067,35.7433,,,,,,西巣鴨4-8-40　宗教法人　盛雲寺,1992/11/10,,,,,,,,,,,,
131164,54,東京都,豊島区,木造阿弥陀三尊像（脇壇）阿弥陀如来像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-40　盛雲寺,,139.73067,35.7433,,,,,,西巣鴨4-8-40　宗教法人　盛雲寺,1992/11/10,,,,,,,,,,,,
131164,55,東京都,豊島区,木造阿弥陀三尊像（脇壇）勢至菩薩像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-40　盛雲寺,,139.73067,35.7433,,,,,,西巣鴨4-8-40　宗教法人　盛雲寺,1992/11/10,,,,,,,,,,,,
131164,56,東京都,豊島区,木造閻魔王坐像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-40　盛雲寺,,139.73067,35.7433,,,,,,西巣鴨4-8-40　宗教法人　盛雲寺,1992/11/10,,,,,,,,,,,,
131164,57,東京都,豊島区,木造阿弥陀三尊像　阿弥陀如来像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-22　良感寺,,139.73067,35.7433,,,,,,西巣鴨4-8-22　宗教法人　良感寺,1992/11/10,,,,,,,,,,,,
131164,58,東京都,豊島区,木造阿弥陀三尊像　観音菩薩像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-22　良感寺,,139.73067,35.7433,,,,,,西巣鴨4-8-22　宗教法人　良感寺,1992/11/10,,,,,,,,,,,,
131164,59,東京都,豊島区,木造阿弥陀三尊像　勢至菩薩像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-22　良感寺,,139.73067,35.7433,,,,,,西巣鴨4-8-22　宗教法人　良感寺,1992/11/10,,,,,,,,,,,,
131164,60,東京都,豊島区,木造地蔵菩薩立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-22　良感寺,,139.73067,35.7433,,,,,,西巣鴨4-8-22　宗教法人　良感寺,1992/11/10,,,,,,,,,,,,
131164,61,東京都,豊島区,木造法華曼荼羅像　一具,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-28　妙行寺,,139.73067,35.7433,,,,,,西巣鴨4-8-28　宗教法人　妙行寺,1993/10/26,,,,,,,,,,,,
131164,62,東京都,豊島区,木造日蓮上人坐像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-28　妙行寺,,139.73067,35.7433,,,,,,西巣鴨4-8-28　宗教法人　妙行寺,1993/10/26,,,,,,,,,,,,
131164,63,東京都,豊島区,阿弥陀如来坐像（伝：釈迦如来像）,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-24　清巖寺,,139.73067,35.7433,,,,,,西巣鴨4-8-24　宗教法人　清巖寺,1993/10/26,,,,,,,,,,,,
131164,64,東京都,豊島区,木造道元禅師坐像・木造瑩山禅師坐像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-24　清巖寺,,139.73067,35.7433,,,,,,西巣鴨4-8-24　宗教法人　清巖寺,1993/10/26,,,,,,,,,,,,
131164,65,東京都,豊島区,木造達磨大師坐像・大権菩薩像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-24　清巖寺,,139.73067,35.7433,,,,,,西巣鴨4-8-24　宗教法人　清巖寺,1993/10/26,,,,,,,,,,,,
131164,66,東京都,豊島区,木造釈迦如来坐像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区巣鴨5-32-5　白泉寺,,139.73289,35.74182,,,,,,巣鴨5-32-5　宗教法人　白泉寺,1993/10/26,,,,,,,,,,,,
131164,67,東京都,豊島区,木造阿弥陀如来立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-43　西方寺,,139.73067,35.7433,,,,,,西巣鴨4-8-43　宗教法人　西方寺,1993/10/26,,,,,,,,,,,,
131164,68,東京都,豊島区,木造観音菩薩像・木造勢至菩薩像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-43　西方寺,,139.73067,35.7433,,,,,,西巣鴨4-8-43　宗教法人　西方寺,1993/10/26,,,,,,,,,,,,
131164,69,東京都,豊島区,銅像地蔵菩薩立像（厨子入り）,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-43　西方寺,,139.73067,35.7433,,,,,,西巣鴨4-8-43　宗教法人　西方寺,1993/10/26,,,,,,,,,,,,
131164,70,東京都,豊島区,木造阿弥陀如来坐像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-43　西方寺,,139.73067,35.7433,,,,,,西巣鴨4-8-43　宗教法人　西方寺,1993/10/26,,,,,,,,,,,,
131164,71,東京都,豊島区,木造阿弥陀如来坐像（厨子入り）,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-43　西方寺,,139.73067,35.7433,,,,,,西巣鴨4-8-43　宗教法人　西方寺,1993/10/26,,,,,,,,,,,,
131164,72,東京都,豊島区,木造地蔵菩薩立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-40　盛雲寺　,,139.73067,35.7433,,,,,,西巣鴨4-8-40　宗教法人　盛雲寺,1994/4/22,,,,,,,,,,,,
131164,73,東京都,豊島区,木造神立像（付　銅造十一面観音立像）,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-40　盛雲寺　,,139.73067,35.7433,,,,,,西巣鴨4-8-40　宗教法人　盛雲寺,1994/4/22,,,,,,,,,,,,
131164,74,東京都,豊島区,木造如来立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-40　盛雲寺　,,139.73067,35.7433,,,,,,西巣鴨4-8-40　宗教法人　盛雲寺,1994/4/22,,,,,,,,,,,,
131164,75,東京都,豊島区,木造不動三尊像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-40　盛雲寺　,,139.73067,35.7433,,,,,,西巣鴨4-8-40　宗教法人　盛雲寺,1994/4/22,,,,,,,,,,,,
131164,76,東京都,豊島区,銅造誕生釈迦如来立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-40　盛雲寺　,,139.73067,35.7433,,,,,,西巣鴨4-8-40　宗教法人　盛雲寺,1994/4/22,,,,,,,,,,,,
131164,77,東京都,豊島区,銅造誕生釈迦如来立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-40　盛雲寺　,,139.73067,35.7433,,,,,,西巣鴨4-8-40　宗教法人　盛雲寺,1994/4/22,,,,,,,,,,,,
131164,78,東京都,豊島区,木造法然上人坐像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-40　盛雲寺　,,139.73067,35.7433,,,,,,西巣鴨4-8-40　宗教法人　盛雲寺,1995/7/4,,,,,,,,,,,,
131164,79,東京都,豊島区,木造善導大師坐像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-40　盛雲寺　,,139.73067,35.7433,,,,,,西巣鴨4-8-40　宗教法人　盛雲寺,1995/7/4,,,,,,,,,,,,
131164,80,東京都,豊島区,木造僧形坐像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-40　盛雲寺　,,139.73067,35.7433,,,,,,西巣鴨4-8-40　宗教法人　盛雲寺,1995/7/4,,,,,,,,,,,,
131164,81,東京都,豊島区,木造僧形坐像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-40　盛雲寺　,,139.73067,35.7433,,,,,,西巣鴨4-8-40　宗教法人　盛雲寺,1995/7/4,,,,,,,,,,,,
131164,82,東京都,豊島区,木造毘沙門天立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-40　盛雲寺　,,139.73067,35.7433,,,,,,西巣鴨4-8-40　宗教法人　盛雲寺,1995/7/4,,,,,,,,,,,,
131164,83,東京都,豊島区,木造地蔵菩薩立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-40　盛雲寺　,,139.73067,35.7433,,,,,,西巣鴨4-8-40　宗教法人　盛雲寺,1995/7/4,,,,,,,,,,,,
131164,84,東京都,豊島区,木造地蔵菩薩立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-40　盛雲寺　,,139.73067,35.7433,,,,,,西巣鴨4-8-40　宗教法人　盛雲寺,1995/7/4,,,,,,,,,,,,
131164,85,東京都,豊島区,木造地蔵菩薩立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-40　盛雲寺　,,139.73067,35.7433,,,,,,西巣鴨4-8-40　宗教法人　盛雲寺,1995/7/4,,,,,,,,,,,,
131164,86,東京都,豊島区,木造如来立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-40　盛雲寺　,,139.73067,35.7433,,,,,,西巣鴨4-8-40　宗教法人　盛雲寺,1995/7/4,,,,,,,,,,,,
131164,87,東京都,豊島区,木造法然上人立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-40　盛雲寺　,,139.73067,35.7433,,,,,,西巣鴨4-8-40　宗教法人　盛雲寺,1995/7/4,,,,,,,,,,,,
131164,88,東京都,豊島区,木造善導大師立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨4-8-40　盛雲寺　,,139.73067,35.7433,,,,,,西巣鴨4-8-40　宗教法人　盛雲寺,1995/7/4,,,,,,,,,,,,
131164,89,東京都,豊島区,木造阿弥陀如来立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西巣鴨2-2-17　法浄寺,,139.72893,35.73709,,,,,,西巣鴨2-2-17　宗教法人　法浄寺,1995/7/4,,,,,,,,,,,,
131164,90,東京都,豊島区,木造蔵王権現像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋4-25-6　清立院,,139.71964,35.72343,,,,,,南池袋4-25-6　宗教法人　清立院,1995/7/4,,,,,,,,,,,,
131164,91,東京都,豊島区,木造蔵王権現像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋4-25-6　清立院,,139.71964,35.72343,,,,,,南池袋4-25-6　宗教法人　清立院,1995/7/4,,,,,,,,,,,,
131164,92,東京都,豊島区,木造妙見菩薩半跏像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋4-25-6　清立院,,139.71964,35.72343,,,,,,南池袋4-25-6　宗教法人　清立院,1995/7/4,,,,,,,,,,,,
131164,93,東京都,豊島区,木造日蓮上人坐像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋4-25-6　清立院,,139.71964,35.72343,,,,,,南池袋4-25-6　宗教法人　清立院,1995/7/4,,,,,,,,,,,,
131164,94,東京都,豊島区,木造日朝上人坐像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋4-25-6　清立院,,139.71964,35.72343,,,,,,南池袋4-25-6　宗教法人　清立院,1995/7/4,,,,,,,,,,,,
131164,95,東京都,豊島区,木造日親上人坐像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋4-25-6　清立院,,139.71964,35.72343,,,,,,南池袋4-25-6　宗教法人　清立院,1995/7/4,,,,,,,,,,,,
131164,96,東京都,豊島区,木造毘沙門天立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋4-25-6　清立院,,139.71964,35.72343,,,,,,南池袋4-25-6　宗教法人　清立院,1995/7/4,,,,,,,,,,,,
131164,97,東京都,豊島区,木造日蓮上人坐像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋4-7-19　宝城寺,,139.71739,35.72202,,,,,,南池袋4-7-19　宗教法人　宝城寺,1995/7/4,,,,,,,,,,,,
131164,98,東京都,豊島区,木造妙太郎・法二郎像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋4-7-19　宝城寺,,139.71739,35.72202,,,,,,南池袋4-7-19　宗教法人　宝城寺,1995/7/4,,,,,,,,,,,,
131164,99,東京都,豊島区,木造三十番神像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋4-7-19　宝城寺,,139.71739,35.72202,,,,,,南池袋4-7-19　宗教法人　宝城寺,1995/7/4,,,,,,,,,,,,
131164,100,東京都,豊島区,木造鬼子母神像・木造五道天像・木造十羅刹女像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋4-7-19　宝城寺,,139.71739,35.72202,,,,,,南池袋4-7-19　宗教法人　宝城寺,1995/7/4,,,,,,,,,,,,
131164,101,東京都,豊島区,木造日蓮上人坐像（本尊）,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋2-20-1　盛泰寺,,139.71463,35.72694,,,,,,南池袋2-20-1　宗教法人　盛泰寺,1995/10/24,,,,,,,,,,,,
