都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,住所,方書,緯度,経度,電話番号,内線番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考
131164,205,東京都,豊島区,巣鴨遺跡（ランドマークビル地区）出土遺物〔巣鴨3-20-3〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,1996/10/1,,,,,,,,,,,,
131164,206,東京都,豊島区,巣鴨遺跡（坂井右紀家地区）出土遺物〔巣鴨4-14-7〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,1996/10/1,,,,,,,,,,,,
131164,207,東京都,豊島区,巣鴨遺跡（安村敏信家地区）出土遺物〔巣鴨3-24-7〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,1996/10/1,,,,,,,,,,,,
131164,208,東京都,豊島区,巣鴨遺跡（桜花苑ビル地区）出土遺物〔巣鴨3-19-13〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,1996/10/1,,,,,,,,,,,,
131164,209,東京都,豊島区,巣鴨遺跡（佐藤光家地区）出土遺物〔巣鴨4-21-16〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,1996/10/1,,,,,,,,,,,,
131164,210,東京都,豊島区,巣鴨遺跡（鈴木和男家地区）出土遺物〔巣鴨4-18-7〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,1996/10/1,,,,,,,,,,,,
131164,211,東京都,豊島区,氷川神社裏貝塚遺跡（ライオンズマンション池袋本町地区）出土遺物〔池袋本町2-27-4〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,1996/10/1,,,,,,,,,,,,
131164,212,東京都,豊島区,巣鴨遺跡（警視庁巣鴨警察署巣鴨駅前派出所地区）出土遺物〔巣鴨2-35〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,1997/9/17,,,,,,,,,,,,
131164,213,東京都,豊島区,駒込一丁目遺跡（日本住宅パネル工業協同組合ビル地区）出土遺物〔駒込1-3-4〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,1998/8/18,,,,,,,,,,,,
131164,214,東京都,豊島区,巣鴨遺跡（桃花源地区）出土遺物〔巣鴨3-28-8〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,1999/10/5,,,,,,,,,,,,
131164,215,東京都,豊島区,巣鴨遺跡（セザール巣鴨地区）出土遺物〔巣鴨4-13-15〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,1999/10/5,,,,,,,,,,,,
131164,216,東京都,豊島区,巣鴨遺跡（アーバンパレス地区）出土遺物〔巣鴨3-28-9〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,1999/10/5,,,,,,,,,,,,
131164,217,東京都,豊島区,染井遺跡（三菱養和会地区）出土遺物〔駒込2-8-1〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,1999/10/5,,,,,,,,,,,,
131164,218,東京都,豊島区,東池袋遺跡（東京簡易保険総合健診センター地区）出土遺物〔東池袋4-4-7〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2000/10/6,,,,,,,,,,,,
131164,219,東京都,豊島区,北大塚遺跡（ヒルズ山手大塚地区）出土遺物〔北大塚1-22-2〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2000/10/6,,,,,,,,,,,,
131164,220,東京都,豊島区,染井遺跡（三菱重工業染井アパート地区）出土遺物〔駒込5-3-2〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校埼玉県入間郡三芳町大字上富382-1 三芳保管庫,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2001/10/1,,,,,,,,,,,,
131164,221,東京都,豊島区,染井遺跡（プリンスハイツ駒込地区）出土遺物〔駒込6-6-9〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2002/9/27,,,,,,,,,,,,
131164,222,東京都,豊島区,染井遺跡（染井遺跡（警視庁巣鴨警察署染井駐在所地区）〔駒込6-1-8〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2002/9/27,,,,,,,,,,,,
131164,223,東京都,豊島区,学習院周辺遺跡（千登世橋中学校地区）〔目白1-1〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2002/9/27,,,,,,,,,,,,
131164,224,東京都,豊島区,国指定重要有形民俗文化財「豊島長崎の富士塚」出土遺物〔高松2-9〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2002/9/27,,,,,,,,,,,,
131164,225,東京都,豊島区,巣鴨遺跡（藤和シティホームズ巣鴨地区）出土遺物〔巣鴨3-30-12〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2003/10/28,,,,,,,,,,,,
131164,226,東京都,豊島区,雑司が谷遺跡（豊島区立みみずく公園地区）出土遺物〔雑司が谷3-15-27〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2004/4/30,,,,,,,,,,,,
131164,227,東京都,豊島区,椎名町遺跡（南長崎パークハウス地区）出土遺物〔南長崎4-29-15〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2004/9/22,,,,,,,,,,,,
131164,228,東京都,豊島区,巣鴨遺跡（都営三田線巣鴨駅エレベーター地区）出土遺物〔巣鴨2-1-1〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2004/9/22,,,,,,,,,,,,
131164,229,東京都,豊島区,巣鴨遺跡（東京都立大塚ろう学校地区）出土遺物〔巣鴨4-20-8〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2004/9/22,,,,,,,,,,,,
131164,230,東京都,豊島区,駒込一丁目遺跡（グランドパレスタナカ地区）出土遺物〔駒込1-8-10〕,,,,豊島区登録有形文化財,考古資料,,豊島区西巣鴨4-9-1　旧朝日中学校西池袋2-30-15　文化財資料調査室,,139.72948,35.74346,,,,,,南池袋2-45-1　豊島区教育委員会,2005/9/21,,,,,,,,,,,,
131164,231,東京都,豊島区,駒込一丁目遺跡（トーコー駒込ビル地区）出土遺物〔駒込1-8-11〕,,,,豊島区登録有形文化財,考古資料,,豊島区西巣鴨4-9-1　旧朝日中学校西池袋2-30-15　文化財資料調査室,,139.72948,35.74346,,,,,,南池袋2-45-1　豊島区教育委員会,2005/9/21,,,,,,,,,,,,
131164,232,東京都,豊島区,駒込一丁目遺跡（輿石隆保家地区）出土遺物〔駒込1-8-3〕,,,,豊島区登録有形文化財,考古資料,,豊島区西巣鴨4-9-1　旧朝日中学校,,139.72948,35.74346,,,,,,南池袋2-45-1　豊島区教育委員会,2005/9/21,,,,,,,,,,,,
131164,233,東京都,豊島区,駒込一丁目遺跡（星野茂樹家地区）出土遺物〔駒込1-8-2〕,,,,豊島区登録有形文化財,考古資料,,豊島区西巣鴨4-9-1　旧朝日中学校,,139.72948,35.74346,,,,,,南池袋2-45-1　豊島区教育委員会,2005/9/21,,,,,,,,,,,,
131164,234,東京都,豊島区,巣鴨遺跡（都営三田線巣鴨駅エスカレーター設置地区）出土遺物〔巣鴨3-28〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2006/2/27,,,,,,,,,,,,
131164,235,東京都,豊島区,雑司が谷遺跡（雑司が谷二丁目配水管新設工事地区）出土遺物〔雑司が谷2-6-3〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2006/2/27,,,,,,,,,,,,
131164,236,東京都,豊島区,巣鴨遺跡（ＴＨＥ　ＳＫＹ　ＴＯＷＥＲ地区）出土遺物〔巣鴨1-11-5〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2006/9/19,,,,,,,,,,,,
131164,237,東京都,豊島区,巣鴨遺跡（ヤマショービル地区）出土遺物〔巣鴨1-3-4〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2006/9/19,,,,,,,,,,,,
131164,238,東京都,豊島区,巣鴨遺跡（巣鴨1-3-21地区）出土遺物,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2006/9/19,,,,,,,,,,,,
131164,239,東京都,豊島区,巣鴨遺跡（アドニスアマノ地区）出土遺物〔巣鴨1-3-22〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2006/9/19,,,,,,,,,,,,
131164,240,東京都,豊島区,巣鴨遺跡（巣鴨1-3-19地区）出土遺物,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2006/9/19,,,,,,,,,,,,
131164,241,東京都,豊島区,巣鴨遺跡（巣鴨三丁目1111-15地区）出土遺物〔巣鴨3-22-2〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2007/1/29,,,,,,,,,,,,
131164,242,東京都,豊島区,高松遺跡（豊南高等学校地区）出土遺物〔高松3-7-7〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2007/1/29,,,,,,,,,,,,
131164,243,東京都,豊島区,染井遺跡（プラウド駒込地区）出土遺物〔駒込4-3-20〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2007/8/3,,,,,,,,,,,,
131164,244,東京都,豊島区,巣鴨遺跡（ハーモニーハイツ地区）出土遺物〔巣鴨4-26-4〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2007/8/3,,,,,,,,,,,,
131164,245,東京都,豊島区,巣鴨遺跡（ルミエール巣鴨地区）出土遺物〔巣鴨4-26-7〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2007/8/3,,,,,,,,,,,,
131164,246,東京都,豊島区,巣鴨遺跡（コスモ巣鴨地区）出土遺物〔巣鴨4-26-8〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2007/8/3,,,,,,,,,,,,
131164,247,東京都,豊島区,駒込一丁目遺跡（フォレストヒルズ駒込地区）出土遺物〔駒込1-9-1〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2008/4/10,,,,,,,,,,,,
131164,248,東京都,豊島区,駒込一丁目遺跡（コーシャハイム駒込地区）出土遺物〔駒込1-12-8・13-7〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2008/4/10,,,,,,,,,,,,
131164,249,東京都,豊島区,長崎一丁目周辺遺跡（山手通り地区―（関）ＳＪ53工区―）〔西池袋4-39〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2008/4/16,,,,,,,,,,,,
131164,250,東京都,豊島区,染井遺跡（野村第二マンション地区）出土遺物〔駒込4-8-16〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2008/4/16,,,,,,,,,,,,
131164,251,東京都,豊島区,巣鴨遺跡（グレースビル地区）出土遺物〔巣鴨4-34-14〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2009/3/23,,,,,,,,,,,,
131164,252,東京都,豊島区,北大塚遺跡(ＥＳＴＡＧＥ大塚地区)出土遺物〔北大塚1-23-17〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2010/1/13,,,,,,,,,,,,
131164,253,東京都,豊島区,長崎一丁目周辺遺跡（福嶋家地区）出土遺物〔長崎1-14-5〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2010/11/29,,,,,,,,,,,,
131164,254,東京都,豊島区,巣鴨遺跡（プレール大塚北地区）出土遺物〔巣鴨4-19-9〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2010/11/29,,,,,,,,,,,,
131164,255,東京都,豊島区,巣鴨遺跡（巣鴨4-17-8地区）出土遺物,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2010/11/29,,,,,,,,,,,,
131164,256,東京都,豊島区,巣鴨遺跡（シティコート巣鴨地区）出土遺物〔巣鴨4-16-12〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2010/11/29,,,,,,,,,,,,
131164,257,東京都,豊島区,染井遺跡（東京メトロ南北線駒込駅エレベーター設置地区）出土遺物〔駒込2-1地先〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2011/3/28,,,,,,,,,,,,
131164,258,東京都,豊島区,染井遺跡（ホテルメッツ駒込地区）出土遺物〔駒込2-1-39〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2011/3/28,,,,,,,,,,,,
131164,259,東京都,豊島区,染井遺跡(泰宗寺・藤和駒込染井ホームズ地区)出土遺物〔駒込7-1-1〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2011/10/19,,,,,,,,,,,,
131164,260,東京都,豊島区,巣鴨遺跡（ジェイフラッツ巣鴨地区）出土遺物〔巣鴨4-14-15〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2011/10/19,,,,,,,,,,,,
131164,261,東京都,豊島区,巣鴨遺跡（庚申塚マンション地区）出土遺物〔巣鴨4-34-5〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2012/3/30,,,,,,,,,,,,
131164,262,東京都,豊島区,染井遺跡（パークハウス駒込桜郷地区）出土遺物〔駒込4-15-62・73〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2012/3/30,,,,,,,,,,,,
131164,263,東京都,豊島区,南池袋遺跡（日出小学校地区）出土遺物〔南池袋4-45-1〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2012/11/7,,,,,,,,,,,,
131164,264,東京都,豊島区,南池袋遺跡（南池袋2丁目地区）出土遺物〔南池袋2-15-1〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2012/11/7,,,,,,,,,,,,
131164,265,東京都,豊島区,染井遺跡（三菱重工巣鴨社宅地区）出土遺物〔駒込5-2-1〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2012/11/7,,,,,,,,,,,,
131164,266,東京都,豊島区,南池袋遺跡（南池袋三丁目地区）出土遺物〔南池袋3-25〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2013/4/12,,,,,,,,,,,,
131164,267,東京都,豊島区,巣鴨遺跡（イリュウ巣鴨ビル地区）出土遺物〔巣鴨2-5-5〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2013/4/12,,,,,,,,,,,,
131164,268,東京都,豊島区,染井遺跡（三菱養和会思斉館地区）出土遺物〔巣鴨2-7〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2013/4/12,,,,,,,,,,,,
131164,269,東京都,豊島区,染井遺跡（中央聖書教会・学校地区）出土遺物〔駒込3-5-20〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2013/10/11,,,,,,,,,,,,
131164,270,東京都,豊島区,学習院大学周辺遺跡(学習院大学自然科学研究棟地区)出土遺物〔目白1-2〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2013/10/11,,,,,,,,,,,,
131164,271,東京都,豊島区,染井遺跡（ユウティビル分譲住宅地区）出土遺物〔駒込6-5-12〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2014/10/9,,,,,,,,,,,,
131164,272,東京都,豊島区,駒込一丁目遺跡（パークハウス駒込六義園地区）出土遺物〔駒込1-40-2〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2014/10/9,,,,,,,,,,,,
131164,273,東京都,豊島区,巣鴨遺跡（竹前商事店舗ビル地区）出土遺物〔巣鴨3-33-23〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2015/3/31,,,,,,,,,,,,
131164,274,東京都,豊島区,染井遺跡（放射9号線〔白山通り〕拡幅事業地区）出土遺物〔巣鴨3-32〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2015/12/17,,,,,,,,,,,,
131164,275,東京都,豊島区,巣鴨遺跡（巣鴨自動車営業所地区）出土遺物〔巣鴨2-9〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2016/3/18,,,,,,,,,,,,
131164,276,東京都,豊島区,染井遺跡（ディアクオーレ駒込染井地区）出土遺物〔駒込4-10-17〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2016/3/18,,,,,,,,,,,,
131164,277,東京都,豊島区,雑司が谷遺跡（Ｍ・Ｋ・Ｃビル地区）出土遺物〔雑司が谷3-3-4〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2016/10/20,,,,,,,,,,,,
131164,278,東京都,豊島区,染井遺跡（ルソール駒込地区）出土遺物〔駒込1-43-15〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2017/3/29,,,,,,,,,,,,
131164,279,東京都,豊島区,染井遺跡（駒込2-5-4地区）出土遺物,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2017/3/29,,,,,,,,,,,,
131164,280,東京都,豊島区,染井・巣鴨遺跡（ブランズ巣鴨地区）出土遺物〔巣鴨4-22-25〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2017/12/6,,,,,,,,,,,,
131164,281,東京都,豊島区,巣鴨遺跡（清和小学校校庭地区）出土遺物〔巣鴨3-14-1〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2018/4/20,,,,,,,,,,,,
131164,282,東京都,豊島区,駒込一丁目遺跡（セリュークス駒込地区）出土遺物〔駒込1-2-9〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2018/12/4,,,,,,,,,,,,
131164,283,東京都,豊島区,染井遺跡（天理教東京教務支庁研修棟地区・天理教東京支庁別館地区）出土遺物〔駒込7-1-4〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,2019/10/22,,,,,,,,,,,,
131164,284,東京都,豊島区,胎蔵界大日・観音・地蔵板碑（永享十二年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区長崎1-9-2　金剛院,,139.69556,35.72727,,,,,,長崎1-9-2　宗教法人　金剛院,1987/11/24,,,,,,,,,,,,
131164,285,東京都,豊島区,彌陀一尊画像・夜念仏供養結衆板碑,,,,豊島区登録有形文化財,歴史資料,,豊島区長崎1-9-2　金剛院,,139.69556,35.72727,,,,,,長崎1-9-2　宗教法人　金剛院,1987/11/24,,,,,,,,,,,,
131164,286,東京都,豊島区,題目板碑（永和在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区長崎1-8-9,,139.69469,35.72786,,,,,,個人,1987/11/24,,,,,,,,,,,,
131164,287,東京都,豊島区,彌陀一尊板碑（文□在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区長崎1-8-9,,139.69469,35.72786,,,,,,個人,1987/11/24,,,,,,,,,,,,
131164,288,東京都,豊島区,彌陀一尊板碑（文明七年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区西池袋2-37-4　郷土資料館,,139.70682,35.72791,,,,,,南池袋2-45-1　豊島区,1987/11/24,,,,,,,,,,,,
131164,289,東京都,豊島区,彌陀三尊板碑（延文四年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区千早1-12-21,,139.69582,35.73118,,,,,,個人,1987/11/24,,,,,,,,,,,,
131164,290,東京都,豊島区,彌陀一尊板碑（応永二年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区千早1-12-21,,139.69582,35.73118,,,,,,個人,1987/11/24,,,,,,,,,,,,
131164,291,東京都,豊島区,彌陀一尊板碑（応永十年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区千早1-12-21,,139.69582,35.73118,,,,,,個人,1987/11/24,,,,,,,,,,,,
131164,292,東京都,豊島区,彌陀三尊板碑（応永二十二年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区千早1-12-21,,139.69582,35.73118,,,,,,個人,1987/11/24,,,,,,,,,,,,
131164,293,東京都,豊島区,彌陀一尊板碑（応永二十四年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区千早1-12-21,,139.69582,35.73118,,,,,,個人,1987/11/24,,,,,,,,,,,,
131164,294,東京都,豊島区,彌陀一尊板碑（文明十七年在銘）,,,,豊島区登録有形文化財,歴史資料,,豊島区千早1-12-21,,139.69582,35.73118,,,,,,個人,1987/11/24,,,,,,,,,,,,
131164,295,東京都,豊島区,彌陀三尊板碑,,,,豊島区登録有形文化財,歴史資料,,豊島区千早1-12-21,,139.69582,35.73118,,,,,,個人,1987/11/24,,,,,,,,,,,,
131164,296,東京都,豊島区,彌陀一尊板碑,,,,豊島区登録有形文化財,歴史資料,,豊島区千早1-12-21,,139.69582,35.73118,,,,,,個人,1987/11/24,,,,,,,,,,,,
131164,297,東京都,豊島区,彌陀板碑,,,,豊島区登録有形文化財,歴史資料,,豊島区千早1-12-21,,139.69582,35.73118,,,,,,個人,1987/11/24,,,,,,,,,,,,
131164,298,東京都,豊島区,彌陀板碑,,,,豊島区登録有形文化財,歴史資料,,豊島区千早1-12-21,,139.69582,35.73118,,,,,,個人,1987/11/24,,,,,,,,,,,,
