全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考,フリーWi-Fi,更衣室,シャワー室,飲食物を購入できる場所,トレーニング室,陸上競技,水泳,サッカー,スキー,テニス,ボート,ホッケー,ボクシング,バレーボール,体操,バスケットボール,スケート,レスリング,セーリング,ウエイトリフティング,ハンドボール,自転車競技,ソフトテニス,卓球,軟式野球,相撲,馬術,フェンシング,柔道,ソフトボール,バドミントン,弓道,ライフル射撃,剣道,近代五種,ラグビーフットボール,山岳・スポーツクライミング,カヌー,アーチェリー,空手道,アイスホッケー,銃剣道,クレー射撃,なぎなた,ボウリング,"ボブスレー・リュージュ・スケル,トン",野球,綱引,少林寺拳法,ゲートボール,武術太極拳,ゴルフ,カーリング,パワーリフティング,オリエンテーリング,グラウンド・ゴルフ,トライアスロン,バウンドテニス,エアロビック,バイアスロン,スポーツチャンバラ,ドッジボール,チアリーディング,ペタンク・ブール,ダンススポーツ,拳法競技
132012,,東京都八王子市,椚田運動場少年野球場,,,,,,,,,東京都八王子市椚田町17番地1,東京都,八王子市,椚田町,17番地1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132012,,東京都八王子市,富士森公園テニスコート,,,,,,,,,東京都八王子市台町二丁目2富士森公園内,東京都,八王子市,台町二丁目,2,富士森公園内,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132012,,東京都八王子市,大塚公園テニスコート,,,,,,,,,東京都八王子市松が谷66大塚公園内,東京都,八王子市,松が谷,66,大塚公園内,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132012,,東京都八王子市,別所公園テニスコート,,,,,,,,,東京都八王子市別所二丁目33_2別所公園内,東京都,八王子市,別所二丁目,33_2,別所公園内,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132012,,東京都八王子市,松木公園テニスコート,,,,,,,,,東京都八王子市別所一丁目56_2松木公園内,東京都,八王子市,別所一丁目,56_2,松木公園内,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132012,,東京都八王子市,大平公園テニスコート,,,,,,,,,東京都八王子市南大沢三丁目11大平公園内,東京都,八王子市,南大沢三丁目,11,大平公園内,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132012,,東京都八王子市,内裏谷戸公園テニスコート,,,,,,,,,東京都八王子市南大沢五丁目24内裏谷戸公園内,東京都,八王子市,南大沢五丁目,24,内裏谷戸公園内,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132012,,東京都八王子市,上柚木公園テニスコート,,,,,,,,,東京都八王子市上柚木二丁目51_1上柚木公園内,東京都,八王子市,上柚木二丁目,51_1,上柚木公園内,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132012,,東京都八王子市,殿入中央公園テニスコート,,,,,,,,,東京都八王子市館町2428殿入中央公園内,東京都,八王子市,館町,2428,殿入中央公園内,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132012,,東京都八王子市,久保山公園テニスコート,,,,,,,,,東京都八王子市久保山町二丁目48久保山公園内,東京都,八王子市,久保山町二丁目,48,久保山公園内,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132012,,東京都八王子市,戸吹スポーツ公園テニスコート,,,,,,,,,東京都八王子市戸吹町1746_1,東京都,八王子市,戸吹町,1746_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132012,,東京都八王子市,滝ガ原運動場テニスコート,,,,,,,,,東京都八王子市高月町2401番地先,東京都,八王子市,高月町,2401番地先,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132012,,東京都八王子市,椚田運動場テニスコート,,,,,,,,,東京都八王子市椚田町17番地1,東京都,八王子市,椚田町,17番地1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132012,,東京都八王子市,滝ガ原運動場サッカー場兼自転車練習場,,,,,,,,,東京都八王子市高月町2401番地先,東京都,八王子市,高月町,2401番地先,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,自転車練習場は休止中,,,,,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132012,,東京都八王子市,戸吹スポーツ公園サッカー場兼ラグビー場,,,,,,,,,東京都八王子市戸吹町1746_1,東京都,八王子市,戸吹町,1746_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132012,,東京都八王子市,川町運動場少年サッカー場,,,,,,,,,東京都八王子市川町128番地,東京都,八王子市,川町,128番地,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132012,,東京都八王子市,椚田運動場少年サッカー場,,,,,,,,,東京都八王子市椚田町17番地1,東京都,八王子市,椚田町,17番地1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132012,,東京都八王子市,椚田運動場ゲートボール場,,,,,,,,,東京都八王子市椚田町17番地1,東京都,八王子市,椚田町,17番地1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132012,,東京都八王子市,東京フットボールセンター八王子富士森競技場（富士森公園陸上競技場）,,,,,,,,,東京都八王子市台町二丁目2富士森公園内,東京都,八王子市,台町二丁目,2,富士森公園内,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無
132012,,東京都八王子市,上柚木公園陸上競技場,,,,,,,,,東京都八王子市上柚木二丁目40_1上柚木公園内,東京都,八王子市,上柚木二丁目,40_1,上柚木公園内,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132012,,東京都八王子市,戸吹スポーツ公園スケートパーク,,,,,,,,,東京都八王子市八王子市戸吹町1746_1,東京都,八王子市,八王子市,戸吹町,1746_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,スケートボード、インラインスケート、BMX、マウンテンバイク受入れ可能,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132012,,東京都八王子市,富士森体育館,,,,,,,,,東京都八王子市台町二丁目3番7号,東京都,八王子市,台町二丁目,3番7号,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,無,無,無,無,有,有,有,無,無,無,無,有,無,有,有,無,無,無,有,有,無,有,有,無,有,無,無,無,無,有,有,無,有,無,有,無,"無",無,無,有,無,有,無,無,有,無,無,無,無,有,無,有,有,有,無,有,有
132012,,東京都八王子市,甲の原体育館,,,,,,,,,東京都八王子市中野町2726番地8,東京都,八王子市,中野町,2726番地8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,有,無,無,無,無,無,無,有,有,有,無,無,無,無,有,無,有,有,無,無,無,有,有,無,有,無,無,有,無,無,無,無,無,有,無,有,無,有,無,"無",無,無,有,無,有,無,無,無,無,無,無,無,有,無,有,有,有,無,有,有
132012,,東京都八王子市,エスフォルタアリーナ（八王子市総合体育館）,,,,,,,,,東京都八王子市狭間町1453番地1,東京都,八王子市,狭間町,1453番地1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,無,無,無,無,有,有,有,無,無,無,無,有,無,有,有,無,無,無,有,有,無,有,無,無,有,無,無,無,無,無,有,無,有,無,有,無,"無",無,無,有,無,有,無,無,有,無,無,無,無,有,無,有,有,有,無,有,有
132012,,東京都八王子市,第三小学校校庭夜間開放,,,,,,,,,東京都八王子市台町二丁目3番7号富士森体育館,東京都,八王子市,台町二丁目,3番7号,富士森体育館,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,有,無,有,無,有,無,"無",無,無,有,無,有,無,無,無,無,有,無,無,有,無,有,有,有,無,有,有
132012,,東京都八王子市,東浅川小学校校庭夜間開放,,,,,,,,,東京都八王子市台町二丁目3番7号富士森体育館,東京都,八王子市,台町二丁目,3番7号,富士森体育館,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,有,無,無,有,無,有,有,有,無,有,有
132012,,東京都八王子市,柚木中央小学校校庭夜間開放,,,,,,,,,東京都八王子市台町二丁目3番7号富士森体育館,東京都,八王子市,台町二丁目,3番7号,富士森体育館,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132012,,東京都八王子市,第四小学校校庭夜間開放,,,,,,,,,東京都八王子市台町二丁目3番7号富士森体育館,東京都,八王子市,台町二丁目,3番7号,富士森体育館,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
132012,,東京都八王子市,清水小学校校庭夜間開放,,,,,,,,,東京都八王子市台町二丁目3番7号富士森体育館,東京都,八王子市,台町二丁目,3番7号,富士森体育館,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
132012,,東京都八王子市,大和田小学校校庭夜間開放,,,,,,,,,東京都八王子市台町二丁目3番7号富士森体育館,東京都,八王子市,台町二丁目,3番7号,富士森体育館,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
132012,,東京都八王子市,船田小学校校庭夜間開放,,,,,,,,,東京都八王子市台町二丁目3番7号富士森体育館,東京都,八王子市,台町二丁目,3番7号,富士森体育館,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132012,,東京都八王子市,元八王子小学校校庭夜間開放,,,,,,,,,東京都八王子市台町二丁目3番7号富士森体育館,東京都,八王子市,台町二丁目,3番7号,富士森体育館,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
132012,,東京都八王子市,松枝小学校校庭夜間開放,,,,,,,,,東京都八王子市台町二丁目3番7号富士森体育館,東京都,八王子市,台町二丁目,3番7号,富士森体育館,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
132012,,東京都八王子市,長沼小学校校庭夜間開放,,,,,,,,,東京都八王子市台町二丁目3番7号富士森体育館,東京都,八王子市,台町二丁目,3番7号,富士森体育館,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132012,,東京都八王子市,京王電鉄株式会社 平山管理センター（企業のスポーツ施設開放）,,,,,,,,,東京都八王子市台町二丁目3番7号富士森体育館,東京都,八王子市,台町二丁目,3番7号,富士森体育館,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132012,,東京都八王子市,東浅川保健福祉センタープール（室内）,ヒガシアサカワホケンフクシセンタープールシツナイ,,,,,,,,東京都八王子市東浅川町551-1,東京都,八王子市,東浅川町,551-1,,35.64529,139.2922,階数,1,(042)667-1331,,,,,1930834,1000020132012,八王子市,月火水木金土日,10:00,20:00,毎月第２月曜日は休館。平日正午までは高齢者・障害者専用時間、平日金曜日午後3時から6時は障害者専用時間です。,,可,有,無,有,有,,無,,無,有,有,有,有,有,有,無,有,https://www.city.hachioji.tokyo.jp/kurashi/hoken/004/p002656.html,,,,無,有,有,有,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
