"通学区域町名","通学区域丁目","通学区域番地","小学校名","中学校名"
"六本木","七丁目","15番","麻布","六本木"
"六本木","七丁目","16番","麻布","六本木"
"六本木","七丁目","17番","麻布","六本木"
"六本木","七丁目","18番","麻布","六本木"
"六本木","七丁目","19番","麻布","六本木"
"六本木","七丁目","20番","麻布","六本木"
"六本木","七丁目","21番","麻布","六本木"
"六本木","七丁目","22番","麻布","六本木"
"六本木","七丁目","23番","笄","高陵"

"港区立小・中学校通学区域情報（令和6年5月1日現在）","Ver202405",,,
