地点名:黎明橋　地盤上/橋脚上,,,,,,
ファイル名:11031101.SMC,,,,,,
起動時刻:2011/03/11 14:47:42,,,,,,
チャンネル数:6,,,,,,
"該当地震：地震：2011年03月11日 14:46:18.1, 14:51:27.4",,,,,,
Time,N-S,E-W,U-D,N-S,E-W,U-D
0.91,-0.1689878,-0.01224911,0.3132273,-0.5359612,0.08474386,0.04749656
0.92,0.03199768,-0.09474313,0.4354684,-0.2407326,0.2952286,0.07899427
0.93,0.1812369,-0.1254909,0.5072132,0.1134918,0.4024708,0.03924716
0.94,0.1727375,-0.06424534,0.3884718,0.1682378,0.1359901,0.04774654
0.95,0.2384827,0.05749583,0.1339903,0.1542388,-0.1217412,-0.01499891
0.96,0.302978,0.1854866,-0.192986,0.2087349,-0.1754873,-0.1207412
0.97,0.3197268,0.2584813,-0.5462104,0.7084486,0.05324614,-0.3182269
0.98,0.2194841,0.3459749,-0.8801862,0.7826933,0.03124774,-0.4927143
0.9899999,0.1477393,0.4164698,-1.051924,0.7501956,-0.2357329,-0.4839649
1,0.1442395,0.523962,-0.9806789,0.7261974,-0.5987066,-0.2492319
1.01,0.2472321,0.5262119,-0.8011919,0.3914716,-0.7909427,-0.04949641
1.02,0.2977284,0.4544671,-0.6829505,0.04924643,-0.5684588,-0.1434896
1.03,0.2584813,0.2877291,-0.6014564,0.03024781,-0.2182342,-0.3334758
1.04,0.1667379,0.04849648,-0.565709,0.07924426,-0.1397399,-0.4204695
1.05,0.06199551,-0.1602384,-0.6849504,-0.09774292,-0.2957286,-0.5617093
1.06,-0.01849866,-0.3292261,-0.9991776,-0.345475,-0.5219622,-0.6499529
1.07,-0.1157416,-0.4057206,-1.264908,-0.1062423,-0.4747156,-0.5882074
1.08,-0.3409753,-0.4079704,-1.311405,0.1632382,-0.07474458,-0.3677233
1.09,-0.5812079,-0.3519745,-1.10392,0.2567314,0.2944787,-0.1754873
1.1,-0.675451,-0.2767299,-0.7504456,0.1732374,0.3259764,-0.1272408
1.11,-0.6324542,-0.1939859,-0.3129773,-0.02199841,0.1897362,-0.1567386
1.12,-0.5177125,-0.1804869,0.09849286,-0.1539888,-0.01174915,-0.1784871
1.13,-0.3147272,-0.2304833,0.3967212,-0.2284834,-0.1714876,-0.1032425
1.14,-0.2317332,-0.3424752,0.5667089,-0.04474676,0.07624447,0.06199551
1.15,-0.1029925,-0.4164698,0.7164481,0.08049417,0.4017209,0.1292406
1.16,-0.002499819,-0.3932215,0.8366894,-0.006999493,0.3457249,0.09749293
1.17,0.001749873,-0.3747228,0.8604376,-0.1827368,0.1002427,0.008499384
1.18,-0.06149554,-0.3839722,0.7084486,-0.2724802,-0.004249692,0.08674371
1.19,-0.1612383,-0.2912289,0.4452177,-0.2734802,-0.002249837,0.3324759
1.2,-0.2114847,-0.2119846,0.262731,-0.4304688,0.08124411,0.4877146
1.21,-0.07199478,-0.248982,0.261481,-0.5017136,0.1879864,0.4992138
1.22,0.08049417,-0.2147344,0.3669734,-0.3882219,0.1182414,0.4807152
1.23,0.1642381,-0.03849721,0.5134628,-0.4447178,-0.1352402,0.4179697
1.24,0.2094848,0.1077422,0.6404536,-0.4727157,-0.207235,0.3069777
1.25,0.1724875,0.2457322,0.7126983,-0.4729657,-0.2117347,0.2337331
1.26,0.07899427,0.3497247,0.703199,-0.1422397,-0.1004927,0.2854793
1.27,0.08574378,0.3532244,0.7244475,0.08149409,0.005749583,0.3252264
1.28,0.206985,0.3812224,0.7569451,0.1082422,0.008499384,0.2779799
1.29,0.2864792,0.4157199,0.6702014,-0.07924426,0.02449822,0.1492392
1.3,0.2214839,0.3932215,0.4129701,-0.1362401,-0.01749873,0.02999783
1.31,0.05349612,0.2249837,0.07599449,0.02674806,-0.0509963,0.05049634
1.32,-0.055246,-0.02849793,-0.165738,0.2702304,0.06824505,0.06199551
1.33,-0.06999493,-0.2984784,-0.2214839,0.3362256,0.1939859,-0.0234983
1.34,-0.05874574,-0.4199696,-0.2649808,0.2492319,0.1619883,-0.1074922
1.35,-0.05424607,-0.3642236,-0.3339758,0.1987356,0.1212412,-0.1834867
1.36,-0.07574451,-0.2949786,-0.3612238,0.2264836,0.2787298,-0.0372473
1.37,-0.1529889,-0.2144845,-0.3542243,0.3782226,0.2452322,0.1972357
1.38,-0.1557387,-0.1544888,-0.2809796,0.4159698,0.262231,0.331726
1.39,-0.1202413,-0.2712303,-0.07224476,0.4182197,0.455217,0.4087204
1.4,-0.1037425,-0.3434751,0.2402326,0.261981,0.4392182,0.427719
1.41,-0.08849359,-0.2047352,0.4337186,0.2124846,0.4012209,0.4232193
1.42,-0.03374755,-0.07074487,0.6956996,0.09824288,0.4457177,0.3624737
1.43,0.1592385,0.1749873,0.745196,-0.06674516,0.4392182,0.2569814
1.44,0.248982,0.2522317,0.6177052,-0.07274473,0.4382182,0.1287407
1.45,0.344725,0.2464821,0.4839649,-0.02424824,0.2937287,0.0427469
1.46,0.3562242,0.1947359,0.3484747,-0.1977357,0.09424317,-0.04024708
1.47,0.3379755,0.2869792,0.1419897,-0.2337331,-0.07274473,-0.02999783
1.48,0.3334758,0.3382255,-0.1294906,-0.0399971,-0.06499529,0.110992
1.49,0.2222339,0.3469748,-0.2984784,0.3422252,-0.03349757,0.262731
1.5,0.05074632,0.3807224,-0.3394754,0.3022281,-0.08899355,0.2852293
1.51,-0.07374465,0.3957213,-0.3122274,0.2847294,-0.04899645,0.1169915
1.52,-0.05149627,0.427219,-0.2264836,0.2542316,-0.1057423,-0.06924498
1.53,-0.02724802,0.4379683,-0.2497319,0.178737,-0.3292261,-0.206985
1.54,-0.01074922,0.3879719,-0.3977212,-0.1047424,-0.3544743,-0.3562242
1.55,0.1269908,0.2917289,-0.5022136,-0.09974277,-0.2507318,-0.4312187
1.56,0.2294834,0.1684878,-0.4427179,0.01774871,-0.1719875,-0.5712086
1.57,0.2167343,-0.007749438,-0.3517245,0.1467394,-0.3019781,-0.7056988
1.58,0.01549888,-0.206735,-0.4497174,-0.04624665,-0.5007137,-0.5224621
1.59,-0.2917289,-0.3419752,-0.5807079,-0.07424462,-0.6477031,-0.4152199
1.6,-0.5509601,-0.3922216,-0.5574596,-0.08224404,-0.6222049,-0.3524745
1.61,-0.6529527,-0.3544743,-0.5084631,-0.001499891,-0.4147199,-0.345225
1.62,-0.5574596,-0.2547315,-0.6054561,-0.06249547,-0.5407108,-0.4157199
1.63,-0.4377183,-0.2007354,-0.6954496,-0.2524817,-0.6639519,-0.206485
1.64,-0.2259836,-0.2157344,-0.5782081,-0.3339758,-0.6359539,-0.04749656
1.65,0.1029925,-0.1357402,-0.3289762,-0.1294906,-0.5897073,0.07199478
1.66,0.4022208,-0.1029925,0.03924716,0.02124846,-0.2144845,0.02824795
1.67,0.5049634,0.01349902,0.344725,0.08999348,-0.03249764,-0.1122419
1.68,0.4857148,0.1864865,0.3974712,-0.1474893,0.08949351,-0.1362401
1.69,0.4479675,0.2172343,0.3394754,-0.2752301,0.110242,-0.07349467
1.7,0.3812224,0.1482393,0.3082277,-0.1874864,0.0109992,-0.005499601
1.71,0.1457394,0.05324614,0.3242265,-0.1117419,0.09824288,0.04049706
1.72,-0.1187414,-0.08574378,0.41422,-0.04949641,0.2029853,0.03324759
1.73,-0.2497319,-0.178737,0.4592167,-0.1494892,0.4727157,0.09074342
1.74,-0.3284762,-0.1002427,0.3697232,-0.03599739,0.5267118,0.1959858
1.75,-0.27548,-0.005749583,0.2734802,0.1454895,0.3969712,0.2129846
1.76,-0.1297406,0.04324687,0.1177415,0.2952286,0.4197196,0.1417397
1.77,-0.008499384,0.1369901,-0.0109992,0.1869864,0.5624592,0.02374828
1.78,0.1054924,0.1837367,-0.1069922,0.1177415,0.6654518,-0.08674371
1.79,0.2124846,0.1742374,-0.2659807,0.1189914,0.6679516,-0.1717376
1.8,0.3164771,0.01524889,-0.4117202,-0.01549888,0.6129556,-0.2839794
1.81,0.1747373,-0.1984856,-0.6194551,-0.2579813,0.4567169,-0.4514673
1.82,-0.08149409,-0.399721,-0.6906999,-0.1467394,0.3459749,-0.5487102
1.83,-0.2749801,-0.5139627,-0.5777081,0.09399319,0.4999638,-0.5767082
1.84,-0.4247192,-0.4487175,-0.4317187,0.3422252,0.5919571,-0.4859648
1.85,-0.4817151,-0.2254837,-0.3817223,0.4127201,0.4614666,-0.3229766
1.86,-0.3884718,0.055246,-0.4462177,0.496714,0.2532316,-0.1342403
1.87,-0.1604884,0.4469676,-0.468716,0.3894718,0.05324614,0.04974639
1.88,0.1032425,0.6926998,-0.3289762,0.4489675,0.1957358,0.1669879
1.89,0.3244765,0.7351967,-0.08699369,0.4839649,0.2814796,0.2044852
1.9,0.5132128,0.5472103,0.02749801,0.1889863,-0.07849431,0.08724368
1.91,0.6419535,0.3214767,-0.02824795,0.05274618,-0.330726,-0.1697377
1.92,0.6602021,0.3147272,-0.1172415,-0.1389899,-0.3569741,-0.2022353
1.93,0.6589522,0.3362256,-0.1627382,-0.01424897,-0.1287407,-0.110742
1.94,0.7011992,0.2952286,-0.1817368,0.110992,0.1189914,-0.006999493
1.95,0.7266973,0.3549743,-0.1624882,0.0662452,-0.06324542,0.2357329
1.96,0.7551953,0.3464749,-0.02524817,0.04224694,-0.1772372,0.4182197
1.97,0.8581878,0.2594812,0.08799362,-0.09149337,0.06799507,0.5624592
1.98,0.8636874,0.2567314,0.0399971,-0.2019854,0.3247265,0.5764582
1.99,0.6419535,0.234233,0.03424752,-0.2259836,0.5279617,0.400221
2,0.3579741,0.1482393,0.2112347,-0.3547243,0.6284544,0.1999855
2.01,0.08524382,0.1364901,0.3827223,-0.4659662,0.7084486,-0.03124774
2.02,-0.1152416,0.192486,0.3987211,-0.6844504,0.7774436,-0.2199841
2.03,-0.3842221,0.1204913,0.2377328,-0.7339468,0.8371893,-0.3272263
2.04,-0.5867075,0.01699877,0.0372473,-0.5999565,0.8451887,-0.3212267
2.05,-0.6304543,0.007749438,0.05724585,-0.3579741,0.730947,-0.2492319
2.06,-0.6574523,0.1619883,0.3577241,-0.1609883,0.731447,-0.1644881
2.07,-0.6949496,0.3369756,0.6109557,-0.1434896,0.5347112,-0.1039925
2.08,-0.55171,0.4777154,0.6039562,-0.06674516,0.2689805,-0.04124701
2.09,-0.1987356,0.6767009,0.4437178,0.01674879,-0.055246,-0.02549815
2.1,0.1664879,0.7969422,0.3389754,0.0192486,-0.1889863,-0.178987
2.11,0.5214622,0.6877002,0.1847366,0.005249619,-0.2124846,-0.3674734
2.12,0.7571951,0.4584668,-0.07624447,0.008499384,-0.1707376,-0.5462104
2.13,0.69045,0.2709804,-0.4674661,0.04974639,-0.2997283,-0.5744584
2.14,0.4072205,0.1819868,-0.6792008,0.2357329,-0.3987211,-0.4564669
2.15,0.2049851,0.2874792,-0.5784581,0.2794797,-0.3359756,-0.234483
2.16,0.1472393,0.5232121,-0.4027208,0.1417397,-0.3337258,0.007749438
2.17,0.109992,0.7139482,-0.2507318,0.2039852,-0.1752373,0.08799362
2.18,0.06874502,0.6379538,-0.1187414,0.4719658,-0.2297333,-0.00399971
2.19,0.09049344,0.2939787,-0.08149409,0.4774654,-0.4707159,-0.1719875
2.2,0.07374465,-0.06399536,-0.2629809,0.2282335,-0.2462322,-0.441968
2.21,0.06049562,-0.3507246,-0.5584595,-0.2252337,-0.1977357,-0.6364539
2.22,0.02224839,-0.6389537,-0.5352112,-0.2094848,-0.5917071,-0.5757083
2.23,-0.0537461,-0.717698,-0.2837294,0.09949279,-0.7051989,-0.3912216
2.24,-0.1722375,-0.6981994,-0.2114847,0.01399899,-0.6949496,-0.1542388
2.25,-0.2452322,-0.8189406,-0.5154626,-0.2999783,-0.6132056,0.06374538
2.26,-0.3814723,-1.010427,-0.8906854,-0.3267263,-0.2367328,0.1307405
2.27,-0.4909644,-1.226161,-1.070922,-0.2099848,-0.01999855,0.01124918
2.28,-0.5814579,-1.371151,-1.035675,-0.1047424,-0.01074922,-0.2439823
2.29,-0.7189479,-1.312905,-0.9084342,-0.3272263,-0.03074777,-0.4912144
2.3,-0.6782008,-1.051924,-0.7646946,-0.3804724,0.123491,-0.5982066
2.31,-0.4839649,-0.6477031,-0.7249475,-0.1112419,0.2797297,-0.4467176
2.32,-0.3712231,-0.2259836,-0.6127056,-0.2007354,0.2774799,-0.1012427
2.33,-0.4319687,0.1052424,-0.2779799,-0.1134918,0.3119774,0.1874864
2.34,-0.4709659,0.1549888,0.2097348,-0.2062351,0.1444895,0.3827223
2.35,-0.441968,-0.1222411,0.6289544,-0.1052424,0.01224911,0.4319687
2.36,-0.5224621,-0.5044634,0.8389392,0.1914861,-0.1969857,0.4192196
2.37,-0.6147054,-0.7496957,0.9014347,0.4009709,-0.3757228,0.2742301
2.38,-0.635204,-0.7461959,0.8911854,0.4469676,-0.5372111,0.0564959
2.39,-0.5159626,-0.4954641,0.8316897,0.2149844,-0.6814506,-0.08499384
2.4,-0.3112274,-0.1209912,0.6852003,0.1867365,-0.6284544,-0.06474531
2.41,-0.08474386,0.2244837,0.469716,0.4702159,-0.6364539,0.1822368
2.42,0.2304833,0.4092203,0.3414752,0.5057133,-0.662202,0.3732229
2.43,0.4847149,0.2852293,0.4564669,0.3942214,-0.6032063,0.41347
2.44,0.5707086,0.055246,0.7831932,0.4809651,-0.4812151,0.4542171
2.45,0.662702,-0.234983,0.8921853,0.579458,-0.4112202,0.4659662
2.46,0.6049562,-0.4337186,0.9081842,0.6737012,-0.4424679,0.3302261
2.47,0.4497174,-0.5064633,0.9951779,0.3824723,-0.4212195,0.08774364
2.48,0.3119774,-0.41422,0.8534381,0.1367401,-0.3684733,-0.04249692
2.49,0.2164843,-0.1912361,0.441468,0.09499311,-0.2389827,0.04624665
2.5,0.07674444,-0.03149772,0.03299761,0.1174915,-0.09949279,0.1974857
2.51,-0.01124918,-0.01149917,-0.1399899,0.2447323,-0.1817368,0.2514818
2.52,-0.03949714,-0.1739874,-0.2092348,0.2184842,-0.2147344,0.1812369
2.53,-0.05199623,-0.3647236,-0.344725,0.220734,-0.01599884,0.08974349
2.54,-0.07899427,-0.538211,-0.5727085,0.2387327,0.03699732,0.01824868
2.55,-0.2964785,-0.5497102,-0.7641946,0.1199913,0.005749583,-0.0799942
2.56,-0.620205,-0.386472,-0.9006847,-0.1264908,0.0207485,-0.165238
2.57,-0.8231903,-0.1847366,-0.9201833,-0.3267263,0.2137345,-0.1617383
2.58,-0.8609376,-0.08849359,-0.8761865,-0.2684805,0.3607239,0.05699587
2.59,-0.7499456,-0.09549308,-0.82819,-0.2189841,0.5034635,0.1979856
2.6,-0.6062061,-0.02949786,-0.7021991,-0.4352185,0.5664589,0.1124918
2.61,-0.3822223,0.05924571,-0.606456,-0.5199623,0.5712086,-0.01399899
2.62,-0.1044924,0.1334903,-0.4714658,-0.3824723,0.5139627,0.02399826
2.63,0.1847366,0.3099775,-0.2672306,-0.2544816,0.4864647,0.1184914
2.64,0.5159626,0.5869575,0.1287407,-0.192486,0.5907072,0.09574306
2.65,0.7976922,0.8731867,0.5257119,-0.1642381,0.5162126,0.09674299
2.66,0.9496812,1.035425,0.6662017,-0.09149337,0.5249619,0.1499891
2.67,0.9079342,0.9216832,0.607206,-0.1297406,0.5489602,0.1762372
2.68,0.8846859,0.6887001,0.5907072,-0.1142417,0.5749583,0.1349902
2.69,0.9699297,0.5544598,0.4947141,0.09999275,0.6452032,-0.07149482
2.7,1.028675,0.6102058,0.1914861,0.2997283,0.5582095,-0.2032353
2.71,0.9576806,0.7874429,-0.1044924,0.4482175,0.4182197,-0.2504818
2.72,0.8179407,0.9626802,-0.1489892,0.3899717,0.4664662,-0.3394754
2.73,0.7559452,1.180664,-0.08624375,0.3414752,0.5412108,-0.4707159
2.74,0.7691942,1.370651,-0.1899862,0.2402326,0.6402036,-0.5334613
2.75,0.8229403,1.298406,-0.3882219,0.316977,0.6929498,-0.4779654
2.76,0.7884429,0.8611876,-0.4667162,0.1464894,0.7061988,-0.4207195
2.77,0.5349612,0.3472248,-0.3022281,-0.2214839,0.5987066,-0.5037135
2.78,0.2557315,0.04074705,0.08349395,-0.3632237,0.4787153,-0.5884573
2.79,0.1282407,0.05224621,0.3342258,-0.3237265,0.4682161,-0.5084631
2.8,0.152239,0.2399826,0.3022281,-0.1399899,0.5227121,-0.3362256
2.81,0.1737374,0.4244692,0.1879864,-0.1162416,0.5594594,-0.2142345
2.82,0.03924716,0.6182052,0.004499674,-0.5139627,0.4474676,-0.2169843
2.83,-0.1329904,0.7404463,-0.2252337,-0.6984494,0.2384827,-0.2707304
2.84,-0.1724875,0.5954568,-0.3132273,-0.565959,-0.1439896,-0.1769872
2.85,-0.1572386,0.2579813,-0.2384827,-0.1702377,-0.1564887,0.06124556
2.86,-0.1484892,0.04149699,-0.1632382,-0.03849721,0.09874284,0.4117202
2.87,-0.1709876,0.07024491,-0.07474458,0.1272408,0.2694805,0.6862003
2.88,-0.1827368,0.2952286,0.05949569,0.05924571,0.1387399,0.7229476
2.89,-0.206985,0.5787081,0.08999348,-0.0909934,-0.03549743,0.648703
2.9,-0.1999855,0.7069488,0.07549453,-0.1552387,-0.07549453,0.6094558
2.91,-0.2214839,0.5907072,0.2392327,0.03249764,0.08849359,0.5534599
2.92,-0.1147417,0.4439678,0.4032208,0.2639809,0.2244837,0.4264691
2.93,0.1802369,0.2794797,0.2852293,0.1169915,0.09049344,0.3217267
2.94,0.4942142,0.01274908,0.09324324,-0.3517245,-0.1614883,0.3544743
2.95,0.6262046,-0.2107347,0.08749366,-0.620455,-0.4114702,0.4794652
2.96,0.6889501,-0.4289689,0.4059706,-0.3594739,-0.468466,0.7156981
2.97,0.7814434,-0.661702,0.8094413,0.1577386,-0.4749656,0.9114339
2.98,0.7984421,-0.7506956,1.129418,0.4112202,-0.4604666,0.9199333
2.99,0.758195,-0.6926998,1.284407,0.1612383,-0.6084559,0.730947
3,0.5329614,-0.5174625,1.291406,0.02024853,-0.7784436,0.4872147
3.01,0.2277335,-0.3842221,0.9976777,0.124241,-0.8534381,0.3392254
3.02,-0.08374393,-0.386972,0.5164626,0.3417252,-0.7296971,0.2087349
3.03,-0.5447105,-0.5949569,0.03149772,0.4709659,-0.4937142,0.01999855
3.04,-1.166165,-0.7156981,-0.3249764,0.3127273,-0.4299688,-0.2562314
3.05,-1.836867,-0.7434461,-0.6817006,0.2062351,-0.5207123,-0.4902145
3.06,-2.20259,-0.8899355,-0.9511811,0.358724,-0.5912071,-0.5459604
3.07,-2.220339,-1.10142,-0.9849286,0.4737157,-0.4082204,-0.5227121
3.08,-1.958108,-1.09842,-0.8466886,0.3924716,-0.1757373,-0.4729657
3.09,-1.51139,-0.800692,-0.7601949,0.3274763,0.02949786,-0.4112202
3.1,-1.119669,-0.5357112,-0.6889501,0.09374321,0.07024491,-0.3672234
3.11,-0.896935,-0.5604594,-0.5217122,-0.09299326,-0.09124339,-0.2924788
3.12,-0.7991921,-0.717698,-0.1012427,-0.09874284,-0.3079777,-0.2332331
3.13,-0.675951,-0.7069488,0.4012209,-0.2239838,-0.2792298,-0.2404826
3.14,-0.4762155,-0.6112057,0.7274473,-0.2802297,-0.1117419,-0.3102275
3.15,-0.2162343,-0.6474531,0.7956923,-0.3934715,-0.08724368,-0.3117274
3.16,0.07349467,-0.6249547,0.6324542,-0.5072132,-0.3022281,-0.2289834
3.17,0.3279762,-0.5267118,0.4269691,-0.524462,-0.4092203,-0.02999783
3.18,0.5287117,-0.4584668,0.3347257,-0.4124701,-0.1847366,0.2637309
3.19,0.6839504,-0.5159626,0.4292189,-0.000749946,0.03049779,0.4839649
3.2,0.7079487,-0.4094703,0.5947069,0.01274908,0.07149482,0.4989638
3.21,0.7011992,-0.1069922,0.6644518,-0.1349902,0.04349685,0.4129701
