地点名:上一色橋　地盤上/地下1/地下2
ファイル名:11031101.SMC
起動時刻:2011/03/11 14:47:25
チャンネル数:9
該当地震:地震：2011年03月11日14:46:18.1
"Time","N-S","E-W","U-D","N-S","E-W","U-D","N-S","E-W",U-D
.79,-.0207485,.04399681,.08699369,-.0109992,-.006749511,-.00799942,.0007499456,.00399971,-0.02974784 
.8,-.08099413,.05624592,.06774509,-.002249837,-.006249547,-.0004999638,-.007499456,-.002999783,-0.02399826 
.81,-.09649301,.05199623,.01349902,-.005499601,-.006499529,.02299833,-.01049924,-.006749511,-0.005499601 
.82,-.05749583,.01999855,-.0372473,-.009499311,-.01899862,.02924788,-.007749438,-.003749728, 0.004499674 
.83,.03524745,-.03974712,-.07124484,-.006999493,-.01549888,.02299833,-.005249619,.009499311,-0.005499601 
.84,.08424389,-.09424317,-.06724513,-.008249402,-.0004999638,.01249909,.002499819,.02699804,-0.01424897 
.85,.09699297,-.1009927,-.03899717,.01024926,.003749728,-.0109992,.00399971,.0234983,-0.013749 
.86,.02549815,-.07249475,.03149772,.02599812,-.002749801,-.0109992,-.009749293,.007749438,-0.005499601 
.87,-.07699442,-.04849648,.09749293,.02549815,0,.008499384,-.0164988,-.006499529,-0.002999783 
.88,-.09574306,.005499601,.08099413,.007499456,-.01049924,.02574813,-.01199913,-.02399826,-0.003499746 
.89,-.06524527,.06324542,.02924788,.002749801,-.01024926,.03049779,-.006499529,-.01024926,-0.01524889 
.9,-.05849576,.0509963,-.03074777,.004999638,-.01274908,.01599884,.002999783,.006499529,-0.03399754 
.91,-.01674879,-.002749801,-.06749511,.01574886,-.008749366,-.01149917,.004249692,.002749801,-0.04324687 
.92,.01124918,-.03849721,-.03424752,.005249619,-.00399971,-.02324831,-.008749366,-.008249402,-0.03549743 
.93,.05149627,-.05049634,.06574523,-.01024926,-.005499601,-.02499819,-.005249619,-.0109992,-0.004249692 
.94,.05249619,-.003249764,.110992,-.01949859,.0004999638,-.03549743,-.004249692,-.01324904, 0.003249764 
.95,.02524817,.07249475,.03299761,-.01349902,-.001749873,-.04899645,-.007499456,-.004999638,-0.02974784 
.96,-.01474893,.123491,-.09174335,-.01974857,.003249764,-.04374683,-.02574813,-.01524889,-0.02824795 
.97,-.02499819,.1134918,-.1759872,-.013749,.0164988,-.03499746,-.01749873,-.007249475,-0.02099848 
.98,-.0164988,.03899717,-.179487,-.01574886,.01449895,-.02999783,-.0004999638,-.009499311,-0.02099848 
.9899999,.0509963,-.03249764,-.09824288,.0004999638,.008999348,-.03949714,-.002749801,-.03374755,-0.01349902 
1,.1042424,-.05874574,.02849793,.004249692,.0009999275,-.04949641,-.004249692,-.03074777,-0.00399971 
1.01,.09849286,-.05499601,.1004927,-.0007499456,.0004999638,-.03249764,-.003499746,-.01224911,-0.002999783 
1.02,.02499819,-.01574886,.09774292,-.01174915,-.00924933,.0009999275,-.006749511,-.01199913,-0.008249402 
1.03,-.04149699,.02874792,.06524527,.001249909,-.003249764,.01474893,-.008249402,.0007499456,-0.01174915 
1.04,-.05749583,.03224766,.04499674,.002999783,.002249837,.02299833,-.01449895,-.02449822,-0.005499601 
1.05,-.05074632,.01499891,.04749656,-.001749873,.003499746,.03549743,-.01074922,-.0317477,-0.009499311 
1.06,-.02124846,.02649808,.01424897,.0009999275,.01249909,.05674589,-.004749656,-.01499891,-0.02424824 
1.07,-.0164988,.03124774,-.0234983,.01274908,.02549815,.06199551,.001499891,-.01399899,-0.01974857 
1.08,-.0009999275,-.002749801,.01699877,.01499891,.03024781,.04674661,.006249547,-.02024853,-0.004249692 
1.09,.06974494,.0009999275,.068995,.006999493,.005749583,.0289979,.00399971,-.00924933, 0.01349902 
1.1,.03624737,-.008249402,.08174407,-.00399971,-.01499891,.03049779,.00399971,.005249619, 0.0289979 
1.11,-.02599812,-.01749873,.05724585,-.01474893,-.01224911,.0262481,.01974857,.005249619, 0.02649808 
1.12,-.04099703,-.01174915,.001499891,-.009749293,-.008749366,.02524817,.02149844,.003749728, 0.02574813 
1.13,-.01599884,-.02049851,-.02224839,.013749,-.009999275,.03349757,.009999275,.02049851, 0.01274908 
1.14,.003499746,-.02799797,-.01849866,.02049851,0,.03074777,.002249837,.03649735,-0.0007499456 
1.15,.04974639,-.01499891,-.01324904,.01199913,.006999493,.01624882,.001999855,.02674806,-0.01274908 
1.16,.05699587,.03574741,-.01524889,.008749366,-.005499601,-.004749656,-.006249547,.003499746,-0.01299906 
1.17,-.01324904,.1049924,-.01399899,.01324904,-.01199913,-.01074922,-.005499601,.0004999638,-0.006499529 
1.18,-.07049489,.09749293,.01824868,.02374828,-.001249909,-.01024926,-.00399971,.00924933, 0.004249692 
1.19,-.04199696,.0002499819,.0399971,.03324759,.002999783,-.008749366,.0002499819,.02174842, 0.004749656 
1.2,-.0192486,-.07674444,-.007749438,.002749801,-.008499384,-.004749656,-.004249692,.01724875,-0.004749656 
1.21,-.0317477,-.05874574,-.08474386,-.004499674,-.01274908,-.01324904,.002249837,.01849866,-0.0179987 
1.22,-.1062423,-.009999275,-.110742,-.006249547,.004749656,-.03224766,-.002999783,-.001999855,-0.03024781 
1.23,-.1052424,.01024926,-.08374393,.013749,.01349902,-.03949714,-.009999275,-.006749511,-0.03249764 
1.24,.01549888,-.006749511,-.01899862,.02799797,.02149844,-.03324759,-.001999855,-.008249402,-0.03199768 
1.25,.09549308,-.01124918,.05774581,.02199841,.03549743,-.02149844,.003499746,.001249909,-0.03124774 
1.26,.05549598,-.02224839,.09499311,.003499746,.03099775,-.009499311,.004749656,-.008999348,-0.02324831 
1.27,.01574886,-.03124774,.06424534,-.002249837,.0109992,-.0009999275,.001999855,-.01549888,-0.01124918 
1.28,-.01174915,-.003749728,-.01849866,-.013749,.001499891,-.009999275,.0002499819,-.008749366, 0.008749366 
1.29,-.02249837,-.003249764,-.0607456,-.003249764,-.001499891,-.01574886,.01074922,.008249402,-0.005999565 
1.3,-.02099848,-.05424607,-.04124701,.001499891,-.0004999638,-.008749366,.02099848,.008499384,-0.01024926 
1.31,.03049779,-.04724658,-.013749,.008749366,.01049924,.00399971,.02049851,.005999565, 0.003499746 
1.32,.06974494,-.01174915,.01774871,.002999783,.01674879,.02999783,.002749801,-.006499529, 0.01974857 
1.33,.06949496,.04149699,.0289979,.002499819,.001999855,.03799725,-.005249619,-.004249692, 0.02549815 
1.34,.03699732,.07399464,.004749656,.002499819,.005499601,.01249909,-.0109992,.00924933, 0.01599884 
1.35,.01474893,.055246,-.02374828,.01624882,.02949786,-.02574813,-.003749728,.02199841,-0.008249402 
1.36,.00399971,.02499819,.02974784,.02149844,.02774799,-.03949714,-.01424897,.00399971,-0.01774871 
1.37,-.005499601,-.01599884,.08074415,.01949859,.03274763,-.02449822,-.013749,.003249764,-0.013749 
1.38,-.04649663,-.03274763,.05949569,-.002499819,.02699804,.008749366,-.01249909,-.002999783, 0.01224911 
1.39,-.02249837,.01499891,.02824795,-.01049924,.01174915,.04774654,.004499674,.002499819, 0.02649808 
1.4,.02399826,.08074415,-.01224911,-.006749511,.004249692,.05999565,.01349902,.01199913, 0.02499819 
1.41,.03224766,.1367401,-.05149627,-.007499456,.001249909,.04499674,.00924933,.008749366, 0.01524889 
1.42,-.005749583,.1034925,-.04949641,-.00399971,.006999493,.03274763,.003499746,.001249909, 0.009999275 
1.43,-.005499601,-.01149917,.003249764,.01149917,.00399971,.02499819,.001999855,.002999783, 0.003499746 
1.44,-.004499674,-.1267408,.07149482,.02324831,.007749438,.02024853,.004499674,-.003249764, 0.004499674 
1.45,-.0007499456,-.1627382,.1042424,.02999783,.01299906,.0192486,.01624882,-.001999855, 0.013749 
1.46,.01599884,-.09924281,.07149482,.02024853,.003249764,.02774799,.01474893,.004999638, 0.01524889 
1.47,.02699804,.01749873,.01399899,.006499529,-.008749366,.02724802,.01574886,.01699877, 0.01399899 
1.48,.006499529,.1289907,-.03299761,-.013749,-.01674879,.03049779,.01974857,.013749, 0.01049924 
1.49,-.01249909,.1474893,-.04999638,-.01874864,-.01024926,.0262481,.01849866,.009499311, 0.001249909 
1.5,-.01549888,.05774581,-.02649808,-.01724875,.00799942,.01849866,.01174915,.01224911, 0.0009999275 
1.51,-.02124846,-.04474676,.03224766,.0007499456,.01674879,.01224911,.008749366,.02099848,-0.008999348 
1.52,-.04599667,-.08849359,.07649446,.01949859,.007249475,.02299833,.0007499456,.0234983, 0.0004999638 
1.53,-.06124556,-.05299616,.05724585,.02649808,.005999565,.04224694,.001499891,.0289979, 0.0207485 
1.54,-.09224331,.02999783,-.01674879,.02849793,.007749438,.03074777,.01049924,.01899862, 0.02124846 
1.55,-.08924353,.1144917,-.05474603,.02699804,.01174915,.006499529,.02374828,.003499746, 0.002499819 
1.56,.0164988,.1179914,-.03224766,.01699877,.0004999638,-.01774871,.0234983,-.001249909,-0.01199913 
1.57,.1082422,.03049779,-.05999565,.01974857,.001749873,-.04324687,.02024853,.008999348,-0.02474821 
1.58,.03249764,-.01349902,-.01999855,.03024781,.01424897,-.04249692,.009499311,.013749,-0.01599884 
1.59,.01399899,-.03674734,.08249402,.03274763,.01424897,-.0192486,0,.02199841,-0.006249547 
1.6,.01749873,-.04999638,.04474676,.02674806,.001999855,-.001749873,-.01299906,.0164988,-0.001749873 
1.61,-.06724513,-.03499746,-.05899572,.02049851,-.005249619,-.00799942,-.01124918,.02124846,-0.0109992 
1.62,-.1054924,-.03074777,-.09149337,.002999783,-.001249909,-.02324831,.01324904,.01349902,-0.01274908 
1.63,.0289979,-.04174697,-.1307405,-.00799942,.009499311,-.04199696,.02324831,.0164988,-0.007249475 
1.64,.08899355,-.02049851,-.124241,-.004499674,.02049851,-.05824578,.0262481,.01699877,-0.002249837 
1.65,.05549598,.01174915,.0009999275,0,.02724802,-.03074777,.02449822,.02274835,-0.001999855 
1.66,.04249692,.008499384,.08699369,.002999783,.01874864,.013749,.02124846,.02099848,-0.002749801 
1.67,.01224911,.01324904,.07924426,.007749438,.02124846,.02374828,.01624882,.01974857,-0.01274908 
1.68,-.004999638,.03799725,.0454967,.01574886,.0289979,.01199913,.01549888,.01949859,-0.006249547 
1.69,.06849504,.05049634,.00924933,.02449822,.03874719,.01549888,.01699877,.001249909,-0.001999855 
1.7,.09899282,.02299833,.0192486,.007499456,.03824723,.0164988,.01299906,-.0009999275, 0.01074922 
1.71,.06424534,-.03274763,.06549525,-.004249692,.03074777,.02249837,.00924933,.01449895, 0.01574886 
1.72,.01549888,-.07399464,.07974422,-.002499819,.01049924,.04899645,.01249909,.01949859, 0.02599812 
1.73,-.02574813,-.02499819,.04149699,-.005249619,.001249909,.06049562,.02424824,.0262481, 0.04324687 
1.74,-.06299543,.07849431,.006249547,-.002249837,.003499746,.0717448,.02674806,.02099848, 0.0607456 
1.75,-.02249837,.09874284,-.02224839,.01424897,.01149917,.07874429,.03149772,.03224766, 0.04024708 
1.76,-.01474893,.03424752,-.02974784,.01499891,.01174915,.06699514,.02574813,.01699877, 0.004749656 
1.77,-.04499674,-.02124846,.004249692,.02024853,.004999638,.06274545,.0207485,-.004999638,-0.01449895 
1.78,-.0607456,-.04724658,.04924643,.01724875,.008249402,.05724585,.008749366,-.007249475, 0.008499384 
1.79,-.05749583,-.03424752,.09124339,.01749873,.01549888,.02524817,.008499384,-.004499674, 0.02024853 
1.8,-.04249692,.013749,.07849431,.01424897,.009999275,.004249692,.01499891,.01724875, 0.02224839 
1.81,-.0004999638,.05724585,.01274908,.009999275,.003249764,-.005999565,.03399754,.04074705, 0.0207485 
1.82,.01849866,.03474748,-.06424534,.01299906,.006499529,-.01174915,.03349757,.03224766, 0.001749873 
1.83,.02099848,.006999493,-.09424317,.01849866,.00399971,-.002999783,.01124918,.02099848,-0.003249764 
1.84,-.005249619,.003749728,-.07474458,.01624882,.002749801,.01549888,-.001249909,.01174915, 0.01149917 
1.85,-.009499311,.01249909,-.03049779,.01724875,.004499674,.01299906,.002499819,.001749873, 0.01524889 
1.86,-.02524817,.01349902,.01299906,.0164988,.008749366,.01999855,.01424897,.013749, 0.01824868 
1.87,-.05149627,.03299761,.04449677,.03099775,.01124918,.02249837,.0289979,.02324831, 0.02849793 
1.88,-.05049634,.02849793,.02799797,.04499674,.005249619,.01524889,.01599884,.01499891, 0.0289979 
1.89,-.006499529,-.01024926,-.01674879,.03574741,.001749873,-.01399899,.001499891,.01849866, 0.006249547 
1.9,.05449605,-.02849793,-.04724658,.009999275,.005999565,-.02974784,.002499819,.00399971,-0.01074922 
1.91,.09724295,-.008499384,-.01499891,.01149917,.02649808,-.02724802,.005749583,.006499529,-0.01749873 
1.92,.05999565,.02299833,.0427469,.01474893,.03624737,-.004499674,.008749366,.009749293,-0.01699877 
1.93,-.02249837,.04949641,.06099558,.01349902,.01699877,.02824795,.01249909,.00399971,-0.003749728 
1.94,-.09324324,.04674661,.02999783,-.0007499456,.00924933,.02924788,.01074922,.01674879, 0.00399971 
1.95,-.06499529,.008499384,-.02824795,-.01074922,.01849866,-.001749873,.01124918,.02599812, 0.005499601 
1.96,.02199841,-.04749656,-.0537461,-.003749728,.01349902,-.01124918,.008749366,.02574813, 0.01974857 
1.97,.08074415,-.05399609,-.01524889,.02024853,.01149917,-.002249837,.006499529,.03249764, 0.03099775 
1.98,.08999348,-.02149844,.01524889,.01599884,.0109992,.02774799,.009999275,.02924788, 0.02724802 
1.99,.06699514,-.01049924,.004999638,.01049924,.01249909,.03949714,.02924788,.03099775, 0.01299906 
2,.002249837,.01199913,-.01674879,.02424824,.01724875,.01324904,.03274763,.01574886,-0.0004999638 
2.01,-.01774871,.03849721,-.0164988,.0399971,.01824868,-.01049924,.02724802,.01574886,-0.01974857 
2.02,-.01299906,.006999493,.03674734,.03899717,.02249837,.003749728,.02274835,.01474893,-0.01049924 
2.03,.03099775,-.06874502,.09324324,.03199768,.0164988,.02474821,.00924933,.008999348, 0.006749511 
2.04,.05974567,-.1394899,.0952431,.01949859,.01474893,.04874647,-.0009999275,.007499456, 0.02124846 
2.05,-.01724875,-.0772444,.05349612,.007749438,.02049851,.04699659,.01624882,.002749801, 0.01299906 
2.06,-.1674879,.07974422,.06549525,-.001999855,.02799797,.03624737,.02774799,.00399971, 0.01774871 
2.07,-.04874647,.09424317,.05074632,-.005999565,.02749801,.04424679,.03249764,.01049924, 0.005249619 
2.08,.08399391,.05249619,-.1007427,-.01449895,.03124774,.01474893,.03674734,.01824868,-0.0009999275 
2.09,-.01724875,.0537461,-.09299326,-.004499674,.0109992,-.007499456,.03424752,.02049851, 0.01574886 
2.1,0,-.01549888,-.02474821,.01499891,-.003499746,.0317477,.03049779,.01449895, 0.02799797 
2.11,.07024491,-.02474821,-.08299398,.02749801,.009999275,.05749583,.02049851,.01474893, 0.02549815 
2.12,-.06149554,.04849648,-.02549815,.03024781,.02674806,.02149844,.01774871,.0004999638, 0.02274835 
2.13,-.07424462,.05624592,.08799362,.02824795,.02049851,-.01324904,.02199841,-.001249909, 0.01499891 
2.14,.06949496,.005999565,.02724802,.01699877,.0007499456,-.002499819,.02549815,.008749366, 0.009499311 
2.15,.05324614,-.03849721,-.03549743,.0192486,.002249837,.006999493,.03074777,.006999493, 0.002499819 
2.16,-.008749366,-.04249692,.04599667,.01149917,.001999855,.04499674,.02799797,.01199913, 0.01299906 
2.17,.03099775,-.02949786,.06299543,.007249475,-.002749801,.0662452,.01824868,.01474893, 0.02574813 
2.18,-.01499891,-.02749801,.0317477,.01224911,.004249692,.02574813,.007499456,.01674879, 0.03399754 
2.19,-.08899355,.01324904,.02099848,.02274835,.005999565,-.01249909,.008499384,.03049779, 0.007249475 
2.2,-.1194913,.08949351,.01299906,.02824795,.01049924,-.01699877,.01349902,.02749801,-0.0164988 
2.21,-.1197413,.09274328,-.02099848,.03124774,.0234983,.005499601,.0234983,.0344975,-0.01999855 
2.22,-.07899427,.0344975,-.07524455,.0164988,.03649735,.0192486,.02049851,.03574741, 0.002499819 
2.23,.03349757,-.04174697,-.06724513,.01899862,.03949714,.001749873,.005749583,.01674879, 0.01774871 
2.24,.1199913,-.1174915,-.01599884,.02674806,.02649808,-.01074922,.005999565,-.01074922, 0.013749 
2.25,.08724368,-.1127418,.01299906,.03074777,.01024926,-.009749293,.01874864,-.008749366,-0.007499456 
2.26,-.01599884,-.05749583,.03549743,.02949786,.007499456,.003749728,.01074922,.00399971,-0.009499311 
2.27,-.05824578,.01549888,.01474893,.01874864,-.003249764,.004749656,-.002499819,-.0002499819,-0.0179987 
2.28,-.06199551,.06224549,.008999348,.01474893,-.01674879,-.01899862,-.00924933,-.009499311,-0.02274835 
2.29,-.02224839,.04774654,.02599812,.009499311,-.02474821,-.04799652,-.008999348,-.002749801,-0.01974857 
2.3,.02249837,.02224839,-.005249619,.006499529,-.02224839,-.04049706,-.0004999638,.008749366,-0.01224911 
2.31,.03299761,-.01399899,-.01274908,.002499819,.003749728,-.01699877,.008999348,.02599812,-0.003749728 
2.32,.05824578,-.03374755,.01449895,-.01399899,.02474821,-.001499891,.0007499456,.02499819, 0.004749656 
2.33,.06924498,-.0482465,-.005999565,-.02424824,.02599812,-.0009999275,.007499456,.02374828,-0.006999493 
2.34,.01574886,-.01724875,-.09024346,-.01324904,.01549888,-.002249837,.007749438,.004999638,-0.008999348 
2.35,.01499891,.07374465,-.1444895,-.001999855,.007749438,-.0009999275,.002999783,-.01574886,-0.002249837 
2.36,.04849648,.08874357,-.05249619,.005499601,-.0007499456,.01749873,.001999855,-.009749293, 0.006999493 
2.37,.04649663,.055246,.08499384,.01324904,-.001749873,.02024853,-.005499601,-.001499891, 0.006999493 
2.38,-.01049924,.05249619,.1577386,.01024926,.00799942,.02299833,-.007499456,.009999275, 0.01274908 
2.39,-.06849504,.04999638,.1607383,.01124918,.01074922,.02999783,-.003749728,.003499746, 0.005499601 
2.4,-.06924498,.03299761,.06599522,.0009999275,-.003749728,.04424679,.006749511,.008749366, 0.01074922 
2.41,0,.05124629,-.04974639,-.01049924,-.01849866,.04799652,.02099848,.01499891,-0.00399971 
2.42,.06974494,.06874502,-.09349322,-.01074922,-.01549888,.05699587,.02174842,.0002499819,-0.004249692 
2.43,.1092421,.0372473,-.04874647,-.001999855,.0009999275,.05249619,.01074922,-.0002499819, 0.008249402 
2.44,.003499746,-.01024926,.02724802,-.002499819,.009499311,.03424752,.002249837,.0002499819, 0.013749 
2.45,-.09124339,-.04024708,.06299543,.01024926,.007249475,.03249764,.003749728,.008499384,-0.00399971 
2.46,-.07949424,-.07274473,.0909934,.0289979,.00399971,.03124774,.01124918,.01149917,-0.006249547 
2.47,-.005999565,-.0717448,.07474458,.02249837,.02024853,.01899862,.01299906,.009999275,-0.007499456 
