地点名:尾久橋　地盤上/橋脚上,,,,,,
ファイル名:11031101.SMC,,,,,,
起動時刻:2011/03/11 14:47:41,,,,,,
チャンネル数:6,,,,,,
"該当地震：地震：2011年03月11日 14:46:18.1, 14:51:27.4",,,,,,
Time,N-S,E-W,U-D,N-S,E-W,U-D
1.06,0.2319832,0.06599522,-0.234483,-0.001749873,-0.000749946,-0.06799507
1.07,0.1697377,0.2154844,-0.1529889,-0.08074415,-0.009749293,0.08049417
1.08,0.04299688,0.2464821,-0.0799942,-0.05074632,-0.02049851,0.1079922
1.09,-0.02674806,0.110242,0.003249764,-0.0262481,-0.01399899,0.05599594
1.1,0.003749728,-0.0262481,0.1602384,0.006249547,-0.01724875,0.07874429
1.11,0.04724658,-0.05074632,0.3392254,0.06374538,-0.02474821,0.1894863
1.12,0.06874502,-0.005999565,0.4669662,-0.002499819,-0.0289979,0.2464821
1.13,0.04949641,0.06599522,0.538211,0.06324542,0.008999348,0.07074487
1.14,-0.01899862,0.1007427,0.4567169,0.1667379,0.07124484,-0.317977
1.15,-0.002499819,0.09274328,0.1954858,0.1459894,0.0579958,-0.6427034
1.16,0.151239,0.07774436,-0.2057351,0.1617383,-0.01824868,-0.6869502
1.17,0.2582313,0.124491,-0.5614593,0.2404826,-0.03974712,-0.4789653
1.18,0.1954858,0.13799,-0.6849504,0.2789798,0.03874719,-0.2227339
1.19,0.06399536,0.1017426,-0.6497029,0.220984,0.1352402,-0.07224476
1.2,-0.0454967,0.03899717,-0.4707159,0.2442323,0.1804869,-0.05399609
1.21,-0.09599304,-0.04599667,-0.2732302,0.2357329,0.1704876,-0.1462394
1.22,-0.07849431,-0.1124918,-0.1152416,0.1904862,0.1724875,-0.2697304
1.23,0.004749656,-0.1199913,-0.04074705,0.3082277,0.2129846,-0.2882291
1.24,0.09899282,-0.01874864,-0.03749728,0.2837294,0.2492319,-0.109992
1.25,0.09424317,0.1624882,-0.009749293,0.1032425,0.2369828,0.1984856
1.26,0.02824795,0.290229,0.01074922,0.03874719,0.2054851,0.4477175
1.27,-0.05074632,0.3157271,0.06874502,0.0207485,0.1819868,0.5702087
1.28,-0.1279907,0.179487,0.2197341,-0.06724513,0.1532389,0.6174552
1.29,-0.1194913,0.008999348,0.4104702,-0.1987356,0.1017426,0.6239548
1.3,-0.1584885,-0.09124339,0.6027063,-0.2664807,0.07199478,0.5754583
1.31,-0.2904789,-0.1019926,0.5819578,-0.3612238,0.06499529,0.4519672
1.32,-0.3904717,-0.1369901,0.3347257,-0.4244692,0.06374538,0.3349757
1.33,-0.3164771,-0.1999855,-0.01199913,-0.3122274,0.02174842,0.3774726
1.34,-0.1067423,-0.1694877,-0.2159843,-0.2457322,-0.05824578,0.5892073
1.35,0.1069922,-0.05574596,-0.05824578,-0.2244837,-0.09174335,0.7746938
1.36,0.2389827,0.02174842,0.2639809,-0.1599884,-0.05874574,0.7554452
1.37,0.2954786,-0.06574523,0.5967067,-0.08599377,-0.03224766,0.5909572
1.38,0.4072205,-0.192486,0.9251829,-0.1774871,-0.04774654,0.3882219
1.39,0.5569596,-0.1582385,1.080172,-0.2282335,-0.07949424,0.1554887
1.4,0.5777081,0.05849576,0.9219332,-0.02374828,-0.09349322,-0.124741
1.41,0.4472176,0.2027353,0.4147199,0.13799,-0.0799942,-0.4384682
1.42,0.3204768,0.1164916,-0.1907362,0.2804797,-0.1209912,-0.634204
1.43,0.3514745,-0.1184914,-0.7184479,0.455717,-0.2119846,-0.6614521
1.44,0.4204695,-0.2254837,-0.9846786,0.5494602,-0.2439823,-0.5784581
1.45,0.3917216,-0.1504891,-0.8994348,0.5689588,-0.2077349,-0.4172198
1.46,0.2257336,-0.1502391,-0.5059633,0.5824578,-0.1619883,-0.2014854
1.47,0.1192414,-0.1609883,0.04749656,0.4992138,-0.1297406,0.007499456
1.48,0.0164988,-0.1227411,0.4467176,0.2592312,-0.1019926,0.1197413
1.49,-0.1077422,-0.01399899,0.634454,0.179987,-0.07799435,0.06599522
1.5,-0.1877364,0.02249837,0.6009564,0.2007354,-0.05149627,-0.1289907
1.51,-0.1307405,0.02449822,0.3807224,0.2077349,-0.07049489,-0.2942287
1.52,-0.01249909,0.0772444,-0.01899862,0.2517318,-0.1454895,-0.3269763
1.53,0.06774509,0.1579885,-0.4367183,0.2964785,-0.220234,-0.2562314
1.54,0.002749801,0.1629882,-0.6976994,0.3062278,-0.234483,-0.1764872
1.55,-0.09549308,0.04999638,-0.7636946,0.2134845,-0.2127346,-0.1194913
1.56,-0.1827368,-0.1002427,-0.6364539,0.06974494,-0.1907362,-0.08699369
1.57,-0.1987356,-0.1999855,-0.3437251,-0.1647381,-0.1784871,-0.1317405
1.58,-0.2302333,-0.1992356,-0.1269908,-0.3852221,-0.1294906,-0.2647308
1.59,-0.3419752,-0.06099558,-0.001249909,-0.5177125,-0.08124411,-0.4617165
1.6,-0.4587168,0.0772444,-0.07699442,-0.6124556,-0.06849504,-0.6422035
1.61,-0.3909717,0.1634881,-0.4624665,-0.6502029,-0.09599304,-0.758945
1.62,-0.2732302,0.2197341,-0.9264328,-0.6454532,-0.1317405,-0.8221904
1.63,-0.27598,0.2404826,-1.267908,-0.5497102,-0.151489,-0.8199406
1.64,-0.345225,0.1809869,-1.321654,-0.4342185,-0.1419897,-0.7501956
1.65,-0.2519817,0.06024563,-1.042174,-0.3472248,-0.1072422,-0.6524527
1.66,-0.1407398,-0.07324469,-0.676451,-0.3472248,-0.04699659,-0.5974567
1.67,-0.04599667,-0.192486,-0.3792225,-0.4202195,0.002249837,-0.5559597
1.68,0.05324614,-0.261731,-0.2174842,-0.3962213,0.04624665,-0.4624665
1.69,0.220484,-0.1604884,-0.1167415,-0.3254764,0.07774436,-0.3324759
1.7,0.3737229,0.07124484,-0.05574596,-0.2782298,0.1164916,-0.2329831
1.71,0.4114702,0.2404826,-0.05574596,-0.1784871,0.1554887,-0.1449895
1.72,0.3667234,0.2022353,0.013749,-0.07624447,0.179487,-0.05724585
1.73,0.3599739,0.08099413,0.1159916,0.01974857,0.1847366,0.02399826
1.74,0.3017281,-0.005499601,0.1427397,0.08724368,0.1922361,0.109742
1.75,0.1884863,-0.02674806,0.1129918,0.206985,0.1857365,0.234733
1.76,0.08399391,-0.03649735,0.1117419,0.2239838,0.1824868,0.3764727
1.77,0.08049417,-0.06574523,0.1394899,0.2007354,0.1867365,0.4637164
1.78,0.04099703,-0.08699369,0.1267408,0.2774799,0.1814868,0.4764655
1.79,-0.04449677,-0.09499311,0.1012427,0.3502246,0.192736,0.3684733
1.8,-0.1584885,-0.1129918,0.0579958,0.441968,0.1842366,0.1697377
1.81,-0.1854866,-0.09724295,-0.01824868,0.5157126,0.1539888,0.0607456
1.82,-0.1369901,-0.01149917,-0.06949496,0.6419535,0.1154916,0.1187414
1.83,-0.09674299,0.1064923,0.01074922,0.731447,0.1122419,0.2747301
1.84,-0.178987,0.151739,0.1724875,0.6419535,0.1747373,0.3699732
1.85,-0.3292261,0.1192414,0.2699804,0.6292044,0.2374828,0.2979784
1.86,-0.4422179,0.02224839,0.3677233,0.5367111,0.2437323,0.08574378
1.87,-0.4399681,-0.05999565,0.3477248,0.3007282,0.2139845,-0.1802369
1.88,-0.3419752,-0.1439896,0.1894863,0.1347402,0.1762372,-0.3649735
1.89,-0.1497391,-0.1312405,-0.03799725,0.1447395,0.1697377,-0.4324687
1.9,-0.01949859,-0.003499746,-0.2734802,0.1042424,0.1899862,-0.4789653
1.91,-0.05874574,0.0952431,-0.4502174,-0.1217412,0.1904862,-0.524212
1.92,-0.1674879,0.1304905,-0.6714513,-0.2122346,0.1437396,-0.4954641
1.93,-0.1349902,0.1447395,-0.8189406,-0.3674734,0.0979929,-0.3509746
1.94,-0.03749728,0.1079922,-0.6799507,-0.7146982,0.09574306,-0.1232411
1.95,0.08724368,0.1049924,-0.248732,-0.8519382,0.1202413,0.1474893
1.96,0.0909934,0.1474893,0.3539743,-0.8574378,0.1622382,0.3402253
1.97,0.02024853,0.1767372,0.8884356,-1.086171,0.1762372,0.4019709
1.98,-0.05399609,0.1612383,1.132418,-1.141167,0.1182414,0.3759727
1.99,-0.0317477,0.1564887,1.005677,-0.8566879,0.03099775,0.3619738
2,0.1069922,0.1884863,0.6287044,-0.7871929,-0.04749656,0.3737229
2.01,0.2507318,0.2417325,0.2319832,-0.7759438,-0.1044924,0.3817223
2.02,0.1852366,0.1842366,-0.08174407,-0.5432106,-0.1294906,0.3274763
2.03,0.02549815,0.1334903,-0.2499819,-0.4744656,-0.1547388,0.1942359
2.04,-0.1392399,0.1607383,-0.2579813,-0.4484675,-0.1994855,0.05549598
2.05,-0.220234,0.1947359,-0.2569814,-0.2664807,-0.2462322,0.003249764
2.06,-0.1897362,0.2357329,-0.1822368,-0.1502391,-0.2642308,0.1042424
2.07,-0.09599304,0.2502319,-0.02274835,-0.02324831,-0.2574813,0.3262264
2.08,-0.09924281,0.2177342,0.1767372,0.2319832,-0.2127346,0.5137128
2.09,-0.1704876,0.1089921,0.3759727,0.4787153,-0.1609883,0.5707086
2.1,-0.2019854,-0.01724875,0.5174625,0.675451,-0.1269908,0.4429679
2.11,-0.07849431,-0.04774654,0.5872074,0.841689,-0.1092421,0.1997355
2.12,0.1757373,0.04199696,0.4297189,0.9721795,-0.08324397,-0.02149844
2.13,0.4157199,0.1984856,0.1314905,1.063173,-0.07324469,-0.1254909
2.14,0.5334613,0.3384755,-0.1477393,1.087171,-0.05674589,-0.1462394
2.15,0.5349612,0.3539743,-0.3019781,1.040675,-0.01149917,-0.1679878
2.16,0.4284689,0.1989856,-0.3349757,0.9396819,0.0164988,-0.2504818
2.17,0.3599739,-0.01399899,-0.3217267,0.7676944,0.04299688,-0.3692232
2.18,0.3422252,-0.07374465,-0.3212267,0.6187052,0.06749511,-0.4884646
2.19,0.4087204,-0.006749511,-0.3957213,0.4584668,0.1112419,-0.524212
2.2,0.4247192,0.1149917,-0.4064705,0.2219839,0.1582385,-0.427719
2.21,0.3694732,0.2847294,-0.3382255,0.07074487,0.193236,-0.2292334
2.22,0.2437323,0.4297189,-0.2287334,-0.0317477,0.2352329,-0.04224694
2.23,0.151739,0.5349612,-0.068995,-0.1807369,0.261481,0.01124918
2.24,0.1687378,0.5764582,0.08949351,-0.1999855,0.2732302,-0.04124701
2.25,0.2577313,0.5292116,0.1869864,-0.2019854,0.248482,-0.08424389
2.26,0.358724,0.4014709,0.1724875,-0.3079777,0.2054851,0.0179987
2.27,0.4044707,0.206485,0.2012354,-0.3282262,0.1724875,0.2969785
2.28,0.2869792,-0.01874864,0.3082277,-0.2849793,0.1624882,0.5589595
2.29,0.09474313,-0.1877364,0.4297189,-0.3357257,0.1622382,0.5754583
2.3,-0.082744,-0.385722,0.4764655,-0.3079777,0.13774,0.3204768
2.31,-0.07649446,-0.6054561,0.3279762,-0.1204913,0.04849648,-0.01774871
2.32,0.07924426,-0.6384537,0.06924498,0.0207485,-0.05299616,-0.2264836
2.33,0.2032353,-0.4367183,-0.1954858,0.123991,-0.1007427,-0.2242337
2.34,0.09149337,-0.1907362,-0.3467249,0.27573,-0.1124918,-0.08849359
2.35,-0.1807369,-0.09449315,-0.3509746,0.3679733,-0.1029925,-0.002999783
2.36,-0.4197196,-0.2287334,-0.3239765,0.331726,-0.082744,-0.07749438
2.37,-0.4729657,-0.4954641,-0.3302261,0.2389827,-0.09874284,-0.2137345
2.38,-0.3362256,-0.6134555,-0.2594812,0.2369828,-0.13749,-0.2904789
2.39,-0.2014854,-0.5069633,-0.1289907,0.2124846,-0.1322404,-0.248982
2.4,-0.2414825,-0.3717231,-0.007249475,0.08099413,-0.08599377,-0.1082422
2.41,-0.3824723,-0.3579741,0.1177415,0.04724658,-0.07099485,0.07674444
2.42,-0.4927143,-0.4304688,0.2529817,-0.00399971,-0.1062423,0.2107347
2.43,-0.4169698,-0.4459677,0.3384755,-0.2147344,-0.1359901,0.2464821
2.44,-0.2387327,-0.3399754,0.3519745,-0.2569814,-0.1584885,0.2007354
2.45,-0.1162416,-0.1504891,0.3219767,-0.1557387,-0.1679878,0.1362401
2.46,-0.1174915,-0.07274473,0.3247265,-0.3499746,-0.1669879,0.04674661
2.47,-0.1887363,-0.1614883,0.3227266,-0.5074632,-0.1454895,-0.02149844
2.48,-0.2584813,-0.2164843,0.2304833,-0.3967212,-0.109992,0.03899717
2.49,-0.1912361,-0.1754873,0.08149409,-0.4607166,-0.06799507,0.2242337
2.5,-0.05449605,-0.03749728,0.03199768,-0.538461,-0.01674879,0.4622165
2.51,0.1027426,0.1079922,0.1847366,-0.3424752,0.04324687,0.5584595
2.52,0.1337403,0.1634881,0.4174697,-0.2674806,0.08199406,0.4199696
2.53,0.04149699,0.1862365,0.5254619,-0.3792225,0.1017426,0.1372401
2.54,-0.02699804,0.234233,0.3887218,-0.2867292,0.06699514,-0.09774292
2.55,0.03249764,0.3732229,0.0234983,-0.151989,0.02774799,-0.1854866
2.56,0.1334903,0.6244547,-0.3494747,-0.1547388,0.02649808,-0.1147417
2.57,0.1352402,0.7756938,-0.6699514,0.01974857,0.03624737,0.008499384
2.58,-0.006749511,0.6117057,-0.7684443,0.247982,0.06124556,0.03399754
2.59,-0.08074415,0.2832295,-0.5779581,0.27623,0.09199333,-0.07949424
2.6,0.000499964,0.02174842,-0.2802297,0.3502246,0.1182414,-0.2887291
2.61,0.1922361,-0.03099775,-0.1009927,0.482965,0.1507391,-0.4372183
2.62,0.2982284,0.1164916,-0.03124774,0.4722158,0.1782371,-0.3969712
2.63,0.3384755,0.3157271,-0.04649663,0.4462177,0.2214839,-0.1784871
2.64,0.3224766,0.3347257,-0.1397399,0.4732157,0.27623,0.05549598
2.65,0.2842294,0.2112347,-0.1732374,0.4062206,0.3067278,0.1592385
2.66,0.2852293,0.1569886,-0.09974277,0.3987211,0.3102275,0.1092421
2.67,0.344475,0.2497319,0.03149772,0.4332186,0.2987283,-0.02749801
2.68,0.441718,0.468966,0.2034853,0.3689733,0.2774799,-0.1087421
2.69,0.5254619,0.7004492,0.3232266,0.3384755,0.2577313,-0.04649663
2.7,0.4987139,0.7371966,0.3624737,0.2602311,0.2672306,0.08399391
2.71,0.4124701,0.5782081,0.3482248,0.1042424,0.2944787,0.1672379
2.72,0.3789725,0.3657235,0.2889791,0.006249547,0.3007282,0.2017354
2.73,0.4377183,0.3142272,0.2444823,-0.06049562,0.2719803,0.2234838
2.74,0.4604666,0.4562169,0.178987,-0.07199478,0.2432324,0.2592312
2.75,0.5037135,0.661702,0.09424317,0.008999348,0.2449822,0.3482248
2.76,0.5749583,0.7814434,0.06374538,0.1442395,0.2907289,0.4454677
2.77,0.5557097,0.7084486,0.07074487,0.2017354,0.3157271,0.5472103
2.78,0.4322187,0.4467176,0.1187414,0.2432324,0.3199768,0.6467031
2.79,0.4039707,0.1757373,0.3252264,0.4039707,0.3049779,0.6862003
2.8,0.4567169,0.04049706,0.6389537,0.5849576,0.2837294,0.5769582
2.81,0.5482103,0.01224911,0.8076915,0.5947069,0.2572314,0.3247265
2.82,0.6654518,-0.00924933,0.7059488,0.6267046,0.1782371,0.05049634
2.83,0.7336968,-0.01999855,0.3807224,0.7464459,0.07624447,-0.1302406
2.84,0.7149482,0.01499891,-0.04774654,0.6512028,0.013749,-0.1764872
2.85,0.6014564,-0.01299906,-0.4042207,0.6079559,0.01874864,-0.1467394
2.86,0.4812151,-0.1167415,-0.4899645,0.7431961,0.03774726,-0.1142417
2.87,0.4174697,-0.3334758,-0.2919788,0.633954,0.0372473,-0.1679878
2.88,0.3487247,-0.5827078,0.006249547,0.4872147,0.0207485,-0.3357257
2.89,0.2229838,-0.6944497,0.1337403,0.5764582,0.004749656,-0.5337113
2.9,0.06374538,-0.6722013,0.02124846,0.523712,0.01424897,-0.5847076
2.91,-0.06799507,-0.5554597,-0.2042352,0.2974784,0.01874864,-0.4107202
2.92,-0.1637381,-0.4564669,-0.3839722,0.2737302,-0.00399971,-0.1497391
2.93,-0.234483,-0.3962213,-0.41347,0.2774799,-0.01574886,0.04624665
2.94,-0.3357257,-0.3644736,-0.2924788,0.1007427,-0.03899717,0.02224839
2.95,-0.5199623,-0.3627237,-0.1547388,-0.01349902,-0.09299326,-0.1604884
2.96,-0.6402036,-0.3069777,-0.05399609,-0.02699804,-0.166238,-0.3184769
2.97,-0.6312042,-0.1459894,-0.02474821,-0.1552387,-0.2382327,-0.3112274
2.98,-0.6182052,0.06399536,-0.06149554,-0.3919716,-0.2547315,-0.179737
2.99,-0.6477031,0.1414897,-0.1067423,-0.5139627,-0.248232,-0.05299616
3,-0.6402036,0.03349757,-0.1337403,-0.5804579,-0.2924788,0.01549888
3.01,-0.6439533,-0.1449895,-0.1354902,-0.8514383,-0.3927215,0.1017426
3.02,-0.5944569,-0.1732374,-0.000249982,-1.030425,-0.4852148,0.2817296
3.03,-0.5262119,-0.124741,0.1867365,-0.9131838,-0.4974639,0.5477103
3.04,-0.5199623,-0.06949496,0.4812151,-0.9644301,-0.4054706,0.7611948
3.05,-0.5012137,-0.1119919,0.7059488,-1.146917,-0.3117274,0.7814434
3.06,-0.5054634,-0.2574813,0.7414463,-1.073422,-0.3019781,0.5499601
3.07,-0.4804652,-0.3744729,0.6009564,-1.006927,-0.3542243,0.1292406
3.08,-0.3574741,-0.3602239,0.151239,-1.118669,-0.4197196,-0.2774799
3.09,-0.2114847,-0.248732,-0.399471,-0.9324324,-0.4707159,-0.4659662
3.1,-0.07649446,-0.1844866,-0.7736939,-0.6897,-0.4757155,-0.3762227
3.11,-0.03649735,-0.1142417,-0.7976922,-0.8589377,-0.4544671,-0.1509891
3.12,-0.1392399,0.0509963,-0.4432179,-0.8156909,-0.4089704,-0.02474821
3.13,-0.3767227,0.1169915,-0.1462394,-0.5427107,-0.3489747,-0.05824578
3.14,-0.5134628,0.01024926,0.08899355,-0.4862148,-0.2612311,-0.1214912
3.15,-0.4304688,-0.08699369,0.3397254,-0.3457249,-0.1589885,-0.08649373
3.16,-0.2739801,-0.06399536,0.4204695,-0.01774871,-0.03424752,0.01974857
3.17,-0.2174842,0.02774799,0.4477175,0.193736,0.1159916,0.06649518
3.18,-0.2439823,0.1574886,0.3557242,0.3347257,0.2087349,0.009999275
3.19,-0.2439823,0.247982,0.06499529,0.5074632,0.2054851,-0.1049924
3.2,-0.165738,0.3257264,-0.1632382,0.5274618,0.1612383,-0.2604811
3.21,-0.09274328,0.4162198,-0.372473,0.5494602,0.1469893,-0.4484675
