区市町村,基標番号,所在地町名,所在地目標,所在地申請,東京湾平均海面（Ｔ．Ｐ．）ｍ,霊岸島量水標（Ａ．Ｐ．）ｍ,変動量ｍｍ,記事
江戸川区,江（８）,谷河内一丁目１６,クリーニングＨＯＳＨＩＮＯ脇,,0.5935,1.7279,-,(H25.1.1)
江戸川区,江（９）,篠崎町三丁目１１,エルフォ－ト篠崎向側,,3.1250,4.2594,-1.0,
江戸川区,江（１０）,南篠崎町二丁目４５,鎌田小学校前植込内,,-0.4416,0.6928,-0.7,
江戸川区,江（１１）,一之江三丁目１０,Ｋ宅前（環七側植込内）,,0.8939,2.0283,-,(H26.1.1)
江戸川区,江（１２）,江戸川六丁目１６,妙光寺境内,◎,-1.0597,0.0747,+2.5,
江戸川区,江（１３）,東葛西三丁目１３,都営バス「東葛西３丁目」バス停前,,0.5226,1.6570,+2.0,
江戸川区,江（１４）,中葛西五丁目２８,稲荷神社境内,◎,-0.9155,0.2189,+2.3,
江戸川区,江（１５）,北葛西三丁目２,行船公園内（ＮＴＴ側）,,-2.0614,-0.9270,+3.8,
江戸川区,江（１６）,興宮町１８,興之宮神社境内,◎,-0.1580,0.9764,-3.4,
江戸川区,江（１７）,新堀一丁目５,日枝神社境内,◎,1.0902,2.2246,-,(H25.1.1)
江戸川区,江（１８）,南葛西六丁目２３,富士公園脇植込内,,-0.1308,1.0036,+2.6,
江戸川区,江（１９）,西葛西七丁目２,東電江東線Ｎｏ．８６鉄塔脇,,-0.7747,0.3597,+2.7,
江戸川区,江（２０）,西葛西二丁目７,小島公園北側角植込内,,-0.5613,0.5731,+2.2,
江戸川区,江（２１）,北葛西一丁目５,宇喜田川公園内,,-1.0065,0.1279,+3.2,
江戸川区,江（２２）,江戸川三丁目５３,（株）樹木屋駐車場内,◎,4.4268,5.5612,-0.4,
江戸川区,江（２３）,一之江六丁目８,一之江六丁目児童遊園内,,-0.7861,0.3483,-,(H26.1.1)
江戸川区,江（２４）,東小松川四丁目３３,スマイル東小松川Ⅲ前,,-2.0654,-0.9310,-,(H26.1.1)
江戸川区,江（２５）,松島二丁目１６,第二松江小学校内,◎,-1.8393,-0.7049,+2.2,
江戸川区,江（２６）,松島四丁目４２,セブンイレブン脇,,-1.9283,-0.7939,+1.3,
江戸川区,江（２７）,平井四丁目２０,東電亀戸変電所前,,-1.1377,-0.0033,+1.4,
江戸川区,江（２８）,平井三丁目４,都営平井一丁目アパート１号棟脇,,-1.3087,-0.1743,+4.0,
江戸川区,江（２９）,平井七丁目６,ファッションセンターしまむら脇,,-0.2938,0.8406,+1.0,
江戸川区,江（３０）,春江町三丁目２６,都・瑞江葬儀所内,◎,-0.4318,0.7026,-,(H25.1.1)
江戸川区,江（３１）,東篠崎一丁目１,篠崎第三小学校内,◎,1.2546,2.3890,-0.8,
江戸川区,江（３２）,上篠崎三丁目１２,オダハラミシンサービス前,,1.1990,2.3334,-1.2,
江戸川区,江（３３）,北小岩六丁目４３,小岩公園北詰植込内,,0.9872,2.1216,-4.1,
江戸川区,江（３４）,松島二丁目３８,都立江戸川高校グラウンド内,◎,-1.8872,-0.7528,+1.3,
江戸川区,江（３５）,江戸川六丁目４３,Ｏ宅前植込内,,0.2157,1.3501,+1.3,
江戸川区,江（３６）,鹿骨五丁目２７,小岩第五中学校内,◎,0.9414,2.0758,-,(H25.1.1)
江戸川区,江（３７）,南小岩七丁目２３,三井住友銀行小岩支店前,,1.1721,2.3065,-4.0,
江戸川区,江（３８）,上一色三丁目３０,都・五建江戸川北工区内,◎,2.1277,3.2621,-4.1,
江戸川区,江（３９）,西小松川町２１,後藤式場向側,,-2.2180,-1.0836,+1.9,
江戸川区,江（４０）,西葛西二丁目１７,都・小島地盤沈下観測所内,◎,-0.2564,0.8780,+2.9,施錠
江戸川区,江（４１）,上篠崎一丁目２５,都・篠崎地盤沈下観測所内,,1.1970,2.3314,-0.9,
江戸川区,江（４２）,臨海町二丁目,新左近川親水公園内,,4.2231,5.3575,-0.8,
江戸川区,江（４３）,南葛西五丁目１,南葛西五丁目児童遊園内,,2.3243,3.4587,+0.2,
江戸川区,江（４４）,臨海町一丁目,都・葛西水再生センター向側,,5.5583,6.6927,+0.5,
江戸川区,江（４５）,臨海町二丁目４,緑道内緑道脇植込内,,4.3692,5.5036,-2.2,
八王子市,八王子水準基点,高尾町２４３５番３,高尾５９９ミュージアム内,◎,194.2429,195.3773,0.0,（固定点）
八王子市,（１１０－９）,高尾町２２６４,有喜堂本店前,国,191.3383,192.4727,-3.5,
八王子市,（１１５）,並木町１４,並木町交差点,国,144.4009,145.5353,+2.4,
八王子市,（１１５－１）,追分町６１番９,八王子追分町郵便局前,国,127.3357,128.4701,+3.5,
八王子市,（１１６）,横山町２５,市守・大鳥神社境内,国,109.7797,110.9141,+4.8,
八王子市,（１０３７２）,左入町１２６,八王子インタ－入口,国,110.2505,111.3849,+5.9,
八王子市,（４９５７）,加住町一丁目２１０,堀川産業（株）八王子営業所向側植込内,国,133.1955,134.3299,-,(H25.1.1)
八王子市,（５１４０）,犬目町１,Ｏ宅内八幡様脇,国,144.1913,145.3257,-,(H25.1.1)
八王子市,（０１６－０３５）,鑓水３５０,日本閣前,国,182.9741,184.1085,-,(H25.1.1)
八王子市,（０１６－０３８）,緑町９５１,出光八王子南給油所向側,国,133.8620,134.9964,+2.1,
八王子市,（０２０－０４３）,大和田町三丁目２０,八王子大和田郵便局前,国,104.1547,105.2891,+7.6,
八王子市,（０２０－０４５）,八日町５,筆と額イワイ脇,国,118.1009,119.2353,+4.5,
八王子市,（０２０－０４７）,千人町三丁目１８,須田歯科医院前,国,136.3245,137.4589,+3.2,
八王子市,（０２０－０４９）,東浅川町２９９,Ｔ宅脇植込内,国,156.0290,157.1634,+1.5,
八王子市,（０２０－０５０）,高尾町１５８５,ホテルきくや向側,国,167.2078,168.3422,+0.5,
八王子市,（０２０－０５１）,西浅川町１９０１,上椚田橋脇,国,180.0753,181.2097,+2.1,
八王子市,八王（１）,小宮町１１２８,小宮小学校内,◎,109.0869,110.2213,+6.8,
八王子市,八王（２）,石川町２９５７,第一中学校内,◎,118.6869,119.8213,+6.6,
八王子市,八王（３）,打越町３４９,打越中学校内,◎,93.2360,94.3704,+3.2,
八王子市,八王（４）,大和田町七丁目５,第十小学校内,◎,107.5580,108.6924,+4.3,
八王子市,八王（５）,子安町二丁目１９,第六小学校内,◎,110.1452,111.2796,+2.3,
八王子市,八王（６）,元横山町二丁目１４,第一小学校内,◎,112.2183,113.3527,+4.8,
八王子市,八王（７）,台町三丁目２５,八王子拓真高校内,◎,137.2591,138.3935,+2.3,
八王子市,八王（８）,中野上町二丁目１４,第九小学校内,◎,119.8890,121.0234,+3.3,
八王子市,八王（９）,長房町４２０,富士森高校内,◎,139.6316,140.7660,+1.7,
八王子市,八王（１０）,大和田町二丁目３,都・八王子地盤沈下観測所内,◎,108.7971,109.9315,+7.4,施錠
八王子市,館（１）,館町２８４１,館町清掃工場入口交差点,,207.1875,208.3219,-,(H25.1.1)
八王子市,館（２）,館町６９６,大塚建具店,,171.5031,172.6375,-,(H27.1.1)
立川市,（１１８）,錦町五丁目１９,すし銚子丸前,国,74.3406,75.4750,+3.7,
立川市,立川（１）,曙町三丁目２９,立川第二中学校内,◎,84.4742,85.6086,-,(H25.1.1)
立川市,立川（２）,柴崎町一丁目３,立川第一中学校内,◎,86.4100,87.5444,+4.1,
立川市,立川（３）,柏町一丁目３１,第十小学校内,◎,97.8744,99.0088,+4.8,
立川市,立川（４）,上砂町二丁目１８,第九小学校内,◎,101.2375,102.3719,-,(H25.1.1)
立川市,立川（５）,西砂町五丁目１１,西砂第二公園内,,119.8942,121.0286,-1.9,
立川市,立川（６）,富士見町三丁目１８,都・立川地盤沈下観測所内,◎,74.6904,75.8248,+4.2,施錠
武蔵野市,武蔵（１）,関前一丁目１０,ヨシオ建装向側植込内,,62.1133,63.2477,+5.5,
武蔵野市,武蔵（２）,吉祥寺北町四丁目８,保健センター脇,,56.5229,57.6573,+6.0,
武蔵野市,武蔵（３）,御殿山一丁目１９,万助橋脇,,56.2309,57.3653,+5.8,
三鷹市,三鷹（１）,牟礼一丁目７,牟礼橋脇,,51.7858,52.9202,-,(H25.1.1)
三鷹市,三鷹（２）,新川六丁目７,仙川公園内,,49.9811,51.1155,+2.6,
三鷹市,三鷹（３）,深大寺一丁目１３,都営アパート集会所脇,,60.0837,61.2181,-,(H27.1.1)
三鷹市,三鷹（４）,大沢四丁目２５,大沢コミュニティセンタ－前,,39.3230,40.4574,+4.1,
三鷹市,三鷹（５）,牟礼四丁目２３,都・三鷹地盤沈下観測所内,◎,55.1275,56.2619,+6.1,施錠
青梅市,青梅水準基点,長淵四丁目４３７,第二小学校内,◎,164.8262,165.9606,0.0,（固定点）
青梅市,（４９４９）,野上町二丁目２５１,Ｉ宅内,国,180.4902,181.6246,-1.2,
青梅市,（４９５０）,勝沼一丁目６０,都立青梅総合高等学校内,国,190.5880,191.7224,-0.5,
青梅市,青梅（１）,新町三丁目７２,都・誠明学園内,◎,165.2826,166.4170,+0.1,
府中市,（１１９－１）,片町二丁目２,高安寺境内,国,56.6642,57.7986,+3.5,
府中市,（１２０）,若松町一丁目３,モービル石油向側植込内,国,50.8891,52.0235,+1.8,
府中市,（１２０－１）,白糸台三丁目１０,神明社境内,国,45.2280,46.3624,+0.4,
府中市,（０２０－０２６）,白糸台六丁目９,モナージュ府中白糸台前,国,43.7276,44.8620,-0.7,
府中市,（０２０－０２７）,白糸台二丁目３３,白糸台グレイスハイム前,国,48.8160,49.9504,+1.7,
府中市,（０２０－０２８）,若松町一丁目３６,関東マツダ東府中店向側,国,49.5316,50.6660,+3.8,
府中市,（０２０－０３０）,寿町二丁目１,歩道橋「寿町二丁目」下,国,56.7282,57.8626,+2.8,
府中市,（０２０－０３１）,美好町二丁目４,マイキャッスル府中美好町前,国,59.5933,60.7277,+2.5,
府中市,府中（２）,新町二丁目４４,府中第五中学校内,◎,54.8473,55.9817,-,(H25.1.1)
府中市,府中（３）,幸町一丁目２２,府中第一中学校内,◎,58.8468,59.9812,-,(H25.1.1)
府中市,府中（４）,北山町二丁目２３,府中第七小学校校門脇,,68.7090,69.8434,+3.1,
府中市,府中（５）,矢崎町五丁目６,郷土の森公園内,,45.3081,46.4425,-,(H27.1.1)
府中市,府中（６）,住吉町一丁目４７,法音寺境内,◎,51.2173,52.3517,+3.9,
府中市,府中（７）,武蔵台二丁目３,都・府中地盤沈下観測所内,◎,68.6957,69.8301,+3.1,施錠
昭島市,（５１４２）,宮沢町二丁目３６,阿弥陀寺境内,国,84.5390,85.6734,-,(H25.1.1)
昭島市,（１０５８０）,田中町四丁目３,清掃工場前,国,91.8596,92.9940,+3.6,
昭島市,（１０５８１）,拝島町五丁目１０,Ｋ宅前,国,104.3300,105.4644,+0.1,
昭島市,昭島（１）,武蔵野二丁目３,武蔵野小学校内,◎,104.8391,105.9735,-,(H25.1.1)
昭島市,昭島（２）,福島町二丁目８,玉川小学校内,◎,91.3482,92.4826,+7.0,
昭島市,昭島（３）,大神町四丁目４,成隣小学校内,◎,92.9383,94.0727,-,(H25.1.1)
昭島市,昭島（４）,拝島町３９２７,拝島第二小学校内,◎,116.3637,117.4981,-2.0,
昭島市,昭島（５）,拝島町一丁目１４,拝島第一小学校内,◎,102.1965,103.3309,+0.7,
昭島市,昭島（６）,美堀町三丁目１６,都・昭島地盤沈下観測所内,◎,119.0155,120.1499,-1.7,施錠
調布市,（１２１）,下石原一丁目５２,常演寺境内,国,38.3949,39.5293,-4.0,
調布市,（１２１－１）,国領町一丁目２５,調布市上ケ給第２児童遊園内,国,33.6505,34.7849,+2.2,
調布市,（１２２）,西つつじケ丘三丁目１９,児童館前,国,37.0510,38.1854,+1.2,
調布市,（０２０－０２０）,仙川町二丁目５,歩道橋「仙川二丁目」脇,国,45.5729,46.7073,+0.6,
調布市,（０２０－０２１）,西つつじケ丘三丁目９,Ｉ宅前,国,32.1603,33.2947,-0.9,
調布市,（０２０－０２３）,布田二丁目８,トーヨータイヤ前,国,34.6886,35.8230,+3.7,
調布市,（０２０－０２５）,上石原一丁目１５,上石原歩道橋脇,国,40.7082,41.8426,-6.7,
調布市,調布（１）,国領町二丁目１８,（有）久保田テント商会脇,,32.2469,33.3813,+1.4,
調布市,調布（２）,深大寺南町五丁目２０,（株）アベルコ脇,,53.7401,54.8745,+5.2,
調布市,調布（３）,調布ケ丘三丁目６２,都・調布地盤沈下観測所内,◎,33.5399,34.6743,+5.2,施錠
調布市,調布（４）,多摩川三丁目２１,多摩川小学校内,◎,30.4698,31.6042,-5.7,
町田市,町田（１）,成瀬七丁目１１,南第二小学校内,◎,38.4078,39.5422,+2.4,
町田市,町田（２）,南大谷１２６０,町田第六小学校内,◎,66.1680,67.3024,+1.4,
町田市,町田（３）,旭町三丁目２０,中央公園入口植込内,,92.2064,93.3408,+2.8,
町田市,町田（４）,野津田町１２９０,鶴川第一小学校内,◎,48.4789,49.6133,+0.1,
町田市,町田（５）,野津田町３３０５,都・町田地盤沈下観測所内,◎,61.4880,62.6224,+1.5,施錠
町田市,町田（６）,高ヶ坂三丁目２０,都・町田南地盤沈下観測所内,◎,52.7078,53.8422,+1.0,施錠
町田市,ＢＭ．４,鶴川六丁目１０,鶴川団地東交差点植込内,,59.5455,60.6799,-,(H25.1.1)
町田市,ＢＭ．５,三輪町１２,精進場橋,,32.4489,33.5833,-,(H25.1.1)
町田市,ＢＭ．７,山崎町８４０,都営山崎町アパート向側,,53.5531,54.6875,-,(H25.1.1)
町田市,ＢＭ．８,鶴間四丁目１８,東京女学館短期大学グラウンド外脇,,62.0388,63.1732,-,(H25.1.1)※※
町田市,ＢＭ．１０,金森六丁目２,研精学舎隣接河川公園内,,72.4234,73.5578,-,(H25.1.1)
町田市,ＢＭ．１１,原町田一丁目２９,南多摩東部建設事務所町田東工区,◎,77.1345,78.2689,-,(H25.1.1)
町田市,ＢＭ．１３,木曽東二丁目１３,さかい橋,,89.3214,90.4558,-,(H25.1.1)
町田市,ＢＭ．１４,相模原市淵野辺本町５－４４,根岸橋右岸,,97.6287,98.7631,-,(H25.1.1)
町田市,ＢＭ．１５,南成瀬七丁目１７,東光寺公園内,,34.2448,35.3792,+2.4,
町田市,ＢＭ．１６,成瀬八丁目１,高瀬橋脇,,47.6960,48.8304,+1.7,
町田市,ＢＭ．１７,南大谷２２９,Ａ宅脇,,60.4479,61.5823,+2.4,
町田市,ＢＭ．１８,本町田９１８,町田教育会館脇,,69.2949,70.4293,-1.1,
小金井市,小金（１）,桜町三丁目,都・小金井地盤沈下観測所内,◎,71.0111,72.1455,+4.8,施錠
小金井市,小金（２）,東町四丁目２５,東小学校内,◎,62.5045,63.6389,+5.8,
小金井市,小金（３）,本町六丁目８,多摩科学技術高校内,◎,70.3393,71.4737,-,(H25.1.1)
小金井市,小金（４）,東町五丁目１,都・小金井南地盤沈下観測所内,◎,46.4171,47.5515,+4.1,施錠
小平市,小平（１）,花小金井六丁目３５,東部公園跨線人道橋脇,,69.2490,70.3834,-,(H25.1.1)
小平市,小平（２）,大沼町一丁目２２,小平第七小学校内,◎,70.3227,71.4571,+7.7,
小平市,小平（３）,回田町１１８,小平第三小学校内,◎,75.4435,76.5779,+5.9,
小平市,小平（４）,学園東町５０９－１,一中南公園内,,75.8534,76.9878,+5.2,
小平市,小平（５）,上水本町四丁目４,小平第十小学校内,◎,80.1638,81.2982,-,(H25.1.1)
小平市,小平（６）,小川町一丁目１０８２,小平第一小学校内,◎,81.9431,83.0775,-,(H25.1.1)
小平市,小平（７）,小川町一丁目４６４,小平第十二小学校内,◎,90.2035,91.3379,-,(H25.1.1)
日野市,日野（１）,日野本町七丁目５番４３,日野市立ひの児童館,◎,72.8196,73.9540,+5.2,
日野市,日野（２）,日野台二丁目１,日野第三小学校内,◎,108.6469,109.7813,-,(H25.1.1)
日野市,日野（３）,東豊田二丁目１４,豊田小学校内（旧日野第二小学校内）,◎,77.5383,78.6727,+4.5,
日野市,日野（４）,多摩平三丁目２１,日野第六小学校内,◎,109.2397,110.3741,-,(H25.1.1)
日野市,日野（５）,西平山二丁目３,滝合小学校内,◎,86.7611,87.8955,+3.4,
日野市,日野（６）,旭が丘五丁目１３,旭が丘西公園内,,112.3531,113.4875,-,(H25.1.1)
日野市,日野（７）,落川９４６,真照寺境内,◎,59.0198,60.1542,-,(H27.1.1)
日野市,日野（８）,高幡４０２,潤徳小学校内,◎,65.1149,66.2493,-,(H27.1.1)
日野市,日野ＢＭ,程久保七丁目４,多摩動物公園駅前,,103.8161,104.9505,-,(H27.1.1)
東村山市,東村（１）,秋津町三丁目４８,秋津小学校内,◎,63.9041,65.0385,+4.5,
東村山市,東村（２）,恩多町一丁目,東村山公園応急給水槽脇,,65.8943,67.0287,+3.5,
東村山市,東村（３）,萩山町四丁目１６,萩山小学校内,◎,73.1703,74.3047,+5.7,
東村山市,東村（４）,諏訪町一丁目４,化成小学校内,◎,68.5567,69.6911,+4.2,
東村山市,東村（５）,栄町三丁目３４,八坂小学校内,◎,76.9747,78.1091,-,(H25.1.1)
東村山市,東村（６）,廻田町三丁目２８,回田小学校内,◎,102.5507,103.6851,+5.0,
東村山市,東村（７）,恩多町四丁目３８,東村山第五中学校内,◎,68.8389,69.9733,+4.0,
東村山市,東村（８）,富士見町一丁目１６,南台小学校内,◎,83.0389,84.1733,-,(H25.1.1)
東村山市,東村（９）,久米川町二丁目３３,都・東村山地盤沈下観測所内,◎,62.3724,63.5068,+3.8,施錠
国分寺市,国分（１）,西町五丁目１８,第八小学校内,◎,85.4153,86.5497,-,(H25.1.1)
国分寺市,国分（２）,並木町二丁目１,第六小学校内,◎,83.4055,84.5399,-,(H25.1.1)
国分寺市,国分（３）,本多一丁目２,第二中学校内,◎,70.2488,71.3832,+5.4,
国分寺市,国分（４）,西恋ケ窪一丁目３９,東福寺境内,◎,70.1444,71.2788,+2.7,
国分寺市,国分（５）,富士本一丁目１４,（株）三陽向側,,85.2898,86.4242,-,(H25.1.1)
国立市,（１１８－１）,谷保６２１８,南養寺境内,国,68.3715,69.5059,+3.7,
国立市,（１１９）,谷保４２９２,ホンダカーズ東京中央国立府中店前,国,68.1498,69.2842,+1.6,
国立市,国立（１）,西二丁目１３,国立第二小学校内,◎,77.8873,79.0217,+4.4,
西東京市,田無（１）,西原町一丁目１,洋服の青山向側歩道,,60.2331,61.3675,+4.4,
西東京市,田無（２）,芝久保町五丁目９,東京都水道局芝久保浄水所,◎,63.9018,65.0362,-,(H25.1.1)
西東京市,保谷（１）,東伏見四丁目９,歩道橋「東伏見四丁目」下,,57.1301,58.2645,+5.4,
西東京市,保谷（２）,住吉町三丁目９,ひばりヶ丘駅南口植込内,,55.7083,56.8427,+3.6,使用不可
西東京市,保谷（３）,新町六丁目９,Ｓ宅前,,63.7240,64.8584,+6.2,
西東京市,保谷（４）,中町一丁目５,市役所保谷庁舎植込内,◎,52.6598,53.7942,-,(H25.1.1)
西東京市,保谷（５）,柳沢三丁目４,ＵＲ都市機構新柳沢団地内,◎,59.8055,60.9399,-,(H25.1.1)
福生市,（５１３６）,福生５９２,堰上明神社内,国,120.0967,121.2311,+0.5,
福生市,（１０５８２）,熊川１４１０,武蔵野橋北交差点植込内,国,122.9595,124.0939,-1.4,
福生市,（１０５８３）,福生２２５０,原ケ谷戸児童公園内,国,134.9259,136.0603,-,(H25.1.1)
福生市,福生（１）,牛浜１６２,福生第三小学校内,◎,124.7628,125.8972,-1.1,
福生市,福生（２）,福生１２９０,福生第四小学校内,◎,128.3501,129.4845,+0.7,
狛江市,（３６－０１１－０００）,和泉本町一丁目１,狛江市消防団本部器具置場内,国,24.1421,25.2765,-0.1,
狛江市,狛江（１）,和泉本町一丁目３７,狛江第一小学校内,◎,24.6466,25.7810,-0.2,
東大和市,（３６－００５－０２８）,芋窪一丁目２０７７,豊鹿島神社境内,国,105.2797,106.4141,+2.5,
東大和市,大和（１）,奈良橋三丁目５３０,都・東大和地盤沈下観測所内,◎,96.8948,98.0292,+4.2,施錠
東大和市,大和（２）,南街三丁目６０,第二中学校内,◎,95.9913,97.1257,-,(H25.1.1)
東大和市,大和（３）,芋窪三丁目１６６４,芋窪東自治会集会所脇,,101.8060,102.9404,+2.9,
清瀬市,（２３１２）,中清戸二丁目７９３,Ｎ宅土蔵脇,国,48.5391,49.6735,+5.9,
清瀬市,清瀬（１）,旭が丘二丁目８,清明小学校内,◎,30.2081,31.3425,-4.1,
清瀬市,清瀬（２）,下清戸五丁目８６６,八雲神社前,,43.2079,44.3423,+7.0,
清瀬市,清瀬（３）,中里五丁目７４１,清瀬小学校内,◎,46.4098,47.5442,+3.4,
清瀬市,清瀬（４）,元町二丁目１６,芝山小学校内,◎,54.7076,55.8420,-,(H25.1.1)
清瀬市,清瀬（５）,野塩二丁目３８７,都営野塩団地内,◎,45.3823,46.5167,+3.5,
清瀬市,清瀬（７）,中清戸四丁目１０７０,都・清瀬地盤沈下観測所内,◎,43.8609,44.9953,+9.3,施錠
東久留米市,久米（１）,南沢四丁目６,第五小学校内,◎,62.3249,63.4593,-,(H25.1.1)
東久留米市,久米（２）,金山町一丁目１７,第六小学校内,◎,52.7940,53.9284,+4.2,
東久留米市,久米（３）,幸町五丁目９,久留米中学校内,◎,50.2782,51.4126,-,(H25.1.1)
東久留米市,久米（４）,滝山二丁目３,西中学校内,◎,63.1698,64.3042,-,(H25.1.1)
東久留米市,久米（５）,神宝町一丁目１５,都・東久留米地盤沈下観測所内,◎,39.5678,40.7022,-1.4,施錠
武蔵村山市,（３６－００５－０３０）,中央二丁目２０,光コーポ向側,国,115.6795,116.8139,+1.7,
武蔵村山市,（３６－００５－０３２）,三ツ木一丁目５９,Ｍ宅前,国,125.3991,126.5335,+1.6,
武蔵村山市,武村（１）,緑が丘１４６０,市立小中一貫校村山学園内,◎,105.0058,106.1402,+4.0,
武蔵村山市,武村（２）,本町一丁目１,第一小学校内,◎,120.6111,121.7455,+6.0,
武蔵村山市,武村（３）,三ツ木二丁目１２,第二小学校内,◎,125.9678,127.1022,+1.8,
武蔵村山市,武村（４）,伊奈平五丁目４０,第二伊奈平ハイツ前,,116.1333,117.2677,-0.9,
武蔵村山市,武村（５）,残堀五丁目７０,Ｓ宅前,,121.0263,122.1607,+2.0,
武蔵村山市,武村（６）,三ツ藤三丁目２７,都・武蔵村山地盤沈下観測所内,◎,124.1402,125.2746,+2.0,施錠
多摩市,多摩（１）,関戸三丁目１９,多摩中学校内,◎,49.1581,50.2925,-0.1,
多摩市,多摩（３）,乞田１２３７,乞田新大橋際,,70.9174,72.0518,-0.6,
多摩市,多摩（４）,永山三丁目,瓜生緑地,,87.9022,89.0366,-1.0,
稲城市,稲城（１）,押立１２５０,稲城第四小学校内,◎,33.8884,35.0228,-3.5,
稲城市,稲城（３）,矢野口３０４３,都・稲城地盤沈下観測所内,◎,36.3605,37.4949,-3.0,施錠
稲城市,稲城（４）,大丸１５３４,クリーンセンター多摩川入口,,82.6025,83.7369,-,(H27.1.1)
羽村市,羽村（１）,富士見平一丁目１６,羽村第二中学校内,◎,150.3619,151.4963,-,(H25.1.1)
羽村市,羽村（２）,羽中三丁目６,羽村第一中学校前,,144.3701,145.5045,1.1,
あきる野市,（４９５３）,菅生１３１１,野口正吉石碑前,国,177.8117,178.9461,-,(H25.1.1)
あきる野市,（４９５５）,牛沼８８,秋川神明社境内,国,131.3677,132.5021,-,(H25.1.1)
あきる野市,（５１３７）,草花３６６３,小宮久保会館脇,国,138.4308,139.5652,-,(H25.1.1)
瑞穂町,（０１６－０５３）,むさし野三丁目３,ＥＮＥＯＳ横田ＳＳ前,国,140.2340,141.3684,-,(H25.1.1)
瑞穂町,瑞穂（１）,箱根ケ崎２２８７,瑞穂第一小学校内,◎,133.9875,135.1219,+1.0,
瑞穂町,瑞穂（２）,箱根ケ崎西松原２,瑞穂第四小学校内,◎,144.3590,145.4934,-,(H25.1.1)
瑞穂町,瑞穂（３）,長岡長谷部２５０,瑞穂第二小学校内,◎,148.9572,150.0916,+0.7,
瑞穂町,瑞穂（４）,箱根ケ崎１２９２,都・瑞穂地盤沈下観測所内,◎,142.0308,143.1652,-0.2,施錠
