地点名:羽村大橋　地盤上/橋脚P7/橋脚P9
ファイル名:11031101.SMC
起動時刻:2011/03/11 14:48:10
チャンネル数:9
該当地震:地震：2011年03月11日14:46:18.1
"Time","N-S","E-W","U-D","N-S","E-W","U-D","N-S","E-W",U-D
.79,2.537816,-.9701797,-.9316825,2.518568,.4852148,.8744366,.2832295,-1.24516, 0.1782371 
.8,1.596134,-1.179415,-1.911861,1.908862,.3249764,.3554742,.06499529,-.6229548, 0.2737302 
.81,.2587312,-1.24416,-2.568564,1.09842,-.007749438,-.151989,-.08474386,.6507028, 0.152239 
.82,-.2377328,-.8766865,-2.155344,.2414825,-.3499746,-.399721,-.0909934,1.876614,-0.1262408 
.83,.01499891,.2177342,-1.203413,-.6087059,-.4647163,-.4059706,-.03349757,2.449322,-0.3854721 
.84,-.1494892,.9596804,-.9834287,-1.081922,-.4192196,-.4817151,-.3157271,2.604061,-0.5147127 
.85,-.9594305,.7781936,-1.118919,-1.346652,-.3557242,-.6142055,-1.09942,2.670306,-0.3142272 
.86,-1.430146,.03599739,-1.039675,-1.294656,-.04174697,-.7524455,-2.095348,2.539566,-0.04674661 
.87,-.8311898,-.6712013,-.2142345,-1.011677,.5804579,-.7659445,-2.938537,2.280085, 0.05974567 
.88,.3404753,-.6602021,1.10242,-.9366821,1.268408,-.6614521,-3.344258,2.006605, 0.1497391 
.89,.8946851,.1337403,1.78987,-1.060423,1.915611,-.3949714,-3.335258,1.679378, 0.4639664 
.9,.4534671,.6664517,1.394149,-1.318154,2.558064,-.0317477,-3.051529,1.354402, 1.019426 
.91,-.5819578,.3654735,.6702014,-1.780121,3.011032,-.1214912,-2.777549,1.179165, 1.491642 
.92,-1.579885,.03924716,.5509601,-2.35083,2.882791,-.4902145,-2.645558,1.158666, 1.3859 
.93,-2.196091,.4939642,1.117169,-2.811796,2.126346,-.3422252,-2.373828,1.153166, 0.9724295 
.94,-2.384577,1.616133,1.639631,-2.791298,1.006927,.2774799,-1.948359,1.192164, 1.041924 
.95,-2.376828,2.294834,1.52114,-2.104598,-.1134918,.5644591,-1.399649,1.397899, 1.345652 
.96,-2.161593,2.149094,.8816861,-1.264408,-.8259401,.2929788,-.7484457,1.639131, 1.23866 
.97,-1.606384,1.777871,-.1859865,-.6804507,-.8054416,-.05549598,.02224839,1.78862, 0.4742156 
.98,-.7809434,1.482643,-1.166415,-.05074632,-.2314832,-.1764872,.855938,1.911111,-0.5614593 
.9899999,.1867365,1.313405,-1.117419,.9074342,.372223,-.1272408,1.607134,1.915111,-1.252659 
1,.9884284,1.304905,-.2829795,1.949109,.8259401,.0007499456,2.164343,1.831117,-1.628382 
1.01,1.157166,1.078172,.55221,2.854293,1.431396,.3772227,2.513318,1.847366,-1.868115 
1.02,.6177052,.1957358,.8894355,3.676983,2.308833,.8169408,2.658057,1.945609,-1.637381 
1.03,-.2452322,-.7426962,.1089921,4.104952,3.050029,.7354467,2.688305,1.824618,-1.014426 
1.04,-1.049924,-1.120419,-1.24066,3.790475,3.115274,.2439823,2.7623,1.481143,-0.6862003 
1.05,-1.613383,-1.203413,-2.037102,2.567064,2.243837,.08624375,2.749051,1.282907,-0.9889283 
1.06,-1.476393,-1.084921,-2.020354,.8591877,.7421962,.2967285,2.832545,1.23666,-1.532889 
1.07,-.854938,-.6172053,-1.338653,-.2029853,-.6897,.4497174,3.204518,.96543,-1.626632 
1.08,-.5194623,-.1112419,-.4359684,-.008499384,-1.474893,.3349757,3.547243,.4762155,-1.140917 
1.09,-.7061988,.07849431,-.08099413,1.071422,-1.367651,.09074342,3.552742,.02099848,-0.6417035 
1.1,-.9889283,.247982,.01974857,2.146094,-.5149627,.13799,3.17927,-.2134845,-0.1549888 
1.11,-.9531809,.6842004,-.07949424,2.611311,.5624592,.4947141,2.62281,-.1824868, 0.3752228 
1.12,-.5207123,.7224476,-.4464676,2.447573,1.322654,.4399681,2.151344,-.05274618, 0.8024418 
1.13,-.09574306,-.1264908,-.5357112,1.978607,1.584385,-.04499674,1.708376,-.1334903, 1.176415 
1.14,-.0207485,-1.036175,-.2099848,1.338653,1.543888,-.4457177,1.09717,-.621205, 1.51189 
1.15,-.01299906,-1.074422,.2774799,.4347185,1.440396,-.6217049,.3257264,-1.37865, 1.635631 
1.16,.2284834,-.3194768,.4659662,-.7799435,1.10117,-.6172053,-.5564597,-2.138345, 1.566136 
1.17,.3352257,.1684878,.3129773,-2.532567,.2009854,-.6682016,-1.434396,-2.670306, 1.210162 
1.18,.2537316,-.09299326,.4094703,-4.293439,-.9219332,-.9004347,-2.06735,-2.738302, 0.538211 
1.19,.3389754,-.5602094,.4477175,-5.221122,-1.755373,-1.061173,-2.640309,-2.445323,-0.193736 
1.2,.8501884,-.8671871,.1922361,-5.175125,-2.21334,-.9941779,-3.262514,-2.06585,-0.6472031 
1.21,1.545388,-.5837077,.04774654,-4.581918,-2.21009,-.8881856,-3.86572,-1.66013,-0.5152127 
1.22,2.053601,.1692377,.1047424,-3.891468,-1.727875,-.6954496,-4.41543,-1.217662, 0.01899862 
1.23,2.227088,.3264763,-.05574596,-3.235765,-.8811861,-.3897218,-4.670661,-.8266901, 0.4444678 
1.24,2.145094,-.2047352,-.399471,-2.470321,.2609811,-.2499819,-4.625665,-.5472103, 0.4507173 
1.25,1.93186,-.6052061,-.5029635,-1.707376,1.24166,-.1822368,-4.482925,-.2199841, 0.1279907 
1.26,1.503641,-.2594812,-.5402108,-1.455894,1.394649,.1609883,-4.224694,.2512318,-0.2832295 
1.27,.6474531,.4304688,-.771944,-1.851116,.7281972,.4509673,-3.945214,.6287044,-0.537961 
1.28,-.5819578,.6129556,-1.065423,-2.419575,-.3147272,.2819796,-3.765477,.7404463,-0.9879284 
1.29,-1.394899,.2294834,-1.323404,-2.606061,-1.444645,-.1612383,-3.469249,.5454605,-1.720625 
1.3,-1.273908,-.4519672,-1.342653,-2.080599,-2.351079,-.3599739,-2.718053,-.00799942,-2.145344 
1.31,-.8589377,-1.160416,-1.094421,-.744946,-2.954786,-.2144845,-1.499641,-.5984566,-2.089849 
1.32,-.5489602,-1.360401,-1.127418,1.144917,-3.393254,-.3087276,-.166238,-.896935,-1.773371 
1.33,-.2637309,-.96568,-1.620883,2.987033,-3.518495,-.8896855,.7191979,-.8911854,-1.396149 
1.34,-.007749438,-.4434679,-1.783371,4.150199,-2.89629,-1.536889,.7936925,-.593707,-0.9986776 
1.35,.09174335,.02499819,-1.09767,4.573419,-1.458144,-1.763372,.3967212,.002499819,-0.6834505 
1.36,.1017426,.4302188,-.1574886,4.363934,.1542388,-1.368151,.1692377,.7781936,-0.6232048 
1.37,-.1072422,.2954786,.4424679,3.654735,1.125418,-.5292116,.6464531,1.38565,-0.6694515 
1.38,-.6264546,-.1802369,.7784436,2.561814,1.303905,.2052351,1.783871,1.508391,-0.2179842 
1.39,-1.250909,-.2827295,.8896855,1.491142,1.038175,.441468,2.856293,1.363151, 0.6634519 
1.4,-1.765872,-.1619883,.2027353,.8176907,.6497029,.1699877,3.283512,1.292406, 1.059423 
1.41,-1.836117,-.2314832,-.6319542,.4979639,.3884718,-.2637309,3.03928,1.293906, 0.6457032 
1.42,-1.141917,-.2032353,-.13849,.4507173,.1984856,-.2514818,2.548065,1.273908, 0.09199333 
1.43,.06699514,.3979712,1.077172,.7404463,-.04099703,.1037425,2.416575,1.186914,-0.1467394 
1.44,1.124918,1.256909,1.51764,1.717625,.06124556,.1117419,2.836044,.9171835,-0.09474313 
1.45,1.431646,1.351402,.8754365,3.119024,.7651945,-.1277407,3.302511,.427469, 0.05849576 
1.46,1.212412,.4587168,-.2587312,3.811974,1.813619,-.1137418,3.300261,-.1677378, 0.3289762 
1.47,1.073672,-.5779581,-.8011919,3.130273,2.685055,.04124701,2.822295,-.9396819, 0.4302188 
1.48,1.049924,-1.034425,-.4044707,1.298656,2.733302,.2319832,2.012354,-1.813369,-0.09199333 
1.49,.8599377,-.7026991,.2362329,-1.10092,1.821868,.5677088,1.10392,-2.331331,-0.5909572 
1.5,.3122274,-.1507391,.3289762,-3.049529,.6419535,1.036425,.5784581,-2.280835,-0.5227121 
1.51,-.2979784,-.3789725,-.386472,-3.777976,-.261731,1.266908,.5149627,-1.939609, 0.08699369 
1.52,-.4469676,-1.069672,-1.218162,-3.622237,-1.049924,1.065173,.7696942,-1.635131, 0.7216977 
1.53,-.3124774,-.7574451,-1.269158,-3.285262,-1.710876,.5602094,.9891783,-1.401648, 0.7051989 
1.54,-.3132273,.5702087,-.5454605,-2.996033,-1.882614,.1667379,.8639374,-1.23941, 0.2929788 
1.55,-.4169698,1.668379,.4189696,-2.494819,-1.496142,.04049706,.4492174,-1.036425, 0.07274473 
1.56,-.6399536,1.64963,.7219477,-1.567636,-.8451887,.1022426,-.1864865,-.606706,-0.05499601 
1.57,-.9034345,.5949569,.6864502,-.4884646,-.1364901,.3159771,-.8121911,-.2037352,-0.1707376 
1.58,-.8334396,-.3137273,.7979422,.207485,.6494529,.6447033,-1.370651,-.2862293, 0.3612238 
1.59,-.2817296,-.5129628,.842189,.262231,1.3749,.854688,-1.875614,-.5982066, 1.397149 
1.6,.4859648,-.4994638,.6167053,-.317727,1.821618,.7654445,-2.132345,-.6199551, 2.265836 
1.61,.9591805,-.7291971,.002999783,-1.277657,1.816868,.5954568,-2.185592,-.4662162, 2.460572 
1.62,1.134418,-1.217162,-.1024926,-2.223089,1.253159,.7016991,-2.231338,-.220234, 2.0621 
1.63,1.031175,-1.211162,.8504384,-2.723053,.165488,1.033175,-2.282585,.1824868, 1.706126 
1.64,.4992138,-.03749728,1.422397,-2.363829,-.9864285,.9419317,-2.359329,.6329541, 1.560387 
1.65,-.5904572,1.261159,.5727085,-1.429146,-1.507141,.2299833,-2.406075,1.202413, 1.455395 
1.66,-2.027353,1.410898,-.9221832,-.4539671,-1.179914,-.4957141,-2.34383,2.0681, 1.059673 
1.67,-2.732302,.7296971,-1.618133,.509963,-.3827223,-.7259474,-2.061351,3.003032, 0.4777154 
1.68,-2.238088,.2612311,-1.198163,1.745623,.4049706,-.4997138,-1.404148,3.417502, 0.05024636 
1.69,-1.294406,.3687233,-.109992,2.923038,.841189,-.3499746,-.704199,3.17802,-0.2507318 
1.7,-.7826933,.6961995,1.184914,3.596489,1.076172,-.2587312,-.3917216,2.689555,-0.5539598 
1.71,-.9071842,.8176907,1.611383,3.808474,1.545638,.09124339,-.316727,2.0666,-0.7514455 
1.72,-1.315405,.3422252,.5969567,3.352757,2.21184,.5542098,-.05349612,1.304155,-0.607456 
1.73,-1.79462,-.4199696,-.5219622,2.241087,2.293334,.7351967,.6979494,.7596949,-0.1342403 
1.74,-1.987856,-.7556952,-.7686943,.5507101,1.52089,.7134483,1.637381,.4439678, 0.05299616 
1.75,-1.628632,-.5489602,-.4597167,-1.019426,.5154626,.5834577,2.200341,.1042424,-0.5082132 
1.76,-.8319397,-.07124484,-.0317477,-1.311905,-.1742374,.2564814,1.991606,-.1739874,-1.297656 
1.77,-.02374828,.3547243,-.002499819,-.08474386,-.5754583,-.2919788,1.161916,-.152239,-1.881864 
1.78,.5977067,.6027063,-.3302261,1.536389,-.7551953,-.7326969,.4842149,.1089921,-2.047852 
1.79,1.023926,.4814651,-1.035675,2.579063,-.5744584,-.9566807,.3239765,.5037135,-1.762872 
1.8,1.141167,.02549815,-1.584885,2.802797,.06724513,-1.208912,.4639664,1.133168,-1.133668 
1.81,1.248909,.1544888,-1.267408,2.400826,1.10417,-1.389149,.7969422,1.629132,-0.6269546 
1.82,1.52214,.9511811,-.6814506,1.587885,2.141595,-1.176665,1.23841,1.445895,-0.8084414 
1.83,1.364901,1.228911,-1.135918,.1532389,2.784798,-1.135918,1.64888,.8384392,-1.371151 
1.84,.261981,.6307043,-1.921111,-1.65963,2.943787,-1.530389,1.682878,.2857293,-1.574636 
1.85,-.8711869,.0164988,-1.857615,-3.108525,2.517568,-1.637131,1.168165,.02924788,-1.446395 
1.86,-1.036925,-.1587385,-1.136918,-3.642486,1.858615,-1.273158,.5532099,.04424679,-1.24416 
1.87,-.6739511,-.3624737,-.3659735,-3.105025,1.313155,-.9689298,.0772444,.13849,-0.661702 
1.88,-.6189551,-.6709514,.1767372,-2.051851,.6499529,-.8909354,-.110742,.1619883, 0.003499746 
1.89,-.6464531,-.6679516,.1372401,-1.396399,-.1389899,-.7974422,.03474748,.09724295, 0.2354829 
1.9,-.4177197,-.7776936,.03549743,-1.128918,-.7559452,-.5902072,.005499601,.3479748, 0.3234766 
1.91,-.09399319,-.9151837,.3457249,-1.138917,-1.147667,-.386472,-.3569741,1.121169, 0.4249692 
1.92,.1874864,-.2462322,.9744294,-1.533889,-1.224161,.05874574,-.8521882,1.986856, 0.5207123 
1.93,.3259764,.7099485,1.160416,-2.149094,-1.010927,.7359467,-1.231161,2.494319, 0.6142055 
1.94,.344225,.7206978,.938682,-2.578563,-.7334468,1.183914,-1.296906,2.432324, 0.8009419 
1.95,.4649663,.1892363,.6394536,-2.400076,-.6004565,1.349652,-1.255909,1.943859, 1.177665 
1.96,.6842004,.2864792,.5529599,-1.733874,-.606706,1.757123,-1.272908,1.37615, 1.329404 
1.97,.8244402,.8234403,1.24016,-.8429389,-.7114484,2.453822,-1.298156,.9074342, 1.3759 
1.98,.5767082,1.035425,1.822118,-.1372401,-1.057423,2.748551,-1.368901,.3497247, 1.78662 
1.99,.192986,.7979422,1.24516,-.02149844,-1.571136,2.439073,-1.610883,-.3897218, 2.173842 
2,-.082744,.2987283,.289479,-.007249475,-1.845116,2.045352,-1.833867,-1.092171, 1.827368 
2.01,-.2319832,-.1844866,-.247732,.5472103,-1.684378,1.546388,-1.769872,-1.610633, 1.125418 
2.02,-.3209767,-.5027136,-.4159698,1.540638,-1.318404,.8381892,-1.178415,-1.970857, 0.6224549 
2.03,-.3682233,-.5594594,-.1354902,2.604811,-1.154666,.2772299,-.0952431,-2.282335, 0.2019854 
2.04,-.1917361,-.5402108,.854938,3.322009,-1.229661,.2104847,.8291899,-2.562064,-0.2054851 
2.05,.1914861,-.8119411,1.308155,3.420752,-1.09867,.3254764,1.033175,-2.62606,-0.3964713 
2.06,.566209,-1.472893,.1162416,2.640059,-.5127128,.02949786,.5552098,-2.432824,-0.2107347 
2.07,.5854576,-2.107347,-1.473393,.8816861,.0164988,-.4809651,.05049634,-2.180092,-0.09924281 
2.08,.08524382,-2.025853,-2.378828,-1.135418,-.1584885,-.6872002,-.02549815,-2.06935,-0.3424752 
2.09,-.4212195,-1.359401,-2.261586,-2.391327,-.8076915,-.7754438,.2302333,-2.198841,-0.5152127 
2.1,-.55121,-.621455,-1.012927,-2.199341,-1.317904,-1.322404,.4462177,-2.447823,-0.7199478 
2.11,-.2549815,.1527389,.2752301,-.8991848,-1.556637,-1.758123,.4627165,-2.709304,-1.204413 
2.12,-.04174697,.4937142,.317227,.7126983,-1.388149,-1.483892,.3794725,-2.938537,-1.510641 
2.13,-.1784871,-.1404898,-.3619738,2.037852,-.6444533,-1.151917,.2977284,-3.066778,-1.09692 
2.14,-.1959858,-1.000427,-.786193,2.549815,.3594739,-1.137918,.2817296,-3.164521,-0.3634737 
2.15,.05949569,-1.187164,-1.24191,2.004105,1.271408,-1.112169,.4404681,-3.141022,-0.04724658 
2.16,.1469893,-.7079487,-1.050424,1.063173,2.043602,-1.031175,.6847004,-2.847544, 0.1212412 
2.17,-.1064923,.09874284,-.2834795,.6554525,2.514068,-1.064673,.869687,-2.437573, 0.5417107 
2.18,-.2737302,.9614303,-.1119919,.6047062,2.47707,-1.040925,.9281827,-2.004605, 0.6197051 
2.19,-.1567386,1.486142,-.4364684,.4739656,2.182592,-.8944352,.6194551,-1.268408, 0.2652308 
2.2,-.01524889,1.79387,-.5199623,.03799725,1.922861,-.7369466,-.3114774,-.1297406, 0.1814868 
2.21,.3782226,2.457322,-.5352112,-.7421962,1.448645,-.5582095,-1.399399,.9394319, 0.5174625 
2.22,.8234403,2.826045,-1.068673,-1.551388,.5119629,-.289979,-1.736124,1.482643, 0.3942214 
2.23,1.10567,1.985856,-1.006927,-1.760122,-.5587095,.0109992,-1.144917,1.610133,-0.5097131 
2.24,1.38615,.7356967,.1869864,-1.265908,-1.428646,.3292261,-.248232,1.715626,-1.172915 
2.25,1.78937,.3332258,1.419647,-.220984,-2.114597,.6969495,.2517318,2.032853,-1.017426 
2.26,1.65713,.4289689,1.845116,1.171915,-2.475321,1.089171,-.01749873,2.591312,-0.4952141 
2.27,.3832222,.1644881,1.142667,2.448323,-2.280585,.9264328,-.8586878,3.201268, 0.04724658 
2.28,-1.111669,-.3989711,-.01474893,2.825045,-1.688878,.2114847,-1.696377,3.518995, 0.3819723 
2.29,-1.479643,-.9281827,-.01474893,1.902112,-1.121669,.03799725,-1.714126,3.400504, 0.1002427 
2.3,-.7296971,-.7974422,.7071987,.03499746,-.7511955,.6387037,-.6542026,3.03978,-0.5327114 
2.31,-.07149482,-.2087349,.841439,-2.131346,-.4717158,1.076922,.7899427,2.804547,-0.7781936 
2.32,-.02274835,.2092348,.3614738,-4.14395,-.1542388,1.076672,1.92761,2.924788,-0.7011992 
2.33,-.02824795,.1364901,-.4452177,-5.361611,.4902145,1.063423,2.514068,3.154521,-0.6042062 
2.34,-.04574668,-.2824795,-1.029675,-4.755905,1.525389,.9294326,2.510318,3.320509,-0.3784726 
2.35,-.07474458,-.2452322,-1.004677,-2.216589,2.439323,.579458,2.183592,3.498746,-0.07624447 
2.36,.1219912,.482965,-.5334613,.938682,2.879291,.1457394,2.019354,3.634986, 0.1134918 
2.37,.1802369,.8781863,.2289834,3.348007,3.055779,-.02849793,2.108597,3.495996, 0.01124918 
2.38,-.2179842,.3909717,.4162198,4.41218,3.062528,.09999275,2.144094,2.917539,-0.2657307 
2.39,-.6472031,-.2667307,-.1534889,3.913466,2.739552,.3087276,1.93261,1.968857,-0.2647308 
2.4,-.6399536,-.4234693,-.3489747,2.273585,2.0776,.524212,1.396649,.800692, 0.2294834 
2.41,-.1052424,-.4112202,.2722303,.2782298,1.124169,.8611876,.8184407,-.4129701, 0.6554525 
2.42,.4739656,-.6194551,.7094486,-1.223161,.02049851,.9579306,.6004565,-1.306155, 0.8249402 
2.43,.4669662,-.7841932,.3539743,-1.79087,-.9469314,.3342258,.5142127,-1.755623, 0.9811789 
2.44,.3069777,-.8839359,-.1397399,-1.611883,-1.627132,-.3439751,.2742301,-1.833617, 0.8781863 
2.45,.4204695,-.9574306,.03349757,-1.092421,-1.93111,-.5032135,-.2039852,-1.590385, 0.6514528 
2.46,.5527099,-.6587023,.3202268,-.427469,-1.757873,-.4522172,-1.074672,-1.064673, 0.6332041 
2.47,.6542026,-.1297406,-.6024563,.2792298,-1.196913,-.6959496,-1.981106,-.5279617, 1.001677 
2.48,.8096913,.04724658,-1.941359,.7049489,-.4752156,-1.293906,-2.296834,-.4304688, 1.355152 
