地点名:羽村大橋　地盤上/橋脚P7/橋脚P9
ファイル名:11031101.SMC
起動時刻:2011/03/11 14:48:10
チャンネル数:9
該当地震:地震：2011年03月11日14:46:18.1
"Time","N-S","E-W","U-D","N-S","E-W","U-D","N-S","E-W",U-D
168.98,-.04074705,-.01749873,-.06574523,.3269763,.5417107,-.07124484,.483465,.1509891,-0.05499601 
168.99,-.4982139,-.04424679,-.1469893,.3872219,.6439533,-.06224549,.4024708,-.2372328, 0.07299471 
169,-.8926853,-.02099848,-.109992,.317727,.7456959,-.05824578,.2944787,-.6889501, 0.1054924 
169.01,-1.157916,.06199551,.07624447,.123491,.7974422,-.03099775,.02824795,-1.139167, 0.1224911 
169.02,-1.300906,.2792298,.1782371,-.1387399,.8164408,.04174697,-.2634809,-1.548388, 0.1387399 
169.03,-1.415897,.4889646,.05924571,-.4294689,.8814361,.1392399,-.5209622,-1.882364, 0.2872292 
169.04,-1.497891,.5994565,.0262481,-.5982066,1.065173,.2077349,-.7019491,-2.142095, 0.4844649 
169.05,-1.469643,.6674516,.1344903,-.621205,1.3744,.2312332,-.7536954,-2.395826, 0.5607094 
169.06,-1.314905,.6524527,.1819868,-.6229548,1.742624,.2729802,-.772194,-2.601811, 0.6302043 
169.07,-1.115169,.5527099,.1694877,-.6502029,2.053601,.3569741,-.7941924,-2.7633, 0.6719513 
169.08,-.9441816,.4644663,.1004927,-.703449,2.174342,.4107202,-.7676944,-2.858793, 0.6971995 
169.09,-.8244402,.4044707,-.01974857,-.7379465,2.109347,.4197196,-.7691942,-2.868292, 0.758695 
169.1,-.7876929,.3127273,-.02224839,-.6784508,1.877364,.4539671,-.8321897,-2.807297, 0.8904355 
169.11,-.8886856,.2729802,.206735,-.4787153,1.525639,.5394609,-.9116839,-2.746301, 0.9536809 
169.12,-.96568,.3462249,.510463,-.1782371,1.170415,.5477103,-1.022426,-2.648058, 0.9084342 
169.13,-.992928,.399471,.5972067,.1047424,.9001848,.5092131,-1.162916,-2.406075, 0.8699369 
169.14,-1.087421,.2664807,.4429679,.1974857,.7254474,.4602166,-1.188164,-2.006355, 0.7759438 
169.15,-1.306155,.03649735,.206485,.03499746,.6597022,.4032208,-1.136918,-1.510641, 0.6924498 
169.16,-1.352652,-.07699442,.04324687,-.2904789,.7404463,.3482248,-1.023676,-.8821861, 0.6822006 
169.17,-1.157666,-.013749,-.01024926,-.7019491,.9816788,.221234,-.8514383,-.1269908, 0.6152054 
169.18,-.9909282,.1582385,.06999493,-1.113669,1.350902,.05599594,-.7099485,.7229476, 0.4452177 
169.19,-1.021426,.3274763,.1594884,-1.413148,1.688378,-.02049851,-.6637019,1.586635, 0.2289834 
169.2,-1.134918,.3779726,.01849866,-1.577636,1.880114,-.03799725,-.6804507,2.402576, 0.03849721 
169.21,-1.24341,.2807297,-.05949569,-1.554387,1.893113,-.0207485,-.7971922,3.084026,-0.07199478 
169.22,-1.330404,.1769872,.06599522,-1.313655,1.722375,.04124701,-.8604376,3.551992,-0.193236 
169.23,-1.3809,.1957358,.1287407,-.9409318,1.425147,.1399899,-.9351822,3.85922,-0.151989 
169.24,-1.428146,.1884863,.1002427,-.4719658,1.048174,.1972357,-.951931,4.1407,-0.09324324 
169.25,-1.476893,.04874647,.08349395,-.1017426,.6412035,.1944859,-.9459314,4.404181, 0.02199841 
169.26,-1.272408,-.05174625,.1319904,-.1114919,.3484747,.1532389,-.8899355,4.578168, 0.09399319 
169.27,-.8924353,.003249764,.1149917,-.5759583,.3099775,.1222411,-.8051916,4.709159, 0.008499384 
169.28,-.524712,.09199333,.1124918,-1.225161,.4774654,.09224331,-.7396964,4.816651,-0.1419897 
169.29,-.2944787,.2082349,.2162343,-1.611883,.7734439,.1232411,-.7489457,4.83515,-0.2124846 
169.3,-.192736,.3009782,.2874792,-1.547388,1.060423,.2059851,-.7129483,4.802652,-0.2554815 
169.31,-.1782371,.2059851,.3229766,-1.141667,1.208912,.2337331,-.6309543,4.739407,-0.2552315 
169.32,-.151989,.02174842,.2392327,-.6592022,1.168415,.1589885,-.6242048,4.677661,-0.165988 
169.33,-.1074922,.03374755,-.009999275,-.2939787,1.029675,.02874792,-.6492029,4.652413,-0.1312405 
169.34,-.08849359,.1287407,-.1779871,-.07349467,.8596877,-.06299543,-.6702014,4.596417,-0.2934787 
169.35,-.13849,.1484892,-.1862365,.0634954,.6921998,-.1289907,-.6864502,4.452427,-0.4499674 
169.36,-.1034925,.1549888,-.1777371,.1832367,.4869647,-.1732374,-.5597094,4.239193,-0.5274618 
169.37,-.005499601,.2049851,-.0607456,.4062206,.27598,-.1869864,-.3184769,3.927215,-0.5429606 
169.38,.1709876,.3669734,.1009927,.8256902,.07299471,-.2582313,-.06499529,3.509746,-0.427719 
169.39,.2849793,.4709659,.1047424,1.161666,-.123991,-.3239765,.165238,2.961035,-0.3127273 
169.4,.2537316,.4737157,-.07299471,1.267158,-.1874864,-.3484747,.3192269,2.255587,-0.3687233 
169.41,.1974857,.523962,-.248232,1.171165,-.1007427,-.3107275,.4662162,1.442145,-0.5414608 
169.42,.1554887,.662202,-.2909789,.9484313,.006749511,-.2569814,.5594594,.5719585,-0.5569596 
169.43,.110742,.7599449,-.2262336,.7196978,.09399319,-.2322332,.5732085,-.27548,-0.3894718 
169.44,.1249909,.759195,-.1562387,.5857075,.2142345,-.2849793,.6307043,-1.030175,-0.2602311 
169.45,.1672379,.7829432,-.04024708,.5547098,.3319759,-.2769799,.7356967,-1.733624,-0.2442323 
169.46,.2639809,.8166908,.0607456,.5719585,.3942214,-.1824868,.9121839,-2.402076,-0.2444823 
169.47,.4022208,.7641946,.06424534,.6604521,.4764655,-.08099413,1.163416,-2.940537,-0.193736 
169.48,.5157126,.6911999,-.05224621,.7929425,.5087131,-.04524672,1.330154,-3.31026,-0.1214912 
169.49,.5097131,.5889573,-.2354829,.896435,.4124701,-.08974349,1.390649,-3.574741,-0.03799725 
169.5,.4794652,.4457177,-.330976,1.020426,.2677306,-.1732374,1.3744,-3.747728, 0.03674734 
169.51,.3974712,.4032208,-.2594812,1.187664,.07924426,-.1967357,1.265158,-3.918716, 0.1467394 
169.52,.2569814,.4742156,-.1282407,1.402648,-.193236,-.1944859,1.227661,-4.162948, 0.2304833 
169.53,.07474458,.5207123,-.08174407,1.628882,-.4702159,-.1642381,1.286407,-4.406681, 0.234483 
169.54,-.05824578,.4494674,-.08499384,1.768622,-.6569524,-.08949351,1.318904,-4.54492, 0.3299761 
169.55,-.09574306,.3544743,-.06749511,1.767122,-.7259474,.02599812,1.313655,-4.533921, 0.5144627 
169.56,-.0482465,.4867147,-.06449533,1.579386,-.7079487,.1182414,1.255159,-4.455177, 0.6429534 
169.57,-.03274763,.7716941,-.0909934,1.164666,-.6007065,.2079849,1.10267,-4.268441, 0.634954 
169.58,-.0262481,.8789363,-.07399464,.6157054,-.4097203,.2369828,.924183,-3.886468, 0.5482103 
169.59,.05824578,.8241903,-.02149844,.1692377,-.207485,.2772299,.8101913,-3.334258, 0.4842149 
169.6,.1702377,.7394464,.1052424,-.002999783,-.02874792,.3282262,.8601876,-2.679056, 0.4904644 
169.61,.1969857,.5889573,.317977,.13799,.1039925,.3514745,1.005427,-1.952109, 0.5859575 
169.62,.2089849,.4127201,.3812224,.5404608,.1407398,.3154771,1.067423,-1.230161, 0.7494457 
169.63,.2327331,.3377255,.2037352,1.030425,.1639881,.2224839,1.110669,-.5737084, 0.7924426 
169.64,.2284834,.2572314,-.09749293,1.471143,.2147344,.1119919,1.09892,.0564959, 0.6964495 
169.65,.220984,.1309905,-.2699804,1.701377,.2637309,.07774436,.993928,.7456959, 0.5459604 
169.66,.2792298,.1367401,-.3377255,1.678878,.2869792,.01174915,.993178,1.401648, 0.3604739 
169.67,.3637236,.2747301,-.3377255,1.422397,.3379755,-.05449605,1.040175,1.977607, 0.2037352 
169.68,.4794652,.4574668,-.179737,.9839287,.4204695,.01024926,1.122919,2.474071, 0.1569886 
169.69,.5447105,.6582023,.06874502,.4994638,.497214,.1702377,1.264158,2.973784, 0.1462394 
169.7,.6807007,.7734439,.1357402,.1414897,.5087131,.2397326,1.309655,3.500246, 0.1577386 
169.71,.8071915,.8096913,-.0207485,-.01624882,.4054706,.165488,1.302406,3.99521, 0.05349612 
169.72,.8036917,.8109412,-.1262408,.05174625,.2469821,.1587385,1.299656,4.449428,-0.1742374 
169.73,.7059488,.7901927,-.06724513,.3389754,.2029853,.1904862,1.159916,4.746156,-0.2974784 
169.74,.6137055,.8111912,.01749873,.7131983,.2957286,.08524382,1.069672,4.901645,-0.3107275 
169.75,.4444678,.8156909,.02974784,.9589305,.441218,-.068995,1.050424,4.922143,-0.2882291 
169.76,.2002355,.7881929,.02749801,.9221832,.6177052,-.1764872,1.053674,4.842649,-0.3699732 
169.77,-.1074922,.7576951,-.06149554,.8071915,.7816933,-.2249837,1.123419,4.743406,-0.4812151 
169.78,-.3404753,.5699587,-.2984784,.6817006,.8161908,-.3139772,1.158666,4.583668,-0.5054634 
169.79,-.4079704,.2257336,-.4574668,.5084631,.7431961,-.3964713,1.196663,4.314937,-0.5449605 
169.8,-.3159771,.05149627,-.2907289,.4492174,.6274545,-.3972212,1.278157,3.945714,-0.6612021 
169.81,-.2104847,.2054851,-.02724802,.5192124,.4772154,-.3342258,1.205413,3.526744,-0.6364539 
169.82,-.1859865,.3967212,-.02249837,.6709514,.3217267,-.3597239,1.166665,3.070777,-0.5897073 
169.83,-.2862293,.3899717,-.2689805,.8614376,.1472393,-.4304688,1.188664,2.517318,-0.5912071 
169.84,-.4324687,.2124846,-.482465,.9259329,-.04574668,-.4534671,1.166415,1.863615,-0.5622092 
169.85,-.5404608,.03774726,-.4117202,.8619375,-.1909862,-.4184697,1.183164,1.133918,-0.5764582 
169.86,-.5312115,.1272408,-.08724368,.7134483,-.2462322,-.3264763,1.10367,.4079704,-0.5814579 
169.87,-.5179625,.4384682,.1489892,.4197196,-.164988,-.2157344,.8569379,-.3142272,-0.5424607 
169.88,-.5072132,.6991993,.08124411,.08724368,.03924716,-.1507391,.620455,-.9279327,-0.5567096 
169.89,-.4914644,.744696,-.1417397,-.2007354,.3367256,-.1014926,.3654735,-1.333903,-0.4759655 
169.9,-.4092203,.6249547,-.4074705,-.4517173,.634204,-.1069922,.1322404,-1.665379,-0.2962285 
169.91,-.2374828,.4544671,-.6262046,-.5762082,.8241903,-.1737374,-.01274908,-2.07035,-0.1714876 
169.92,.03674734,.3277262,-.4999638,-.634454,.869687,-.2039852,-.206485,-2.522817,-0.1062423 
169.93,.3237265,.303728,-.1754873,-.7069488,.842189,-.1597384,-.4264691,-2.922288,-0.109992 
169.94,.510963,.289979,.0207485,-.5839577,.7711941,-.110492,-.6357039,-3.257264,-0.07299471 
169.95,.4952141,.1449895,-.05824578,-.3187269,.509963,-.1024926,-.8619375,-3.528744, 0.04624665 
169.96,.4217194,-.04349685,-.2427324,.01474893,.04474676,-.1707376,-1.021676,-3.703232, 0.1424897 
169.97,.4292189,-.1139917,-.3507246,.3219767,-.3704731,-.2084849,-1.170415,-3.810724, 0.1717376 
169.98,.5352112,-.1027426,-.3002282,.4192196,-.5902072,-.1892363,-1.418397,-3.901467, 0.1994855 
169.99,.6674516,-.1697377,-.1254909,.2747301,-.6532027,-.1707376,-1.625382,-3.894968, 0.2059851 
170,.7119484,-.3339758,.03324759,-.07649446,-.5972067,-.1612383,-1.765122,-3.677233, 0.2354829 
170.01,.6579523,-.5114629,.1114919,-.5199623,-.4607166,-.1194913,-1.807869,-3.31776, 0.248482 
170.02,.5677088,-.620955,.1309905,-.8621875,-.3789725,-.08649373,-1.697627,-2.89854, 0.2817296 
170.03,.4494674,-.6167053,.1062423,-1.029425,-.359224,-.07274473,-1.544638,-2.48107, 0.3517245 
170.04,.3979712,-.6059561,-.04649663,-1.008677,-.3707231,-.0799942,-1.367901,-2.173092, 0.3134773 
170.05,.399721,-.7469459,-.1684878,-.8199406,-.4347185,-.1679878,-1.221661,-1.960608, 0.1912361 
170.06,.4097203,-1.024926,-.06449533,-.5262119,-.5772082,-.2442323,-1.186414,-1.734124, 0.05474603 
170.07,.3302261,-1.301906,.1277407,-.2502319,-.7916926,-.2327331,-1.203163,-1.488142,-0.08874357 
170.08,.2504818,-1.423397,.179487,-.2379827,-1.081672,-.206735,-1.151667,-1.277657,-0.1339903 
170.09,.2099848,-1.487892,.01524889,-.6242048,-1.436146,-.2254837,-1.028175,-1.085421,-0.08799362 
170.1,.2647308,-1.575886,-.1074922,-1.228911,-1.784121,-.2469821,-.7989421,-.7966923,-0.09874284 
170.11,.3377255,-1.541388,-.1217412,-1.742124,-1.924361,-.2032353,-.5292116,-.441968,-0.2402326 
170.12,.3439751,-1.3819,-.1744874,-1.996605,-1.808119,-.1404898,-.2942287,-.07074487,-0.5012137 
170.13,.3559742,-1.214412,-.179737,-2.008854,-1.561887,-.09849286,-.1204913,.4184697,-0.7354467 
170.14,.4452177,-1.031425,-.1169915,-1.898612,-1.280657,-.1037425,-.09199333,1.039425,-0.8104413 
170.15,.5267118,-.8644373,-.1812369,-1.686628,-1.038925,-.1254909,-.151989,1.619383,-0.7741939 
170.16,.537961,-.841439,-.2927288,-1.256159,-.8806862,-.1504891,-.220984,2.055851,-0.6984494 
170.17,.5047134,-1.000677,-.3702232,-.7149482,-.7404463,-.1169915,-.3524745,2.374578,-0.6199551 
170.18,.6102058,-1.204413,-.428219,-.3027281,-.6239548,-.07949424,-.4534671,2.62856,-0.55196 
170.19,.7486957,-1.286407,-.3409753,-.1524889,-.5947069,-.110992,-.4667162,2.770049,-0.3929715 
170.2,.8321897,-1.174165,-.2079849,-.2362329,-.68945,-.1369901,-.482965,2.827795,-0.2972285 
170.21,.8359394,-1.013177,-.193486,-.4229693,-.8456887,-.1734874,-.5464604,2.784048,-0.3604739 
170.22,.8014419,-.9579306,-.2272335,-.5137128,-1.036675,-.1839867,-.6524527,2.558315,-0.3922216 
170.23,.7929425,-.9534309,-.1917361,-.4924643,-1.23716,-.1732374,-.7081987,2.127596,-0.3617238 
170.24,.9229331,-.8734367,-.08174407,-.3929715,-1.363401,-.2179842,-.5999565,1.593884,-0.3512245 
170.25,1.121419,-.68995,-.02174842,-.2652308,-1.355152,-.2529817,-.4622165,1.027426,-0.331476 
170.26,1.316905,-.5132128,-.04999638,-.1679878,-1.261909,-.2544816,-.3672234,.441468,-0.2889791 
170.27,1.407148,-.5974567,-.06399536,-.08474386,-1.185914,-.2454822,-.3027281,-.1444895,-0.192986 
170.28,1.469643,-.8029418,-.1154916,-.03924716,-1.166665,-.2782298,-.2852293,-.6931998,-0.1069922 
170.29,1.64963,-.842189,-.2782298,.05424607,-1.254659,-.3917216,-.2467321,-1.217412,-0.07499456 
170.3,1.843366,-.6742011,-.3732229,.3852221,-1.525389,-.5414608,-.08199406,-1.753873,-0.04874647 
170.31,1.92836,-.4287189,-.3107275,.8954351,-1.93211,-.6444533,.1257409,-2.335081,-0.04424679 
170.32,1.966607,-.2287334,-.2749801,1.396649,-2.34333,-.7026991,.3239765,-3.010282,-0.193236 
170.33,1.918111,-.1987356,-.4077204,1.706126,-2.696555,-.7424462,.4734657,-3.711231,-0.4487175 
170.34,1.845116,-.3424752,-.5212122,1.666379,-2.960035,-.7004492,.4987139,-4.312937,-0.5762082 
170.35,1.781871,-.5189624,-.5462104,1.409148,-3.072277,-.6312042,.5084631,-4.769654,-0.4682161 
170.36,1.769872,-.6097058,-.4849648,1.10217,-2.996033,-.6302043,.5829577,-5.141128,-0.2812296 
170.37,1.772871,-.6779509,-.4662162,.7154481,-2.775549,-.6357039,.6634519,-5.454104,-0.2219839 
170.38,1.852116,-.6919498,-.4569669,.2564814,-2.48382,-.5994565,.7916926,-5.693587,-0.2964785 
170.39,1.954108,-.5392109,-.4714658,-.1637381,-2.130846,-.523962,.9121839,-5.894073,-0.4077204 
170.4,1.961858,-.3794725,-.5889573,-.3702232,-1.774621,-.4562169,.9159336,-6.094308,-0.4599667 
170.41,1.892863,-.4122201,-.6884501,-.2777299,-1.530389,-.4729657,.7789435,-6.164053,-0.4742156 
170.42,1.828867,-.524212,-.6542026,.07424462,-1.458144,-.5032135,.4994638,-6.032063,-0.5097131 
170.43,1.815868,-.537461,-.4717158,.579958,-1.581135,-.4722158,.220234,-5.812579,-0.5544598 
170.44,1.866865,-.4857148,-.3107275,.9849286,-1.894363,-.4317187,.1502391,-5.603344,-0.6039562 
170.45,1.849616,-.4449677,-.220484,1.146167,-2.276335,-.3572241,.2407326,-5.357362,-0.5947069 
170.46,1.814618,-.3732229,-.2254837,1.036425,-2.62081,-.2024853,.4087204,-5.060633,-0.5192124 
170.47,1.891113,-.3279762,-.2399826,.8059416,-2.853293,-.0482465,.606956,-4.741157,-0.4162198 
170.48,2.094848,-.3249764,-.2312332,.6457032,-2.949786,-.03399754,.6897,-4.349185,-0.2354829 
170.49,2.246587,-.2719803,-.2104847,.621455,-2.920288,-.08999348,.6969495,-3.909966,-0.123991 
170.5,2.168093,-.1289907,-.1224911,.7929425,-2.739552,-.1022426,.7049489,-3.485497,-0.1639881 
170.51,1.915361,-.1142417,.02724802,1.023176,-2.462071,-.04774654,.7281972,-3.092776,-0.248482 
170.52,1.696377,-.2392327,.1222411,1.175915,-2.154094,-.09624302,.8581878,-2.659557,-0.2582313 
170.53,1.593135,-.2544816,.06374538,1.202163,-1.861615,-.2049851,1.033175,-2.132345,-0.2009854 
170.54,1.564387,-.2389827,-.1014926,1.064173,-1.560387,-.2324831,1.208412,-1.584385,-0.1309905 
170.55,1.509891,-.399721,-.2847294,.8936852,-1.23541,-.193486,1.285407,-1.005927,-0.1249909 
170.56,1.507641,-.5997065,-.4934642,.717198,-1.007427,-.2787298,1.180164,-.386222,-0.1452395 
170.57,1.634382,-.5669589,-.5957068,.4872147,-1.007927,-.4592167,.979179,.1749873,-0.1757373 
170.58,1.834367,-.2789798,-.4034708,.3504746,-1.154166,-.4879646,.8526882,.6989493,-0.2254837 
170.59,1.918861,-.0607456,-.1164916,.3119774,-1.345652,-.3424752,.7791935,1.207162,-0.2097348 
170.6,1.854616,-.1144917,-.1399899,.248732,-1.51364,-.2994783,.6981994,1.631632,-0.1552387 
170.61,1.662879,-.2692305,-.496714,.09199333,-1.578636,-.4219694,.6189551,1.913861,-0.179237 
170.62,1.563887,-.3479748,-.6919498,-.1642381,-1.498391,-.4189696,.510963,2.104847,-0.1957358 
170.63,1.626882,-.3252264,-.5542098,-.2472321,-1.301156,-.2807297,.4219694,2.231838,-0.1744874 
170.64,1.741624,-.1917361,-.4562169,-.06374538,-1.10367,-.2992283,.3982211,2.268836,-0.1499891 
170.65,1.752873,-.08224404,-.537961,.1779871,-.9951779,-.4022208,.4037207,2.155844,-0.1524889 
170.66,1.601634,-.1509891,-.5627092,.3064778,-.9534309,-.4342185,.3932215,1.959108,-0.1837367 
170.67,1.363151,-.3417252,-.400221,.3264763,-.8764365,-.4039707,.3547243,1.747873,-0.2337331 
170.68,1.214412,-.5002137,-.2972285,.3427252,-.6934497,-.4199696,.2732302,1.52339,-0.302978 
170.69,1.144667,-.5697087,-.3537244,.3144772,-.4919643,-.4777154,.2169843,1.3849,-0.441718 
170.7,1.176415,-.5719585,-.3789725,.1994855,-.4174697,-.4917144,.2269835,1.318404,-0.5637091 
170.71,1.325404,-.4939642,-.2504818,.06099558,-.5439606,-.4742156,.1919861,1.203413,-0.5899572 
170.72,1.51139,-.3747228,-.1232411,.04324687,-.8356894,-.4562169,.2309833,.9454315,-0.6639519 
170.73,1.532889,-.3677233,-.03549743,.1984856,-1.162916,-.3887218,.2227339,.5749583,-0.6966995 
170.74,1.412148,-.4242193,.03949714,.3339758,-1.401648,-.2472321,.09424317,.1507391,-0.6109557 
170.75,1.213912,-.4612166,.08899355,.2882291,-1.525889,-.1412398,.02574813,-.2989783,-0.5079632 
170.76,1.095671,-.3154771,.09149337,.0854938,-1.562137,-.08374393,.01174915,-.8201905,-0.3277262 
170.77,1.087671,-.08974349,-.06274545,-.07349467,-1.557887,-.05574596,.06924498,-1.436396,-0.1754873 
170.78,1.066173,-.06999493,-.2572314,.0234983,-1.533139,-.07074487,.2129846,-2.087099,-0.1854866 
170.79,.9709296,-.2357329,-.2379827,.3429751,-1.529889,-.1197413,.3252264,-2.700804,-0.2509818 
170.8,.8661872,-.2144845,-.04024708,.7059488,-1.556887,-.1629882,.3759727,-3.140022,-0.2994783 
170.81,.7186979,.05874574,.04399681,1.053924,-1.546638,-.1767372,.4349685,-3.414253,-0.3344758 
170.82,.5592095,.2854793,-.1089921,1.339653,-1.476893,-.2384827,.4877146,-3.602239,-0.3672234 
170.83,.4794652,.2684805,-.3017281,1.424147,-1.330904,-.2452322,.5144627,-3.734979,-0.3602239 
170.84,.5422107,.1149917,-.2789798,1.24341,-1.130418,-.1482393,.6964495,-3.946714,-0.3562242 
170.85,.6237048,-.1127418,-.233983,.882436,-.9006847,-.08949351,.9056844,-4.269191,-0.2669806 
170.86,.5487102,-.4212195,-.192486,.5439606,-.7509456,-.09899282,1.087421,-4.583668,-0.1267408 
170.87,.3827223,-.6924498,-.01999855,.3322259,-.7461959,-.04999638,1.293656,-4.735407,-0.05949569 
170.88,.3459749,-.8016919,.06474531,.3777226,-.841939,.02099848,1.363151,-4.678161, 0.08949351 
170.89,.4574668,-.7909427,.06199551,.7734439,-1.035425,.02299833,1.314655,-4.494924, 0.2699804 
170.9,.6092058,-.6519527,.1194913,1.153166,-1.261659,.003499746,1.218662,-4.309937, 0.2919788 
170.91,.6951996,-.4102203,.2174842,1.215912,-1.37715,.008249402,1.036925,-4.192196, 0.261981 
170.92,.6019564,-.2712303,.206735,.993678,-1.317904,.07699442,.8336896,-4.105952, 0.2924788 
170.93,.3017281,-.4112202,.09599304,.4317187,-1.170165,.1087421,.7326969,-3.965463, 0.3507246 
170.94,.1252409,-.6414535,-.005999565,-.5889573,-.9616803,.09274328,.6514528,-3.696982, 0.4009709 
170.95,.2549815,-.6926998,-.0909934,-1.724875,-.6284544,.09324324,.5574596,-3.30976, 0.4319687 
170.96,.5702087,-.6744511,-.1482393,-2.464321,-.2012354,.07024491,.4364684,-2.825795, 0.3967212 
170.97,.7526954,-.7479458,-.1829867,-2.614561,.09949279,.00799942,.2824795,-2.235088, 0.261481 
170.98,.8059416,-.7641946,-.2512318,-2.232088,.1174915,-.06599522,.151989,-1.587635, 0.05124629 
170.99,.8739367,-.7044489,-.3252264,-1.52039,-.08999348,-.1362401,.02099848,-.8794363,-0.1214912 
171,.9721795,-.7186979,-.3747228,-.6699514,-.4214694,-.234483,-.1639881,-.1364901,-0.1572386 
171.01,.9731795,-.8569379,-.4154699,.08699369,-.731697,-.3159771,-.3539743,.5047134,-0.1719875 
171.02,.8359394,-.9691797,-.5069633,.5672089,-.8716868,-.4157199,-.5484602,1.021426,-0.1987356 
171.03,.6034563,-.9834287,-.5427107,.7126983,-.8844359,-.5097131,-.8029418,1.503891,-0.303228 
171.04,.4479675,-.9604304,-.5127128,.5269618,-.896185,-.5439606,-1.024426,2.020604,-0.4382182 
171.05,.4447178,-.8621875,-.5217122,.07049489,-.9449315,-.5924571,-1.216412,2.505318,-0.5044634 
171.06,.6057061,-.6224549,-.5752083,-.4867147,-1.032425,-.6132056,-1.3749,2.89404,-0.5884573 
171.07,.7579451,-.3754728,-.6749511,-1.064923,-1.10392,-.5844576,-1.432896,3.150772,-0.6804507 
171.08,.9036845,-.2587312,-.7201978,-1.570636,-1.049424,-.55146,-1.464144,3.274513,-0.7241975 
171.09,1.059173,-.1837367,-.7081987,-1.806619,-.854688,-.6047062,-1.52214,3.260264,-0.8071915 
171.1,1.081922,-.06249547,-.6437033,-1.693127,-.6194551,-.6704514,-1.595134,3.126773,-0.8916854 
171.11,.869437,.0004999638,-.4187196,-1.23866,-.4397181,-.6854503,-1.665629,2.916289,-0.9501811 
171.12,.5964568,-.01724875,-.2839794,-.5679588,-.3359756,-.6949496,-1.639631,2.61906,-0.9424317 
171.13,.4349685,.03499746,-.4249692,.0882436,-.2789798,-.6936997,-1.479643,2.260336,-0.8426889 
171.14,.344475,.2122346,-.6307043,.4904644,-.2289834,-.7291971,-1.209412,1.940859,-0.7024491 
171.15,.3059778,.4374683,-.6906999,.4762155,-.1852366,-.7411963,-.9344323,1.673129,-0.6299543 
171.16,.3809724,.5589595,-.6187052,.2409825,-.2312332,-.758695,-.620955,1.464394,-0.6507028 
171.17,.4657162,.6192051,-.4837149,.1089921,-.4422179,-.814441,-.2837294,1.201163,-0.7214477 
171.18,.5909572,.6864502,-.3124774,.2982284,-.785693,-.8874357,.07699442,.8361894,-0.7799435 
171.19,.6457032,.7219477,-.1672379,.8789363,-1.117169,-.9184334,.483215,.3972212,-0.7951924 
171.2,.6184552,.6887001,-.1772372,1.621632,-1.288657,-.8524382,.8426889,-.005999565,-0.6789508 
171.21,.4979639,.5844576,-.3007282,2.238838,-1.190414,-.7539454,1.139667,-.2829795,-0.5177125 
171.22,.3282262,.5044634,-.3284762,2.575063,-.8386892,-.6544526,1.428646,-.5092131,-0.4647163 
171.23,.2592312,.4924643,-.234733,2.564314,-.3752228,-.5019636,1.608633,-.772194,-0.4269691 
171.24,.3127273,.5069633,-.1704876,2.283585,.02824795,-.3359756,1.747373,-1.10142,-0.3104775 
171.25,.3279762,.3987211,-.3069777,1.890113,.2539816,-.2689805,1.784871,-1.490392,-0.2129846 
171.26,.1589885,.1919861,-.5144627,1.508641,.317727,-.2437323,1.727375,-1.910861,-0.2419825 
171.27,-.1979856,.04324687,-.5664589,1.225661,.2692305,-.192736,1.978607,-2.324582,-0.4059706 
171.28,-.578958,.04649663,-.4727157,1.210912,.2567314,-.1559887,2.305833,-2.717303,-0.4457177 
171.29,-.911184,.2159843,-.3579741,1.526389,.4179697,-.1759872,2.458572,-3.072277,-0.3657235 
171.3,-1.123169,.4352185,-.3427252,1.917111,.745196,-.2307333,2.47932,-3.433251,-0.3974712 
171.31,-1.204913,.4999638,-.4649663,2.035603,1.10417,-.233983,2.223089,-3.770977,-0.4814651 
171.32,-1.154666,.4184697,-.620455,1.505641,1.348152,-.1674879,1.757123,-3.985961,-0.4407181 
171.33,-1.013677,.3459749,-.6902,.1647381,1.3814,-.06424534,1.316655,-3.988711,-0.3282262 
171.34,-.8009419,.3532244,-.648703,-1.639131,1.259409,.01124918,1.082422,-3.72723,-0.2524817 
171.35,-.5427107,.4067205,-.4479675,-3.146772,1.133418,.0579958,.8251902,-3.230016,-0.1782371 
171.36,-.3104775,.3949714,-.2232338,-3.86797,1.004677,.1492392,.5974567,-2.674306,-0.1917361 
171.37,-.1684878,.2814796,-.1987356,-3.675484,.7559452,.1672379,.3154771,-2.20184,-0.2184842 
171.38,-.08099413,.2124846,-.4222194,-2.598562,.4284689,-.006249547,-.1537389,-1.79412,-0.1209912 
171.39,-.07274473,.08974349,-.4757155,-1.012677,.05399609,-.2659807,-.7806934,-1.405898, 0.03524745 
171.4,-.05999565,-.002249837,-.330476,.566209,-.4159698,-.4959641,-1.476393,-.9959278, 0.0909934 
171.41,.04749656,.07674444,-.3014781,1.724625,-.7781936,-.6702014,-1.990106,-.5727085, 0.06299543 
171.42,.151989,.1664879,-.358224,2.263086,-.7609448,-.8296899,-2.302583,-.1484892, 0.03499746 
171.43,.1414897,.1157416,-.3739729,2.086849,-.4892145,-.9544308,-2.250587,.2057351,-0.03274763 
171.44,.04674661,.01749873,-.3652235,1.274908,-.1174915,-1.010677,-2.111347,.6079559,-0.04324687 
171.45,-.1494892,-.03899717,-.3707231,-.07749438,.3552243,-.9481813,-2.196091,1.10292,-0.02849793 
171.46,-.2869792,-.0289979,-.3384755,-1.966857,.7874429,-.7181979,-2.373828,1.615633,-0.1207412 
