産業分類階層,産業コード,産業中分類,経営組織階層,経営組織コード,経営組織,資本金階層,資本金規模コード,資本金額,事業所数,従業者数（送出者を除く）(人),現金給与総額(万円),原材料使用額等(万円),製造品出荷額等／総額(万円),製造品出荷額等／製造品出荷額(万円),製造品出荷額等／加工賃収入額(万円),製造品出荷額等／修理料収入額(万円),製造品出荷額等／くず・廃物出荷額(万円),製造品出荷額等／その他の収入額(万円),付加価値額(29人以下は粗付加価値額)(万円),粗付加価値額(万円),生産額(30人以上)(万円),在庫額（30人以上）／製造品／年初(万円),在庫額（30人以上）／製造品／年末(万円),在庫額（30人以上）／半製品及び仕掛品／年初(万円),在庫額（30人以上）／半製品及び仕掛品／年末(万円),在庫額（30人以上）／原材料及び燃料／年初(万円),在庫額（30人以上）／原材料及び燃料／年末(万円),有形固定資産額（30人以上）／年初現在高(万円),有形固定資産額（30人以上）／取得額(万円),有形固定資産額（30人以上）／除却額(万円),有形固定資産額（30人以上）／減価償却額(万円)
0,00,総数,1,1,会社,1,09,100億円以上,46,38805,25864636,165243182,284071724,269828428,1573346,-,541,12669409,108014836,110634531,271763605,8085807,8861023,31478324,33849433,7745353,7621792,35441976,6426018,398175,5766020
0,00,総数,1,2,組合・その他法人,1,10,－,27,2790,1678269,2045607,7007776,6207402,x,-,x,436543,4155113,4644853,x,x,x,x,x,x,x,11646389,345110,x,478384
0,00,総数,1,3,個人,1,10,－,279,1509,272110,282607,798906,470417,x,1404,x,7267,458386,458386,x,x,x,x,x,x,x,-,-,x,-
1,09,食料品製造業,0,0,総数,0,00,総数,677,30124,9798597,42511355,72647319,66189522,661190,-,23866,5772741,26702024,28077290,56399978,796960,826688,203465,198544,1314315,1379633,17310943,1629864,274325,1400073
1,09,食料品製造業,1,1,会社,0,00,総数,635,29652,9708940,41835964,71950027,65722222,484791,-,23866,5719148,26647173,28035631,56010751,760195,766368,201440,196095,1286657,1354662,17202464,1625158,268317,1389286
1,09,食料品製造業,1,1,会社,1,01,1万円～199万円,10,114,24835,36097,83669,76305,x,-,x,4680,44048,44048,-,-,-,-,-,-,-,-,-,-,-
1,09,食料品製造業,1,1,会社,1,03,300万円～499万円,121,1488,354964,851599,1726443,1588483,36911,-,-,101049,806535,810643,445266,23337,20525,-,-,17641,15995,334660,8521,496,1296
1,09,食料品製造業,1,1,会社,1,04,500万円～999万円,48,801,237472,640265,1177808,1102424,49377,-,39,25968,492828,498415,283665,587,504,573,560,3475,3642,132509,8202,-,5491
1,09,食料品製造業,1,1,会社,1,05,1000万円～4999万円,354,10415,3199734,9853209,17659204,15524358,313075,-,23264,1798507,7075173,7245619,10367387,188917,199461,28655,28770,240100,250122,3311949,158681,15851,181105
1,09,食料品製造業,1,1,会社,1,06,5000万円～9999万円,53,5068,1405667,5587226,10306619,8694114,30533,-,-,1581972,4224396,4387997,7639595,102083,104287,19107,18947,176395,178136,1973183,232895,2147,165645
1,09,食料品製造業,1,1,会社,1,07,1億円～10億円未満,28,6073,1955792,7819443,13040206,11976780,32197,-,-,1031229,4603784,4878163,11902585,148310,123819,34626,33541,253772,229172,2899861,437064,188125,248803
1,09,食料品製造業,1,1,会社,1,08,10億円～100億円未満,14,2246,778157,5124298,9236556,8791477,20014,-,22,425043,3660195,3829287,8425425,200463,219254,23046,23178,284118,366177,2172243,174361,20229,188015
1,09,食料品製造業,1,1,会社,1,09,100億円以上,7,3447,1752319,11923827,18719522,17968281,x,-,x,750700,5740214,6341459,16946828,96498,98518,95433,91099,311156,311418,6378059,605434,41469,598931
1,09,食料品製造業,1,2,組合・その他法人,1,10,－,10,274,64254,641974,614145,385777,176163,-,-,52205,8554,-4638,389227,36765,60320,2025,2449,27658,24971,108479,4706,6008,10787
1,09,食料品製造業,1,3,個人,1,10,－,32,198,25403,33417,83147,81523,236,-,-,1388,46297,46297,-,-,-,-,-,-,-,-,-,-,-
1,10,飲料・たばこ・飼料製造業,0,0,総数,0,00,総数,37,1116,545446,5342596,10393688,9923188,448796,x,-,x,2193940,2428796,9891083,116984,119003,46235,49881,336685,365986,4136463,183549,22600,240521
1,10,飲料・たばこ・飼料製造業,1,1,会社,0,00,総数,35,1090,x,x,x,x,x,x,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1,10,飲料・たばこ・飼料製造業,1,1,会社,1,01,1万円～199万円,3,25,5367,7619,26232,23788,-,-,-,2444,10483,10483,-,-,-,-,-,-,-,-,-,-,-
1,10,飲料・たばこ・飼料製造業,1,1,会社,1,02,200万円～299万円,1,4,x,x,x,x,-,-,-,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,10,飲料・たばこ・飼料製造業,1,1,会社,1,03,300万円～499万円,3,43,14982,29291,63414,50219,-,-,-,13195,31334,31334,-,-,-,-,-,-,-,-,-,-,-
1,10,飲料・たばこ・飼料製造業,1,1,会社,1,04,500万円～999万円,2,39,x,x,x,x,x,x,-,x,x,x,-,-,-,-,-,-,-,-,-,-,-
1,10,飲料・たばこ・飼料製造業,1,1,会社,1,05,1000万円～4999万円,21,446,165918,435196,1205586,1188782,11017,-,-,5787,672208,693825,895174,25104,28411,20972,20141,36464,37081,372035,70645,9508,24093
1,10,飲料・たばこ・飼料製造業,1,1,会社,1,06,5000万円～9999万円,1,28,x,x,x,x,-,-,-,x,x,x,-,-,-,-,-,-,-,-,-,x,-
1,10,飲料・たばこ・飼料製造業,1,1,会社,1,07,1億円～10億円未満,2,240,x,x,x,x,-,-,-,-,x,x,x,x,x,x,x,x,x,x,x,-,x
1,10,飲料・たばこ・飼料製造業,1,1,会社,1,08,10億円～100億円未満,1,116,x,x,x,-,x,-,-,-,x,x,x,-,-,-,-,-,-,x,x,x,x
1,10,飲料・たばこ・飼料製造業,1,1,会社,1,09,100億円以上,1,149,x,x,x,x,-,-,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x
1,10,飲料・たばこ・飼料製造業,1,3,個人,1,10,－,2,26,x,x,x,x,-,x,-,x,x,x,-,-,-,-,-,-,-,-,-,-,-
1,11,繊維工業,0,0,総数,0,00,総数,363,4206,1259741,2861151,5271178,3366344,1412090,1713,-,491031,2221811,2244512,1141763,73877,72331,40193,41452,51315,50200,574072,58771,1869,22414
1,11,繊維工業,1,1,会社,0,00,総数,331,4029,1233244,2840980,5200091,3342239,1366731,1713,-,489408,2174667,2197368,1141763,73877,72331,40193,41452,51315,50200,574072,58771,1869,22414
1,11,繊維工業,1,1,会社,1,01,1万円～199万円,1,5,x,x,x,-,x,-,-,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,11,繊維工業,1,1,会社,1,02,200万円～299万円,5,29,x,x,x,x,x,-,-,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,11,繊維工業,1,1,会社,1,03,300万円～499万円,97,811,181417,187802,536363,243572,282725,34,-,10032,323153,323223,36668,452,626,-,-,110,110,3120,-,133,244
1,11,繊維工業,1,1,会社,1,04,500万円～999万円,35,336,106334,134142,340975,176871,148071,x,-,x,193071,194287,33179,-,-,-,-,-,-,40862,36848,-,1216
1,11,繊維工業,1,1,会社,1,05,1000万円～4999万円,185,2451,795703,2213788,3809691,2445631,923362,638,-,440060,1473179,1486835,779704,43610,46111,8213,7139,42637,38396,289211,15940,1736,15083
1,11,繊維工業,1,1,会社,1,06,5000万円～9999万円,7,370,123049,260504,420150,418140,183,-,-,1827,140664,148423,292212,29815,25594,31980,34313,8568,11694,240879,5983,-,5871
1,11,繊維工業,1,1,会社,1,07,1億円～10億円未満,1,27,x,x,x,x,-,x,-,x,x,x,-,-,-,-,-,-,-,-,-,-,-
1,11,繊維工業,1,3,個人,1,10,－,32,177,26497,20171,71087,24105,45359,-,-,1623,47144,47144,-,-,-,-,-,-,-,-,-,-,-
1,12,木材・木製品製造業（家具を除く）,0,0,総数,0,00,総数,47,557,216363,578031,1064152,1001633,40814,-,x,x,466037,451674,529728,8869,37997,4938,2594,10252,13788,x,x,x,x
1,12,木材・木製品製造業（家具を除く）,1,1,会社,0,00,総数,44,541,211949,570813,1051725,991162,40479,-,-,20084,461213,446850,529728,8869,37997,4938,2594,10252,13788,90708,17487,1155,12421
1,12,木材・木製品製造業（家具を除く）,1,1,会社,1,01,1万円～199万円,1,6,x,x,x,x,-,-,-,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,12,木材・木製品製造業（家具を除く）,1,1,会社,1,03,300万円～499万円,10,87,29892,32875,85629,80365,1561,-,-,3703,48847,48847,-,-,-,-,-,-,-,-,-,-,-
1,12,木材・木製品製造業（家具を除く）,1,1,会社,1,04,500万円～999万円,4,58,x,x,x,x,x,-,-,-,x,x,-,x,x,x,x,-,-,-,-,x,-
1,12,木材・木製品製造業（家具を除く）,1,1,会社,1,05,1000万円～4999万円,26,267,101670,201102,395119,345093,33645,-,-,16381,179649,179649,-,-,-,-,-,-,-,-,-,-,-
1,12,木材・木製品製造業（家具を除く）,1,1,会社,1,06,5000万円～9999万円,1,5,x,x,x,x,x,-,-,-,x,x,x,-,-,-,-,x,x,x,x,-,x
1,12,木材・木製品製造業（家具を除く）,1,1,会社,1,07,1億円～10億円未満,1,70,x,x,x,x,-,-,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x
1,12,木材・木製品製造業（家具を除く）,1,1,会社,1,09,100億円以上,1,48,x,x,x,x,-,-,-,-,x,x,x,-,-,-,-,x,x,x,x,-,x
1,12,木材・木製品製造業（家具を除く）,1,2,組合・その他法人,1,10,－,1,5,x,x,x,x,x,-,x,x,x,x,-,-,-,-,-,-,-,x,x,x,x
1,12,木材・木製品製造業（家具を除く）,1,3,個人,1,10,－,2,11,x,x,x,x,x,-,-,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,13,家具・装備品製造業,0,0,総数,0,00,総数,201,3140,1554711,7882618,10590699,9543626,431038,72378,407,543250,3317507,2896541,8296990,173331,348917,2485004,2808873,1188231,1368049,1424415,139616,38787,78489
1,13,家具・装備品製造業,1,1,会社,0,00,総数,191,3089,1544580,7866771,10551475,9508398,427042,72378,407,543250,3295860,2874894,8296990,173331,348917,2485004,2808873,1188231,1368049,1424415,139616,38787,78489
1,13,家具・装備品製造業,1,1,会社,1,01,1万円～199万円,1,4,x,x,x,x,-,-,-,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,13,家具・装備品製造業,1,1,会社,1,02,200万円～299万円,1,5,x,x,x,x,-,-,-,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,13,家具・装備品製造業,1,1,会社,1,03,300万円～499万円,51,340,126219,201519,435663,376576,47305,1500,-,10282,216798,216798,-,-,-,-,-,-,-,-,-,-,-
1,13,家具・装備品製造業,1,1,会社,1,04,500万円～999万円,28,219,78638,121538,279038,241273,21819,-,-,15946,142194,145930,43746,1221,x,178,98,883,877,21479,1331,x,3664
1,13,家具・装備品製造業,1,1,会社,1,05,1000万円～4999万円,100,1235,558717,1197386,2473486,1940436,357688,4226,407,170729,1174442,1182302,890433,20519,17477,20421,22105,17803,19703,332491,27890,6352,6502
1,13,家具・装備品製造業,1,1,会社,1,06,5000万円～9999万円,6,212,96445,259070,516326,301371,230,22671,-,192054,234375,239296,254056,26379,27794,12663,11992,64555,68377,237116,9946,3864,5665
1,13,家具・装備品製造業,1,1,会社,1,07,1億円～10億円未満,2,142,x,x,x,x,-,x,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1,13,家具・装備品製造業,1,1,会社,1,08,10億円～100億円未満,2,932,x,x,x,x,-,x,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1,13,家具・装備品製造業,1,2,組合・その他法人,1,10,－,1,7,x,x,x,x,-,-,-,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,13,家具・装備品製造業,1,3,個人,1,10,－,9,44,x,x,x,x,x,-,-,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,14,パルプ・紙・紙加工品製造業,0,0,総数,0,00,総数,375,5636,2144235,8011791,13359419,10154037,998755,-,6650,2199977,4754950,4982317,6345610,273972,280470,70023,58263,154500,165882,x,x,11834,x
1,14,パルプ・紙・紙加工品製造業,1,1,会社,0,00,総数,358,5448,2077544,7703107,12922019,10091920,976001,-,6650,1847448,4641745,4862940,6311461,272391,279306,69578,57993,152673,164052,2189417,210600,11834,216525
1,14,パルプ・紙・紙加工品製造業,1,1,会社,1,01,1万円～199万円,4,32,10549,12652,24779,13935,10844,-,-,-,11229,11229,-,-,-,-,-,-,-,-,-,-,-
1,14,パルプ・紙・紙加工品製造業,1,1,会社,1,02,200万円～299万円,1,7,x,x,x,x,-,-,-,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,14,パルプ・紙・紙加工品製造業,1,1,会社,1,03,300万円～499万円,83,618,164068,239561,564418,353600,206723,-,55,4040,301238,301238,-,-,-,-,-,-,-,-,-,-,-
1,14,パルプ・紙・紙加工品製造業,1,1,会社,1,04,500万円～999万円,18,160,47587,105810,199839,157987,40950,-,-,902,86210,87210,27158,x,-,x,x,292,315,24955,1945,-,640
1,14,パルプ・紙・紙加工品製造業,1,1,会社,1,05,1000万円～4999万円,233,3521,1307565,3712910,6491805,5325847,702093,-,6595,457270,2541693,2596201,2271124,24297,27487,17291,15714,53468,59625,605902,126093,7756,56121
1,14,パルプ・紙・紙加工品製造業,1,1,会社,1,06,5000万円～9999万円,15,676,288997,920668,1727287,1603959,15391,-,-,107937,692497,749237,1411297,112120,98888,17482,16276,24457,27855,380310,29206,4,42302
1,14,パルプ・紙・紙加工品製造業,1,1,会社,1,07,1億円～10億円未満,3,275,x,x,x,x,-,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1,14,パルプ・紙・紙加工品製造業,1,1,会社,1,09,100億円以上,1,159,x,x,x,x,-,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1,14,パルプ・紙・紙加工品製造業,1,2,組合・その他法人,1,10,－,1,97,x,x,x,x,-,-,-,x,x,x,x,x,x,x,x,x,x,x,x,-,x
1,14,パルプ・紙・紙加工品製造業,1,3,個人,1,10,－,16,91,x,x,x,x,x,-,-,x,x,x,x,x,x,x,x,x,x,-,-,-,-
1,15,印刷・同関連業,0,0,総数,0,00,総数,1699,41305,19684761,34208655,74180593,57701745,15016840,54,36202,1425752,35623518,37164668,49538883,481100,475358,1189873,1255270,388129,402878,27104228,1312225,548252,1600805
1,15,印刷・同関連業,1,1,会社,0,00,総数,1667,39163,18354572,33479402,71075410,54820052,14794169,54,36202,1424933,33753636,34944312,46488310,319565,308327,787760,858551,326486,354597,19184782,1093891,536594,1250229
1,15,印刷・同関連業,1,1,会社,1,01,1万円～199万円,11,86,27358,28071,76083,41869,33732,-,39,443,44456,44456,-,-,-,-,-,-,-,-,-,-,-
1,15,印刷・同関連業,1,1,会社,1,02,200万円～299万円,2,19,x,x,x,-,x,-,-,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,15,印刷・同関連業,1,1,会社,1,03,300万円～499万円,319,2498,856913,902801,2454351,1178496,1229769,-,1154,44932,1437083,1437453,23156,-,-,-,-,-,-,32286,-,-,370
1,15,印刷・同関連業,1,1,会社,1,04,500万円～999万円,118,1116,424181,528525,1188572,505507,667274,-,1756,14035,608009,611429,150282,-,-,1278,189,612,471,84392,3118,32683,2331
1,15,印刷・同関連業,1,1,会社,1,05,1000万円～4999万円,1056,19047,8230049,13723611,30174493,23562803,5952085,54,13069,646482,14920216,15265250,13823002,102831,93275,226349,265845,136087,158981,5829747,421264,270701,374974
1,15,印刷・同関連業,1,1,会社,1,06,5000万円～9999万円,96,5947,2725843,6166877,11615522,9644798,1796811,-,9547,164366,4778394,5076214,10140267,79038,96014,153639,131529,66693,72088,4619212,305618,115650,292686
1,15,印刷・同関連業,1,1,会社,1,07,1億円～10億円未満,56,7360,4385270,8905578,18846577,14791843,3566405,-,10637,477692,8879600,9230701,15841475,34669,34909,164890,208773,110856,112101,5715049,220464,111087,395224
1,15,印刷・同関連業,1,1,会社,1,08,10億円～100億円未満,8,1825,1188871,2730267,5171719,5094736,-,-,-,76983,2138094,2301930,x,103027,84129,x,x,12238,10956,x,x,x,x
1,15,印刷・同関連業,1,1,会社,1,09,100億円以上,1,1265,x,x,x,-,x,-,-,-,x,x,x,-,-,x,x,-,-,x,x,x,x
1,15,印刷・同関連業,1,2,組合・その他法人,1,10,－,11,2041,1307931,716322,3065760,2878269,186672,-,-,819,1845353,2195827,3050573,161535,167031,402113,396719,61643,48281,7919446,218334,11658,350576
1,15,印刷・同関連業,1,3,個人,1,10,－,21,101,22258,12931,39423,3424,35999,-,-,-,24529,24529,-,-,-,-,-,-,-,-,-,-,-
1,16,化学工業,0,0,総数,0,00,総数,194,10802,6098592,18469798,38386241,35138018,512036,21707,-,2714480,17854959,18882512,32094957,1144894,1346455,1329500,1489928,1500051,1658587,x,x,183415,x
1,16,化学工業,1,1,会社,0,00,総数,190,10433,5848695,18130954,35528934,32315293,507693,21707,-,2684241,15660699,16541966,29320081,877091,1113497,1329500,1489928,1448833,1611662,10274181,4939500,75287,1278101
1,16,化学工業,1,1,会社,1,01,1万円～199万円,1,9,x,x,x,x,-,-,-,x,x,x,-,-,-,-,-,-,-,-,-,-,-
1,16,化学工業,1,1,会社,1,03,300万円～499万円,6,77,19741,16562,47728,21939,25561,-,-,228,28857,28857,23166,-,-,-,-,-,-,-,-,-,-
1,16,化学工業,1,1,会社,1,05,1000万円～4999万円,130,2909,1342860,3306422,6481081,5720165,237963,21707,-,501246,2920262,2974445,3483752,106850,132082,45665,51561,247116,267883,1129064,182476,4387,85311
1,16,化学工業,1,1,会社,1,06,5000万円～9999万円,20,1668,799226,2408784,4309251,3232534,9024,-,-,1067693,1538985,1917420,2390710,77986,108820,686863,790803,257401,323578,1277971,4018211,20929,513209
1,16,化学工業,1,1,会社,1,07,1億円～10億円未満,21,1652,796240,4122286,6415125,5661193,177120,-,-,576812,2118460,2189500,5830084,260905,340216,307207,375308,493864,507139,1718684,242926,32821,218452
1,16,化学工業,1,1,会社,1,08,10億円～100億円未満,8,715,484357,2323592,4464697,4326297,-,-,-,138400,1866576,2082287,4130569,195963,241191,174902,154789,295130,305988,4693011,204595,6690,240826
1,16,化学工業,1,1,会社,1,09,100億円以上,4,3403,x,x,x,x,x,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1,16,化学工業,1,2,組合・その他法人,1,10,－,2,353,x,x,x,x,x,-,-,x,x,x,x,x,x,-,-,x,x,x,x,x,x
1,16,化学工業,1,3,個人,1,10,－,2,16,x,x,x,x,x,-,-,x,x,x,x,x,x,-,-,x,x,-,-,x,-
1,17,石油製品・石炭製品製造業,0,0,総数,0,00,総数,16,314,185922,3175735,4189388,3767127,31769,-,-,390492,936084,941689,636027,22328,25343,9626,7747,27379,24873,x,x,x,x
1,17,石油製品・石炭製品製造業,1,1,会社,0,00,総数,15,301,x,x,x,x,x,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1,17,石油製品・石炭製品製造業,1,1,会社,1,05,1000万円～4999万円,6,133,75067,536079,752068,716753,18971,-,-,16344,201628,202748,240988,15872,17476,5387,5128,14808,15037,18840,1051,-,2465
1,17,石油製品・石炭製品製造業,1,1,会社,1,06,5000万円～9999万円,1,48,x,x,x,x,x,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1,17,石油製品・石炭製品製造業,1,1,会社,1,07,1億円～10億円未満,2,31,x,x,x,x,-,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1,17,石油製品・石炭製品製造業,1,1,会社,1,08,10億円～100億円未満,3,43,31259,1405609,1572358,1508855,-,-,-,63503,154398,154398,-,-,-,-,-,-,-,-,-,-,-
1,17,石油製品・石炭製品製造業,1,1,会社,1,09,100億円以上,3,46,29197,700035,1191580,960750,-,-,-,230830,455283,455283,-,-,-,-,-,-,-,-,-,-,-
1,17,石油製品・石炭製品製造業,1,2,組合・その他法人,1,10,－,1,13,x,x,x,x,x,-,-,-,x,x,-,-,-,-,-,-,-,x,x,x,x
1,18,プラスチック製品製造業（別掲を除く）,0,0,総数,0,00,総数,576,7961,3085516,5923972,12445962,10066546,1477763,3717,2206,895730,5959337,6065737,3643593,130401,138413,84891,95570,78206,87798,1347862,124527,27009,125091
1,18,プラスチック製品製造業（別掲を除く）,1,1,会社,0,00,総数,564,7892,3074510,5912250,12416847,10058294,1456900,3717,2206,895730,5943233,6049633,3643593,130401,138413,84891,95570,78206,87798,1347862,124527,27009,125091
1,18,プラスチック製品製造業（別掲を除く）,1,1,会社,1,01,1万円～199万円,3,16,x,x,x,x,x,-,-,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,18,プラスチック製品製造業（別掲を除く）,1,1,会社,1,02,200万円～299万円,1,7,x,x,x,x,x,-,-,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,18,プラスチック製品製造業（別掲を除く）,1,1,会社,1,03,300万円～499万円,116,892,276311,362976,937095,656736,267345,-,-,13014,531627,531627,-,-,-,-,-,-,-,-,-,-,-
1,18,プラスチック製品製造業（別掲を除く）,1,1,会社,1,04,500万円～999万円,52,529,179938,186628,561285,290772,270392,-,-,121,343082,347263,108841,-,-,623,475,914,1326,30051,3820,-,4033
1,18,プラスチック製品製造業（別掲を除く）,1,1,会社,1,05,1000万円～4999万円,356,5161,1987611,3782998,7766529,6522666,858402,167,1217,384077,3624468,3696681,1816455,46380,44994,25565,18101,36648,41019,598672,71368,12916,63363
1,18,プラスチック製品製造業（別掲を除く）,1,1,会社,1,06,5000万円～9999万円,28,797,362519,945620,2054633,1661938,54650,3550,-,334495,1019163,1031291,926284,67058,75798,18054,19726,27641,33599,409621,20824,14006,22540
1,18,プラスチック製品製造業（別掲を除く）,1,1,会社,1,07,1億円～10億円未満,8,490,262569,628961,1081267,916255,-,-,989,164023,414735,432613,792013,16963,17621,40649,57268,13003,11854,309518,28515,87,35155
1,18,プラスチック製品製造業（別掲を除く）,1,3,個人,1,10,－,12,69,11006,11722,29115,8252,20863,-,-,-,16104,16104,-,-,-,-,-,-,-,-,-,-,-
1,19,ゴム製品製造業,0,0,総数,0,00,総数,184,2456,942318,1910081,3476219,3108971,215240,x,1924,x,1306675,1481398,1195405,155384,108499,37537,42894,30430,34757,1074086,89068,3539,133195
1,19,ゴム製品製造業,1,1,会社,0,00,総数,171,2384,930684,1891752,3434705,3085049,198348,-,1924,149384,1285206,1459929,1195405,155384,108499,37537,42894,30430,34757,1074086,89068,3539,133195
1,19,ゴム製品製造業,1,1,会社,1,01,1万円～199万円,1,4,x,x,x,x,x,-,-,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,19,ゴム製品製造業,1,1,会社,1,03,300万円～499万円,43,309,96361,173673,343456,271117,62157,-,-,10182,157280,157280,-,-,-,-,-,-,-,-,-,-,-
1,19,ゴム製品製造業,1,1,会社,1,04,500万円～999万円,18,146,44937,50251,131122,98846,30892,-,-,1384,74919,74919,-,-,-,-,-,-,-,-,-,-,-
1,19,ゴム製品製造業,1,1,会社,1,05,1000万円～4999万円,103,1543,572518,1166626,2247806,2017521,105274,-,1924,123087,987680,1004486,750961,55900,62207,25986,27531,24317,28096,475350,26868,2847,24658
1,19,ゴム製品製造業,1,1,会社,1,06,5000万円～9999万円,5,146,x,x,x,x,x,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1,19,ゴム製品製造業,1,1,会社,1,09,100億円以上,1,236,x,x,x,x,-,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1,19,ゴム製品製造業,1,3,個人,1,10,－,13,72,11634,18329,41514,23922,16892,x,-,x,21469,21469,-,-,-,-,-,-,-,-,-,-,-
1,20,なめし革・同製品・毛皮製造業,0,0,総数,0,00,総数,219,3407,1137649,3746086,5977276,5502081,240349,5084,1694,228068,2050960,2071066,2269591,263266,268878,124075,131149,172091,153830,511199,98041,2039,32792
1,20,なめし革・同製品・毛皮製造業,1,1,会社,0,00,総数,201,3318,1125264,3727239,5935087,5483629,216612,5084,1694,228068,2029346,2049452,2269591,263266,268878,124075,131149,172091,153830,511199,98041,2039,32792
1,20,なめし革・同製品・毛皮製造業,1,1,会社,1,01,1万円～199万円,1,17,x,x,x,x,-,-,-,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,20,なめし革・同製品・毛皮製造業,1,1,会社,1,03,300万円～499万円,44,404,135597,298152,577941,496733,76998,16,-,4194,257326,259343,49867,4343,3999,1014,934,190,287,26505,-,-,1593
1,20,なめし革・同製品・毛皮製造業,1,1,会社,1,04,500万円～999万円,18,166,48733,172256,257155,242791,13368,93,-,903,78610,78610,-,-,-,-,-,-,-,-,-,-,-
