地域階層,地域コード,地域,産業分類階層,産業コード,産業中分類,事業所数,従業者数(送出者を除く）／総数(人),従業者数(送出者を除く）／うち男(人),送出者（人）,常用労働者／総数(人),常用労働者／うち男(人),個人業主及び無給家族従業者(人),現金給与総額(万円),原材料使用額等(万円),製造品出荷額等／総額(万円),製造品出荷額等／製造品出荷額(万円),製造品出荷額等／加工賃収入額(万円),製造品出荷額等／修理料収入額(万円),製造品出荷額等／くず・廃物出荷額(万円),製造品出荷額等／その他の収入額(万円),付加価値額(29人以下は粗付加価値額)(万円),粗付加価値額(万円),有形固定資産額（30人以上）／年初現在高(万円),有形固定資産額（30人以上）／取得額(万円),有形固定資産額（30人以上）／除却額(万円),有形固定資産額（30人以上）／減価償却額(万円)
2,13108,江東区,1,26,生産用機械器具製造業,18,183,130,-,182,129,1,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13108,江東区,1,27,業務用機械器具製造業,2,18,14,-,18,14,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13108,江東区,1,29,電気機械器具製造業,10,103,83,-,103,83,-,x,x,x,x,x,x,x,x,x,x,…,…,…,…
2,13108,江東区,1,31,輸送用機械器具製造業,6,87,68,-,87,68,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13108,江東区,1,32,その他の製造業,12,108,60,1,108,59,1,44547,78054,204380,166371,126,-,-,37883,116965,116965,…,…,…,…
2,13109,品川区,0,00,総数,273,2809,1948,6,2809,1949,6,1173332,1938349,4408048,3468944,626323,32703,738,279340,2296399,2296399,…,…,…,…
2,13109,品川区,1,09,食料品製造業,12,137,65,-,137,65,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13109,品川区,1,10,飲料・たばこ・飼料製造業,1,6,2,-,6,2,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13109,品川区,1,11,繊維工業,3,34,8,-,33,8,1,7003,2701,13166,10366,2800,-,-,-,9690,9690,…,…,…,…
2,13109,品川区,1,13,家具・装備品製造業,1,19,13,-,19,13,-,x,x,x,-,x,-,-,-,x,x,…,…,…,…
2,13109,品川区,1,14,パルプ・紙・紙加工品製造業,6,62,47,-,62,47,-,20328,42403,91244,80887,8942,-,-,1415,45229,45229,…,…,…,…
2,13109,品川区,1,15,印刷・同関連業,48,473,345,1,473,345,1,202116,207307,612554,436834,172738,-,-,2982,375233,375233,…,…,…,…
2,13109,品川区,1,16,化学工業,3,66,28,-,66,28,-,23873,62991,109292,101624,-,-,-,7668,43489,43489,…,…,…,…
2,13109,品川区,1,18,プラスチック製品製造業（別掲を除く）,29,291,192,4,295,196,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13109,品川区,1,19,ゴム製品製造業,2,18,12,-,18,12,-,x,x,x,x,-,-,x,x,x,x,…,…,…,…
2,13109,品川区,1,20,なめし革・同製品・毛皮製造業,1,7,3,-,7,3,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13109,品川区,1,21,窯業・土石製品製造業,5,78,65,-,77,64,1,36206,192866,327263,244460,12910,1270,-,68623,126443,126443,…,…,…,…
2,13109,品川区,1,22,鉄鋼業,1,10,7,-,10,7,-,x,x,x,-,x,-,-,-,x,x,…,…,…,…
2,13109,品川区,1,23,非鉄金属製造業,4,44,31,-,44,31,-,21764,34662,69177,58527,10650,-,-,-,31958,31958,…,…,…,…
2,13109,品川区,1,24,金属製品製造業,38,325,226,-,323,224,2,x,x,x,x,x,x,x,x,x,x,…,…,…,…
2,13109,品川区,1,25,はん用機械器具製造業,15,165,122,-,165,122,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13109,品川区,1,26,生産用機械器具製造業,46,424,321,-,424,321,-,179150,242641,685701,544987,103951,5384,-,31379,410799,410799,…,…,…,…
2,13109,品川区,1,27,業務用機械器具製造業,14,165,131,-,164,130,1,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13109,品川区,1,28,電子部品・デバイス・電子回路製造業,9,94,61,-,94,61,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13109,品川区,1,29,電気機械器具製造業,19,201,144,-,201,144,-,82083,153633,331065,290593,26739,3383,-,10350,164425,164425,…,…,…,…
2,13109,品川区,1,30,情報通信機械器具製造業,1,7,4,-,7,4,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13109,品川区,1,31,輸送用機械器具製造業,5,90,72,1,91,73,-,48141,74980,120341,97769,22572,-,-,-,42000,42000,…,…,…,…
2,13109,品川区,1,32,その他の製造業,10,93,49,-,93,49,-,41654,107952,205986,184430,4075,-,-,17481,90773,90773,…,…,…,…
2,13110,目黒区,0,00,総数,95,1020,675,1,1017,673,4,421374,880316,1684071,1378954,167245,19863,-,118009,744570,744570,…,…,…,…
2,13110,目黒区,1,09,食料品製造業,14,205,97,-,204,96,1,62498,150287,291943,266075,10706,-,-,15162,131416,131416,…,…,…,…
2,13110,目黒区,1,11,繊維工業,2,9,2,-,9,2,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13110,目黒区,1,13,家具・装備品製造業,1,4,3,-,4,3,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13110,目黒区,1,14,パルプ・紙・紙加工品製造業,2,9,8,-,9,8,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13110,目黒区,1,15,印刷・同関連業,6,54,40,-,54,40,-,20567,48837,78562,70324,8238,-,-,-,27524,27524,…,…,…,…
2,13110,目黒区,1,16,化学工業,4,65,38,1,66,39,-,32782,63876,158724,135556,22030,-,-,1138,87822,87822,…,…,…,…
2,13110,目黒区,1,18,プラスチック製品製造業（別掲を除く）,7,53,32,-,53,32,-,17035,15911,45431,40059,5372,-,-,-,27333,27333,…,…,…,…
2,13110,目黒区,1,21,窯業・土石製品製造業,1,24,18,-,24,18,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13110,目黒区,1,23,非鉄金属製造業,2,25,18,-,25,18,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13110,目黒区,1,24,金属製品製造業,13,121,85,-,119,84,2,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13110,目黒区,1,25,はん用機械器具製造業,9,98,75,-,98,75,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13110,目黒区,1,26,生産用機械器具製造業,10,94,79,-,94,79,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13110,目黒区,1,27,業務用機械器具製造業,4,34,28,-,34,28,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13110,目黒区,1,28,電子部品・デバイス・電子回路製造業,3,22,14,-,22,14,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13110,目黒区,1,29,電気機械器具製造業,6,74,56,-,74,56,-,39000,99634,165336,112273,13370,5297,-,34396,60848,60848,…,…,…,…
2,13110,目黒区,1,30,情報通信機械器具製造業,2,19,14,-,19,14,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13110,目黒区,1,31,輸送用機械器具製造業,3,34,29,-,34,29,-,12749,21489,44410,34286,x,x,-,5527,21223,21223,…,…,…,…
2,13110,目黒区,1,32,その他の製造業,6,76,39,-,75,38,1,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13111,大田区,0,00,総数,1017,10875,7883,16,10876,7884,15,4644147,11661738,21567368,17652509,3090333,127064,9502,687960,9201672,9201672,…,…,…,…
2,13111,大田区,1,09,食料品製造業,36,487,240,-,484,238,3,146930,349344,817271,656239,52684,-,-,108348,433556,433556,…,…,…,…
2,13111,大田区,1,10,飲料・たばこ・飼料製造業,1,17,14,-,17,14,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13111,大田区,1,11,繊維工業,12,108,45,-,106,43,2,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13111,大田区,1,12,木材・木製品製造業（家具を除く）,2,21,21,-,21,21,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13111,大田区,1,13,家具・装備品製造業,6,52,41,-,52,41,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13111,大田区,1,14,パルプ・紙・紙加工品製造業,13,142,92,-,141,91,1,x,x,x,x,x,-,x,x,x,x,…,…,…,…
2,13111,大田区,1,15,印刷・同関連業,40,325,219,-,323,217,2,129700,227502,436748,306032,114623,-,-,16093,193898,193898,…,…,…,…
2,13111,大田区,1,16,化学工業,11,142,107,-,142,107,-,58385,141217,297903,272218,3934,-,-,21751,145386,145386,…,…,…,…
2,13111,大田区,1,18,プラスチック製品製造業（別掲を除く）,88,992,633,-,992,633,-,400563,645641,1331972,1033750,254691,-,1189,42342,635492,635492,…,…,…,…
2,13111,大田区,1,19,ゴム製品製造業,7,65,41,-,65,41,-,x,x,x,x,x,-,x,x,x,x,…,…,…,…
2,13111,大田区,1,20,なめし革・同製品・毛皮製造業,2,46,37,-,46,37,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13111,大田区,1,21,窯業・土石製品製造業,15,183,142,-,183,142,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13111,大田区,1,22,鉄鋼業,22,261,210,-,261,210,-,131233,1225026,1512142,1338254,47497,-,7209,119182,265850,265850,…,…,…,…
2,13111,大田区,1,23,非鉄金属製造業,26,276,210,-,275,209,1,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13111,大田区,1,24,金属製品製造業,213,2001,1474,6,2006,1479,1,852121,1152495,2894386,1787235,1075766,3140,408,27837,1613758,1613758,…,…,…,…
2,13111,大田区,1,25,はん用機械器具製造業,77,794,634,-,794,634,-,347104,634677,1341595,1087769,210797,-,89,42940,654981,654981,…,…,…,…
2,13111,大田区,1,26,生産用機械器具製造業,192,2040,1580,9,2047,1586,2,982502,1813768,4071946,3324980,573907,100060,563,72436,2099528,2099528,…,…,…,…
2,13111,大田区,1,27,業務用機械器具製造業,67,767,582,-,767,582,-,340181,565027,1237844,1069084,84328,12252,19,72161,624157,624157,…,…,…,…
2,13111,大田区,1,28,電子部品・デバイス・電子回路製造業,29,404,283,-,404,283,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13111,大田区,1,29,電気機械器具製造業,78,845,609,1,844,608,2,359615,756709,1473315,1340519,85968,9830,-,36998,663687,663687,…,…,…,…
2,13111,大田区,1,30,情報通信機械器具製造業,6,89,63,-,89,63,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13111,大田区,1,31,輸送用機械器具製造業,54,565,424,-,565,424,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13111,大田区,1,32,その他の製造業,20,253,182,-,252,181,1,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13112,世田谷区,0,00,総数,118,1337,870,5,1342,874,-,528127,1620846,2875214,2334791,110820,447,5,429151,1165692,1165692,…,…,…,…
2,13112,世田谷区,1,09,食料品製造業,19,223,118,-,223,118,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13112,世田谷区,1,11,繊維工業,5,58,18,-,58,18,-,15530,28346,61468,23637,37831,-,-,-,30668,30668,…,…,…,…
2,13112,世田谷区,1,13,家具・装備品製造業,5,53,42,-,53,42,-,23893,53706,104857,103276,500,81,-,1000,47363,47363,…,…,…,…
2,13112,世田谷区,1,14,パルプ・紙・紙加工品製造業,1,5,2,-,5,2,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13112,世田谷区,1,15,印刷・同関連業,15,152,93,-,152,93,-,53695,90954,179611,161270,8116,-,-,10225,82106,82106,…,…,…,…
2,13112,世田谷区,1,16,化学工業,7,133,82,2,135,83,-,59884,276068,409723,258607,2241,71,-,148804,123802,123802,…,…,…,…
2,13112,世田谷区,1,18,プラスチック製品製造業（別掲を除く）,3,32,20,-,32,20,-,4212,7975,12923,11833,1065,-,-,25,4582,4582,…,…,…,…
2,13112,世田谷区,1,19,ゴム製品製造業,1,4,1,-,4,1,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13112,世田谷区,1,21,窯業・土石製品製造業,5,92,84,3,95,87,-,49663,373718,574971,569049,-,-,-,5922,186784,186784,…,…,…,…
2,13112,世田谷区,1,23,非鉄金属製造業,1,8,6,-,8,6,-,x,x,x,-,x,-,-,-,x,x,…,…,…,…
2,13112,世田谷区,1,24,金属製品製造業,15,140,99,-,140,99,-,61177,78691,200677,166800,24398,-,-,9479,112951,112951,…,…,…,…
2,13112,世田谷区,1,25,はん用機械器具製造業,2,34,25,-,34,25,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13112,世田谷区,1,26,生産用機械器具製造業,10,109,88,-,109,88,-,49018,90536,172822,169672,708,-,5,2437,76349,76349,…,…,…,…
2,13112,世田谷区,1,27,業務用機械器具製造業,10,110,70,-,110,70,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13112,世田谷区,1,28,電子部品・デバイス・電子回路製造業,2,41,27,-,41,27,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13112,世田谷区,1,29,電気機械器具製造業,12,103,64,-,103,64,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13112,世田谷区,1,30,情報通信機械器具製造業,1,13,9,-,13,9,-,x,x,x,x,-,x,-,-,x,x,…,…,…,…
2,13112,世田谷区,1,31,輸送用機械器具製造業,1,6,5,-,6,5,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13112,世田谷区,1,32,その他の製造業,3,21,17,-,21,17,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13113,渋谷区,0,00,総数,36,380,213,-,380,213,-,144003,235576,506655,484840,7847,1358,-,12610,251866,251866,…,…,…,…
2,13113,渋谷区,1,09,食料品製造業,2,48,20,-,48,20,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13113,渋谷区,1,11,繊維工業,2,15,-,-,15,-,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13113,渋谷区,1,13,家具・装備品製造業,1,7,5,-,7,5,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13113,渋谷区,1,14,パルプ・紙・紙加工品製造業,1,10,3,-,10,3,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13113,渋谷区,1,15,印刷・同関連業,10,100,62,-,100,62,-,x,x,x,x,x,x,-,-,x,x,…,…,…,…
2,13113,渋谷区,1,16,化学工業,1,9,3,-,9,3,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13113,渋谷区,1,18,プラスチック製品製造業（別掲を除く）,2,10,6,-,10,6,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13113,渋谷区,1,24,金属製品製造業,1,12,9,-,12,9,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13113,渋谷区,1,27,業務用機械器具製造業,3,42,25,-,42,25,-,x,x,x,x,-,x,-,x,x,x,…,…,…,…
2,13113,渋谷区,1,29,電気機械器具製造業,6,61,43,-,61,43,-,24517,27910,69707,59048,1582,1305,-,7772,39244,39244,…,…,…,…
2,13113,渋谷区,1,30,情報通信機械器具製造業,1,4,3,-,4,3,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13113,渋谷区,1,32,その他の製造業,6,62,34,-,62,34,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13114,中野区,0,00,総数,54,538,339,12,550,351,-,207512,406303,805199,557546,105824,1449,47,140333,372212,372212,…,…,…,…
2,13114,中野区,1,09,食料品製造業,5,61,39,-,61,39,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13114,中野区,1,10,飲料・たばこ・飼料製造業,2,14,9,-,14,9,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13114,中野区,1,11,繊維工業,5,50,21,-,50,21,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13114,中野区,1,13,家具・装備品製造業,1,4,3,-,4,3,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13114,中野区,1,14,パルプ・紙・紙加工品製造業,3,45,27,-,45,27,-,15990,39854,70312,70154,x,-,x,-,28202,28202,…,…,…,…
2,13114,中野区,1,15,印刷・同関連業,12,100,58,-,100,58,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13114,中野区,1,16,化学工業,2,17,11,12,29,23,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13114,中野区,1,20,なめし革・同製品・毛皮製造業,1,7,3,-,7,3,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13114,中野区,1,21,窯業・土石製品製造業,2,12,5,-,12,5,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13114,中野区,1,24,金属製品製造業,4,73,52,-,73,52,-,30461,41548,106892,57846,31446,-,-,17600,60504,60504,…,…,…,…
2,13114,中野区,1,26,生産用機械器具製造業,4,26,23,-,26,23,-,x,x,x,x,-,x,-,-,x,x,…,…,…,…
2,13114,中野区,1,27,業務用機械器具製造業,3,27,19,-,27,19,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13114,中野区,1,28,電子部品・デバイス・電子回路製造業,1,5,3,-,5,3,-,x,x,x,x,x,x,-,-,x,x,…,…,…,…
2,13114,中野区,1,29,電気機械器具製造業,2,28,14,-,28,14,-,x,x,x,x,-,-,x,x,x,x,…,…,…,…
2,13114,中野区,1,31,輸送用機械器具製造業,1,20,19,-,20,19,-,x,x,x,-,x,-,-,-,x,x,…,…,…,…
2,13114,中野区,1,32,その他の製造業,6,49,33,-,49,33,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13115,杉並区,0,00,総数,86,876,559,2,877,559,1,344456,747562,1490057,1077324,165438,17496,-,229799,691534,691534,…,…,…,…
2,13115,杉並区,1,09,食料品製造業,10,115,62,1,116,63,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13115,杉並区,1,11,繊維工業,6,70,33,-,70,33,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13115,杉並区,1,12,木材・木製品製造業（家具を除く）,1,4,4,-,4,4,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13115,杉並区,1,13,家具・装備品製造業,5,33,21,-,33,21,-,16355,33646,55333,28006,14518,1938,-,10871,20081,20081,…,…,…,…
2,13115,杉並区,1,14,パルプ・紙・紙加工品製造業,2,12,3,-,12,3,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13115,杉並区,1,15,印刷・同関連業,19,181,109,1,181,108,1,72451,164297,298062,243066,54996,-,-,-,123858,123858,…,…,…,…
2,13115,杉並区,1,18,プラスチック製品製造業（別掲を除く）,2,30,14,-,30,14,-,x,x,x,-,x,-,-,x,x,x,…,…,…,…
2,13115,杉並区,1,21,窯業・土石製品製造業,1,5,4,-,5,4,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13115,杉並区,1,22,鉄鋼業,2,15,12,-,15,12,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13115,杉並区,1,24,金属製品製造業,4,27,22,-,27,22,-,6613,17802,30575,16394,11775,-,-,2406,11827,11827,…,…,…,…
2,13115,杉並区,1,25,はん用機械器具製造業,2,17,15,-,17,15,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13115,杉並区,1,26,生産用機械器具製造業,5,42,33,-,42,33,-,15598,24563,55731,49090,-,2792,-,3849,29377,29377,…,…,…,…
2,13115,杉並区,1,27,業務用機械器具製造業,7,67,37,-,67,37,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13115,杉並区,1,28,電子部品・デバイス・電子回路製造業,1,11,7,-,11,7,-,x,x,x,x,-,x,-,-,x,x,…,…,…,…
2,13115,杉並区,1,29,電気機械器具製造業,7,100,69,-,100,69,-,x,x,x,x,-,x,-,x,x,x,…,…,…,…
2,13115,杉並区,1,30,情報通信機械器具製造業,2,48,40,-,48,40,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13115,杉並区,1,31,輸送用機械器具製造業,3,30,21,-,30,21,-,9313,26857,46751,39340,1795,5616,-,-,18420,18420,…,…,…,…
2,13115,杉並区,1,32,その他の製造業,7,69,53,-,69,53,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13116,豊島区,0,00,総数,104,1171,792,-,1170,792,1,456090,821362,1824032,1384948,303317,2744,69,132954,945330,945330,…,…,…,…
2,13116,豊島区,1,09,食料品製造業,7,97,58,-,97,58,-,35004,92227,176312,169623,700,-,-,5989,77856,77856,…,…,…,…
2,13116,豊島区,1,11,繊維工業,9,78,28,-,77,28,1,22226,31990,76564,17597,58812,155,-,-,41272,41272,…,…,…,…
2,13116,豊島区,1,12,木材・木製品製造業（家具を除く）,1,13,10,-,13,10,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13116,豊島区,1,13,家具・装備品製造業,2,10,8,-,10,8,-,x,x,x,x,x,x,-,-,x,x,…,…,…,…
2,13116,豊島区,1,14,パルプ・紙・紙加工品製造業,5,51,25,-,51,25,-,11552,22019,41213,39441,-,-,-,1772,17772,17772,…,…,…,…
2,13116,豊島区,1,15,印刷・同関連業,42,490,364,-,490,364,-,181990,291994,665771,551940,111954,-,-,1877,346191,346191,…,…,…,…
2,13116,豊島区,1,16,化学工業,3,50,26,-,50,26,-,21461,88980,128174,63731,-,-,-,64443,36290,36290,…,…,…,…
2,13116,豊島区,1,18,プラスチック製品製造業（別掲を除く）,3,47,30,-,47,30,-,15857,35726,69044,6323,62721,-,-,-,30977,30977,…,…,…,…
2,13116,豊島区,1,19,ゴム製品製造業,2,16,15,-,16,15,-,x,x,x,x,-,-,x,x,x,x,…,…,…,…
2,13116,豊島区,1,20,なめし革・同製品・毛皮製造業,2,11,5,-,11,5,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13116,豊島区,1,21,窯業・土石製品製造業,1,10,7,-,10,7,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13116,豊島区,1,24,金属製品製造業,6,60,42,-,60,42,-,26891,17918,64088,24137,31154,-,-,8797,42751,42751,…,…,…,…
2,13116,豊島区,1,25,はん用機械器具製造業,2,25,19,-,25,19,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13116,豊島区,1,26,生産用機械器具製造業,1,11,11,-,11,11,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13116,豊島区,1,27,業務用機械器具製造業,5,67,47,-,67,47,-,x,x,x,x,-,x,-,x,x,x,…,…,…,…
2,13116,豊島区,1,29,電気機械器具製造業,7,68,47,-,68,47,-,54801,89289,286576,240065,23999,1355,-,21157,197400,197400,…,…,…,…
2,13116,豊島区,1,30,情報通信機械器具製造業,2,27,21,-,27,21,-,x,x,x,x,-,x,-,x,x,x,…,…,…,…
2,13116,豊島区,1,32,その他の製造業,4,40,29,-,40,29,-,x,x,x,x,-,-,x,x,x,x,…,…,…,…
2,13117,北区,0,00,総数,183,1958,1287,16,1966,1294,8,821662,1692430,3146703,2294011,623947,7164,302,221279,1348516,1348516,…,…,…,…
2,13117,北区,1,09,食料品製造業,11,127,70,-,127,70,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13117,北区,1,11,繊維工業,11,111,38,-,107,35,4,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13117,北区,1,13,家具・装備品製造業,1,9,6,-,9,6,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13117,北区,1,14,パルプ・紙・紙加工品製造業,6,49,35,-,49,35,-,x,x,x,x,x,-,x,x,x,x,…,…,…,…
2,13117,北区,1,15,印刷・同関連業,55,605,448,2,606,448,1,278251,436247,884935,586274,291222,-,286,7153,415504,415504,…,…,…,…
2,13117,北区,1,16,化学工業,3,48,41,3,51,44,-,21553,120362,160711,151060,569,-,-,9082,38033,38033,…,…,…,…
2,13117,北区,1,18,プラスチック製品製造業（別掲を除く）,6,51,23,-,50,22,1,17324,12150,43118,36189,6929,-,-,-,28674,28674,…,…,…,…
2,13117,北区,1,19,ゴム製品製造業,4,36,25,-,36,25,-,10443,34786,60810,54585,2202,-,-,4023,24096,24096,…,…,…,…
2,13117,北区,1,20,なめし革・同製品・毛皮製造業,7,55,29,-,55,29,-,15543,36914,83466,63086,800,-,-,19580,43103,43103,…,…,…,…
2,13117,北区,1,21,窯業・土石製品製造業,1,10,9,-,10,9,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13117,北区,1,22,鉄鋼業,1,29,21,-,29,21,-,x,x,x,-,x,-,-,-,x,x,…,…,…,…
2,13117,北区,1,23,非鉄金属製造業,2,22,17,-,22,17,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13117,北区,1,24,金属製品製造業,18,184,123,3,187,126,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13117,北区,1,25,はん用機械器具製造業,5,31,25,-,30,24,1,x,x,x,x,x,x,x,x,x,x,…,…,…,…
2,13117,北区,1,26,生産用機械器具製造業,8,79,63,-,79,63,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13117,北区,1,27,業務用機械器具製造業,9,93,59,-,92,59,1,42058,133665,192675,70775,540,5248,-,116112,54639,54639,…,…,…,…
2,13117,北区,1,28,電子部品・デバイス・電子回路製造業,2,26,16,-,26,16,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13117,北区,1,29,電気機械器具製造業,11,163,112,7,170,117,-,72995,113788,215200,200465,3180,-,-,11555,94295,94295,…,…,…,…
2,13117,北区,1,30,情報通信機械器具製造業,1,16,15,-,16,15,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13117,北区,1,31,輸送用機械器具製造業,6,52,27,-,52,27,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13117,北区,1,32,その他の製造業,15,162,85,1,163,86,-,60830,84425,208856,160887,35622,89,-,12258,115895,115895,…,…,…,…
2,13118,荒川区,0,00,総数,356,3396,2353,-,3382,2343,14,1303138,2277311,4688578,3448869,1008445,48139,1991,181134,2238853,2238853,…,…,…,…
2,13118,荒川区,1,09,食料品製造業,14,122,68,-,121,67,1,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13118,荒川区,1,10,飲料・たばこ・飼料製造業,1,22,22,-,22,22,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13118,荒川区,1,11,繊維工業,11,88,31,-,88,31,-,30456,53168,98857,73316,25541,-,-,-,42305,42305,…,…,…,…
2,13118,荒川区,1,12,木材・木製品製造業（家具を除く）,1,25,13,-,25,13,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13118,荒川区,1,13,家具・装備品製造業,8,66,46,-,64,45,2,25696,45974,99444,97776,1577,91,-,-,49509,49509,…,…,…,…
2,13118,荒川区,1,14,パルプ・紙・紙加工品製造業,21,158,100,-,156,98,2,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13118,荒川区,1,15,印刷・同関連業,84,893,664,-,892,663,1,364203,538775,1222504,803807,415864,-,606,2227,633177,633177,…,…,…,…
2,13118,荒川区,1,16,化学工業,2,33,24,-,33,24,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13118,荒川区,1,18,プラスチック製品製造業（別掲を除く）,22,208,128,-,208,128,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13118,荒川区,1,19,ゴム製品製造業,12,112,77,-,111,76,1,34005,48229,101278,89518,4658,-,-,7102,49288,49288,…,…,…,…
2,13118,荒川区,1,20,なめし革・同製品・毛皮製造業,9,88,69,-,88,69,-,x,x,x,x,x,x,-,-,x,x,…,…,…,…
2,13118,荒川区,1,21,窯業・土石製品製造業,4,46,30,-,46,30,-,21154,11563,46162,35493,10000,-,-,669,32036,32036,…,…,…,…
2,13118,荒川区,1,22,鉄鋼業,3,15,10,-,15,10,-,6794,13103,28730,25110,1746,-,-,1874,14469,14469,…,…,…,…
