事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
30人以上,L 不動産業,平成20,2008,7月,59651,1020,1113,59560,7597,251,257,7589
30人以上,L 不動産業,平成20,2008,8月,59560,488,626,59433,7589,179,209,7548
30人以上,L 不動産業,平成20,2008,9月,59407,625,683,59349,7574,325,129,7770
30人以上,L 不動産業,平成20,2008,10月,59330,1013,1652,58689,7789,265,184,7872
30人以上,L 不動産業,平成20,2008,11月,59009,438,771,58677,7552,145,307,7389
30人以上,L 不動産業,平成20,2008,12月,58960,514,718,58756,7106,174,181,7099
30人以上,"M 飲食店,宿泊業",平成17,2005,年平均,87499,2252,2248,87509,90567,3344,4316,89591
30人以上,"M 飲食店,宿泊業",平成18,2006,年平均,77296,2123,2186,77235,94744,4258,4506,94494
30人以上,"M 飲食店,宿泊業",平成19,2007,年平均,76690,2091,1760,76766,94352,4557,4615,94549
30人以上,"M 飲食店,宿泊業",平成20,2008,年平均,88425,2629,1709,89388,88775,4562,4062,89231
30人以上,"M 飲食店,宿泊業",平成20,2008,1月,87794,2019,1609,88229,86093,3544,1355,88257
30人以上,"M 飲食店,宿泊業",平成20,2008,2月,88477,2064,2398,88144,88009,2599,4522,86085
30人以上,"M 飲食店,宿泊業",平成20,2008,3月,86651,1364,1653,86363,87578,3577,4016,87138
30人以上,"M 飲食店,宿泊業",平成20,2008,4月,80928,6713,1627,86189,92573,3566,10049,85915
30人以上,"M 飲食店,宿泊業",平成20,2008,5月,88199,2533,1754,88979,83905,6526,3261,87169
30人以上,"M 飲食店,宿泊業",平成20,2008,6月,88978,2433,1552,89956,87170,5041,4300,87814
30人以上,"M 飲食店,宿泊業",平成20,2008,7月,90419,1609,2924,89191,87351,6113,4236,89141
30人以上,"M 飲食店,宿泊業",平成20,2008,8月,89062,1294,2142,88261,89270,4580,3879,89924
30人以上,"M 飲食店,宿泊業",平成20,2008,9月,88396,1222,1499,88216,89789,4936,3987,90641
30人以上,"M 飲食店,宿泊業",平成20,2008,10月,88216,974,1721,87469,90641,4785,3941,91485
30人以上,"M 飲食店,宿泊業",平成20,2008,11月,88375,7879,647,95607,90579,4309,2543,92345
30人以上,"M 飲食店,宿泊業",平成20,2008,12月,95607,1439,980,96065,92345,5165,2655,94856
30人以上,"N 医療,福祉",平成17,2005,年平均,199568,2571,2836,199300,59474,2309,2107,59679
30人以上,"N 医療,福祉",平成18,2006,年平均,201530,3113,3048,201596,56359,2103,2346,56116
30人以上,"N 医療,福祉",平成19,2007,年平均,202909,3963,3914,202860,54920,2268,2112,55174
30人以上,"N 医療,福祉",平成20,2008,年平均,205050,3906,3472,205498,57575,2129,2053,57638
30人以上,"N 医療,福祉",平成20,2008,1月,199484,3086,4266,198304,59524,1854,2029,59349
30人以上,"N 医療,福祉",平成20,2008,2月,198401,2863,2630,198634,59252,1813,1143,59922
30人以上,"N 医療,福祉",平成20,2008,3月,201394,3615,5172,199836,57162,1429,2401,56191
30人以上,"N 医療,福祉",平成20,2008,4月,199579,19570,11318,207828,56448,4078,4243,56286
30人以上,"N 医療,福祉",平成20,2008,5月,207788,3624,2601,208932,56326,1817,3369,54653
30人以上,"N 医療,福祉",平成20,2008,6月,208930,2440,3411,208019,54655,2773,986,56382
30人以上,"N 医療,福祉",平成20,2008,7月,207857,1900,2552,207205,56544,2942,1144,58342
30人以上,"N 医療,福祉",平成20,2008,8月,207204,2802,2872,207134,58343,1733,1442,58634
30人以上,"N 医療,福祉",平成20,2008,9月,206814,2507,1720,207603,58954,1321,2164,58109
30人以上,"N 医療,福祉",平成20,2008,10月,207983,1926,2350,207560,57729,2233,2240,57721
30人以上,"N 医療,福祉",平成20,2008,11月,207522,1553,1275,207770,57759,1891,1608,58072
30人以上,"N 医療,福祉",平成20,2008,12月,207643,991,1494,207140,58199,1665,1868,57996
30人以上,"O 教育,学習支援業",平成17,2005,年平均,170054,2372,2659,169887,82221,3163,3312,81952
30人以上,"O 教育,学習支援業",平成18,2006,年平均,167968,2276,2383,167861,80553,3291,3384,80459
30人以上,"O 教育,学習支援業",平成19,2007,年平均,218032,3375,2985,218416,36456,1867,1603,36727
30人以上,"O 教育,学習支援業",平成20,2008,年平均,216594,4029,3199,217495,47907,2072,2170,47738
30人以上,"O 教育,学習支援業",平成20,2008,1月,209399,505,632,209273,48426,1234,434,49225
30人以上,"O 教育,学習支援業",平成20,2008,2月,210156,287,3852,206593,48342,785,3341,45784
30人以上,"O 教育,学習支援業",平成20,2008,3月,206433,515,2269,204681,45944,710,2977,43675
30人以上,"O 教育,学習支援業",平成20,2008,4月,204681,30427,12846,222263,43675,9188,7112,45750
30人以上,"O 教育,学習支援業",平成20,2008,5月,222262,1678,1392,222713,45751,3900,1874,47612
30人以上,"O 教育,学習支援業",平成20,2008,6月,220546,1218,1071,220692,49779,945,790,49935
30人以上,"O 教育,学習支援業",平成20,2008,7月,220692,1425,1329,221122,49935,540,246,49895
30人以上,"O 教育,学習支援業",平成20,2008,8月,222226,1365,796,222807,48791,343,1839,47283
30人以上,"O 教育,学習支援業",平成20,2008,9月,221643,814,5170,217622,48447,1660,1414,48358
30人以上,"O 教育,学習支援業",平成20,2008,10月,217622,9458,2838,224242,48358,3126,3629,47855
30人以上,"O 教育,学習支援業",平成20,2008,11月,223833,358,4552,219638,48264,1695,788,49172
30人以上,"O 教育,学習支援業",平成20,2008,12月,219638,296,1646,218288,49172,736,1595,48313
30人以上,P 複合サービス事業,平成17,2005,年平均,26080,301,372,26008,15150,674,407,15418
30人以上,P 複合サービス事業,平成18,2006,年平均,24762,533,429,24866,16231,597,576,16253
30人以上,P 複合サービス事業,平成19,2007,年平均,29433,353,579,29206,13072,393,433,13032
30人以上,P 複合サービス事業,平成20,2008,年平均,32168,251,268,32152,7034,122,196,6959
30人以上,P 複合サービス事業,平成20,2008,1月,32900,14,42,32873,7064,115,57,7121
30人以上,P 複合サービス事業,平成20,2008,2月,33949,1241,449,34741,6045,0,1029,5016
30人以上,P 複合サービス事業,平成20,2008,3月,32669,26,742,31953,7088,170,227,7031
30人以上,P 複合サービス事業,平成20,2008,4月,31953,1216,1044,32125,7031,57,114,6974
30人以上,P 複合サービス事業,平成20,2008,5月,32048,0,37,32011,7051,127,38,7140
30人以上,P 複合サービス事業,平成20,2008,6月,32011,0,183,31829,7140,114,57,7196
30人以上,P 複合サービス事業,平成20,2008,7月,31828,95,82,31841,7197,170,57,7310
30人以上,P 複合サービス事業,平成20,2008,8月,31841,57,12,31886,7310,170,297,7183
30人以上,P 複合サービス事業,平成20,2008,9月,31886,278,486,31678,7183,57,170,7070
30人以上,P 複合サービス事業,平成20,2008,10月,31678,14,58,31636,7070,240,195,7113
30人以上,P 複合サービス事業,平成20,2008,11月,31636,38,57,31617,7113,114,114,7113
30人以上,P 複合サービス事業,平成20,2008,12月,31617,38,25,31630,7113,127,0,7240
30人以上,Q サービス業（他に分類されないもの）,平成17,2005,年平均,695301,13225,11578,696950,142792,5687,6014,142462
30人以上,Q サービス業（他に分類されないもの）,平成18,2006,年平均,712297,13768,12773,713342,155192,6439,5818,155762
30人以上,Q サービス業（他に分類されないもの）,平成19,2007,年平均,755869,17197,15469,757631,135663,6605,6157,136075
30人以上,Q サービス業（他に分類されないもの）,平成20,2008,年平均,772164,14802,14507,772659,136196,7747,6240,137503
30人以上,Q サービス業（他に分類されないもの）,平成20,2008,1月,767685,10849,12136,766396,134843,4198,7692,131351
30人以上,Q サービス業（他に分類されないもの）,平成20,2008,2月,767820,10344,10733,767432,129927,9239,6392,132773
30人以上,Q サービス業（他に分類されないもの）,平成20,2008,3月,770682,12107,12446,770848,129523,6895,4759,131154
30人以上,Q サービス業（他に分類されないもの）,平成20,2008,4月,766547,50682,38775,779315,135455,13086,9203,138477
30人以上,Q サービス業（他に分類されないもの）,平成20,2008,5月,777998,15012,15218,778319,139794,5948,10686,134529
30人以上,Q サービス業（他に分類されないもの）,平成20,2008,6月,778993,12059,13207,777870,133855,6159,5431,134558
30人以上,Q サービス業（他に分類されないもの）,平成20,2008,7月,776999,14481,15313,776348,135430,6882,4759,137372
30人以上,Q サービス業（他に分類されないもの）,平成20,2008,8月,776555,9564,14220,772011,137165,6259,5766,137546
30人以上,Q サービス業（他に分類されないもの）,平成20,2008,9月,775221,10983,9284,776941,134336,5262,5810,133767
30人以上,Q サービス業（他に分類されないもの）,平成20,2008,10月,768972,13087,12076,769983,141736,6116,6177,141675
30人以上,Q サービス業（他に分類されないもの）,平成20,2008,11月,770684,7502,11930,766309,140974,6296,4410,142807
30人以上,Q サービス業（他に分類されないもの）,平成20,2008,12月,767806,10959,8751,770138,141311,16629,3789,154027
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成20年確報,,,,,,,,,,,,
第１１－２表　産業、就業形態別労働者数　（事業所規模３０人以上）,,,,,,,,,,,,
