事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
30人以上,E 建設業,平成20,2008,7月,21.5,183.6,166.1,17.5,17.8,131.8,128.5,3.3
30人以上,E 建設業,平成20,2008,8月,19.3,165.1,148,17.1,15.8,115.2,111.6,3.6
30人以上,E 建設業,平成20,2008,9月,20,170.2,152.7,17.5,17.3,126.6,123.7,2.9
30人以上,E 建設業,平成20,2008,10月,21.4,182.3,164,18.3,18.1,132.1,129,3.1
30人以上,E 建設業,平成20,2008,11月,20,173.2,153.1,20.1,15.9,115,112.2,2.8
30人以上,E 建設業,平成20,2008,12月,19.9,170.8,152.7,18.1,16.2,118.4,114.8,3.6
30人以上,F 製造業,平成17,2005,年平均,19.4,164.2,149.1,15.1,17.9,139.6,131.1,8.5
30人以上,F 製造業,平成18,2006,年平均,19.5,166,150.4,15.6,18.3,144.3,134.9,9.4
30人以上,F 製造業,平成19,2007,年平均,19.3,162.4,147.8,14.6,17.6,117.7,113.1,4.6
30人以上,F 製造業,平成20,2008,年平均,19.3,160.5,146.7,13.8,17.5,117.9,113.4,4.5
30人以上,F 製造業,平成20,2008,1月,17.1,142.9,130,12.9,16,107.4,103.1,4.3
30人以上,F 製造業,平成20,2008,2月,19.6,163.9,149.5,14.4,18.5,124.4,119.9,4.5
30人以上,F 製造業,平成20,2008,3月,19.4,162.9,147.7,15.2,17.4,117.7,112.9,4.8
30人以上,F 製造業,平成20,2008,4月,20.1,168.1,153,15.1,18.1,120.2,115.9,4.3
30人以上,F 製造業,平成20,2008,5月,18.6,155.2,141.6,13.6,17.1,114.3,109.7,4.6
30人以上,F 製造業,平成20,2008,6月,20.1,166.9,153.2,13.7,18,120.1,115.7,4.4
30人以上,F 製造業,平成20,2008,7月,20.7,172.2,157.8,14.4,18.3,123.6,118.5,5.1
30人以上,F 製造業,平成20,2008,8月,18.5,153.5,140.5,13,17,113.9,109.5,4.4
30人以上,F 製造業,平成20,2008,9月,19,157.8,144.6,13.2,18,121,116.7,4.3
30人以上,F 製造業,平成20,2008,10月,20,166.9,152.6,14.3,17.6,119.2,114.7,4.5
30人以上,F 製造業,平成20,2008,11月,19.3,160.2,146.9,13.3,17.4,118,113.5,4.5
30人以上,F 製造業,平成20,2008,12月,18.8,154.6,142.3,12.3,16.9,115.7,111.1,4.6
30人以上,G 電気・ガス・熱供給・水道業,平成17,2005,年平均,18.9,159.5,143.7,15.8,15.1,91.3,90.5,0.8
30人以上,G 電気・ガス・熱供給・水道業,平成18,2006,年平均,19,161.5,144.6,16.9,15.2,93.9,92.9,1
30人以上,G 電気・ガス・熱供給・水道業,平成19,2007,年平均,19.1,160.1,144.9,15.2,16,119.5,115.8,3.7
30人以上,G 電気・ガス・熱供給・水道業,平成20,2008,年平均,19.1,160,145,15,16,121.1,117.5,3.6
30人以上,G 電気・ガス・熱供給・水道業,平成20,2008,1月,17.6,148.2,133.7,14.5,14.7,110.6,107.3,3.3
30人以上,G 電気・ガス・熱供給・水道業,平成20,2008,2月,18.9,159.7,143.3,16.4,15.7,117.6,114.2,3.4
30人以上,G 電気・ガス・熱供給・水道業,平成20,2008,3月,18.8,160.5,142.2,18.3,15.9,119.7,116,3.7
30人以上,G 電気・ガス・熱供給・水道業,平成20,2008,4月,20.2,169.7,154,15.7,16.3,122.5,118.6,3.9
30人以上,G 電気・ガス・熱供給・水道業,平成20,2008,5月,18.3,152.9,138.8,14.1,15.1,113.4,109.9,3.5
30人以上,G 電気・ガス・熱供給・水道業,平成20,2008,6月,19.7,163.3,149.6,13.7,16.1,121.3,117.9,3.4
30人以上,G 電気・ガス・熱供給・水道業,平成20,2008,7月,20.7,172.4,157.2,15.2,17.8,135.1,131,4.1
30人以上,G 電気・ガス・熱供給・水道業,平成20,2008,8月,18.7,155.9,142.2,13.7,16.5,124.9,121.9,3
30人以上,G 電気・ガス・熱供給・水道業,平成20,2008,9月,19.5,163.4,148.2,15.2,16.2,122.7,119,3.7
30人以上,G 電気・ガス・熱供給・水道業,平成20,2008,10月,20.7,173.8,157.6,16.2,17.8,134.1,130.4,3.7
30人以上,G 電気・ガス・熱供給・水道業,平成20,2008,11月,18.2,152.8,138.2,14.6,15.4,117.4,113.8,3.6
30人以上,G 電気・ガス・熱供給・水道業,平成20,2008,12月,18,149.4,136.5,12.9,15.5,117.7,114,3.7
30人以上,H 情報通信業,平成17,2005,年平均,19.1,166.9,143.6,23.3,17.2,127.3,107.1,20.2
30人以上,H 情報通信業,平成18,2006,年平均,19.1,166.7,144.7,22,17,125.9,105.4,20.5
30人以上,H 情報通信業,平成19,2007,年平均,19.4,169.7,148.1,21.6,16.4,113,104.4,8.6
30人以上,H 情報通信業,平成20,2008,年平均,19.3,168.4,146.7,21.7,17.1,121.5,107.2,14.3
30人以上,H 情報通信業,平成20,2008,1月,17.9,157.3,136.4,20.9,15.6,116.4,101.2,15.2
30人以上,H 情報通信業,平成20,2008,2月,18.6,162.4,141.3,21.1,17,126.8,110.7,16.1
30人以上,H 情報通信業,平成20,2008,3月,19.6,171.8,148.8,23,17.3,130.1,114,16.1
30人以上,H 情報通信業,平成20,2008,4月,20.2,177.5,153.9,23.6,17,121.3,107.8,13.5
30人以上,H 情報通信業,平成20,2008,5月,19.3,168,146.7,21.3,17,122.6,107.5,15.1
30人以上,H 情報通信業,平成20,2008,6月,19.4,168.9,148.2,20.7,17.3,119.5,106.3,13.2
30人以上,H 情報通信業,平成20,2008,7月,20.7,178.5,157.3,21.2,17.9,123.2,109.1,14.1
30人以上,H 情報通信業,平成20,2008,8月,19,166.6,145.9,20.7,16.6,116.4,103.4,13
30人以上,H 情報通信業,平成20,2008,9月,18.8,163.5,143.2,20.3,16.8,118,103.3,14.7
30人以上,H 情報通信業,平成20,2008,10月,20.1,174.8,152.7,22.1,19.6,135.8,121,14.8
30人以上,H 情報通信業,平成20,2008,11月,18.5,162.8,140.7,22.1,15.4,107.6,94.8,12.8
30人以上,H 情報通信業,平成20,2008,12月,19.1,168,145.1,22.9,17.3,121.7,108,13.7
30人以上,I 運輸業,平成17,2005,年平均,20.2,179.7,156.3,23.4,13.6,88.6,79.6,9
30人以上,I 運輸業,平成18,2006,年平均,20,178.1,152.9,25.2,12.1,73.2,67.4,5.8
30人以上,I 運輸業,平成19,2007,年平均,20.4,179.9,154.2,25.7,15.2,106.3,94.9,11.4
30人以上,I 運輸業,平成20,2008,年平均,20.4,182.5,157.9,24.6,14.9,108.1,98.3,9.8
30人以上,I 運輸業,平成20,2008,1月,19.1,173.3,149.2,24.1,13.9,104.2,91.5,12.7
30人以上,I 運輸業,平成20,2008,2月,20.4,185.3,159.2,26.1,15.3,111.9,98.3,13.6
30人以上,I 運輸業,平成20,2008,3月,20.3,184.6,158.6,26,15.2,112.9,98.7,14.2
30人以上,I 運輸業,平成20,2008,4月,21,190.6,162.6,28,15.4,112.8,99.9,12.9
30人以上,I 運輸業,平成20,2008,5月,19.9,179.5,155.2,24.3,13.9,99.8,91.8,8
30人以上,I 運輸業,平成20,2008,6月,20.9,186,162.4,23.6,15.4,105.5,98.1,7.4
30人以上,I 運輸業,平成20,2008,7月,21,187.3,162.7,24.6,15.5,111.9,103.2,8.7
30人以上,I 運輸業,平成20,2008,8月,20.4,181,158.4,22.6,14.5,108,100.7,7.3
30人以上,I 運輸業,平成20,2008,9月,20,178.3,154.5,23.8,14.6,105.7,98.8,6.9
30人以上,I 運輸業,平成20,2008,10月,20.5,183.2,158.9,24.3,14.9,105.3,98.7,6.6
30人以上,I 運輸業,平成20,2008,11月,20.4,181.7,157.6,24.1,15,106.4,99.5,6.9
30人以上,I 運輸業,平成20,2008,12月,20.2,180.3,156,24.3,15.6,112.2,102.1,10.1
30人以上,J 卸売・小売業,平成17,2005,年平均,19.7,158.9,149.6,9.3,17.1,92,89.5,2.5
30人以上,J 卸売・小売業,平成18,2006,年平均,19.9,162.4,151.7,10.7,17.2,98.5,95.9,2.6
30人以上,J 卸売・小売業,平成19,2007,年平均,20,164.4,153,11.4,17.6,106.6,103.1,3.5
30人以上,J 卸売・小売業,平成20,2008,年平均,19.9,162.3,152.2,10.1,17.5,108.1,104.4,3.7
30人以上,J 卸売・小売業,平成20,2008,1月,18.4,151.4,141.8,9.6,17.3,103.6,99.5,4.1
30人以上,J 卸売・小売業,平成20,2008,2月,19.8,162,151.8,10.2,17.2,107,103.3,3.7
30人以上,J 卸売・小売業,平成20,2008,3月,19.8,162.2,151.5,10.7,17.3,108.1,104.1,4
30人以上,J 卸売・小売業,平成20,2008,4月,20.6,167.7,156.8,10.9,17.9,110.5,106.7,3.8
30人以上,J 卸売・小売業,平成20,2008,5月,19.7,160.5,150.6,9.9,17.2,108.9,105.3,3.6
30人以上,J 卸売・小売業,平成20,2008,6月,20.5,166.3,156.5,9.8,17.8,109.6,105.7,3.9
30人以上,J 卸売・小売業,平成20,2008,7月,21.3,172.8,162.6,10.2,17.8,110.2,106.2,4
30人以上,J 卸売・小売業,平成20,2008,8月,19.4,157.5,147.8,9.7,17.4,111.1,107.5,3.6
30人以上,J 卸売・小売業,平成20,2008,9月,19.9,162.5,152.3,10.2,17.2,106.7,102.9,3.8
30人以上,J 卸売・小売業,平成20,2008,10月,20.5,167.5,156.6,10.9,17.3,107.3,104.1,3.2
30人以上,J 卸売・小売業,平成20,2008,11月,19.6,159.9,150.1,9.8,17.4,106.7,103.4,3.3
30人以上,J 卸売・小売業,平成20,2008,12月,19.3,156.9,147.5,9.4,17.5,107.8,103.9,3.9
30人以上,K 金融・保険業,平成17,2005,年平均,19.3,154.2,141.2,13,16.3,112.7,108.5,4.2
30人以上,K 金融・保険業,平成18,2006,年平均,19.4,158.1,142,16.1,16.9,117.2,113.1,4.1
30人以上,K 金融・保険業,平成19,2007,年平均,19.2,157.3,141.6,15.7,16,110.2,104.9,5.3
30人以上,K 金融・保険業,平成20,2008,年平均,19.1,156.7,140.9,15.8,15.5,105.6,101,4.6
30人以上,K 金融・保険業,平成20,2008,1月,17.7,145.4,130.2,15.2,15,105.5,100.4,5.1
30人以上,K 金融・保険業,平成20,2008,2月,18.6,152.5,137,15.5,15.4,104.5,99.9,4.6
30人以上,K 金融・保険業,平成20,2008,3月,18.9,156.4,139.9,16.5,15.4,107.9,102.8,5.1
30人以上,K 金融・保険業,平成20,2008,4月,19.6,161.8,144.5,17.3,15.8,108.8,103.8,5
30人以上,K 金融・保険業,平成20,2008,5月,19.3,158.6,141.9,16.7,15.7,109.9,104.3,5.6
30人以上,K 金融・保険業,平成20,2008,6月,19.7,161.3,145.2,16.1,16.2,113.4,108.1,5.3
30人以上,K 金融・保険業,平成20,2008,7月,20.5,167.3,151.2,16.1,16.5,114.3,109.1,5.2
30人以上,K 金融・保険業,平成20,2008,8月,19,156.9,141.3,15.6,15.7,105,101.5,3.5
30人以上,K 金融・保険業,平成20,2008,9月,18.6,154.1,138.9,15.2,14.6,100.8,96.9,3.9
30人以上,K 金融・保険業,平成20,2008,10月,20.2,164.6,148.8,15.8,15,95.7,91.8,3.9
30人以上,K 金融・保険業,平成20,2008,11月,17.7,145.3,130.7,14.6,15.6,104.3,100.4,3.9
30人以上,K 金融・保険業,平成20,2008,12月,19.2,156.4,141.8,14.6,14.5,94.2,90.4,3.8
30人以上,L 不動産業,平成17,2005,年平均,19.9,161.6,150.1,11.5,16.9,86.9,84.7,2.2
30人以上,L 不動産業,平成18,2006,年平均,20.1,163.7,151,12.7,16,84.7,82.6,2.1
30人以上,L 不動産業,平成19,2007,年平均,20.1,167,152.5,14.5,16.6,80.4,79.2,1.2
30人以上,L 不動産業,平成20,2008,年平均,19.9,166,150.7,15.3,16,81.1,79.8,1.3
30人以上,L 不動産業,平成20,2008,1月,18.3,152.1,138,14.1,14.1,70.1,68.7,1.4
30人以上,L 不動産業,平成20,2008,2月,19.8,164.3,148.8,15.5,15.9,79.4,78.2,1.2
30人以上,L 不動産業,平成20,2008,3月,20.1,168.1,151.2,16.9,15.9,80,78.7,1.3
30人以上,L 不動産業,平成20,2008,4月,20.9,174.6,157.7,16.9,16.6,84.9,83.5,1.4
30人以上,L 不動産業,平成20,2008,5月,19.9,166.7,151.1,15.6,16,80.1,78.6,1.5
30人以上,L 不動産業,平成20,2008,6月,20.6,171.8,156.3,15.5,16.6,84.1,82.9,1.2
30人以上,L 不動産業,平成20,2008,7月,21.1,175.6,159.7,15.9,16.4,83.4,82.3,1.1
30人以上,L 不動産業,平成20,2008,8月,19.5,161.6,147.2,14.4,16.1,82.6,81.3,1.3
30人以上,L 不動産業,平成20,2008,9月,19.5,162.4,148.3,14.1,16.1,82.4,81.1,1.3
30人以上,L 不動産業,平成20,2008,10月,20.5,171.1,155.3,15.8,15.9,81.5,80.1,1.4
30人以上,L 不動産業,平成20,2008,11月,19.5,162.6,147.9,14.7,16,82.8,81.5,1.3
30人以上,L 不動産業,平成20,2008,12月,19.3,160.8,146.1,14.7,16,83.1,81.8,1.3
30人以上,"M 飲食店,宿泊業",平成17,2005,年平均,21.1,171.8,159.9,11.9,14.5,90.5,85,5.5
30人以上,"M 飲食店,宿泊業",平成18,2006,年平均,20.8,169.1,157.2,11.9,14,84.1,79.7,4.4
30人以上,"M 飲食店,宿泊業",平成19,2007,年平均,21,182.2,167.3,14.9,14,86.7,82.6,4.1
30人以上,"M 飲食店,宿泊業",平成20,2008,年平均,21.1,184.1,169.3,14.8,13.7,83.2,79.6,3.6
30人以上,"M 飲食店,宿泊業",平成20,2008,1月,20.6,182.2,166.4,15.8,13.9,86.8,82.7,4.1
30人以上,"M 飲食店,宿泊業",平成20,2008,2月,20.8,181,165.5,15.5,14.1,81.7,78.4,3.3
30人以上,"M 飲食店,宿泊業",平成20,2008,3月,20.9,179.4,164.6,14.8,13.8,85.8,82.4,3.4
30人以上,"M 飲食店,宿泊業",平成20,2008,4月,21.9,184.9,169.6,15.3,13.7,89.9,86.1,3.8
30人以上,"M 飲食店,宿泊業",平成20,2008,5月,21.1,182.3,168.3,14,14.3,86.1,82.2,3.9
30人以上,"M 飲食店,宿泊業",平成20,2008,6月,20.8,180.4,167.7,12.7,14,82.9,79.6,3.3
30人以上,"M 飲食店,宿泊業",平成20,2008,7月,21.2,185.3,170.8,14.5,14,84.1,80.3,3.8
30人以上,"M 飲食店,宿泊業",平成20,2008,8月,20.4,177.3,164.6,12.7,13.6,85.1,81,4.1
30人以上,"M 飲食店,宿泊業",平成20,2008,9月,20.2,176.2,163.3,12.9,13.2,80.3,76.8,3.5
30人以上,"M 飲食店,宿泊業",平成20,2008,10月,20.7,180.4,165.5,14.9,13.5,80.4,76.8,3.6
30人以上,"M 飲食店,宿泊業",平成20,2008,11月,22.1,197.4,180,17.4,13.2,78.6,75.4,3.2
30人以上,"M 飲食店,宿泊業",平成20,2008,12月,22.2,200.6,183.4,17.2,13,77.4,74.2,3.2
30人以上,"N 医療,福祉",平成17,2005,年平均,19.1,152.9,145,7.9,11,63.1,62.4,0.7
30人以上,"N 医療,福祉",平成18,2006,年平均,18.8,150.9,142.8,8.1,10.4,58.6,57.9,0.7
30人以上,"N 医療,福祉",平成19,2007,年平均,19.4,152.3,144.3,8,13.7,72.2,70.4,1.8
30人以上,"N 医療,福祉",平成20,2008,年平均,19.6,154.3,145.5,8.8,13.2,69.3,67.4,1.9
30人以上,"N 医療,福祉",平成20,2008,1月,18.3,145.4,137,8.4,12.2,64,62.3,1.7
30人以上,"N 医療,福祉",平成20,2008,2月,19.5,154.1,145,9.1,13.4,71.6,69.9,1.7
30人以上,"N 医療,福祉",平成20,2008,3月,19.4,152,143.8,8.2,13.3,69.1,67.3,1.8
30人以上,"N 医療,福祉",平成20,2008,4月,20.1,158.3,149.6,8.7,13.4,70.5,68.9,1.6
30人以上,"N 医療,福祉",平成20,2008,5月,19.2,151.1,142.3,8.8,13.1,69,66.9,2.1
30人以上,"N 医療,福祉",平成20,2008,6月,20,157.4,148.8,8.6,13.7,71.3,69.1,2.2
30人以上,"N 医療,福祉",平成20,2008,7月,20.2,158.2,149.9,8.3,13.7,71.3,69.4,1.9
30人以上,"N 医療,福祉",平成20,2008,8月,19.2,150.6,142.6,8,13.3,70.9,68.7,2.2
30人以上,"N 医療,福祉",平成20,2008,9月,19.9,154.5,146.8,7.7,13.1,69.2,67.5,1.7
30人以上,"N 医療,福祉",平成20,2008,10月,20.5,160.2,151.7,8.5,13.6,70.2,68.2,2
30人以上,"N 医療,福祉",平成20,2008,11月,19.4,153.2,143.7,9.5,12.8,68,65.8,2.2
30人以上,"N 医療,福祉",平成20,2008,12月,19.6,156.1,144.5,11.6,13.1,67.3,65.3,2
30人以上,"O 教育,学習支援業",平成17,2005,年平均,18.4,137.7,131.6,6.1,8.2,42.8,41.5,1.3
30人以上,"O 教育,学習支援業",平成18,2006,年平均,18.5,139.6,133.8,5.8,8.4,45.9,44.7,1.2
30人以上,"O 教育,学習支援業",平成19,2007,年平均,19.6,148.4,139,9.4,7.6,45.6,44.4,1.2
30人以上,"O 教育,学習支援業",平成20,2008,年平均,19.4,146.7,137.1,9.6,7.8,46.7,45.5,1.2
30人以上,"O 教育,学習支援業",平成20,2008,1月,18.3,137.3,128.7,8.6,7.4,44.6,44.1,0.5
30人以上,"O 教育,学習支援業",平成20,2008,2月,20.2,152.8,142.9,9.9,8,51.7,49.5,2.2
30人以上,"O 教育,学習支援業",平成20,2008,3月,19.8,148.3,138.8,9.5,6.6,40.1,38.5,1.6
30人以上,"O 教育,学習支援業",平成20,2008,4月,21.2,163,151.6,11.4,8.3,53.4,52.7,0.7
30人以上,"O 教育,学習支援業",平成20,2008,5月,20.1,150.1,141.3,8.8,9.2,55.7,55,0.7
30人以上,"O 教育,学習支援業",平成20,2008,6月,20.8,156.5,147.7,8.8,9.5,55.3,54.4,0.9
30人以上,"O 教育,学習支援業",平成20,2008,7月,20.6,157.1,146.3,10.8,8.1,47.3,44.8,2.5
30人以上,"O 教育,学習支援業",平成20,2008,8月,15.2,115,105.5,9.5,4.7,29.4,27.6,1.8
30人以上,"O 教育,学習支援業",平成20,2008,9月,17.7,132.9,124.7,8.2,7.6,44.7,43.8,0.9
30人以上,"O 教育,学習支援業",平成20,2008,10月,21.4,162.7,153.4,9.3,8.8,51,50.4,0.6
30人以上,"O 教育,学習支援業",平成20,2008,11月,18.8,144,133.8,10.2,8.1,46.7,46.2,0.5
30人以上,"O 教育,学習支援業",平成20,2008,12月,18.3,140.9,131,9.9,6.8,40.9,39.2,1.7
30人以上,P 複合サービス事業,平成17,2005,年平均,19.2,162.9,145.3,17.6,19.5,107,93.6,13.4
30人以上,P 複合サービス事業,平成18,2006,年平均,18.8,160,143.1,16.9,19.4,110.5,97,13.5
30人以上,P 複合サービス事業,平成19,2007,年平均,18.5,164.9,149.2,15.7,19,119.7,100,19.7
30人以上,P 複合サービス事業,平成20,2008,年平均,18.1,158.8,146.6,12.2,18.4,111.8,103.1,8.7
30人以上,P 複合サービス事業,平成20,2008,1月,17.5,148.4,138,10.4,19.1,117.6,106.8,10.8
30人以上,P 複合サービス事業,平成20,2008,2月,17.9,155.3,141.8,13.5,15.8,95.6,94.8,0.8
30人以上,P 複合サービス事業,平成20,2008,3月,17.2,152.6,138.7,13.9,19.7,122.5,111.4,11.1
30人以上,P 複合サービス事業,平成20,2008,4月,18.6,164,150,14,18.6,113.3,104,9.3
30人以上,P 複合サービス事業,平成20,2008,5月,17.8,146.5,135.9,10.6,17.8,107.6,98.9,8.7
30人以上,P 複合サービス事業,平成20,2008,6月,19.4,175,161.5,13.5,18.4,110.8,101.7,9.1
30人以上,P 複合サービス事業,平成20,2008,7月,18.2,163.2,150.1,13.1,19.5,118.4,108.1,10.3
30人以上,P 複合サービス事業,平成20,2008,8月,18,164.9,156.7,8.2,19,113.4,105.5,7.9
30人以上,P 複合サービス事業,平成20,2008,9月,16.7,147.9,138.6,9.3,18.1,108.1,100.3,7.8
30人以上,P 複合サービス事業,平成20,2008,10月,18.8,161.7,150.8,10.9,19.5,116.2,108.6,7.6
30人以上,P 複合サービス事業,平成20,2008,11月,17.1,147.1,136,11.1,16.3,97.8,90.8,7
30人以上,P 複合サービス事業,平成20,2008,12月,20.7,179.7,162,17.7,18.6,116.3,103.8,12.5
30人以上,Q サービス業（他に分類されないもの）,平成17,2005,年平均,19.8,162.9,147.7,15.2,16.3,100.6,96.3,4.3
30人以上,Q サービス業（他に分類されないもの）,平成18,2006,年平均,20,165.6,149.8,15.8,16.2,102.6,98.9,3.7
30人以上,Q サービス業（他に分類されないもの）,平成19,2007,年平均,19.8,166.6,149.8,16.8,15.9,97.2,93.6,3.6
30人以上,Q サービス業（他に分類されないもの）,平成20,2008,年平均,19.6,165.8,149.3,16.5,15.8,98.7,94.6,4.1
30人以上,Q サービス業（他に分類されないもの）,平成20,2008,1月,18.2,154,138.2,15.8,14.7,92.9,89.1,3.8
30人以上,Q サービス業（他に分類されないもの）,平成20,2008,2月,19.4,163.5,146.8,16.7,15.8,98.7,94.6,4.1
30人以上,Q サービス業（他に分類されないもの）,平成20,2008,3月,19.6,166.6,148.8,17.8,15.6,96.9,92.8,4.1
30人以上,Q サービス業（他に分類されないもの）,平成20,2008,4月,20.1,170.5,152.8,17.7,15.7,98.9,94.4,4.5
30人以上,Q サービス業（他に分類されないもの）,平成20,2008,5月,19.5,165.2,148.4,16.8,15.4,96.5,92.6,3.9
30人以上,Q サービス業（他に分類されないもの）,平成20,2008,6月,20.2,170,153.6,16.4,16.3,100.6,96.6,4
30人以上,Q サービス業（他に分類されないもの）,平成20,2008,7月,20.7,174.1,157.3,16.8,16.4,100.6,96.6,4
30人以上,Q サービス業（他に分類されないもの）,平成20,2008,8月,19.6,164.6,149.5,15.1,16,100,96,4
30人以上,Q サービス業（他に分類されないもの）,平成20,2008,9月,19.4,164,148.5,15.5,15.7,98.5,94.5,4
30人以上,Q サービス業（他に分類されないもの）,平成20,2008,10月,20.4,171.5,154.8,16.7,16,98.5,94.4,4.1
30人以上,Q サービス業（他に分類されないもの）,平成20,2008,11月,19.4,163.6,147.3,16.3,15.7,98.1,94,4.1
30人以上,Q サービス業（他に分類されないもの）,平成20,2008,12月,19.1,161.3,145.4,15.9,16.3,103.3,98.7,4.6
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成20年確報,,,,,,,,,,,,
第７－２表　産業、就業形態別労働者の一人平均月間出勤日数及び実労働時間　（事業所規模３０人以上）,,,,,,,,,,,,
