番号,渓流番号,水系名,河川名,渓流名,所在地郡・市,所在地町・村,所在地字
26,王－Ⅰ－０２６,多摩川,案内川,無名沢,八王子市,高尾町,-
27,王－Ⅰ－０２７,多摩川,案内川,無名沢,八王子市,高尾町,-
28,王－Ⅰ－０２８,多摩川,案内川,無名沢,八王子市,高尾町,-
29,王－Ⅱ－Ⅰ０２９,多摩川,案内川,無名沢,八王子市,南浅川町,-
30,王－Ⅱ－Ⅰ０３０,多摩川,案内川,無名沢,八王子市,南浅川町,込縄
31,王－Ⅱ－Ⅰ０３１,多摩川,案内川,無名沢,八王子市,南浅川町,-
32,王－Ⅰ－０３２,多摩川,案内川,無名沢,八王子市,南浅川町,-
33,王－Ⅰ－０３３,多摩川,案内川,無名沢,八王子市,南浅川町,-
34,王－Ⅰ－０３４,多摩川,案内川,無名沢,八王子市,南浅川町,山下
35,王－Ⅰ－０３５,多摩川,浅川,案内川,八王子市,南浅川町,山下
36,王－Ⅰ－０３６,多摩川,城山川,無名沢,八王子市,元八王子町,３丁目
37,王－準－Ⅰ０３７,多摩川,城山川,無名沢,八王子市,元八王子町,３丁目
38,王－Ⅰ－０３８,多摩川,城山川,無名沢,八王子市,元八王子町,３丁目
39,王－準－Ⅰ０３９,多摩川,城山川,無名沢,八王子市,元八王子町,-
40,王－Ⅰ－０４０,多摩川,山入川,無名沢,八王子市,美山町,-
41,王－Ⅰ－０４１,多摩川,山入川,無名沢,八王子市,美山町,-
42,王－Ⅰ－０４２,多摩川,山入川,無名沢,八王子市,美山町,-
43,王－Ⅰ－０４３,多摩川,山入川,無名沢,八王子市,美山町,馬込
44,王－Ⅰ－０４４,多摩川,山入川,無名沢,八王子市,美山町,馬込
45,王－Ⅰ－０４５,多摩川,山入川,無名沢,八王子市,美山町,仲井
46,王－Ⅰ－０４６,多摩川,山入川,無名沢,八王子市,美山町,仲井
47,王－Ⅰ－０４７,多摩川,山入川,無名沢,八王子市,美山町,仲井
48,王－Ⅰ－０４８,多摩川,小津川,無名沢,八王子市,小津町,-
49,王－Ⅰ－０４９,多摩川,小津川,無名沢,八王子市,小津町,小津
50,王－Ⅰ－０５０,多摩川,小津川,無名沢,八王子市,小津町,小津
51,王－Ⅰ－０５１,多摩川,北浅川,無名沢,八王子市,下恩方町,川原宿
52,王－Ⅰ－０５２,多摩川,北浅川,滝沢川,八王子市,下恩方町,-
53,王－準－Ⅰ０５３,多摩川,北浅川,無名沢,八王子市,下恩方町,-
54,王－Ⅰ－０５４,多摩川,北浅川,無名沢,八王子市,下恩方町,-
55,王－Ⅰ－０５５,多摩川,北浅川,無名沢,八王子市,下恩方町,大久保
56,王－Ⅰ－０５６,多摩川,北浅川,無名沢,八王子市,下恩方町,大久保
57,王－Ⅰ－０５７,多摩川,北浅川,無名沢,八王子市,上恩方町,-
58,王－Ⅰ－０５８,多摩川,北浅川,駒木沢,八王子市,上恩方町,-
59,王－Ⅰ－０５９,多摩川,北浅川,無名沢,八王子市,上恩方町,黒沼田
60,王－Ⅰ－０６０,多摩川,北浅川,無名沢,八王子市,上恩方町,狐塚
61,王－Ⅰ－０６１,多摩川,北浅川,白沢,八王子市,上恩方町,力石
62,王－Ⅰ－０６２,多摩川,北浅川,無名沢,八王子市,上恩方町,力石
63,王－Ⅰ－０６３,多摩川,北浅川,無名沢,八王子市,上恩方町,高留
64,王－Ⅰ－０６４,多摩川,案下川,無名沢,八王子市,上恩方町,-
65,王－Ⅰ－０６５,多摩川,醍醐川,無名沢,八王子市,上恩方町,-
66,王－Ⅰ－０６６,多摩川,谷地川,無名沢,八王子市,戸吹町,-
67,王－Ⅰ－０６７,多摩川,城山川,無名沢,八王子市,元八王子町,３丁目
68,王－Ⅰ－１０１,多摩川,榎窪川,無名沢,八王子市,南浅川町,-
69,王－Ⅰ－１０２,多摩川,案内川,無名沢,八王子市,南浅川町,-
70,王－Ⅰ－１０３,多摩川,案内川,無名沢,八王子市,南浅川町,-
71,王－Ⅰ－１０４,多摩川,入沢川,無名沢,八王子市,裏高尾町,-
72,王－Ⅰ－１０５,多摩川,南浅川,無名沢,八王子市,高尾町,-
73,王－Ⅰ－１０６,多摩川,南浅川,無名沢,八王子市,裏高尾町,-
74,王－Ⅰ－１０７,多摩川,南浅川,無名沢,八王子市,裏高尾町,-
75,王－Ⅰ－１０８,多摩川,南浅川,無名沢,八王子市,裏高尾町,-
76,王－Ⅰ－１０９,多摩川,城山川,無名沢,八王子市,横川町,-
77,王－Ⅰ－１１０,多摩川,北浅川,無名沢,八王子市,西寺方町,-
78,王－Ⅰ－１１１,多摩川,川口川,無名沢,八王子市,上川町,-
79,王－Ⅰ－１１２,多摩川,多摩川,無名沢,八王子市,高月町,-
80,王－Ⅰ－１１３,多摩川,多摩川,無名沢,八王子市,上恩方町,-
81,王－Ⅰ－１１４,多摩川,案内川,無名沢,八王子市,高月町,-
82,王－Ⅰ－Ⅱ００１,多摩川,湯殿川,無名沢,八王子市,寺田町,-
83,王－Ⅱ－００２,多摩川,川口川,無名沢,八王子市,上川町,釜の沢
84,王－Ⅱ－００３,多摩川,小仏川,無名沢,八王子市,裏高尾町,小仏
85,王－Ⅱ－００４,多摩川,案内川,無名沢,八王子市,高尾町,-
86,王－Ⅱ－００５,多摩川,案内川,無名沢,八王子市,南浅川町,-
87,王－Ⅱ－００６,多摩川,案内川,中沢川,八王子市,南浅川町,-
88,王－Ⅱ－００７,多摩川,案内川,無名沢,八王子市,南浅川町,-
89,王－Ⅱ－００８,多摩川,案内川,無名沢,八王子市,南浅川町,-
90,王－Ⅰ－Ⅱ００９,多摩川,山入川,無名沢,八王子市,美山町,-
91,王－Ⅱ－０１０,多摩川,山入川,無名沢,八王子市,美山町,-
92,王－Ⅱ－０１１,多摩川,山入川,御屋敷川,八王子市,美山町,-
93,王－Ⅱ－０１２,多摩川,案内川,無名沢,八王子市,美山町,-
94,王－Ⅱ－０１３,多摩川,案内川,無名沢,八王子市,美山町,-
95,王－Ⅱ－０１４,多摩川,案内川,無名沢,八王子市,美山町,-
96,王－Ⅰ－Ⅱ０１５,多摩川,小津川,無名沢,八王子市,小津町,小津
97,王－Ⅱ－０１６,多摩川,小津川,無名沢,八王子市,小津町,小津
98,王－Ⅱ－０１７,多摩川,小津川,無名沢,八王子市,小津町,小津
99,王－Ⅱ－０１８,多摩川,小津川,内沢川,八王子市,小津町,小津
100,王－Ⅱ－０１９,多摩川,北浅川,無名沢,八王子市,上恩方町,大久保
101,王－Ⅱ－０２０,多摩川,北浅川,無名沢,八王子市,上恩方町,-
102,王－準－Ⅱ０２１,多摩川,案下川,無名沢,八王子市,上恩方町,-
103,王－Ⅱ－０２２,多摩川,案下川,無名沢,八王子市,上恩方町,-
104,王－Ⅱ－０２３,多摩川,醍醐川,ツノキ沢,八王子市,上恩方町,高留
105,王－Ⅱ－０２４,多摩川,醍醐川,蛇の沢,八王子市,上恩方町,-
106,王－Ⅱ－０２５,多摩川,醍醐川,無名沢,八王子市,上恩方町,-
107,王－Ⅱ－０２６,多摩川,醍醐川,にしげいと沢,八王子市,上恩方町,-
108,王－準－Ⅱ０２７,多摩川,醍醐川,無名沢,八王子市,上恩方町,-
109,王－Ⅱ－０２８,多摩川,醍醐川,ナラウ沢,八王子市,上恩方町,-
110,王－Ⅱ－０２９,多摩川,醍醐川,養倉沢,八王子市,上恩方町,-
111,王－Ⅱ－０３０,多摩川,醍醐川,ロッカゲ沢,八王子市,上恩方町,-
112,王－Ⅱ－０３１,多摩川,醍醐川,みょうが沢,八王子市,上恩方町,-
113,王－Ⅱ－０３２,多摩川,醍醐川,無名沢,八王子市,上恩方町,-
114,王－Ⅰ－Ⅱ０３３,多摩川,谷地川,谷地川,八王子市,戸吹町,-
115,王－Ⅱ－１０１,多摩川,榎窪川,無名沢,八王子市,南浅川町,-
116,王－Ⅱ－１０２,多摩川,中沢川,無名沢,八王子市,南浅川町,-
117,王－Ⅱ－１０３,多摩川,南浅川,無名沢,八王子市,裏高尾町,-
118,王－Ⅱ－１０４,多摩川,南浅川,無名沢,八王子市,南浅川町,-
119,王－Ⅱ－１０５,多摩川,案下川,無名沢,八王子市,上恩方町,-
120,王－Ⅱ－１０６,多摩川,案下川,無名沢,八王子市,上恩方町,-
121,王－Ⅱ－１０７,多摩川,川口川,無名沢,八王子市,上川町,-
122,王－Ⅱ－１０８,多摩川,醍醐川,無名沢,八王子市,上恩方町,-
123,王－Ⅱ－１０９,多摩川,北浅川,無名沢,八王子市,上恩方町,-
124,王－Ⅱ－１１０,多摩川,北浅川,無名沢,八王子市,下恩方町,-
125,王－Ⅱ－１１１,多摩川,小津川,無名沢,八王子市,小津町,-
126,王－Ⅱ－１１２,多摩川,小津川,無名沢,八王子市,小津町,-
127,王－Ⅱ－１１３,多摩川,小津川,無名沢,八王子市,小津町,-
128,王－Ⅱ－１１４,多摩川,小津川,無名沢,八王子市,小津町,-
129,王－Ⅱ－１１５,多摩川,小津川,無名沢,八王子市,小津町,-
130,王－Ⅱ－１１６,多摩川,小津川,無名沢,八王子市,小津町,-
131,王－Ⅱ－１１７,多摩川,山入川,無名沢,八王子市,美山町,-
132,王－Ⅱ－１１８,多摩川,山入川,無名沢,八王子市,美山町,-
133,王－Ⅱ－１１９,多摩川,川口川,無名沢,八王子市,上川町,-
134,王－準－１０１,多摩川,案内川,無名沢,八王子市,高尾町,-
135,王－準－１０２,多摩川,小仏川,無名沢,八王子市,裏高尾町,-
136,王－準－１０３,多摩川,小仏川,無名沢,八王子市,裏高尾町,-
137,王－準－１０４,多摩川,小津川,無名沢,八王子市,小津町,-
138,王－準－１０５,多摩川,多摩川,無名沢,八王子市,宮下町,-
139,王－準－１０６,多摩川,淺川,無名沢,八王子市,上恩方町,-
140,王－準－１０７,多摩川,淺川,無名沢,八王子市,上恩方町,-
141,王－準－１０８,多摩川,小津川,無名沢,八王子市,小津町,-
142,梅－Ⅰ－００１,多摩川,大荷田川,無名沢,青梅市,友田,１丁目
143,梅－Ⅰ－００２,多摩川,大荷田川,無名沢,青梅市,長淵,９丁目
144,梅－Ⅰ－００３,多摩川,多摩川,無名沢,青梅市,友田町,２丁目
145,梅－Ⅰ－００４,多摩川,多摩川,無名沢,青梅市,友田町,２丁目
146,梅－Ⅰ－００５,多摩川,多摩川,無名沢,青梅市,友田町,５丁目
147,梅－Ⅰ－００６,多摩川,多摩川,無名沢,青梅市,友田町,５丁目
148,梅－Ⅰ－００７,多摩川,多摩川,無名沢,青梅市,長淵,１丁目
149,梅－Ⅰ－００８,多摩川,鳶巣川,無名沢,青梅市,長淵,１丁目
150,梅－Ⅰ－００９,多摩川,鳶巣川,無名沢,青梅市,長淵,１丁目
151,梅－Ⅰ－０１０,多摩川,鳶巣川,無名沢,青梅市,長淵,２丁目
152,梅－Ⅰ－０１２,多摩川,鳶巣川,無名沢,青梅市,長淵,５丁目
153,梅－Ⅰ－０１３,多摩川,鳶巣川,無名沢,青梅市,長淵,５丁目
154,梅－Ⅱ－Ⅰ０１４,多摩川,鳶巣川,無名沢,青梅市,長淵,５丁目
155,梅－Ⅱ－Ⅰ０１５,多摩川,鳶巣川,無名沢,青梅市,長淵,５丁目
156,梅－Ⅱ－Ⅰ０１６,多摩川,鳶巣川,無名沢,青梅市,長淵,５丁目
157,梅－Ⅰ－０１７,多摩川,鳶巣川,無名沢,青梅市,長淵,５丁目
158,梅－Ⅰ－０１８,多摩川,鳶巣川,無名沢,青梅市,長淵,５丁目
159,梅－Ⅰ－０１９,多摩川,清見川,無名沢,青梅市,長淵,８丁目
160,梅－Ⅰ－０２０,多摩川,清見川,無名沢,青梅市,駒木町,１丁目
161,梅－Ⅰ－０２１,多摩川,清見川,無名沢,青梅市,駒木町,１丁目
162,梅－Ⅰ－０２２,多摩川,清見川,無名沢,青梅市,駒木町,２丁目
163,梅－Ⅰ－０２３,多摩川,清見川,喜代沢,青梅市,駒木町,２丁目
164,梅－Ⅰ－０２４,多摩川,清見川,無名沢,青梅市,駒木町,２丁目
165,梅－Ⅰ－０２５,多摩川,清見川,清見川,青梅市,駒木町,２丁目
166,梅－Ⅰ－０２６,多摩川,多摩川,無名沢,青梅市,畑中,１丁目
167,梅－Ⅰ－０２７,多摩川,多摩川,神明沢,青梅市,日向和田,２丁目
168,梅－Ⅰ－０２８,多摩川,多摩川,無名沢,青梅市,和田町,１丁目
169,梅－Ⅰ－０２９,多摩川,吉野川,吉野川,青梅市,梅郷,２丁目
170,梅－Ⅰ－０３０,多摩川,吉野川,無名沢,青梅市,梅郷,２丁目
171,梅－Ⅰ－０３１,多摩川,多摩川,無名沢,青梅市,梅郷,２丁目
172,梅－Ⅰ－０３２,多摩川,多摩川,無名沢,青梅市,梅郷,４丁目
173,梅－Ⅰ－０３３,多摩川,多摩川,石神川,青梅市,二俣尾,２丁目
174,梅－Ⅰ－０３４,多摩川,多摩川,無名沢,青梅市,柚木町,１丁目
175,梅－Ⅰ－０３５,多摩川,多摩川,唐沢,青梅市,二俣尾,３丁目
176,梅－Ⅰ－０３６,多摩川,多摩川,無名沢,青梅市,二俣尾,４丁目
177,梅－Ⅰ－０３７,多摩川,多摩川,無名沢,青梅市,二俣尾,５丁目
178,梅－Ⅰ－０３８,多摩川,平溝川,無名沢,青梅市,二俣尾,５丁目
179,梅－Ⅰ－０３９,多摩川,平溝川,平溝川,青梅市,二俣尾,５丁目
180,梅－Ⅰ－０４０,多摩川,谷久保川,ヤクボ沢,青梅市,二俣尾,５丁目
181,梅－Ⅰ－０４１,多摩川,多摩川,無名沢,青梅市,沢井,２丁目
182,梅－Ⅰ－０４２,多摩川,多摩川,無名沢,青梅市,沢井,３丁目
183,梅－Ⅰ－０４３,多摩川,青渭川,無名沢,青梅市,沢井,３丁目
184,梅－Ⅰ－０４４,多摩川,青渭川,無名沢,青梅市,沢井,３丁目
185,梅－Ⅰ－０４５,多摩川,多摩川,払沢,青梅市,御岳,１丁目
186,梅－Ⅰ－０４６,多摩川,大沢川,琴沢,青梅市,御岳,２丁目
187,梅－Ⅰ－０４７,多摩川,大沢川,大沢川,青梅市,御岳,２丁目
188,梅－Ⅰ－０４８,多摩川,多摩川,無名沢,青梅市,御岳,２丁目
189,梅－Ⅰ－０４９,多摩川,多摩川,丹縄川,青梅市,御岳,２丁目
190,梅－Ⅰ－０５０,荒川,霞川,無名沢,青梅市,勝沼,２丁目
191,梅－Ⅰ－０５１,荒川,霞川,無名沢,青梅市,勝沼,２丁目
192,梅－Ⅰ－０５２,荒川,黒沢川,無名沢,青梅市,小曾木,１丁目
193,梅－Ⅰ－０５３,荒川,黒沢川,無名沢,青梅市,小曾木,１丁目
194,梅－Ⅰ－０５４,荒川,黒沢川,無名沢,青梅市,小曾木,５丁目
195,梅－Ⅰ－０５５,荒川,黒沢川,無名沢,青梅市,小曾木,４丁目
196,梅－Ⅰ－０５６,荒川,黒沢川,無名沢,青梅市,小曾木,４丁目
197,梅－Ⅰ－０５７,荒川,黒沢川,無名沢,青梅市,小曾木,３丁目
198,梅－Ⅰ－０５８,荒川,黒沢川,無名沢,青梅市,小曾木,３丁目
199,梅－Ⅰ－０５９,荒川,黒沢川,無名沢,青梅市,黒沢,１丁目
200,梅－Ⅰ－０６０,荒川,黒沢川,無名沢,青梅市,黒沢,１丁目
201,梅－Ⅰ－０６１,荒川,黒沢川,無名沢,青梅市,黒沢,１丁目
202,梅－Ⅰ－０６２,荒川,柳川,無名沢,青梅市,黒沢,２丁目
203,梅－Ⅰ－０６３,荒川,柳川,無名沢,青梅市,黒沢,２丁目
204,梅－Ⅰ－０６４,荒川,柳川,無名沢,青梅市,黒沢,２丁目
205,梅－Ⅰ－０６５,荒川,柳川,柳川,青梅市,黒沢,２丁目
206,梅－Ⅱ－Ⅰ０６６,荒川,黒沢川,無名沢,青梅市,黒沢,２丁目
207,梅－Ⅰ－０６７,荒川,成木川,無名沢,青梅市,成木,２丁目
208,梅－Ⅱ－Ⅰ０６８,荒川,成木川,無名沢,青梅市,成木,３丁目
209,梅－Ⅰ－０６９,荒川,本竹川,無名沢,青梅市,成木,３丁目
210,梅－Ⅰ－０７０,荒川,本竹川,本竹川,青梅市,成木,３丁目
211,梅－Ⅰ－０７１,荒川,成木川,無名沢,青梅市,成木,３丁目
212,梅－Ⅰ－０７２,荒川,成木川,無名沢,青梅市,成木,４丁目
213,梅－Ⅰ－０７３,荒川,成木川,無名沢,青梅市,成木,４丁目
214,梅－Ⅱ－Ⅰ０７４,荒川,成木川,無名沢,青梅市,成木,４丁目
215,梅－Ⅰ－０７５,荒川,北小曾木川,無名沢,青梅市,成木,８丁目
216,梅－Ⅱ－Ⅰ０７６,荒川,北小曾木川,無名沢,青梅市,成木,８丁目
217,梅－Ⅰ－０７７,荒川,北小曾木川,無名沢,青梅市,成木,８丁目
218,梅－Ⅰ－０７８,荒川,北小曾木川,無名沢,青梅市,成木,８丁目
219,梅－Ⅱ－Ⅰ０７９,荒川,北小曾木川,無名沢,青梅市,成木,８丁目
220,梅－Ⅰ－０８０,荒川,北小曾木川,無名沢,青梅市,成木,８丁目
221,梅－Ⅰ－０８１,荒川,北小曾木川,無名沢,青梅市,成木,８丁目
222,梅－Ⅱ－Ⅰ０８２,荒川,北小曾木川,無名沢,青梅市,成木,８丁目
223,梅－Ⅰ－０８３,荒川,北小曾木川,無名沢,青梅市,成木,５丁目
224,梅－Ⅰ－０８４,荒川,成木川,無名沢,青梅市,成木,５丁目
225,梅－Ⅱ－Ⅰ０８５,荒川,成木川,無名沢,青梅市,成木,７丁目
226,梅－Ⅱ－Ⅰ０８６,荒川,成木川,無名沢,青梅市,成木,７丁目
227,梅－Ⅰ－０８７,荒川,成木川,無名沢,青梅市,成木,７丁目
228,梅－Ⅰ－０８８,荒川,成木川,無名沢,青梅市,成木,７丁目
229,梅－Ⅱ－Ⅰ０８９,荒川,成木川,無名沢,青梅市,成木,７丁目
230,梅－Ⅱ－Ⅰ０９０,荒川,成木川,無名沢,青梅市,成木,７丁目
231,梅－Ⅰ－０９１,荒川,成木川,鷹の巣沢,青梅市,成木,７丁目
232,梅－Ⅰ－０９２,荒川,成木川,成木川,青梅市,成木,７丁目
233,梅－Ⅰ－１０１,多摩川,大荷田川,無名沢,青梅市,長淵,９丁目
234,梅－Ⅰ－１０２,多摩川,鳶巣川,無名沢,青梅市,長淵,８丁目
235,梅－Ⅰ－１０３,多摩川,多摩川,無名沢,青梅市,柚木町,２丁目
236,梅－Ⅰ－１０４,多摩川,多摩川,無名沢,青梅市,柚木町,３丁目
237,梅－Ⅰ－１０５,多摩川,多摩川,無名沢,青梅市,沢井,３丁目
238,梅－Ⅰ－１０６,多摩川,多摩川,無名沢,青梅市,沢井,３丁目
239,梅－Ⅰ－１０７,多摩川,多摩川,無名沢,青梅市,沢井,１丁目
240,梅－Ⅰ－１０８,多摩川,平溝川,無名沢,青梅市,二俣尾,５丁目
241,梅－Ⅰ－１０９,多摩川,平溝川,無名沢,青梅市,二俣尾,５丁目
242,梅－Ⅰ－１１０,多摩川,平溝川,無名沢,青梅市,二俣尾,５丁目
243,梅－Ⅰ－１１１,荒川,黒沢川,無名沢,青梅市,富岡,１丁目
244,梅－Ⅰ－１１２,荒川,成木川,無名沢,青梅市,黒沢,２丁目
245,梅－Ⅰ－１１３,荒川,成木川,無名沢,青梅市,黒沢,２丁目
246,梅－Ⅰ－１１４,荒川,成木川,無名沢,青梅市,黒沢,２丁目
247,梅－Ⅰ－１１５,荒川,成木川,無名沢,青梅市,黒沢,２丁目
248,梅－Ⅰ－１１６,荒川,黒沢川,無名沢,青梅市,黒沢,１丁目
249,梅－Ⅰ－１１７,荒川,黒沢川,無名沢,青梅市,小曾木,３丁目
250,梅－Ⅰ－Ⅱ００１,多摩川,多摩川,無名沢,青梅市,友田町,１丁目
251,梅－Ⅱ－００２,多摩川,大荷田川,無名沢,青梅市,友田町,１丁目
252,梅－Ⅰ－Ⅱ００３,多摩川,多摩川,無名沢,青梅市,友田町,５丁目
253,梅－Ⅱ－００４,多摩川,町谷川,無名沢,青梅市,和田町,２丁目
254,梅－Ⅱ－００５,多摩川,町谷川,無名沢,青梅市,梅郷,１丁目
255,梅－Ⅱ－００６,多摩川,平溝川,無名沢,青梅市,沢井,１丁目
256,梅－Ⅱ－００７,多摩川,平溝川,無名沢,青梅市,沢井,１丁目
257,梅－Ⅱ－００８,多摩川,大沢川,無名沢,青梅市,御岳,２丁目
258,梅－Ⅱ－００９,荒川,黒沢川,長沢,青梅市,富岡,１丁目
259,梅－Ⅱ－０１０,荒川,黒沢川,無名沢,青梅市,小曾木,１丁目
260,梅－Ⅱ－０１１,荒川,黒沢川,無名沢,青梅市,小曾木,１丁目
261,梅－Ⅱ－０１２,荒川,黒沢川,無名沢,青梅市,小曾木,５丁目
262,梅－Ⅱ－０１３,荒川,黒沢川,中井沢,青梅市,小曾木,３丁目
263,梅－Ⅱ－０１４,荒川,黒沢川,無名沢,青梅市,根ヶ布,２丁目
264,梅－Ⅱ－０１５,荒川,黒沢川,無名沢,青梅市,根ヶ布,２丁目
265,梅－Ⅱ－０１６,荒川,黒沢川,無名沢,青梅市,根ヶ布,２丁目
266,梅－Ⅰ－Ⅱ０１７,荒川,黒沢川,無名沢,青梅市,黒沢,３丁目
267,梅－Ⅱ－０１８,荒川,黒沢川,無名沢,青梅市,黒沢,３丁目
268,梅－Ⅱ－０１９,荒川,成木川,無名沢,青梅市,成木,３丁目
269,梅－Ⅱ－０２０,荒川,北小曾木川,無名沢,青梅市,成木,８丁目
270,梅－Ⅱ－０２１,荒川,北小曾木川,無名沢,青梅市,成木,８丁目
271,梅－Ⅱ－０２２,荒川,北小曾木川,無名沢,青梅市,成木,８丁目
272,梅－Ⅱ－０２３,荒川,北小曾木川,無名沢,青梅市,成木,８丁目
273,梅－Ⅱ－０２４,荒川,北小曾木川,無名沢,青梅市,成木,８丁目
274,梅－Ⅰ－Ⅱ０２５,荒川,成木川,無名沢,青梅市,成木,５丁目
275,梅－Ⅱ－０２６,荒川,成木川,無名沢,青梅市,成木,５丁目
276,梅－Ⅱ－０２７,荒川,成木川,無名沢,青梅市,成木,５丁目
277,梅－Ⅱ－０２８,荒川,成木川,無名沢,青梅市,成木,５丁目
278,梅－Ⅱ－０２９,荒川,成木川,無名沢,青梅市,成木,５丁目
279,梅－Ⅱ－０３０,荒川,成木川,無名沢,青梅市,成木,５丁目
280,梅－Ⅱ－０３１,荒川,成木川,無名沢,青梅市,成木,６丁目
281,梅－準－Ⅱ０３２,荒川,成木川,無名沢,青梅市,成木,６丁目
282,梅－Ⅱ－０３３,荒川,成木川,無名沢,青梅市,成木,６丁目
283,梅－Ⅱ－０３４,荒川,成木川,無名沢,青梅市,成木,６丁目
284,梅－Ⅱ－１０１,多摩川,多摩川,無名沢,青梅市,友田,１丁目
285,梅－Ⅱ－１０２,多摩川,大荷田川,無名沢,青梅市,長淵,９丁目
286,梅－Ⅱ－１０３,多摩川,大荷田川,無名沢,青梅市,長淵,９丁目
287,梅－Ⅱ－１０４,多摩川,町谷川,無名沢,青梅市,和田町,２丁目
288,梅－Ⅱ－１０５,多摩川,町谷川,無名沢,青梅市,梅郷,１丁目
289,梅－Ⅱ－１０６,多摩川,多摩川,高野沢,青梅市,柚木町,３丁目
290,梅－Ⅱ－１０７,多摩川,大沢川,無名沢,青梅市,御岳,１丁目
291,梅－Ⅱ－１０８,多摩川,大沢川,無名沢,青梅市,御岳,２丁目
292,梅－Ⅱ－１０９,多摩川,多摩川,無名沢,青梅市,沢井,３丁目
293,梅－Ⅱ－１１０,多摩川,平溝川,無名沢,青梅市,沢井,１丁目
294,梅－Ⅱ－１１１,多摩川,平溝川,無名沢,青梅市,二俣尾,５丁目
295,梅－Ⅱ－１１２,多摩川,平溝川,無名沢,青梅市,二俣尾,５丁目
296,梅－Ⅱ－１１３,多摩川,平溝川,無名沢,青梅市,二俣尾,５丁目
297,梅－Ⅱ－１１４,多摩川,平溝川,無名沢,青梅市,二俣尾,５丁目
298,梅－Ⅱ－１１５,多摩川,平溝川,無名沢,青梅市,二俣尾,５丁目
299,梅－Ⅱ－１１６,荒川,成木川,無名沢,青梅市,黒沢,３丁目
300,梅－Ⅱ－１１７,荒川,成木川,無名沢,青梅市,黒沢,３丁目
301,梅－Ⅱ－１１８,荒川,成木川,無名沢,青梅市,成木,３丁目
302,梅－Ⅱ－１１９,多摩川,平溝川,無名沢,青梅市,成木,８丁目
303,梅－Ⅱ－１２０,荒川,成木川,無名沢,青梅市,成木,８丁目
304,梅－Ⅱ－１２１,荒川,成木川,無名沢,青梅市,成木,８丁目
305,梅－Ⅱ－１２２,荒川,成木川,無名沢,青梅市,成木,８丁目
306,梅－Ⅱ－１２３,荒川,成木川,無名沢,青梅市,成木,５丁目
307,梅－Ⅱ－１２４,荒川,成木川,無名沢,青梅市,成木,７丁目
308,梅－Ⅱ－１２５,荒川,成木川,無名沢,青梅市,成木,７丁目
309,梅－Ⅱ－１２６,荒川,成木川,無名沢,青梅市,成木,７丁目
310,梅－Ⅱ－１２７,荒川,成木川,無名沢,青梅市,成木,７丁目
311,梅－Ⅱ－１２８,荒川,成木川,無名沢,青梅市,成木,７丁目
312,梅－Ⅱ－１２９,荒川,成木川,無名沢,青梅市,成木,６丁目
313,梅－Ⅱ－１３０,荒川,成木川,無名沢,青梅市,成木,４丁目
314,梅－Ⅱ－１３１,荒川,成木川,無名沢,青梅市,成木,３丁目
315,梅－Ⅱ－１３２,荒川,成木川,無名沢,青梅市,成木,７丁目
