区市町村,夜間人口（人）,昼間人口（人）,面積（ｋｍ２）,震度別面積率（％）５弱以下,震度別面積率（％）５強,震度別面積率（％）６弱,震度別面積率（％）６強,震度別面積率（％）７,建物棟数木造,建物棟数非木造,原因別建物全壊棟数計,原因別建物全壊棟数ゆれ,原因別建物全壊棟数液状化,原因別建物全壊棟数急傾斜地崩壊,ゆれ建物全壊棟数木造,ゆれ建物全壊棟数非木造,ゆれ建物全壊率（％）木造,ゆれ建物全壊率（％）非木造,急傾斜地崩壊危険箇所,火災出火件数,火災焼失棟数倒壊建物を含む,火災焼失棟数倒壊建物を含まない,人的被害死者計（人）,人的被害死者ゆれ・液状化建物被害（人）,人的被害死者急傾斜地崩壊（人）,人的被害死者火災（人）,人的被害死者ブロック塀等（人）,人的被害死者屋外落下物（人）,人的被害死者屋内収容物（参考値）（人）,人的被害負傷者計（人）,人的被害負傷者ゆれ・液状化建物被害（人）,人的被害負傷者急傾斜地崩壊（人）,人的被害負傷者火災（人）,人的被害負傷者ブロック塀等（人）,人的被害負傷者屋外落下物（人）,人的被害負傷者屋内収容物（参考値）（人）,人的被害負傷者うち重傷者計（人）,人的被害負傷者うち重傷者ゆれ・液状化建物被害（人）,人的被害負傷者うち重傷者急傾斜地崩壊（人）,人的被害負傷者うち重傷者火災（人）,人的被害負傷者うち重傷者ブロック塀等（人）,人的被害負傷者うち重傷者屋外落下物（人）,人的被害負傷者うち重傷者屋内収容物（参考値）（人）,避難者発生数（人）,帰宅困難者滞留者数（人）,帰宅困難者帰宅困難者数（人）,閉じ込めにつながり得るエレベーター停止台数,災害時要援護者死者数（人）,自力脱出困難者発生数（人）,震災廃棄物（万ｔ）,区市町村２
大田区,693373,657209,59.5,0.0,0.0,5.5,93.1,1.4,99142,45038,11108,10856,187,65,9656,1199,9.7,2.7,70,68,32218,29792,1073,424,4,642,3,0,16,10412,7387,5,2908,101,11,344,1855,1000,3,811,39,1,75,364824,556136,166426,384,604,3868,440,大
世田谷区,877138,736040,58.1,0.0,0.0,33.2,66.8,0.0,129338,56307,6074,6020,7,48,5247,772,4.1,1.4,57,62,22455,21727,655,215,3,411,26,1,14,7449,4637,4,1857,899,52,321,1366,489,2,518,351,6,70,242390,601311,168047,269,406,1850,257,世
渋谷区,204492,542803,15.1,0.0,0.0,6.6,93.4,0.0,19674,19101,2592,2574,4,15,2111,463,10.7,2.4,12,29,3398,3172,253,147,2,101,4,0,10,5006,4444,2,417,126,17,265,690,522,1,117,49,2,58,65234,529282,222342,402,48,2179,107,渋
中野区,314750,285636,15.6,0.0,0.0,47.5,52.5,0.0,51464,20821,2241,2215,3,23,1977,238,3.8,1.1,14,24,7222,7000,214,78,1,133,1,0,3,2415,1786,2,576,48,3,64,356,175,1,161,19,0,14,76807,213227,58123,108,125,633,90,中
杉並区,549569,439379,34.0,0.0,0.0,47.3,52.7,0.0,92388,30825,3692,3687,3,2,3300,388,3.6,1.3,2,37,23028,22339,556,131,0,416,8,0,9,4849,2701,0,1869,265,13,197,895,269,0,522,104,1,43,176369,358016,92357,167,354,1062,169,杉
豊島区,284678,378475,13.0,0.0,0.0,88.4,11.6,0.0,37098,19923,1679,1672,3,4,1506,166,4.1,0.8,12,8,1355,1315,121,85,0,33,3,0,4,2778,2556,0,101,113,8,96,279,205,0,28,44,1,21,52485,374171,140005,183,48,770,65,豊
北区,335544,307317,20.6,0.0,0.0,74.3,25.7,0.0,50151,22372,2792,2658,29,104,2465,193,4.9,0.9,58,14,643,620,126,105,7,13,1,0,3,2837,2758,8,24,42,4,72,268,240,4,7,17,0,16,73410,247350,69466,99,94,865,101,北
荒川区,203296,184021,10.2,0.0,0.0,7.0,93.0,0.0,26888,11633,7217,7180,32,4,6731,449,25.0,3.9,5,23,5521,4492,422,313,0,107,1,0,6,4484,3969,0,457,48,11,113,753,605,0,127,19,1,25,116502,144651,39287,140,299,2635,154,荒
板橋区,535824,456425,32.2,0.0,0.1,84.3,15.6,0.0,65083,29528,1656,1601,11,44,1424,176,2.2,0.6,54,13,760,747,81,59,3,15,4,0,5,2657,2467,3,32,148,7,112,226,156,2,9,58,1,24,71832,377648,104123,122,56,612,82,板
練馬区,716124,530628,48.2,0.0,0.0,99.9,0.1,0.0,114320,32078,1946,1935,7,3,1792,143,1.6,0.4,12,12,3106,3065,145,73,0,57,15,0,6,3265,2521,0,225,504,15,138,415,154,0,63,197,2,30,91229,417116,98294,98,101,610,86,練
足立区,683426,539309,53.2,0.0,0.0,9.3,90.7,0.0,104482,38845,10082,9933,149,0,9235,698,8.8,1.8,0,66,16124,15007,712,400,0,309,3,0,14,9033,7523,0,1395,104,12,287,1294,863,0,389,40,1,62,280862,430379,107115,177,528,3228,335,足
葛飾区,442586,343039,34.8,0.0,0.0,23.8,76.2,0.0,78991,27793,7446,7230,216,0,6649,581,8.4,2.1,0,43,11114,10362,500,288,0,209,2,0,9,5515,4489,0,933,85,9,191,852,558,0,260,33,1,42,200970,292473,70560,113,334,2113,288,葛
江戸川区,678967,534942,49.9,0.0,0.0,23.1,76.8,0.1,87962,33956,8744,8529,215,0,7653,876,8.7,2.6,0,55,14956,13910,600,317,0,279,4,0,13,7706,6303,0,1257,133,13,276,1209,805,0,351,52,1,60,316536,414385,102564,205,401,3198,340,江
区部計,8945695,11284699,616.7,0.0,0.0,30.0,69.8,0.2,1221273,605864,111898,110145,1109,644,97374,12771,8.0,2.1,592,754,195309,182188,9337,5222,54,3964,93,4,218,140227,119153,67,17501,3210,296,5518,21334,15131,34,4886,1252,31,1201,3110940,10635113,3790824,6980,4741,55278,4049,区
八王子市,580053,549417,186.3,49.9,35.4,14.7,0.0,0.0,118849,35966,174,124,3,47,112,12,0.1,0.0,509,5,249,249,14,5,3,5,0,0,3,342,319,4,9,9,0,45,19,10,2,3,4,0,8,11047,489631,146971,74,7,38,15,八
立川市,179668,193465,24.4,0.0,60.9,39.1,0.0,0.0,35188,11697,23,20,0,3,14,5,0.0,0.0,16,2,55,55,3,1,0,1,0,0,1,104,90,0,3,11,0,16,7,2,0,1,4,0,3,4468,174410,56735,42,1,8,4,立
武蔵野市,138734,154448,10.7,0.0,0.0,93.4,6.6,0.0,21101,8163,414,414,0,0,352,62,1.7,0.8,0,3,1056,1041,41,17,0,23,1,0,2,796,709,0,58,29,1,40,83,55,0,16,11,0,9,25176,151201,53755,60,18,182,21,武
三鷹市,186083,148458,16.5,0.0,0.0,88.6,11.4,0.0,32764,8103,764,746,2,17,681,64,2.1,0.8,9,4,741,727,44,28,1,14,1,0,2,851,794,1,25,29,1,39,80,61,1,7,11,0,8,30192,131438,36195,38,26,233,29,三
青梅市,139339,127176,103.3,84.3,15.7,0.0,0.0,0.0,37782,7607,2,0,0,2,0,0,0.0,0.0,511,0,27,27,1,0,0,1,0,0,1,2,1,0,1,0,0,4,0,0,0,0,0,0,1,208,112351,30734,2,0,0,0,青
府中市,255506,236133,29.3,0.0,26.6,73.4,0.0,0.0,47162,14711,88,79,3,6,67,13,0.1,0.1,8,3,289,288,10,3,0,6,0,0,3,255,234,0,9,11,0,62,15,8,0,3,4,0,14,16637,212025,66153,50,5,27,9,府
昭島市,112297,100508,17.3,0.0,86.8,13.2,0.0,0.0,20558,5530,5,5,0,0,4,1,0.0,0.0,9,1,28,28,1,0,0,1,0,0,1,23,19,0,1,3,0,9,2,0,0,0,1,0,2,1114,89744,25772,3,1,2,1,昭
調布市,223593,186275,21.5,0.0,0.0,98.2,1.8,0.0,29412,8668,421,405,4,12,366,38,1.2,0.4,17,4,326,323,23,16,1,6,1,0,2,704,674,1,10,19,0,48,51,41,0,3,7,0,11,29272,162590,46407,44,14,174,21,調
町田市,426987,364091,71.6,3.7,10.0,85.9,0.3,0.0,87953,22322,870,789,6,76,730,59,0.8,0.3,198,8,506,502,47,32,5,10,1,0,4,1271,1224,6,17,23,0,95,76,59,3,5,9,0,21,31235,319134,86680,73,28,227,45,町
小金井市,118852,95195,11.3,0.0,0.1,99.9,0.0,0.0,22335,5024,224,223,0,2,209,14,0.9,0.3,4,2,270,267,14,9,0,5,0,0,1,337,318,0,7,11,0,23,22,16,0,2,4,0,5,12347,80649,22652,6,8,64,11,小
小平市,187035,160499,20.5,0.0,3.8,96.2,0.0,0.0,42481,9322,99,99,0,0,87,11,0.2,0.1,0,3,287,287,10,4,0,6,1,0,2,259,232,0,9,17,0,42,17,8,0,2,7,0,9,9222,137813,38306,10,6,28,8,小
日野市,180052,154114,27.5,0.0,50.7,49.3,0.0,0.0,33122,9441,107,54,2,51,47,7,0.1,0.1,72,2,32,32,7,2,3,1,0,0,1,167,146,4,2,15,0,13,13,5,2,1,6,0,2,6710,135905,38531,22,4,18,9,日
東村山市,153557,115046,17.2,0.0,9.9,90.1,0.0,0.0,31779,6245,66,60,1,5,53,7,0.2,0.1,8,3,164,164,7,2,0,3,1,0,2,188,152,0,5,30,0,33,18,5,0,2,12,0,7,9095,99112,23310,6,5,18,6,東
国分寺市,120650,95649,11.5,0.0,5.9,94.1,0.0,0.0,20001,4889,87,59,0,28,51,7,0.3,0.2,15,2,191,190,9,2,2,4,2,0,1,196,125,2,6,62,0,27,31,4,1,2,24,0,6,8187,86028,23791,21,6,21,7,国
国立市,75510,71295,8.2,0.0,22.8,77.2,0.0,0.0,8768,2557,17,15,0,1,13,3,0.1,0.1,2,1,79,79,2,1,0,2,0,0,1,59,52,0,2,4,0,17,4,2,0,1,1,0,4,3848,61502,18218,2,1,8,2,国
福生市,59796,52442,10.2,0.0,99.4,0.6,0.0,0.0,11631,3475,2,0,0,2,0,0,0.0,0.0,9,0,21,21,1,0,0,0,0,0,0,6,3,0,1,2,0,4,1,0,0,0,1,0,1,652,41779,10596,2,0,0,0,福
狛江市,78751,57386,6.4,0.0,0.0,100.0,0.0,0.0,10391,2668,157,157,0,0,147,10,1.4,0.4,0,1,601,594,17,6,0,11,0,0,1,257,233,0,13,10,0,14,20,12,0,4,4,0,3,12457,43071,8872,3,12,60,8,狛
東大和市,83068,64274,13.5,0.0,81.7,18.3,0.0,0.0,17689,3856,10,9,0,2,8,1,0.0,0.0,8,1,68,68,2,0,0,1,0,0,1,38,30,0,2,6,0,6,4,1,0,1,2,0,1,2745,59513,15194,2,1,3,1,東
清瀬市,74104,60733,10.2,0.0,0.1,99.9,0.0,0.0,13007,3111,39,35,1,2,30,5,0.2,0.2,5,1,46,46,3,1,0,1,0,0,1,98,94,0,2,2,0,16,5,3,0,1,1,0,4,3832,51898,12939,3,2,13,3,清
東久留米市,116546,90315,12.9,0.0,0.0,100.0,0.0,0.0,21922,3959,93,80,0,13,71,8,0.3,0.2,11,2,159,159,7,3,1,3,0,0,1,195,179,1,5,10,0,24,12,7,0,1,4,0,5,7126,72147,16721,4,5,27,6,東
武蔵村山市,70053,59591,15.4,0.0,89.5,10.5,0.0,0.0,16788,3785,3,3,0,0,2,1,0.0,0.0,11,1,31,31,1,0,0,1,0,0,0,14,11,0,1,1,0,5,1,0,0,0,0,0,1,1043,51159,13997,2,1,1,1,武
多摩市,147648,137622,21.1,0.0,14.9,85.1,0.0,0.0,12107,5304,111,79,1,31,71,8,0.6,0.2,43,2,17,17,6,3,2,0,0,0,2,344,336,3,2,3,0,38,16,13,1,1,1,0,8,12086,129381,39123,5,3,55,7,多
稲城市,84835,58913,18.0,0.0,4.4,93.7,1.9,0.0,11702,3370,194,173,2,20,163,10,1.4,0.3,46,1,25,25,8,7,1,1,0,0,1,296,291,1,1,2,0,16,18,16,1,0,1,0,4,10638,54682,14593,4,5,64,9,稲
羽村市,57032,55966,9.9,0.0,100.0,0.0,0.0,0.0,8513,3578,1,0,0,1,0,0,0.0,0.0,12,1,43,43,1,0,0,1,0,0,0,3,1,0,1,1,0,5,1,0,0,0,0,0,1,882,45720,13497,2,0,0,0,羽
あきる野市,80868,67814,73.3,63.6,35.7,0.7,0.0,0.0,26124,4269,14,1,0,14,0,0,0.0,0.0,271,0,189,189,5,0,1,4,0,0,1,9,3,1,5,1,0,6,2,0,1,1,0,0,1,768,60658,15173,2,2,0,2,あ
西東京市,196511,148056,15.9,0.0,0.1,99.9,0.0,0.0,31416,6457,338,338,0,1,318,19,1.0,0.3,1,3,397,394,21,13,0,7,1,0,2,568,535,0,10,22,0,40,38,27,0,3,9,0,9,22862,127759,31227,7,17,119,16,西
瑞穂町,33497,36088,16.8,0.0,98.8,1.2,0.0,0.0,8480,2652,0,0,0,0,0,0,0.0,0.0,1,0,14,14,0,0,0,0,0,0,0,3,2,0,1,0,0,3,0,0,0,0,0,0,1,611,33909,10651,2,0,0,0,瑞
日の出町,16650,13965,28.1,78.3,21.7,0.0,0.0,0.0,5321,1194,2,0,0,2,0,0,0.0,0.0,183,0,29,29,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,90,15893,4655,0,0,0,0,日
檜原村,2558,2566,105.4,100.0,0.0,0.0,0.0,0.0,1865,307,0,0,0,0,0,0,0.0,0.0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2688,562,0,0,0,0,檜
奥多摩町,6045,6205,225.6,100.0,0.0,0.0,0.0,0.0,3975,868,0,0,0,0,0,0,0.0,0.0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6036,1480,0,0,0,0,奥
多摩計,4185878,3663705,1159.9,50.2,21.0,28.5,0.3,0.0,790186,209098,4325,3965,25,336,3596,368,0.5,0.2,2592,56,5940,5888,304,156,22,117,10,0,36,7384,6811,27,208,333,5,693,559,356,14,58,130,0,146,274549,3239826,923490,494,179,1388,241,多
都計,13131573,14948404,1776.6,32.8,13.7,29.0,24.4,0.1,2011459,814962,116224,114109,1134,980,100970,13139,5.0,1.6,3184,811,201249,188076,9641,5378,76,4081,103,4,254,147611,125964,94,17709,3543,301,6211,21893,15487,47,4944,1382,32,1347,3385489,13874939,4714314,7473,4921,56666,4289,都
