種別,箇所数,１次／２次／３次,施設名称,所在地,緯度,経度,座標系,区市町村
（４）消防署,※,2,品川消防署,品川区北品川３－７－３１,35.617150,139.739800,JGD2011,品川
（４）消防署,※,2,芝消防署,港区新橋６－１８－１５,35.661100,139.752300,JGD2011,港
（４）消防署,※,2,渋谷消防署,渋谷区神南１－８－３,35.664340,139.701200,JGD2011,渋谷
（４）消防署,※,2,志村消防署,板橋区相生１７－１,35.777250,139.678700,JGD2011,板橋
（４）消防署,※,2,石神井消防署,練馬区下石神井５－１６－８,35.729610,139.599900,JGD2011,練馬
（４）消防署,※,2,城東消防署,江東区亀戸６－４２－９,35.696590,139.831900,JGD2011,江東
（４）消防署,※,2,新宿消防署,新宿区百人町３－２９－４,35.706930,139.694800,JGD2011,新宿
（４）消防署,※,2,杉並消防署,杉並区阿佐谷南３－４－３,35.700500,139.633600,JGD2011,杉並
（４）消防署,※,2,成城消防署,世田谷区成城１－２１－１４,35.635600,139.601100,JGD2011,世田谷
（４）消防署,※,2,世田谷消防署,世田谷区三軒茶屋２－３３－２１,35.640870,139.666300,JGD2011,世田谷
（４）消防署,※,2,千住消防署,足立区千住中居町９－１４,35.748920,139.798600,JGD2011,足立
（４）消防署,※,2,高輪消防署,港区白金２－４－１２,35.641070,139.732800,JGD2011,港
（４）消防署,※,2,滝野川消防署,北区西ヶ原２－１－１,35.744680,139.744900,JGD2011,北
（４）消防署,※,2,立川消防署,立川市泉町１１５６－１,35.715890,139.406200,JGD2011,立川
（４）消防署,※,2,多摩消防署,多摩市諏訪１－６９,35.632520,139.448400,JGD2011,多摩
（４）消防署,※,2,玉川消防署,世田谷区中町３－１－１９,35.614810,139.648600,JGD2011,世田谷
（４）消防署,※,2,調布消防署,調布市下石原１－１６－１,35.656180,139.539100,JGD2011,調布
（４）消防署,※,2,田園調布消防署,大田区雪谷大塚町１３－２２,35.589800,139.677600,JGD2011,大田
（４）消防署,※,2,豊島消防署,豊島区東池袋３－１９－２０,35.729780,139.721900,JGD2011,豊島
（４）消防署,※,2,中野消防署,中野区中央３－２５－３,35.697980,139.673500,JGD2011,中野
（４）消防署,※,2,西新井消防署,足立区伊興２－５－１１,35.790990,139.779500,JGD2011,足立
（４）消防署,※,2,日本橋消防署,中央区日本橋兜町１４－１２,35.680130,139.777600,JGD2011,中央
（４）消防署,※,2,日本堤消防署,台東区千束４－１－１,35.723420,139.798000,JGD2011,台東
（４）消防署,※,2,練馬消防署,練馬区豊玉中３－９－１１,35.730220,139.656100,JGD2011,練馬
（４）消防署,※,2,野方消防署,中野区丸山２－２１－１,35.723420,139.652100,JGD2011,中野
（４）消防署,※,2,八王子消防署,八王子市大横町１－４,35.661160,139.329200,JGD2011,八王子
（４）消防署,※,2,東村山消防署,東村山市美住町２－２８－１６,35.752930,139.450600,JGD2011,東村山
（４）消防署,※,2,光が丘消防署,練馬区光が丘２－９－１,35.758960,139.631200,JGD2011,練馬
（４）消防署,※,2,日野消防署,日野市神明２－１４－３,35.670520,139.392800,JGD2011,日野
（４）消防署,※,2,深川消防署,江東区木場３－１８－１０,35.673040,139.806100,JGD2011,江東
（４）消防署,※,2,府中消防署,府中市寿町１－５,35.673580,139.478400,JGD2011,府中
（４）消防署,※,2,福生消防署,福生市福生１０７２,35.744010,139.324500,JGD2011,福生
（４）消防署,※,2,西東京消防署,西東京市中町１－１－６,35.738980,139.555300,JGD2011,西東京
（４）消防署,※,2,本郷消防署,文京区本郷７－１－１１,35.707860,139.762900,JGD2011,文京
（４）消防署,※,2,本所消防署,墨田区横川４－６－６,35.703950,139.815200,JGD2011,墨田
（４）消防署,※,2,本田消防署,葛飾区東立石３－１２－７,35.736210,139.844300,JGD2011,葛飾
（４）消防署,※,2,町田消防署,町田市中町３－２－１９,35.549490,139.449100,JGD2011,町田
（４）消防署,※,2,丸の内消防署,千代田区大手町１－３－５,35.688550,139.761700,JGD2011,千代田
（４）消防署,※,2,三鷹消防署,三鷹市新川６－２８－１４,35.682890,139.566000,JGD2011,三鷹
（４）消防署,※,2,向島消防署,墨田区東向島６－２２－３,35.723570,139.820000,JGD2011,墨田
（４）消防署,※,2,武蔵野消防署,武蔵野市吉祥寺北町４－６－１,35.711690,139.567500,JGD2011,武蔵野
（４）消防署,※,2,目黒消防署,目黒区下目黒６－１－２２,35.629900,139.700400,JGD2011,目黒
（４）消防署,※,2,矢口消防署,大田区多摩川２－５－２０,35.559520,139.699200,JGD2011,大田
（４）消防署,※,2,四谷消防署,新宿区四谷３－１０,35.688120,139.719700,JGD2011,新宿
（４）消防署,※,2,臨港消防署,中央区晴海５－１－２７,35.651900,139.773600,JGD2011,中央
（４）消防署,※,2,東久留米消防署,東久留米市幸町３－４－３４,35.757560,139.521700,JGD2011,東久留米
