区市町村,夜間人口（人）,昼間人口（人）,面積（ｋｍ２）,震度別面積率（％）５弱以下,震度別面積率（％）５強,震度別面積率（％）６弱,震度別面積率（％）６強,震度別面積率（％）７,建物棟数木造,建物棟数非木造,原因別建物全壊棟数計,原因別建物全壊棟数ゆれ,原因別建物全壊棟数液状化,原因別建物全壊棟数急傾斜地崩壊,ゆれ建物全壊棟数木造,ゆれ建物全壊棟数非木造,ゆれ建物全壊率（％）木造,ゆれ建物全壊率（％）非木造,急傾斜地崩壊危険箇所,火災出火件数,火災焼失棟数倒壊建物を含む,火災焼失棟数倒壊建物を含まない,人的被害死者計（人）,人的被害死者ゆれ・液状化建物被害（人）,人的被害死者急傾斜地崩壊（人）,人的被害死者火災（人）,人的被害死者ブロック塀等（人）,人的被害死者屋外落下物（人）,人的被害死者屋内収容物（参考値）（人）,人的被害負傷者計（人）,人的被害負傷者ゆれ・液状化建物被害（人）,人的被害負傷者急傾斜地崩壊（人）,人的被害負傷者火災（人）,人的被害負傷者ブロック塀等（人）,人的被害負傷者屋外落下物（人）,人的被害負傷者屋内収容物（参考値）（人）,人的被害負傷者うち重傷者計（人）,人的被害負傷者うち重傷者ゆれ・液状化建物被害（人）,人的被害負傷者うち重傷者急傾斜地崩壊（人）,人的被害負傷者うち重傷者火災（人）,人的被害負傷者うち重傷者ブロック塀等（人）,人的被害負傷者うち重傷者屋外落下物（人）,人的被害負傷者うち重傷者屋内収容物（参考値）（人）,避難者発生数（人）,帰宅困難者滞留者数（人）,帰宅困難者帰宅困難者数（人）,閉じ込めにつながり得るエレベーター停止台数,災害時要援護者死者数（人）,自力脱出困難者発生数（人）,震災廃棄物（万ｔ）,区市町村２
青梅市,139339,127176,103.3,0.0,52.5,23.2,23.0,1.3,37782,7607,1527,1359,0,168,1183,176,3.1,2.3,511,4,354,343,104,81,14,9,0,0,2,1148,1109,17,14,8,0,45,141,126,9,4,3,0,10,20880,-,-,11,41,466,50,青
府中市,255506,236133,29.3,0.0,0.0,39.1,60.9,0.0,47162,14711,1559,1542,4,13,1345,196,2.9,1.3,8,5,482,470,106,92,1,12,1,0,7,1894,1846,1,18,27,2,145,210,194,1,5,10,0,32,50938,-,-,77,47,666,54,府
昭島市,112297,100508,17.3,0.0,0.0,0.0,88.4,11.6,20558,5530,2604,2598,0,5,2294,305,11.2,5.5,9,5,370,333,167,157,0,9,1,0,4,1923,1887,1,15,18,2,83,327,315,0,4,7,0,18,39803,-,-,12,72,1242,59,昭
調布市,223593,186275,21.5,0.0,44.7,55.3,0.0,0.0,29412,8668,79,72,0,7,63,9,0.2,0.1,17,1,36,36,6,4,1,1,0,0,3,304,290,1,2,12,0,71,16,11,0,0,5,0,16,7741,-,-,32,3,46,6,調
町田市,426987,364091,71.6,1.3,39.0,59.1,0.5,0.0,87953,22322,306,253,1,53,233,20,0.3,0.1,198,2,124,123,24,16,5,3,0,0,4,743,716,6,6,15,0,43,39,28,3,2,6,0,8,15942,-,-,56,11,107,19,町
小金井市,118852,95195,11.3,0.0,0.0,59.2,40.8,0.0,22335,5024,645,643,0,2,595,48,2.7,1.0,4,2,190,185,46,41,0,5,0,0,2,861,836,0,7,17,1,36,81,72,0,2,7,0,8,21469,-,-,7,19,288,20,小
小平市,187035,160499,20.5,0.0,0.0,13.3,86.0,0.7,42481,9322,2322,2322,0,0,2113,209,5.0,2.2,0,6,522,499,159,144,0,13,1,0,6,2015,1944,0,21,46,3,116,286,262,0,6,18,0,26,46605,-,-,15,69,902,54,小
日野市,180052,154114,27.5,0.0,0.0,1.1,95.0,3.9,33122,9441,3314,3205,3,106,2812,393,8.5,4.2,72,7,200,185,209,193,9,5,2,0,6,2674,2591,12,12,55,5,121,406,375,6,3,21,0,27,58025,-,-,50,89,1459,87,日
東村山市,153557,115046,17.2,0.0,0.0,31.5,68.5,0.0,31779,6245,1094,1085,2,8,986,99,3.1,1.6,8,4,222,216,76,67,1,6,2,0,5,1316,1232,1,11,70,3,89,161,130,0,3,27,0,20,36602,-,-,9,37,475,31,東
国分寺市,120650,95649,11.5,0.0,0.0,0.0,99.7,0.2,20001,4889,2399,2360,0,39,2154,206,10.8,4.2,15,4,391,354,167,147,3,10,6,0,4,1886,1649,4,15,202,16,82,342,255,2,4,79,2,18,42171,-,-,37,66,1225,51,国
国立市,75510,71295,8.2,0.0,0.0,0.0,99.9,0.1,8768,2557,1119,1113,0,6,970,143,11.1,5.6,2,2,345,311,76,67,1,9,0,0,3,1025,998,1,12,14,1,51,162,153,0,3,5,0,11,27677,-,-,5,33,788,29,国
福生市,59796,52442,10.2,0.0,0.0,0.0,72.5,27.5,11631,3475,1372,1361,0,12,1200,160,10.3,4.6,9,3,263,239,90,82,1,7,0,0,2,955,930,1,11,12,1,43,161,153,1,3,5,0,9,19583,-,-,7,40,603,32,福
狛江市,78751,57386,6.4,0.0,99.9,0.1,0.0,0.0,10391,2668,0,0,0,0,0,0,0.0,0.0,0,0,5,5,0,0,0,0,0,0,1,5,2,0,0,3,0,8,1,0,0,0,1,0,1,418,-,-,2,0,0,0,狛
東大和市,83068,64274,13.5,0.0,0.0,0.0,99.8,0.2,17689,3856,1640,1627,0,13,1476,151,8.3,3.9,8,3,532,492,116,101,1,14,1,0,3,1225,1177,1,19,26,2,57,195,179,1,5,10,0,13,28077,-,-,7,53,702,36,東
清瀬市,74104,60733,10.2,0.0,0.0,100.0,0.0,0.0,13007,3111,100,97,0,2,89,8,0.7,0.3,5,0,15,15,7,6,0,0,0,0,1,267,264,0,1,2,0,24,14,13,0,0,1,0,5,8696,-,-,3,4,50,5,清
東久留米市,116546,90315,12.9,0.0,0.0,97.9,2.1,0.0,21922,3959,285,272,0,13,251,21,1.1,0.5,11,1,67,66,20,17,1,2,0,0,2,605,588,1,3,13,0,37,40,33,1,1,5,0,8,16987,-,-,4,10,134,12,東
武蔵村山市,70053,59591,15.4,0.0,0.0,0.0,70.0,30.0,16788,3785,1900,1898,0,2,1654,244,9.9,6.4,11,5,459,416,125,113,0,12,0,0,3,1099,1075,0,18,6,0,50,182,175,0,5,2,0,11,25678,-,-,8,61,708,45,武
多摩市,147648,137622,21.1,0.0,0.0,33.2,66.8,0.0,12107,5304,666,593,1,71,520,73,4.3,1.4,43,2,29,28,43,36,6,1,0,0,4,1400,1383,8,3,7,0,88,140,132,4,1,3,0,20,30627,-,-,8,17,564,25,多
稲城市,84835,58913,18.0,0.0,0.0,79.7,20.3,0.0,11702,3370,197,175,1,21,160,15,1.4,0.5,46,1,10,10,13,11,2,0,0,0,1,468,463,2,1,2,0,26,29,27,1,0,1,0,6,9716,-,-,4,6,105,9,稲
羽村市,57032,55966,9.9,0.0,0.0,0.0,100.0,0.0,8513,3578,490,483,0,7,336,147,3.9,4.1,12,3,396,380,34,23,1,10,0,0,2,509,489,1,14,5,0,34,69,63,0,4,2,0,8,18379,-,-,6,14,241,25,羽
あきる野市,80868,67814,73.3,19.0,38.8,6.8,34.9,0.5,26124,4269,1065,1002,0,63,924,78,3.5,1.8,271,3,1016,983,94,63,5,26,0,0,3,711,632,7,64,9,0,49,102,77,3,18,4,0,11,15958,-,-,6,37,296,29,あ
西東京市,196511,148056,15.9,0.0,0.1,97.4,2.5,0.0,31416,6457,428,427,0,1,398,29,1.3,0.5,1,1,118,116,32,27,0,4,1,0,3,963,932,0,6,25,1,62,66,54,0,2,10,0,14,25056,-,-,7,14,239,17,西
瑞穂町,33497,36088,16.8,0.0,0.0,0.0,96.9,3.1,8480,2652,830,827,0,4,724,103,8.5,3.9,1,2,131,121,53,49,0,3,0,0,1,480,472,0,5,2,0,23,72,69,0,1,1,0,5,9919,-,-,5,20,301,22,瑞
日の出町,16650,13965,28.1,0.0,34.5,41.5,24.0,0.0,5321,1194,208,146,0,61,135,12,2.5,1.0,183,1,165,162,17,9,5,4,0,0,0,112,100,6,5,1,0,5,14,9,3,1,0,0,1,2694,-,-,2,7,41,8,日
檜原村,2558,2566,105.4,97.3,2.7,0.0,0.0,0.0,1865,307,2,0,0,2,0,0,0.0,0.0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-,-,0,0,0,0,檜
奥多摩町,6045,6205,225.6,75.7,24.1,0.2,0.0,0.0,3975,868,37,0,0,37,0,0,0.0,0.0,378,0,1,0,3,0,3,0,0,0,0,4,0,4,0,0,0,1,2,0,2,0,0,0,0,151,-,-,0,2,0,2,奥
多摩計,4185878,3663705,1159.9,28.6,19.9,22.5,27.0,2.0,790186,209098,34936,33974,17,946,30080,3894,3.8,1.9,2592,88,8177,7751,2366,2058,79,207,21,1,93,33499,32246,99,378,727,48,1798,4388,3944,50,106,284,5,396,760136,-,-,729,1017,15159,988,多
都計,13131573,14948404,1776.6,28.9,34.7,17.5,17.6,1.3,2011459,814962,35407,34399,20,988,30443,3956,1.5,0.5,3184,99,9147,8720,2442,2083,83,233,42,1,158,36987,34965,103,417,1453,49,2644,4737,3996,52,117,567,5,554,852491,-,-,2253,1056,15364,1066,都
