区市町村,夜間人口（人）,昼間人口（人）,面積（ｋｍ２）,震度別面積率（％）５弱以下,震度別面積率（％）５強,震度別面積率（％）６弱,震度別面積率（％）６強,震度別面積率（％）７,建物棟数木造,建物棟数非木造,原因別建物全壊棟数計,原因別建物全壊棟数ゆれ,原因別建物全壊棟数液状化,原因別建物全壊棟数急傾斜地崩壊,ゆれ建物全壊棟数木造,ゆれ建物全壊棟数非木造,ゆれ建物全壊率（％）木造,ゆれ建物全壊率（％）非木造,急傾斜地崩壊危険箇所,火災出火件数,火災焼失棟数倒壊建物を含む,火災焼失棟数倒壊建物を含まない,人的被害死者計（人）,人的被害死者ゆれ・液状化建物被害（人）,人的被害死者急傾斜地崩壊（人）,人的被害死者火災（人）,人的被害死者ブロック塀等（人）,人的被害死者屋外落下物（人）,人的被害死者屋内収容物（参考値）（人）,人的被害負傷者計（人）,人的被害負傷者ゆれ・液状化建物被害（人）,人的被害負傷者急傾斜地崩壊（人）,人的被害負傷者火災（人）,人的被害負傷者ブロック塀等（人）,人的被害負傷者屋外落下物（人）,人的被害負傷者屋内収容物（参考値）（人）,人的被害負傷者うち重傷者計（人）,人的被害負傷者うち重傷者ゆれ・液状化建物被害（人）,人的被害負傷者うち重傷者急傾斜地崩壊（人）,人的被害負傷者うち重傷者火災（人）,人的被害負傷者うち重傷者ブロック塀等（人）,人的被害負傷者うち重傷者屋外落下物（人）,人的被害負傷者うち重傷者屋内収容物（参考値）（人）,避難者発生数（人）,帰宅困難者滞留者数（人）,帰宅困難者帰宅困難者数（人）,閉じ込めにつながり得るエレベーター停止台数,災害時要援護者死者数（人）,自力脱出困難者発生数（人）,震災廃棄物（万ｔ）,区市町村２
大田区,693373,657209,59.5,0.0,0.0,5.5,93.1,1.4,99142,45038,11108,10856,187,65,9656,1199,9.7,2.7,70,21,2500,2312,734,663,6,62,3,0,23,10780,10417,7,243,101,11,472,1552,1440,4,68,39,1,104,251498,-,-,308,336,5566,373,大
世田谷区,877138,736040,58.1,0.0,0.0,33.2,66.8,0.0,129338,56307,6074,6020,7,48,5247,772,4.1,1.4,57,15,1772,1715,440,362,4,47,26,1,24,8425,7300,6,168,899,52,504,1181,775,3,47,351,6,112,153833,-,-,225,192,2925,210,世
渋谷区,204492,542803,15.1,0.0,0.0,6.6,93.4,0.0,19674,19101,2592,2574,4,15,2111,463,10.7,2.4,12,9,191,178,153,146,1,3,4,0,6,3220,3069,1,7,126,17,138,434,380,1,2,49,2,31,50270,-,-,378,66,1557,100,渋
中野区,314750,285636,15.6,0.0,0.0,47.5,52.5,0.0,51464,20821,2241,2215,3,23,1977,238,3.8,1.1,14,6,605,587,155,136,2,16,1,0,5,2958,2880,3,24,48,3,98,311,284,1,7,19,0,22,50178,-,-,92,63,1023,75,中
杉並区,549569,439379,34.0,0.0,0.0,47.3,52.7,0.0,92388,30825,3692,3687,3,2,3300,388,3.6,1.3,2,9,3688,3577,333,227,0,99,8,0,15,5037,4362,0,396,265,13,316,651,436,0,111,104,1,70,96664,-,-,128,145,1719,125,杉
豊島区,284678,378475,13.0,0.0,0.0,88.4,11.6,0.0,37098,19923,1679,1672,3,4,1506,166,4.1,0.8,12,3,376,365,114,103,0,7,3,0,4,2878,2747,0,10,113,8,80,267,219,0,3,44,1,18,47951,-,-,177,57,817,63,豊
北区,335544,307317,20.6,0.0,0.0,74.3,25.7,0.0,50151,22372,2792,2658,29,104,2465,193,4.9,0.9,58,5,200,193,184,168,9,5,1,0,5,4298,4230,12,10,42,4,103,393,367,6,3,17,0,23,71565,-,-,98,103,1328,100,北
荒川区,203296,184021,10.2,0.0,0.0,7.0,93.0,0.0,26888,11633,7217,7180,32,4,6731,449,25.0,3.9,5,10,400,325,471,459,0,10,1,0,9,5704,5624,0,20,48,11,164,891,865,0,6,19,1,36,94283,-,-,130,258,3763,142,荒
板橋区,535824,456425,32.2,0.0,0.1,84.3,15.6,0.0,65083,29528,1656,1601,11,44,1424,176,2.2,0.6,54,4,270,266,113,98,4,7,4,0,8,4084,3912,5,12,148,7,169,309,245,3,3,58,1,37,69216,-,-,120,56,956,81,板
練馬区,716124,530628,48.2,0.0,0.0,99.9,0.1,0.0,114320,32078,1946,1935,7,3,1792,143,1.6,0.4,12,4,1036,1022,166,122,0,29,15,0,11,4722,4130,0,72,504,15,223,469,251,0,20,197,2,49,81635,-,-,95,76,990,81,練
足立区,683426,539309,53.2,0.0,0.0,9.3,90.7,0.0,104482,38845,10082,9933,149,0,9235,698,8.8,1.8,0,23,2121,1974,689,629,0,57,3,0,22,11759,11426,0,218,104,12,437,1420,1317,0,61,40,1,97,224832,-,-,161,369,4923,304,足
葛飾区,442586,343039,34.8,0.0,0.0,23.8,76.2,0.0,78991,27793,7446,7230,216,0,6649,581,8.4,2.1,0,16,1451,1353,496,454,0,39,2,0,15,7020,6796,0,131,85,9,294,920,850,0,37,33,1,65,169618,-,-,102,236,3218,266,葛
江戸川区,678967,534942,49.9,0.0,0.0,23.1,76.8,0.1,87962,33956,8744,8529,215,0,7653,876,8.7,2.6,0,19,1413,1314,566,524,0,39,4,0,22,10149,9871,0,132,133,13,437,1359,1269,0,37,52,1,97,257786,-,-,183,262,5042,310,江
区部計,8945695,11284699,616.7,0.0,0.0,30.0,69.8,0.2,1221273,605864,111898,110145,1109,644,97374,12771,8.0,2.1,592,247,19528,18374,7319,6681,46,495,93,4,251,128304,123085,58,1655,3210,296,5203,17388,15613,29,463,1252,31,1151,2400934,-,-,6523,3509,58821,3651,区
八王子市,580053,549417,186.3,49.9,35.4,14.7,0.0,0.0,118849,35966,174,124,3,47,112,12,0.1,0.0,509,2,86,86,14,8,4,2,0,0,5,451,432,5,4,9,0,57,21,14,2,1,4,0,10,10444,-,-,73,6,50,14,八
立川市,179668,193465,24.4,0.0,60.9,39.1,0.0,0.0,35188,11697,23,20,0,3,14,5,0.0,0.0,16,1,19,19,2,1,0,0,0,0,2,117,105,0,1,11,0,18,7,3,0,0,4,0,3,4332,-,-,42,1,8,3,立
武蔵野市,138734,154448,10.7,0.0,0.0,93.4,6.6,0.0,21101,8163,414,414,0,0,352,62,1.7,0.8,0,1,170,167,29,24,0,4,1,0,2,906,872,0,5,29,1,44,80,67,0,1,11,0,10,21424,-,-,56,12,216,19,武
三鷹市,186083,148458,16.5,0.0,0.0,88.6,11.4,0.0,32764,8103,764,746,2,17,681,64,2.1,0.8,9,1,209,205,54,47,2,5,1,0,3,1261,1221,2,7,29,1,57,107,92,1,2,11,0,13,27980,-,-,37,23,355,28,三
青梅市,139339,127176,103.3,84.3,15.7,0.0,0.0,0.0,37782,7607,2,0,0,2,0,0,0.0,0.0,511,0,8,8,0,0,0,0,0,0,1,1,1,0,0,0,0,5,0,0,0,0,0,0,1,151,-,-,2,0,0,0,青
府中市,255506,236133,29.3,0.0,26.6,73.4,0.0,0.0,47162,14711,88,79,3,6,67,13,0.1,0.1,8,1,98,97,8,5,0,2,0,0,4,331,315,1,4,11,0,80,16,10,0,1,4,0,18,15887,-,-,49,4,34,9,府
昭島市,112297,100508,17.3,0.0,86.8,13.2,0.0,0.0,20558,5530,5,5,0,0,4,1,0.0,0.0,9,0,12,12,1,0,0,0,0,0,1,26,23,0,1,3,0,11,2,1,0,0,1,0,2,1045,-,-,3,0,2,1,昭
調布市,223593,186275,21.5,0.0,0.0,98.2,1.8,0.0,29412,8668,421,405,4,12,366,38,1.2,0.4,17,1,87,86,29,25,1,2,1,0,3,1048,1024,1,4,19,0,70,70,61,1,1,7,0,16,27975,-,-,43,13,261,20,調
町田市,426987,364091,71.6,3.7,10.0,85.9,0.3,0.0,87953,22322,870,789,6,76,730,59,0.8,0.3,198,3,218,216,63,50,7,6,1,0,7,1882,1840,8,10,23,0,135,104,88,4,3,9,0,30,30151,-,-,72,28,335,44,町
小金井市,118852,95195,11.3,0.0,0.1,99.9,0.0,0.0,22335,5024,224,223,0,2,209,14,0.9,0.3,4,1,79,79,17,14,0,2,0,0,2,519,504,0,3,11,0,36,30,25,0,1,4,0,8,11565,-,-,6,7,100,10,小
小平市,187035,160499,20.5,0.0,3.8,96.2,0.0,0.0,42481,9322,99,99,0,0,87,11,0.2,0.1,0,1,111,111,9,6,0,3,1,0,3,354,332,0,4,17,0,59,19,11,0,1,7,0,13,8604,-,-,10,4,38,7,小
日野市,180052,154114,27.5,0.0,50.7,49.3,0.0,0.0,33122,9441,107,54,2,51,47,7,0.1,0.1,72,1,11,11,8,3,4,0,0,0,2,233,211,6,1,15,0,18,15,6,3,0,6,0,3,6624,-,-,22,4,25,9,日
東村山市,153557,115046,17.2,0.0,9.9,90.1,0.0,0.0,31779,6245,66,60,1,5,53,7,0.2,0.1,8,1,67,67,7,4,0,2,1,0,2,260,226,1,3,30,0,49,20,7,0,1,12,0,11,8719,-,-,6,4,26,5,東
国分寺市,120650,95649,11.5,0.0,5.9,94.1,0.0,0.0,20001,4889,87,59,0,28,51,7,0.3,0.2,15,0,52,52,9,4,2,1,2,0,2,262,194,3,2,62,0,38,33,6,2,1,24,0,8,7542,-,-,21,4,30,6,国
国立市,75510,71295,8.2,0.0,22.8,77.2,0.0,0.0,8768,2557,17,15,0,1,13,3,0.1,0.1,2,0,23,23,2,1,0,1,0,0,1,80,76,0,1,4,0,24,4,2,0,0,1,0,5,3483,-,-,2,1,11,2,国
福生市,59796,52442,10.2,0.0,99.4,0.6,0.0,0.0,11631,3475,2,0,0,2,0,0,0.0,0.0,9,0,10,10,0,0,0,0,0,0,1,6,3,0,1,2,0,6,1,0,0,0,1,0,1,611,-,-,2,0,0,0,福
狛江市,78751,57386,6.4,0.0,0.0,100.0,0.0,0.0,10391,2668,157,157,0,0,147,10,1.4,0.4,0,0,76,75,12,10,0,2,0,0,1,412,399,0,3,10,0,25,26,21,0,1,4,0,5,9481,-,-,3,6,102,7,狛
東大和市,83068,64274,13.5,0.0,81.7,18.3,0.0,0.0,17689,3856,10,9,0,2,8,1,0.0,0.0,8,0,27,27,2,1,0,1,0,0,1,49,41,0,1,6,0,8,4,1,0,0,2,0,2,2593,-,-,2,1,4,1,東
清瀬市,74104,60733,10.2,0.0,0.1,99.9,0.0,0.0,13007,3111,39,35,1,2,30,5,0.2,0.2,5,0,13,13,3,2,0,0,0,0,1,138,135,0,1,2,0,24,6,4,0,0,1,0,5,3685,-,-,3,1,18,3,清
東久留米市,116546,90315,12.9,0.0,0.0,100.0,0.0,0.0,21922,3959,93,80,0,13,71,8,0.3,0.2,11,1,54,54,8,5,1,1,0,0,2,285,271,1,2,10,0,37,15,10,1,1,4,0,8,6667,-,-,4,4,39,6,東
武蔵村山市,70053,59591,15.4,0.0,89.5,10.5,0.0,0.0,16788,3785,3,3,0,0,2,1,0.0,0.0,11,0,14,14,1,0,0,0,0,0,1,16,14,0,1,1,0,7,1,0,0,0,0,0,1,983,-,-,2,0,1,1,武
多摩市,147648,137622,21.1,0.0,14.9,85.1,0.0,0.0,12107,5304,111,79,1,31,71,8,0.6,0.2,43,1,5,5,8,5,3,0,0,0,2,479,472,3,1,3,0,48,21,18,2,0,1,0,11,11988,-,-,5,3,75,7,多
稲城市,84835,58913,18.0,0.0,4.4,93.7,1.9,0.0,11702,3370,194,173,2,20,163,10,1.4,0.3,46,1,10,10,13,11,2,0,0,0,1,481,476,2,1,2,0,26,29,26,1,0,1,0,6,10556,-,-,4,6,104,8,稲
羽村市,57032,55966,9.9,0.0,100.0,0.0,0.0,0.0,8513,3578,1,0,0,1,0,0,0.0,0.0,12,0,26,26,1,0,0,1,0,0,0,3,1,0,1,1,0,6,1,0,0,0,0,0,1,803,-,-,2,0,0,0,羽
あきる野市,80868,67814,73.3,63.6,35.7,0.7,0.0,0.0,26124,4269,14,1,0,14,0,0,0.0,0.0,271,0,82,82,3,0,1,2,0,0,1,8,3,1,3,1,0,8,2,0,1,1,0,0,2,482,-,-,2,1,0,1,あ
西東京市,196511,148056,15.9,0.0,0.1,99.9,0.0,0.0,31416,6457,338,338,0,1,318,19,1.0,0.3,1,1,127,126,26,22,0,4,1,0,3,890,862,0,6,22,0,62,53,43,0,2,9,0,14,21551,-,-,7,12,189,15,西
瑞穂町,33497,36088,16.8,0.0,98.8,1.2,0.0,0.0,8480,2652,0,0,0,0,0,0,0.0,0.0,1,0,8,8,0,0,0,0,0,0,0,3,2,0,0,0,0,4,0,0,0,0,0,0,1,595,-,-,2,0,0,0,瑞
日の出町,16650,13965,28.1,78.3,21.7,0.0,0.0,0.0,5321,1194,2,0,0,2,0,0,0.0,0.0,183,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42,-,-,0,0,0,0,日
檜原村,2558,2566,105.4,100.0,0.0,0.0,0.0,0.0,1865,307,0,0,0,0,0,0,0.0,0.0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,檜
奥多摩町,6045,6205,225.6,100.0,0.0,0.0,0.0,0.0,3975,868,0,0,0,0,0,0,0.0,0.0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,奥
多摩計,4185878,3663705,1159.9,50.2,21.0,28.5,0.3,0.0,790186,209098,4325,3965,25,336,3596,368,0.5,0.2,2592,20,1713,1700,330,246,29,45,10,0,53,10499,10055,37,70,333,5,964,685,516,18,20,130,0,208,255964,-,-,485,144,2024,231,多
都計,13131573,14948404,1776.6,32.8,13.7,29.0,24.4,0.1,2011459,814962,116224,114109,1134,980,100970,13139,5.0,1.6,3184,268,21240,20074,7649,6927,76,540,103,4,304,138804,133140,95,1725,3543,301,6167,18073,16129,47,483,1382,32,1359,2656898,-,-,7008,3654,60844,3882,都
