番号,箇所番号,所在地区市,所在地町村,所在地大字,所在地小字
1267,205A1-169,青梅市,,根ヶ布,２丁目
1268,205A1-172,青梅市,,二俣尾,５丁目
1269,205A1-173,青梅市,,二俣尾,５丁目
1270,205A1-174,青梅市,,二俣尾,５丁目
1271,205A1-175,青梅市,,二俣尾,５丁目
1272,205A1-176,青梅市,,成木,６丁目
1273,205A1-177,青梅市,,成木,５丁目
1274,205A1-178,青梅市,,成木,４丁目
1275,205A1-179,青梅市,,青梅,
1276,205A1-180,青梅市,,成木,３丁目
1277,205A1-181,青梅市,,成木,３丁目
1278,205A1-182,青梅市,,成木,８丁目
1279,205A1-183,青梅市,,成木,８丁目
1280,205A1-184,青梅市,,成木,８丁目
1281,205A1-185,青梅市,,成木,８丁目
1282,205A1-186,青梅市,,成木,８丁目
1283,205A1-187,青梅市,,成木,８丁目
1284,205A1-188,青梅市,,成木,８丁目
1285,205A1-189,青梅市,,成木,８丁目
1286,205A1-190,青梅市,,黒沢,２丁目
1287,205A1-191,青梅市,,黒沢,１丁目
1288,205A1-192,青梅市,,沢井,３丁目
1289,205A1-193,青梅市,,沢井,３丁目
1290,205A1-194,青梅市,,沢井,１丁目
1291,205A1-195,青梅市,,沢井,１丁目
1292,205A1-196,青梅市,,小曽木,４丁目
1293,205A1-197,青梅市,,小曽木,４丁目
1294,205A1-198,青梅市,,小曽木,５丁目
1295,205A1-199,青梅市,,小曽木,５丁目
1296,205A1-200,青梅市,,根ヶ布,２丁目
1297,205A1-201,青梅市,,木野下,１丁目
1298,205A1-202,青梅市,,梅郷,４丁目
1299,205A1-203,青梅市,,二俣尾,１丁目
1300,205A1-204,青梅市,,日向和田,３丁目
1301,205A1-205,青梅市,,黒沢,３丁目
1302,205A1-206,青梅市,,黒沢,３丁目
1303,205A1-207,青梅市,,黒沢,３丁目
1304,205A1-208,青梅市,,森下町,
1305,205A1-209,青梅市,,本町,
1306,205A1-210,青梅市,,住江町,
1307,205A1-211,青梅市,,勝沼,２丁目
1308,205A1-212,青梅市,,勝沼,２丁目
1309,205A1-213,青梅市,,勝沼,２丁目
1310,205A1-214,青梅市,,勝沼,２丁目
1311,205A1-215,青梅市,,勝沼,２丁目
1312,205A1-216,青梅市,,根ヶ布,１丁目
1313,205A1-217,青梅市,,千ヶ瀬町,２丁目
1314,205A1-218,青梅市,,畑中,１丁目
1315,205A1-219,青梅市,,駒木町,２丁目
1316,205A1-220,青梅市,,長淵,１丁目
1317,205A1-221,青梅市,,友田町,５丁目
1318,205A1-222,青梅市,,友田町,５丁目
1319,205A1-223,青梅市,,友田町,４丁目
1320,205A1-224,青梅市,,友田町,１丁目
1321,205A1-225,青梅市,,黒沢,２丁目
1322,205A1-226,青梅市,,黒沢,２丁目
1323,205A1-227,青梅市,,黒沢,２丁目・３丁目
1324,205A1-228,青梅市,,黒沢,３丁目
1325,205A1-229,青梅市,,根ヶ布,１丁目
1326,205A1-230,青梅市,,日向和田,２丁目
1327,205A1-231,青梅市,,御岳山,59
1328,205A1-232,青梅市,,二俣尾,４丁目
1329,205A1-233,青梅市,,日向和田,２丁目
1330,205A1-234,青梅市,,東青梅,4
1331,205A1-235,青梅市,,長淵,2
1332,205A1-236,青梅市,,本町,223
1333,205A1-237,青梅市,,西分町,1
1334,205A1-238,青梅市,,勝沼,2
1335,205A1-239,青梅市,,根ヶ布,1
1336,205A1-240,青梅市,,河辺町,3
1337,205A1-241,青梅市,,根ヶ布,2
1338,205A1-242,青梅市,,森下町,
1339,205A1-243,青梅市,,仲町,
1340,205A1-244,青梅市,,勝沼,
1341,205A1-245,青梅市,,勝沼,
1342,205A1-246,青梅市,,東青梅,
1343,205A1-247,青梅市,,千ヶ瀬町,
1344,205A1-248,青梅市,,駒木町,
1345,205A1-249,青梅市,,長淵,
1346,205A1-250,青梅市,,長淵,
1347,205A1-251,青梅市,,長淵,
1348,205A1-252,青梅市,,長淵,
1349,205A1-253,青梅市,,長淵,
1350,205A1-254,青梅市,,河辺町,
1351,205A1-255,青梅市,,友田町,
1352,205A1-256,青梅市,,友田町,
1353,205A1-257,青梅市,,友田町,
1354,205A1-258,青梅市,,友田町,
1355,205A1-259,青梅市,,友田町,
1356,205A1-260,青梅市,,友田町,
1357,205A1-261,青梅市,,御岳山,
1358,205A1-262,青梅市,,勝沼,2
1359,205A1-263,青梅市,,千ヶ瀬町,2
1360,205A1-264,青梅市,,成木,３丁目
1361,205A2-001,青梅市,,成木,７丁目
1362,205A2-002,青梅市,,成木,７丁目
1363,205A2-003,青梅市,,成木,７丁目
1364,205A2-004,青梅市,,成木,７丁目
1365,205A2-005,青梅市,,成木,７丁目
1366,205A2-006,青梅市,,成木,７丁目
1367,205A2-007,青梅市,,成木,７丁目
1368,205A2-008,青梅市,,黒沢,３丁目
1369,205A2-009,青梅市,,成木,７丁目
1370,205A2-010,青梅市,,成木,７丁目
1371,205A2-011,青梅市,,成木,７丁目
1372,205A2-012,青梅市,,成木,７丁目
1373,205A2-013,青梅市,,成木,７丁目
1374,205A2-014,青梅市,,成木,７丁目
1375,205A2-015,青梅市,,成木,７丁目
1376,205A2-016,青梅市,,成木,７丁目
1377,205A2-017,青梅市,,成木,７丁目
1378,205A2-018,青梅市,,成木,７丁目
1379,205A2-019,青梅市,,成木,７丁目
1380,205A2-020,青梅市,,成木,７丁目
1381,205A2-021,青梅市,,成木,７丁目
1382,205A2-022,青梅市,,成木,７丁目
1383,205A2-023,青梅市,,成木,７丁目
1384,205A2-024,青梅市,,成木,７丁目
1385,205A2-025,青梅市,,二俣尾,５丁目
1386,205A2-026,青梅市,,二俣尾,５丁目
1387,205A2-027,青梅市,,二俣尾,５丁目
1388,205A2-028,青梅市,,二俣尾,５丁目
1389,205A2-029,青梅市,,二俣尾,５丁目
1390,205A2-030,青梅市,,二俣尾,５丁目
1391,205A2-031,青梅市,,二俣尾,５丁目
1392,205A2-032,青梅市,,二俣尾,５丁目
1393,205A2-033,青梅市,,二俣尾,５丁目
1394,205A2-034,青梅市,,富岡,３丁目
1395,205A2-035,青梅市,,小曽木,３丁目
1396,205A2-036,青梅市,,二俣尾,５丁目
1397,205A2-037,青梅市,,二俣尾,５丁目
1398,205A2-038,青梅市,,二俣尾,５丁目
1399,205A2-039,青梅市,,成木,８丁目
1400,205A2-040,青梅市,,成木,８丁目
1401,205A2-041,青梅市,,成木,８丁目
1402,205A2-042,青梅市,,成木,８丁目
1403,205A2-043,青梅市,,成木,８丁目
1404,205A2-044,青梅市,,二俣尾,５丁目
1405,205A2-045,青梅市,,二俣尾,５丁目
1406,205A2-046,青梅市,,二俣尾,５丁目
1407,205A2-047,青梅市,,成木,６丁目
1408,205A2-048,青梅市,,成木,６丁目
1409,205A2-049,青梅市,,成木,６丁目
1410,205A2-050,青梅市,,成木,６丁目
1411,205A2-051,青梅市,,成木,６丁目
1412,205A2-052,青梅市,,成木,６丁目
1413,205A2-053,青梅市,,成木,６丁目
1414,205A2-054,青梅市,,成木,６丁目
1415,205A2-055,青梅市,,成木,６丁目
1416,205A2-056,青梅市,,成木,６丁目
1417,205A2-057,青梅市,,成木,５丁目
1418,205A2-058,青梅市,,成木,５丁目
1419,205A2-059,青梅市,,成木,５丁目
1420,205A2-060,青梅市,,成木,５丁目
1421,205A2-061,青梅市,,成木,５丁目
1422,205A2-062,青梅市,,成木,５丁目
1423,205A2-063,青梅市,,成木,４丁目
1424,205A2-064,青梅市,,成木,３丁目
1425,205A2-065,青梅市,,成木,３丁目
1426,205A2-066,青梅市,,成木,３丁目
1427,205A2-067,青梅市,,成木,３丁目
1428,205A2-068,青梅市,,成木,３丁目
1429,205A2-069,青梅市,,成木,３丁目
1430,205A2-070,青梅市,,成木,３丁目
1431,205A2-071,青梅市,,成木,３丁目
1432,205A2-072,青梅市,,成木,３丁目
1433,205A2-073,青梅市,,成木,２丁目
1434,205A2-074,青梅市,,成木,２丁目
1435,205A2-075,青梅市,,富岡,２丁目
1436,205A2-076,青梅市,,富岡,１丁目
1437,205A2-077,青梅市,,富岡,１丁目
1438,205A2-078,青梅市,,富岡,１丁目
1439,205A2-079,青梅市,,二俣尾,５丁目
1440,205A2-080,青梅市,,二俣尾,５丁目
1441,205A2-081,青梅市,,成木,８丁目
1442,205A2-082,青梅市,,成木,８丁目
1443,205A2-083,青梅市,,成木,８丁目
1444,205A2-084,青梅市,,成木,８丁目
1445,205A2-085,青梅市,,成木,８丁目
1446,205A2-086,青梅市,,成木,８丁目
1447,205A2-087,青梅市,,成木,８丁目
1448,205A2-088,青梅市,,成木,８丁目
1449,205A2-089,青梅市,,成木,８丁目
1450,205A2-090,青梅市,,成木,８丁目
1451,205A2-091,青梅市,,成木,８丁目
1452,205A2-092,青梅市,,成木,８丁目
1453,205A2-093,青梅市,,成木,８丁目
1454,205A2-094,青梅市,,成木,８丁目
1455,205A2-095,青梅市,,成木,８丁目
1456,205A2-096,青梅市,,成木,８丁目
1457,205A2-097,青梅市,,小曽木,１丁目
1458,205A2-098,青梅市,,成木,８丁目
1459,205A2-099,青梅市,,成木,８丁目
1460,205A2-100,青梅市,,成木,８丁目
1461,205A2-101,青梅市,,成木,８丁目
1462,205A2-102,青梅市,,成木,８丁目
1463,205A2-103,青梅市,,成木,８丁目
1464,205A2-104,青梅市,,成木,８丁目
1465,205A2-105,青梅市,,成木,８丁目
1466,205A2-106,青梅市,,成木,８丁目
1467,205A2-107,青梅市,,成木,８丁目
1468,205A2-108,青梅市,,成木,５丁目
1469,205A2-109,青梅市,,成木,５丁目
1470,205A2-110,青梅市,,成木,４丁目
1471,205A2-111,青梅市,,黒沢,２丁目
1472,205A2-112,青梅市,,黒沢,２丁目
1473,205A2-113,青梅市,,黒沢,２丁目
1474,205A2-114,青梅市,,黒沢,２丁目
1475,205A2-115,青梅市,,黒沢,２丁目・１丁目
1476,205A2-116,青梅市,,黒沢,２丁目
1477,205A2-117,青梅市,,黒沢,２丁目
1478,205A2-118,青梅市,,黒沢,２丁目
1479,205A2-119,青梅市,,黒沢,２丁目
1480,205A2-120,青梅市,,黒沢,２丁目
1481,205A2-121,青梅市,,黒沢,２丁目
1482,205A2-122,青梅市,,黒沢,２丁目
1483,205A2-123,青梅市,,小曽木,３丁目
1484,205A2-124,青梅市,,小曽木,３丁目
1485,205A2-125,青梅市,,小曽木,３丁目
1486,205A2-126,青梅市,,小曽木,３丁目
1487,205A2-127,青梅市,,小曽木,３丁目
1488,205A2-128,青梅市,,小曽木,３丁目
1489,205A2-129,青梅市,,成木,７丁目
1490,205A2-130,青梅市,,沢井,３丁目
1491,205A2-131,青梅市,,沢井,３丁目
1492,205A2-132,青梅市,,沢井,３丁目
1493,205A2-133,青梅市,,沢井,３丁目
1494,205A2-134,青梅市,,沢井,３丁目
1495,205A2-135,青梅市,,二俣尾,５丁目
1496,205A2-136,青梅市,,沢井,３丁目
1497,205A2-137,青梅市,,御岳,２丁目
1498,205A2-138,青梅市,,御岳,２丁目
1499,205A2-139,青梅市,,御岳,２丁目
1500,205A2-140,青梅市,,御岳,２丁目
1501,205A2-141,青梅市,,柚木町,３丁目
1502,205A2-142,青梅市,,柚木町,３丁目
1503,205A2-143,青梅市,,沢井,１丁目
1504,205A2-144,青梅市,,沢井,１丁目
1505,205A2-145,青梅市,,沢井,１丁目
1506,205A2-146,青梅市,,二俣尾,５丁目
1507,205A2-147,青梅市,,柚木町,３丁目
1508,205A2-148,青梅市,,二俣尾,２丁目
1509,205A2-149,青梅市,,成木,８丁目
1510,205A2-150,青梅市,,小曽木,２丁目
1511,205A2-151,青梅市,,小曽木,１丁目
1512,205A2-152,青梅市,,小曽木,１丁目
1513,205A2-153,青梅市,,御岳,２丁目
1514,205A2-154,青梅市,,御岳,２丁目
1515,205A2-155,青梅市,,御岳,２丁目
1516,205A2-156,青梅市,,御岳,２丁目
1517,205A2-157,青梅市,,御岳,２丁目
1518,205A2-158,青梅市,,御岳,２丁目
1519,205A2-159,青梅市,,柚木町,３丁目
1520,205A2-160,青梅市,,梅郷,６丁目
1521,205A2-161,青梅市,,梅郷,４丁目
1522,205A2-162,青梅市,,日向和田,２丁目
1523,205A2-163,青梅市,,二俣尾,５丁目
1524,205A2-164,青梅市,,黒沢,３丁目
1525,205A2-165,青梅市,,上町,
1526,205A2-166,青梅市,,根ヶ布,１丁目
1527,205A2-167,青梅市,,梅郷,１丁目
1528,205A2-168,青梅市,,和田町,２丁目
1529,205A2-169,青梅市,,和田町,２丁目
1530,205A2-170,青梅市,,和田町,２丁目
1531,205A2-172,青梅市,,友田町,１丁目
1532,205A2-173,青梅市,,駒木町,２丁目
1533,205A2-174,青梅市,,長淵,５丁目
1534,205A2-175,青梅市,,長淵,３丁目
1535,205A2-176,青梅市,,河辺町,１丁目
1536,205A2-177,青梅市,,長淵,５丁目
1537,205A2-178,青梅市,,友田町,５丁目
1538,205A2-180,青梅市,,友田町,１丁目
1539,205A2-181,青梅市,,黒沢,３丁目
1540,205A2-182,青梅市,,黒沢,３丁目
1541,205A2-183,青梅市,,黒沢,３丁目
1542,205A2-184,青梅市,,黒沢,３丁目
1543,205A2-185,青梅市,,根ヶ布,１丁目
1544,205A2-186,青梅市,,根ヶ布,１丁目
1545,205A2-187,青梅市,,根ヶ布,１丁目
1546,205A2-188,青梅市,,梅郷,６丁目
1547,205A2-189,青梅市,,日向和田,２丁目
1548,205A2-190,青梅市,,成木,７丁目
1549,205A2-191,青梅市,,成木,７丁目
1550,205B1-001,青梅市,,成木,２丁目
1551,205B1-002,青梅市,,長淵,２丁目
1552,205B1-003,青梅市,,本町,
1553,205B1-004,青梅市,,長淵,７丁目
1554,205B1-005,青梅市,,河辺町,２丁目
1555,205B1-006,青梅市,,友田町,１丁目
1556,205B2-001,青梅市,,二俣尾,５丁目
1557,205B2-002,青梅市,,和田町,１丁目
1558,205B2-003,青梅市,,友田町,１丁目
1559,206A1-001,府中市,,清水が丘,２丁目９
1560,206A1-002,府中市,,若松町,
1561,206A1-003,府中市,,西府町,５丁目２９
1562,206A1-004,府中市,,西府町,１丁目３１
1563,206A1-005,府中市,,日新町,１丁目７
1564,206A1-006,府中市,,本宿町,１丁目３２－４
1565,206B1-003,府中市,,分梅町,１丁目２３
1566,206B1-004,府中市,,小柳町,２丁目２
1567,207A1-001,昭島市,,中神町,１丁目
1568,207A1-002,昭島市,,中神町,２丁目
1569,207A1-003,昭島市,,大神町,４－３
1570,207A1-004,昭島市,,福島町,２－１０
1571,207A2-001,昭島市,,大神町,４－１５
1572,207A2-002,昭島市,,拝島町,１－１２
1573,207A2-003,昭島市,,拝島町,５－８
1574,207B1-001,昭島市,,大神町,４－４
1575,207B1-002,昭島市,,福島町,２－１０
1576,208A1-001,調布市,,佐須町,
1577,208A1-002,調布市,,入間町,
1578,208A1-003,調布市,,入間町,
1579,208A1-004,調布市,,入間町,
1580,208A1-006,調布市,,東つつじケ丘,一丁目
1581,208A1-007,調布市,,若葉町,３の１７
1582,208A1-008,調布市,,入間町,３の１
1583,208A2-001,調布市,,深大寺南町,１の２１
1584,208A2-002,調布市,,飛田給,３の２
1585,208A2-003,調布市,,飛田給,３の２３
1586,208A2-004,調布市,,入間町,３丁目５
1587,208B1-001,調布市,,深大寺元町,３の１８
1588,208B1-002,調布市,,若葉町,１の１６
1589,208B1-003,調布市,,下石原,３－２５．２７先
1590,208B1-004,調布市,,入間町,
1591,208B3-001,調布市,,深大寺元町,二丁目
1592,208B3-002,調布市,,深大寺元町,二丁目
1593,209A1-001,町田市,,相原町,
1594,209A1-002,町田市,,相原町,
1595,209A1-003,町田市,,相原町,
1596,209A1-004,町田市,,相原町,
1597,209A1-005,町田市,,相原町,
1598,209A1-006,町田市,,相原町,
1599,209A1-007,町田市,,相原町,
1600,209A1-008,町田市,,相原町,
1601,209A1-009,町田市,,相原町,
1602,209A1-010,町田市,,相原町,
1603,209A1-011,町田市,,相原町,
1604,209A1-012,町田市,,相原町,
1605,209A1-013,町田市,,相原町,
1606,209A1-014,町田市,,相原町,
1607,209A1-015,町田市,,小山町,
1608,209A1-016,町田市,,小山町,
1609,209A1-017,町田市,,小山町,
1610,209A1-018,町田市,,下小山田町,
1611,209A1-019,町田市,,下小山田町,
1612,209A1-020,町田市,,小野路町,
1613,209A1-021,町田市,,小野路町,
1614,209A1-022,町田市,,小野路町,
1615,209A1-023,町田市,,真光寺町,
1616,209A1-024,町田市,,小山町,
1617,209A1-025,町田市,,小山町,
1618,209A1-026,町田市,,常盤町,
1619,209A1-027,町田市,,常盤町,
1620,209A1-028,町田市,,小山田桜台,
1621,209A1-029,町田市,,下小山田町,
1622,209A1-030,町田市,,図師町,
1623,209A1-031,町田市,,山崎町,１７３７－２
1624,209A1-032,町田市,,図師町,
1625,209A1-033,町田市,,図師町,
1626,209A1-034,町田市,,小野路町,
1627,209A1-035,町田市,,野津田町,
1628,209A1-036,町田市,,鶴川,
1629,209A1-037,町田市,,大蔵町,
1630,209A1-038,町田市,,大蔵町,
1631,209A1-039,町田市,,能ヶ谷町,
1632,209A1-040,町田市,,能ヶ谷町,
1633,209A1-041,町田市,,図師町,
1634,209A1-042,町田市,,忠生,
1635,209A1-043,町田市,,図師町,
1636,209A1-044,町田市,,山崎町,792
1637,209A1-045,町田市,,山崎町,
1638,209A1-046,町田市,,山崎町,
1639,209A1-047,町田市,,本町田,
1640,209A1-048,町田市,,玉川学園,
1641,209A1-049,町田市,,玉川学園,
1642,209A1-050,町田市,,三輪町,
1643,209A1-051,町田市,,三輪町,
1644,209A1-052,町田市,,三輪町,
1645,209A1-053,町田市,,本町田,
1646,209A1-054,町田市,,本町田,
1647,209A1-055,町田市,,本町田,
1648,209A1-056,町田市,,金井町,
1649,209A1-057,町田市,,玉川学園,
1650,209A1-058,町田市,,玉川学園,
1651,209A1-059,町田市,,金井,５－３１
1652,209A1-060,町田市,,金井,８－２２
1653,209A1-061,町田市,,金井町,1933
1654,209A1-062,町田市,,金井,５－３
1655,209A1-063,町田市,,三輪町,1893
1656,209A1-064,町田市,,三輪町,1103
1657,209A1-065,町田市,,三輪町,988
1658,209A1-066,町田市,,野津田町,2691
1659,209A1-067,町田市,,相原町,
1660,209A1-068,町田市,,小野路町,
1661,209A1-069,町田市,,小川,
1662,209A1-070,町田市,,小野路町,4452
1663,209A1-071,町田市,,相原町,927
1664,209A1-072,町田市,,忠生,２－２６
1665,209A1-073,町田市,,小野路町,1597
1666,209A1-074,町田市,,能ヶ谷町,524
1667,209A1-075,町田市,,金井町,1825
1668,209A1-076,町田市,,玉川学園,４－２３
1669,209A1-077,町田市,,山崎町,1151
1670,209A1-078,町田市,,山崎町,1144
1671,209A1-079,町田市,,本町田,3046
1672,209A1-080,町田市,,南つくし野,１－１３
1673,209A1-081,町田市,,相原町,4694
1674,209A1-082,町田市,,相原町,4484
1675,209A1-083,町田市,,相原町,４４４５－３
1676,209A1-084,町田市,,相原町,８０４－１３
1677,209A1-085,町田市,,真光寺町,476
1678,209A1-086,町田市,,下小山田町,３２１０－３
1679,209A1-087,町田市,,下小山田町,176
1680,209A1-088,町田市,,図師町,４５９－１
1681,209A1-089,町田市,,図師町,２３９６－８
1682,209A1-090,町田市,,図師町,２００８－４
1683,209A1-091,町田市,,図師町,3142
1684,209A1-092,町田市,,図師町,3321
1685,209A1-093,町田市,,小野路町,１１７－３
1686,209A1-094,町田市,,野津田町,１０１３－１８
1687,209A1-095,町田市,,大蔵町,３１２６－２
1688,209A1-096,町田市,,広袴町,468
1689,209A1-097,町田市,,矢部町,2723
1690,209A1-098,町田市,,根岸町,105
1691,209A1-099,町田市,,山崎町,1525
1692,209A1-801,町田市,,上小山田町,
1693,209A1-802,町田市,,能ヶ谷町,
1694,209A2-001,町田市,,図師町,
1695,209A2-002,町田市,,相原町,4241
1696,209A2-003,町田市,,相原町,２２６５－２
1697,209A2-004,町田市,,相原町,2095
1698,209A2-005,町田市,,下小山田町,395
1699,209A2-006,町田市,,下小山田町,709
1700,209A2-007,町田市,,下小山田町,716
1701,209A2-008,町田市,,下小山田町,823
1702,209A2-009,町田市,,下小山田町,1375
1703,209A2-010,町田市,,下小山田町,1596
1704,209A2-011,町田市,,小野路町,5346
1705,209A2-012,町田市,,小野路町,4452
1706,209A2-013,町田市,,小野路町,965
1707,209A2-014,町田市,,真光寺町,589
1708,209A2-015,町田市,,小山町,1128
1709,209A2-016,町田市,,上小山田町,２９０９－２
1710,209A2-017,町田市,,上小山田町,２９１６－５
1711,209A2-018,町田市,,上小山田町,2707
1712,209A2-019,町田市,,上小山田町,１２９－５
1713,209A2-020,町田市,,上小山田町,１８２－２８
1714,209A2-021,町田市,,下小山田町,2938
1715,209A2-022,町田市,,下小山田町,2989
1716,209A2-023,町田市,,図師町,79
1717,209A2-024,町田市,,図師町,127
1718,209A2-025,町田市,,図師町,2203
1719,209A2-026,町田市,,下小山田町,1090
1720,209A2-027,町田市,,図師町,2733
1721,209A2-028,町田市,,図師町,1826
1722,209A2-029,町田市,,図師町,3219
1723,209A2-030,町田市,,小野路町,1150
1724,209A2-031,町田市,,野津田町,1919
1725,209A2-032,町田市,,野津田町,１７７０－１
1726,209A2-033,町田市,,野津田町,618
1727,209A2-034,町田市,,野津田町,2486
1728,209A2-035,町田市,,大蔵町,3019
1729,209A2-036,町田市,,大蔵町,2058
1730,209A2-037,町田市,,広袴町,４７７－７
1731,209A2-038,町田市,,能ヶ谷町,1033
1732,209A2-039,町田市,,能ヶ谷町,５４９－３
1733,209A2-040,町田市,,図師町,９９４－４
1734,209A2-041,町田市,,図師町,1340
1735,209A2-042,町田市,,図師町,1506
1736,209A2-043,町田市,,忠生,２－７－２
1737,209A2-044,町田市,,山崎町,1521
1738,209A2-045,町田市,,野津田町,3191
1739,209A2-046,町田市,,金井,４－３５０９
1740,209A2-047,町田市,,金井,６－３０
1741,209A2-048,町田市,,金井,５－６
1742,209A2-049,町田市,,金井,２－３８
1743,209A2-050,町田市,,三輪町,1773
1744,209A2-051,町田市,,三輪町,1132
1745,209A2-052,町田市,,三輪町,1017
1746,209A2-053,町田市,,三輪町,1033
1747,209A2-054,町田市,,三輪町,955
1748,209A2-055,町田市,,本町田,2322
1749,209A2-056,町田市,,本町田,3664
1750,209A2-057,町田市,,小野路町,2124
1751,209A2-058,町田市,,小野路町,1560
1752,209A2-801,町田市,,相原町,
1753,209A3-001,町田市,,本町田,
1754,209A3-002,町田市,,野津田町,
1755,209B1-001,町田市,,相原町,1819
1756,209B1-002,町田市,,相原町,
1757,209B1-003,町田市,,相原町,1774
1758,209B1-004,町田市,,相原町,
1759,209B1-005,町田市,,鶴間,
1760,209B1-006,町田市,,野津田町,
1761,209B1-007,町田市,,鶴川,
1762,209B1-008,町田市,,玉川学園,
1763,209B1-009,町田市,,南大谷,
1764,209B1-010,町田市,,南大谷,
1765,209B1-011,町田市,,原町田,
1766,209B1-012,町田市,,成瀬,
1767,209B1-013,町田市,,南つくし野,
1768,209B1-014,町田市,,南つくし野,
1769,209B1-015,町田市,,つくし野,
1770,209B1-801,町田市,,図師町,
1771,209B1-802,町田市,,下小山田町,
1772,209B1-803,町田市,,大蔵町,
1773,209B1-804,町田市,,本町田,
1774,209B1-805,町田市,,南大谷,
1775,209B2-001,町田市,,相原町,
1776,209B2-002,町田市,,真光寺町,1522
1777,209B2-003,町田市,,本町田,2717
1778,209B2-004,町田市,,成瀬台,２－１８
1779,209B2-801,町田市,,能ヶ谷町,
1780,209B2-802,町田市,,金井町,
1781,209B3-001,町田市,,山崎町,
1782,209B3-002,町田市,,金井町,
1783,209B3-003,町田市,,金井,一丁目
1784,209B3-004,町田市,,鶴川,五丁目
1785,209B3-005,町田市,,本町田,
1786,209B3-006,町田市,,金井,四丁目
1787,210A1-001,小金井市,,貫井南町,３丁目８
1788,210A1-002,小金井市,,貫井南町,３丁目１３
1789,210B2-001,小金井市,,東町,５丁目５
1790,210B2-002,小金井市,,東町,５丁目６
1791,212A1-001,日野市,,大坂上,
1792,212A1-002,日野市,,新町,３－２４
1793,212A1-003,日野市,,新町,２－２
1794,212A1-004,日野市,,日野本町,
1795,212A1-005,日野市,,神明,４－１１
1796,212A1-006,日野市,,日野,5940
1797,212A1-007,日野市,,神明,１－７
1798,212A1-008,日野市,,東豊田,１－５２
1799,212A1-009,日野市,,南平,８－５
1800,212A1-010,日野市,,南平,８－８
1801,212A1-011,日野市,,南平,８－１１
1802,212A1-012,日野市,,程久保,
1803,212A1-013,日野市,,程久保,８－１１
1804,212A1-014,日野市,,高幡,
1805,212A1-015,日野市,,三沢,３－４５
1806,212A1-016,日野市,,程久保,
1807,212A1-017,日野市,,程久保,
1808,212A1-018,日野市,,程久保,
1809,212A1-019,日野市,,三沢,２－８
1810,212A1-020,日野市,,落川,
1811,212A1-021,日野市,,百草,517
1812,212A1-022,日野市,,百草,436
1813,212A1-023,日野市,,百草,322
1814,212A1-024,日野市,,平山,６－１６
1815,212A1-025,日野市,,平山,２－３２
1816,212A1-026,日野市,,平山,６－５２
1817,212A1-027,日野市,,平山,６－５３
1818,212A1-028,日野市,,南平,９－１
1819,212A1-029,日野市,,南平,９－１１
1820,212A1-030,日野市,,程久保,
1821,212A1-031,日野市,,程久保,
1822,212A1-032,日野市,,程久保,
1823,212A1-033,日野市,,程久保,
1824,212A1-034,日野市,,程久保,２－１
1825,212A1-035,日野市,,程久保,
1826,212A1-036,日野市,,程久保,
1827,212A1-037,日野市,,落川,1099
1828,212A1-038,日野市,,日野本町,３－１
1829,212A1-039,日野市,,南平,８－１１
1830,212A1-040,日野市,,南平,２－１
1831,212A1-041,日野市,,程久保,８－４７
1832,212A1-042,日野市,,程久保,８－２１
1833,212A1-043,日野市,,高幡,733
1834,212A1-044,日野市,,三沢,４－１１
1835,212A1-045,日野市,,南平,９－１０
1836,212A1-046,日野市,,程久保,６－１３
1837,212A1-047,日野市,,程久保,５－１５
1838,212A1-048,日野市,,程久保,６－７
1839,212A1-049,日野市,,程久保,６－７
1840,212A2-001,日野市,,大坂上,１－８
1841,212A2-002,日野市,,南平,８－８
1842,212A2-003,日野市,,百草,393
1843,212A2-004,日野市,,平山,２－１６
1844,212A2-005,日野市,,程久保,５－１７
1845,212A2-006,日野市,,程久保,３－３１
1846,212B1-001,日野市,,新町,４－１６
1847,212B1-002,日野市,,日野台,
1848,212B1-003,日野市,,日野台,１丁目
1849,212B1-012,日野市,,南平,８－２
1850,212B1-013,日野市,,南平,２－１
1851,212B1-015,日野市,,三沢,884
1852,212B1-016,日野市,,三沢,百草９９９
1853,212B1-017,日野市,,平山,２－３２
1854,212B1-018,日野市,,南平,９－７
1855,212B1-019,日野市,,神明,２－３５
1856,212B1-020,日野市,,神明,２－２
1857,212B1-021,日野市,,程久保,
1858,212B1-022,日野市,,平山,６－１８
1859,212B1-023,日野市,,南平,２－３５
1860,212B3-001,日野市,,新町,
1861,212B3-002,日野市,,大坂上,
1862,212B3-003,日野市,,大坂上,
1863,213A1-001,東村山市,,秋津町,
1864,213A1-002,東村山市,,諏訪町,２－２７
1865,213A1-005,東村山市,,諏訪町,３－６
1866,213A1-006,東村山市,,多摩湖町,２－１９
1867,213A1-007,東村山市,,多摩湖町,２－２０
1868,213B1-001,東村山市,,多摩湖町,３－１６
1869,213B1-002,東村山市,,多摩湖町,３－１３
1870,213B2-001,東村山市,,多摩湖町,３－１６
1871,214A1-001,国分寺市,,南町,１の７
1872,214A1-002,国分寺市,,泉町,１の５
1873,214A1-003,国分寺市,,日吉町,２の３６の３
1874,214A1-004,国分寺市,,東元町,３の１８
1875,214A1-005,国分寺市,,西元町,２の１１
1876,214B1-001,国分寺市,,泉町,１の１７
1877,214B1-002,国分寺市,,南町,２の１
1878,214B1-003,国分寺市,,南町,２の１０
1879,214B1-004,国分寺市,,南町,２の３
