種別,箇所数,１次／２次／３次,施設名称,所在地,緯度,経度,座標系,区市町村
（３）（株）ＮＴＴドコモ,※,2,（株）ＮＴＴドコモドコモ立川,立川市曙町３－１８－５５,35.700530,139.424100,JGD2011,立川
（４）ＮＴＴコミュニケーションズ（株）,8,2,ＮＴＴコミュニケーションズ（株）日比谷ビル,千代田区内幸町１－１－６,35.670910,139.757700,JGD2011,千代田
（４）ＮＴＴコミュニケーションズ（株）,※,2,ＮＴＴコミュニケーションズ（株）大手町ビル,千代田区大手町２－３－５,35.687970,139.767300,JGD2011,千代田
（４）ＮＴＴコミュニケーションズ（株）,※,2,ＮＴＴコミュニケーションズ（株）立川ビル,立川市曙町３－３－２６,35.699440,139.419300,JGD2011,立川
（４）ＮＴＴコミュニケーションズ（株）,※,2,ＮＴＴコミュニケーションズ（株）唐ヶ崎ビル,目黒区中央町１－１１－７,35.627700,139.691700,JGD2011,目黒
（４）ＮＴＴコミュニケーションズ（株）,※,2,ＮＴＴコミュニケーションズ（株）白鬚ビル,台東区清川２－２５－１９,35.728150,139.803500,JGD2011,台東
（４）ＮＴＴコミュニケーションズ（株）,※,2,ＮＴＴコミュニケーションズ（株）新宿ビル,新宿区北新宿１－５－１,35.699580,139.695800,JGD2011,新宿
（４）ＮＴＴコミュニケーションズ（株）,※,2,ＮＴＴコミュニケーションズ（株）ＴＲＣビル,港区赤坂８－４－２３,35.673230,139.726700,JGD2011,港
（４）ＮＴＴコミュニケーションズ（株）,※,2,ＮＴＴコミュニケーションズ（株）渋谷鉢山ビル,渋谷区鉢山町９－３１,35.651350,139.698000,JGD2011,渋谷
（５）ソフトバンクモバイル（株）,2,2,ソフトバンクモバイル（株）新砂ビル,江東区新砂３－４－７,35.664750,139.836600,JGD2011,江東
（５）ソフトバンクモバイル（株）,※,2,ソフトバンクモバイル（株）北池袋ビル,豊島区上池袋４－１０－１７,35.739610,139.722800,JGD2011,豊島
（６）ソフトバンクテレコム（株）,4,2,ソフトバンクテレコム（株）東京イーストビル,江東区新砂３－４－７,35.664750,139.836600,JGD2011,江東
（６）ソフトバンクテレコム（株）,※,2,ソフトバンクテレコム（株）東京イースト新ビル,江東区新砂３－４－１２,35.666830,139.836300,JGD2011,江東
（６）ソフトバンクテレコム（株）,※,2,ソフトバンクテレコム（株）新東京ビル,豊島区上池袋４－１０－１７,35.739610,139.722800,JGD2011,豊島
（６）ソフトバンクテレコム（株）,※,2,ソフトバンクテレコム（株）新田端ビル,北区田端６－２－８,35.739110,139.758900,JGD2011,北
