区市町村,夜間人口（人）,昼間人口（人）,面積（ｋｍ２）,震度別面積率（％）５弱以下,震度別面積率（％）５強,震度別面積率（％）６弱,震度別面積率（％）６強,震度別面積率（％）７,建物棟数木造,建物棟数非木造,原因別建物全壊棟数計,原因別建物全壊棟数ゆれ,原因別建物全壊棟数液状化,原因別建物全壊棟数急傾斜地崩壊,ゆれ建物全壊棟数木造,ゆれ建物全壊棟数非木造,ゆれ建物全壊率（％）木造,ゆれ建物全壊率（％）非木造,急傾斜地崩壊危険箇所,火災出火件数,火災焼失棟数倒壊建物を含む,火災焼失棟数倒壊建物を含まない,人的被害死者計（人）,人的被害死者ゆれ・液状化建物被害（人）,人的被害死者急傾斜地崩壊（人）,人的被害死者火災（人）,人的被害死者ブロック塀等（人）,人的被害死者屋外落下物（人）,人的被害死者屋内収容物（参考値）（人）,人的被害負傷者計（人）,人的被害負傷者ゆれ・液状化建物被害（人）,人的被害負傷者急傾斜地崩壊（人）,人的被害負傷者火災（人）,人的被害負傷者ブロック塀等（人）,人的被害負傷者屋外落下物（人）,人的被害負傷者屋内収容物（参考値）（人）,人的被害負傷者うち重傷者計（人）,人的被害負傷者うち重傷者ゆれ・液状化建物被害（人）,人的被害負傷者うち重傷者急傾斜地崩壊（人）,人的被害負傷者うち重傷者火災（人）,人的被害負傷者うち重傷者ブロック塀等（人）,人的被害負傷者うち重傷者屋外落下物（人）,人的被害負傷者うち重傷者屋内収容物（参考値）（人）,避難者発生数（人）,帰宅困難者滞留者数（人）,帰宅困難者帰宅困難者数（人）,閉じ込めにつながり得るエレベーター停止台数,災害時要援護者死者数（人）,自力脱出困難者発生数（人）,震災廃棄物（万ｔ）,区市町村２
葛飾区,442586,343039,34.8,0.0,0.0,95.1,4.8,0.0,78991,27793,2500,2368,132,0,2185,183,2.8,0.7,0,5,484,473,164,149,0,13,2,0,7,3793,3714,0,20,56,3,139,306,278,0,6,22,0,31,122114,-,-,68,78,1054,140,葛
江戸川区,678967,534942,49.9,0.0,3.9,73.3,22.8,0.0,87962,33956,2633,2508,125,0,2283,226,2.6,0.7,0,8,578,566,174,156,0,16,2,0,10,4861,4750,0,26,82,4,207,413,374,0,7,32,0,46,174429,-,-,125,81,1486,142,江
区部計,8945695,11284699,616.7,0.0,0.3,84.5,15.2,0.0,1221273,605864,44194,42887,773,534,38280,4607,3.1,0.8,592,94,8288,8101,2953,2624,39,213,76,2,133,78746,75458,49,485,2618,136,2898,7224,6028,24,136,1021,14,642,1810593,-,-,4279,1424,22788,2037,区
八王子市,580053,549417,186.3,0.0,39.4,20.3,40.1,0.2,118849,35966,7006,6760,8,238,6072,688,5.1,1.9,509,15,1668,1595,477,415,20,41,1,0,9,6363,6140,25,143,51,4,175,823,751,12,40,20,0,39,111931,-,-,186,195,2729,195,八
立川市,179668,193465,24.4,0.0,0.0,0.6,99.4,0.0,35188,11697,1457,1438,0,18,1205,233,3.4,2.0,16,5,315,305,93,83,1,7,1,0,5,1605,1553,2,13,36,2,107,210,192,1,4,14,0,24,31564,-,-,85,43,597,51,立
武蔵野市,138734,154448,10.7,0.0,0.0,86.5,13.5,0.0,21101,8163,440,440,0,0,377,62,1.8,0.8,0,1,138,136,30,26,0,3,1,0,2,933,898,0,4,30,1,44,84,71,0,1,12,0,10,29966,-,-,56,13,229,19,武
三鷹市,186083,148458,16.5,0.0,0.0,84.8,15.2,0.0,32764,8103,846,826,2,19,751,74,2.3,0.9,9,1,209,205,59,51,2,5,1,0,3,1298,1257,2,7,31,1,57,117,102,1,2,12,0,13,30588,-,-,38,25,393,30,三
青梅市,139339,127176,103.3,42.9,24.7,31.2,1.2,0.0,37782,7607,457,355,0,101,325,31,0.9,0.4,511,1,128,127,34,22,8,3,0,0,2,570,551,10,5,4,0,46,42,33,5,1,2,0,10,8791,-,-,8,13,124,21,青
府中市,255506,236133,29.3,0.0,0.0,69.5,30.5,0.0,47162,14711,1052,1032,9,11,909,123,1.9,0.8,8,3,284,280,71,62,1,7,1,0,4,1568,1532,1,11,23,1,79,143,130,1,3,9,0,17,38526,-,-,66,31,446,43,府
昭島市,112297,100508,17.3,0.0,0.0,1.1,98.1,0.8,20558,5530,1216,1210,1,5,1065,145,5.2,2.6,9,4,280,267,81,73,0,7,0,0,4,1165,1138,1,12,14,1,70,155,147,0,3,5,0,16,25531,-,-,10,35,578,34,昭
調布市,223593,186275,21.5,0.0,0.0,86.4,13.6,0.0,29412,8668,673,656,4,12,589,68,2.0,0.8,17,2,107,105,45,40,1,3,1,0,3,1376,1347,1,5,23,1,70,110,99,1,1,9,0,16,32664,-,-,46,20,422,28,調
町田市,426987,364091,71.6,0.0,1.1,32.2,66.7,0.0,87953,22322,3931,3797,7,128,3478,319,4.0,1.4,198,10,658,636,267,237,11,17,1,0,13,4278,4189,14,30,43,2,253,453,421,7,8,17,0,56,83126,-,-,96,118,1609,114,町
小金井市,118852,95195,11.3,0.0,0.0,32.6,67.4,0.0,22335,5024,725,723,0,2,665,57,3.0,1.1,4,2,216,210,52,45,0,6,1,0,3,886,858,0,9,18,1,65,90,81,0,2,7,0,14,23858,-,-,7,21,324,21,小
小平市,187035,160499,20.5,0.0,0.0,1.0,99.0,0.0,42481,9322,2083,2083,0,0,1885,198,4.4,2.1,0,6,523,502,144,129,0,14,1,0,6,1877,1807,0,21,46,3,114,259,235,0,6,18,0,25,37068,-,-,15,63,808,52,小
日野市,180052,154114,27.5,0.0,0.0,4.2,95.3,0.5,33122,9441,2476,2367,5,104,2074,294,6.3,3.1,72,6,169,160,157,142,9,5,1,0,6,2189,2116,11,10,48,3,114,304,277,6,3,19,0,25,38979,-,-,46,67,1078,71,日
東村山市,153557,115046,17.2,0.0,0.0,4.2,95.8,0.0,31779,6245,1275,1265,2,8,1147,118,3.6,1.9,8,5,265,256,88,78,1,7,2,0,5,1413,1320,1,13,76,3,91,186,152,0,4,30,0,20,27503,-,-,10,43,554,35,東
国分寺市,120650,95649,11.5,0.0,0.0,5.1,94.9,0.0,20001,4889,1110,1074,0,36,976,98,4.9,2.0,15,3,234,224,81,67,3,6,5,0,4,1173,994,4,10,158,7,71,183,116,2,3,61,1,16,26199,-,-,32,32,557,31,国
国立市,75510,71295,8.2,0.0,0.0,24.3,75.7,0.0,8768,2557,375,370,0,5,325,45,3.7,1.8,2,1,157,152,27,22,0,4,0,0,2,518,502,1,6,9,0,43,56,51,0,2,4,0,10,17341,-,-,4,12,262,13,国
福生市,59796,52442,10.2,0.0,0.0,13.1,86.9,0.0,11631,3475,429,418,0,11,369,49,3.2,1.4,9,2,165,161,31,25,1,4,0,0,2,480,464,1,7,8,0,35,53,47,1,2,3,0,8,8901,-,-,5,14,185,15,福
狛江市,78751,57386,6.4,0.0,0.0,99.7,0.3,0.0,10391,2668,233,233,0,0,213,20,2.0,0.8,0,0,87,85,17,15,0,2,0,0,1,472,457,0,3,12,0,24,37,31,0,1,5,0,5,11575,-,-,3,8,150,9,狛
東大和市,83068,64274,13.5,0.0,0.0,0.2,99.8,0.0,17689,3856,774,760,0,14,688,73,3.9,1.9,8,3,403,389,59,47,1,10,1,0,3,765,728,1,14,21,1,50,96,83,1,4,8,0,11,16689,-,-,6,27,328,22,東
清瀬市,74104,60733,10.2,0.0,0.0,90.3,9.7,0.0,13007,3111,303,299,1,2,273,26,2.1,0.8,5,1,27,27,20,19,0,1,0,0,1,501,496,0,1,4,0,24,41,39,0,0,1,0,5,10925,-,-,4,11,154,11,清
東久留米市,116546,90315,12.9,0.0,0.0,50.2,49.8,0.0,21922,3959,719,707,0,13,643,64,2.9,1.6,11,2,123,119,49,44,1,3,1,0,3,966,939,1,6,19,1,67,96,86,1,2,7,0,15,19820,-,-,5,23,346,22,東
武蔵村山市,70053,59591,15.4,0.0,0.0,40.3,59.7,0.0,16788,3785,438,435,0,2,387,49,2.3,1.3,11,2,235,230,33,26,0,6,0,0,2,450,438,0,9,3,0,39,44,40,0,2,1,0,9,10828,-,-,5,16,164,15,武
多摩市,147648,137622,21.1,0.0,0.0,6.2,93.8,0.0,12107,5304,931,845,2,83,731,114,6.0,2.2,43,3,29,28,58,50,7,1,0,0,4,1731,1711,9,3,7,0,92,197,188,4,1,3,0,20,29789,-,-,9,24,801,33,多
稲城市,84835,58913,18.0,0.0,0.0,16.6,83.4,0.0,11702,3370,666,627,3,35,584,43,5.0,1.3,46,2,27,26,44,40,3,1,0,0,2,961,952,4,2,3,0,50,100,96,2,1,1,0,11,16059,-,-,5,19,378,19,稲
羽村市,57032,55966,9.9,0.0,0.0,90.2,9.8,0.0,8513,3578,108,103,0,5,76,27,0.9,0.8,12,1,158,157,10,5,0,4,0,0,1,211,202,1,5,3,0,18,17,14,0,2,1,0,4,8182,-,-,4,4,53,7,羽
あきる野市,80868,67814,73.3,8.6,48.1,29.2,14.1,0.0,26124,4269,603,549,0,54,509,40,1.9,0.9,271,2,490,481,52,35,5,13,0,0,1,498,469,6,16,7,0,26,52,42,3,4,3,0,6,9022,-,-,5,20,162,20,あ
西東京市,196511,148056,15.9,0.0,0.0,72.0,28.0,0.0,31416,6457,831,830,0,1,767,64,2.4,1.0,1,2,201,197,60,52,0,6,1,0,3,1366,1322,0,10,32,1,62,121,105,0,3,13,0,14,38937,-,-,8,26,465,27,西
瑞穂町,33497,36088,16.8,0.0,0.0,97.3,2.7,0.0,8480,2652,152,150,0,3,136,13,1.6,0.5,1,1,50,49,11,9,0,1,0,0,1,216,212,0,2,1,0,11,14,13,0,1,1,0,2,3551,-,-,3,4,56,7,瑞
日の出町,16650,13965,28.1,21.0,23.1,52.2,3.7,0.0,5321,1194,132,82,0,50,76,6,1.4,0.5,183,0,69,69,10,5,4,2,0,0,0,78,71,5,2,1,0,5,8,5,2,1,0,0,1,1614,-,-,1,4,23,6,日
檜原村,2558,2566,105.4,23.6,76.4,0.1,0.0,0.0,1865,307,25,0,0,24,0,0,0.0,0.0,235,0,0,0,2,0,2,0,0,0,0,3,0,2,0,0,0,0,1,0,1,0,0,0,0,84,-,-,0,1,0,2,檜
奥多摩町,6045,6205,225.6,99.3,0.7,0.0,0.0,0.0,3975,868,11,0,0,11,0,0,0.0,0.0,378,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,32,-,-,0,0,0,1,奥
多摩計,4185878,3663705,1159.9,26.3,19.3,23.4,31.0,0.1,790186,209098,31474,30435,45,995,27293,3142,3.5,1.5,2592,86,7419,7178,2161,1865,84,190,21,0,95,35912,34662,105,378,731,36,1904,4095,3647,53,106,285,4,422,749643,-,-,770,930,13973,971,多
都計,13131573,14948404,1776.6,17.2,12.7,44.6,25.5,0.0,2011459,814962,75668,73322,817,1528,65573,7749,3.3,1.0,3184,180,15707,15280,5115,4489,123,403,97,2,228,114658,110119,154,864,3349,172,4802,11319,9675,77,242,1306,18,1064,2560236,-,-,5048,2354,36761,3007,都
