区市町村,夜間人口（人）,昼間人口（人）,面積（ｋｍ２）,震度別面積率（％）５弱以下,震度別面積率（％）５強,震度別面積率（％）６弱,震度別面積率（％）６強,震度別面積率（％）７,建物棟数木造,建物棟数非木造,原因別建物全壊棟数計,原因別建物全壊棟数ゆれ,原因別建物全壊棟数液状化,原因別建物全壊棟数急傾斜地崩壊,ゆれ建物全壊棟数木造,ゆれ建物全壊棟数非木造,ゆれ建物全壊率（％）木造,ゆれ建物全壊率（％）非木造,急傾斜地崩壊危険箇所,火災出火件数,火災焼失棟数倒壊建物を含む,火災焼失棟数倒壊建物を含まない,人的被害死者計（人）,人的被害死者ゆれ・液状化建物被害（人）,人的被害死者急傾斜地崩壊（人）,人的被害死者火災（人）,人的被害死者ブロック塀等（人）,人的被害死者屋外落下物（人）,人的被害死者屋内収容物（参考値）（人）,人的被害負傷者計（人）,人的被害負傷者ゆれ・液状化建物被害（人）,人的被害負傷者急傾斜地崩壊（人）,人的被害負傷者火災（人）,人的被害負傷者ブロック塀等（人）,人的被害負傷者屋外落下物（人）,人的被害負傷者屋内収容物（参考値）（人）,人的被害負傷者うち重傷者計（人）,人的被害負傷者うち重傷者ゆれ・液状化建物被害（人）,人的被害負傷者うち重傷者急傾斜地崩壊（人）,人的被害負傷者うち重傷者火災（人）,人的被害負傷者うち重傷者ブロック塀等（人）,人的被害負傷者うち重傷者屋外落下物（人）,人的被害負傷者うち重傷者屋内収容物（参考値）（人）,避難者発生数（人）,帰宅困難者滞留者数（人）,帰宅困難者帰宅困難者数（人）,閉じ込めにつながり得るエレベーター停止台数,災害時要援護者死者数（人）,自力脱出困難者発生数（人）,震災廃棄物（万ｔ）,区市町村２
多摩市,147648,137622,21.1,0.0,14.9,85.1,0.0,0.0,12107,5304,111,79,1,31,71,8,0.6,0.2,43,1,7,7,5,3,2,0,0,0,1,291,284,3,1,3,0,39,14,11,1,0,1,0,8,12010,129381,39123,5,2,48,7,多
稲城市,84835,58913,18.0,0.0,4.4,93.7,1.9,0.0,11702,3370,194,173,2,20,163,10,1.4,0.3,46,1,14,14,7,5,1,0,0,0,1,252,248,1,1,2,0,16,16,14,1,0,1,0,4,10577,54682,14593,4,4,55,9,稲
羽村市,57032,55966,9.9,0.0,100.0,0.0,0.0,0.0,8513,3578,1,0,0,1,0,0,0.0,0.0,12,0,31,31,1,0,0,1,0,0,0,3,2,0,1,1,0,4,1,0,0,0,0,0,1,822,45720,13497,2,0,0,0,羽
あきる野市,80868,67814,73.3,63.6,35.7,0.7,0.0,0.0,26124,4269,14,1,0,14,0,0,0.0,0.0,271,0,108,108,3,0,1,2,0,0,0,7,3,1,3,1,0,6,2,0,1,1,0,0,1,551,60658,15173,2,2,0,1,あ
西東京市,196511,148056,15.9,0.0,0.1,99.9,0.0,0.0,31416,6457,338,338,0,1,318,19,1.0,0.3,1,2,191,190,13,10,0,2,1,0,2,470,444,0,3,22,0,39,32,23,0,1,9,0,8,21861,127759,31227,7,18,101,15,西
瑞穂町,33497,36088,16.8,0.0,98.8,1.2,0.0,0.0,8480,2652,0,0,0,0,0,0,0.0,0.0,1,0,10,10,0,0,0,0,0,0,0,3,2,0,0,0,0,3,0,0,0,0,0,0,1,599,33909,10651,2,0,0,0,瑞
日の出町,16650,13965,28.1,78.3,21.7,0.0,0.0,0.0,5321,1194,2,0,0,2,0,0,0.0,0.0,183,0,16,16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,56,15893,4655,0,0,0,0,日
檜原村,2558,2566,105.4,100.0,0.0,0.0,0.0,0.0,1865,307,0,0,0,0,0,0,0.0,0.0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2688,562,0,0,0,0,檜
奥多摩町,6045,6205,225.6,100.0,0.0,0.0,0.0,0.0,3975,868,0,0,0,0,0,0,0.0,0.0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6036,1480,0,0,0,0,奥
多摩計,4185878,3663705,1159.9,50.2,21.0,28.5,0.3,0.0,790186,209098,4325,3965,25,336,3596,368,0.5,0.2,2592,30,2515,2497,210,131,21,49,10,0,33,6498,6058,26,76,333,5,697,492,327,13,21,130,0,147,259387,3239826,923490,487,131,1270,233,多
都計,13131573,14948404,1776.6,32.8,13.7,29.0,24.4,0.1,2011459,814962,116224,114109,1134,980,100970,13139,5.0,1.6,3184,461,54417,50682,6296,4972,79,1138,103,4,256,134854,126530,99,4381,3543,301,6665,18267,15579,49,1225,1382,32,1447,2788191,13874939,4714314,7096,2934,56531,3957,都
