年次(平成),Year,地域階層,地域コード,地域,District,総数 Total,中国 China,韓国 Rep. of Korea,ベトナム Vietnam,フィリピン Philippines ,ネパール Nepal,台湾 Taiwan,アメリカ U.S.A.,インド India,ミャンマー Myanmar,タイ Thailand,その他 Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2018,3,13205,青梅市,Ome-shi,1775,343,205,204,416,33,85,57,9,3,58,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2018,3,13206,府中市,Fuchu-shi,4940,1668,797,215,511,79,202,236,33,40,106,1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2018,3,13207,昭島市,Akishima-shi,2606,743,491,244,329,221,47,68,53,8,26,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2018,3,13208,調布市,Chofu-shi,4348,1513,1025,212,306,78,206,150,46,44,93,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2018,3,13209,町田市,Machida-shi,5852,2245,920,312,558,104,193,208,60,14,115,1123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2018,3,13210,小金井市,Koganei-shi,2517,1022,273,125,123,140,76,173,27,23,52,483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2018,3,13211,小平市,Kodaira-shi,4998,1632,1054,264,263,117,172,107,40,12,86,1251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2018,3,13212,日野市,Hino-shi,3001,1144,440,341,250,97,60,75,12,64,95,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2018,3,13213,東村山市,Higashimurayama-shi,2764,1024,463,148,252,130,72,40,12,16,41,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2018,3,13214,国分寺市,Kokubunji-shi,2088,895,357,93,102,160,82,64,4,6,18,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2018,3,13215,国立市,Kunitachi-shi,1584,565,305,67,90,95,71,59,22,7,24,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2018,3,13218,福生市,Fussa-shi,3662,708,223,890,390,532,96,95,40,4,111,573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2018,3,13219,狛江市,Komae-shi,1282,482,192,60,106,84,36,49,18,6,41,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2018,3,13220,東大和市,Higashiyamato-shi,1130,375,189,21,248,28,26,27,3,2,22,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2018,3,13221,清瀬市,Kiyose-shi,1216,440,148,74,191,48,42,33,2,13,26,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2018,3,13222,東久留米市,Higashikurume-shi,1955,610,319,86,251,37,54,218,50,3,34,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2018,3,13223,武蔵村山市,Musashimurayama-shi,1588,581,152,207,347,18,20,39,3,1,28,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2018,3,13224,多摩市,Tama-shi,2445,1060,480,117,229,64,57,61,23,18,29,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2018,3,13225,稲城市,Inagi-shi,1231,384,251,70,181,23,34,28,6,2,19,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2018,3,13227,羽村市,Hamura-shi,1315,191,97,78,277,23,20,48,7,1,18,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2018,3,13228,あきる野市,Akiruno-shi,752,128,116,127,115,7,25,46,3,-,19,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2018,3,13229,西東京市,Nishitokyo-shi,4309,1824,858,188,289,69,205,124,46,38,58,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2018,1,13300,郡部,All gun,925,154,67,149,236,4,10,55,7,7,30,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2018,3,13303,瑞穂町,Mizuho-machi,768,112,48,141,205,3,9,32,7,7,23,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2018,3,13305,日の出町,Hinode-machi,112,39,11,4,19,1,1,18,-,-,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2018,3,13307,檜原村,Hinohara-mura,10,-,5,-,2,-,-,3,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2018,3,13308,奥多摩町,Okutama-machi,35,3,3,4,10,-,-,2,-,-,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2018,1,13350,島部,All islands,252,12,78,13,61,-,1,20,-,1,2,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2018,2,13360,大島支庁,Oshima-shicho,86,8,10,7,4,-,-,7,-,1,-,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2018,2,13380,三宅支庁,Miyake-shicho,39,-,19,3,15,-,-,-,-,-,-,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2018,2,13400,八丈支庁,Hachijo-shicho,102,3,43,-,40,-,1,4,-,-,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2018,2,13420,小笠原支庁,Ogasawara-shicho,25,1,6,3,2,-,-,9,-,-,-,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成29年）TOKYO STATISTICAL YEARBOOK ( 2017 )　2  人口・世帯 2  POPULATION AND HOUSEHOLDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-4  地域，国籍別外国人人口（平成26～30年） 2-4  FOREIGN RESIDENTS BY DISTRICT AND NATIONALITY ( 2014-2018 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注 1) 外国人人口とは，住民基本台帳法（昭和42年法律第81号）に基づく外国人数である。各年１月１日現在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2) 平成30年１月１日現在で外国人人口の多い順の10か国・地域である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3) 住民票に記載される国籍・地域の名称は， 在留管理制度に基づく在留カード等の「国籍・地域」欄の表記によっている。 このため本統計の国籍・地域の名称は， 平成29年1月から在留管理制度に基づく法務省「在留外国人統計」の国籍・地域の名称に合わせており，平成28年までの「中国」には「台湾」を含むが，平成29年からは， 「中国」には「台湾」を含まない。平成28年までの「韓国」には，外国人登録証明書や在留カード等に「韓国」の表記がなされている韓国籍を有する者と「朝鮮」の表記がなされている者をあわせて計上している。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: 1) Foreign residents here mean foreign nationals who are registered according to the Basic Resident Registration Act.  As of Jan. 1 of the year stated.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2) Top ten countries and regions in terms of foreign resident population as of Jan. 1， 2018.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3) From Jan. 2017， ""nationalities/regions"" in this table are based on the Ministry of Justice's ""Statistics on Foreign National Residents，  "" where data on ""nationality/region"" are based on the residency management system with reference to ""nationality/region."" Residence records  follow the nationality/region of resident cards issued under the residency management system. Accordingly， ""Taiwan"" is included in ""China"" until 2016，and from 2017， they are separately tabulated. Foreign residents， whose nationalities are stated as ""South Korean"" or ""North Korean"" in their alien registration certificates， resident cards， and so on are combined under ""Korea"" up to 2016.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
資料：都総務局統計部人口統計課「外国人人口」 Source: Bureau of General Affairs， TMG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0:東京都総数　1:区部・市部・郡部・島部　2:各支庁　3:区市町村),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
