年次,Year,地域階層,地域コード,項番 Item number,地域,District,総数 Total／延長 Length,総数 Total／面積 Area,規格改良済 Standard-improved／計 Total／延長 Length,規格改良済 Standard-improved／計 Total／面積 Area,規格改良済 Standard-improved／19.5ｍ以上 19.5ｍ and over／延長 Length,規格改良済 Standard-improved／19.5ｍ以上 19.5ｍ and over／面積 Area,規格改良済 Standard-improved／13.0ｍ以上 13.0ｍ and over／延長 Length,規格改良済 Standard-improved／13.0ｍ以上 13.0ｍ and over／面積 Area,規格改良済 Standard-improved／5.5ｍ以上 5.5ｍ and over／延長 Length,規格改良済 Standard-improved／5.5ｍ以上 5.5ｍ and over／面積 Area,規格改良済 Standard-improved／5.5ｍ未満 less than 5.5ｍ／延長 Length,規格改良済 Standard-improved／5.5ｍ未満 less than 5.5ｍ／面積 Area,未改良 Unimproved／計 Total／延長 Length,未改良 Unimproved／計 Total／面積 Area,未改良 Unimproved／5.5ｍ以上 5.5ｍ and over／延長 Length,未改良 Unimproved／5.5ｍ以上 5.5ｍ and over／面積 Area,未改良 Unimproved／3.5ｍ以上 3.5ｍ and over／延長 Length,未改良 Unimproved／3.5ｍ以上 3.5ｍ and over／面積 Area,未改良 Unimproved／3.5ｍ未満 less than 3.5ｍ／延長 Length,未改良 Unimproved／3.5ｍ未満 less than 3.5ｍ／面積 Area
平成30,2018,5,13105,5,文京区,Bunkyo-ku,207453,1953354,113655,1555085,6147,239505,18617,466419,41564,552280,47327,296881,93798,398269,-,-,16051,89744,77747,308525
平成30,2018,5,13106,6,台東区,Taito-ku,258486,2625536,217474,2476237,8148,315892,25435,648350,84883,913637,99008,598358,41012,149299,-,-,-,-,41012,149299
平成30,2018,5,13107,7,墨田区,Sumida-ku,296931,2956858,296825,2956640,3211,118421,35742,877547,109647,1242261,148225,718411,106,218,-,-,-,-,106,218
平成30,2018,5,13108,8,江東区,Koto-ku,395914,5740943,394837,5736349,38847,1587655,69198,1772849,175153,1662538,111639,713307,1077,4594,-,-,809,3684,268,910
平成30,2018,5,13109,9,品川区,Shinagawa-ku,388455,3869746,222248,3190782,17992,768500,42193,1064390,138371,1193416,23692,164476,166207,678964,80,1529,128631,566607,37496,110828
平成30,2018,5,13110,10,目黒区,Meguro-ku,359120,2304685,294252,2114277,2824,104823,15942,464677,135612,996860,139874,547917,64868,190408,140,3459,2669,13685,62059,173264
平成30,2018,5,13111,11,大田区,Ota-ku,853794,7579572,803684,7431862,32615,1129916,47997,1256853,264288,2450821,458784,2594272,50110,147710,-,-,232,1318,49878,146392
平成30,2018,5,13112,12,世田谷区,Setagaya-ku,1186233,8243790,948739,7433723,16040,611113,28181,667932,221820,2355727,682698,3798951,237494,810067,70,578,2363,11995,235061,797494
平成30,2018,5,13113,13,渋谷区,Shibuya-ku,272489,2780864,245156,2707755,8745,391114,29899,816564,110673,1062791,95839,437286,27333,73109,-,-,-,-,27333,73109
平成30,2018,5,13114,14,中野区,Nakano-ku,368539,2157015,211577,1606412,887,29058,8669,242508,52444,639637,149577,695209,156962,550603,-,-,-,-,156962,550603
平成30,2018,5,13115,15,杉並区,Suginami-ku,688803,4621693,512045,3978443,8413,327711,20469,534424,90614,992826,392549,2123482,176758,643250,24,270,926,4009,175808,638971
平成30,2018,5,13116,16,豊島区,Toshima-ku,308032,2369397,224044,2085059,4665,180719,18053,514234,47416,566609,153910,823497,83988,284338,-,-,143,579,83845,283759
平成30,2018,5,13117,17,北区,Kita-ku,375311,3002588,275032,2638446,2038,75820,20315,489380,171863,1648223,80816,425023,100279,364142,13868,115456,26826,98532,59585,150154
平成30,2018,5,13118,18,荒川区,Arakawa-ku,215236,1663441,215236,1663441,2703,95526,5654,176532,86550,872455,120329,518928,-,-,-,-,-,-,-,-
平成30,2018,5,13119,19,板橋区,Itabashi-ku,740199,5847270,669355,5528839,16143,720124,38732,946023,151113,1351031,463367,2511661,70844,318431,1655,82359,3447,13981,65742,222091
平成30,2018,5,13120,20,練馬区,Nerima-ku,1138290,7457361,978765,6812107,5492,211017,27634,769276,427786,3406083,517853,2425731,159525,645254,8139,86223,16520,88933,134866,470098
平成30,2018,5,13121,21,足立区,Adachi-ku,1057236,9843455,972576,9588111,9732,380200,57375,1629241,553015,5256782,352454,2321888,84660,255344,-,-,16541,65077,68119,190267
平成30,2018,5,13122,22,葛飾区,Katsushika-ku,748736,5616583,645484,5159614,3311,282989,23255,633563,222324,2718676,396594,1524386,103252,456969,-,-,5987,31150,97265,425819
平成30,2018,5,13123,23,江戸川区,Edogawa-ku,1078709,9267684,1078709,9267684,29688,1096226,76018,1661652,473799,4230158,499204,2279648,-,-,-,-,-,-,-,-
平成30,2018,2,13200,,市部,All shi,10356829,72686756,7158421,63919908,24306,1074524,256352,8726350,1940132,25155636,4937631,28963398,3198408,8766848,29021,251921,180404,971780,2988983,7543147
平成30,2018,5,13201,1,八王子市,Hachioji-shi,1543212,14801809,1325813,14182779,5345,268994,78968,3558430,324297,4662063,917203,5693292,217399,619030,641,5049,3927,20333,212831,593648
平成30,2018,5,13202,2,立川市,Tachikawa-shi,295952,2587464,233803,2355281,730,32630,16064,539762,93832,1088787,123177,694102,62149,232183,19,198,70,277,62060,231708
平成30,2018,5,13203,3,武蔵野市,Musashino-shi,148942,1152292,125455,1068325,238,8261,1945,55075,42706,558621,80566,446368,23487,83967,211,1362,134,633,23142,81972
平成30,2018,5,13204,4,三鷹市,Mitaka-shi,294417,1942238,250093,1775262,193,7601,6231,207205,49871,573880,193798,986576,44324,166976,170,1630,1323,5965,42831,159381
平成30,2018,5,13205,5,青梅市,Ome-shi,934352,4740205,441206,3757531,315,14690,10849,255961,144698,1877750,285344,1609130,493146,982674,40,289,639,3329,492467,979056
平成30,2018,5,13206,6,府中市,Fuchu-shi,483835,3828444,396933,3577882,3062,107664,22619,679618,100830,1298165,270422,1492435,86902,250562,-,-,4342,16343,82560,234219
平成30,2018,5,13207,7,昭島市,Akishima-shi,256109,1851214,132139,1390990,802,35570,5883,151916,63303,849252,62151,354252,123970,460224,4253,36768,22259,130599,97458,292857
平成30,2018,5,13208,8,調布市,Chofu-shi,442292,2725425,303727,2362074,409,19708,17154,449359,59763,701230,226401,1191777,138565,363351,181,1266,2033,9578,136351,352507
平成30,2018,5,13209,9,町田市,Machida-shi,1351682,8627245,908144,7586869,2476,135941,14899,392226,174856,2554539,715913,4504163,443538,1040376,75,2882,3126,11758,440337,1025736
平成30,2018,5,13210,10,小金井市,Koganei-shi,177991,1072237,87605,739425,21,967,1914,60353,29818,366780,55852,311325,90386,332812,2482,23644,12639,56635,75265,252533
平成30,2018,5,13211,11,小平市,Kodaira-shi,271189,2035132,213268,1754231,265,13908,1100,32937,73953,904066,137950,803320,57921,280901,3619,30485,22341,131568,31961,118848
平成30,2018,5,13212,12,日野市,Hino-shi,496728,3346203,352738,2990419,1341,49151,12691,387597,72384,970546,266322,1583125,143990,355784,185,1209,2184,12896,141621,341679
平成30,2018,5,13213,13,東村山市,Higashimurayama-shi,302171,1792300,229162,1593139,90,7490,1798,41365,56726,611632,170548,932652,73009,199161,27,166,605,2550,72377,196445
平成30,2018,5,13214,14,国分寺市,Kokubunji-shi,240234,1311886,103154,759897,64,2069,378,8366,30504,343956,72208,405506,137080,551989,8825,79966,35878,194918,92377,277105
平成30,2018,5,13215,15,国立市,Kunitachi-shi,154061,1293559,125664,1219832,473,18848,7791,316683,37587,431184,79813,453117,28397,73727,-,-,458,2449,27939,71278
平成30,2018,5,13218,16,福生市,Fussa-shi,150448,1120167,132308,1068994,39,842,5241,94309,37102,485487,89926,488356,18140,51173,-,-,170,846,17970,50327
平成30,2018,5,13219,17,狛江市,Komae-shi,128365,819835,111330,774359,87,6108,875,29506,20558,271128,89810,467617,17035,45476,-,-,6,19,17029,45457
平成30,2018,5,13220,18,東大和市,Higashiyamato-shi,235787,1544139,188504,1414363,292,15161,494,22816,104585,986261,83133,390125,47283,129776,1835,11286,11198,47003,34250,71487
平成30,2018,5,13221,19,清瀬市,Kiyose-shi,187914,1108394,107180,875278,1143,48564,867,23585,38809,421799,66361,381330,80734,233116,971,7166,11837,60460,67926,165490
平成30,2018,5,13222,20,東久留米市,Higashikurume-shi,253432,1604306,199412,1441257,73,3852,212,4312,40347,539373,158780,893720,54020,163049,69,5159,1311,6697,52640,151193
平成30,2018,5,13223,21,武蔵村山市,Musashimurayama-shi,272311,1558175,150205,1201527,-,-,572,15305,52572,673603,97061,512619,122106,356648,-,-,288,1366,121818,355282
平成30,2018,5,13224,22,多摩市,Tama-shi,292655,3184869,256324,3006013,4378,174993,22155,660615,52092,764882,177699,1405523,36331,178856,774,8074,4863,51791,30694,118991
平成30,2018,5,13225,23,稲城市,Inagi-shi,263178,2039525,172091,1852455,354,21888,8527,245652,57511,895892,105699,689023,91087,187070,151,1090,546,2969,90390,183011
平成30,2018,5,13227,24,羽村市,Hamura-shi,164528,1327642,129044,1200182,823,25439,4792,116083,53989,653529,69440,405131,35484,127460,923,6742,4659,22723,29902,97995
平成30,2018,5,13228,25,あきる野市,Akiruno-shi,742525,3471202,287624,2508046,290,13874,10008,316311,82163,1122986,195163,1054875,454901,963156,1420,11265,8653,44037,444828,907854
平成30,2018,5,13229,26,西東京市,Nishitokyo-shi,272519,1800849,195495,1463498,1003,40311,2325,61003,45276,548245,146891,813939,77024,337351,2150,16225,24915,134038,49959,187088
平成30,2018,3,13300,,郡部,All gun,811873,5026643,413029,4204375,291,10680,6961,204567,170188,2647144,235589,1341984,398844,822268,310,2559,3082,15375,395452,804334
平成30,2018,5,13303,1,瑞穂町,Mizuho-machi,243304,1484530,146982,1225741,212,8830,5369,161427,49505,572295,91896,483189,96322,258789,23,126,1638,8012,94661,250651
平成30,2018,5,13305,2,日の出町,Hinode-machi,142433,897924,86017,738839,72,1688,1456,40414,30862,388637,53627,308100,56416,159085,253,2136,1098,5728,55065,151221
平成30,2018,5,13307,3,檜原村,Hinohara-mura,120325,1022891,64468,923504,7,162,6,92,35146,728216,29309,195034,55857,99387,11,108,250,1164,55596,98115
平成30,2018,5,13308,4,奥多摩町,Okutama-machi,305811,1621298,115562,1316291,-,-,130,2634,54675,957996,60757,355661,190249,305007,23,189,96,471,190130,304347
平成30,2018,3,13350,,島部,All islands,1485973,7233402,672209,5321906,403,10239,1988,38315,277031,2896784,392787,2376568,813764,1911496,3706,29356,41346,178830,768712,1703310
平成30,2018,5,13361,1,大島町,Oshima-machi,499114,2030367,182741,1290651,379,9695,1281,20390,105186,901586,75895,358980,316373,739716,2222,15753,32763,129906,281388,594057
平成30,2018,5,13362,2,利島村,Toshima-mura,27706,127434,14156,89261,-,-,156,2186,779,8034,13221,79041,13550,38173,138,3639,540,3156,12872,31378
平成30,2018,5,13363,3,新島村,Niｉｊima-mura,142711,671920,67106,508753,24,544,9,138,27083,285272,39990,222799,75605,163167,60,437,606,5543,74939,157187
平成30,2018,5,13364,4,神津島村,Kozushima-mura,82786,342014,34777,274448,-,-,29,471,11893,147274,22855,126703,48009,67566,9,56,102,514,47898,66996
平成30,2018,5,13381,5,三宅村,Miyake-mura,135205,885904,85593,748013,-,-,44,1221,41345,536281,44204,210511,49612,137891,102,823,528,2874,48982,134194
平成30,2018,5,13382,6,御蔵島村,Mikurajima-mura,21353,229012,19054,222947,-,-,-,-,1156,17939,17898,205008,2299,6065,-,-,-,-,2299,6065
平成30,2018,5,13401,7,八丈町,Hachijo-machi,489829,2115146,196733,1414039,-,-,395,11588,75950,759616,120388,642835,293096,701107,1175,8648,6129,33434,285792,659025
平成30,2018,5,13402,8,青ヶ島村,Aogashima-mura,37120,157652,22630,123798,-,-,-,-,281,5707,22349,118091,14490,33854,-,-,660,3320,13830,30534
平成30,2018,5,13421,9,小笠原村,Ogasawara-mura,50149,673953,49419,649996,-,-,74,2321,13358,235075,35987,412600,730,23957,-,-,18,83,712,23874
,,,,,,,,,,,,,,,,,,,,,,,,,,
4-3  地域， 幅員別道路の延長及び面積(平成26～30年) ,,,,,,,,,,,,,,,,,,,,,,,,,,
各年4月1日現在 ,,,,,,,,,,,,,,,,,,,,,,,,,,
（単位　延長　メートル， 面積　平方メートル） ,,,,,,,,,,,,,,,,,,,,,,,,,,
資料：都建設局道路管理部路政課 ,,,,,,,,,,,,,,,,,,,,,,,,,,
4-3  LENGTH AND AREA OF ROADS BY DISTRICT AND WIDTH ( 2014-2018 ) ,,,,,,,,,,,,,,,,,,,,,,,,,,
Figures are as of Apr. 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Length in meters,Areainsquaremeters)",,,,,,,,,,,,,,,,,,,,,,,,,,
"　　    Source: Bureau of Construction,TMG",,,,,,,,,,,,,,,,,,,,,,,,,,
