会計,Account,区分 1,Classification 1,区分 2,Classification 2,区分 3,Classification 3,当初予算額 Original budget,最終予算額 Final budget,決算額 Settlement
港湾事業,Port and harbor,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,,,4671,4671,4844
港湾事業,Port and harbor,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,港湾事業収益,Port and harbor,4671,4671,4844
港湾事業,Port and harbor,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,,,4019,4019,3756
港湾事業,Port and harbor,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,港湾事業費用,Port and harbor,4019,4019,3756
港湾事業,Port and harbor,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,,,1,1,1
港湾事業,Port and harbor,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,資本的収入,Capital,1,1,1
港湾事業,Port and harbor,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,,,2211,2211,918
港湾事業,Port and harbor,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,資本的支出,Capital,2211,2211,918
交通事業 ,Transportation,収益的収支,Operating revenue and expenditure,収入 ,Revenue,,,63779,63779,60205
交通事業 ,Transportation,収益的収支,Operating revenue and expenditure,収入 ,Revenue,自動車運送事業収益,Bus,44766,44766,43721
交通事業 ,Transportation,収益的収支,Operating revenue and expenditure,収入 ,Revenue,軌道事業収益,Streetcar,12510,12510,10055
交通事業 ,Transportation,収益的収支,Operating revenue and expenditure,収入 ,Revenue,新交通事業収益,New transport system,6319,6319,6274
交通事業 ,Transportation,収益的収支,Operating revenue and expenditure,収入 ,Revenue,懸垂電車事業収益,Monorail train,184,184,156
交通事業 ,Transportation,収益的収支,Operating revenue and expenditure,支出 ,Expenditure,,,65486,65486,58820
交通事業 ,Transportation,収益的収支,Operating revenue and expenditure,支出 ,Expenditure,自動車運送事業費,Bus,45444,45444,42091
交通事業 ,Transportation,収益的収支,Operating revenue and expenditure,支出 ,Expenditure,軌道事業費,Streetcar,12658,12658,9946
交通事業 ,Transportation,収益的収支,Operating revenue and expenditure,支出 ,Expenditure,新交通事業費,New transport system,7205,7205,6651
交通事業 ,Transportation,収益的収支,Operating revenue and expenditure,支出 ,Expenditure,懸垂電車事業費,Monorail train,179,179,132
交通事業 ,Transportation,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,,,7865,7865,7099
交通事業 ,Transportation,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,自動車運送事業資本的収入,Bus,3190,3190,2852
交通事業 ,Transportation,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,軌道事業資本的収入,Streetcar,466,466,140
交通事業 ,Transportation,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,新交通事業資本的収入,New transport system,4209,4209,4107
交通事業 ,Transportation,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,,,11987,12738,10520
交通事業 ,Transportation,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,自動車運送事業資本的支出,Bus,7073,7648,5968
交通事業 ,Transportation,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,軌道事業資本的支出,Streetcar,615,782,327
交通事業 ,Transportation,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,新交通事業資本的支出,New transport system,4299,4308,4226
高速電車事業 ,Railway,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,,,175206,175206,176959
高速電車事業 ,Railway,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,高速電車事業収益,Railway,175206,175206,176959
高速電車事業 ,Railway,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,,,154359,154359,140819
高速電車事業 ,Railway,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,高速電車事業費,Railway,154359,154359,140819
高速電車事業 ,Railway,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,,,26920,26920,23545
高速電車事業 ,Railway,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,高速電車事業資本的収入,Railway,26920,26920,23545
高速電車事業 ,Railway,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,,,107645,108278,89924
高速電車事業 ,Railway,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,高速電車事業資本的支出,Railway,107645,108278,89924
電気事業 ,Electric Power,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,,,1999,1999,1613
電気事業 ,Electric Power,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,電気事業収益,Electric power ,1999,1999,1613
電気事業 ,Electric Power,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,,,1500,1500,1055
電気事業 ,Electric Power,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,電気事業費,Electric power ,1500,1500,1055
電気事業 ,Electric Power,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,,,-,-,-
電気事業 ,Electric Power,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,電気事業資本的収入,Electric power ,-,-,-
電気事業 ,Electric Power,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,,,464,464,371
電気事業 ,Electric Power,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,電気事業資本的支出,Electric power ,464,464,371
水道事業 ,Waterworks,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,,,372262,372262,362742
水道事業 ,Waterworks,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,水道事業収益,Waterworks,372262,372262,362742
水道事業 ,Waterworks,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,,,371362,371362,326118
水道事業 ,Waterworks,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,水道経営費,Waterworks,371362,371362,326118
水道事業 ,Waterworks,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,,,64532,64532,46626
水道事業 ,Waterworks,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,資本的収入,Capital,64532,64532,46626
水道事業 ,Waterworks,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,,,147615,151015,120162
水道事業 ,Waterworks,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,資本的支出,Capital,147615,151015,120162
工業用水道事業 ,Industrial waterworks,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,,,2070,2070,1818
工業用水道事業 ,Industrial waterworks,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,工業用水道事業収益,Industrial waterworks,2070,2070,1818
工業用水道事業 ,Industrial waterworks,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,,,2070,2070,1795
工業用水道事業 ,Industrial waterworks,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,工業用水道経営費,Industrial waterworks,2070,2070,1795
工業用水道事業 ,Industrial waterworks,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,,,176,176,287
工業用水道事業 ,Industrial waterworks,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,資本的収入,Capital,176,176,287
工業用水道事業 ,Industrial waterworks,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,,,330,330,312
工業用水道事業 ,Industrial waterworks,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,資本的支出,Capital,330,330,312
下水道事業 ,Sewerage,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,,,492251,492251,482252
下水道事業 ,Sewerage,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,下水道事業収益,Sewerage ,460114,460114,450947
下水道事業 ,Sewerage,収益的収支 ,Operating revenue and expenditure,収入 ,Revenue,流域下水道事業収益,Regional sewerage ,32137,32137,31305
下水道事業 ,Sewerage,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,,,364943,364943,345727
下水道事業 ,Sewerage,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,下水道管理費,Sewerage management ,331852,331852,314433
下水道事業 ,Sewerage,収益的収支 ,Operating revenue and expenditure,支出 ,Expenditure,流域下水道経営費,Regional sewerage operations,33091,33091,31294
下水道事業 ,Sewerage,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,,,212047,212047,182769
下水道事業 ,Sewerage,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,下水道事業資本的収入,Sewerage,197188,197188,168008
下水道事業 ,Sewerage,資本的収支 ,Capital revenue and expenditure,収入 ,Revenue,流域下水道事業資本的収入,Regional sewerage,14859,14859,14760
下水道事業 ,Sewerage,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,,,479757,505951,445103
下水道事業 ,Sewerage,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,下水道事業資本的支出,Sewerage,459362,484954,426721
下水道事業 ,Sewerage,資本的収支 ,Capital revenue and expenditure,支出 ,Expenditure,流域下水道事業資本的支出,Regional sewerage,20395,20997,15382
,,,,,,,,,,
東京都統計年鑑（平成29年）TOKYO STATISTICAL YEARBOOK ( 2017 )　21  財政 21  PUBLIC FINANCE,,,,,,,,,,
21-4 公営企業会計予算，決算額 (平成29年度) 21-4  BUDGETS AND SETTLEMENTS OF THE PUBLIC ENTERPRISE ACCOUNTS ( Fiscal Year 2017 ),,,,,,,,,,
注) 最終予算額には，前年度からの繰越額を含む。 ,,,,,,,,,,
Note: The final budget includes the balance brought forward from the previous fiscal year.  ,,,,,,,,,,
資料：都財務局主計部財政課 Source: Bureau of Finance， TMG,,,,,,,,,,
（単位　百万円）(In millions of yen),,,,,,,,,,
