スポット名,カテゴリ,緯度,経度,地域,クリック数
統計資料館,文化施設・博物館,139.7152859,35.70012194,東京,276
島崎藤村旧居跡,史跡,139.7061718,35.69792631,東京,275
地蔵坂,史跡,139.7387123,35.70128507,東京,270
市谷の杜 本と活字館,文化施設・博物館,139.7317976,35.69609657,東京,267
毘沙門天 善國寺,寺社,139.7394741,35.70152467,東京,265
水道碑記,史跡,139.7151035,35.68747445,東京,264
永井荷風旧居跡,史跡,139.7169274,35.69533417,東京,262
二葉亭四迷旧居跡,史跡,139.7282034,35.68452904,東京,262
鈴木三重吉終焉の地（「赤い鳥」社跡）,史跡,139.7043371,35.69547793,東京,261
洋菓子店シュマーレ,飲食,139.6739799,35.7193137,東京,260
三遊亭円朝旧居跡,史跡,139.7132528,35.68893841,東京,257
聖徳記念絵画館,文化施設・博物館,139.717657,35.67873811,東京,256
柏湯,銭湯,139.6933293,35.70671282,東京,255
有島武郎旧居跡,史跡,139.7229195,35.70236978,東京,253
泉鏡花旧居跡,史跡,139.7297591,35.70202128,東京,251
小泉八雲旧居跡,史跡,139.7172332,35.69138698,東京,247
俳句文学館,文化施設・博物館,139.695459,35.70468726,東京,246
木組み博物館,文化施設・博物館,139.71726,35.70792813,東京,245
鰻坂,史跡,139.7357672,35.69680233,東京,243
法善寺,寺社,139.7125554,35.69661064,東京,243
厳嶋神社,寺社,139.7132742,35.69756036,東京,237
西迎寺,寺社,139.7208917,35.69128677,東京,236
尾崎紅葉旧居跡,史跡,139.734925,35.70131557,東京,236
大久保の犬御用屋敷跡,史跡,139.7163266,35.69874968,東京,233
日本オリンピックミュージアム,文化施設・博物館,139.7151625,35.67485111,東京,232
め乃惣,飲食,139.7398603,35.70181654,東京,229
おとめ山公園,史跡,139.7016066,35.71768045,東京,228
小泉八雲終焉の地,史跡,139.7052866,35.69911561,東京,228
東京オペラシティ アートギャラリー,文化施設・博物館,139.6869296,35.68245499,東京,228
市谷亀岡八幡宮,寺社,139.7337663,35.69269837,東京,227
釣り文化資料館,文化施設・博物館,139.7195023,35.6908293,東京,227
帝国データバンク史料館,文化施設・博物館,139.7291797,35.69091208,東京,224
山文,飲食,139.681769,35.72189635,東京,220
赤城神社,寺社,139.7360301,35.70481794,東京,219
elm green coffee,飲食,139.7346354,35.70484844,東京,217
宮城道雄記念館,文化施設・博物館,139.736647,35.69964274,東京,212
薬王院,寺社,139.6972239,35.71814647,東京,212
美術愛住館,文化施設・博物館,139.7187352,35.68833279,東京,211
島村抱月終焉の地（芸術倶楽部跡）,史跡,139.7357297,35.70244819,東京,208
服部半蔵の墓,史跡,139.7252905,35.6847774,東京,203
田村虎蔵旧居跡,史跡,139.7400105,35.7041471,東京,201
高麗博物館,文化施設・博物館,139.7036719,35.69847522,東京,200
早稲田大学大隈記念講堂,史跡,139.7215998,35.7088995,東京,198
落合秋艸堂跡（會津八一旧居跡）,史跡,139.6914464,35.71862556,東京,187
新宿区立漱石山房記念館,文化施設・博物館,139.7255373,35.70392058,東京,177
亮朝院本堂,史跡,139.7136712,35.71200517,東京,177
東京おもちゃ美術館,文化施設・博物館,139.7180754,35.68954838,東京,175
新宿区立佐伯祐三アトリエ記念館,文化施設・博物館,139.6936458,35.72083804,東京,158
新宿区立中村彝アトリエ記念館,文化施設・博物館,139.7011667,35.72086417,東京,142
早稲田大学 坪内博士記念演劇博物館,史跡,139.7195184,35.70995361,東京,131
玄国寺,寺社,139.7070301,35.70913907,東京,114
追分だんご本舗,飲食,139.7053993,35.69039797,千葉,69
統計資料館,文化施設・博物館,139.7152859,35.70012194,青森,59
天ぷら新宿つな八 総本店,飲食,139.703511,35.69083366,愛媛,52
花園神社,寺社,139.7053349,35.69353487,北海道,42
花園神社,寺社,139.7053349,35.69353487,秋田,40
皆中稲荷神社,寺社,139.699434,35.70103677,大阪,40
福の湯,銭湯,139.6948797,35.72174828,静岡,40
平和祈念展示資料館,文化施設・博物館,139.6925998,35.69140876,三重,38
松井須磨子の墓,史跡,139.7271574,35.70304499,北海道,35
西念寺,寺社,139.7254407,35.68463797,千葉,34
太宗寺,寺社,139.7093475,35.68985772,京都,32
平和祈念展示資料館,文化施設・博物館,139.6925998,35.69140876,千葉,31
稲荷鬼王神社,寺社,139.7053134,35.69775205,広島,30
皆中稲荷神社,寺社,139.699434,35.70103677,北海道,30
花園神社,寺社,139.7053349,35.69353487,千葉,29
花園神社,寺社,139.7053349,35.69353487,京都,29
金沢浴場,銭湯,139.7103077,35.7000653,岡山,28
赤城神社,寺社,139.7360301,35.70481794,愛知,28
追分だんご本舗,飲食,139.7053993,35.69039797,愛媛,28
天ぷら新宿つな八 総本店,飲食,139.703511,35.69083366,大阪,28
統計資料館,文化施設・博物館,139.7152859,35.70012194,徳島,28
馬水槽,史跡,139.701156,35.6921712,兵庫,28
稲荷鬼王神社,寺社,139.7053134,35.69775205,北海道,27
花園神社,寺社,139.7053349,35.69353487,静岡,27
新宿末廣亭,文化施設・博物館,139.7059679,35.69123885,山形,27
天ぷら新宿つな八 総本店,飲食,139.703511,35.69083366,千葉,27
ゆ〜ザ中井,銭湯,139.689011,35.71609071,福岡,26
平和祈念展示資料館,文化施設・博物館,139.6925998,35.69140876,北海道,26
平和祈念展示資料館,文化施設・博物館,139.6925998,35.69140876,愛知,26
新宿末廣亭,文化施設・博物館,139.7059679,35.69123885,千葉,25
世界湯,銭湯,139.6996003,35.71467517,京都,24
太宗寺,寺社,139.7093475,35.68985772,愛媛,24
SOMPO美術館,文化施設・博物館,139.6965426,35.69251103,山梨,23
スイーツ＆デリカ Ｂｏｎｎａ／ボンナ 新宿中村屋,飲食,139.7022557,35.69169196,茨城,23
スイーツ＆デリカ Ｂｏｎｎａ／ボンナ 新宿中村屋,飲食,139.7022557,35.69169196,千葉,23
花園神社,寺社,139.7053349,35.69353487,広島,23
天ぷら新宿つな八 総本店,飲食,139.703511,35.69083366,北海道,23
SOMPO美術館,文化施設・博物館,139.6965426,35.69251103,神奈川,22
皆中稲荷神社,寺社,139.699434,35.70103677,京都,22
金沢浴場,銭湯,139.7103077,35.7000653,京都,22
新宿末廣亭,文化施設・博物館,139.7059679,35.69123885,北海道,22
新宿末廣亭,文化施設・博物館,139.7059679,35.69123885,京都,21
島崎藤村旧居跡,史跡,139.7061718,35.69792631,北海道,21
内村鑑三終焉の地（今井館聖書講堂跡）,史跡,139.6915269,35.7018601,広島,21
馬水槽,史跡,139.701156,35.6921712,千葉,21
馬水槽,史跡,139.701156,35.6921712,神奈川,21
スイーツ＆デリカ Ｂｏｎｎａ／ボンナ 新宿中村屋,飲食,139.7022557,35.69169196,北海道,20
三の輪湯,銭湯,139.682005,35.7137213,京都,20
中村屋サロン美術館,文化施設・博物館,139.7021753,35.69177474,千葉,20
東福院,寺社,139.7236276,35.68604969,千葉,20
柳湯,銭湯,139.7265351,35.69899799,北海道,20
SOMPO美術館,文化施設・博物館,139.6965426,35.69251103,千葉,19
スイーツ＆デリカ Ｂｏｎｎａ／ボンナ 新宿中村屋,飲食,139.7022557,35.69169196,栃木,19
皆中稲荷神社,寺社,139.699434,35.70103677,千葉,19
金沢浴場,銭湯,139.7103077,35.7000653,北海道,19
鏑木清方旧居跡,史跡,139.7313094,35.70328023,京都,19
天ぷら新宿つな八 総本店,飲食,139.703511,35.69083366,茨城,19
天ぷら新宿つな八 総本店,飲食,139.703511,35.69083366,栃木,19
天ぷら船橋屋 新宿本店,飲食,139.7033072,35.69102536,愛媛,19
日本オリンピックミュージアム,文化施設・博物館,139.7151625,35.67485111,北海道,19
文学座アトリエ,史跡,139.7191429,35.68351816,香川,19
金沢浴場,銭湯,139.7103077,35.7000653,千葉,18
合羽坂,史跡,139.7244591,35.69280729,北海道,18
赤城神社,寺社,139.7360301,35.70481794,愛媛,18
天ぷら船橋屋 新宿本店,飲食,139.7033072,35.69102536,千葉,18
東京おもちゃ美術館,文化施設・博物館,139.7180754,35.68954838,京都,18
万年湯,銭湯,139.7035056,35.70084944,京都,18
雷電稲荷神社,寺社,139.7047985,35.68958759,京都,18
SOMPO美術館,文化施設・博物館,139.6965426,35.69251103,北海道,17
スイーツ＆デリカ Ｂｏｎｎａ／ボンナ 新宿中村屋,飲食,139.7022557,35.69169196,兵庫,17
花園神社,寺社,139.7053349,35.69353487,兵庫,17
金沢浴場,銭湯,139.7103077,35.7000653,神奈川,17
三の輪湯,銭湯,139.682005,35.7137213,千葉,17
三遊亭円朝旧居跡,史跡,139.7132528,35.68893841,栃木,17
小笠原伯爵邸,文化施設・博物館,139.7175229,35.69833581,青森,17
新宿末廣亭,文化施設・博物館,139.7059679,35.69123885,愛媛,17
成子天神社,寺社,139.6923852,35.69616627,千葉,17
太宗寺,寺社,139.7093475,35.68985772,兵庫,17
第三玉乃湯,銭湯,139.7384763,35.70285332,京都,17
地蔵坂,史跡,139.7387123,35.70128507,愛媛,17
天ぷら新宿つな八 総本店,飲食,139.703511,35.69083366,島根,17
天ぷら船橋屋 新宿本店,飲食,139.7033072,35.69102536,北海道,17
馬水槽,史跡,139.701156,35.6921712,北海道,17
ゆ〜ザ中井,銭湯,139.689011,35.71609071,岩手,16
夏目漱石終焉の地,史跡,139.7252691,35.70383346,佐賀,16
金沢浴場,銭湯,139.7103077,35.7000653,大阪,16
経王寺,寺社,139.7253656,35.69925066,北海道,16
消防博物館,文化施設・博物館,139.7199476,35.68816722,千葉,16
世界湯,銭湯,139.6996003,35.71467517,千葉,16
世界湯,銭湯,139.6996003,35.71467517,和歌山,16
西念寺,寺社,139.7254407,35.68463797,香川,16
鶴巻湯,銭湯,139.7227532,35.70778003,三重,16
鶴巻湯,銭湯,139.7227532,35.70778003,京都,16
鏑木清方旧居跡,史跡,139.7313094,35.70328023,大阪,16
鏑木清方旧居跡,史跡,139.7313094,35.70328023,香川,16
天ぷら新宿つな八 総本店,飲食,139.703511,35.69083366,神奈川,16
東福院,寺社,139.7236276,35.68604969,京都,16
矢来能楽堂,文化施設・博物館,139.7325808,35.70287075,京都,16
稲荷鬼王神社,寺社,139.7053134,35.69775205,京都,15
塩湯,銭湯,139.7273666,35.68736553,千葉,15
花園神社,寺社,139.7053349,35.69353487,神奈川,15
三遊亭円朝旧居跡,史跡,139.7132528,35.68893841,京都,15
志賀直哉旧宅跡,史跡,139.7036612,35.71038919,京都,15
新宿御苑,文化施設・博物館,139.7065312,35.68895148,千葉,15
太宗寺,寺社,139.7093475,35.68985772,千葉,15
大星湯,銭湯,139.7173727,35.69448462,千葉,15
大星湯,銭湯,139.7173727,35.69448462,京都,15
天ぷら新宿つな八 総本店,飲食,139.703511,35.69083366,京都,15
平和祈念展示資料館,文化施設・博物館,139.6925998,35.69140876,神奈川,15
平和祈念展示資料館,文化施設・博物館,139.6925998,35.69140876,新潟,15
雷電稲荷神社,寺社,139.7047985,35.68958759,千葉,15
花園神社,寺社,139.7053349,35.69353487,島根,14
小笠原伯爵邸,文化施設・博物館,139.7175229,35.69833581,北海道,14
西條八十旧居跡,史跡,139.6941394,35.6983968,千葉,14
太宗寺,寺社,139.7093475,35.68985772,埼玉,14
大星湯,銭湯,139.7173727,35.69448462,北海道,14
滝沢馬琴終焉の地,史跡,139.7194058,35.67984927,香川,14
追分だんご本舗,飲食,139.7053993,35.69039797,群馬,14
鶴巻湯,銭湯,139.7227532,35.70778003,長野,14
禿坂,史跡,139.713757,35.69014963,千葉,14
ゆ〜ザ中井,銭湯,139.689011,35.71609071,岡山,13
稲荷鬼王神社,寺社,139.7053134,35.69775205,千葉,13
永井荷風旧居跡,史跡,139.7169274,35.69533417,千葉,13
永井荷風旧居跡,史跡,139.7169274,35.69533417,新潟,13
永福寺,寺社,139.7125018,35.69811799,千葉,13
永福寺,寺社,139.7125018,35.69811799,神奈川,13
塩湯,銭湯,139.7273666,35.68736553,岡山,13
花園神社,寺社,139.7053349,35.69353487,愛媛,13
皆中稲荷神社,寺社,139.699434,35.70103677,岩手,13
皆中稲荷神社,寺社,139.699434,35.70103677,栃木,13
宮城道雄記念館,文化施設・博物館,139.736647,35.69964274,愛媛,13
金泉湯,銭湯,139.7123516,35.7099449,埼玉,13
斎藤茂吉終焉の地,史跡,139.7161067,35.68676425,埼玉,13
斎藤茂吉終焉の地,史跡,139.7161067,35.68676425,千葉,13
市谷亀岡八幡宮,寺社,139.7337663,35.69269837,三重,13
小泉八雲旧居跡,史跡,139.7172332,35.69138698,愛媛,13
消防博物館,文化施設・博物館,139.7199476,35.68816722,北海道,13
新宿御苑,文化施設・博物館,139.7065312,35.68895148,北海道,13
新宿末廣亭,文化施設・博物館,139.7059679,35.69123885,大阪,13
西向天神社,寺社,139.7112572,35.69627083,千葉,13
西念寺,寺社,139.7254407,35.68463797,北海道,13
草間彌生美術館,文化施設・博物館,139.7265244,35.70335428,北海道,13
鏑木清方旧居跡,史跡,139.7313094,35.70328023,山梨,13
島崎藤村旧居跡,史跡,139.7061718,35.69792631,京都,13
氷おばけ,飲食,139.7003299,35.69528624,千葉,13
氷おばけ,飲食,139.7003299,35.69528624,神奈川,13
有島武郎旧居跡,史跡,139.7229195,35.70236978,北海道,13
雷電稲荷神社,寺社,139.7047985,35.68958759,北海道,13
亮朝院本堂,史跡,139.7136712,35.71200517,福井,13
SOMPO美術館,文化施設・博物館,139.6965426,35.69251103,京都,12
おとめ山公園,史跡,139.7016066,35.71768045,千葉,12
スイーツ＆デリカ Ｂｏｎｎａ／ボンナ 新宿中村屋,飲食,139.7022557,35.69169196,神奈川,12
夏目漱石終焉の地,史跡,139.7252691,35.70383346,北海道,12
金泉湯,銭湯,139.7123516,35.7099449,北海道,12
合羽坂,史跡,139.7244591,35.69280729,愛媛,12
三の輪湯,銭湯,139.682005,35.7137213,北海道,12
小泉八雲旧居跡,史跡,139.7172332,35.69138698,北海道,12
新宿御苑,文化施設・博物館,139.7065312,35.68895148,愛媛,12
世界湯,銭湯,139.6996003,35.71467517,長野,12
西迎寺,寺社,139.7208917,35.69128677,京都,12
第三玉乃湯,銭湯,139.7384763,35.70285332,栃木,12
第三玉乃湯,銭湯,139.7384763,35.70285332,愛媛,12
滝沢馬琴終焉の地,史跡,139.7194058,35.67984927,千葉,12
追分だんご本舗,飲食,139.7053993,35.69039797,北海道,12
帝国データバンク史料館,文化施設・博物館,139.7291797,35.69091208,千葉,12
天ぷら新宿つな八 総本店,飲食,139.703511,35.69083366,奈良,12
内村鑑三終焉の地（今井館聖書講堂跡）,史跡,139.6915269,35.7018601,京都,12
二葉亭四迷旧居跡,史跡,139.7282034,35.68452904,千葉,12
熱海湯,銭湯,139.7405523,35.70055757,北海道,12
毘沙門天 善國寺,寺社,139.7394741,35.70152467,愛媛,12
氷おばけ,飲食,139.7003299,35.69528624,京都,12
平和祈念展示資料館,文化施設・博物館,139.6925998,35.69140876,茨城,12
弁天湯,銭湯,139.7148782,35.69540823,北海道,12
弁天湯,銭湯,139.7148782,35.69540823,埼玉,12
雷電稲荷神社,寺社,139.7047985,35.68958759,和歌山,12
栄湯,銭湯,139.6782339,35.72057237,北海道,11
栄湯,銭湯,139.6782339,35.72057237,千葉,11
塩湯,銭湯,139.7273666,35.68736553,京都,11
花園神社,寺社,139.7053349,35.69353487,栃木,11
花園神社,寺社,139.7053349,35.69353487,群馬,11
花園神社,寺社,139.7053349,35.69353487,鳥取,11
皆中稲荷神社,寺社,139.699434,35.70103677,埼玉,11
佐藤美術館,文化施設・博物館,139.7148514,35.68149201,千葉,11
佐藤美術館,文化施設・博物館,139.7148514,35.68149201,広島,11
新宿末廣亭,文化施設・博物館,139.7059679,35.69123885,神奈川,11
諏訪神社,寺社,139.7076738,35.70904324,北海道,11
成子天神社,寺社,139.6923852,35.69616627,京都,11
西向天神社,寺社,139.7112572,35.69627083,北海道,11
泉鏡花旧居跡,史跡,139.7297591,35.70202128,北海道,11
地蔵坂,史跡,139.7387123,35.70128507,北海道,11
中村屋サロン美術館,文化施設・博物館,139.7021753,35.69177474,兵庫,11
追分だんご本舗,飲食,139.7053993,35.69039797,大阪,11
田村虎蔵旧居跡,史跡,139.7400105,35.7041471,愛知,11
東京おもちゃ美術館,文化施設・博物館,139.7180754,35.68954838,千葉,11
熱海湯,銭湯,139.7405523,35.70055757,三重,11
馬水槽,史跡,139.701156,35.6921712,京都,11
柏湯,銭湯,139.6933293,35.70671282,北海道,11
美術愛住館,文化施設・博物館,139.7187352,35.68833279,千葉,11
SOMPO美術館,文化施設・博物館,139.6965426,35.69251103,三重,10
スイーツ＆デリカ Ｂｏｎｎａ／ボンナ 新宿中村屋,飲食,139.7022557,35.69169196,埼玉,10
スイーツ＆デリカ Ｂｏｎｎａ／ボンナ 新宿中村屋,飲食,139.7022557,35.69169196,京都,10
ゆ〜ザ中井,銭湯,139.689011,35.71609071,千葉,10
夏目漱石終焉の地,史跡,139.7252691,35.70383346,京都,10
花園神社,寺社,139.7053349,35.69353487,茨城,10
花園神社,寺社,139.7053349,35.69353487,大阪,10
花園神社,寺社,139.7053349,35.69353487,福岡,10
金泉湯,銭湯,139.7123516,35.7099449,千葉,10
金沢浴場,銭湯,139.7103077,35.7000653,岩手,10
斎藤茂吉終焉の地,史跡,139.7161067,35.68676425,京都,10
志賀直哉旧宅跡,史跡,139.7036612,35.71038919,千葉,10
小笠原伯爵邸,文化施設・博物館,139.7175229,35.69833581,栃木,10
小泉八雲旧居跡,史跡,139.7172332,35.69138698,千葉,10
小泉八雲終焉の地,史跡,139.7052866,35.69911561,北海道,10
新宿御苑,文化施設・博物館,139.7065312,35.68895148,埼玉,10
水道碑記,史跡,139.7151035,35.68747445,千葉,10
聖徳記念絵画館,文化施設・博物館,139.717657,35.67873811,愛媛,10
西向天神社,寺社,139.7112572,35.69627083,大阪,10
西念寺,寺社,139.7254407,35.68463797,広島,10
泉鏡花旧居跡,史跡,139.7297591,35.70202128,大阪,10
大久保の犬御用屋敷跡,史跡,139.7163266,35.69874968,北海道,10
滝沢馬琴終焉の地,史跡,139.7194058,35.67984927,静岡,10
地蔵坂,史跡,139.7387123,35.70128507,愛知,10
中村屋サロン美術館,文化施設・博物館,139.7021753,35.69177474,北海道,10
中村屋サロン美術館,文化施設・博物館,139.7021753,35.69177474,栃木,10
追分だんご本舗,飲食,139.7053993,35.69039797,鹿児島,10
帝国データバンク史料館,文化施設・博物館,139.7291797,35.69091208,京都,10
天ぷら新宿つな八 総本店,飲食,139.703511,35.69083366,岐阜,10
天ぷら新宿つな八 総本店,飲食,139.703511,35.69083366,兵庫,10
東福院,寺社,139.7236276,35.68604969,山梨,10
東福院,寺社,139.7236276,35.68604969,三重,10
統計資料館,文化施設・博物館,139.7152859,35.70012194,北海道,10
内村鑑三終焉の地（今井館聖書講堂跡）,史跡,139.6915269,35.7018601,徳島,10
二葉亭四迷旧居跡,史跡,139.7282034,35.68452904,広島,10
毘沙門天 善國寺,寺社,139.7394741,35.70152467,北海道,10
平和祈念展示資料館,文化施設・博物館,139.6925998,35.69140876,広島,10
万年湯,銭湯,139.7035056,35.70084944,岩手,10
木組み博物館,文化施設・博物館,139.71726,35.70792813,京都,10
柳湯,銭湯,139.7265351,35.69899799,埼玉,10
柳湯,銭湯,139.7265351,35.69899799,徳島,10
柳湯,銭湯,139.7265351,35.69899799,福岡,10
雷電稲荷神社,寺社,139.7047985,35.68958759,岐阜,10
鈴木三重吉終焉の地（「赤い鳥」社跡）,史跡,139.7043371,35.69547793,千葉,10
SOMPO美術館,文化施設・博物館,139.6965426,35.69251103,大阪,9
SOMPO美術館,文化施設・博物館,139.6965426,35.69251103,広島,9
おとめ山公園,史跡,139.7016066,35.71768045,栃木,9
スイーツ＆デリカ Ｂｏｎｎａ／ボンナ 新宿中村屋,飲食,139.7022557,35.69169196,大阪,9
め乃惣,飲食,139.7398603,35.70181654,広島,9
永福寺,寺社,139.7125018,35.69811799,大阪,9
塩湯,銭湯,139.7273666,35.68736553,北海道,9
塩湯,銭湯,139.7273666,35.68736553,広島,9
塩湯,銭湯,139.7273666,35.68736553,香川,9
塩湯,銭湯,139.7273666,35.68736553,福岡,9
花園神社,寺社,139.7053349,35.69353487,埼玉,9
皆中稲荷神社,寺社,139.699434,35.70103677,神奈川,9
皆中稲荷神社,寺社,139.699434,35.70103677,三重,9
金沢浴場,銭湯,139.7103077,35.7000653,茨城,9
玄国寺,寺社,139.7070301,35.70913907,北海道,9
合羽坂,史跡,139.7244591,35.69280729,香川,9
佐藤美術館,文化施設・博物館,139.7148514,35.68149201,北海道,9
三遊亭円朝旧居跡,史跡,139.7132528,35.68893841,千葉,9
山文,飲食,139.681769,35.72189635,千葉,9
小泉八雲旧居跡,史跡,139.7172332,35.69138698,静岡,9
小泉八雲終焉の地,史跡,139.7052866,35.69911561,栃木,9
小泉八雲終焉の地,史跡,139.7052866,35.69911561,京都,9
松の湯,銭湯,139.6839416,35.71083348,広島,9
松井須磨子の墓,史跡,139.7271574,35.70304499,徳島,9
新宿御苑,文化施設・博物館,139.7065312,35.68895148,京都,9
諏訪神社,寺社,139.7076738,35.70904324,埼玉,9
諏訪神社,寺社,139.7076738,35.70904324,徳島,9
水道碑記,史跡,139.7151035,35.68747445,埼玉,9
西迎寺,寺社,139.7208917,35.69128677,北海道,9
西迎寺,寺社,139.7208917,35.69128677,愛媛,9
西向天神社,寺社,139.7112572,35.69627083,神奈川,9
早稲田大学大隈記念講堂,史跡,139.7215998,35.7088995,埼玉,9
太宗寺,寺社,139.7093475,35.68985772,青森,9
大星湯,銭湯,139.7173727,35.69448462,大阪,9
滝沢馬琴終焉の地,史跡,139.7194058,35.67984927,鳥取,9
地蔵坂,史跡,139.7387123,35.70128507,和歌山,9
釣り文化資料館,文化施設・博物館,139.7195023,35.6908293,北海道,9
東京オペラシティ アートギャラリー,文化施設・博物館,139.6869296,35.68245499,北海道,9
東京おもちゃ美術館,文化施設・博物館,139.7180754,35.68954838,北海道,9
東宝湯,銭湯,139.7120619,35.69835324,神奈川,9
東宝湯,銭湯,139.7120619,35.69835324,岡山,9
統計資料館,文化施設・博物館,139.7152859,35.70012194,千葉,9
禿坂,史跡,139.713757,35.69014963,栃木,9
禿坂,史跡,139.713757,35.69014963,愛媛,9
二葉亭四迷旧居跡,史跡,139.7282034,35.68452904,北海道,9
俳句文学館,文化施設・博物館,139.695459,35.70468726,栃木,9
俳句文学館,文化施設・博物館,139.695459,35.70468726,徳島,9
美術愛住館,文化施設・博物館,139.7187352,35.68833279,北海道,9
美術愛住館,文化施設・博物館,139.7187352,35.68833279,埼玉,9
美術愛住館,文化施設・博物館,139.7187352,35.68833279,愛媛,9
平和祈念展示資料館,文化施設・博物館,139.6925998,35.69140876,京都,9
弁天湯,銭湯,139.7148782,35.69540823,宮崎,9
法善寺,寺社,139.7125554,35.69661064,北海道,9
万年湯,銭湯,139.7035056,35.70084944,栃木,9
矢来能楽堂,文化施設・博物館,139.7325808,35.70287075,奈良,9
亮朝院本堂,史跡,139.7136712,35.71200517,埼玉,9
SOMPO美術館,文化施設・博物館,139.6965426,35.69251103,青森,8
SOMPO美術館,文化施設・博物館,139.6965426,35.69251103,埼玉,8
め乃惣,飲食,139.7398603,35.70181654,愛媛,8
稲荷鬼王神社,寺社,139.7053134,35.69775205,茨城,8
稲荷鬼王神社,寺社,139.7053134,35.69775205,栃木,8
稲荷鬼王神社,寺社,139.7053134,35.69775205,大阪,8
栄湯,銭湯,139.6782339,35.72057237,長野,8
永井荷風旧居跡,史跡,139.7169274,35.69533417,北海道,8
永井荷風旧居跡,史跡,139.7169274,35.69533417,大阪,8
永福寺,寺社,139.7125018,35.69811799,北海道,8
永福寺,寺社,139.7125018,35.69811799,埼玉,8
夏目漱石誕生の地,史跡,139.7203177,35.70569787,埼玉,8
花園神社,寺社,139.7053349,35.69353487,不明,8
花園神社,寺社,139.7053349,35.69353487,青森,8
花園神社,寺社,139.7053349,35.69353487,三重,8
