図‐2　歳計現金等保管見込表,
2023/6/19,10157.6465
2023/6/20,11467.6165
2023/6/21,11408.5265
2023/6/22,11434.2065
2023/6/23,11577.4165
2023/6/24,11577.4165
2023/6/25,11577.4165
2023/6/26,12430.3965
2023/6/27,12627.9665
2023/6/28,12621.1065
2023/6/29,11283.5865
2023/6/30,10068.0565
2023/7/1,10068.0565
2023/7/2,10068.0565
2023/7/3,10449.0365
2023/7/4,12186.6265
2023/7/5,14842.3665
2023/7/6,14873.1265
2023/7/7,14853.2465
2023/7/8,14853.2465
2023/7/9,14853.2465
2023/7/10,14542.2465
2023/7/11,14668.2165
2023/7/12,15621.7365
2023/7/13,15240.7365
2023/7/14,15000.9465
2023/7/15,15000.9465
2023/7/16,15000.9465
2023/7/17,15000.9465
2023/7/18,14989.9465
2023/7/19,14321.8065
2023/7/20,14374.5465
2023/7/21,14336.4065
2023/7/22,14336.4065
2023/7/23,14336.4065
2023/7/24,14283.4065
2023/7/25,14285.2265
2023/7/26,20000.6765
2023/7/27,19895.2365
2023/7/28,19581.3465
2023/7/29,19581.3465
2023/7/30,19581.3465
2023/7/31,18591.9265
2023/8/1,18459.3865
2023/8/2,18992.6965
2023/8/3,19145.0565
2023/8/4,18965.3965
2023/8/5,18965.3965
2023/8/6,18965.3965
2023/8/7,18759.3965
2023/8/8,18701.2965
2023/8/9,19037.1965
2023/8/10,18067.9065
2023/8/11,18067.9065
2023/8/12,18067.9065
2023/8/13,18067.9065
2023/8/14,17959.9065
2023/8/15,19006.4565
2023/8/16,18979.1165
2023/8/17,19193.1165
2023/8/18,17962.7565
2023/8/19,17962.7565
2023/8/20,17962.7565
2023/8/21,17956.5565
2023/8/22,17931.2365
2023/8/23,17644.9965
2023/8/24,18166.2465
2023/8/25,17961.1965
2023/8/26,17961.1965
2023/8/27,17961.1965
2023/8/28,18130.1165
2023/8/29,18594.0365
2023/8/30,18523.0165
2023/8/31,11209.4665
2023/9/1,11733.1265
2023/9/2,11733.1265
2023/9/3,11733.1265
2023/9/4,12837.0365
2023/9/5,12848.9065
2023/9/6,13253.3465
2023/9/7,13253.3465
2023/9/8,12231.8165
2023/9/9,12231.8165
2023/9/10,12231.8165
2023/9/11,12145.9765
2023/9/12,12319.9065
2023/9/13,12506.5265
2023/9/14,11808.6065
2023/9/15,11375.7165
2023/9/16,11375.7165
2023/9/17,11375.7165
2023/9/18,11375.7165
2023/9/19,9528.446496
2023/9/20,10697.8465
2023/9/21,10712.9565
2023/9/22,10673.4065
2023/9/23,10673.4065
2023/9/24,10673.4065
2023/9/25,11345.9765
2023/9/26,11507.5265
2023/9/27,11529.5265
2023/9/28,11497.3465
2023/9/29,8640.526496
2023/9/30,8640.526496
2023/10/1,8640.526496
2023/10/2,8521.826496
2023/10/3,8829.726496
2023/10/4,9296.086496
2023/10/5,10589.8965
2023/10/6,11007.3965
2023/10/7,11007.3965
2023/10/8,11007.3965
2023/10/9,11007.3965
2023/10/10,10779.3965
2023/10/11,10643.1965
2023/10/12,11867.8265
2023/10/13,10832.3865
2023/10/14,10832.3865
2023/10/15,10832.3865
2023/10/16,10895.3865
2023/10/17,10873.2665
2023/10/18,10852.4065
2023/10/19,10358.5865
2023/10/20,10218.8465
2023/10/21,10218.8465
2023/10/22,10218.8465
2023/10/23,10200.8465
2023/10/24,10169.9065
2023/10/25,10605.4765
2023/10/26,13279.2565
2023/10/27,13094.3265
2023/10/28,13094.3265
2023/10/29,13094.3265
2023/10/30,12995.3265
2023/10/31,11033.7165
2023/11/1,11281.4065
2023/11/2,12216.6365
2023/11/3,12216.6365
2023/11/4,12216.6365
2023/11/5,12216.6365
2023/11/6,12059.6365
2023/11/7,12048.0365
2023/11/8,12427.3365
2023/11/9,12382.5565
2023/11/10,12259.6265
2023/11/11,12259.6265
2023/11/12,12259.6265
2023/11/13,12366.6265
2023/11/14,12142.6565
2023/11/15,12687.3665
2023/11/16,12671.0965
2023/11/17,12140.7965
2023/11/18,12140.7965
2023/11/19,12140.7965
2023/11/20,12357.3065
2023/11/21,12311.8065
2023/11/22,12313.8065
2023/11/23,12313.8065
2023/11/24,12271.1565
2023/11/25,12271.1565
2023/11/26,12271.1565
2023/11/27,13364.9365
2023/11/28,13352.8065
2023/11/29,13382.6665
2023/11/30,9223.116496
2023/12/1,8192.856496
2023/12/2,8192.856496
2023/12/3,8192.856496
2023/12/4,13159.8565
2023/12/5,13694.1165
2023/12/6,14218.9765
2023/12/7,14199.6265
2023/12/8,12041.9665
2023/12/9,12041.9665
2023/12/10,12041.9665
2023/12/11,12002.1565
2023/12/12,12233.7065
2023/12/13,13074.9265
2023/12/14,12325.4565
2023/12/15,12012.8265
2023/12/16,12012.8265
2023/12/17,12012.8265
2023/12/18,12400.8265
2023/12/19,10970.9565
2023/12/20,11807.6165
2023/12/21,11749.6265
2023/12/22,11719.5365
2023/12/23,11719.5365
2023/12/24,11719.5365
2023/12/25,11557.7065
2023/12/26,14147.3265
2023/12/27,14196.3265
2023/12/28,12337.6765
2023/12/29,12817.6765
2023/12/30,12817.6765
2023/12/31,12817.6765
2024/1/1,12817.6765
2024/1/2,12817.6765
2024/1/3,12817.6765
2024/1/4,13454.6765
2024/1/5,13659.0165
2024/1/6,13659.0165
2024/1/7,13659.0165
2024/1/8,13659.0165
2024/1/9,13073.0165
2024/1/10,12884.2665
2024/1/11,12958.7465
2024/1/12,12741.8165
2024/1/13,12741.8165
2024/1/14,12741.8165
2024/1/15,12611.8165
2024/1/16,12611.7665
2024/1/17,12635.7665
2024/1/18,12571.0065
2024/1/19,11980.5865
2024/1/20,11980.5865
2024/1/21,11980.5865
2024/1/22,11902.5865
2024/1/23,11868.4665
2024/1/24,11783.7865
2024/1/25,11701.0265
2024/1/26,14316.4765
2024/1/27,14316.4765
2024/1/28,14316.4765
2024/1/29,14276.4765
2024/1/30,14163.5965
2024/1/31,10830.6165
2024/2/1,10330.6165
2024/2/2,10253.9765
2024/2/3,10253.9765
2024/2/4,10253.9765
2024/2/5,10820.9765
2024/2/6,10827.8765
2024/2/7,10785.2765
2024/2/8,10992.3065
2024/2/9,10834.9465
2024/2/10,10834.9465
2024/2/11,10834.9465
2024/2/12,10834.9465
2024/2/13,11022.0665
2024/2/14,11001.6665
2024/2/15,11102.4965
2024/2/16,10903.6165
2024/2/17,10903.6165
2024/2/18,10903.6165
2024/2/19,10413.6165
2024/2/20,10100.7765
2024/2/21,9841.936496
2024/2/22,9471.436496
2024/2/23,9471.436496
2024/2/24,9471.436496
2024/2/25,9471.436496
2024/2/26,9988.796496
2024/2/27,10314.1165
2024/2/28,10869.4465
2024/2/29,6040.206496
2024/3/1,6839.636496
2024/3/2,6839.636496
2024/3/3,6839.636496
2024/3/4,8956.956496
2024/3/5,10648.9565
2024/3/6,10650.5465
2024/3/7,10614.2165
2024/3/8,10885.0965
2024/3/9,10885.0965
2024/3/10,10885.0965
2024/3/11,9573.736496
2024/3/12,8960.216496
2024/3/13,9167.256496
2024/3/14,8269.636496
2024/3/15,8208.166496
2024/3/16,8208.166496
2024/3/17,8208.166496
2024/3/18,5855.876496
2024/3/19,6281.336496
2024/3/20,6281.336496
2024/3/21,6112.796496
2024/3/22,5365.546496
2024/3/23,5365.546496
2024/3/24,5365.546496
2024/3/25,6124.046496
2024/3/26,6526.506496
2024/3/27,6286.626496
2024/3/28,5002.386496
2024/3/29,4339.466496
2024/3/30,4339.466496
2024/3/31,4339.466496
