地域階層,地域コード,地域,従業者規模階層,従業者規模コード,従業者規模,事業所数,従業者数(送出者を除く）／総数(人),従業者数(送出者を除く）／うち男(人),送出者（人）,常用労働者／総数(人),常用労働者／うち男(人),個人業主及び無給家族従業者(人),現金給与総額(万円),原材料使用額等(万円),製造品出荷額等／総額(万円),製造品出荷額等／製造品出荷額(万円),製造品出荷額等／加工賃収入額(万円),製造品出荷額等／修理料収入額(万円),製造品出荷額等／くず・廃物出荷額(万円),製造品出荷額等／その他の収入額(万円),付加価値額(29人以下は粗付加価値額)(万円),粗付加価値額(万円),有形固定資産額（30人以上）／年初現在高(万円),有形固定資産額（30人以上）／取得額(万円),有形固定資産額（30人以上）／除却額(万円),有形固定資産額（30人以上）／減価償却額(万円)
2,13121,足立区,1,03,20～29人,79,1883,1208,-,1883,1208,-,742227,1975165,3602517,2986209,429243,76767,2246,108052,1510388,1510388,…,…,…,…
2,13121,足立区,1,04,30～49人,41,1478,957,2,1480,958,-,623106,1473732,3021157,2601861,282817,2063,-,134416,1388414,1439903,1448862,139389,7944,60573
2,13121,足立区,1,05,50～99人,20,1241,822,-,1241,822,-,579535,1715655,3497040,2806426,119784,65733,-,505097,1551983,1653459,1243746,85180,6487,93879
2,13121,足立区,1,06,100～199人,10,1233,697,-,1233,697,-,531656,3146810,5032002,4515970,-,-,-,516032,1570737,1789217,4723028,647583,10052,324306
2,13121,足立区,1,08,300～499人,1,479,395,-,479,395,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13121,足立区,1,09,500～999人,2,1413,440,16,1429,452,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13122,葛飾区,0,00,総数,618,8351,5172,16,8328,5159,39,3227171,10005860,17075668,12831685,1868390,19736,2356,2353501,6367468,6564244,2749274,201245,21366,194537
2,13122,葛飾区,1,01,4～9人,351,2020,1253,-,1981,1225,39,634889,974625,2188582,1660454,456431,6782,149,64766,1120302,1120302,…,…,…,…
2,13122,葛飾区,1,02,10～19人,147,2001,1217,-,2001,1217,-,750015,1494088,3073523,2362914,529124,9258,93,172134,1457623,1457623,…,…,…,…
2,13122,葛飾区,1,03,20～29人,74,1768,1032,-,1768,1032,-,681784,1521677,2887980,2399259,458305,3696,-,26720,1261601,1261601,…,…,…,…
2,13122,葛飾区,1,04,30～49人,32,1196,781,2,1198,783,-,480415,1538540,2797078,2299765,219255,-,42,278016,1111655,1181136,1014322,88119,5751,56364
2,13122,葛飾区,1,05,50～99人,8,529,321,8,537,328,-,239722,1167338,1674631,867965,8149,-,-,798517,429458,481913,755336,49441,11216,49337
2,13122,葛飾区,1,06,100～199人,6,837,568,6,843,574,-,440346,3309592,4453874,3241328,197126,-,2072,1013348,986829,1061669,979616,63685,4399,88836
2,13123,江戸川区,0,00,総数,628,9141,6017,58,9165,6050,34,3946110,10894369,19776643,15575890,1928479,145679,4951,2121644,7992950,8233404,5162266,343206,8467,293093
2,13123,江戸川区,1,01,4～9人,354,2198,1414,-,2165,1393,33,804156,1420955,2966125,2189003,662749,24292,2254,87827,1424854,1424854,…,…,…,…
2,13123,江戸川区,1,02,10～19人,170,2254,1426,-,2253,1425,1,853046,1495083,3268229,2575675,537740,27343,1226,126245,1635724,1635724,…,…,…,…
2,13123,江戸川区,1,03,20～29人,56,1347,918,-,1347,918,-,582553,2042359,3493849,2792296,321133,58884,-,321536,1339130,1339130,…,…,…,…
2,13123,江戸川区,1,04,30～49人,28,1082,750,-,1082,750,-,494709,1282427,2342914,1982776,94649,1248,-,264241,968123,982581,1119131,56932,1381,42954
2,13123,江戸川区,1,05,50～99人,15,1030,706,25,1055,729,-,513315,2111152,3892739,3450134,253200,-,1471,187934,1534712,1661955,2544806,207751,3640,138877
2,13123,江戸川区,1,06,100～199人,2,264,202,-,264,202,-,x,x,x,x,-,x,-,x,x,x,x,x,x,x
2,13123,江戸川区,1,07,200～299人,2,588,342,13,601,354,-,x,x,x,x,x,x,-,x,x,x,x,x,x,x
2,13123,江戸川区,1,08,300～499人,1,378,259,20,398,279,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
1,13200,市部,0,00,総数,2143,102634,74388,1749,104333,75960,50,53966416,225758989,366301457,333662326,8747217,1177439,6455,22708020,123388920,132192143,71224727,11479140,1219560,9372068
1,13200,市部,1,01,4～9人,780,4792,3005,6,4754,2974,44,1660254,2828812,6076218,4778795,1070586,24696,26,202115,2995764,2995764,…,…,…,…
1,13200,市部,1,02,10～19人,561,7633,4999,133,7760,5115,6,2977257,6118613,12610652,10481692,1513204,84702,2154,528900,5994839,5994839,…,…,…,…
1,13200,市部,1,03,20～29人,305,7496,5022,41,7537,5050,-,3161280,8655424,16097720,13082736,1734433,112516,279,1167756,6895794,6895794,…,…,…,…
1,13200,市部,1,04,30～49人,185,7308,4936,66,7374,4996,-,3204297,7450955,15269682,13135206,x,183675,x,966975,7013162,7346553,5128624,679653,172981,367794
1,13200,市部,1,05,50～99人,152,10546,6973,28,10574,6999,-,4636345,14493581,25916961,22167105,2194862,334561,-,1220433,10311570,10727857,8170644,849401,122760,531186
1,13200,市部,1,06,100～199人,88,11965,8279,91,12056,8359,-,5706332,20357666,37664101,35120257,887758,146382,166,1509538,13091345,14264715,12149393,1350859,171420,1101291
1,13200,市部,1,07,200～299人,20,4880,3577,74,4954,3648,-,2859010,11214217,17389989,16441871,19979,53867,-,874272,5566518,5925235,4376635,826884,31608,460665
1,13200,市部,1,08,300～499人,20,7537,4684,39,7576,4719,-,3460833,15928099,23555103,x,x,81276,-,49827,6990876,7375700,5555102,661007,66611,708616
1,13200,市部,1,09,500～999人,19,11901,8384,285,12186,8643,-,6191279,25926325,41684477,39887815,346399,x,x,1294499,13452715,15496397,14330323,1180387,113509,1627958
1,13200,市部,1,10,1000人以上,13,28576,24529,986,29562,25457,-,20109529,112785297,170036554,x,x,x,-,14893705,51076337,55169289,21514006,5930949,540671,4574558
2,13201,八王子市,0,00,総数,512,16190,10710,91,16274,10785,7,7030250,19995361,39361035,35535673,1781902,339877,2826,1700757,17826925,18501983,9144402,916198,50104,842124
2,13201,八王子市,1,01,4～9人,176,1097,672,1,1092,668,6,380234,537400,1298650,1029422,234038,2179,-,33011,701919,701919,…,…,…,…
2,13201,八王子市,1,02,10～19人,143,1919,1305,53,1971,1352,1,753598,1638749,3511676,2928731,331801,8731,1459,240954,1731103,1731103,…,…,…,…
2,13201,八王子市,1,03,20～29人,74,1793,1195,2,1795,1196,-,793700,1945236,3651971,3078489,255858,29469,17,288138,1596918,1596918,…,…,…,…
2,13201,八王子市,1,04,30～49人,49,1916,1370,13,1929,1380,-,902350,1728660,4021144,3462455,279804,166915,1350,110620,2121206,2165842,1645338,268533,4274,129664
2,13201,八王子市,1,05,50～99人,46,3200,2061,8,3208,2068,-,1410715,5034623,9425967,8261715,485869,95956,-,582427,3932915,4149916,2866123,189400,20751,168157
2,13201,八王子市,1,06,100～199人,15,1966,1297,-,1966,1297,-,876490,2074500,4475385,3817959,194532,36627,-,426267,2065948,2322899,1547284,205460,21107,222338
2,13201,八王子市,1,07,200～299人,4,989,760,2,991,762,-,661905,1420900,2651636,2651636,-,-,-,-,1115718,1147254,852036,48788,374,64397
2,13201,八王子市,1,08,300～499人,2,884,313,1,885,314,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13201,八王子市,1,09,500～999人,2,1266,777,-,1266,777,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13201,八王子市,1,10,1000人以上,1,1160,960,11,1171,971,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13202,立川市,0,00,総数,76,3765,2368,50,3814,2409,1,1791804,7217481,10820995,9875523,464378,33691,80,447323,3608203,3907801,901105,208102,15671,216718
2,13202,立川市,1,01,4～9人,25,149,92,-,149,92,-,54168,192715,284171,269423,12898,1157,-,693,84360,84360,…,…,…,…
2,13202,立川市,1,02,10～19人,14,193,132,-,192,131,1,76477,146859,303392,255007,44716,773,-,2896,144858,144858,…,…,…,…
2,13202,立川市,1,03,20～29人,14,351,253,5,356,253,-,136809,663332,1022387,354701,243432,7272,-,416982,331181,331181,…,…,…,…
2,13202,立川市,1,04,30～49人,12,489,314,-,489,314,-,200201,448814,895837,724761,161381,-,80,9615,400390,417614,267109,60983,9386,18679
2,13202,立川市,1,05,50～99人,5,327,169,-,327,169,-,130104,200201,459329,440241,1951,-,-,17137,228977,240589,81721,10168,512,7433
2,13202,立川市,1,06,100～199人,3,453,342,7,460,349,-,278429,277265,681978,674233,-,7745,-,-,361164,386737,50667,40012,145,14186
2,13202,立川市,1,08,300～499人,1,339,168,-,339,168,-,x,x,x,x,-,x,-,-,x,x,x,x,x,x
2,13202,立川市,1,09,500～999人,2,1464,898,38,1502,933,-,x,x,x,x,-,x,-,-,x,x,x,x,x,x
2,13203,武蔵野市,0,00,総数,25,333,207,6,338,207,1,143461,207405,486286,394837,22848,19823,-,48778,257364,258477,x,x,-,x
2,13203,武蔵野市,1,01,4～9人,11,64,40,-,63,39,1,19546,28451,60176,52525,5760,40,-,1851,29350,29350,…,…,…,…
2,13203,武蔵野市,1,02,10～19人,9,132,95,-,132,95,-,65399,93715,212489,151434,70,19783,-,41202,110641,110641,…,…,…,…
2,13203,武蔵野市,1,03,20～29人,4,99,51,6,105,52,-,x,x,x,x,17018,-,-,5725,x,x,…,…,…,…
2,13203,武蔵野市,1,04,30～49人,1,38,21,-,38,21,-,x,x,x,x,-,-,-,-,x,x,x,x,-,x
2,13204,三鷹市,0,00,総数,66,1342,930,13,1355,943,-,658217,1427698,2903338,2634596,237026,5454,-,26262,1284049,1386576,818735,52363,2028,57077
2,13204,三鷹市,1,01,4～9人,25,156,98,-,156,98,-,65213,63127,172036,126136,40808,-,-,5092,100483,100483,…,…,…,…
2,13204,三鷹市,1,02,10～19人,20,264,184,-,264,184,-,109844,115823,278735,x,94281,x,-,5977,150228,150228,…,…,…,…
2,13204,三鷹市,1,03,20～29人,12,291,209,1,292,210,-,129901,175956,469956,373844,80919,-,-,15193,273117,273117,…,…,…,…
2,13204,三鷹市,1,04,30～49人,6,258,152,-,258,152,-,104421,191105,450936,429918,21018,-,-,-,232955,242066,206518,23720,441,7534
2,13204,三鷹市,1,05,50～99人,1,81,60,-,81,60,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13204,三鷹市,1,06,100～199人,2,292,227,12,304,239,-,x,x,x,x,-,x,-,-,x,x,x,x,x,x
2,13205,青梅市,0,00,総数,220,7080,4881,68,7134,4934,14,3226757,10184287,17318119,15943844,939883,95356,421,338615,5779179,6748031,4353099,489305,175390,681381
2,13205,青梅市,1,01,4～9人,80,501,316,-,488,305,13,154128,277766,602187,453335,115850,-,-,33002,299321,299321,…,…,…,…
2,13205,青梅市,1,02,10～19人,54,742,470,-,741,469,1,263781,560304,1141562,966307,132487,1430,421,40917,538356,538356,…,…,…,…
2,13205,青梅市,1,03,20～29人,38,908,627,3,911,630,-,356629,1744288,2681129,2248370,325406,17516,-,89837,864453,864453,…,…,…,…
2,13205,青梅市,1,04,30～49人,18,702,461,48,750,507,-,318853,686593,1456462,1376599,67037,-,-,12826,652964,718210,471533,29108,115650,25824
2,13205,青梅市,1,05,50～99人,17,1306,940,10,1316,950,-,612903,1313613,2496691,2109272,299103,76410,-,11906,1002436,1129871,741404,217606,24896,54452
2,13205,青梅市,1,06,100～199人,8,1110,721,1,1111,722,-,465972,1170150,2153963,2003836,-,-,-,150127,891776,920356,761300,70892,23340,52691
2,13205,青梅市,1,07,200～299人,3,694,415,-,694,415,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13205,青梅市,1,08,300～499人,1,373,304,-,373,304,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13205,青梅市,1,09,500～999人,1,744,627,6,750,632,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13206,府中市,0,00,総数,114,13100,10580,275,13373,10828,2,7548882,47382452,72759743,65044433,1078127,22941,-,6614242,19580074,21737460,8243085,2297640,57689,1472255
2,13206,府中市,1,01,4～9人,30,178,114,-,176,112,2,77838,135217,297970,224573,59574,9621,-,4202,149845,149845,…,…,…,…
2,13206,府中市,1,02,10～19人,30,402,256,44,446,297,-,163184,414799,722216,659059,62573,157,-,427,285240,285240,…,…,…,…
2,13206,府中市,1,03,20～29人,18,439,330,21,460,350,-,217836,534906,1127134,1003920,55642,7451,-,60121,547080,547080,…,…,…,…
2,13206,府中市,1,04,30～49人,6,244,194,-,244,194,-,107989,285072,755017,712969,14770,3703,-,23575,410103,436017,288053,18109,21,18927
2,13206,府中市,1,05,50～99人,10,673,459,1,674,460,-,296304,776422,1509061,986627,x,x,-,189775,701495,678251,233002,55718,3,29653
2,13206,府中市,1,06,100～199人,10,1312,858,1,1313,859,-,547290,2249830,6743921,6535252,208519,-,-,150,1843236,2022616,1625506,163804,6196,181599
2,13206,府中市,1,07,200～299人,2,534,372,5,539,377,-,x,x,x,x,x,x,-,x,x,x,x,x,x,x
2,13206,府中市,1,08,300～499人,2,785,569,-,785,569,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13206,府中市,1,09,500～999人,3,2036,1739,169,2205,1887,-,1179960,4491847,7033764,6687365,346399,-,-,-,2347205,2479024,199463,62013,550,72655
2,13206,府中市,1,10,1000人以上,3,6497,5689,34,6531,5723,-,4329755,29395550,44468425,38300596,-,-,-,6167829,12173972,14182436,5026583,1827136,33300,1065827
2,13207,昭島市,0,00,総数,113,9801,7250,470,10266,7689,5,5539903,23328584,45310876,42817843,231918,272973,-,1988142,20418717,21843700,10519521,2713893,243487,2069089
2,13207,昭島市,1,01,4～9人,41,250,182,-,245,179,5,84607,142615,321863,264137,43513,1228,-,12985,165235,165235,…,…,…,…
2,13207,昭島市,1,02,10～19人,25,358,245,7,365,252,-,145421,231120,511525,428246,65103,3306,-,14870,258581,258581,…,…,…,…
2,13207,昭島市,1,03,20～29人,17,416,339,1,417,339,-,171344,415352,825349,694412,48683,24782,-,57472,380793,380793,…,…,…,…
2,13207,昭島市,1,04,30～49人,6,223,135,-,223,135,-,80095,214263,358557,310402,12539,2195,-,33421,174194,139147,71014,5156,740,4947
2,13207,昭島市,1,05,50～99人,8,559,438,1,560,439,-,246852,1291689,1683149,1417873,54339,160186,-,50751,517142,366767,584130,39864,2913,40381
2,13207,昭島市,1,06,100～199人,5,703,428,26,729,454,-,282494,992457,1663442,1654821,7741,-,-,880,585202,623597,310364,76577,3131,42442
2,13207,昭島市,1,07,200～299人,3,650,522,18,668,538,-,482222,1882594,3406368,2747603,-,-,-,658765,1410073,1488024,832020,46890,23728,41065
2,13207,昭島市,1,08,300～499人,3,1174,614,25,1199,636,-,x,x,x,x,-,x,-,12006,x,x,x,x,x,x
2,13207,昭島市,1,09,500～999人,3,1558,1040,41,1599,1081,-,745284,2062440,4881478,3734486,-,-,-,1146992,2466221,2722697,4473804,278122,15385,272572
2,13207,昭島市,1,10,1000人以上,2,3910,3307,351,4261,3636,-,x,x,x,x,-,x,-,-,x,x,x,x,x,x
2,13208,調布市,0,00,総数,77,2006,1444,26,2027,1466,5,1016805,2286389,4702536,4030646,192337,190540,-,289013,2167641,2261511,1017624,81006,5171,92530
2,13208,調布市,1,01,4～9人,38,256,137,-,253,135,3,83281,101298,261507,208058,39084,692,-,13673,147706,147706,…,…,…,…
2,13208,調布市,1,02,10～19人,20,270,174,-,268,173,2,109051,326262,588214,542437,32071,12226,-,1480,241490,241490,…,…,…,…
2,13208,調布市,1,03,20～29人,9,230,146,-,230,146,-,94747,414765,761699,629223,33859,-,-,98617,321106,321106,…,…,…,…
2,13208,調布市,1,04,30～49人,5,199,133,-,199,133,-,92371,204630,335665,213119,314,7638,-,114594,114991,122351,166797,9259,808,7997
2,13208,調布市,1,05,50～99人,3,180,118,-,180,118,-,x,x,x,x,87009,x,-,x,x,x,x,x,x,x
2,13208,調布市,1,07,200～299人,1,299,268,19,318,286,-,x,x,x,x,-,x,-,-,x,x,x,x,x,x
2,13208,調布市,1,09,500～999人,1,572,468,7,579,475,-,x,x,x,x,-,x,-,x,x,x,x,x,x,x
2,13209,町田市,0,00,総数,134,4853,2917,5,4858,2922,-,2032790,5815999,10586435,8978988,316283,30349,-,1260815,4319482,4464543,2005253,225829,12694,141223
2,13209,町田市,1,01,4～9人,46,284,171,1,285,172,-,100701,306949,488995,427087,35931,5990,-,19987,167847,167847,…,…,…,…
2,13209,町田市,1,02,10～19人,31,422,240,-,422,240,-,145659,167197,446174,341444,98177,3113,-,3440,257998,257998,…,…,…,…
2,13209,町田市,1,03,20～29人,26,638,369,-,638,369,-,246129,682680,1260683,1146500,54940,5983,-,53260,532932,532932,…,…,…,…
2,13209,町田市,1,04,30～49人,13,527,343,3,530,346,-,239278,875957,1491300,1052195,99778,-,-,339327,542183,584802,395434,49449,5147,35420
2,13209,町田市,1,05,50～99人,8,536,373,-,536,373,-,233426,555432,1172309,914631,3361,-,-,254317,559171,575726,460358,16762,-,21882
2,13209,町田市,1,06,100～199人,7,980,633,1,981,634,-,525154,2148236,3487622,2899719,24096,15263,-,548544,1215305,1268345,615952,132886,1265,53681
2,13209,町田市,1,08,300～499人,1,358,93,-,358,93,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13209,町田市,1,09,500～999人,2,1108,695,-,1108,695,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13210,小金井市,0,00,総数,15,335,255,-,335,255,-,171952,192067,412710,353748,7691,36043,-,15228,206963,205700,x,x,x,x
2,13210,小金井市,1,01,4～9人,6,35,23,-,35,23,-,16217,20078,41616,32340,6717,-,-,2559,19892,19892,…,…,…,…
2,13210,小金井市,1,02,10～19人,5,72,53,-,72,53,-,31348,37199,94888,93914,974,-,-,-,53169,53169,…,…,…,…
2,13210,小金井市,1,03,20～29人,3,81,56,-,81,56,-,x,x,x,x,-,x,-,x,x,x,…,…,…,…
2,13210,小金井市,1,06,100～199人,1,147,123,-,147,123,-,x,x,x,x,-,x,-,x,x,x,x,x,x,x
2,13211,小平市,0,00,総数,66,3165,2409,53,3217,2458,1,2089122,7613450,10809646,10570415,195045,374,-,43812,2697240,3025630,1752862,176011,6937,232805
2,13211,小平市,1,01,4～9人,32,208,125,-,207,124,1,68422,135078,275689,167248,71303,-,-,37138,129599,129599,…,…,…,…
2,13211,小平市,1,02,10～19人,12,159,99,-,159,99,-,70327,61740,171997,85147,86476,374,-,-,101644,101644,…,…,…,…
2,13211,小平市,1,03,20～29人,8,208,119,1,209,120,-,88316,173896,329411,329411,-,-,-,-,143533,143533,…,…,…,…
2,13211,小平市,1,04,30～49人,7,302,219,-,302,219,-,127611,139762,355798,318532,37266,-,-,-,192021,201530,115803,23906,2807,9102
2,13211,小平市,1,05,50～99人,2,174,94,-,174,94,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13211,小平市,1,06,100～199人,1,148,106,-,148,106,-,x,x,x,x,-,-,-,-,x,x,x,-,-,x
2,13211,小平市,1,07,200～299人,3,764,556,1,765,557,-,374689,682281,1122589,1115915,-,-,-,6674,328837,437506,616817,96454,1130,105247
2,13211,小平市,1,10,1000人以上,1,1202,1091,51,1253,1139,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13212,日野市,0,00,総数,58,11496,9461,502,11997,9925,1,8342629,18346753,32334530,25741222,221709,43452,-,6328147,12933911,13250879,8461003,1108445,365434,1128276
2,13212,日野市,1,01,4～9人,26,150,91,-,149,90,1,51010,53538,148858,105676,40813,-,-,2369,87879,87879,…,…,…,…
2,13212,日野市,1,02,10～19人,11,167,108,21,188,125,-,82909,160070,289593,215893,37176,849,-,35675,119375,119375,…,…,…,…
2,13212,日野市,1,03,20～29人,6,156,105,-,156,105,-,74413,117643,237833,225522,12311,-,-,-,110811,110811,…,…,…,…
2,13212,日野市,1,04,30～49人,3,128,73,-,128,73,-,x,x,x,x,2000,-,-,x,x,x,x,x,x,x
2,13212,日野市,1,05,50～99人,3,234,142,-,234,142,-,100258,230390,446819,317410,129409,-,-,-,195632,205468,299423,14482,1008,9457
2,13212,日野市,1,06,100～199人,4,557,481,4,561,485,-,255922,845508,1428317,1383783,-,42603,-,1931,503163,540038,312341,80414,-,30960
2,13212,日野市,1,07,200～299人,1,260,226,27,287,253,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13212,日野市,1,09,500～999人,1,559,462,-,559,462,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13212,日野市,1,10,1000人以上,3,9285,7773,450,9735,8190,-,7088678,14141528,26487567,20221256,-,-,-,6266311,11643284,11692069,6418354,878643,290597,947853
2,13213,東村山市,0,00,総数,80,3146,2003,26,3171,2017,1,1259429,4086744,7846229,7342125,266868,6557,-,230679,3266385,3477745,2177151,122983,31345,147474
2,13213,東村山市,1,01,4～9人,19,107,59,-,106,58,1,31892,37819,102234,66966,34594,-,-,674,59370,59370,…,…,…,…
2,13213,東村山市,1,02,10～19人,28,385,235,1,386,236,-,152201,587145,1019889,905815,77692,6557,-,29825,399550,399550,…,…,…,…
2,13213,東村山市,1,03,20～29人,7,178,93,1,179,94,-,54015,161661,336960,291687,45273,-,-,-,161596,161596,…,…,…,…
2,13213,東村山市,1,04,30～49人,14,511,319,-,511,319,-,170795,559724,920678,696212,79206,-,-,145260,315094,329659,283882,10095,26999,15175
2,13213,東村山市,1,05,50～99人,8,566,307,1,567,308,-,215947,624291,1107551,1061087,x,-,-,x,402574,449683,889286,26160,2280,30192
2,13213,東村山市,1,06,100～199人,1,142,55,23,165,67,-,x,x,x,-,x,-,-,x,x,x,x,x,x,x
2,13213,東村山市,1,07,200～299人,1,200,114,-,200,114,-,x,x,x,x,-,-,-,-,x,x,x,-,-,x
2,13213,東村山市,1,08,300～499人,1,347,256,-,347,256,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13213,東村山市,1,09,500～999人,1,710,565,-,710,565,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13214,国分寺市,0,00,総数,21,917,642,25,942,666,-,630957,858847,1809644,1698062,x,26321,x,78166,872000,900615,961589,30708,1636,47424
2,13214,国分寺市,1,01,4～9人,13,73,43,-,73,43,-,22728,22075,71902,64395,4481,-,-,3026,45921,45921,…,…,…,…
2,13214,国分寺市,1,02,10～19人,2,28,21,1,29,22,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13214,国分寺市,1,03,20～29人,1,22,12,-,22,12,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13214,国分寺市,1,04,30～49人,2,74,39,-,74,39,-,x,x,x,x,-,-,-,x,x,x,x,x,-,x
2,13214,国分寺市,1,05,50～99人,2,127,79,-,127,79,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13214,国分寺市,1,09,500～999人,1,593,448,24,617,471,-,x,x,x,x,-,x,x,x,x,x,x,x,x,x
2,13215,国立市,0,00,総数,19,353,212,1,353,212,1,137812,173309,380495,350577,23848,497,-,5573,195786,193272,67928,2358,x,1958
2,13215,国立市,1,01,4～9人,7,45,31,-,44,30,1,18101,16774,41538,41161,-,377,-,-,22823,22823,…,…,…,…
2,13215,国立市,1,02,10～19人,6,80,53,1,81,54,-,33543,42253,97252,77583,14096,-,-,5573,50836,50836,…,…,…,…
2,13215,国立市,1,03,20～29人,3,71,43,-,71,43,-,23785,23512,51062,41190,9752,120,-,-,25580,25580,…,…,…,…
2,13215,国立市,1,04,30～49人,2,79,62,-,79,62,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13215,国立市,1,05,50～99人,1,78,23,-,78,23,-,x,x,x,x,-,-,-,-,x,x,x,x,-,x
2,13218,福生市,0,00,総数,39,1103,776,-,1102,775,1,497563,1017891,2065062,1922272,x,2294,x,49509,947406,958453,178310,15257,2170,8274
2,13218,福生市,1,01,4～9人,21,131,77,-,131,77,-,40286,62720,137391,83884,53351,69,-,87,69428,69428,…,…,…,…
2,13218,福生市,1,02,10～19人,4,59,43,-,58,42,1,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13218,福生市,1,03,20～29人,7,178,122,-,178,122,-,68291,147962,305320,236172,35236,x,-,x,138713,138713,…,…,…,…
2,13218,福生市,1,04,30～49人,2,87,69,-,87,69,-,x,x,x,x,-,-,x,x,x,x,x,x,-,x
2,13218,福生市,1,05,50～99人,4,231,178,-,231,178,-,90505,296887,413432,404024,-,-,-,9408,105659,108896,104722,10314,2170,2532
2,13218,福生市,1,08,300～499人,1,417,287,-,417,287,-,x,x,x,x,-,x,-,-,x,x,x,x,-,x
2,13219,狛江市,0,00,総数,24,421,264,-,420,263,1,167041,531649,843800,618590,129004,673,-,95533,282380,290520,49349,22899,360,6593
2,13219,狛江市,1,01,4～9人,11,55,39,-,54,38,1,16950,18322,50898,37318,7274,239,-,6067,30358,30358,…,…,…,…
2,13219,狛江市,1,02,10～19人,6,78,43,-,78,43,-,31822,53655,110064,38427,52438,-,-,19199,52026,52026,…,…,…,…
2,13219,狛江市,1,03,20～29人,3,85,69,-,85,69,-,44826,229483,296969,218519,45723,-,-,32727,62199,62199,…,…,…,…
2,13219,狛江市,1,04,30～49人,3,118,81,-,118,81,-,x,x,x,x,23569,434,-,x,x,x,x,x,x,x
2,13219,狛江市,1,05,50～99人,1,85,32,-,85,32,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13220,東大和市,0,00,総数,35,1254,904,2,1256,906,-,617967,5550397,8062770,7990752,64483,-,-,7535,2095942,2371551,4027588,277324,12968,288588
2,13220,東大和市,1,01,4～9人,18,117,66,-,117,66,-,32490,231936,304264,276959,26058,-,-,1247,66780,66780,…,…,…,…
2,13220,東大和市,1,02,10～19人,8,103,55,-,103,55,-,26709,56230,111407,98402,12739,-,-,266,50912,50912,…,…,…,…
2,13220,東大和市,1,03,20～29人,3,69,45,-,69,45,-,26509,17424,66098,40412,25686,-,-,-,44862,44862,…,…,…,…
2,13220,東大和市,1,04,30～49人,2,78,57,-,78,57,-,x,x,x,x,-,-,-,x,x,x,x,x,-,x
2,13220,東大和市,1,05,50～99人,2,110,74,-,110,74,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13220,東大和市,1,06,100～199人,1,145,123,2,147,125,-,x,x,x,x,-,-,-,x,x,x,x,x,-,x
2,13220,東大和市,1,09,500～999人,1,632,484,-,632,484,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13221,清瀬市,0,00,総数,19,1027,598,-,1027,598,-,497464,1030594,1987526,1940276,8126,-,-,39124,848564,897084,682167,70788,248,70234
2,13221,清瀬市,1,01,4～9人,5,29,19,-,29,19,-,9647,11811,33240,31406,1811,-,-,23,19750,19750,…,…,…,…
2,13221,清瀬市,1,02,10～19人,6,76,32,-,76,32,-,21346,40828,69687,68743,930,-,-,14,26650,26650,…,…,…,…
2,13221,清瀬市,1,03,20～29人,1,25,9,-,25,9,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13221,清瀬市,1,04,30～49人,2,85,64,-,85,64,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13221,清瀬市,1,05,50～99人,3,180,74,-,180,74,-,108685,466547,708667,688807,5385,-,-,14475,218940,226672,69104,43131,-,6590
2,13221,清瀬市,1,07,200～299人,1,224,109,-,224,109,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13221,清瀬市,1,08,300～499人,1,408,291,-,408,291,-,x,x,x,x,-,-,-,-,x,x,x,-,-,x
2,13222,東久留米市,0,00,総数,49,3524,2553,50,3574,2603,-,1806916,8734918,13949013,11366656,91326,2932,106,2487993,4853833,4928386,3568897,295058,6897,241268
2,13222,東久留米市,1,01,4～9人,23,149,95,-,149,95,-,58294,105979,244751,197492,37588,671,-,9000,128523,128523,…,…,…,…
