2020/1/1,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
10,0.3,2.5,0.15,2.8,,ESE,11,N,4.8,114,,
11,0.2,3,0.12,2.8,,ESE,14,NNW,3.8,76,,
12,0.44,4.5,0.16,2.9,,E,10,N,3.9,40,,
13,0.29,3.5,0.13,2.7,,SE,9,NNE,4.1,22,,
14,0.52,3.5,0.19,3.5,,SE,9,NNE,3.1,20,,
15,0.27,2.5,0.16,2.7,,SW,3,NNE,4.3,36,,
16,0.32,3.5,0.17,2.3,,W,2,NE,5.3,63,,
17,0.52,2.5,0.27,2.5,SSW,NW,2,ENE,6.3,95,,
18,0.56,2.5,0.3,2.6,SSE,NE,5,ENE,6.7,124,,
19,0.59,3,0.32,2.7,SSE,E,5,ENE,6.9,147,,
20,0.47,3,0.28,2.7,WNW,SE,2,NE,5.5,161,,
21,0.48,2.5,0.24,2.5,,S,3,NNE,4.7,163,,
22,0.4,2.5,0.2,2.5,,NE,2,NNE,5.7,154,,
23,0.39,2.5,0.17,2.6,,NW,1,NNE,5.2,137,,
24,0.28,2.5,0.18,2.4,,NW,3,NNE,5.6,120,,
最大,0.59,4.5,0.32,3.5,最多,平均,14,最多,6.9,平均,平均,
平均,0.36,2.8,0.18,2.7,SSE,ESE,0.8,NNE,4.5,114,,
2020/4/13,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.31,2.5,0.18,2.5,,SSE,1,NNE,4.4,109,,
2,0.41,2.5,0.2,2.5,,NE,6,N,7.2,105,,
3,0.45,2.5,0.19,2.4,,NE,3,N,6.6,114,,
4,0.47,3,0.22,2.4,,SW,5,N,7.4,130,,
5,0.46,2.5,0.27,2.9,S,WSW,7,N,7.3,151,,
6,0.53,2,0.3,3,NNW,WNW,9,N,6,168,,
7,0.65,3.5,0.4,3.6,ENE,WNW,7,NNE,8.6,179,,
8,0.59,3,0.34,3.2,SE,S,3,NNE,8.4,179,,
9,0.86,3,0.38,3.5,E,ESE,4,NNE,9.2,167,,
10,0.58,4,0.32,3.4,ESE,E,4,N,6.1,144,,
11,0.57,4,0.29,3.1,SE,ESE,9,NNE,8.9,114,,
12,0.49,4.5,0.28,3.1,SSW,ENE,8,N,9.4,83,,
13,0.69,2.5,0.38,3.1,ESE,N,16,NNE,12.5,60,,
14,0.63,4.5,0.39,3.5,E,NNE,17,WNW,5.2,48,,
15,0.74,3,0.4,3.6,ENE,WNW,8,NW,6.1,50,,
16,0.47,3.5,0.27,2.8,NE,WNW,5,NW,8,73,,
17,0.52,2.5,0.29,2.5,E,NW,9,NW,8.6,95,,
18,0.42,2.5,0.21,2.7,,WNW,14,NW,8.1,113,,
19,0.32,3.5,0.19,2.7,,WNW,16,NNW,7.5,132,,
20,0.37,2,0.2,2.1,,WNW,20,NNW,9.7,146,,
21,0.67,2,0.26,2.2,ESE,W,27,NNW,10.4,152,,
22,0.38,2,0.24,2.2,,WNW,19,N,8.7,157,,
23,0.73,4.5,0.28,2.8,NW,W,18,N,9.4,152,,
24,0.36,3,0.22,2.6,,W,9,N,8.1,144,,
最大,0.86,4.5,0.4,3.6,最多,平均,27,最多,12.5,平均,平均,
平均,0.53,3,0.28,2.9,ESE,WNW,5.9,N,8,124,,
2020/4/14,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.32,3.5,0.2,2.9,,NNE,9,N,5.6,132,,
2,0.36,5,0.18,3.4,,W,5,N,3.8,128,,
3,0.33,4,0.19,3.9,,W,4,N,2.4,133,,
4,0.25,3.5,0.15,3.6,,WNW,7,NNE,3.8,145,,
5,0.31,4,0.14,3.3,,NW,6,NNE,3.2,156,,
6,0.28,4,0.13,2.9,,NW,8,N,3.7,165,,
7,0.36,2,0.17,2.4,,W,4,NW,8.4,168,,
8,0.32,2,0.17,2.3,,WSW,10,NW,9.5,168,,
9,0.77,2.5,0.28,2.3,SSE,W,13,NW,10.2,158,,
10,0.59,2,0.31,2.6,NE,W,14,NNW,9.3,142,,
11,0.5,2.5,0.28,2.4,NE,W,11,NNW,10.6,118,,
12,0.58,2,0.25,2.3,NNW,WNW,11,NNW,11.8,97,,
13,0.54,1.5,0.25,2.1,S,NW,4,NNW,10.9,76,,
14,0.36,2,0.16,2.2,,WSW,4,NNW,8.3,60,,
15,0.33,2,0.15,2.3,,SSW,13,NNW,7.8,51,,
16,0.41,1.5,0.19,1.9,,WSW,6,NNW,10.1,52,,
17,0.47,2.5,0.2,2.5,,W,7,NNW,8.8,66,,
18,0.37,2.5,0.18,2.2,,NW,5,NNW,9.7,82,,
19,0.33,4,0.17,2.3,,W,6,NNW,7.8,101,,
20,0.38,2.5,0.2,2.2,,WNW,15,NW,7.4,119,,
21,0.45,3,0.23,2.6,,WNW,16,NNW,6,134,,
22,0.23,3.5,0.14,3.2,,WNW,17,NNW,4.8,144,,
23,0.3,4,0.16,3.1,,W,15,NNW,4.3,150,,
24,0.2,2.5,0.12,2.8,,WSW,12,NNW,5.6,149,,
最大,0.77,5,0.31,3.9,最多,平均,17,最多,11.8,平均,平均,
平均,0.39,2.9,0.19,2.7,NE,W,8.1,NNW,7.2,121,,
2020/4/15,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.21,4,0.11,2.7,,SW,3,NNW,6,142,,
2,0.19,3,0.1,2.7,,S,4,NW,3.4,137,,
3,0.18,2.5,0.1,2.8,,W,3,NW,3.9,138,,
4,0.21,3,0.12,2.5,,W,6,NNW,1.2,140,,
5,0.34,3.5,0.19,3.1,,NW,2,WSW,2,144,,
6,0.22,3,0.14,2.4,,SE,4,SSW,2.2,150,,
7,0.49,3.5,0.19,2.5,,E,5,WSW,1,154,,
8,0.47,2.5,0.21,3,,E,8,ESE,1,157,,
9,0.43,4,0.22,2.7,,E,3,ESE,1.7,158,,
10,0.38,3,0.21,2.7,,N,3,ESE,2.3,152,,
11,0.32,2.5,0.18,2.6,,E,5,E,2.4,138,,
12,0.51,2.5,0.27,3.4,S,SE,4,SSE,3.9,123,,
13,0.49,2.5,0.25,2.5,ENE,ESE,9,S,9.9,106,,
14,0.82,2.5,0.43,2.3,ESE,SE,6,S,11.9,92,,
15,0.92,2.5,0.47,2.6,SE,SE,4,S,11.3,83,,
16,0.72,2.5,0.4,2.5,ENE,WNW,7,S,10.2,77,,
17,1,2,0.45,2.5,NNW,WNW,3,S,9.2,76,,
18,0.79,2.5,0.39,2.5,SE,WNW,5,S,11,80,,
19,0.56,3,0.34,2.3,ENE,W,7,SSW,10.3,93,,
20,0.66,2.5,0.31,2.4,N,WNW,3,SSW,8.1,106,,
21,0.44,2,0.23,2.4,,N,4,SSW,6.7,117,,
22,0.29,3.5,0.19,2.6,,NNW,4,S,2.7,129,,
23,0.43,2,0.2,2.6,,NW,4,WSW,2.5,140,,
24,0.37,2.5,0.14,2.4,,WNW,5,WSW,2.8,147,,
最大,1,4,0.47,3.4,最多,平均,9,最多,11.9,平均,平均,
平均,0.48,2.8,0.24,2.6,ENE,WNW,0.1,S,5.3,124,,
2020/4/16,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.32,2.5,0.18,2.7,,WSW,7,NW,2.1,149,,
2,0.27,3.5,0.1,2.9,,W,8,NNW,3.4,149,,
3,0.26,3.5,0.1,2.7,,W,6,N,2.8,146,,
4,0.24,1.5,0.11,2.3,,SW,3,NE,6.9,141,,
5,0.52,3.5,0.33,3,SSE,ESE,9,NE,7.5,133,,
6,0.72,3.5,0.39,3,E,ESE,15,NE,6.6,130,,
7,0.79,3,0.43,3,ENE,S,5,NNE,6.2,127,,
8,0.57,2.5,0.35,2.9,ESE,SE,10,NE,8.2,129,,
9,0.61,2.5,0.34,2.9,NNE,W,3,NE,7.2,131,,
10,0.65,2.5,0.37,2.9,NE,W,6,NE,7,134,,
11,0.65,2.5,0.35,3,NE,WSW,2,ENE,7.6,130,,
12,0.65,3,0.38,2.8,NE,NW,4,ENE,7.1,121,,
13,0.84,2.5,0.38,2.9,SE,WNW,9,ENE,7.5,112,,
14,0.92,3.5,0.46,3.1,NE,W,12,ENE,8.1,101,,
15,0.8,3,0.43,3.1,ENE,W,11,ENE,7.7,87,,
16,0.71,3.5,0.42,3,ENE,W,15,ENE,7.9,74,,
17,0.86,2.5,0.51,3.1,E,W,16,ENE,8.3,65,,
18,0.82,3.5,0.49,3.1,ENE,WNW,13,NE,8.7,60,,
19,0.95,3,0.58,3.2,ENE,WNW,9,ENE,8.9,60,,
20,1.04,3.5,0.66,3.4,ENE,WNW,11,NE,8.3,66,,
21,0.95,3,0.49,3.3,E,W,10,NE,6.6,77,,
22,0.64,3,0.38,3.3,ENE,WNW,12,NNE,5.9,91,,
23,0.73,3,0.32,3.3,E,W,16,NNE,5.7,106,,
24,0.52,3,0.28,3,NE,W,12,NE,5.7,121,,
最大,1.04,3.5,0.66,3.4,最多,平均,16,最多,8.9,平均,平均,
平均,0.67,3,0.37,3,ENE,W,6.3,NE,6.7,110,,
2020/4/17,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.41,3,0.23,2.9,,W,14,NE,5.2,133,,
2,0.35,3,0.2,2.9,,W,3,NNE,5.1,139,,
3,0.46,2.5,0.18,2.9,,W,16,NNE,4.9,141,,
4,0.28,3,0.15,2.9,,W,3,NNE,4,136,,
5,0.34,2,0.19,2.9,,WNW,11,NNE,3.2,125,,
6,0.38,3.5,0.18,2.7,,WSW,9,NNE,3,114,,
7,0.51,3.5,0.23,3.2,,W,12,NNE,2.5,107,,
8,0.45,3,0.2,2.9,,W,5,NNE,2.9,108,,
9,0.3,3.5,0.17,2.9,,W,16,NE,2.7,110,,
10,0.34,2,0.19,2.5,,SW,4,E,2,112,,
11,0.22,2.5,0.15,2.9,,SE,3,E,2.5,115,,
12,0.43,3,0.21,3,,S,2,E,0.9,117,,
13,0.29,2.5,0.15,2.8,,SE,4,ENE,1.6,119,,
14,0.4,3,0.21,2.8,,E,5,SE,1.6,118,,
15,0.3,3,0.16,2.9,,ESE,8,SE,1.6,110,,
16,0.95,2.5,0.3,2.7,SW,ESE,14,SSE,2.6,97,,
17,0.51,3,0.22,2.9,,ESE,15,SSE,3.2,81,,
18,0.41,2.5,0.23,2.7,,ESE,14,SE,2.4,67,,
19,0.54,2.5,0.24,2.7,,SE,14,SE,3.4,58,,
20,0.7,3,0.31,2.5,SW,SE,11,ESE,4.6,60,,
21,0.37,2.5,0.21,2.3,,E,11,ESE,4.4,67,,
22,0.23,2.5,0.15,2.2,,ESE,14,ESE,3.6,79,,
23,0.45,2.5,0.18,2.6,,ESE,13,ESE,3.4,97,,
24,0.25,3,0.15,2.3,,ESE,6,E,3,117,,
最大,0.95,3.5,0.31,3.2,最多,平均,16,最多,5.2,平均,平均,
平均,0.41,2.8,0.2,2.8,SW,SSE,2.9,NNE,3.1,105,,
2020/4/18,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.29,1.5,0.16,2.2,,ESE,10,SSE,2.5,136,,
2,0.32,2.5,0.14,2.3,,ESE,7,ESE,4,151,,
3,0.29,2,0.17,2,,SE,10,SE,4.8,158,,
4,0.61,2,0.29,2.3,N,ESE,13,ESE,5.5,152,,
5,0.72,2,0.35,2.4,ENE,SE,11,ESE,6.3,141,,
6,0.87,2.5,0.38,2.4,NE,ESE,21,ESE,7,126,,
7,0.82,2.5,0.46,2.7,ENE,ESE,18,ESE,8,114,,
8,0.87,2.5,0.47,2.7,ESE,ESE,14,ESE,7.8,106,,
9,0.94,3,0.52,2.8,SE,SSE,6,ESE,8.9,108,,
10,1.14,2.5,0.61,3,ENE,ENE,3,ESE,8.7,114,,
11,1.43,3,0.68,3.1,ESE,SE,8,ESE,9.4,122,,
12,1.32,3,0.75,3,E,SSW,3,ESE,11.3,139,,
13,2.31,4.5,1.07,3.4,ESE,S,5,S,19.7,162,,
14,,,,,,N,10,S,18.5,180,,
15,1.19,3,0.63,3.3,SSE,NNE,12,S,13.7,177,,
16,0.66,4.5,0.38,3.4,SE,N,8,W,6.7,151,,
17,0.54,5,0.32,3.6,SE,W,9,NNW,2.4,120,,
18,0.58,2.5,0.27,3.6,SE,ESE,1,NNW,2.6,95,,
19,0.32,3,0.19,3.4,,NNW,1,NNE,3.3,81,,
20,0.31,2.5,0.17,3.2,,WNW,10,WNW,0.8,82,,
21,0.33,2.5,0.16,2.9,,WNW,12,SSE,5.3,85,,
22,0.26,2,0.15,2.4,,W,9,NNE,1.2,89,,
23,0.29,3.5,0.14,2.9,,N,5,N,1.9,98,,
24,0.26,1,0.1,2.9,,WNW,6,WSW,2.6,114,,
最大,2.31,5,1.07,3.6,最多,平均,21,最多,19.7,平均,平均,
平均,0.72,2.7,0.37,2.9,SE,ESE,2.7,ESE,6.8,125,,
2020/4/19,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.22,3,0.12,3.3,,W,13,NNE,2.1,137,,
2,0.28,3.5,0.15,3.1,,W,12,SSW,3,161,,
3,0.37,3,0.15,2.9,,WNW,11,WSW,3.5,174,,
4,0.33,2.5,0.15,2.8,,W,9,WSW,3.5,172,,
5,0.38,4,0.21,3,,E,3,W,3.8,158,,
6,0.46,3,0.14,3,,ESE,6,NW,4.7,136,,
7,0.43,2.5,0.18,2.9,,ESE,8,NNW,3.4,112,,
8,0.29,3,0.18,2.8,,E,3,N,9.1,92,,
9,0.27,2,0.16,2.3,,N,8,N,8.2,83,,
10,0.27,2.5,0.14,2.6,,NNW,10,N,5.8,84,,
11,0.37,4.5,0.18,2.7,,NW,6,NNW,6.8,92,,
12,0.42,3.5,0.17,3,,W,5,NNW,7.8,110,,
13,0.46,4,0.21,3,,WNW,12,N,5.6,130,,
14,0.3,4.5,0.18,2.8,,NW,9,N,5.1,143,,
15,0.45,5,0.27,3,SE,W,7,NE,5.9,150,,
16,0.74,2,0.38,2.5,N,S,5,ENE,10,147,,
17,0.84,3,0.43,3,ESE,SE,6,ENE,8.7,128,,
18,0.84,3,0.51,3.2,E,SE,14,ENE,9.8,104,,
19,0.98,3,0.53,3.2,E,SSE,8,ENE,9.6,79,,
20,0.94,4,0.55,3.3,ENE,SE,10,ENE,9.3,58,,
21,1.16,3.5,0.72,3.3,E,W,6,ENE,8.4,45,,
22,0.94,3,0.52,3.2,ESE,NW,10,NE,7.8,46,,
23,0.95,3,0.52,3.1,E,W,20,NE,7.7,58,,
24,0.82,3,0.39,3,NE,W,24,NE,7.2,80,,
最大,1.16,5,0.72,3.3,最多,平均,24,最多,10,平均,平均,
平均,0.56,3.3,0.3,3,E,W,3.8,ENE,6.5,112,,
2020/4/20,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.64,3,0.36,2.9,NNW,W,27,NE,5.9,110,,
2,0.53,2.5,0.33,2.9,SSE,W,30,NE,6.7,140,,
3,0.56,2.5,0.24,2.7,,W,27,NNE,5.3,158,,
4,0.39,2.5,0.23,2.7,,W,19,NNE,6.2,163,,
5,0.41,2.5,0.27,2.8,N,WNW,20,NNE,4.2,153,,
6,0.48,3,0.24,2.7,,W,15,NNE,3,135,,
7,0.54,2.5,0.26,2.7,ENE,W,13,NNE,2.6,110,,
8,0.35,2.5,0.19,2.8,,SE,11,NNE,3.7,84,,
9,0.37,4.5,0.17,2.9,,E,7,NNE,4.3,70,,
10,0.32,2.5,0.14,2.8,,WNW,5,NNE,3,61,,
11,0.2,2,0.11,2.6,,WNW,9,NNE,3,63,,
12,0.28,3,0.14,2.9,,W,12,N,3.7,86,,
13,0.27,3,0.14,3,,W,24,N,5,118,,
14,0.29,2.5,0.15,2.8,,WSW,21,N,4.2,144,,
15,0.24,3,0.15,2.8,,W,18,N,5.7,163,,
16,0.44,3,0.16,2.6,,SSW,8,NNW,5.8,165,,
17,0.5,2.5,0.28,3.3,S,S,1,NNW,5.6,154,,
18,0.31,2.5,0.19,3.3,,S,5,NNW,5.6,135,,
19,0.24,3,0.13,2.8,,SE,7,NW,5.3,111,,
20,0.29,3.5,0.13,2.9,,SSE,5,NW,3.7,87,,
21,0.45,4,0.17,3.2,,SE,8,NW,2.6,68,,
22,0.25,3,0.13,2.8,,SE,13,NW,1.2,61,,
23,0.52,2,0.17,2.7,,WSW,10,SW,2.9,65,,
24,0.19,2.5,0.12,2.6,,WNW,14,W,1.6,85,,
最大,0.64,4.5,0.36,3.3,最多,平均,30,最多,6.7,平均,平均,
平均,0.38,2.8,0.19,2.8,,W,9.5,NNE,4.2,112,,
2020/4/21,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.49,3,0.15,2.5,,WNW,14,W,2.3,115,,
2,0.16,2,0.1,2.6,,WNW,16,NW,1.8,147,,
3,0.14,2,0.09,2.4,,W,10,N,1,169,,
4,0.14,2,0.08,2.4,,W,7,W,1.3,180,,
5,0.31,3,0.16,3,,W,9,NE,1.1,174,,
6,0.33,2,0.18,2.6,,NNW,5,N,0.7,151,,
7,0.41,3,0.23,3,,ENE,7,WSW,1,122,,
8,0.31,2.5,0.19,2.8,,E,10,E,0.5,94,,
9,0.32,2.5,0.17,3,,SE,8,E,1.8,69,,
10,0.32,3,0.18,2.9,,ESE,7,SE,1.2,54,,
11,0.38,2,0.19,2.7,,NNW,1,ESE,0.7,54,,
12,0.24,3,0.13,2.9,,NW,3,ESE,2,70,,
13,1.1,3,0.24,3,,WNW,15,ESE,1.8,101,,
14,0.33,3,0.2,2.9,,NNW,8,ESE,1.7,136,,
15,0.35,2.5,0.2,2.9,,W,3,SSE,3.7,164,,
16,0.56,3,0.27,2.5,W,WNW,2,S,6.8,176,,
17,0.56,2,0.27,2.3,S,WSW,5,S,7.4,173,,
18,0.84,2,0.25,2.6,ENE,SW,3,S,5.3,155,,
19,0.46,2,0.25,2.6,ENE,SSE,3,SW,6.3,132,,
20,0.42,4,0.2,2.9,,NE,1,SSW,4.8,105,,
21,0.32,2.5,0.17,2.4,,NE,3,SW,6.1,83,,
22,0.3,4,0.18,2.8,,SE,6,SW,6.3,67,,
23,0.53,5,0.27,3.1,NE,SE,12,WSW,6.3,64,,
24,0.36,2.5,0.15,2.9,,ESE,8,WSW,3.5,76,,
最大,1.1,5,0.27,3.1,最多,平均,16,最多,7.4,平均,平均,
平均,0.4,2.7,0.19,2.7,ENE,W,1.6,ESE,3.1,118,,
2020/4/22,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.39,4,0.17,2.7,,E,8,NNE,1.9,101,,
2,0.23,2.5,0.12,3,,E,7,NNE,2.4,136,,
3,0.29,3,0.14,2.9,,SSE,5,NNW,2.9,167,,
4,0.27,3,0.14,2.8,,S,5,NNW,3.3,182,,
5,0.45,4,0.2,3,,WNW,6,N,3.1,180,,
6,0.46,2.5,0.21,3,,NNW,3,N,2.9,161,,
7,0.53,3.5,0.24,3.2,,ESE,3,N,3.8,132,,
8,0.33,2.5,0.17,2.7,,ESE,12,N,3.2,99,,
9,0.33,2.5,0.16,2.9,,ESE,7,ENE,2.9,69,,
10,0.3,2.5,0.16,2.6,,ESE,13,ESE,3,47,,
11,0.42,2.5,0.23,3.1,,E,11,ESE,2.8,39,,
12,0.32,2.5,0.19,2.9,,ESE,8,SE,3.1,53,,
13,0.55,3,0.21,2.8,,W,8,SE,2.5,81,,
14,0.43,3.5,0.22,2.8,,NW,10,E,1.4,117,,
15,0.37,2.5,0.2,2.7,,WNW,9,E,1.2,152,,
16,0.29,2,0.18,2.8,,W,6,NNW,6.4,177,,
17,0.55,3,0.28,2.9,ENE,NW,10,NNE,8.3,179,,
18,0.78,3.5,0.42,3.1,E,NNW,3,ENE,7,167,,
19,0.69,3,0.46,2.9,SE,E,8,ENE,7.5,138,,
20,0.65,3,0.38,2.9,E,ESE,7,ENE,4.9,111,,
21,0.68,2.5,0.38,2.7,NNE,SE,5,E,4.6,86,,
22,0.73,2.5,0.38,2.5,SE,SE,3,ENE,5.9,69,,
23,0.63,2.5,0.35,2.6,ENE,SW,4,NE,3.8,60,,
24,0.42,3,0.23,2.6,,ENE,2,NE,3.2,66,,
最大,0.78,4,0.46,3.2,最多,平均,13,最多,8.3,平均,平均,
平均,0.46,2.9,0.24,2.8,SE,ESE,1.8,ENE,3.8,115,,
2020/4/23,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.36,2.5,0.21,2.6,,S,1,NNE,3.4,83,,
2,0.4,2,0.21,2.6,,WNW,4,NNE,2.6,115,,
3,0.26,2.5,0.14,2.3,,W,14,NNE,3.4,148,,
4,0.26,6.5,0.12,2.2,,WNW,16,NNW,7.4,173,,
5,0.3,3.5,0.17,2.9,,WNW,9,ESE,1.6,183,,
6,0.34,2.5,0.19,2.7,,WSW,9,NE,0.3,171,,
7,0.33,2.5,0.18,2.7,,E,2,NW,3.2,141,,
8,0.45,3,0.2,3.1,,SSE,4,N,3.6,106,,
9,0.41,2,0.16,2.7,,ESE,4,NW,1.5,70,,
10,0.35,2.5,0.19,2.8,,SE,5,ESE,2.4,39,,
11,0.35,2,0.18,2.5,,ESE,6,SSE,5,24,,
12,0.4,2,0.23,2.1,,E,5,S,8.4,31,,
13,0.62,2,0.28,2.2,E,E,5,S,8.8,55,,
14,0.65,2.5,0.36,2.5,ESE,NNW,4,S,7.8,94,,
15,0.79,1.5,0.33,2.5,S,W,15,S,5.6,136,,
16,0.42,2.5,0.22,2.6,,W,17,SSE,3.4,168,,
17,0.64,3,0.34,3.3,NE,WNW,19,S,1.9,185,,
18,0.41,3,0.2,3.1,,W,12,WNW,3.5,182,,
19,0.51,3,0.24,3.8,,W,9,WNW,2.9,165,,
20,0.32,6,0.16,3.2,,W,9,WNW,3,138,,
21,0.31,3.5,0.17,2.9,,NW,2,NW,4.4,106,,
22,0.59,4,0.2,2.9,,SSE,3,NW,5.7,81,,
23,0.45,4,0.14,2.3,,WNW,1,NNW,7.3,66,,
24,0.25,1.5,0.13,1.9,,WSW,4,NNW,6.3,63,,
最大,0.79,6.5,0.36,3.8,最多,平均,19,最多,8.8,平均,平均,
平均,0.42,2.9,0.21,2.7,,W,4.6,S,4.3,113,,
2020/4/24,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.22,1.5,0.12,2,,WNW,10,NNW,6,78,,
2,0.27,1.5,0.13,2.1,,WNW,10,N,5.2,106,,
3,0.31,2,0.16,2.4,,WNW,15,NNW,5.3,138,,
4,0.2,2,0.12,2.5,,WNW,13,NNW,4.9,165,,
5,0.44,3.5,0.17,3.2,,W,11,NNE,2.2,178,,
6,0.67,3,0.19,2.7,,S,4,N,2.3,175,,
7,0.29,2,0.18,2.6,,WSW,5,NNE,2.2,155,,
8,0.54,4,0.26,3,ENE,N,3,ENE,2,120,,
9,0.44,3,0.19,2.6,,ESE,6,E,1.6,80,,
10,0.34,2,0.17,2.6,,SE,5,ESE,1.7,44,,
11,0.47,3,0.21,3,,SE,8,SE,0.7,18,,
12,0.3,2.5,0.16,2.6,,SE,4,ESE,1.4,13,,
13,0.31,3,0.17,2.9,,S,2,E,2.5,31,,
14,0.22,3,0.14,2.8,,WSW,6,SE,5,67,,
15,0.41,1.5,0.24,2.2,,W,10,S,7.7,109,,
16,0.65,3,0.33,2.5,W,WNW,14,S,9.5,148,,
17,0.61,4,0.32,2.5,SSE,WNW,17,SSE,8.1,175,,
18,0.65,2.5,0.31,2.4,NE,WSW,16,SSW,8.7,184,,
19,0.55,3.5,0.33,2.5,E,W,16,SW,7.8,178,,
20,0.27,2.5,0.15,2.9,,WSW,4,NNE,7.4,156,,
21,0.41,2,0.22,2.2,,E,2,NNW,12,124,,
22,0.77,4.5,0.31,2.9,WNW,NE,2,NNE,8.4,93,,
23,0.55,2.5,0.31,2.8,SE,ENE,9,NE,5.7,56,,
24,0.55,3.5,0.27,3.3,SSE,ESE,5,NNE,2.5,51,,
最大,0.77,4.5,0.33,3.3,最多,平均,17,最多,12,平均,平均,
平均,0.44,2.7,0.22,2.6,SSE,W,4.4,NNE,5,110,,
2020/4/25,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.39,3,0.23,3,,E,7,NE,3.8,74,,
2,0.33,3,0.17,2.7,,W,12,ENE,2.9,106,,
3,0.22,3,0.15,2.6,,WNW,11,NE,1,137,,
4,0.24,2.5,0.13,2.5,,W,11,SE,0.6,155,,
5,0.4,4,0.22,3.3,,S,6,SW,1.8,166,,
6,0.54,3,0.21,2.9,,S,8,W,1.3,166,,
7,0.31,3,0.17,2.6,,E,7,S,1.2,156,,
8,0.46,2.5,0.22,2.6,,ESE,3,SSE,1.7,132,,
9,0.36,2.5,0.16,2.6,,E,14,SSE,3.3,96,,
10,0.47,3,0.24,3,,ESE,15,SSE,6.2,53,,
11,0.49,2,0.25,2.3,SSW,ESE,13,S,6.9,17,,
12,0.67,1.5,0.35,2.1,NNW,SSE,6,S,11.1,1,,
13,0.74,2.5,0.43,2.4,SE,SW,6,S,11.1,10,,
14,0.99,2.5,0.55,2.6,SSW,WNW,12,S,12.9,41,,
15,1.27,2.5,0.68,2.8,SSE,WNW,17,S,14.1,84,,
16,1.34,2.5,0.72,3,SSE,W,14,S,14.6,124,,
17,1.19,2.5,0.68,3,SSE,W,15,S,13.3,157,,
18,1.08,3,0.61,3,S,WNW,16,S,11.9,176,,
19,1.05,3,0.56,3.1,E,NW,13,S,10.8,178,,
20,0.88,3,0.49,2.8,WSW,W,14,SSW,9.5,164,,
21,1.03,2.5,0.5,2.8,SE,WNW,13,SSW,12.4,143,,
22,0.84,2.5,0.47,2.6,E,W,12,SSW,11.8,119,,
23,0.87,2,0.45,2.8,SE,W,6,SSW,9.3,95,,
24,0.79,2.5,0.43,2.5,NNW,W,8,SSW,10.4,81,,
最大,1.34,4,0.72,3.3,最多,平均,17,最多,14.6,平均,平均,
平均,0.71,2.7,0.38,2.7,SSE,W,4.5,S,7.7,110,,
2020/4/26,,,,,,,,,,,,
