令和4年7月10日 執行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
参議院（東京都選出）議員選挙　候補者別得票数（全候補）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都選挙管理委員会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
令和4年 7月11日 14時 24分 確定,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,定数　6人,,,
　　台東区,確,215.000,287.000,9162.000,71.578,355.000,8876.000,4164.000,982.000,197.000,9306.000,158.000,8556.000,250.000,843.000,35.000,42.000,324.000,16032.000,87.000,425.000,408.000,8271.000,6127.000,9628.000,767.000,258.000,5189.000,100.000,384.000,46.000,1062.000,2234.000,68.000,68.421,94977.999,0,100.00,2:59
　　墨田区,確,217.375,330.000,11910.000,86.735,474.000,11226.000,6415.000,820.000,236.000,12425.000,481.000,16561.000,334.000,1037.000,56.000,56.000,405.000,18574.000,86.000,417.000,289.000,14766.000,5522.000,12005.000,1138.000,361.624,6173.000,339.000,562.000,57.000,1090.000,2768.000,43.000,149.264,127409.998,0,100.00,1:12
　　江東区,確,417.000,836.000,18428.000,106.175,720.000,22306.000,10367.000,2006.000,374.000,23234.000,506.000,28785.000,1059.000,1842.000,76.000,150.000,762.000,34200.000,228.000,898.000,476.000,25223.000,10425.000,28216.000,2084.000,1922.000,15054.000,287.000,1176.000,210.000,2162.000,4760.000,47.000,164.824,239506.999,0,100.00,7:53
　　品川区,確,335.469,494.000,15704.000,204.591,628.000,19340.000,8070.000,1604.000,293.000,20553.000,718.000,20360.000,457.000,1566.000,63.000,89.000,577.000,27115.000,207.000,1067.000,531.000,18538.000,10140.000,20122.000,1988.000,379.530,12463.000,200.000,1067.000,100.000,1579.000,4210.000,91.000,508.408,191361.998,0,100.00,3:16
　　目黒区,確,418.537,317.000,12273.000,62.333,470.000,12419.000,5461.000,1097.000,188.000,14912.000,209.000,12336.000,293.000,834.000,36.000,81.000,243.000,21041.000,115.000,540.000,426.000,11158.000,8349.000,15308.000,1425.000,359.462,8961.000,112.000,581.000,66.000,999.000,3255.000,129.000,124.666,134598.998,0,100.00,4:12
　　大田区,確,468.172,930.000,28287.000,131.761,1173.000,32469.000,13217.000,2481.000,514.000,34164.000,482.000,44283.000,888.000,2401.000,103.000,157.000,1010.000,43333.000,277.000,1426.000,793.000,37697.000,17640.000,36673.000,2551.000,2244.827,16194.000,276.000,1246.000,138.000,3338.000,7238.000,582.000,387.238,335192.998,0,100.00,2:23
　　世田谷区,確,587.000,1015.000,45768.000,215.585,1566.000,41791.000,18655.000,5168.000,825.000,49126.000,1058.000,35131.000,939.000,2782.000,146.000,281.000,1034.000,72198.000,406.000,1986.000,848.000,37527.000,32614.000,45740.000,4512.000,1633.000,27982.000,461.000,2197.000,240.000,3281.000,10243.000,235.000,464.414,448654.999,0,100.00,4:53
　　渋谷区,確,224.000,268.000,10077.000,57.000,346.000,9125.000,4289.000,909.000,302.000,12171.000,170.000,7334.000,276.000,714.000,24.000,67.000,253.000,15142.000,198.000,526.000,240.000,9907.000,7191.000,11219.000,1038.000,400.000,8772.000,99.000,481.000,43.000,937.000,2797.000,47.000,105.000,105748.000,0,100.00,1:43
　　中野区,確,272.478,454.000,13585.000,69.494,524.000,11248.000,15006.000,1255.000,267.000,18499.000,224.000,15608.000,345.000,1224.000,41.000,85.000,572.000,16184.000,153.000,604.000,290.000,15477.000,10513.000,15093.000,1197.000,296.521,7737.000,131.000,582.000,76.000,1248.000,3490.000,57.000,211.505,152618.998,0,100.00,1:57
　　杉並区,確,353.000,720.000,27984.000,120.297,1059.000,24863.000,13647.000,2914.000,441.000,37124.000,501.000,20690.000,670.000,2062.000,77.000,133.000,984.000,37256.000,257.000,1091.000,504.000,24904.000,20989.000,27386.000,2422.000,490.000,16576.000,362.000,1461.000,142.000,2051.000,5620.000,176.000,284.702,276313.999,0,100.00,2:37
　　豊島区,確,178.000,348.000,10834.000,80.501,497.000,10772.000,9040.000,1151.000,578.000,14817.000,166.000,13923.000,268.000,1703.000,33.000,57.000,402.000,18263.000,89.000,522.000,490.000,10923.000,6407.000,12465.000,954.000,264.000,6951.000,123.000,651.000,85.000,1075.000,2844.000,90.000,187.498,127230.999,0,100.00,2:56
　　北区,確,198.000,444.000,13226.000,78.871,509.752,15760.000,6365.000,1787.000,321.000,20256.000,151.000,26686.000,795.000,1273.000,99.000,57.000,561.000,20385.000,167.247,545.000,263.000,16025.000,7845.000,15118.000,1177.000,532.000,7290.000,210.000,610.000,75.000,1195.000,3180.000,34.000,102.128,163320.998,0,100.00,3:35
　　荒川区,確,138.000,259.000,8452.000,40.754,344.000,7644.000,4392.000,692.000,214.000,10941.000,185.000,13672.000,210.000,755.000,39.000,41.000,341.000,12607.000,64.000,321.000,285.000,9672.000,4389.000,8222.000,692.000,176.000,4696.000,73.000,398.000,58.000,1097.000,2001.000,58.000,67.245,93235.999,0,100.00,1:05
　　板橋区,確,323.156,785.000,22801.000,69.857,719.000,18584.000,10827.000,2499.000,657.000,30341.000,333.000,33022.000,632.000,2174.000,140.000,140.000,808.000,31704.000,218.000,900.000,1274.000,27914.000,12569.000,29461.000,2095.000,1739.843,11770.000,258.000,1169.000,166.000,2125.000,5683.000,70.000,256.142,254226.998,0,100.00,1:37
　　練馬区,確,380.000,909.000,31799.000,159.280,1152.000,28169.000,18626.000,3174.000,480.000,38251.000,388.000,37251.000,1241.000,2603.000,94.000,160.000,1114.000,55885.000,249.000,1395.000,588.000,27031.000,22832.000,32393.000,2606.000,592.000,15920.000,316.000,1535.000,253.000,2413.000,7704.000,141.000,462.719,338265.999,0,100.00,2:49
　　足立区,確,941.000,818.000,25490.000,134.146,851.000,18858.000,12597.000,2015.000,500.000,29856.000,219.000,51820.000,767.000,2160.000,63.000,131.000,1015.000,38031.000,218.000,871.000,715.000,28847.000,11766.000,29296.000,1882.000,1614.000,13237.000,392.000,1079.000,110.000,2298.000,6233.000,82.000,334.853,285240.999,0,100.00,5:40
　　葛飾区,確,259.000,574.000,17951.000,89.697,664.000,15672.000,8502.000,1705.000,900.000,20235.000,273.000,29563.000,725.000,1646.000,45.000,81.000,1106.000,25453.000,171.000,746.000,562.000,21438.000,7899.000,19559.000,1324.000,1172.000,8891.000,229.000,778.000,109.000,2040.000,4088.000,50.000,309.302,194808.999,0,100.00,9:43
　　江戸川区,確,387.000,807.000,25104.000,151.109,791.000,23669.000,12830.000,1986.000,436.000,25178.000,379.000,46038.000,2312.000,2263.000,73.000,126.000,997.000,41145.000,248.000,1231.000,584.000,29253.000,11056.000,28708.000,2271.000,514.000,13610.000,358.000,1085.000,157.000,2895.000,6287.000,119.000,393.890,283441.999,0,100.00,5:00
☆市部計,確,2401.838,5081.000,173980.000,870.329,5965.552,145444.000,78054.000,20630.000,4219.385,210389.000,2779.000,237721.000,5364.000,12906.000,490.000,1032.000,5245.000,292405.000,1509.447,7251.000,4092.000,190046.000,124218.000,223267.000,13704.614,6068.160,84124.000,2305.000,7911.000,1169.000,15451.000,40753.000,1030.000,2316.660,1930192.985,0,100.00,
　　八王子市,確,359.326,700.000,22041.000,131.274,704.000,18262.000,8800.000,2631.000,514.000,24810.000,253.000,43293.000,636.000,1608.000,54.000,141.000,790.000,36613.000,177.000,930.000,633.000,26249.000,15495.000,26716.000,1541.000,739.673,9249.000,184.000,827.000,159.000,2673.000,5352.000,83.000,272.725,253620.998,0,100.00,1:37
　　立川市,確,98.000,229.000,6956.000,37.000,268.000,5850.000,3129.000,765.000,159.000,8767.000,184.000,10514.000,224.000,604.000,28.000,32.000,213.000,11646.000,78.000,285.000,181.000,9094.000,4243.000,9258.000,569.000,271.000,3259.000,80.000,394.000,36.000,628.000,1779.000,46.000,75.000,79979.000,0,100.00,1:21
　　武蔵野市,確,87.000,160.000,6536.000,23.280,292.000,5773.000,3173.000,739.000,63.000,8556.000,120.000,4641.000,242.000,545.000,19.000,46.000,165.000,12420.000,42.000,316.000,167.000,6498.000,7045.000,9708.000,629.000,295.000,4261.000,98.000,395.000,40.000,513.000,1505.000,28.000,59.719,75199.999,0,100.00,1:26
　　三鷹市,確,109.000,212.000,9447.000,37.575,336.000,7409.000,3654.000,1110.000,326.000,10766.000,106.000,7815.000,176.000,649.000,25.000,52.000,226.000,14914.000,76.000,323.000,174.000,8038.000,7686.000,9902.000,702.000,224.000,5863.000,112.000,437.000,49.000,622.000,1955.000,25.000,158.424,93715.999,0,100.00,2:05
　　青梅市,確,48.000,127.000,5026.000,38.850,165.000,3387.000,3703.000,537.000,124.000,5211.000,68.000,8102.000,261.000,326.000,16.000,28.000,196.000,7819.000,40.000,192.000,113.000,7583.000,2800.000,6598.000,380.000,87.000,1812.000,76.000,186.000,29.000,298.000,1179.000,31.000,45.150,56632.000,0,100.00,0:59
　　府中市,確,143.000,371.000,11260.000,63.330,408.000,9697.000,5120.000,1304.000,236.000,11227.000,115.000,12916.000,311.000,891.000,29.000,80.000,343.000,18460.000,92.000,429.000,359.000,11915.000,7924.000,15672.000,986.000,193.000,5850.000,172.000,597.000,77.000,1156.000,2509.000,172.000,174.669,121251.999,0,100.00,23:55
　　昭島市,確,129.000,145.000,4464.000,22.000,174.000,3171.000,2402.000,605.000,113.000,4772.000,75.000,7277.000,95.000,332.000,8.000,20.000,139.000,7943.000,31.000,190.000,123.000,5287.000,2310.000,6248.000,320.000,149.000,1736.000,66.000,163.000,46.000,332.000,1078.000,21.000,64.000,50050.000,0,100.00,1:00
　　調布市,確,124.512,263.000,10656.000,33.000,343.000,8964.000,4478.000,1068.000,135.000,13210.000,122.000,11610.000,435.000,702.000,33.000,60.000,285.000,17466.000,81.000,407.000,264.000,9786.000,6555.000,12453.000,816.000,118.487,6647.000,138.000,390.000,54.000,732.000,2365.000,41.000,172.000,111006.999,0,100.00,0:04
　　町田市,確,261.000,521.000,18174.000,59.065,618.752,17474.000,7245.000,2040.000,737.385,18590.000,229.000,22390.000,393.000,1397.000,29.000,130.000,583.000,34061.000,203.247,779.000,330.000,15341.000,11974.000,22858.000,1175.614,453.000,7857.000,218.000,815.000,126.000,1438.000,4543.000,64.000,328.934,193435.997,0,100.00,2:02
　　小金井市,確,50.000,161.000,5319.000,37.000,193.000,4336.000,2406.000,652.000,97.000,7436.000,53.000,4955.000,207.000,399.000,13.000,25.000,148.000,8950.000,57.000,222.000,120.000,7399.000,5043.000,6928.000,576.000,110.000,3026.000,129.000,323.000,34.000,428.000,1224.000,23.000,39.000,61118.000,0,100.00,0:55
　　小平市,確,67.000,225.000,7613.000,55.575,307.000,7433.000,3129.000,1109.000,309.000,9426.000,171.000,12309.000,184.000,667.000,25.000,45.000,218.000,11349.000,61.000,348.000,174.000,10153.000,7804.000,10423.000,767.000,173.000,3807.000,132.000,398.000,76.000,604.000,1865.000,21.000,137.424,91584.999,0,100.00,1:40
　　日野市,確,125.000,261.000,7403.000,61.757,264.000,6946.000,4131.000,912.000,142.000,10633.000,140.000,8768.000,195.000,596.000,41.000,53.000,285.000,12851.000,81.000,378.000,164.000,8161.000,5489.000,8842.000,678.000,556.000,3404.000,163.000,378.000,70.000,984.000,1743.000,24.000,101.242,85023.999,0,100.00,1:35
　　東村山市,確,85.000,179.000,6688.000,32.260,203.000,4576.000,2430.000,679.000,144.000,8688.000,64.000,10861.000,372.000,439.000,17.000,37.000,168.000,9261.000,51.000,253.000,92.000,7411.000,3582.000,8105.000,465.000,372.000,2644.000,75.000,295.000,49.000,434.000,1337.000,26.000,91.739,70205.999,0,100.00,1:19
　　国分寺市,確,62.000,146.000,5651.000,34.478,187.000,5301.000,2421.000,749.000,68.000,7482.000,97.000,5771.000,112.000,390.000,19.000,29.000,139.000,11148.000,39.000,266.000,104.000,5390.000,4813.000,7365.000,492.000,116.000,2990.000,63.000,309.000,22.000,592.000,1280.000,54.000,37.521,63738.999,0,100.00,3:44
　　国立市,確,44.000,95.000,3460.000,22.000,107.000,2960.000,1505.000,590.000,73.000,4896.000,82.000,3474.000,210.000,219.000,12.000,19.000,105.000,5833.000,27.000,120.000,92.000,3829.000,2891.000,3674.000,277.000,183.000,1766.000,22.000,166.000,18.000,259.000,784.000,12.000,36.000,37862.000,0,100.00,0:43
　　福生市,確,32.000,68.000,2093.000,7.000,69.000,1543.000,1037.000,228.000,53.000,1994.000,16.000,3923.000,53.000,164.000,13.000,7.000,76.000,3584.000,22.000,77.000,54.000,2844.000,1048.000,2723.000,165.000,44.000,897.000,24.000,93.000,25.000,239.000,604.000,5.000,21.000,23845.000,0,100.00,0:02
　　狛江市,確,26.000,84.000,3826.000,13.000,145.000,2815.000,1646.000,397.000,99.000,5475.000,38.000,4042.000,105.000,222.000,15.000,15.000,89.000,5729.000,25.000,156.000,98.000,4181.000,2516.000,4175.000,275.000,96.000,1766.000,41.000,139.000,30.000,288.000,814.000,13.000,24.000,39418.000,0,100.00,1:43
　　東大和市,確,45.000,109.000,3032.000,15.000,95.000,2304.000,1320.000,452.000,51.000,4293.000,142.000,7488.000,99.000,272.000,9.000,9.000,94.000,5803.000,32.000,149.000,43.000,3212.000,2138.000,4125.000,256.000,343.000,1329.000,35.000,100.000,27.000,250.000,734.000,32.000,36.000,38473.000,0,100.00,1:57
　　清瀬市,確,83.000,89.000,2978.000,17.000,90.000,2113.000,1280.000,328.000,70.000,5197.000,43.000,4198.000,109.000,194.000,7.000,29.000,101.000,4381.000,19.000,101.000,47.000,3983.000,1860.000,3967.000,229.000,221.000,1262.000,48.000,156.000,25.000,247.000,721.000,54.000,42.000,34289.000,0,100.00,0:29
　　東久留米市,確,99.000,145.000,4773.000,19.148,146.000,3232.000,2192.000,608.000,60.000,7301.000,68.000,6950.000,150.000,328.000,10.000,26.000,139.000,8471.000,44.000,225.000,58.000,4663.000,3069.000,5824.000,320.000,265.000,1866.000,47.000,212.000,28.000,400.000,1003.000,17.000,109.851,52867.999,0,100.00,2:23
　　武蔵村山市,確,23.000,103.000,2527.000,9.400,61.000,1491.000,865.000,190.000,24.000,2997.000,161.000,6394.000,70.000,178.000,4.000,13.000,73.000,4544.000,25.000,112.000,44.000,2299.000,1302.000,2791.000,133.000,76.000,872.000,41.000,108.000,11.000,194.000,570.000,20.000,37.600,28363.000,0,100.00,3:22
　　多摩市,確,75.000,104.000,6556.000,26.000,215.000,5685.000,3042.000,836.000,189.000,8549.000,121.000,6745.000,129.000,454.000,17.000,43.000,152.000,8802.000,52.000,273.000,143.000,7227.000,4419.000,9908.000,473.000,150.000,3135.000,129.000,235.000,39.000,572.000,1563.000,30.000,47.000,70135.000,0,100.00,0:34
　　稲城市,確,49.000,137.000,3758.000,26.337,114.000,3953.000,2073.000,459.000,73.000,3939.000,65.000,4430.000,169.000,261.000,13.000,22.000,128.000,7772.000,45.000,151.000,77.000,3729.000,2382.000,5657.000,373.000,64.000,2047.000,35.000,200.000,23.000,343.000,919.000,18.000,51.662,43555.999,0,100.00,0:27
　　羽村市,確,37.000,68.000,2059.000,11.000,68.800,1390.000,1183.000,265.000,81.000,2201.000,19.000,3314.000,38.000,140.000,6.000,7.000,72.000,3842.000,17.200,67.000,33.000,2220.000,1104.000,3113.000,157.000,67.000,746.000,30.000,67.000,9.000,187.000,539.000,29.000,29.000,23216.000,0,100.00,0:53
　　あきる野市,確,31.000,95.000,2881.000,10.000,97.000,1997.000,1674.000,313.000,103.000,3193.000,31.000,5279.000,114.000,214.000,2.000,23.000,92.000,4870.000,26.000,114.000,97.000,4185.000,1875.000,4134.000,193.000,79.000,1102.000,55.000,94.000,24.000,233.000,747.000,17.000,53.000,34047.000,0,100.00,0:40
　　西東京市,確,110.000,284.000,8803.000,28.000,295.000,7382.000,4016.000,1064.000,176.000,10780.000,196.000,10262.000,275.000,715.000,26.000,41.000,226.000,13873.000,66.000,388.000,308.000,9369.000,6851.000,12100.000,757.000,623.000,4931.000,92.000,434.000,43.000,805.000,2041.000,124.000,72.000,97556.000,0,100.00,1:51
☆西多摩郡計,確,18.000,48.000,1941.000,13.734,39.000,1142.000,1111.000,192.000,55.000,1695.000,43.000,4073.000,54.000,124.000,2.000,15.000,55.000,3719.000,13.000,90.000,46.000,3440.000,959.000,2788.000,116.000,65.000,703.000,21.000,98.000,11.000,157.000,424.000,7.000,26.264,23303.998,0,100.00,
　　瑞穂町,確,9.000,36.000,1106.000,7.318,21.000,685.000,520.000,75.000,28.000,846.000,26.000,2328.000,34.000,67.000,2.000,5.000,38.000,1787.000,12.000,51.000,29.000,1995.000,457.000,1632.000,64.000,18.000,389.000,15.000,71.000,4.000,101.000,257.000,7.000,15.681,12737.999,0,100.00,1:11
　　日の出町,確,8.000,9.000,541.000,5.416,12.000,354.000,299.000,88.000,17.000,604.000,10.000,1193.000,13.000,41.000,0.000,3.000,10.000,1195.000,0.000,28.000,12.000,992.000,379.000,819.000,37.000,36.000,220.000,5.000,23.000,1.000,43.000,135.000,0.000,7.583,7139.999,0,100.00,0:41
　　檜原村,確,0.000,2.000,77.000,0.000,2.000,23.000,92.000,12.000,5.000,48.000,0.000,192.000,1.000,8.000,0.000,1.000,0.000,217.000,1.000,2.000,2.000,176.000,37.000,114.000,4.000,3.000,34.000,1.000,3.000,1.000,2.000,19.000,0.000,1.000,1080.000,0,100.00,21:51
　　奥多摩町,確,1.000,1.000,217.000,1.000,4.000,80.000,200.000,17.000,5.000,197.000,7.000,360.000,6.000,8.000,0.000,6.000,7.000,520.000,0.000,9.000,3.000,277.000,86.000,223.000,11.000,8.000,60.000,0.000,1.000,5.000,11.000,13.000,0.000,2.000,2346.000,0,100.00,21:44
☆島部計,確,14.000,28.000,1011.000,6.000,17.000,413.000,599.000,86.000,21.000,1009.000,11.000,1655.000,44.000,32.000,9.000,9.000,35.000,1752.000,9.000,22.000,11.000,2222.000,422.000,1008.000,60.000,45.000,429.000,6.000,38.000,9.000,108.000,202.000,3.000,13.000,11358.000,0,100.00,
　大島支庁小計,確,10.000,10.000,379.000,3.000,10.000,161.000,258.000,56.000,13.000,574.000,4.000,736.000,25.000,17.000,2.000,5.000,18.000,1107.000,5.000,14.000,5.000,1122.000,164.000,504.000,26.000,16.000,163.000,3.000,17.000,6.000,28.000,85.000,1.000,10.000,5557.000,0,100.00,
　　　大島町,確,7.000,7.000,216.000,2.000,6.000,90.000,133.000,45.000,3.000,436.000,2.000,473.000,19.000,9.000,2.000,4.000,10.000,521.000,4.000,10.000,3.000,673.000,105.000,297.000,13.000,9.000,91.000,1.000,13.000,5.000,21.000,58.000,1.000,7.000,3296.000,0,100.00,23:53
　　　利島村,確,0.000,0.000,10.000,0.000,0.000,4.000,9.000,0.000,0.000,15.000,0.000,23.000,1.000,0.000,0.000,0.000,0.000,111.000,0.000,0.000,0.000,4.000,0.000,11.000,3.000,0.000,6.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,198.000,0,100.00,21:05
　　　新島村,確,1.000,2.000,102.000,0.000,0.000,27.000,57.000,7.000,2.000,95.000,1.000,94.000,3.000,4.000,0.000,0.000,5.000,311.000,0.000,2.000,0.000,229.000,27.000,130.000,4.000,2.000,39.000,0.000,3.000,0.000,3.000,17.000,0.000,2.000,1169.000,0,100.00,21:43
　　　神津島村,確,2.000,1.000,51.000,1.000,4.000,40.000,59.000,4.000,8.000,28.000,1.000,146.000,2.000,4.000,0.000,1.000,3.000,164.000,1.000,2.000,2.000,216.000,32.000,66.000,6.000,5.000,27.000,2.000,1.000,1.000,4.000,9.000,0.000,1.000,894.000,0,100.00,22:09
　三宅支庁小計,確,0.000,5.000,94.000,0.000,1.000,58.000,53.000,5.000,3.000,100.000,2.000,151.000,6.000,5.000,6.000,2.000,3.000,171.000,0.000,0.000,4.000,319.000,47.000,126.000,5.000,3.000,51.000,0.000,7.000,0.000,11.000,20.000,0.000,0.000,1258.000,0,100.00,
　　　三宅村,確,0.000,5.000,66.000,0.000,1.000,49.000,43.000,5.000,3.000,84.000,2.000,142.000,6.000,2.000,6.000,2.000,3.000,138.000,0.000,0.000,4.000,294.000,43.000,106.000,3.000,2.000,40.000,0.000,6.000,0.000,10.000,19.000,0.000,0.000,1084.000,0,100.00,23:35
　　　御蔵島村,確,0.000,0.000,28.000,0.000,0.000,9.000,10.000,0.000,0.000,16.000,0.000,9.000,0.000,3.000,0.000,0.000,0.000,33.000,0.000,0.000,0.000,25.000,4.000,20.000,2.000,1.000,11.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,174.000,0,100.00,21:42
　八丈支庁小計,確,1.000,10.000,369.000,0.000,3.000,135.000,240.000,14.000,1.000,243.000,4.000,678.000,12.000,4.000,0.000,2.000,9.000,331.000,2.000,5.000,2.000,629.000,165.000,308.000,8.000,20.000,129.000,2.000,6.000,1.000,47.000,56.000,2.000,2.000,3440.000,0,100.00,
　　　八丈町,確,1.000,10.000,355.000,0.000,3.000,125.000,232.000,14.000,0.000,233.000,1.000,665.000,11.000,4.000,0.000,2.000,9.000,315.000,2.000,4.000,2.000,621.000,163.000,305.000,8.000,20.000,126.000,1.000,6.000,1.000,47.000,56.000,2.000,2.000,3346.000,0,100.00,23:25
　　　青ヶ島村,確,0.000,0.000,14.000,0.000,0.000,10.000,8.000,0.000,1.000,10.000,3.000,13.000,1.000,0.000,0.000,0.000,0.000,16.000,0.000,1.000,0.000,8.000,2.000,3.000,0.000,0.000,3.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,94.000,0,100.00,21:55
　小笠原支庁小計,確,3.000,3.000,169.000,3.000,3.000,59.000,48.000,11.000,4.000,92.000,1.000,90.000,1.000,6.000,1.000,0.000,5.000,143.000,2.000,3.000,0.000,152.000,46.000,70.000,21.000,6.000,86.000,1.000,8.000,2.000,22.000,41.000,0.000,1.000,1103.000,0,100.00,
　　　小笠原村,確,3.000,3.000,169.000,3.000,3.000,59.000,48.000,11.000,4.000,92.000,1.000,90.000,1.000,6.000,1.000,0.000,5.000,143.000,2.000,3.000,0.000,152.000,46.000,70.000,21.000,6.000,86.000,1.000,8.000,2.000,22.000,41.000,0.000,1.000,1103.000,0,100.00,23:14
法定得票数,"174,957.388",,供託物没収点,"131,218.041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
