令和3年10月31日  執行,,,,,,,,,,,,,,,,,
衆議院（比例代表選出）議員選挙　届出政党等別得票数（全政党等）,,,,,,,,,,,,,,,,,
東京都選挙管理委員会,,,,,,,,,,,,,,,,,
令和3年 11月1日 10時 23分 確定,,,,,,,,,,,,,,,,,
開  票  区  名,,1,2,3,4,5,6,7,8,9,10,11,12,,,,
　　町田市,確,64506.000,3326.000,8498.857,22488.000,960.000,10906.000,23595.000,500.000,20356.000,47014.142,159.000,2789.000,205097.999,0,100.00,1:16
　　小金井市,確,19477.000,1118.000,3280.763,7043.000,280.000,3706.000,4346.000,117.000,6469.000,15483.236,66.000,794.000,62179.999,0,100.00,1:57
　　小平市,確,27584.000,1581.000,4002.523,11627.000,412.000,4975.000,11523.000,201.000,9295.000,22175.476,96.000,1074.000,94545.999,0,100.00,0:46
　　日野市,確,27492.000,1551.000,3879.206,11263.000,445.000,4676.000,8500.000,180.000,10531.000,19470.793,135.000,1261.000,89383.999,0,100.00,1:22
　　東村山市,確,20847.000,1065.000,2782.425,8685.000,339.000,3837.000,10762.000,143.000,9455.000,13447.574,92.000,939.000,72393.999,0,100.00,0:14
　　国分寺市,確,19997.000,1244.000,3271.536,8260.000,306.000,3486.000,5532.000,109.000,6697.000,15622.463,73.000,872.000,65469.999,0,100.00,1:10
　　国立市,確,11409.000,833.000,1864.669,4844.000,141.000,2528.000,3366.000,69.000,4443.000,8627.330,51.000,500.000,38675.999,0,100.00,0:40
　　福生市,確,8260.000,378.000,927.529,2344.000,135.000,1272.000,3702.000,69.000,2205.000,4922.470,30.000,278.000,24522.999,0,100.00,1:55
　　狛江市,確,13275.000,658.000,1865.145,4549.000,189.000,3192.000,4223.000,93.000,5145.000,8565.854,44.000,528.000,42326.999,0,100.00,1:06
　　東大和市,確,10960.000,615.000,1409.332,4474.000,167.000,1854.000,7226.000,130.000,5011.000,7298.667,48.000,490.000,39682.999,0,100.00,0:13
　　清瀬市,確,10530.000,618.000,1526.616,4269.000,150.000,1810.000,4451.000,71.000,5677.000,6581.383,42.000,431.000,36156.999,0,100.00,1:50
　　東久留米市,確,16049.000,1100.000,2147.476,6636.000,202.000,2798.000,7076.000,175.000,7935.000,10488.523,3.000,687.000,55296.999,0,100.00,9:48
　　武蔵村山市,確,8355.000,367.000,907.305,2958.000,135.000,1331.000,6440.000,81.000,3619.000,4681.694,46.000,340.000,29260.999,0,100.00,1:06
　　多摩市計,確,21737.000,1487.000,3107.227,8611.000,343.000,4082.000,6722.000,146.000,8423.000,18053.771,80.000,928.000,73719.998,0,100.00,
　　多摩市２１区,確,4700.000,270.000,703.420,2298.000,75.000,825.000,1255.000,30.000,1636.000,3555.579,17.000,200.000,15564.999,0,100.00,0:12
　　多摩市２３区,確,17037.000,1217.000,2403.807,6313.000,268.000,3257.000,5467.000,116.000,6787.000,14498.192,63.000,728.000,58154.999,0,100.00,1:17
　　稲城市計,確,13989.000,628.000,2072.939,5684.000,196.000,2704.000,4217.000,79.000,3909.000,10012.059,49.000,659.000,44198.998,0,100.00,
　　稲城市２１区,確,4753.000,246.000,691.505,2415.000,58.000,758.000,1335.000,24.000,1373.000,3729.494,20.000,212.000,15614.999,0,100.00,1:29
　　稲城市２２区,確,9236.000,382.000,1381.434,3269.000,138.000,1946.000,2882.000,55.000,2536.000,6282.565,29.000,447.000,28583.999,0,100.00,1:15
　　羽村市,確,7863.000,385.000,943.646,2274.000,111.000,1158.000,3292.000,52.000,2342.000,5819.353,28.000,332.000,24599.999,0,100.00,0:53
　　あきる野市,確,12506.000,551.000,1139.751,2942.000,146.000,1705.000,5027.000,89.000,3443.000,8283.248,50.000,394.000,36275.999,0,100.00,0:14
　　西東京市,確,29329.000,1501.000,4293.680,13263.000,506.000,5422.000,9288.000,172.000,9936.000,23897.319,99.000,1316.000,99022.999,0,100.00,2:04
　☆西多摩郡計,確,9266.000,315.000,714.341,1913.000,84.000,1087.000,4135.000,58.000,1934.000,5111.655,27.000,270.000,24914.996,0,100.00,
　　瑞穂町,確,4771.000,142.000,424.221,1109.000,58.000,598.000,2327.000,28.000,974.000,2688.778,17.000,176.000,13312.999,0,100.00,1:01
　　日の出町,確,2761.000,111.000,204.681,588.000,22.000,319.000,1231.000,13.000,656.000,1691.318,9.000,71.000,7676.999,0,100.00,1:34
　　檜原村,確,551.000,25.000,18.947,55.000,2.000,48.000,218.000,2.000,66.000,234.052,1.000,6.000,1226.999,0,100.00,21:56
　　奥多摩町,確,1183.000,37.000,66.492,161.000,2.000,122.000,359.000,15.000,238.000,497.507,0.000,17.000,2697.999,0,100.00,21:41
　☆島部計,確,5023.000,159.000,322.040,839.000,39.000,654.000,1907.000,48.000,1296.000,2274.955,12.000,127.000,12700.995,0,100.00,
　　大島支庁,確,2757.000,67.000,159.762,376.000,25.000,255.000,835.000,27.000,717.000,1029.235,9.000,53.000,6309.997,0,100.00,
　　　大島町,確,1421.000,45.000,94.758,229.000,19.000,142.000,532.000,16.000,551.000,588.241,5.000,33.000,3675.999,0,100.00,23:12
　　　利島村,確,122.000,1.000,4.320,7.000,1.000,7.000,34.000,0.000,15.000,22.680,0.000,2.000,216.000,0,100.00,22:26
　　　新島村,確,740.000,14.000,27.351,77.000,5.000,61.000,104.000,6.000,109.000,239.648,4.000,12.000,1398.999,0,100.00,22:25
　　　神津島村,確,474.000,7.000,33.333,63.000,0.000,45.000,165.000,5.000,42.000,178.666,0.000,6.000,1018.999,0,100.00,22:30
　　三宅支庁,確,587.000,26.000,44.720,87.000,3.000,79.000,197.000,2.000,151.000,271.280,1.000,16.000,1465.000,0,100.00,
　　　三宅村,確,522.000,21.000,34.320,67.000,3.000,61.000,182.000,2.000,131.000,229.680,1.000,12.000,1266.000,0,100.00,21:26
　　　御蔵島村,確,65.000,5.000,10.400,20.000,0.000,18.000,15.000,0.000,20.000,41.600,0.000,4.000,199.000,0,100.00,21:11
　　八丈支庁,確,1281.000,49.000,76.926,259.000,6.000,199.000,779.000,12.000,311.000,742.073,0.000,32.000,3746.999,0,100.00,
　　　八丈町,確,1223.000,49.000,72.926,247.000,6.000,192.000,763.000,12.000,300.000,728.073,0.000,32.000,3624.999,0,100.00,23:47
　　　青ヶ島村,確,58.000,0.000,4.000,12.000,0.000,7.000,16.000,0.000,11.000,14.000,0.000,0.000,122.000,0,100.00,21:40
　　小笠原支庁,確,398.000,17.000,40.632,117.000,5.000,121.000,96.000,7.000,117.000,232.367,2.000,26.000,1178.999,0,100.00,
　　　小笠原村,確,398.000,17.000,40.632,117.000,5.000,121.000,96.000,7.000,117.000,232.367,2.000,26.000,1178.999,0,100.00,23:36
※「確」と表示されているものは確定した開票区です。,,,,,,,,,,,,,,,,,
