開票区名,候補者１,候補者１確計,候補者２,候補者２確計,候補者３,候補者３確計,候補者４,候補者４確計,候補者５,候補者５確計,候補者６,候補者６確計,定数,合計,残票数,開票率,確定時刻,法定得票数,供託物没収点
品川区,＊まつばら　仁／民主党,68177.000,＊石原　ひろたか／自由民主党,71710.000,香西　かつ介／日本共産党,22290.000,,,,,,,-,162177.000,0,100.0,00:10,-,-
大田３区,＊まつばら　仁／民主党,39128.000,＊石原　ひろたか／自由民主党,35938.000,香西　かつ介／日本共産党,10456.000,,,,,,,-,85522.000,0,100.0,00:34,-,-
☆島部計,＊まつばら　仁／民主党,4048.000,＊石原　ひろたか／自由民主党,7975.000,香西　かつ介／日本共産党,1549.000,,,,,,,-,13572.000,0,100.0,-,-,-
大島支庁,＊まつばら　仁／民主党,1839.000,＊石原　ひろたか／自由民主党,4057.000,香西　かつ介／日本共産党,810.000,,,,,,,-,6706.000,0,100.0,-,-,-
大島町,＊まつばら　仁／民主党,1024.000,＊石原　ひろたか／自由民主党,2351.000,香西　かつ介／日本共産党,649.000,,,,,,,-,4024.000,0,100.0,22:42,-,-
利島村,＊まつばら　仁／民主党,34.000,＊石原　ひろたか／自由民主党,171.000,香西　かつ介／日本共産党,13.000,,,,,,,-,218.000,0,100.0,21:48,-,-
新島村,＊まつばら　仁／民主党,438.000,＊石原　ひろたか／自由民主党,972.000,香西　かつ介／日本共産党,113.000,,,,,,,-,1523.000,0,100.0,22:44,-,-
神津島村,＊まつばら　仁／民主党,343.000,＊石原　ひろたか／自由民主党,563.000,香西　かつ介／日本共産党,35.000,,,,,,,-,941.000,0,100.0,21:46,-,-
三宅支庁,＊まつばら　仁／民主党,420.000,＊石原　ひろたか／自由民主党,982.000,香西　かつ介／日本共産党,171.000,,,,,,,-,1573.000,0,100.0,-,-,-
三宅村,＊まつばら　仁／民主党,366.000,＊石原　ひろたか／自由民主党,883.000,香西　かつ介／日本共産党,140.000,,,,,,,-,1389.000,0,100.0,21:55,-,-
御蔵島村,＊まつばら　仁／民主党,54.000,＊石原　ひろたか／自由民主党,99.000,香西　かつ介／日本共産党,31.000,,,,,,,-,184.000,0,100.0,20:57,-,-
八丈支庁,＊まつばら　仁／民主党,1412.000,＊石原　ひろたか／自由民主党,2329.000,香西　かつ介／日本共産党,366.000,,,,,,,-,4107.000,0,100.0,-,-,-
八丈町,＊まつばら　仁／民主党,1393.000,＊石原　ひろたか／自由民主党,2260.000,香西　かつ介／日本共産党,356.000,,,,,,,-,4009.000,0,100.0,22:50,-,-
青ヶ島村,＊まつばら　仁／民主党,19.000,＊石原　ひろたか／自由民主党,69.000,香西　かつ介／日本共産党,10.000,,,,,,,-,98.000,0,100.0,21:30,-,-
小笠原支庁,＊まつばら　仁／民主党,377.000,＊石原　ひろたか／自由民主党,607.000,香西　かつ介／日本共産党,202.000,,,,,,,-,1186.000,0,100.0,-,-,-
小笠原村,＊まつばら　仁／民主党,377.000,＊石原　ひろたか／自由民主党,607.000,香西　かつ介／日本共産党,202.000,,,,,,,-,1186.000,0,100.0,00:39,-,-
☆４区計,＊いぬぶし　秀一／次世代の党,20108.000,＊平　将明／自由民主党,109377.000,＊藤田　のりひこ／民主党,48861.000,山本　純平／日本共産党,38925.000,,,,,1,217271.000,0,100.0,-,36211.833,21727.100
大田４区,＊いぬぶし　秀一／次世代の党,20108.000,＊平　将明／自由民主党,109377.000,＊藤田　のりひこ／民主党,48861.000,山本　純平／日本共産党,38925.000,,,,,-,217271.000,0,100.0,01:22,-,-
☆５区計,＊若宮　けんじ／自由民主党,102424.000,三谷　英弘／本人届出,44103.000,＊手塚　よしお／民主党,66255.000,ドクター・中松／本人届出,12777.000,沢井　正代／日本共産党,32140.000,,,1,257699.000,0,100.0,-,42949.833,25769.900
目黒区,＊若宮　けんじ／自由民主党,46713.000,三谷　英弘／本人届出,21684.000,＊手塚　よしお／民主党,30090.000,ドクター・中松／本人届出,5736.000,沢井　正代／日本共産党,15635.000,,,-,119858.000,0,100.0,01:26,-,-
世田谷５区,＊若宮　けんじ／自由民主党,55711.000,三谷　英弘／本人届出,22419.000,＊手塚　よしお／民主党,36165.000,ドクター・中松／本人届出,7041.000,沢井　正代／日本共産党,16505.000,,,-,137841.000,0,100.0,01:02,-,-
☆６区計,岸　たけし／日本共産党,51595.000,＊おち　たかお／自由民主党,110872.000,＊落合　貴之／維新の党,88915.000,,,,,,,1,251382.000,0,100.0,-,41897.000,25138.200
世田谷６区,岸　たけし／日本共産党,51595.000,＊おち　たかお／自由民主党,110872.000,＊落合　貴之／維新の党,88915.000,,,,,,,-,251382.000,0,100.0,01:28,-,-
☆７区計,太田　のりおき／日本共産党,27866.000,＊ながつま　昭／民主党,104422.000,＊吉田　康一郎／次世代の党,18332.000,＊松本　文明／自由民主党,83476.000,,,,,1,234096.000,0,100.0,-,39016.000,23409.600
渋谷区,太田　のりおき／日本共産党,11171.000,＊ながつま　昭／民主党,41893.000,＊吉田　康一郎／次世代の党,7113.000,＊松本　文明／自由民主党,33977.000,,,,,-,94154.000,0,100.0,02:19,-,-
中野区,太田　のりおき／日本共産党,16695.000,＊ながつま　昭／民主党,62529.000,＊吉田　康一郎／次世代の党,11219.000,＊松本　文明／自由民主党,49499.000,,,,,-,139942.000,0,100.0,00:22,-,-
☆８区計,＊円　より子／民主党,73348.000,鈴木　たつお／本人届出,16981.000,＊石原　のぶてる／自由民主党,116193.000,沢田　しんご／日本共産党,37788.000,,,,,1,244310.000,0,100.0,-,40718.333,24431.000
杉並区,＊円　より子／民主党,73348.000,鈴木　たつお／本人届出,16981.000,＊石原　のぶてる／自由民主党,116193.000,沢田　しんご／日本共産党,37788.000,,,,,-,244310.000,0,100.0,02:13,-,-
☆９区計,＊すがわら　一秀／自由民主党,123368.000,原　純子／日本共産党,50861.000,＊木内　たかたね／維新の党,65809.000,,,,,,,1,240038.000,0,100.0,-,46006.333,24003.800
練馬９区,＊すがわら　一秀／自由民主党,123368.000,原　純子／日本共産党,50861.000,＊木内　たかたね／維新の党,65809.000,,,,,,,-,240038.000,0,100.0,01:30,-,-
☆１０区計,＊えばた　貴子／民主党,44123.000,＊小池　ゆりこ／自由民主党,93610.000,＊たがや　亮／生活の党,9663.000,神谷　ちづ子／次世代の党,8688.000,今　秀子／日本共産党,28453.000,,,1,184537.000,0,100.0,-,30756.166,18453.700
豊島区,＊えばた　貴子／民主党,27236.000,＊小池　ゆりこ／自由民主党,57532.000,＊たがや　亮／生活の党,6275.000,神谷　ちづ子／次世代の党,5622.000,今　秀子／日本共産党,18135.000,,,-,114800.000,0,100.0,01:29,-,-
練馬１０区,＊えばた　貴子／民主党,16887.000,＊小池　ゆりこ／自由民主党,36078.000,＊たがや　亮／生活の党,3388.000,神谷　ちづ子／次世代の党,3066.000,今　秀子／日本共産党,10318.000,,,-,69737.000,0,100.0,23:55,-,-
☆１１区計,下村　めい／本人届出,15447.152,＊下村　博文／自由民主党,129587.847,山内　金久／日本共産党,43083.000,＊くまき　美奈子／民主党,43040.000,,,,,1,231157.999,0,100.0,-,38526.333,23115.800
板橋区,下村　めい／本人届出,15447.152,＊下村　博文／自由民主党,129587.847,山内　金久／日本共産党,43083.000,＊くまき　美奈子／民主党,43040.000,,,,,-,231157.999,0,100.0,04:19,-,-
☆１２区計,太田　あきひろ／公明党,88499.000,＊池内　さおり／日本共産党,44721.000,＊田母神　としお／次世代の党,39233.000,＊青木　愛／生活の党,40067.000,,,,,1,212520.000,0,100.0,-,35420.000,21252.000
北区,太田　あきひろ／公明党,60399.000,＊池内　さおり／日本共産党,33810.000,＊田母神　としお／次世代の党,30116.000,＊青木　愛／生活の党,29885.000,,,,,-,154210.000,0,100.0,00:54,-,-
足立１２区,太田　あきひろ／公明党,28100.000,＊池内　さおり／日本共産党,10911.000,＊田母神　としお／次世代の党,9117.000,＊青木　愛／生活の党,10182.000,,,,,-,58310.000,0,100.0,23:51,-,-
☆１３区計,＊かもした　一郎／自由民主党,113036.000,＊長谷川　たかこ／民主党,43028.000,そぶえ　元希／日本共産党,35518.000,和田　ともゆき／次世代の党,11915.000,,,,,1,203497.000,0,100.0,-,33916.166,20349.700
足立１３区,＊かもした　一郎／自由民主党,113036.000,＊長谷川　たかこ／民主党,43028.000,そぶえ　元希／日本共産党,35518.000,和田　ともゆき／次世代の党,11915.000,,,,,-,203497.000,0,100.0,00:23,-,-
☆１４区計,＊木村　たけつか／民主党,63377.000,＊松島　みどり／自由民主党,87546.000,あとう　和之／日本共産党,37089.000,,,,,,,1,188012.000,0,100.0,-,31335.333,18801.200
墨田区,＊木村　たけつか／民主党,35959.000,＊松島　みどり／自由民主党,49955.000,あとう　和之／日本共産党,19919.000,,,,,,,-,105833.000,0,100.0,01:57,-,-
荒川区,＊木村　たけつか／民主党,27418.000,＊松島　みどり／自由民主党,37591.000,あとう　和之／日本共産党,17170.000,,,,,,,-,82179.000,0,100.0,01:42,-,-
☆１５区計,いの　たかし／本人届出,8759.000,＊柿沢　未途／維新の党,88507.000,＊あきもと　司／自由民主党,85714.000,吉田　としお／日本共産党,31384.000,,,,,1,214364.000,0,100.0,-,35727.333,21436.400
江東区,いの　たかし／本人届出,8759.000,＊柿沢　未途／維新の党,88507.000,＊あきもと　司／自由民主党,85714.000,吉田　としお／日本共産党,31384.000,,,,,-,214364.000,0,100.0,00:10,-,-
☆１６区計,＊大西　ひでお／自由民主党,98536.000,＊初鹿　明博／維新の党,56701.000,岡本　貴士／本人届出,9334.000,＊大田　朝子／日本共産党,36976.000,＊石井　よしあき／次世代の党,11484.000,,,1,213031.000,0,100.0,-,35505.166,21303.100
江戸川１６区,＊大西　ひでお／自由民主党,98536.000,＊初鹿　明博／維新の党,56701.000,岡本　貴士／本人届出,9334.000,＊大田　朝子／日本共産党,36976.000,＊石井　よしあき／次世代の党,11484.000,,,-,213031.000,0,100.0,02:03,-,-
☆１７区計,新井　杉生／日本共産党,39724.000,＊高橋　みほ／維新の党,46156.000,＊平沢　勝栄／自由民主党,125351.000,,,,,,,1,211231.000,0,100.0,-,35205.166,21123.100
葛飾区,新井　杉生／日本共産党,32889.000,＊高橋　みほ／維新の党,37563.000,＊平沢　勝栄／自由民主党,103238.000,,,,,,,-,173690.000,0,100.0,02:21,-,-
江戸川１７区,新井　杉生／日本共産党,6835.000,＊高橋　みほ／維新の党,8593.000,＊平沢　勝栄／自由民主党,22113.000,,,,,,,-,37541.000,0,100.0,02:06,-,-
☆１８区計,＊土屋　正忠／自由民主党,106143.000,＊菅　直人／民主党,89877.000,ゆうき　亮／日本共産党,35699.000,,,,,,,1,231719.000,0,100.0,-,38619.833,23171.900
武蔵野市,＊土屋　正忠／自由民主党,31250.000,＊菅　直人／民主党,27599.000,ゆうき　亮／日本共産党,9530.000,,,,,,,-,68379.000,0,100.0,00:20,-,-
府中市,＊土屋　正忠／自由民主党,51660.000,＊菅　直人／民主党,40166.000,ゆうき　亮／日本共産党,18005.000,,,,,,,-,109831.000,0,100.0,22:50,-,-
小金井市,＊土屋　正忠／自由民主党,23233.000,＊菅　直人／民主党,22112.000,ゆうき　亮／日本共産党,8164.000,,,,,,,-,53509.000,0,100.0,01:14,-,-
☆１９区計,小泉　たみじ／日本共産党,36878.000,＊山田　宏次／世代の党,30658.000,＊末松　義規／民主党,87584.000,＊松本　洋平／自由民主党,107608.000,,,,,1,262728.000,0,100.0,-,43788.000,26272.800
小平市,小泉　たみじ／日本共産党,11235.000,＊山田　宏次／世代の党,9180.000,＊末松　義規／民主党,27475.000,＊松本　洋平／自由民主党,35053.000,,,,,-,82943.000,0,100.0,00:14,-,-
国分寺市,小泉　たみじ／日本共産党,7839.000,＊山田　宏次／世代の党,7308.000,＊末松　義規／民主党,18560.000,＊松本　洋平／自由民主党,22901.000,,,,,-,56608.000,0,100.0,03:51,-,-
国立市,小泉　たみじ／日本共産党,5520.000,＊山田　宏次／世代の党,4077.000,＊末松　義規／民主党,11271.000,＊松本　洋平／自由民主党,14212.000,,,,,-,35080.000,0,100.0,23:29,-,-
西東京市,小泉　たみじ／日本共産党,12284.000,＊山田　宏次／世代の党,10093.000,＊末松　義規／民主党,30278.000,＊松本　洋平／自由民主党,35442.000,,,,,-,88097.000,0,100.0,00:58,-,-
☆２０区計,池田　真理子／日本共産党,49902.000,＊竹田　光明／民主党,51362.000,＊木原　誠二／自由民主党,110273.000,,,,,,,1,211537.000,0,100.0,-,35256.166,21153.700
東村山市,池田　真理子／日本共産党,15192.000,＊竹田　光明／民主党,16038.000,＊木原　誠二／自由民主党,34430.000,,,,,,,-,65660.000,0,100.0,23:40,-,-
東大和市,池田　真理子／日本共産党,8175.000,＊竹田　光明／民主党,8987.000,＊木原　誠二／自由民主党,19105.000,,,,,,,-,36267.000,0,100.0,00:38,-,-
清瀬市,池田　真理子／日本共産党,8566.000,＊竹田　光明／民主党,8034.000,＊木原　誠二／自由民主党,16250.000,,,,,,,-,32850.000,0,100.0,23:22,-,-
東久留米市,池田　真理子／日本共産党,12166.000,＊竹田　光明／民主党,12827.000,＊木原　誠二／自由民主党,25513.000,,,,,,,-,50506.000,0,100.0,01:13,-,-
武蔵村山市,池田　真理子／日本共産党,5803.000,＊竹田　光明／民主党,5476.000,＊木原　誠二／自由民主党,14975.000,,,,,,,-,26254.000,,100.0,00:51,-,-
☆２１区計,＊長島　昭久／民主党,82351.000,＊小田原　きよし／自由民主党,83984.000,＊吉岡　正史／日本共産党,35598.000,,,,,,,1,201933.000,,100.0,-,33655.500,20193.300
立川市,＊長島　昭久／民主党,30012.000,＊小田原　きよし／自由民主党,31258.000,＊吉岡　正史／日本共産党,13827.000,,,,,,,-,75097.000,,100.0,00:49,-,-
昭島市,＊長島　昭久／民主党,19732.000,＊小田原　きよし／自由民主党,20526.000,＊吉岡　正史／日本共産党,7165.000,,,,,,,-,47423.000,,100.0,00:59,-,-
日野市,＊長島　昭久／民主党,32607.000,＊小田原　きよし／自由民主党,32200.000,＊吉岡　正史／日本共産党,14606.000,,,,,,,-,79413.000,,100.0,00:37,-,-
☆２２区計,＊山花　郁夫／民主党,80014.000,＊伊藤　達也／自由民主党,116757.000,坂内　淳／日本共産党,36980.000,＊かの　あきら／次世代の党,20288.000,,,,,1,254039.000,,100.0,-,42339.833,25403.900
三鷹市,＊山花　郁夫／民主党,26871.000,＊伊藤　達也／自由民主党,35836.000,坂内　淳／日本共産党,12073.000,＊かの　あきら／次世代の党,7041.000,,,,,-,81821.000,,100.0,23:50,-,-
調布市,＊山花　郁夫／民主党,31485.000,＊伊藤　達也／自由民主党,46243.000,坂内　淳／日本共産党,13546.000,＊かの　あきら／次世代の党,7535.000,,,,,-,98809.000,,100.0,23:12,-,-
狛江市,＊山花　郁夫／民主党,10439.000,＊伊藤　達也／自由民主党,16599.000,坂内　淳／日本共産党,6326.000,＊かの　あきら／次世代の党,2903.000,,,,,-,36267.000,,100.0,23:31,-,-
稲城市,＊山花　郁夫／民主党,11219.000,＊伊藤　達也／自由民主党,18079.000,坂内　淳／日本共産党,5035.000,＊かの　あきら／次世代の党,2809.000,,,,,-,37142.000,,100.0,22:57,-,-
☆２３区計,＊小倉　まさのぶ／自由民主党,104709.000,＊くしぶち　万里／民主党,63706.000,松村　りょうすけ／日本共産党,35166.000,＊伊藤　しゅんすけ／維新の党,50836.000,,,,,1,254417.000,,100.0,-,42402.833,25441.700
町田市,＊小倉　まさのぶ／自由民主党,77983.000,＊くしぶち　万里／民主党,46026.000,松村　りょうすけ／日本共産党,24949.000,＊伊藤　しゅんすけ／維新の党,37206.000,,,,,-,186164.000,,100.0,01:28,-,-
多摩市,＊小倉　まさのぶ／自由民主党,26726.000,＊くしぶち　万里／民主党,17680.000,松村　りょうすけ／日本共産党,10217.000,＊伊藤　しゅんすけ／維新の党,13630.000,,,,,-,68253.000,,100.0,23:12,-,-
☆２４区計,＊あくつ　幸彦／民主党,71212.000,市川　かつひろ／日本共産党,32887.000,＊はぎうだ　光一／自由民主党,126024.000,＊藤井　よしひろ／次世代の党,13680.000,,,,,1,243803.000,,100.0,-,40633.833,24380.300
八王子市,＊あくつ　幸彦／民主党,71212.000,市川　かつひろ／日本共産党,32887.000,＊はぎうだ　光一／自由民主党,126024.000,＊藤井　よしひろ／次世代の党,13680.000,,,,,-,243803.000,,100.0,00:07,-,-
☆２５区計,＊井上　信治／自由民主党,100081.929,＊山下　ようこ／民主党,32687.000,井上　たかし／日本共産党,29650.063,,,,,,,1,162418.992,,100.0,-,27069.833,16241.900
☆市部計,＊井上　信治／自由民主党,84069.621,＊山下　ようこ／民主党,28199.000,井上　たかし／日本共産党,25646.375,,,,,,,-,137914.996,,100.0,-,-,-
青梅市,＊井上　信治／自由民主党,36049.508,＊山下　ようこ／民主党,11725.000,井上　たかし／日本共産党,10060.491,,,,,,,-,57834.999,,100.0,23:54,-,-
福生市,＊井上　信治／自由民主党,14534.055,＊山下　ようこ／民主党,4660.000,井上　たかし／日本共産党,4333.944,,,,,,,-,23527.999,,100.0,23:30,-,-
羽村市,＊井上　信治／自由民主党,13050.162,＊山下　ようこ／民主党,4902.000,井上　たかし／日本共産党,4521.837,,,,,,,-,22473.999,,100.0,23:21,-,-
あきる野市,＊井上　信治／自由民主党,20435.896,＊山下　ようこ／民主党,6912.000,井上　たかし／日本共産党,6730.103,,,,,,,-,34077.999,,100.0,23:04,-,-
☆郡部計,＊井上　信治／自由民主党,16012.308,＊山下　ようこ／民主党,4488.000,井上　たかし／日本共産党,4003.688,,,,,,,-,24503.996,,100.0,-,-,-
瑞穂町,＊井上　信治／自由民主党,8215.693,＊山下　ようこ／民主党,2349.000,井上　たかし／日本共産党,2098.306,,,,,,,-,12662.999,,100.0,22:57,-,-
日の出町,＊井上　信治／自由民主党,4824.195,＊山下　ようこ／民主党,1504.000,井上　たかし／日本共産党,1302.804,,,,,,,-,7630.999,,100.0,00:38,-,-
檜原村,＊井上　信治／自由民主党,993.510,＊山下　ようこ／民主党,196.000,井上　たかし／日本共産党,138.489,,,,,,,-,1327.999,,100.0,22:09,-,-
奥多摩町,＊井上　信治／自由民主党,1978.910,＊山下　ようこ／民主党,439.000,井上　たかし／日本共産党,464.089,,,,,,,-,2881.999,,100.0,20:58,-,-
