開票区名,確,１／たかぎ　さや／新党改革,２／鈴木　まりこ／日本のこころを大切にする党,３／田中　康夫／おおさか維新の会,４／よこぼり　喜久／無所属,５／増山　れな／社会民主党,６／いわさか　ゆきお／無所属,７／トクマ／幸福実現党,８／三宅　洋平／無所属,９／マタヨシ　光雄／世界経済共同体党,１０／山添　拓／日本共産党,１１／竹谷　とし子／公明党,１２／鈴木　たつお／無所属,１３／佐藤　かおり／無所属,１４／中川　まさはる／自由民主党,１５／鈴木　信行／維新政党・新風,１６／小川　敏夫／民進党,１７／朝日　けんたろう／自由民主党,１８／柳沢　秀敏／無所属,１９／小林　こうき／国民怒りの声,２０／原田　きみあき／無所属,２１／蓮舫／民進党,２２／よこくめ　勝仁／無所属,２３／おおつき　文彦／支持政党なし,２４／佐藤　ひとし／支持政党なし,２５／さめじま　良司／支持政党なし,２６／深江　孝／支持政党なし,２７／浜田　かずゆき／無所属,２８／ふじしろ　洋行／チャレンジド日本,２９／ひめじ　けんじ／地球平和党,３０／川上　晃司／無所属,３１／犬丸　勝子／犬丸勝子と共和党,定数６人合計,定数６人残票数,定数６人開票率,定数６人受信時刻,法定得票数,供託物没収点
西東京市,確,871.000,1401.929,7368.000,93.000,1532.000,68.000,336.000,3561.000,81.000,10233.000,10602.000,241.332,1320.847,15299.000,536.738,9093.000,7916.000,185.000,1179.000,67.000,19571.000,4759.000,72.000,109.152,40.000,87.000,333.000,43.000,39.000,97.000,67.000,95800.069,0,100.00,03:43,,
☆西多摩郡計,確,258.000,231.310,1445.000,27.000,275.000,21.000,100.000,641.000,18.000,2223.000,4439.000,75.026,196.278,5324.000,140.658,1688.000,2137.000,26.000,198.000,27.000,5188.000,882.000,18.000,46.720,9.000,17.000,67.000,13.000,25.000,37.000,37.000,25598.682,0,100.00,,,
瑞穂町,確,137.000,111.428,814.000,15.000,152.000,12.000,59.000,293.000,10.000,1094.000,2558.000,32.415,84.000,2562.000,90.155,762.000,1074.000,13.000,110.000,14.000,2962.000,546.000,6.000,25.000,3.000,8.000,38.000,6.000,9.000,34.000,28.000,13550.570,0,100.00,23:59,,
日の出町,確,81.000,104.597,446.000,7.000,84.000,6.000,23.000,224.000,5.000,788.000,1215.000,32.183,76.894,1687.000,38.218,682.000,729.000,6.000,53.000,10.000,1433.000,250.000,9.000,9.105,2.000,3.000,22.000,5.000,12.000,2.000,7.000,7947.400,0,100.00,23:58,,
檜原村,確,14.000,9.000,63.000,0.000,14.000,1.000,5.000,36.000,1.000,79.000,257.000,1.000,7.000,379.000,6.000,88.000,96.000,2.000,12.000,2.000,236.000,23.000,2.000,0.000,2.000,2.000,2.000,0.000,2.000,0.000,2.000,1334.000,0,100.00,22:03,,
奥多摩町,確,26.000,6.285,122.000,5.000,25.000,2.000,13.000,88.000,2.000,262.000,409.000,9.428,28.384,696.000,6.285,156.000,238.000,5.000,23.000,1.000,557.000,63.000,1.000,12.615,2.000,4.000,5.000,2.000,2.000,1.000,0.000,2766.712,0,100.00,21:44,,
☆島部計,確,150.000,115.021,403.000,8.000,134.000,16.000,47.000,714.000,14.000,1267.000,2260.000,21.212,90.000,3053.000,73.765,747.000,1298.000,16.000,117.000,16.000,2074.000,222.000,11.000,14.000,8.000,5.000,37.000,8.000,20.000,23.000,14.000,12880.977,0,100.00,,,
大島支庁小計,確,76.000,43.021,176.000,2.000,51.000,12.000,16.000,264.000,4.000,750.000,977.000,9.212,34.000,1723.000,25.765,311.000,694.000,6.000,54.000,13.000,973.000,92.000,3.000,8.000,4.000,5.000,16.000,7.000,10.000,12.000,11.000,6338.977,0,100.00,,,
大島町,確,52.000,25.021,118.000,2.000,30.000,9.000,13.000,142.000,4.000,618.000,693.000,5.212,26.000,863.000,18.765,197.000,388.000,5.000,35.000,10.000,493.000,54.000,1.000,7.000,3.000,5.000,13.000,6.000,9.000,8.000,7.000,3834.977,0,100.00,00:41,,
利島村,確,0.000,.000,4.000,0.000,0.000,0.000,0.000,10.000,0.000,16.000,24.000,0.000,0.000,101.000,0.000,3.000,14.000,0.000,1.000,0.000,21.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,199.000,0,100.00,21:16,,
新島村,確,18.000,11.000,37.000,0.000,18.000,2.000,3.000,75.000,0.000,93.000,107.000,3.000,4.000,396.000,5.000,79.000,222.000,0.000,13.000,3.000,296.000,28.000,0.000,1.000,0.000,0.000,2.000,0.000,0.000,3.000,2.000,1410.000,0,100.00,23:35,,
神津島村,確,6.000,7.000,17.000,0.000,3.000,1.000,0.000,37.000,0.000,23.000,153.000,1.000,4.000,363.000,2.000,32.000,70.000,1.000,5.000,0.000,163.000,5.000,2.000,0.000,1.000,0.000,1.000,1.000,1.000,1.000,2.000,895.000,0,100.00,22:02,,
三宅支庁小計,確,8.000,13.000,47.000,0.000,16.000,2.000,2.000,69.000,2.000,158.000,201.000,5.000,11.000,385.000,3.000,69.000,128.000,1.000,6.000,1.000,276.000,23.000,1.000,2.000,1.000,0.000,0.000,0.000,1.000,1.000,0.000,1419.000,0,100.00,,,
三宅村,確,3.000,12.000,40.000,0.000,14.000,1.000,2.000,50.000,2.000,143.000,189.000,4.000,11.000,337.000,2.000,60.000,112.000,1.000,5.000,0.000,234.000,18.000,0.000,2.000,1.000,0.000,0.000,0.000,1.000,1.000,0.000,1233.000,0,100.00,00:31,,
御蔵島村,確,5.000,1.000,7.000,0.000,2.000,1.000,0.000,19.000,0.000,15.000,12.000,1.000,0.000,48.000,1.000,9.000,16.000,0.000,1.000,1.000,42.000,5.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,186.000,0,100.00,22:15,,
八丈支庁小計,確,51.000,45.000,116.000,3.000,53.000,2.000,23.000,166.000,4.000,281.000,981.000,6.000,34.000,770.000,28.000,301.000,316.000,7.000,42.000,0.000,641.000,84.000,5.000,2.000,2.000,0.000,16.000,0.000,8.000,8.000,1.000,3951.000,0,100.00,,,
八丈町,確,48.000,43.000,111.000,3.000,51.000,2.000,23.000,161.000,4.000,276.000,965.000,6.000,34.000,743.000,28.000,292.000,308.000,7.000,39.000,0.000,631.000,83.000,5.000,2.000,2.000,0.000,16.000,0.000,8.000,8.000,1.000,3857.000,0,100.00,23:36,,
青ヶ島村,確,3.000,2.000,5.000,0.000,2.000,0.000,0.000,5.000,0.000,5.000,16.000,0.000,0.000,27.000,0.000,9.000,8.000,0.000,3.000,0.000,10.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,94.000,0,100.00,21:40,,
小笠原支庁小計,確,15.000,14.000,64.000,3.000,14.000,0.000,6.000,215.000,4.000,78.000,101.000,1.000,11.000,175.000,17.000,66.000,160.000,2.000,15.000,2.000,184.000,23.000,2.000,2.000,1.000,0.000,5.000,1.000,1.000,2.000,2.000,1172.000,0,100.00,,,
小笠原村,確,15.000,14.000,64.000,3.000,14.000,0.000,6.000,215.000,4.000,78.000,101.000,1.000,11.000,175.000,17.000,66.000,160.000,2.000,15.000,2.000,184.000,23.000,2.000,2.000,1.000,0.000,5.000,1.000,1.000,2.000,2.000,1172.000,0,100.00,23:05,,
