令和元年7月21日 執行,,,,,,,,,,,,,,,,,,,,,,,,,
参議院（東京都選出）議員選挙　候補者別得票数（全候補）,,,,,,,,,,,,,,,,,,,,,,,,,
東京都選挙管理委員会,,,,,,,,,,,,,,,,,,,,,,,,,
令和元年 7月22日 6時 10分 確定,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,定数　6人,,,
　　台東区,確,17388.996,10277.000,10027.000,9767.000,337.000,389.000,5123.000,9961.000,3307.000,111.000,385.000,848.000,8431.000,477.000,298.000,3345.000,116.000,2365.000,57.003,1572.000,84581.999,0,100.00,1:52
　　墨田区,確,27263.000,12150.000,7680.000,17216.000,341.000,198.000,7582.000,13223.000,4025.000,140.000,532.000,1193.000,10972.000,580.000,363.000,3800.000,213.000,2734.000,116.000,1986.000,112307.000,0,100.00,1:18
　　江東区,確,46702.000,23611.000,16948.000,31562.000,608.000,390.000,15081.000,24954.000,6209.000,373.000,1072.000,2288.000,22719.000,1316.000,695.000,6786.000,520.000,5379.000,143.000,4370.000,211726.000,0,100.00,1:23
　　品川区,確,31096.997,18626.000,20056.000,20912.000,560.000,536.000,13413.000,20742.000,6295.000,276.000,1084.000,2143.000,16536.000,1296.000,608.000,5841.000,367.000,4281.000,72.002,2659.000,167399.999,0,100.00,2:03
　　目黒区,確,23114.000,17292.000,13367.000,12289.000,495.000,252.000,10101.000,13247.000,4225.000,227.000,527.000,1427.000,12561.000,570.000,707.000,6000.000,193.000,2650.000,77.000,1907.000,121228.000,0,100.00,2:57
　　大田区,確,66094.998,29815.000,26044.000,47218.000,1398.000,510.000,24743.000,36147.000,10158.000,292.000,1389.000,4569.000,30000.000,2055.000,1375.000,9759.000,677.000,6220.000,125.001,5631.000,304219.999,0,100.00,1:57
　　世田谷区,確,71607.000,60730.000,44961.000,38129.000,1468.000,1075.000,36078.000,39512.000,15022.000,633.000,1951.000,6975.000,39500.000,2171.000,1941.000,22088.000,497.000,7637.000,283.000,6147.000,398405.000,0,100.00,3:42
　　渋谷区,確,18707.000,12240.000,9544.000,8537.000,332.000,213.000,8985.000,10353.000,3225.000,167.000,449.000,1072.000,9178.000,464.000,426.000,5640.000,118.000,2332.000,53.000,1523.000,93558.000,0,100.00,1:28
　　中野区,確,27186.000,18762.000,10496.000,17072.000,428.000,296.000,15139.000,17793.000,3930.000,156.000,602.000,1982.000,12002.000,698.000,562.000,7051.000,237.000,3124.000,59.000,1883.000,139458.000,0,100.00,1:25
　　杉並区,確,48397.000,37973.000,20893.000,23928.000,904.000,870.000,23180.000,30815.000,8847.000,452.000,986.000,4007.000,23329.000,1261.000,1071.000,13226.000,403.000,5587.000,190.000,4318.000,250637.000,0,100.00,4:06
　　豊島区,確,20231.000,13905.000,12290.000,14866.000,403.000,187.000,9238.000,14002.000,4051.000,400.000,634.000,1569.000,10926.000,829.000,423.000,4692.000,274.000,2875.000,96.000,1889.000,113780.000,0,100.00,5:36
　　北区,確,27763.000,14809.000,9440.000,27417.000,314.000,277.000,9818.000,21552.000,3671.000,184.000,637.000,2219.000,26687.000,757.000,481.000,4525.000,354.000,3687.000,87.000,1925.000,156604.000,0,100.00,1:00
　　荒川区,確,16049.000,8182.000,8158.000,14160.000,215.000,217.000,5738.000,12149.000,2719.000,111.000,311.000,1139.000,8019.000,486.000,318.000,2657.000,140.000,1976.000,29.000,1322.000,84095.000,0,100.00,2:01
　　板橋区,確,47424.000,24385.000,16570.000,36299.000,591.000,895.000,19532.000,32363.000,8086.000,436.000,1064.000,3906.000,20777.000,1290.000,941.000,7485.000,334.000,6368.000,134.000,3924.000,232804.000,0,100.00,1:12
　　練馬区,確,60989.993,36737.000,27956.000,41440.000,945.000,952.000,27819.000,38324.000,10531.000,535.000,1970.000,5394.000,27016.000,1900.000,1411.000,11665.000,418.000,7661.000,189.006,4906.000,308758.999,0,100.00,1:46
　　足立区,確,49874.000,29291.000,21583.000,54368.000,647.000,774.000,12341.000,35807.000,6221.000,349.000,1081.000,2673.000,19891.000,1470.000,1053.000,7553.000,442.000,5780.000,131.000,4266.000,255595.000,0,100.00,1:40
　　葛飾区,確,35752.000,19198.000,19792.000,37202.000,516.000,619.000,10577.000,24048.000,5506.000,290.000,1164.000,2318.000,16256.000,1351.000,767.000,5512.000,323.000,4960.000,150.000,3462.000,189763.000,0,100.00,4:53
　　江戸川区,確,58415.998,27655.000,16806.000,49690.000,667.000,636.000,15727.000,28893.000,8258.000,427.000,1204.000,3241.000,22877.000,1736.000,1188.000,7204.000,479.000,6306.000,116.001,4709.000,256234.999,0,100.00,2:09
☆市部計,確,343940.985,218211.000,161130.000,264312.000,5439.000,5169.000,189033.000,230853.000,55990.000,3426.000,7559.000,31049.000,144003.000,10620.000,7170.000,60777.000,2867.000,37799.000,1123.013,25212.000,1805682.998,0,100.00,
　　八王子市,確,42398.000,24688.000,20607.000,46803.000,640.000,500.000,25662.000,28926.000,6240.000,364.000,939.000,3626.000,16536.000,1304.000,1156.000,6825.000,615.000,5038.000,117.000,2802.000,235786.000,0,100.00,1:28
　　立川市,確,16921.000,8466.000,6370.000,12675.000,191.000,130.000,6514.000,10665.000,2449.000,172.000,326.000,1191.000,5689.000,417.000,243.000,2298.000,65.000,1686.000,50.000,1350.000,77868.000,0,100.00,1:22
　　武蔵野市,確,12018.000,10280.000,7074.000,5780.000,211.000,105.000,9431.000,7369.000,2961.000,143.000,323.000,1170.000,5797.000,301.000,245.000,2969.000,87.000,1197.000,39.000,988.000,68488.000,0,100.00,0:13
　　三鷹市,確,16399.000,10555.000,6796.000,8640.000,321.000,290.000,10641.000,9814.000,3573.000,124.000,342.000,1535.000,7301.000,440.000,370.000,3828.000,220.000,1839.000,31.000,1057.000,84116.000,0,100.00,0:40
　　青梅市,確,12660.000,5314.000,4127.000,9621.000,155.000,288.000,5177.000,6750.000,1343.000,110.000,187.000,815.000,3752.000,488.000,229.000,1497.000,52.000,1060.000,65.000,748.000,54438.000,0,100.00,1:28
　　府中市,確,21594.000,14850.000,10346.000,14462.000,338.000,219.000,10883.000,12572.000,3901.000,298.000,467.000,1862.000,9621.000,783.000,471.000,3687.000,199.000,2550.000,52.000,1669.000,110824.000,0,100.00,0:06
　　昭島市,確,9615.000,5642.000,3892.000,8294.000,116.000,128.000,3374.000,5782.000,1280.000,76.000,185.000,834.000,3358.000,361.000,168.000,1271.000,68.000,903.000,16.000,546.000,45909.000,0,100.00,1:40
　　調布市,確,18655.000,12230.000,9351.000,12593.000,314.000,203.000,11675.000,12560.000,3535.000,158.000,408.000,2117.000,9241.000,492.000,355.000,4109.000,162.000,2172.000,73.000,1592.000,101995.000,0,100.00,0:11
　　町田市,確,38606.993,21490.000,16629.000,24818.000,723.000,1115.000,20518.000,21860.000,6585.000,247.000,997.000,2888.000,16178.000,974.000,636.000,6030.000,233.000,3910.000,119.006,3103.000,187659.999,0,100.00,1:25
　　小金井市,確,10016.000,6324.000,6186.000,5228.000,134.000,151.000,8765.000,6933.000,1917.000,65.000,235.000,918.000,4821.000,262.000,257.000,2227.000,63.000,1054.000,26.000,743.000,56325.000,0,100.00,2:50
　　小平市,確,14301.000,10620.000,7564.000,13107.000,253.000,147.000,10142.000,9974.000,2486.000,187.000,286.000,1395.000,6786.000,529.000,334.000,2909.000,121.000,1688.000,48.000,1027.000,83904.000,0,100.00,0:46
　　日野市,確,16576.000,11152.000,6980.000,10259.000,279.000,180.000,7637.000,11741.000,2359.000,260.000,435.000,1583.000,6577.000,683.000,378.000,2619.000,157.000,1982.000,74.000,1081.000,82992.000,0,100.00,1:43
　　東村山市,確,11204.000,7527.000,6280.000,11274.000,202.000,161.000,5300.000,10092.000,1765.000,90.000,283.000,1155.000,5104.000,430.000,279.000,2101.000,79.000,1273.000,62.000,1074.000,65735.000,0,100.00,0:58
　　国分寺市,確,9943.000,7911.000,6262.000,6582.000,168.000,130.000,6256.000,7011.000,1867.000,124.000,210.000,1379.000,4828.000,294.000,247.000,2295.000,58.000,1141.000,41.000,684.000,57431.000,0,100.00,1:08
　　国立市,確,6363.000,5021.000,3317.000,3907.000,131.000,41.000,3509.000,5083.000,1033.000,88.000,134.000,759.000,2736.000,150.000,121.000,1618.000,68.000,694.000,44.000,525.000,35342.000,0,100.00,0:13
　　福生市,確,4997.000,2105.000,2069.000,4464.000,71.000,86.000,2075.000,2537.000,600.000,45.000,119.000,356.000,1658.000,158.000,81.000,718.000,27.000,507.000,24.000,350.000,23047.000,0,100.00,23:55
　　狛江市,確,7447.000,4495.000,3345.000,4385.000,118.000,54.000,4055.000,5711.000,1116.000,105.000,109.000,627.000,2982.000,193.000,157.000,1548.000,48.000,721.000,22.000,526.000,37764.000,0,100.00,0:15
　　東大和市,確,7237.000,4407.000,2069.000,7673.000,87.000,81.000,2786.000,5461.000,835.000,87.000,130.000,627.000,2618.000,198.000,131.000,917.000,59.000,675.000,14.000,421.000,36513.000,0,100.00,0:31
　　清瀬市,確,6195.000,3882.000,2277.000,4848.000,75.000,71.000,2871.000,6029.000,980.000,94.000,115.000,465.000,2201.000,185.000,116.000,967.000,60.000,739.000,11.000,501.000,32682.000,0,100.00,1:06
　　東久留米市,確,8467.000,4827.000,4325.000,7865.000,127.000,200.000,5338.000,8315.000,1318.000,61.000,148.000,1208.000,3534.000,279.000,181.000,1472.000,42.000,1063.000,26.000,691.000,49487.000,0,100.00,1:25
　　武蔵村山市,確,5393.992,2696.000,1593.000,6532.000,63.000,81.000,1837.000,3943.000,678.000,64.000,104.000,293.000,1667.000,154.000,100.000,660.000,39.000,483.000,19.007,300.000,26699.999,0,100.00,1:24
　　多摩市,確,11478.000,10304.000,6362.000,8361.000,195.000,224.000,5898.000,9389.000,1721.000,135.000,332.000,1531.000,5908.000,333.000,214.000,2459.000,79.000,1335.000,35.000,900.000,67193.000,0,100.00,2:03
　　稲城市,確,7834.000,4843.000,3780.000,4894.000,114.000,111.000,4211.000,4334.000,1187.000,108.000,225.000,560.000,3534.000,230.000,159.000,1255.000,48.000,997.000,17.000,576.000,39017.000,0,100.00,23:28
　　羽村市,確,4034.000,2589.000,2430.000,3790.000,76.000,66.000,1752.000,2863.000,775.000,35.000,63.000,339.000,1660.000,146.000,89.000,590.000,36.000,457.000,14.000,214.000,22018.000,0,100.00,0:16
　　あきる野市,確,8001.000,3509.000,2480.000,5742.000,106.000,112.000,3519.000,4147.000,961.000,51.000,92.000,427.000,2372.000,204.000,120.000,808.000,48.000,680.000,41.000,303.000,33723.000,0,100.00,1:10
　　西東京市,確,15587.000,12484.000,8619.000,11715.000,231.000,295.000,9207.000,10992.000,2525.000,135.000,365.000,1389.000,7544.000,632.000,333.000,3100.000,134.000,1955.000,43.000,1441.000,88726.000,0,100.00,1:32
☆西多摩郡計,確,5955.000,2514.000,1869.000,4558.000,43.000,59.000,1575.000,2391.000,560.000,37.000,72.000,290.000,1566.000,215.000,78.000,472.000,37.000,317.000,17.000,241.000,22866.000,0,100.00,
　　瑞穂町,確,2884.000,1228.000,989.000,2596.000,26.000,33.000,842.000,1209.000,336.000,14.000,28.000,147.000,869.000,123.000,36.000,231.000,15.000,183.000,8.000,140.000,11937.000,0,100.00,1:02
　　日の出町,確,1826.000,964.000,602.000,1283.000,11.000,14.000,481.000,839.000,157.000,21.000,27.000,104.000,471.000,58.000,35.000,152.000,15.000,105.000,8.000,66.000,7239.000,0,100.00,0:01
　　檜原村,確,410.000,104.000,121.000,229.000,2.000,4.000,95.000,76.000,21.000,1.000,2.000,13.000,53.000,10.000,1.000,34.000,1.000,6.000,0.000,10.000,1193.000,0,100.00,21:30
　　奥多摩町,確,835.000,218.000,157.000,450.000,4.000,8.000,157.000,267.000,46.000,1.000,15.000,26.000,173.000,24.000,6.000,55.000,6.000,23.000,1.000,25.000,2497.000,0,100.00,22:27
☆島部計,確,3771.000,1022.000,998.000,2143.000,44.000,43.000,617.000,1435.000,260.000,25.000,71.000,143.000,680.000,44.000,55.000,451.000,19.000,175.000,16.000,81.000,12093.000,0,100.00,
　大島支庁小計,確,1951.000,406.000,502.000,916.000,24.000,18.000,280.000,794.000,121.000,15.000,37.000,61.000,303.000,20.000,24.000,174.000,5.000,89.000,10.000,39.000,5789.000,0,100.00,
　　　大島町,確,1026.000,245.000,248.000,581.000,16.000,11.000,165.000,623.000,52.000,11.000,25.000,36.000,201.000,10.000,15.000,96.000,3.000,44.000,10.000,21.000,3439.000,0,100.00,23:39
　　　利島村,確,105.000,12.000,14.000,22.000,0.000,0.000,3.000,16.000,3.000,0.000,3.000,2.000,2.000,2.000,0.000,2.000,0.000,5.000,0.000,4.000,195.000,0,100.00,23:10
　　　新島村,確,567.000,96.000,114.000,114.000,7.000,5.000,65.000,114.000,39.000,3.000,7.000,19.000,52.000,5.000,7.000,34.000,2.000,15.000,0.000,9.000,1274.000,0,100.00,22:20
　　　神津島村,確,253.000,53.000,126.000,199.000,1.000,2.000,47.000,41.000,27.000,1.000,2.000,4.000,48.000,3.000,2.000,42.000,0.000,25.000,0.000,5.000,881.000,0,100.00,22:56
　三宅支庁小計,確,495.000,126.000,113.000,179.000,2.000,8.000,78.000,196.000,26.000,3.000,6.000,20.000,61.000,4.000,2.000,47.000,3.000,22.000,0.000,5.000,1396.000,0,100.00,
　　　三宅村,確,440.000,101.000,90.000,168.000,2.000,7.000,64.000,172.000,25.000,2.000,6.000,19.000,46.000,3.000,2.000,33.000,3.000,18.000,0.000,4.000,1205.000,0,100.00,21:58
　　　御蔵島村,確,55.000,25.000,23.000,11.000,0.000,1.000,14.000,24.000,1.000,1.000,0.000,1.000,15.000,1.000,0.000,14.000,0.000,4.000,0.000,1.000,191.000,0,100.00,21:46
　八丈支庁小計,確,823.000,386.000,298.000,899.000,13.000,13.000,186.000,326.000,70.000,7.000,22.000,49.000,233.000,9.000,19.000,100.000,11.000,24.000,5.000,25.000,3518.000,0,100.00,
　　　八丈町,確,783.000,381.000,289.000,881.000,13.000,13.000,180.000,314.000,68.000,7.000,22.000,47.000,230.000,9.000,19.000,97.000,11.000,24.000,5.000,25.000,3418.000,0,100.00,23:00
　　　青ヶ島村,確,40.000,5.000,9.000,18.000,0.000,0.000,6.000,12.000,2.000,0.000,0.000,2.000,3.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,100.000,0,100.00,21:50
　小笠原支庁小計,確,502.000,104.000,85.000,149.000,5.000,4.000,73.000,119.000,43.000,0.000,6.000,13.000,83.000,11.000,10.000,130.000,0.000,40.000,1.000,12.000,1390.000,0,100.00,
　　　小笠原村,確,502.000,104.000,85.000,149.000,5.000,4.000,73.000,119.000,43.000,0.000,6.000,13.000,83.000,11.000,10.000,130.000,0.000,40.000,1.000,12.000,1390.000,0,100.00,22:49
法定得票数,159757.472,,供託物没収点,119818.104,,,,,,,,,,,,,,,,,,,,,
