令和4年7月10日  執行,,,,,,,,,,,,,,,,,,
参議院（比例代表選出）議員選挙　名簿登載者の得票総数　開票区別一覧,,,,,,,,,,,,,,,,,,
東京都選挙管理委員会,,,,,,,,,,,,,,,,,,
公明党,,,,,,,,,,,,,,,,,,
18時  10分  現在　確定,,,,,,,,,,,,,,,,,,
開  票  区  名,計,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
　　練馬区,1969.004,545.000,531.000,198.000,52.000,112.000,275.952,35.000,45.052,14.000,84.000,7.000,10.000,2.000,2.000,4.000,5.000,47.000
　　足立区,2107.961,534.000,850.000,193.000,32.000,75.000,216.832,24.000,40.129,8.000,77.000,6.000,6.000,2.000,1.000,5.000,1.000,37.000
　　葛飾区,1363.841,297.000,579.000,141.000,27.000,43.000,148.807,14.000,17.034,4.000,48.000,2.000,3.000,9.000,0.000,6.000,2.000,23.000
　　江戸川区,2900.293,702.000,1146.000,332.000,42.000,92.000,286.218,15.000,75.075,5.000,111.000,3.000,10.000,3.000,2.000,4.000,6.000,66.000
　☆市部計,10603.928,2750.000,2719.000,1192.000,390.000,851.000,1454.602,157.000,188.326,50.000,415.000,25.000,76.000,26.000,8.000,18.000,38.000,246.000
　　八王子市,2479.000,619.000,516.000,283.000,182.000,267.000,421.000,22.000,28.000,15.000,60.000,4.000,14.000,3.000,2.000,4.000,7.000,32.000
　　立川市,432.479,109.000,106.000,49.000,8.000,44.000,49.457,19.000,5.022,4.000,22.000,0.000,4.000,1.000,1.000,1.000,2.000,8.000
　　武蔵野市,291.060,73.000,84.000,30.000,8.000,25.000,28.000,2.000,5.060,1.000,13.000,5.000,3.000,1.000,0.000,0.000,1.000,12.000
　　三鷹市,322.651,89.000,87.000,25.000,7.000,30.000,43.651,7.000,1.000,2.000,11.000,1.000,5.000,0.000,0.000,1.000,2.000,11.000
　　青梅市,297.602,84.000,98.000,26.000,1.000,17.000,41.602,3.000,8.000,1.000,12.000,0.000,1.000,0.000,0.000,0.000,1.000,4.000
　　府中市,430.029,118.000,107.000,36.000,6.000,36.000,64.000,11.000,8.029,2.000,18.000,3.000,5.000,3.000,0.000,1.000,1.000,11.000
　　昭島市,245.673,51.000,69.000,32.000,5.000,16.000,35.673,4.000,4.000,1.000,15.000,1.000,0.000,0.000,0.000,0.000,1.000,11.000
　　調布市,507.000,137.000,151.000,54.000,19.000,30.000,61.000,7.000,6.000,0.000,18.000,0.000,12.000,0.000,0.000,0.000,1.000,11.000
　　町田市,1428.887,416.000,323.000,192.000,38.000,96.000,178.698,12.000,36.189,1.000,74.000,2.000,5.000,5.000,1.000,6.000,3.000,40.000
　　小金井市,203.026,56.000,45.000,17.000,15.000,23.000,26.000,2.000,4.026,2.000,4.000,0.000,1.000,1.000,0.000,1.000,1.000,5.000
　　小平市,431.000,102.000,103.000,58.000,14.000,31.000,68.000,10.000,3.000,7.000,15.000,1.000,4.000,1.000,0.000,1.000,4.000,9.000
　　日野市,378.000,91.000,103.000,54.000,12.000,31.000,50.000,2.000,12.000,2.000,8.000,0.000,0.000,1.000,2.000,0.000,0.000,10.000
　　東村山市,375.000,81.000,111.000,40.000,14.000,21.000,46.000,17.000,6.000,5.000,20.000,1.000,0.000,1.000,1.000,0.000,0.000,11.000
　　国分寺市,280.000,66.000,71.000,28.000,6.000,16.000,53.000,4.000,11.000,3.000,6.000,0.000,0.000,1.000,1.000,1.000,2.000,11.000
　　国立市,134.000,25.000,40.000,16.000,8.000,11.000,20.000,1.000,1.000,0.000,6.000,0.000,0.000,1.000,0.000,1.000,0.000,4.000
　　福生市,191.000,68.000,52.000,15.000,1.000,15.000,21.000,0.000,4.000,0.000,8.000,2.000,1.000,0.000,0.000,0.000,2.000,2.000
　　狛江市,256.521,71.000,75.000,23.000,2.000,17.000,24.521,3.000,7.000,0.000,16.000,1.000,11.000,0.000,0.000,0.000,0.000,6.000
　　東大和市,230.000,56.000,81.000,26.000,4.000,12.000,24.000,10.000,2.000,1.000,7.000,1.000,1.000,1.000,0.000,0.000,1.000,3.000
　　清瀬市,124.000,31.000,46.000,10.000,3.000,6.000,20.000,0.000,0.000,0.000,4.000,0.000,0.000,1.000,0.000,0.000,0.000,3.000
　　東久留米市,346.000,103.000,92.000,39.000,6.000,12.000,43.000,7.000,9.000,0.000,22.000,1.000,2.000,1.000,0.000,0.000,1.000,8.000
　　武蔵村山市,173.000,47.000,52.000,19.000,0.000,8.000,14.000,2.000,7.000,0.000,10.000,0.000,2.000,1.000,0.000,1.000,2.000,8.000
　　多摩市,245.000,57.000,73.000,25.000,4.000,29.000,36.000,1.000,2.000,3.000,12.000,0.000,0.000,2.000,0.000,0.000,0.000,1.000
　　稲城市,215.000,53.000,71.000,23.000,7.000,9.000,23.000,6.000,7.000,0.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000
　　羽村市,97.000,19.000,31.000,8.000,3.000,6.000,12.000,0.000,4.000,0.000,5.000,1.000,2.000,1.000,0.000,0.000,0.000,5.000
　　あきる野市,140.000,29.000,43.000,23.000,2.000,11.000,10.000,4.000,3.000,0.000,6.000,1.000,3.000,0.000,0.000,0.000,2.000,3.000
　　西東京市,351.000,99.000,89.000,41.000,15.000,32.000,41.000,1.000,5.000,0.000,13.000,0.000,0.000,0.000,0.000,0.000,4.000,11.000
　☆西多摩郡計,98.000,28.000,30.000,10.000,2.000,1.000,16.000,0.000,1.000,0.000,8.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000
　　瑞穂町,63.000,16.000,21.000,6.000,2.000,1.000,11.000,0.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
　　日の出町,29.000,10.000,7.000,3.000,0.000,0.000,4.000,0.000,1.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
　　檜原村,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
　　奥多摩町,5.000,2.000,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
　☆島部計,48.000,12.000,13.000,4.000,0.000,2.000,6.000,2.000,0.000,0.000,4.000,0.000,1.000,0.000,1.000,0.000,1.000,2.000
　　大島支庁小計,19.000,7.000,5.000,2.000,0.000,1.000,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000
　　　大島町,12.000,4.000,4.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000
　　　利島村,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
　　　新島村,6.000,3.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
　　　神津島村,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
　　三宅支庁小計,4.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000
　　　三宅村,2.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
　　　御蔵島村,2.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
　　八丈支庁小計,15.000,3.000,4.000,1.000,0.000,0.000,3.000,0.000,0.000,0.000,3.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
　　　八丈町,15.000,3.000,4.000,1.000,0.000,0.000,3.000,0.000,0.000,0.000,3.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
　　　青ヶ島村,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
　　小笠原支庁小計,10.000,2.000,2.000,1.000,0.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
　　　小笠原村,10.000,2.000,2.000,1.000,0.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
