,三鷹市 固定資産台帳（令和2年度末）,,,,,,,,,（単位：円）
有形固定資産/物品/美術品,一般会計,高松次郎　油彩画等　はばたく永遠,1995/4/1,"5,000,000",0,"5,000,000",,,1,枚
有形固定資産/物品/美術品,一般会計,高松次郎　油彩画等　点（ＪＴ－１３）,2000/3/9,"4,200,000",0,"4,200,000",,,1,枚
有形固定資産/物品/美術品,一般会計,高松次郎　油彩画等　波　ＪＴ－229（青）、ＪＴ－230（白）,2002/5/21,"5,000,000",0,"5,000,000",,,2,枚
有形固定資産/物品/美術品,一般会計,豊福知徳　彫刻　憩いの像,1994/6/15,"10,000,000",0,"10,000,000",,,1,体
有形固定資産/物品/美術品,一般会計,豊福知徳　彫刻　半円柱Ⅰ,1994/11/18,"11,400,000",0,"11,400,000",,,1,体
有形固定資産/物品/美術品,一般会計,豊福知徳　彫刻　群像,1995/10/13,"3,300,000",0,"3,300,000",,,1,体
有形固定資産/物品/美術品,一般会計,豊福知徳　彫刻　ＣＡＥＬＵＭ（空濶’９５）,1995/6/30,"10,000,000",0,"10,000,000",,,1,体
有形固定資産/物品/美術品,一般会計,中西夏之　油彩画　中央の速い白　Ⅸ,1998/3/6,"4,500,000",0,"4,500,000",,,1,枚
有形固定資産/物品/美術品,一般会計,中村錦平　彫刻　漂ウ共同幻想体,1995/6/30,"15,000,000",0,"15,000,000",,,6,体
有形固定資産/物品/美術品,一般会計,福王寺法林　日本画　「暁富士」,1993/11/30,"6,000,000",0,"6,000,000",,,1,枚
有形固定資産/物品/美術品,一般会計,福王寺法林　日本画　ヒマラヤの朝,2004/12/21,"3,000,000",0,"3,000,000",,,1,枚
有形固定資産/物品/美術品,一般会計,水野孝　ブロンズ像　飛び立つ鳥たち,1990/12/1,"15,000,000",0,"15,000,000",,,1,体
有形固定資産/物品/美術品,一般会計,最上壽之　彫刻　ミテキタヨウナ　ウソヲツク,2005/5/26,"4,000,000",0,"4,000,000",,,1,体
有形固定資産/物品/美術品,一般会計,森田沙伊　日本画　二人像（日本画）,1992/3/25,"6,650,000",0,"6,650,000",,,1,枚
有形固定資産/物品/美術品,一般会計,森田沙伊　日本画　私の戸棚（日本画）,1992/3/25,"6,650,000",0,"6,650,000",,,1,枚
有形固定資産/物品/美術品,一般会計,森田沙伊　日本画　犬（日本画）,1992/3/25,"6,650,000",0,"6,650,000",,,1,枚
有形固定資産/物品/美術品,一般会計,横山操　日本画　むさし乃,1993/8/27,"15,000,000",0,"15,000,000",,,1,枚
有形固定資産/物品/美術品,一般会計,米谷清和　日本画　春の頃,2001/6/19,"3,000,000",0,"3,000,000",,,1,枚
有形固定資産/物品/美術品,一般会計,李禹煥　版画　出港地　Ａ,1993/10/6,"4,000,000",0,"4,000,000",,,1,枚
有形固定資産/物品/美術品,一般会計,李禹煥　油彩画　Ｗith Ｗinds,1999/2/26,"4,095,000",0,"4,095,000",,,1,枚
有形固定資産/物品/美術品,一般会計,山本有三　鉄砂丸紋大鉢（益子焼）　鉄砂丸紋大鉢,1987/10/15,"4,000,000",0,"4,000,000",,,1,体
有形固定資産/物品/美術品,一般会計,桜井浜江　油彩画　波,2009/3/31,"3,500,000",0,"3,500,000",,,1,枚
有形固定資産/物品/美術品,一般会計,高島野十郎　油彩画　けし,2009/6/23,"4,500,000",0,"4,500,000",,,1,枚
有形固定資産/物品/美術品,一般会計,中村晋也　ブロンズ像　太宰治,2010/10/5,"5,200,000",0,"5,200,000",,,1,体
有形固定資産/物品/美術品,一般会計,福王寺法林　日本画　「風薫る朝」,2012/12/20,"3,000,000",0,"3,000,000",,,1,枚
有形固定資産/物品/美術品,一般会計,絹谷　幸二　アフレスコ画　「湖上富嶽,2013/7/19,"7,000,000",0,"7,000,000",,,1,枚
有形固定資産/物品/美術品,一般会計,太宰治　書簡等　直筆原稿,2014/4/15,"3,742,200",0,"3,742,200",,,1,式
有形固定資産/物品/物品,一般会計,ポンプ 可搬式小型動力ポンプ　V-20E,2003/6/11,"1,417,395","1,417,394",1,15,災害対策用施設,1,式
有形固定資産/物品/物品,一般会計,ポンプ 荏原製作所　150BHS　浅井戸用取水ポンプ,2002/3/31,"1,177,096","1,177,095",1,15,災害対策用施設,1,式
有形固定資産/物品/物品,一般会計,ポンプ 荏原製作所　150BHS　放射線状集水井取水ポンプ,2002/3/31,"2,035,694","2,035,693",1,15,災害対策用施設,1,式
有形固定資産/物品/物品,一般会計,保管庫 移動保管庫セット　２列１２庫マジック扉型（４庫分削除）,2005/9/2,"1,126,093","1,126,092",1,15,,1,式
有形固定資産/物品/物品,一般会計,会議用テーブル フォールディングテーブル　ＸＳＧＬ－４４０／２,2005/9/22,"504,000","503,999",1,15,,1,式
有形固定資産/物品/物品,一般会計,"屋外遊具 幼児用組立式プール一式（ｼﾞｮｲﾏﾘﾝｻｰﾌJMS-3及び付属品ﾌﾟｰﾙｶﾊﾞｰ,収納ｶﾊﾞｰ,ｼﾞｮｲﾝﾄﾏｯﾄ）",2006/6/23,"924,000","923,999",1,11,,1,式
有形固定資産/物品/物品,一般会計,備蓄倉庫 FSⅡ－66型（連棟）,2007/2/3,"3,654,000","3,653,999",1,12,災害対策用施設,1,式
有形固定資産/物品/物品,一般会計,"備蓄倉庫 K－１０２型 4,000×2,400×2,350㎜",2007/3/14,"1,249,500","1,249,499",1,12,災害対策用施設,1,式
有形固定資産/物品/物品,一般会計,"備蓄倉庫 防災備蓄倉庫　ＦＳ－４０型、Ｋ－１０２型又は市が認める同等品 L4,000㎜×W2,400㎜×H2,350㎜",2008/2/9,"1,354,500","1,354,499",1,12,災害対策用施設,1,式
有形固定資産/物品/物品,一般会計,備蓄倉庫 防災備蓄倉庫　ＦＳ－４０型、Ｋ－１０２型又は市が認める同等品 L4000×W２４００×H２３５０,2008/3/11,"1,485,750","1,485,749",1,12,災害対策用施設,1,式
有形固定資産/物品/物品,一般会計,ピアノ アップライトピアノ　Ｗ１５２０＊Ｄ６５０＊Ｈ１３１０,2008/5/13,"640,395","640,394",1,11,,1,式
有形固定資産/物品/物品,一般会計,金庫 耐火金庫　エイコー　CS-33E　,2009/2/18,"601,650","360,984","240,666",20,,1,式
有形固定資産/物品/物品,一般会計,その他住居用器具類 ビジネスフォン　ネットコミュニティシステム　NX-Sセット,2009/3/26,"537,883","537,882",1,8,,1,式
有形固定資産/物品/物品,一般会計,その他住居用器具類 その他住居用器具類　ビジネスホン　 ネットコミュニティシステム　ＧＸ－Ｓセット,2009/3/30,"591,150","591,149",1,8,,1,式
有形固定資産/物品/物品,一般会計,その他住居用器具類 電話機　NTTﾈｯﾄｺﾐｭﾆﾃｨｼｽﾃﾑαNX－Mｾｯﾄ,2009/3/27,"546,000","545,999",1,8,,1,式
有形固定資産/物品/物品,一般会計,その他維持管理用機械器具 乗用式芝刈り機　㈱IHIシバウラLT152低刈りオプション付き,2009/9/30,"614,250","614,249",1,8,,1,式
有形固定資産/物品/物品,一般会計,その他保管用具 警備ボックス　2100×1800×H2160　 2100×1800×H2160,2009/10/20,"724,500","533,951","190,549",15,,1,式
有形固定資産/物品/物品,一般会計,エアーコンディショナー ダイキン　SZHP80AHF （ワイヤードリモコン　BRCIE2 付属品）,2010/4/1,"722,300","722,299",1,6,,1,式
有形固定資産/物品/物品,一般会計,エアーコンディショナー エアコン天吊型　ダイキン　ＳＺＨＰ８０ＡＣＴ Ｗ１５０ｃｍ×Ｄ１００ｃｍ×Ｈ２０ｃｍ,2010/10/5,"570,150","570,149",1,6,,1,式
有形固定資産/物品/物品,一般会計,エアーコンディショナー エアコン天吊型　ダイキン　ＳＺＨＰ８０ＡＣＴ Ｗ１５０ｃｍ×Ｄ１００ｃｍ×Ｈ２０ｃｍ,2010/10/5,"570,150","570,149",1,6,,1,式
有形固定資産/物品/物品,一般会計,エアーコンディショナー エアコン天吊型　ダイキン　ＳＺＨＰ８０ＡＣＴ Ｗ１５０ｃｍ×Ｄ１００ｃｍ×Ｈ２０ｃｍ,2010/10/5,"570,150","570,149",1,6,,1,式
有形固定資産/物品/物品,一般会計,エアーコンディショナー エアコン天吊型　ダイキン　ＳＺＨＰ８０ＡＣＴ Ｗ１５０ｃｍ×Ｄ１００ｃｍ×Ｈ２０ｃｍ,2010/10/5,"570,150","570,149",1,6,,1,式
有形固定資産/物品/物品,一般会計,その他維持管理用機械器具 ｴｱﾚｰｼｮﾝ作業機 (株)IHIｼﾊﾞｳﾗ SEC108,2010/11/8,"562,800","562,799",1,8,,1,式
有形固定資産/物品/物品,一般会計,無線機 防災ＭＣＡ統制局,2010/9/30,"3,373,230","3,373,229",1,10,災害対策用施設,1,式
有形固定資産/物品/物品,一般会計,無線機 防災ＭＣＡ指令局１,2010/9/30,"1,061,340","1,061,339",1,10,災害対策用施設,1,式
有形固定資産/物品/物品,一般会計,無線機 防災ＭＣＡ指令局２,2010/9/30,"1,080,765","1,080,760",5,10,災害対策用施設,1,式
有形固定資産/物品/物品,一般会計,無線機 防災ＭＣＡ指令局３,2010/9/30,"1,080,765","1,080,760",5,10,災害対策用施設,1,式
有形固定資産/物品/物品,一般会計,無線機 防災ＭＣＡ指令局４,2010/9/30,"1,080,765","1,080,760",5,10,災害対策用施設,1,式
有形固定資産/物品/物品,一般会計,無線機 防災ＭＣＡ指令局５,2010/9/30,"1,080,765","1,080,760",5,10,災害対策用施設,1,式
有形固定資産/物品/物品,一般会計,無線機 防災ＭＣＡ指令局６,2010/9/30,"1,170,015","1,170,010",5,10,災害対策用施設,1,式
有形固定資産/物品/物品,一般会計,無線機 防災ＭＣＡ指令局７,2010/9/30,"1,049,265","1,049,260",5,10,災害対策用施設,1,式
有形固定資産/物品/物品,一般会計,無線機 防災ＭＣＡ指令局８,2010/9/30,"1,049,265","1,049,260",5,10,災害対策用施設,1,式
有形固定資産/物品/物品,一般会計,無線機 防災ＭＣＡGPS指令局１,2010/9/30,"1,625,085","1,625,080",5,10,災害対策用施設,1,式
有形固定資産/物品/物品,一般会計,無線機 防災ＭＣＡGPS指令局２,2010/9/30,"1,625,085","1,625,080",5,10,災害対策用施設,1,式
有形固定資産/物品/物品,一般会計,無線機 防災ＭＣＡ電話接続兼用局１,2010/9/30,"960,645","960,640",5,10,災害対策用施設,1,式
有形固定資産/物品/物品,一般会計,無線機 防災ＭＣＡ電話接続兼用局２,2010/9/30,"960,645","960,640",5,10,災害対策用施設,1,式
有形固定資産/物品/物品,一般会計,無線機 防災ＭＣＡ電話接続兼用局３,2010/9/30,"960,645","960,640",5,10,災害対策用施設,1,式
有形固定資産/物品/物品,一般会計,洗浄・消毒器具 器具消毒保管庫　マルゼン　ＭＫＨ－０９５－Ｔ,2010/12/24,"700,350","700,349",1,6,,1,式
有形固定資産/物品/物品,一般会計,その他住居用器具類 ビジネスホン　ネットコミュニティシステムNX-M,2011/2/27,"566,265","566,264",1,8,,1,式
有形固定資産/物品/物品,一般会計,その他維持管理用機械器具 乗用芝刈機 手動式排出 (株)IHIｼﾊﾞｳﾗ LT152B(低刈りｵﾌﾟｼｮﾝ付),2011/3/11,"577,500","577,499",1,8,,1,式
有形固定資産/物品/物品,一般会計,その他維持管理用機械器具 ｴｱﾚｰｼｮﾝ作業機 (株)IHIｼﾊﾞｳﾗ SEC108,2011/3/11,"562,800","562,799",1,8,,1,式
有形固定資産/物品/物品,一般会計,エアーコンディショナー エアコン天井吊型　ダイキン　SZYH８０SAT,2011/3/24,"565,950","565,949",1,6,,1,式
有形固定資産/物品/物品,一般会計,エアーコンディショナー エアコン天井吊型　ダイキン　SZYH８０SAT,2011/3/24,"565,950","565,949",1,6,,1,式
有形固定資産/物品/物品,一般会計,ピアノ ピアノ　グランドピアノ　ヤマハＣ－３,2011/8/25,"1,531,005","1,253,889","277,116",11,,1,式
有形固定資産/物品/物品,一般会計,その他試験測定機器 TCS-172B　放射線測定装置（専用ケース付き）,2011/6/30,"548,100","548,099",1,5,,1,式
有形固定資産/物品/物品,一般会計,ピアノ アップライトピアノ 　YAMAHA  YUS1（高低自在椅子付）,2011/6/28,"688,800","564,120","124,680",11,,1,式
有形固定資産/物品/物品,一般会計,戸棚 ライオン　IP-WG02　収納戸棚　,2011/4/20,"645,750","645,749",1,8,,1,式
有形固定資産/物品/物品,一般会計,戸棚 ライオン　IP-EPZJ03-S　収納戸棚・掃除用具入,2011/4/20,"576,450","576,449",1,8,,1,式
有形固定資産/物品/物品,一般会計,戸棚 ライオン　IP-ZG6645-S　収納戸棚,2011/4/20,"1,071,000","1,070,999",1,8,,1,式
有形固定資産/物品/物品,一般会計,戸棚 ライオン　IP-ZBJ５８４６-S収納戸棚・掃除用具入,2011/4/20,"1,039,500","1,039,499",1,8,,1,式
有形固定資産/物品/物品,一般会計,戸棚 ライオン　IP-ZBG7846-S　収納戸棚,2011/4/20,"964,950","964,949",1,8,,1,式
有形固定資産/物品/物品,一般会計,戸棚 ライオン　IP-HK５８４６-S　収納戸棚,2011/4/20,"1,039,500","1,039,499",1,8,,1,式
有形固定資産/物品/物品,一般会計,戸棚 ライオン　IP-ZT７２４６-S　収納戸棚,2011/4/20,"1,376,550","1,376,549",1,8,,1,式
有形固定資産/物品/物品,一般会計,回転釜 桐山工業　ＫＩＧ２Ｄ－４０ＲＭ,2011/8/3,"761,250","761,249",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 回転釜ドライ仕様　桐山工業㈱製　ＫＩＧ２Ｄー４０ＲＭ,2011/8/3,"761,250","761,249",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 回転釜ドライ仕様　桐山工業㈱製　ＫＩＧ２Ｄー４０ＲＭ,2011/8/3,"761,250","761,249",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 フライヤー機能搭載回転釜　服部工業㈱製　GHSM－FⅡ－３２ＳＮ,2011/8/3,"792,750","792,749",1,5,,1,式
有形固定資産/物品/物品,一般会計,冷蔵(冷凍)庫 パススルー冷蔵庫　福島工業（株）　PRD-40RM1　用量１１１５ 用量１１１５L,2011/2/24,"733,000","732,999",1,6,,1,式
有形固定資産/物品/物品,一般会計,冷蔵(冷凍)庫 パススルー冷凍庫　福島工業（株）　PRD-４４FMTA１　用量１１１５ 用量１１１５L,2011/2/24,"846,000","845,999",1,6,,1,式
有形固定資産/物品/物品,一般会計,回転釜 ドライ仕様 桐山工業(株) KIG２D－40RM,2011/8/3,"761,250","761,249",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 ドライ仕様 桐山工業(株) KIG２D－40RM,2011/8/3,"761,250","761,249",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 ドライ仕様 桐山工業(株) KIG２D－40RM,2011/8/3,"761,250","761,249",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 ドライ仕様 桐山工業(株) KIG２D－40RM,2011/8/3,"761,250","761,249",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 ドライ仕様 桐山工業(株) KIG２D－40RM,2011/8/3,"761,250","761,249",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 桐山工業㈱KIG2D-40RM　13A　ガス回転釜(ドライ使用)　灰汁抜き処理,2011/8/27,"735,000","734,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 桐山工業㈱KIG2D-40RM　13A　ガス回転釜(ドライ使用)　灰汁抜き処理,2011/8/27,"735,000","734,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 桐山工業㈱KIG2D-40RM　13A　ガス回転釜(ドライ使用)　灰汁抜き処理,2011/8/27,"735,000","734,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 桐山工業㈱KIG2D-40RM　13A　ガス回転釜(ドライ使用)　灰汁抜き処理,2011/8/27,"735,000","734,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 桐山工業㈱KIG2D-40RM　13A　ガス回転釜(ドライ使用)　灰汁抜き処理,2011/8/27,"735,000","734,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,冷蔵(冷凍)庫 冷凍庫　ホシザキ電機（株）製　ＨＦ－６３－Ｚ,2011/8/23,"558,600","558,599",1,6,,1,式
有形固定資産/物品/物品,一般会計,冷蔵(冷凍)庫 冷凍庫　ホシザキ電機（株）製　ＨＦ－６３－Ｚ,2011/8/23,"558,600","558,599",1,6,,1,式
有形固定資産/物品/物品,一般会計,冷蔵(冷凍)庫 ホシザキ電気（株）製　HF－６３－Z,2011/8/23,"558,600","558,599",1,6,,1,式
有形固定資産/物品/物品,一般会計,焼窯 電気陶芸釜　新日本造形2251-805,2011/4/20,"1,213,800","917,631","296,169",12,,1,式
有形固定資産/物品/物品,一般会計,冷蔵(冷凍)庫 ホシザキ電気　製　ＨＦ－63－Z,2011/8/23,"558,600","558,599",1,6,,1,式
有形固定資産/物品/物品,一般会計,冷蔵(冷凍)庫 ホシザキ電機㈱／冷凍庫ＨＦ-６３-Ｚ,2011/8/23,"558,600","558,599",1,6,,1,式
有形固定資産/物品/物品,一般会計,冷蔵(冷凍)庫 ﾎｼｻﾞｷ電機㈱製　HF-63-Z,2011/8/23,"558,600","558,599",1,6,,1,式
有形固定資産/物品/物品,一般会計,冷蔵(冷凍)庫 ﾎｼｻﾞｷ HF-63-Z,2011/8/23,"558,600","558,599",1,6,,1,式
有形固定資産/物品/物品,一般会計,熱風消毒保管庫 中西製作所製　ECWK－８４－e,2011/8/19,"3,150,000","3,149,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,軽貨物 スバル　サンバーバン 2WD 3AT　TV1N5HB-WYC,2011/9/21,"871,500","871,499",1,5,,1,式
有形固定資産/物品/物品,一般会計,音声調整卓 TOA製 1元10局ﾃﾞｽｸ型放送設備 DA-101-10 W1980×H825×D600,2011/9/13,"844,200","844,199",1,5,,1,式
有形固定資産/物品/物品,一般会計,音声調整卓 ＴＯＡ／１元デスク型放送設備・DESK AMPLIFIER（DA-１０１-２０）,2011/9/13,"888,300","888,299",1,5,,1,式
有形固定資産/物品/物品,一般会計,その他映像関連機器類 ウチダ　ＵＸ－２Ａ　操作制御装置,2011/9/1,"1,417,500","1,417,499",1,5,,1,式
有形固定資産/物品/物品,一般会計,その他映像関連機器類 ウチダＵＸ－３　卓上型操作スイッチボックス,2011/9/1,"756,000","755,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,牛乳保冷庫 ６０Ｍ５ＢＳ,2011/12/22,"732,900","732,899",1,5,,1,式
有形固定資産/物品/物品,一般会計,牛乳保冷庫 牛乳保冷庫　大和冷機工業㈱　60M5BS,2011/12/22,"732,900","732,899",1,5,,1,式
有形固定資産/物品/物品,一般会計,野菜裁断機 フードスライサー　アイホー製　FS-35標準型　ドライ仕様,2011/12/27,"756,000","755,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,野菜裁断機 ㈱ｱｲﾎｰ製  ﾌｰﾄﾞｽﾗｲｻｰ  FS-35標準型  ﾄﾞﾗｲ仕様,2011/12/27,"756,000","755,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,裁断機 ディタッチャー（トッパンフォームズ社製　Potencia125）,2011/12/28,"1,785,000","1,784,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,軽貨物 スバルサンバーバン　２ＷＤ　３ＡＴ　ＴＶ１Ｎ５ＴＲ－ＣＹＣ,2012/3/23,"866,250","866,249",1,5,,1,式
有形固定資産/物品/物品,一般会計,実験実習机 家庭科室教師用机　帝國器材 木製 W2400×H850×D900,2012/3/28,"540,855","540,854",1,8,,1,式
有形固定資産/物品/物品,一般会計,熱風消毒保管庫 ＥＣＷＫ－４２－ｅ,2012/4/4,"1,575,000","1,574,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,熱風消毒保管庫 ＥＣＷＫ－４２ーｅＴ,2012/4/4,"1,575,000","1,574,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 服部工業製ＧＨＳＬＭ－３２ＳＮ　ドライ仕様,2012/8/8,"756,000","755,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 服部工業製ＧＨＳＬＭ－３２ＳＮ　ドライ仕様,2012/8/8,"756,000","755,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 服部工業製ＧＨＳＬＭ－３２ＳＮ　ドライ仕様,2012/8/8,"756,000","755,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 服部工業製ＧＨＳＬＭ－３２ＳＮ　ドライ仕様,2012/8/8,"756,000","755,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 桐山工業（㈱）製　回転釜ドライ仕様　KIG2D-40RM,2012/8/8,"756,000","755,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 桐山工業（㈱）製　回転釜ドライ仕様　KIG2D-40RM,2012/8/8,"756,000","755,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 桐山工業（㈱）製　回転釜ドライ仕様　KIG2D-40RM,2012/8/8,"756,000","755,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 桐山工業（㈱）製　回転釜ドライ仕様　KIG2D-40RM,2012/8/8,"756,000","755,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 服部工業（㈱）製　フライヤー機能搭載回転釜　GHSM-FⅡ-32SN,2012/8/8,"787,500","787,499",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 服部工業㈱製 ドライ仕様 GHSM-FⅡ-32SN,2012/8/8,"787,500","787,499",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 ガス回転釜（ドライ仕様）　服部工業㈱　GHSM-FⅡ-32SN,2012/8/8,"787,500","787,499",1,5,,1,式
有形固定資産/物品/物品,一般会計,熱風消毒保管庫 消毒保管庫 ㈱中西製作所製 ECWK-84-e,2012/8/16,"3,150,000","3,149,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,回転釜 ガス回転釜（ドライ仕様）　服部工業㈱製　GHSM-FⅡ-32SN,2012/8/8,"787,500","787,499",1,5,,1,式
有形固定資産/物品/物品,一般会計,コンピューター IPS　IBM社製　GX4004C-V2-200-1-P,2012/7/31,"1,246,875","1,246,874",1,4,,1,式
有形固定資産/物品/物品,一般会計,コンピューター IPS　IBM社製　GX4004C-V2-200-1-P,2012/7/31,"1,246,875","1,246,874",1,4,,1,式
有形固定資産/物品/物品,一般会計,軽貨物 軽貨物自動車　ワゴン車　スバルサンバー,2012/9/3,"840,000","839,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,その他維持管理用機械器具 ｴｱﾚｰｼｮﾝ作業機　(株)IHIｼﾊﾞｳﾗ　SEC108　同等品以上,2012/10/2,"609,000","608,999",1,8,,1,式
有形固定資産/物品/物品,一般会計,その他一般運搬器具類 昇降機　三貴工業№7711-00,2013/1/8,"578,000","577,999",1,4,,1,式
有形固定資産/物品/物品,一般会計,野菜裁断機 FS-35 標準型　ドライ仕様　㈱アイホー製　フードスライサー,2012/12/20,"756,000","755,999",1,5,,1,式
有形固定資産/物品/物品,一般会計,牛乳保冷庫 大和冷機工業㈱／牛乳保冷庫６０Ｍ５ＢＳ,2013/1/9,"732,900","732,899",1,5,,1,式
有形固定資産/物品/物品,一般会計,その他保管用具 舞台用馬立て(スチール製焼付塗装)　縦枠2060×3955(2台) 2060×3200(5台)、棚板1000×900(1台)1000×1160(,2013/2/6,"2,992,500","1,603,976","1,388,524",15,,1,式
有形固定資産/物品/物品,一般会計,普通特種車 ＴＫＧ－ＮＭＲ８５Ｎ,2013/3/4,"17,724,000","17,723,999",1,5,災害対策用施設,1,式
