令和４年12月１日現在,,,
年齢,男,女　,合計
91,190 ,435 ,625 
92,173 ,343 ,516 
93,115 ,287 ,402 
94,85 ,236 ,321 
95,67 ,181 ,248 
96,44 ,141 ,185 
97,35 ,116 ,151 
98,18 ,83 ,101 
99,9 ,55 ,64 
100,9 ,38 ,47 
101,4 ,31 ,35 
102,2 ,19 ,21 
103,0 ,3 ,3 
104,2 ,8 ,10 
105,0 ,2 ,2 
106,0 ,3 ,3 
107,1 ,0 ,1 
108,0 ,1 ,1 
109,0 ,0 ,0 
110,0 ,0 ,0 
111,0 ,0 ,0 
112,0 ,0 ,0 
113,0 ,0 ,0 
114以上,0 ,0 ,0 
計,92736 ,97412 ,190148 
令和４年11月１日現在,,,
年齢,男,女　,合計
0,609 ,603 ,1212 
1,714 ,627 ,1341 
2,700 ,703 ,1403 
3,788 ,690 ,1478 
4,853 ,769 ,1622 
5,801 ,784 ,1585 
6,911 ,844 ,1755 
7,862 ,820 ,1682 
8,886 ,836 ,1722 
9,888 ,837 ,1725 
10,809 ,798 ,1607 
11,933 ,819 ,1752 
12,807 ,855 ,1662 
13,861 ,797 ,1658 
14,852 ,789 ,1641 
15,797 ,734 ,1531 
16,804 ,817 ,1621 
17,799 ,736 ,1535 
18,809 ,791 ,1600 
19,873 ,843 ,1716 
20,1000 ,966 ,1966 
21,955 ,1065 ,2020 
22,1040 ,1080 ,2120 
23,1208 ,1194 ,2402 
24,1213 ,1179 ,2392 
25,1180 ,1219 ,2399 
26,1157 ,1178 ,2335 
27,1175 ,1096 ,2271 
28,1141 ,1115 ,2256 
29,1113 ,1109 ,2222 
30,1175 ,1107 ,2282 
31,1077 ,1095 ,2172 
32,1102 ,1082 ,2184 
33,1119 ,1106 ,2225 
34,1246 ,1266 ,2512 
35,1188 ,1186 ,2374 
36,1301 ,1249 ,2550 
37,1315 ,1348 ,2663 
38,1382 ,1366 ,2748 
39,1434 ,1346 ,2780 
40,1399 ,1355 ,2754 
41,1407 ,1398 ,2805 
42,1441 ,1399 ,2840 
43,1471 ,1495 ,2966 
44,1500 ,1530 ,3030 
45,1458 ,1511 ,2969 
46,1477 ,1546 ,3023 
47,1511 ,1498 ,3009 
48,1595 ,1656 ,3251 
49,1664 ,1599 ,3263 
50,1627 ,1655 ,3282 
51,1632 ,1649 ,3281 
52,1555 ,1589 ,3144 
53,1617 ,1577 ,3194 
54,1520 ,1520 ,3040 
55,1486 ,1484 ,2970 
56,1180 ,1187 ,2367 
57,1517 ,1426 ,2943 
58,1430 ,1227 ,2657 
59,1246 ,1231 ,2477 
60,1202 ,1192 ,2394 
61,1098 ,1060 ,2158 
62,1011 ,1061 ,2072 
63,1072 ,988 ,2060 
64,941 ,954 ,1895 
65,863 ,915 ,1778 
66,848 ,889 ,1737 
67,779 ,855 ,1634 
68,852 ,869 ,1721 
69,833 ,888 ,1721 
70,842 ,876 ,1718 
71,929 ,960 ,1889 
72,954 ,1055 ,2009 
73,1049 ,1188 ,2237 
74,1035 ,1238 ,2273 
75,949 ,1194 ,2143 
76,604 ,721 ,1325 
77,611 ,768 ,1379 
78,731 ,941 ,1672 
79,662 ,906 ,1568 
80,655 ,917 ,1572 
81,627 ,887 ,1514 
82,543 ,806 ,1349 
83,397 ,733 ,1130 
84,451 ,697 ,1148 
85,419 ,700 ,1119 
86,374 ,722 ,1096 
87,347 ,586 ,933 
88,285 ,566 ,851 
89,266 ,474 ,740 
90,225 ,504 ,729 
91,198 ,441 ,639 
92,168 ,338 ,506 
93,119 ,287 ,406 
94,79 ,233 ,312 
95,70 ,177 ,247 
96,41 ,143 ,184 
97,35 ,115 ,150 
98,19 ,82 ,101 
99,9 ,54 ,63 
100,8 ,35 ,43 
101,4 ,33 ,37 
102,2 ,19 ,21 
103,1 ,4 ,5 
104,1 ,8 ,9 
105,0 ,2 ,2 
106,0 ,3 ,3 
107,1 ,0 ,1 
108,0 ,1 ,1 
109,0 ,0 ,0 
110,0 ,0 ,0 
111,0 ,0 ,0 
112,0 ,0 ,0 
113,0 ,0 ,0 
114以上,0 ,0 ,0 
計,92819 ,97461 ,190280 
令和４年10月１日現在,,,
年齢,男,女　,合計
0,631 ,605 ,1236 
1,699 ,650 ,1349 
2,715 ,693 ,1408 
3,791 ,697 ,1488 
4,843 ,765 ,1608 
5,814 ,797 ,1611 
6,916 ,828 ,1744 
7,857 ,823 ,1680 
8,901 ,854 ,1755 
9,866 ,818 ,1684 
10,830 ,806 ,1636 
11,914 ,798 ,1712 
12,828 ,883 ,1711 
13,856 ,790 ,1646 
14,840 ,778 ,1618 
15,806 ,748 ,1554 
16,807 ,807 ,1614 
17,785 ,725 ,1510 
18,828 ,808 ,1636 
19,862 ,847 ,1709 
20,991 ,959 ,1950 
21,963 ,1075 ,2038 
22,1044 ,1076 ,2120 
23,1196 ,1203 ,2399 
24,1240 ,1179 ,2419 
25,1179 ,1179 ,2358 
26,1158 ,1196 ,2354 
27,1151 ,1100 ,2251 
28,1146 ,1123 ,2269 
29,1113 ,1109 ,2222 
30,1157 ,1120 ,2277 
31,1093 ,1097 ,2190 
32,1113 ,1075 ,2188 
33,1116 ,1124 ,2240 
34,1238 ,1255 ,2493 
35,1202 ,1188 ,2390 
36,1316 ,1239 ,2555 
37,1324 ,1364 ,2688 
38,1391 ,1376 ,2767 
39,1406 ,1328 ,2734 
40,1414 ,1380 ,2794 
41,1399 ,1381 ,2780 
42,1484 ,1426 ,2910 
43,1450 ,1516 ,2966 
44,1493 ,1505 ,2998 
45,1475 ,1514 ,2989 
46,1460 ,1553 ,3013 
47,1524 ,1487 ,3011 
48,1589 ,1669 ,3258 
49,1670 ,1590 ,3260 
50,1655 ,1650 ,3305 
51,1603 ,1639 ,3242 
52,1566 ,1601 ,3167 
53,1603 ,1587 ,3190 
54,1505 ,1492 ,2997 
55,1460 ,1494 ,2954 
56,1233 ,1206 ,2439 
57,1503 ,1394 ,2897 
58,1425 ,1253 ,2678 
59,1244 ,1219 ,2463 
60,1186 ,1161 ,2347 
61,1101 ,1054 ,2155 
62,1023 ,1063 ,2086 
63,1062 ,996 ,2058 
64,927 ,932 ,1859 
65,871 ,911 ,1782 
66,843 ,895 ,1738 
67,781 ,857 ,1638 
68,851 ,884 ,1735 
69,837 ,877 ,1714 
70,846 ,872 ,1718 
71,936 ,974 ,1910 
72,963 ,1065 ,2028 
73,1049 ,1199 ,2248 
74,1051 ,1237 ,2288 
75,917 ,1178 ,2095 
76,575 ,693 ,1268 
77,635 ,786 ,1421 
78,734 ,950 ,1684 
79,646 ,914 ,1560 
80,668 ,901 ,1569 
81,626 ,899 ,1525 
82,531 ,795 ,1326 
83,400 ,721 ,1121 
84,464 ,721 ,1185 
85,401 ,696 ,1097 
86,378 ,732 ,1110 
87,350 ,583 ,933 
88,296 ,554 ,850 
89,252 ,480 ,732 
90,235 ,507 ,742 
91,197 ,451 ,648 
92,171 ,320 ,491 
93,117 ,290 ,407 
94,78 ,237 ,315 
95,69 ,167 ,236 
96,39 ,141 ,180 
97,38 ,114 ,152 
98,17 ,82 ,99 
99,11 ,51 ,62 
100,9 ,38 ,47 
101,4 ,29 ,33 
102,2 ,21 ,23 
103,1 ,6 ,7 
104,1 ,8 ,9 
105,0 ,2 ,2 
106,0 ,3 ,3 
107,2 ,0 ,2 
108,0 ,1 ,1 
109,0 ,0 ,0 
110,0 ,0 ,0 
111,0 ,0 ,0 
112,0 ,0 ,0 
113,0 ,0 ,0 
114以上,0 ,0 ,0 
計,92872 ,97489 ,190361 
令和４年９月１日現在,,,
年齢,男,女　,合計
0,634 ,607 ,1241 
1,692 ,659 ,1351 
2,714 ,693 ,1407 
3,798 ,690 ,1488 
4,833 ,771 ,1604 
5,829 ,789 ,1618 
6,916 ,851 ,1767 
7,873 ,814 ,1687 
8,906 ,856 ,1762 
9,829 ,809 ,1638 
10,853 ,814 ,1667 
11,922 ,791 ,1713 
12,813 ,887 ,1700 
13,853 ,789 ,1642 
14,834 ,776 ,1610 
15,814 ,749 ,1563 
16,815 ,806 ,1621 
17,768 ,721 ,1489 
18,826 ,805 ,1631 
19,861 ,849 ,1710 
20,985 ,945 ,1930 
21,969 ,1061 ,2030 
22,1017 ,1048 ,2065 
23,1218 ,1218 ,2436 
24,1216 ,1186 ,2402 
25,1179 ,1164 ,2343 
26,1164 ,1195 ,2359 
27,1169 ,1097 ,2266 
28,1141 ,1128 ,2269 
29,1135 ,1132 ,2267 
30,1176 ,1112 ,2288 
31,1081 ,1079 ,2160 
32,1125 ,1080 ,2205 
33,1134 ,1155 ,2289 
34,1220 ,1244 ,2464 
35,1222 ,1181 ,2403 
36,1336 ,1251 ,2587 
37,1308 ,1378 ,2686 
38,1412 ,1347 ,2759 
39,1385 ,1345 ,2730 
40,1417 ,1368 ,2785 
41,1386 ,1379 ,2765 
42,1487 ,1474 ,2961 
43,1462 ,1482 ,2944 
44,1504 ,1540 ,3044 
45,1480 ,1498 ,2978 
46,1457 ,1545 ,3002 
47,1538 ,1511 ,3049 
48,1577 ,1656 ,3233 
49,1689 ,1598 ,3287 
50,1649 ,1633 ,3282 
51,1589 ,1657 ,3246 
52,1579 ,1598 ,3177 
53,1602 ,1577 ,3179 
54,1489 ,1491 ,2980 
55,1429 ,1465 ,2894 
56,1300 ,1247 ,2547 
57,1483 ,1391 ,2874 
58,1383 ,1239 ,2622 
59,1258 ,1219 ,2477 
60,1179 ,1144 ,2323 
61,1093 ,1063 ,2156 
62,1030 ,1038 ,2068 
63,1035 ,996 ,2031 
64,937 ,925 ,1862 
65,864 ,920 ,1784 
66,835 ,882 ,1717 
67,790 ,861 ,1651 
68,860 ,887 ,1747 
69,837 ,877 ,1714 
70,840 ,878 ,1718 
71,955 ,1001 ,1956 
72,979 ,1067 ,2046 
73,1034 ,1215 ,2249 
74,1059 ,1228 ,2287 
75,908 ,1146 ,2054 
76,554 ,674 ,1228 
77,649 ,815 ,1464 
78,736 ,944 ,1680 
79,647 ,893 ,1540 
80,674 ,939 ,1613 
81,613 ,876 ,1489 
82,531 ,790 ,1321 
83,400 ,707 ,1107 
84,467 ,730 ,1197 
85,396 ,706 ,1102 
86,381 ,716 ,1097 
87,349 ,583 ,932 
88,286 ,549 ,835 
89,260 ,480 ,740 
90,235 ,510 ,745 
91,198 ,448 ,646 
92,166 ,319 ,485 
93,119 ,298 ,417 
94,80 ,229 ,309 
95,72 ,166 ,238 
96,42 ,149 ,191 
97,37 ,108 ,145 
98,14 ,84 ,98 
99,11 ,55 ,66 
100,8 ,34 ,42 
101,5 ,29 ,34 
102,1 ,16 ,17 
103,1 ,9 ,10 
104,1 ,5 ,6 
105,0 ,2 ,2 
106,1 ,3 ,4 
107,1 ,1 ,2 
108,0 ,0 ,0 
109,0 ,0 ,0 
110,0 ,0 ,0 
111,0 ,0 ,0 
112,0 ,0 ,0 
113,0 ,0 ,0 
114以上,0 ,0 ,0 
計,92903 ,97435 ,190338 
令和４年８月１日現在,,,
年齢,男,女　,合計
0,647 ,589 ,1236 
1,697 ,670 ,1367 
2,724 ,684 ,1408 
3,802 ,696 ,1498 
4,828 ,769 ,1597 
5,836 ,788 ,1624 
6,910 ,877 ,1787 
7,878 ,806 ,1684 
8,909 ,847 ,1756 
9,825 ,812 ,1637 
10,866 ,816 ,1682 
11,902 ,782 ,1684 
12,823 ,868 ,1691 
13,852 ,806 ,1658 
14,814 ,771 ,1585 
15,824 ,761 ,1585 
16,811 ,806 ,1617 
17,757 ,710 ,1467 
18,850 ,802 ,1652 
19,859 ,856 ,1715 
20,972 ,962 ,1934 
21,970 ,1059 ,2029 
22,1050 ,1080 ,2130 
23,1201 ,1215 ,2416 
24,1207 ,1171 ,2378 
25,1185 ,1177 ,2362 
26,1168 ,1167 ,2335 
27,1162 ,1113 ,2275 
28,1147 ,1139 ,2286 
29,1131 ,1108 ,2239 
30,1163 ,1131 ,2294 
31,1080 ,1090 ,2170 
32,1125 ,1074 ,2199 
33,1180 ,1163 ,2343 
34,1206 ,1239 ,2445 
35,1214 ,1181 ,2395 
36,1357 ,1258 ,2615 
37,1311 ,1384 ,2695 
38,1407 ,1347 ,2754 
39,1388 ,1359 ,2747 
40,1424 ,1384 ,2808 
41,1370 ,1351 ,2721 
42,1502 ,1478 ,2980 
43,1468 ,1506 ,2974 
44,1496 ,1561 ,3057 
45,1478 ,1494 ,2972 
46,1474 ,1522 ,2996 
47,1554 ,1526 ,3080 
48,1583 ,1669 ,3252 
49,1689 ,1582 ,3271 
50,1623 ,1653 ,3276 
51,1592 ,1639 ,3231 
52,1592 ,1584 ,3176 
53,1605 ,1569 ,3174 
54,1467 ,1497 ,2964 
55,1404 ,1447 ,2851 
56,1353 ,1262 ,2615 
57,1454 ,1381 ,2835 
58,1368 ,1241 ,2609 
59,1254 ,1220 ,2474 
60,1167 ,1141 ,2308 
61,1087 ,1039 ,2126 
62,1049 ,1052 ,2101 
63,1021 ,977 ,1998 
64,941 ,936 ,1877 
65,850 ,916 ,1766 
66,827 ,857 ,1684 
67,796 ,887 ,1683 
68,860 ,880 ,1740 
69,845 ,883 ,1728 
70,841 ,875 ,1716 
71,950 ,1031 ,1981 
72,1002 ,1065 ,2067 
73,1026 ,1226 ,2252 
74,1070 ,1224 ,2294 
75,874 ,1129 ,2003 
76,559 ,670 ,1229 
77,647 ,821 ,1468 
78,743 ,952 ,1695 
79,653 ,869 ,1522 
80,666 ,950 ,1616 
81,616 ,882 ,1498 
82,518 ,790 ,1308 
83,393 ,695 ,1088 
84,483 ,737 ,1220 
85,397 ,693 ,1090 
86,383 ,713 ,1096 
87,343 ,597 ,940 
88,293 ,548 ,841 
89,252 ,482 ,734 
90,245 ,499 ,744 
91,189 ,448 ,637 
92,165 ,321 ,486 
93,125 ,302 ,427 
94,85 ,235 ,320 
95,71 ,159 ,230 
96,43 ,150 ,193 
97,39 ,104 ,143 
98,12 ,87 ,99 
99,10 ,58 ,68 
100,10 ,31 ,41 
101,5 ,32 ,37 
102,1 ,13 ,14 
103,1 ,12 ,13 
104,1 ,4 ,5 
105,0 ,2 ,2 
106,1 ,3 ,4 
107,1 ,1 ,2 
108,0 ,0 ,0 
109,0 ,0 ,0 
110,0 ,0 ,0 
111,0 ,0 ,0 
112,0 ,0 ,0 
113,0 ,0 ,0 
114以上,0 ,0 ,0 
計,92944 ,97477 ,190421 
令和４年７月１日現在,,,
年齢,男,女　,合計
0,671 ,603 ,1274 
1,665 ,689 ,1354 
2,740 ,690 ,1430 
3,814 ,687 ,1501 
4,825 ,779 ,1604 
5,846 ,791 ,1637 
6,899 ,857 ,1756 
7,884 ,816 ,1700 
8,912 ,838 ,1750 
9,841 ,808 ,1649 
10,852 ,825 ,1677 
11,900 ,777 ,1677 
12,811 ,879 ,1690 
13,860 ,802 ,1662 
14,833 ,761 ,1594 
15,806 ,767 ,1573 
16,805 ,791 ,1596 
17,752 ,714 ,1466 
18,869 ,807 ,1676 
19,893 ,874 ,1767 
20,943 ,961 ,1904 
21,983 ,1065 ,2048 
22,1063 ,1078 ,2141 
23,1189 ,1233 ,2422 
24,1206 ,1190 ,2396 
25,1207 ,1190 ,2397 
26,1160 ,1148 ,2308 
27,1196 ,1122 ,2318 
28,1146 ,1157 ,2303 
29,1151 ,1097 ,2248 
30,1145 ,1146 ,2291 
31,1086 ,1082 ,2168 
32,1143 ,1075 ,2218 
33,1189 ,1185 ,2374 
34,1205 ,1216 ,2421 
35,1217 ,1200 ,2417 
36,1375 ,1285 ,2660 
37,1303 ,1375 ,2678 
38,1416 ,1347 ,2763 
39,1384 ,1380 ,2764 
40,1416 ,1378 ,2794 
41,1363 ,1340 ,2703 
42,1491 ,1505 ,2996 
43,1507 ,1495 ,3002 
44,1481 ,1567 ,3048 
45,1488 ,1484 ,2972 
46,1484 ,1520 ,3004 
47,1555 ,1539 ,3094 
48,1598 ,1680 ,3278 
49,1685 ,1624 ,3309 
50,1615 ,1626 ,3241 
51,1605 ,1617 ,3222 
52,1607 ,1573 ,3180 
53,1562 ,1562 ,3124 
54,1466 ,1491 ,2957 
55,1383 ,1429 ,2812 
56,1392 ,1277 ,2669 
57,1432 ,1378 ,2810 
58,1366 ,1218 ,2584 
59,1237 ,1230 ,2467 
60,1176 ,1127 ,2303 
61,1073 ,1046 ,2119 
62,1031 ,1048 ,2079 
63,1029 ,977 ,2006 
64,928 ,929 ,1857 
65,855 ,920 ,1775 
66,820 ,856 ,1676 
67,805 ,874 ,1679 
68,870 ,883 ,1753 
69,837 ,879 ,1716 
70,859 ,899 ,1758 
71,960 ,1021 ,1981 
72,1013 ,1103 ,2116 
73,1014 ,1231 ,2245 
74,1080 ,1187 ,2267 
75,852 ,1109 ,1961 
76,558 ,672 ,1230 
77,647 ,832 ,1479 
78,742 ,972 ,1714 
79,653 ,860 ,1513 
80,667 ,959 ,1626 
81,612 ,861 ,1473 
82,512 ,790 ,1302 
83,381 ,692 ,1073 
84,502 ,746 ,1248 
85,399 ,701 ,1100 
86,379 ,698 ,1077 
87,335 ,600 ,935 
88,288 ,532 ,820 
89,254 ,494 ,748 
90,248 ,495 ,743 
91,191 ,439 ,630 
92,164 ,321 ,485 
93,119 ,300 ,419 
94,93 ,231 ,324 
95,66 ,157 ,223 
96,44 ,157 ,201 
97,36 ,98 ,134 
98,14 ,89 ,103 
99,10 ,56 ,66 
100,9 ,29 ,38 
101,4 ,35 ,39 
102,1 ,12 ,13 
103,1 ,11 ,12 
104,1 ,5 ,6 
105,0 ,2 ,2 
106,1 ,3 ,4 
107,1 ,2 ,3 
108,0 ,0 ,0 
109,0 ,0 ,0 
110,0 ,0 ,0 
111,0 ,0 ,0 
112,0 ,0 ,0 
113,0 ,0 ,0 
114以上,0 ,0 ,0 
計,93052 ,97560 ,190612 
令和４年６月１日現在,,,
年齢,男,女　,合計
0,686 ,593 ,1279 
1,670 ,680 ,1350 
2,733 ,701 ,1434 
3,820 ,698 ,1518 
4,818 ,772 ,1590 
5,848 ,796 ,1644 
6,896 ,851 ,1747 
7,910 ,823 ,1733 
8,913 ,830 ,1743 
9,809 ,809 ,1618 
10,863 ,829 ,1692 
11,884 ,777 ,1661 
12,817 ,879 ,1696 
13,844 ,790 ,1634 
14,843 ,769 ,1612 
15,810 ,756 ,1566 
16,802 ,793 ,1595 
17,761 ,715 ,1476 
18,861 ,806 ,1667 
19,926 ,879 ,1805 
20,913 ,964 ,1877 
21,980 ,1048 ,2028 
22,1105 ,1116 ,2221 
23,1168 ,1238 ,2406 
24,1205 ,1180 ,2385 
25,1214 ,1211 ,2425 
26,1138 ,1118 ,2256 
27,1197 ,1125 ,2322 
28,1150 ,1151 ,2301 
29,1156 ,1103 ,2259 
30,1164 ,1149 ,2313 
31,1079 ,1084 ,2163 
32,1141 ,1094 ,2235 
33,1202 ,1177 ,2379 
34,1200 ,1203 ,2403 
35,1221 ,1225 ,2446 
36,1356 ,1296 ,2652 
37,1305 ,1374 ,2679 
38,1417 ,1331 ,2748 
39,1402 ,1377 ,2779 
40,1404 ,1374 ,2778 
41,1367 ,1348 ,2715 
42,1506 ,1514 ,3020 
43,1510 ,1518 ,3028 
44,1491 ,1545 ,3036 
45,1472 ,1484 ,2956 
46,1485 ,1536 ,3021 
47,1559 ,1531 ,3090 
48,1599 ,1667 ,3266 
49,1698 ,1635 ,3333 
50,1617 ,1622 ,3239 
51,1585 ,1615 ,3200 
52,1607 ,1576 ,3183 
53,1567 ,1548 ,3115 
54,1454 ,1497 ,2951 
55,1362 ,1409 ,2771 
56,1398 ,1286 ,2684 
57,1461 ,1350 ,2811 
58,1340 ,1217 ,2557 
59,1255 ,1239 ,2494 
60,1158 ,1124 ,2282 
61,1051 ,1035 ,2086 
62,1031 ,1051 ,2082 
63,1031 ,959 ,1990 
64,914 ,941 ,1855 
65,854 ,912 ,1766 
66,820 ,845 ,1665 
67,820 ,892 ,1712 
68,866 ,884 ,1750 
69,843 ,872 ,1715 
70,880 ,901 ,1781 
71,938 ,1039 ,1977 
72,1033 ,1113 ,2146 
73,1017 ,1230 ,2247 
74,1080 ,1198 ,2278 
75,828 ,1075 ,1903 
76,548 ,668 ,1216 
77,666 ,846 ,1512 
78,736 ,966 ,1702 
79,644 ,864 ,1508 
80,668 ,968 ,1636 
81,606 ,851 ,1457 
82,504 ,782 ,1286 
83,389 ,690 ,1079 
84,493 ,750 ,1243 
85,403 ,721 ,1124 
86,387 ,679 ,1066 
87,338 ,610 ,948 
88,283 ,519 ,802 
89,260 ,498 ,758 
90,244 ,488 ,732 
91,193 ,438 ,631 
92,162 ,328 ,490 
93,118 ,296 ,414 
94,88 ,234 ,322 
95,68 ,159 ,227 
96,48 ,153 ,201 
97,33 ,95 ,128 
98,14 ,91 ,105 
99,9 ,58 ,67 
100,9 ,29 ,38 
101,4 ,34 ,38 
102,1 ,13 ,14 
103,1 ,11 ,12 
104,1 ,5 ,6 
105,0 ,1 ,1 
106,1 ,3 ,4 
107,1 ,3 ,4 
108,0 ,0 ,0 
109,0 ,0 ,0 
110,0 ,0 ,0 
111,0 ,0 ,0 
112,0 ,0 ,0 
113,0 ,0 ,0 
114以上,0 ,0 ,0 
計,93048 ,97543 ,190591 
令和４年５月１日現在,,,
年齢,男,女　,合計
0,696 ,597 ,1293 
1,664 ,673 ,1337 
2,739 ,709 ,1448 
3,830 ,707 ,1537 
4,825 ,778 ,1603 
5,843 ,808 ,1651 
6,897 ,843 ,1740 
7,910 ,821 ,1731 
8,914 ,837 ,1751 
9,819 ,798 ,1617 
10,868 ,818 ,1686 
11,863 ,795 ,1658 
12,820 ,865 ,1685 
13,853 ,797 ,1650 
14,837 ,770 ,1607 
15,813 ,771 ,1584 
16,783 ,770 ,1553 
17,779 ,722 ,1501 
18,841 ,802 ,1643 
19,933 ,885 ,1818 
20,911 ,990 ,1901 
21,967 ,1022 ,1989 
22,1113 ,1131 ,2244 
23,1145 ,1235 ,2380 
24,1193 ,1194 ,2387 
25,1218 ,1214 ,2432 
26,1137 ,1122 ,2259 
27,1193 ,1130 ,2323 
28,1145 ,1141 ,2286 
29,1168 ,1131 ,2299 
30,1157 ,1123 ,2280 
31,1085 ,1073 ,2158 
32,1135 ,1103 ,2238 
33,1227 ,1209 ,2436 
34,1205 ,1187 ,2392 
35,1211 ,1199 ,2410 
36,1352 ,1338 ,2690 
37,1305 ,1358 ,2663 
38,1428 ,1329 ,2757 
39,1430 ,1377 ,2807 
40,1399 ,1389 ,2788 
41,1367 ,1364 ,2731 
42,1510 ,1524 ,3034 
43,1489 ,1485 ,2974 
44,1512 ,1554 ,3066 
45,1481 ,1498 ,2979 
46,1477 ,1530 ,3007 
47,1556 ,1538 ,3094 
48,1633 ,1656 ,3289 
49,1668 ,1669 ,3337 
50,1627 ,1592 ,3219 
51,1570 ,1602 ,3172 
52,1628 ,1599 ,3227 
53,1560 ,1524 ,3084 
54,1457 ,1501 ,2958 
55,1312 ,1366 ,2678 
56,1431 ,1334 ,2765 
57,1454 ,1344 ,2798 
58,1327 ,1182 ,2509 
59,1247 ,1238 ,2485 
60,1163 ,1124 ,2287 
61,1040 ,1047 ,2087 
62,1053 ,1017 ,2070 
63,998 ,977 ,1975 
64,919 ,932 ,1851 
65,853 ,913 ,1766 
66,807 ,837 ,1644 
67,834 ,874 ,1708 
68,882 ,901 ,1783 
69,821 ,866 ,1687 
70,898 ,920 ,1818 
71,956 ,1025 ,1981 
72,1019 ,1141 ,2160 
73,1010 ,1219 ,2229 
74,1099 ,1238 ,2337 
75,772 ,1014 ,1786 
76,572 ,675 ,1247 
77,669 ,868 ,1537 
78,738 ,944 ,1682 
79,642 ,885 ,1527 
80,675 ,949 ,1624 
81,602 ,859 ,1461 
82,499 ,770 ,1269 
83,398 ,694 ,1092 
84,487 ,756 ,1243 
85,409 ,725 ,1134 
86,387 ,670 ,1057 
87,344 ,601 ,945 
88,281 ,529 ,810 
89,265 ,497 ,762 
90,239 ,498 ,737 
91,189 ,423 ,612 
92,160 ,340 ,500 
93,122 ,297 ,419 
94,89 ,233 ,322 
95,67 ,151 ,218 
96,45 ,155 ,200 
97,35 ,100 ,135 
98,12 ,88 ,100 
99,10 ,56 ,66 
100,9 ,30 ,39 
101,4 ,36 ,40 
102,0 ,12 ,12 
103,1 ,10 ,11 
104,1 ,6 ,7 
105,0 ,2 ,2 
106,1 ,2 ,3 
107,1 ,3 ,4 
108,0 ,0 ,0 
109,0 ,0 ,0 
110,0 ,0 ,0 
111,0 ,0 ,0 
112,0 ,0 ,0 
113,0 ,0 ,0 
114以上,0 ,0 ,0 
計,93034 ,97570 ,190604 
令和４年４月１日現在,,,
年齢,男,女　,合計
0,709 ,598 ,1307 
1,662 ,690 ,1352 
2,738 ,688 ,1426 
3,853 ,703 ,1556 
4,808 ,794 ,1602 
5,866 ,818 ,1684 
6,888 ,812 ,1700 
7,910 ,833 ,1743 
8,901 ,832 ,1733 
9,801 ,793 ,1594 
10,887 ,813 ,1700 
11,847 ,806 ,1653 
12,848 ,840 ,1688 
13,840 ,809 ,1649 
14,850 ,757 ,1607 
