地域階層,地域コード,地域,人口／総数,人口／男,人口／女,性比（女100に対する男の割合）,人口総数に対する割合（％）,面積（ｋm2）注１）,人口密度（1ｋm2当たり）,前月人口との増減,＜参考値＞世帯数
4,13210,小金井市,127264,62241,65023,95.7,0.91,11.3,11262,-84,63772
4,13211,小平市,198980,97356,101624,95.8,1.42,20.51,9702,39,92248
4,13212,日野市,190747,94892,95855,99,1.36,27.55,6924,-3,91434
4,13213,東村山市,152032,73842,78190,94.4,1.09,17.14,8870,21,69260
4,13214,国分寺市,130602,63746,66856,95.3,0.93,11.46,11396,66,64811
4,13215,国立市,76944,37364,39580,94.4,0.55,8.15,9441,-88,38550
4,13218,福生市,55721,27675,28046,98.7,0.4,10.16,5484,-83,28091
4,13219,狛江市,84434,40805,43629,93.5,0.6,6.39,13213,-53,42750
4,13220,東大和市,83881,40927,42954,95.3,0.6,13.42,6250,-96,36849
4,13221,清瀬市,76333,36520,39813,91.7,0.55,10.23,7462,-7,35407
4,13222,東久留米市,115401,55651,59750,93.1,0.82,12.88,8960,62,51681
4,13223,武蔵村山市,70713,35188,35525,99.1,0.51,15.32,4616,-13,30308
4,13224,多摩市,145873,71194,74679,95.3,1.04,21.01,6943,-83,68797
4,13225,稲城市,94107,47270,46837,100.9,0.67,17.97,5237,85,40735
4,13227,羽村市,54152,27333,26819,101.9,0.39,9.9,5470,-48,24109
4,13228,あきる野市,79112,39101,40011,97.7,0.57,73.47,1077,-65,32345
4,13229,西東京市,207286,100726,106560,94.5,1.48,15.75,13161,-17,97327
1,13550,町村部　注２）,79026,40062,38964,102.8,0.56,782.57,101,-71,34590
2,13300,郡部,54993,27372,27621,99.1,0.39,375.86,146,-17,21956
4,13303,瑞穂町,31493,15840,15653,101.2,0.23,16.85,1869,-2,13141
4,13305,日の出町,16913,8259,8654,95.4,0.12,28.07,603,0,6050
4,13307,檜原村,1949,956,993,96.3,0.01,105.41,18,-4,805
4,13308,奥多摩町,4638,2317,2321,99.8,0.03,225.53,21,-11,1960
2,13350,島部,24033,12690,11343,111.9,0.17,406.71,59,-54,12634
3,13360,大島支庁,11475,5891,5584,105.5,0.08,141.01,81,-30,5770
4,13361,大島町,6935,3568,3367,106,0.05,90.76,76,-19,3619
4,13362,利島村,349,202,147,137.4,0,4.12,85,0,201
4,13363,新島村,2347,1162,1185,98.1,0.02,27.54,85,-10,1130
4,13364,神津島村,1844,959,885,108.4,0.01,18.58,99,-1,820
3,13380,三宅支庁,2556,1438,1118,128.6,0.02,75.81,34,-11,1540
4,13381,三宅村,2247,1262,985,128.1,0.02,55.26,41,-7,1364
4,13382,御蔵島村,309,176,133,132.3,0,20.55,15,-4,176
3,13400,八丈支庁,7096,3561,3535,100.7,0.05,83.01,85,-11,3851
4,13401,八丈町,6920,3456,3464,99.8,0.05,72.24,96,-11,3724
4,13402,青ヶ島村,176,105,71,147.9,0,5.96,30,0,127
3,13420,小笠原支庁,2906,1800,1106,162.7,0.02,106.88,27,-2,1473
4,13421,小笠原村,2906,1800,1106,162.7,0.02,106.88,27,-2,1473
,,,,,,,,,,,
東京都の人口（推計）_令和４年１月,,,,,,,,,,,
東京都の人口（推計）令和４年１月１日現在,,,,,,,,,,,
この表は、５年ごとに行われる国勢調査の間の時点における各月の人口を把握するため、令和２年10月１日現在の国勢調査人口（確報値）を基準とし、これに毎月の住民基本台帳人口の増減数を加えて推計したものです。人口総数に対する割合は、四捨五入しているため個々の数を合計しても必ずしも総数に一致しません。なお、世帯数は国勢調査と住民基本台帳上との世帯の定義に若干の相違があるので、参考値として掲げました。,,,,,,,,,,,
注１）面積は、総務局行政部長通知「東京都区市町村別の面積について」による令和３年10月１日時点の数値である。なお、区部には、荒川河口部（1.12k㎡）、中央防波堤外側埋立地(1.20k㎡）、新海面処分場(2.36k㎡）を含み、 八丈支庁には、鳥島（4.79k㎡）、ベヨネース列岩（0.00k㎡）、須美寿島（0.02k㎡）、孀婦岩（0.00k㎡）を含む。,,,,,,,,,,,
注２）町村部は、郡部と島部を含む地域である。,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,
