"登録日","所管","町丁名","男[人]","女[人]","計[人]"
"20190601","高輪地区総合支所管内","白金五丁目","662","789","1451"
"20190601","高輪地区総合支所管内","白金六丁目","1316","1700","3016"
"20190601","高輪地区総合支所管内","白金台一丁目","341","469","810"
"20190601","高輪地区総合支所管内","白金台二丁目","983","1317","2300"
"20190601","高輪地区総合支所管内","白金台三丁目","1303","1792","3095"
"20190601","高輪地区総合支所管内","白金台四丁目","698","978","1676"
"20190601","高輪地区総合支所管内","白金台五丁目","653","865","1518"
"20190601","芝浦港南地区総合支所管内","芝浦一丁目","1297","1230","2527"
"20190601","芝浦港南地区総合支所管内","芝浦二丁目","1342","1555","2897"
"20190601","芝浦港南地区総合支所管内","芝浦三丁目","784","848","1632"
"20190601","芝浦港南地区総合支所管内","芝浦四丁目","5954","6389","12343"
"20190601","芝浦港南地区総合支所管内","海岸二丁目","333","339","672"
"20190601","芝浦港南地区総合支所管内","海岸三丁目","1723","1360","3083"
"20190601","芝浦港南地区総合支所管内","港南一丁目","84","90","174"
"20190601","芝浦港南地区総合支所管内","港南二丁目","951","1120","2071"
"20190601","芝浦港南地区総合支所管内","港南三丁目","2403","2672","5075"
"20190601","芝浦港南地区総合支所管内","港南四丁目","3676","4289","7965"
"20190601","芝浦港南地区総合支所管内","港南五丁目","271","168","439"
"20190601","芝浦港南地区総合支所管内","台場一丁目","1605","1841","3446"
"20190601","芝浦港南地区総合支所管内","台場二丁目","379","388","767"

"町丁別選挙人名簿登録者数　令和元年6月1日時点","Ver201906",,,,
