年次,Year,地域階層,地域コード,項番 Item number,地域,District,総数 Total／延長 Length,総数 Total／面積 Area,規格改良済 Standard-improved／計 Total／延長 Length,規格改良済 Standard-improved／計 Total／面積 Area,規格改良済 Standard-improved／19.5ｍ以上 19.5ｍ and over／延長 Length,規格改良済 Standard-improved／19.5ｍ以上 19.5ｍ and over／面積 Area,規格改良済 Standard-improved／13.0ｍ以上 13.0ｍ and over／延長 Length,規格改良済 Standard-improved／13.0ｍ以上 13.0ｍ and over／面積 Area,規格改良済 Standard-improved／5.5ｍ以上 5.5ｍ and over／延長 Length,規格改良済 Standard-improved／5.5ｍ以上 5.5ｍ and over／面積 Area,規格改良済 Standard-improved／5.5ｍ未満 less than 5.5ｍ／延長 Length,規格改良済 Standard-improved／5.5ｍ未満 less than 5.5ｍ／面積 Area,未改良 Unimproved／計 Total／延長 Length,未改良 Unimproved／計 Total／面積 Area,未改良 Unimproved／5.5ｍ以上 5.5ｍ and over／延長 Length,未改良 Unimproved／5.5ｍ以上 5.5ｍ and over／面積 Area,未改良 Unimproved／3.5ｍ以上 3.5ｍ and over／延長 Length,未改良 Unimproved／3.5ｍ以上 3.5ｍ and over／面積 Area,未改良 Unimproved／3.5ｍ未満 less than 3.5ｍ／延長 Length,未改良 Unimproved／3.5ｍ未満 less than 3.5ｍ／面積 Area,
平成29,2017,5,13119,19,板橋区,Itabashi-ku,740259,5843912,669415,5525481,17120,760267,37740,904365,151113,1349177,463442,2511672,70844,318431,1655,82359,3447,13981,65742,222091,
平成29,2017,5,13120,20,練馬区,Nerima-ku,1137006,7444681,976942,6798214,5587,213233,27695,770214,427267,3406000,516393,2408767,160064,646467,8139,86223,16481,88671,135444,471573,
平成29,2017,5,13121,21,足立区,Adachi-ku,1053211,9804552,966739,9543076,9732,380091,57588,1630712,551896,5251913,347523,2280360,86472,261476,-,-,17847,69971,68625,191505,
平成29,2017,5,13122,22,葛飾区,Katsushika-ku,725724,5495804,619617,5077020,3311,282989,23371,633506,222845,2716380,370090,1444145,106107,418784,-,-,4805,24747,101302,394037,
平成29,2017,5,13123,23,江戸川区,Edogawa-ku,1076123,9244823,1076123,9244823,29854,1101411,76058,1662686,475479,4237049,494732,2243677,-,-,-,-,-,-,-,-,
平成29,2017,2,13200,,市部,All shi,10327875,72257799,7090192,63358290,25728,1107289,255199,8674990,1961718,25340397,4847547,28235614,3237683,8899509,29319,256479,182528,982571,3025836,7660459,
平成29,2017,5,13201,1,八王子市,Hachioji-shi,1532799,14706313,1314847,14086839,5429,271491,79211,3565313,331092,4745757,899115,5504278,217952,619474,641,5049,3919,20283,213392,594142,
平成29,2017,5,13202,2,立川市,Tachikawa-shi,296043,2583937,233478,2350444,730,32630,16075,539972,93812,1085547,122861,692295,62565,233493,19,198,70,277,62476,233018,
平成29,2017,5,13203,3,武蔵野市,Musashino-shi,147660,1139579,123780,1054373,237,8259,1855,53121,43534,564955,78154,428038,23880,85206,195,1246,157,728,23528,83232,
平成29,2017,5,13204,4,三鷹市,Mitaka-shi,294493,1944242,248765,1772127,193,7601,6231,207205,50046,575958,192295,981363,45728,172115,170,1630,1329,5985,44229,164500,
平成29,2017,5,13205,5,青梅市,Ome-shi,934710,4732256,440393,3747635,315,14690,10849,255961,144658,1872355,284571,1604629,494317,984621,40,289,641,3345,493636,980987,
平成29,2017,5,13206,6,府中市,Fuchu-shi,482340,3809375,394516,3556302,3115,108651,22639,677775,100598,1291794,268164,1478082,87824,253073,-,-,4337,16401,83487,236672,
平成29,2017,5,13207,7,昭島市,Akishima-shi,252430,1754399,125895,1278078,706,29571,3875,89807,61913,822114,59401,336586,126535,476321,4256,36810,22325,131078,99954,308433,
平成29,2017,5,13208,8,調布市,Chofu-shi,441557,2714331,301665,2347607,586,23790,17303,452518,59873,694943,223903,1176356,139892,366724,181,1265,2059,9711,137652,355748,
平成29,2017,5,13209,9,町田市,Machida-shi,1349761,8610795,905124,7568448,2708,142160,14667,385133,175676,2560699,712073,4480456,444637,1042347,75,2882,3126,11758,441436,1027707,
平成29,2017,5,13210,10,小金井市,Koganei-shi,177904,1067827,87518,735015,21,967,1914,60353,29820,362808,55763,310887,90386,332812,2482,23644,12639,56635,75265,252533,
平成29,2017,5,13211,11,小平市,Kodaira-shi,269540,2015134,211163,1732911,265,13908,1100,32937,72982,890190,136816,795876,58377,282223,3650,30717,22366,131704,32361,119802,
平成29,2017,5,13212,12,日野市,Hino-shi,496997,3342580,347569,2961660,1341,49151,12707,387843,72518,971455,261003,1553211,149428,380920,185,1209,3992,22264,145251,357447,
平成29,2017,5,13213,13,東村山市,Higashimurayama-shi,301657,1787466,228363,1587759,99,7754,1753,40334,56639,610980,169872,928691,73294,199707,27,166,605,2550,72662,196991,
平成29,2017,5,13214,14,国分寺市,Kokubunji-shi,240353,1307965,102745,755308,63,2069,378,8366,30428,341043,71876,403830,137608,552657,8844,79515,35822,194581,92942,278561,
平成29,2017,5,13215,15,国立市,Kunitachi-shi,154066,1291594,125442,1217460,393,12682,7765,316025,37750,433056,79534,455697,28624,74134,-,-,458,2448,28166,71686,
平成29,2017,5,13218,16,福生市,Fussa-shi,150442,1120013,128162,1055308,39,842,5251,94586,37515,489038,85357,470842,22280,64705,-,-,170,846,22110,63859,
平成29,2017,5,13219,17,狛江市,Komae-shi,128325,818117,110436,767762,87,6108,908,30003,20542,270821,88899,460830,17889,50355,132,3233,6,20,17751,47102,
平成29,2017,5,13220,18,東大和市,Higashiyamato-shi,235748,1543612,188430,1414002,292,15161,494,22816,104620,986481,83024,389544,47318,129610,1772,10865,11229,47110,34317,71635,
平成29,2017,5,13221,19,清瀬市,Kiyose-shi,186179,1072608,104277,836729,1143,48564,474,10948,38078,406000,64582,371217,81902,235879,971,7166,12033,61375,68898,167338,
平成29,2017,5,13222,20,東久留米市,Higashikurume-shi,251333,1567360,189334,1381153,125,5281,281,5418,41482,536746,147446,833708,61999,186207,427,8425,1289,6573,60283,171209,
平成29,2017,5,13223,21,武蔵村山市,Musashimurayama-shi,270938,1548974,146413,1183637,-,-,572,15305,52536,673179,93305,495153,124525,365337,-,-,288,1366,124237,363971,
平成29,2017,5,13224,22,多摩市,Tama-shi,292655,3184869,255948,3004486,4839,188797,22829,673719,65835,932587,162445,1209383,36707,180383,796,8282,4930,52059,30981,120042,
平成29,2017,5,13225,23,稲城市,Inagi-shi,261178,2008890,166825,1813885,439,23906,8712,249153,58364,907771,99310,633055,94353,195005,128,927,683,3630,93542,190448,
平成29,2017,5,13227,24,羽村市,Hamura-shi,164528,1327166,127149,1190726,823,25439,4792,116083,53929,653032,67605,396172,37379,136440,940,6893,4732,23197,31707,106350,
平成29,2017,5,13228,25,あきる野市,Akiruno-shi,742804,3466102,287514,2502261,737,27506,10275,323861,82228,1116375,194274,1034519,455290,963841,1420,11265,8644,43994,445226,908582,
平成29,2017,5,13229,26,西東京市,Nishitokyo-shi,271435,1792295,194441,1456375,1003,40311,2289,60435,45250,544713,145899,810916,76994,335920,1968,14803,24679,132653,50347,188464,
平成29,2017,3,13300,,郡部,All gun,812095,5016544,410816,4190655,291,10680,6927,203396,169799,2637784,233799,1338795,401279,825889,310,2559,3037,15145,397932,808185,
平成29,2017,5,13303,1,瑞穂町,Mizuho-machi,243823,1475591,147038,1215141,212,8830,5369,161428,48895,558698,92562,486185,96785,260450,23,126,1593,7782,95169,252542,
平成29,2017,5,13305,2,日の出町,Hinode-machi,142350,897099,85929,738016,72,1688,1456,40414,30857,388384,53544,307530,56421,159083,253,2136,1098,5728,55070,151219,
平成29,2017,5,13307,3,檜原村,Hinohara-mura,120130,1022880,62312,921541,7,162,6,92,34954,728176,27345,193111,57818,101339,11,108,250,1164,57557,100067,
平成29,2017,5,13308,4,奥多摩町,Okutama-machi,305792,1620974,115537,1315957,-,-,96,1462,55093,962526,60348,351969,190255,305017,23,189,96,471,190136,304357,
平成29,2017,3,13350,,島部,All islands,1483447,7182012,662419,5246688,211,5728,1069,24064,252216,2811200,408923,2405696,821028,1935324,2480,21203,15274,80542,803274,1833579,
平成29,2017,5,13361,1,大島町,Oshima-machi,499192,2026299,176805,1267283,187,5184,369,6298,83093,861182,93156,394619,322387,759016,996,7600,6655,31401,314736,720015,
平成29,2017,5,13362,2,利島村,Toshima-mura,27706,127434,14156,89261,-,-,156,2186,779,8034,13221,79041,13550,38173,138,3639,540,3156,12872,31378,
平成29,2017,5,13363,3,新島村,Niｉｊima-mura,142711,671920,67095,508746,24,544,9,138,27083,285272,39979,222792,75616,163174,60,437,606,5543,74950,157194,
平成29,2017,5,13364,4,神津島村,Kozushima-mura,80592,302264,32583,234698,-,-,29,471,9699,107524,22855,126703,48009,67566,9,56,102,514,47898,66996,
平成29,2017,5,13381,5,三宅村,Miyake-mura,135151,882773,84683,742413,-,-,38,1061,40855,532581,43790,208771,50468,140360,102,823,531,2890,49835,136647,
平成29,2017,5,13382,6,御蔵島村,Mikurajima-mura,21353,229012,19054,222947,-,-,-,-,1156,17939,17898,205008,2299,6065,-,-,-,-,2299,6065,
平成29,2017,5,13401,7,八丈町,Hachijo-machi,489474,2110665,195995,1408398,-,-,395,11589,75888,757698,119712,639111,293479,702267,1175,8648,6162,33635,286142,659984,
平成29,2017,5,13402,8,青ヶ島村,Aogashima-mura,37120,157652,22630,123798,-,-,-,-,281,5707,22349,118091,14490,33854,-,-,660,3320,13830,30534,
平成29,2017,5,13421,9,小笠原村,Ogasawara-mura,50148,673993,49418,649144,-,-,73,2321,13382,235263,35963,411560,730,24849,-,-,18,83,712,24766,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-3  地域， 幅員別道路の延長及び面積(平成25～29年) ,,,,,,,,,,,,,,,,,,,,,,,,,,,
各年4月1日現在 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
（単位　延長　メートル， 面積　平方メートル） ,,,,,,,,,,,,,,,,,,,,,,,,,,,
資料：都建設局道路管理部路政課 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-3  LENGTH AND AREA OF ROADS BY DISTRICT AND WIDTH ( 2013-2017 ) ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figures are as of Apr. 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Length in meters，Areainsquaremeters),,,,,,,,,,,,,,,,,,,,,,,,,,, 
　　    Source: Bureau of Construction，TMG,,,,,,,,,,,,,,,,,,,,,,,,,,, 
