地域階層,地域コード,地域,District,項番 Item number,警察署,Police station,総数 Total,凶悪犯 Felonious offenses／殺人 Homicide,凶悪犯 Felonious offenses／侵入強盗 Breaking & entering／Robbery／殺人 Homicide,凶悪犯 Felonious offenses／侵入強盗 Breaking & entering／Robbery／傷人 Bodily injury,凶悪犯 Felonious offenses／侵入強盗 Breaking & entering／Robbery／強姦 Rape),凶悪犯 Felonious offenses／侵入強盗 Breaking & entering／Robbery／普通 Others,凶悪犯 Felonious offenses／非侵入強盗 Robbery without breaking and entering／殺人 Homicide,凶悪犯 Felonious offenses／非侵入強盗 Robbery without breaking and entering／傷人 Bodily injury,凶悪犯 Felonious offenses／非侵入強盗 Robbery without breaking and entering／強姦 Rape),凶悪犯 Felonious offenses／非侵入強盗 Robbery without breaking and entering／普通 Others,凶悪犯 Felonious offenses／放火 Arson,凶悪犯 Felonious offenses／強姦 Rape),粗暴犯 Violent offenses／凶器準備集合 Unlawful assembly with dangerous weapons,粗暴犯 Violent offenses／暴行 Violence,粗暴犯 Violent offenses／傷害 Bodily injury,粗暴犯 Violent offenses／傷害致死 Bodily injury resulting in death,粗暴犯 Violent offenses／脅迫 Intimidation,粗暴犯 Violent offenses／恐喝 Extortion,窃盗犯 Larcenous offenses／侵入窃盗 Breaking & entering／theft,窃盗犯 Larcenous offenses／非侵入窃盗 Theft without breaking and entering,知能犯 Intellectual offenses／詐欺 Fraud,知能犯 Intellectual offenses／横領 Embezzlement,知能犯 Intellectual offenses／偽造 Counterfeiting,知能犯 Intellectual offenses／汚職 Corruption,知能犯 Intellectual offenses／背任 Breach of trust,風俗犯 Moral offenses／賭博 Gambling,風俗犯 Moral offenses／わいせつ Indecency,その他 Others／占有離脱物横領 Embezzlement of lost properties,その他 Others／公務執行妨害 Obstructing the execution of official duties,その他 Others／住居侵入 Trespassing,その他 Others／盗品等 Stolen properties， etc.,その他 Others／器物損壊等 Damage or destruction of structure， etc.,その他 Others／その他 Others
2,13103,港区,Minato-ku,9,愛宕署,Atago P. Sta.,768,-,-,-,-,-,-,1,-,-,-,3,-,68,33,-,6,-,29,447,55,3,12,-,-,1,3,32,4,9,-,57,5
2,13103,港区,Minato-ku,10,三田署,Mita P. Sta.,623,-,-,-,-,-,-,-,-,1,1,3,-,46,32,-,1,-,33,324,56,3,1,-,-,-,6,35,6,7,-,58,10
2,13103,港区,Minato-ku,11,高輪署,Takanawa P. Sta. ,920,-,-,-,-,-,-,-,-,-,2,4,-,56,31,-,2,2,30,572,52,2,6,-,1,-,8,48,5,11,-,81,7
2,13103,港区,Minato-ku,12,麻布署,Azabu P. Sta.,1303,-,-,-,-,-,-,2,-,3,-,4,-,117,75,-,6,3,78,655,85,4,3,-,-,-,10,35,7,12,-,188,16
2,13103,港区,Minato-ku,13,赤坂署,Akasaka P. Sta.,744,-,-,-,-,1,-,-,-,4,-,4,-,48,28,-,4,1,33,401,77,3,13,1,1,4,7,21,1,9,2,70,11
2,13104,新宿区,Shinjuku-ku,14,牛込署,Ushigome P. Sta. ,821,-,-,-,-,-,-,1,-,3,-,2,-,36,26,-,7,-,49,490,63,1,2,-,-,-,3,39,3,9,-,83,4
2,13104,新宿区,Shinjuku-ku,15,新宿署,Shinjuku P. Sta.,3948,6,-,-,-,6,-,8,-,18,2,13,-,229,118,-,7,15,132,2539,181,7,54,2,1,2,36,213,22,13,6,282,36
2,13104,新宿区,Shinjuku-ku,16,戸塚署,Totsuka P. Sta.,1118,-,-,-,1,2,-,-,-,3,1,-,-,56,32,-,12,6,44,648,88,3,6,-,-,-,16,68,3,11,2,109,7
2,13104,新宿区,Shinjuku-ku,17,四谷署,Yotsuya P. Sta.,1069,-,-,-,-,-,-,1,-,3,1,4,-,46,35,-,1,2,31,728,56,6,8,-,1,-,6,46,6,3,-,84,1
2,13105,文京区,Bunkyo-ku,18,富坂署,Tomisaka P. Sta.,512,1,-,-,-,-,-,-,-,-,1,-,-,23,5,-,-,-,12,358,31,-,2,-,-,-,6,29,1,8,-,31,4
2,13105,文京区,Bunkyo-ku,19,大塚署,Otsuka P. Sta.,278,-,-,-,-,-,-,1,-,1,-,1,-,16,7,-,2,-,32,139,22,-,1,-,-,-,4,13,1,4,-,34,-
2,13105,文京区,Bunkyo-ku,20,本富士署,Motofuji P. Sta.,550,-,-,-,-,1,-,-,-,-,1,-,-,21,10,-,3,-,37,377,28,1,3,-,-,-,-,20,1,2,1,42,2
2,13105,文京区,Bunkyo-ku,21,駒込署,Komagome P. Sta.,250,1,-,-,-,-,-,-,-,-,-,1,-,14,10,-,3,-,16,136,36,-,1,-,-,1,2,5,1,1,-,20,2
2,13106,台東区,Taito-ku,22,上野署,Ueno P. Sta.,1353,1,-,-,-,1,-,1,-,4,1,2,-,84,44,-,4,1,22,966,59,3,11,-,-,-,10,63,9,4,2,58,3
2,13106,台東区,Taito-ku,23,下谷署,Shitaya P. Sta.　,720,-,-,-,-,1,-,1,-,1,-,-,-,24,23,-,1,-,31,479,59,1,1,-,-,-,5,29,3,1,-,58,2
2,13106,台東区,Taito-ku,24,浅草署,Asakusa P. Sta.　,1247,2,-,1,-,1,-,2,-,2,3,1,-,34,32,-,8,6,33,933,38,1,6,-,-,-,3,46,1,5,1,87,1
2,13106,台東区,Taito-ku,25,蔵前署,Kuramae P. Sta.,583,-,-,-,-,-,-,-,-,2,-,-,-,21,19,-,3,-,29,364,39,3,4,-,-,-,7,22,2,8,-,56,4
2,13107,墨田区,Sumida-ku,26,本所署,Honjo P. Sta.,2166,1,-,-,-,1,-,-,-,8,-,8,-,83,84,-,8,9,53,1561,89,-,10,-,-,-,15,68,13,8,-,141,6
2,13107,墨田区,Sumida-ku,27,向島署,Mukojima P. Sta. ,1005,-,-,-,-,1,-,1,-,3,-,1,-,32,32,-,6,2,41,684,36,1,2,-,-,-,5,24,4,14,-,115,1
2,13108,江東区,Koto-ku,28,深川署,Fukagawa P. Sta.,1815,-,-,1,-,2,-,-,-,3,-,2,-,56,43,-,3,5,65,1200,97,3,5,-,-,-,8,91,3,8,1,196,23
2,13108,江東区,Koto-ku,29,城東署,Joto P. Sta. ,2249,1,-,1,-,1,-,2,-,8,-,3,-,61,51,-,12,3,58,1600,105,4,21,-,-,-,12,69,6,12,2,203,14
2,13108,江東区,Koto-ku,30,東京湾岸署,Tokyo Wangan P. Sta.,922,2,-,-,-,-,-,1,-,2,-,-,-,30,22,-,2,1,8,651,48,2,6,-,-,-,7,30,6,9,-,90,5
2,13109,品川区,Shinagawa-ku,31,品川署,Shinagawa P. Sta.,455,1,-,-,-,-,-,3,-,-,-,-,-,13,8,-,2,2,20,242,18,3,7,-,-,-,2,39,5,7,-,60,23
2,13109,品川区,Shinagawa-ku,32,大井署,Oi P. Sta. ,677,-,-,-,-,-,-,1,-,-,-,-,-,31,20,-,4,3,17,461,32,3,11,-,-,-,7,21,5,4,-,54,3
2,13109,品川区,Shinagawa-ku,33,大崎署,Osaki P. Sta.,900,-,-,-,-,-,-,-,-,-,-,2,-,60,32,-,2,1,33,593,52,5,7,-,1,-,7,24,8,3,-,60,10
2,13109,品川区,Shinagawa-ku,34,荏原署,Ebara P. Sta.　,842,-,-,-,-,-,-,1,-,-,-,-,-,17,11,-,3,-,45,556,62,-,4,-,-,-,6,27,3,7,-,95,5
2,13110,目黒区,Meguro-ku,35,目黒署,Meguro P. Sta.,1197,1,-,-,-,-,-,1,-,-,-,2,-,42,22,-,10,3,48,792,74,2,5,-,-,8,16,38,4,14,-,111,4
2,13110,目黒区,Meguro-ku,36,碑文谷署,Himon-ya P. Sta.　,938,-,-,-,-,-,-,-,-,5,-,-,-,22,13,-,1,3,40,682,30,2,4,-,-,-,7,31,-,1,1,94,2
2,13111,大田区,Ota-ku,37,大森署,Omori P. Sta.,1359,-,-,-,-,1,-,2,-,3,1,-,-,31,30,1,3,4,35,1003,72,-,4,-,-,-,7,38,1,7,-,114,2
2,13111,大田区,Ota-ku,38,田園調布署,Den-en Chofu P. Sta.,757,1,-,-,-,-,-,2,-,-,-,2,-,21,16,-,3,2,45,471,60,-,1,-,-,-,7,26,2,12,-,82,4
2,13111,大田区,Ota-ku,39,蒲田署,Kamata P. Sta.,2881,-,-,-,-,1,-,2,-,2,1,1,-,94,65,-,12,7,89,2143,66,2,7,-,-,-,18,122,8,20,2,213,6
2,13111,大田区,Ota-ku,40,池上署,Ikegami P. Sta.,1109,-,-,-,-,1,-,4,-,-,2,3,-,29,18,-,3,2,67,751,63,-,2,-,-,-,13,27,2,10,1,110,1
2,13111,大田区,Ota-ku,41,東京空港署,Tokyo Airport P. Sta.,143,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,1,-,-,97,5,-,4,-,-,-,2,9,3,1,-,6,2
2,13112,世田谷区,Setagaya-ku,42,世田谷署,Setagaya P. Sta.,1789,-,1,-,-,-,-,-,-,-,-,3,-,49,30,-,6,1,61,1230,92,-,4,-,-,1,10,89,6,23,-,176,7
2,13112,世田谷区,Setagaya-ku,43,北沢署,Kitazawa P. Sta. ,1491,1,-,-,-,-,-,3,-,3,-,-,-,67,45,-,3,-,92,901,96,1,5,-,-,-,19,55,7,20,-,168,5
2,13112,世田谷区,Setagaya-ku,44,玉川署,Tamagawa P. Sta. ,1667,-,-,-,-,-,-,2,-,2,-,-,-,33,28,-,4,4,64,1188,85,1,3,-,-,-,14,66,4,7,-,146,16
2,13112,世田谷区,Setagaya-ku,45,成城署,Seijo P. Sta.　,2193,-,-,2,-,1,-,2,-,3,1,-,-,73,36,-,11,5,66,1509,130,1,7,-,-,-,17,89,3,25,3,208,1
2,13113,渋谷区,Shibuya-ku,46,渋谷署,Shibuya P. Sta.,3124,1,-,-,-,1,-,-,-,8,-,3,-,195,108,-,15,7,59,2026,160,4,14,-,-,-,19,103,15,21,5,333,27
2,13113,渋谷区,Shibuya-ku,47,原宿署,Harajuku P. Sta. ,1245,-,-,-,-,-,-,1,-,1,-,-,-,47,26,-,3,4,25,860,62,4,11,-,1,2,8,38,2,2,1,139,8
2,13113,渋谷区,Shibuya-ku,48,代々木署,Yoyogi P. Sta.,1123,1,-,-,-,1,-,1,-,2,-,-,-,31,29,-,4,5,69,709,56,1,3,-,-,-,12,57,1,17,-,123,1
2,13114,中野区,Nakano-ku,49,中野署,Nakano P. Sta.,1474,1,-,-,-,1,-,1,-,5,1,2,-,101,56,-,5,5,54,850,82,1,11,-,-,-,16,61,8,20,3,187,3
2,13114,中野区,Nakano-ku,50,野方署,Nogata P. Sta. ,1473,4,-,-,1,1,-,3,-,3,1,3,-,43,24,-,5,2,79,956,81,-,6,-,-,-,8,45,9,21,-,173,5
2,13115,杉並区,Suginami-ku,51,杉並署,Suginami P. Sta.,1408,-,-,1,-,1,-,3,-,2,6,-,-,48,23,-,4,3,43,953,54,1,7,-,-,-,13,56,6,19,-,161,4
2,13115,杉並区,Suginami-ku,52,高井戸署,Takaido P. Sta.,1357,1,-,-,-,1,-,-,-,3,1,-,-,26,16,-,1,2,80,847,131,1,1,-,-,-,8,63,7,14,1,149,4
2,13115,杉並区,Suginami-ku,53,荻窪署,Ogikubo P. Sta.,1318,-,-,-,-,-,-,-,-,4,1,-,-,39,21,-,9,2,50,931,88,3,1,-,-,-,12,29,3,17,4,97,7
2,13116,豊島区,Toshima-ku,54,巣鴨署,Sugamo P. Sta.,1091,-,-,-,-,-,-,4,-,1,-,3,-,55,31,-,3,2,55,679,80,1,4,-,-,-,8,21,10,9,-,118,7
2,13116,豊島区,Toshima-ku,55,池袋署,Ikebukuro P. Sta.,2510,4,-,-,-,-,-,2,-,3,1,4,-,103,85,-,6,7,68,1781,81,2,17,-,-,6,22,102,9,8,5,186,8
2,13116,豊島区,Toshima-ku,56,目白署,Mejiro P. Sta. ,1248,1,-,-,-,1,-,1,-,4,-,-,-,27,29,1,1,-,97,814,47,2,20,-,-,-,10,44,2,17,-,128,2
2,13117,北区,Kita-ku,57,滝野川署,Takinogawa P. Sta.,673,-,-,-,-,1,-,-,-,2,-,1,-,29,16,-,4,-,37,426,35,-,1,-,1,-,5,25,2,9,-,77,2
2,13117,北区,Kita-ku,58,王子署,Oji P. Sta.,1111,-,-,-,-,-,-,2,-,-,-,-,-,37,21,-,6,4,47,797,39,1,4,-,-,-,4,34,6,8,1,96,4
2,13117,北区,Kita-ku,59,赤羽署,Akabane P. Sta.　,1734,1,-,-,-,-,-,3,-,4,-,-,-,66,63,1,12,6,50,1211,80,2,5,-,-,-,19,46,5,18,1,137,4
2,13118,荒川区,Arakawa-ku,60,尾久署,Ogu P. Sta.,558,-,-,1,-,-,-,-,-,-,-,-,-,20,17,-,2,-,20,378,29,-,1,-,-,-,6,21,2,6,-,49,6
2,13118,荒川区,Arakawa-ku,61,南千住署,Minamisenju P. Sta.,494,-,-,-,-,-,-,1,-,2,-,-,-,23,22,-,2,1,15,340,22,-,4,-,-,-,1,20,5,6,2,27,1
2,13118,荒川区,Arakawa-ku,62,荒川署,Arakawa P. Sta.,958,2,-,-,-,1,-,-,-,2,2,-,-,52,38,-,4,1,51,586,44,2,1,-,-,-,14,51,5,14,-,87,1
2,13119,板橋区,Itabashi-ku,63,板橋署,Itabashi P. Sta.,2470,1,-,-,-,1,-,2,-,2,1,1,-,72,45,-,13,3,102,1758,110,-,9,-,-,-,26,76,9,10,1,220,8
2,13119,板橋区,Itabashi-ku,64,志村署,Shimura P. Sta.,1364,-,-,-,-,2,-,1,-,2,-,1,-,31,31,-,8,3,38,923,69,1,3,-,-,-,6,59,7,6,1,154,18
2,13119,板橋区,Itabashi-ku,65,高島平署,Takashimadaira P. Sta.,1679,-,-,1,-,2,-,-,-,5,1,2,-,41,25,-,4,3,63,1208,75,3,6,-,-,-,20,61,3,13,1,139,3
2,13120,練馬区,Nerima-ku,66,練馬署,Nerima P. Sta.,1802,4,-,-,-,1,-,1,-,-,1,1,-,49,24,-,4,1,83,1258,98,3,8,-,-,-,24,44,4,20,1,170,3
2,13120,練馬区,Nerima-ku,67,光が丘署,Hikarigaoka P. Sta.,1421,1,-,-,-,1,-,2,-,1,2,-,-,24,15,-,1,5,31,1058,78,1,3,-,-,-,9,50,3,10,2,118,6
2,13120,練馬区,Nerima-ku,68,石神井署,Shakujii P. Sta. ,2131,2,-,-,-,1,-,3,-,1,-,1,-,23,51,-,7,3,106,1574,62,2,6,-,-,-,24,42,5,13,-,198,7
2,13121,足立区,Adachi-ku,69,千住署,Senju P. Sta.,927,-,-,-,-,1,-,1,-,2,1,1,-,71,38,-,5,2,43,558,57,4,3,-,-,-,16,20,5,4,1,94,-
2,13121,足立区,Adachi-ku,70,西新井署,Nishiarai P. Sta.,1983,2,-,-,-,1,-,2,-,1,-,2,-,43,25,-,11,4,88,1419,77,1,8,-,-,-,19,49,6,15,-,206,4
2,13121,足立区,Adachi-ku,71,竹の塚署,Takenozuka P. Sta.,1583,-,-,-,-,2,-,1,-,2,3,3,-,53,41,-,10,1,69,1054,60,2,3,-,-,1,10,46,7,14,5,181,15
2,13121,足立区,Adachi-ku,72,綾瀬署,Ayase P. Sta.,2051,-,-,-,1,4,-,2,-,2,3,1,-,41,34,-,9,3,64,1505,81,-,4,-,-,-,9,40,5,13,2,221,7
2,13122,葛飾区,Katsushika-ku,73,亀有署,Kameari P. Sta.,2316,-,-,-,-,-,-,-,-,2,3,2,-,33,46,-,9,2,69,1652,105,2,7,-,-,-,21,52,11,11,1,276,12
2,13122,葛飾区,Katsushika-ku,74,葛飾署,Katsushika P. Sta.,1821,2,-,-,-,-,-,-,-,3,1,1,-,43,30,-,1,7,69,1338,57,1,9,-,-,-,14,68,8,11,1,156,1
2,13123,江戸川区,Edogawa-ku,75,小松川署,Komatsugawa P. Sta.,2562,-,-,-,-,-,-,2,-,3,4,-,-,50,50,-,7,8,77,1893,78,3,11,-,-,-,17,65,7,13,3,262,9
2,13123,江戸川区,Edogawa-ku,76,葛西署,Kasai P. Sta.　,2706,1,-,-,-,2,-,2,-,2,-,2,-,75,59,1,13,1,65,1940,127,1,11,-,-,-,16,90,8,20,2,260,8
2,13123,江戸川区,Edogawa-ku,77,小岩署,Koiwa P. Sta.　,1613,1,-,-,-,1,-,1,-,1,-,2,-,51,31,-,10,5,42,1178,43,-,5,-,-,-,7,54,8,12,1,157,3
1,,市，郡部,All shi and gun,,,,33908,32,-,1,1,10,-,24,-,44,21,28,-,929,619,3,140,67,1525,23172,1547,28,88,-,-,1,256,1158,118,279,29,3693,95
2,13205,青梅市,Ome-shi,1,青梅署,Ome P. Sta.,887,1,-,-,-,1,-,1,-,2,1,-,-,16,16,-,4,-,33,629,26,2,-,-,-,-,5,24,3,5,-,113,5
2,13228,あきる野市,Akiruno-shi,2,五日市署,Itsukaichi P. Sta.,202,-,-,-,-,1,-,-,-,2,-,-,-,5,4,-,2,-,21,116,12,-,-,-,-,-,2,3,2,5,1,24,2
2,13218,福生市,Fussa-shi,3,福生署,Fussa P. Sta.,1692,5,-,-,-,1,-,1,-,5,2,1,-,28,48,-,8,1,65,1185,52,1,5,-,-,-,7,55,4,11,2,201,4
2,13201,八王子市,Hachioji-shi,4,八王子署,Hachioji P. Sta.,1799,1,-,-,-,-,-,2,-,7,5,2,-,74,48,-,5,2,72,1123,78,4,2,-,-,1,17,79,10,21,4,237,5
2,13201,八王子市,Hachioji-shi,5,高尾署,Takao P. Sta.,1121,-,-,-,-,1,-,-,-,-,1,1,-,40,34,-,10,4,43,687,46,4,2,-,-,-,10,54,5,10,1,159,9
2,13201,八王子市,Hachioji-shi,6,南大沢署,Minami-Osawa P. Sta.,1591,-,-,-,-,-,-,1,-,1,-,-,-,24,24,-,4,2,75,1061,86,1,4,-,-,-,17,70,5,18,2,196,-
2,13209,町田市,Machida-shi,7,町田署,Machida P. Sta.,3117,8,-,-,1,-,-,6,-,2,-,3,-,92,69,-,21,11,181,1986,141,2,5,-,-,-,28,87,12,19,2,427,14
2,13212,日野市,Hino-shi,8,日野署,Hino P. Sta.,1137,3,-,-,-,-,-,2,-,1,-,-,-,24,18,-,6,1,49,687,90,-,8,-,-,-,20,47,5,13,1,160,2
2,13224,多摩市,Tama-shi,9,多摩中央署,Tamachuo P. Sta.,1564,3,-,-,-,2,-,1,-,1,1,1,-,60,24,-,7,5,72,1049,86,-,2,-,-,-,17,46,4,11,-,169,3
2,13207,昭島市,Akishima-shi,10,昭島署,Akishima P. Sta. ,954,-,-,-,-,-,-,1,-,6,-,1,-,36,27,-,4,3,50,623,26,-,3,-,-,-,12,25,4,6,-,123,4
2,13202,立川市,Tachikawa-shi,11,立川署,Tachikawa P. Sta.,2927,2,-,-,-,2,-,1,-,2,2,1,-,62,57,-,8,5,164,2067,107,3,6,-,-,-,10,121,10,28,2,261,6
2,13220,東大和市,Higashiyamato-shi,12,東大和署,Higashiyamato P. Sta.,1441,-,-,-,-,1,-,1,-,1,2,2,-,23,18,-,2,2,70,994,61,2,8,-,-,-,4,51,5,10,6,175,3
2,13206,府中市,Fuchu-shi,13,府中署,Fuchu P. Sta.　,1682,1,-,-,-,-,-,1,-,1,-,2,-,37,37,1,6,4,81,1160,97,-,6,-,-,-,11,49,3,11,1,170,3
2,13210,小金井市,Koganei-shi,14,小金井署,Koganei P. Sta.,2182,1,-,1,-,-,-,2,-,2,3,2,-,60,25,-,6,10,124,1543,85,4,4,-,-,-,18,81,5,12,1,189,4
2,13229,西東京市,Nishitokyo-shi,15,田無署,Tanashi P. Sta.,2697,6,-,-,-,-,-,1,-,3,2,3,-,74,49,-,18,1,80,1926,123,2,-,-,-,-,19,82,15,25,1,258,9
2,13211,小平市,Kodaira-shi,16,小平署,Kodaira P. Sta.,1647,-,-,-,-,1,-,-,-,1,-,3,-,36,14,-,3,5,72,1156,92,-,7,-,-,-,11,50,3,18,-,171,4
2,13213,東村山市,Higashimurayama-shi,17,東村山署,Higashimurayama P. Sta.,1708,-,-,-,-,-,-,-,-,2,-,3,-,48,19,1,9,-,45,1254,68,-,10,-,-,-,8,44,3,10,-,183,1
2,13203,武蔵野市,Musashino-shi,18,武蔵野署,Musashino P. Sta.,1964,-,-,-,-,-,-,1,-,1,-,1,-,54,27,1,1,-,69,1478,65,2,6,-,-,-,9,66,9,12,1,157,4
2,13204,三鷹市,Mitaka-shi,19,三鷹署,Mitaka P. Sta.,1248,-,-,-,-,-,-,-,-,4,-,-,-,61,22,-,4,3,56,845,77,-,8,-,-,-,12,36,4,9,1,99,7
2,13208,調布市,Chofu-shi,20,調布署,Chofu P. Sta.,2348,1,-,-,-,-,-,2,-,-,2,2,-,75,39,-,12,8,103,1603,129,1,2,-,-,-,19,88,7,25,3,221,6
1,13350,島部,All islands　　,,,,67,-,-,-,-,-,-,-,-,-,-,-,-,1,8,-,2,-,9,26,3,-,1,-,-,-,1,-,-,4,-,8,4
2,13361,大島町,Oshima-machi,1,大島署,Oshima P. Sta. ,22,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,3,8,-,-,-,-,-,-,-,-,-,1,-,5,1
2,13363,新島村,Niijima-mura,2,新島署,Niijima P. Sta.,5,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,1
2,13381,三宅村,Miyake-mura,3,三宅島署,Miyakejima P. Sta.,6,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2,1,-,-,-,-,-,-,-,-,-,-,1,1
2,13401,八丈町,Hachijo-machi,4,八丈島署,Hachijojima P. Sta.,29,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-,6,11,2,-,1,-,-,-,1,-,-,3,-,1,1
2,13421,小笠原村,Ogasawara-mura,5,小笠原署,Ogasawara P. Sta.　,5,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,1,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成28年）TOKYO STATISTICAL YEARBOOK ( 2016 ) 20  司法・警察・消防 20  JUSTICE， POLICE， AND FIRE FIGHTING SERVICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-10 警察署別刑法犯の罪種別認知状況（平成28年） 20-10 CRIMINAL OFFENSES KNOWN TO THE POLICE BY TYPE OF CRIME AND POLICE STATION ( 2016 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注 1) 業務上等過失致死傷 （交通関係） 事件は除く。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2) 区名の表示は各警察署の所在地による。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: 1) Excludes cases of professional negligence resulting in deaths and injuries (traffic related).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2) ""ku"" indicates the locations of police stations.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
資料：警視庁総務部文書課 「警視庁の統計」 Source: Metropolitan Police Department， TMG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層(0:東京都総数　1:区部・市郡部・島部　2:区市町村),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
