地域階層,地域コード,項番 Item number,地域,District,総数 Total／棟数 Number,総数 Total／床面積の合計 Total floor space,総数 Total／工事費予定額 Estimated construction cost,木造 Wooden／棟数 Number,木造 Wooden／床面積の合計 Total floor space,木造 Wooden／工事費予定額 Estimated building cost,鉄骨鉄筋コンクリート造 Steel reinforced concrete／棟数 Number,鉄骨鉄筋コンクリート造 Steel reinforced concrete／床面積の合計 Total floor space,鉄骨鉄筋コンクリート造 Steel reinforced concrete／工事費予定額 Estimated building cost,鉄筋コンクリート造 Reinforced concrete／棟数 Number,鉄筋コンクリート造 Reinforced concrete／床面積の合計 Total floor space,鉄筋コンクリート造 Reinforced concrete／工事費予定額 Estimated building cost,鉄骨造 Steel-frame／棟数 Number,鉄骨造 Steel-frame／床面積の合計 Total floor space,鉄骨造 Steel-frame／工事費予定額 Estimated building cost,コンクリートブロック造 Concrete-block／棟数 Number,コンクリートブロック造 Concrete-block／床面積の合計 Total floor space,コンクリートブロック造 Concrete-block／工事費予定額 Estimated building cost,その他 Others／棟数 Number,その他 Others／床面積の合計 Total floor space,その他 Others／工事費予定額 Estimated building cost
5,13109,9,品川区,Shinagawa-ku,1015,572781,18339152,621,70807,1386527,10,28179,1048000,135,403723,13877751,238,68949,2015002,-,-,-,11,1123,11872
5,13110,10,目黒区,Meguro-ku,944,284407,8320973,619,85427,1601315,4,456,9387,112,137497,4893293,204,60544,1813732,1,391,x,4,92,x
5,13111,11,大田区,Ota-ku,2652,994566,22093748,1911,215558,4104019,11,188787,3597452,180,187546,x,530,365349,7869080,1,24,x,19,37302,923210
5,13112,12,世田谷区,Setagaya-ku,3602,872291,22555260,2688,331775,6128170,14,58537,x,243,298324,9031372,655,183444,5020021,-,-,-,2,211,x
5,13113,13,渋谷区,Shibuya-ku,592,599294,23566571,258,38756,669306,7,117587,5188200,153,281433,11177403,174,161518,6531662,-,-,-,-,-,-
5,13114,14,中野区,Nakano-ku,1099,318733,8119713,732,87380,1577535,9,11776,x,94,152739,4316196,262,66814,1958195,-,-,-,2,24,x
5,13115,15,杉並区,Suginami-ku,2318,442241,11049106,1808,209173,3880045,3,947,45000,101,128526,4260357,402,103253,2857578,2,166,x,2,176,x
5,13116,16,豊島区,Toshima-ku,857,260316,8872043,590,68681,1356690,-,-,-,70,67554,x,196,123885,5405123,1,196,x,-,-,-
5,13117,17,北区,Kita-ku,1288,464177,12042049,854,95511,1692349,1,5741,x,101,231107,6194013,313,131341,3861537,1,43,x,18,434,3845
5,13118,18,荒川区,Arakawa-ku,627,153798,3992344,442,52004,915126,-,-,-,52,62767,1971607,130,38628,1105012,-,-,-,3,399,599
5,13119,19,板橋区,Itabashi-ku,1354,363116,8969473,941,116657,2117576,1,79,x,100,148426,4304426,285,97210,2539701,-,-,-,27,744,x
5,13120,20,練馬区,Nerima-ku,2929,502236,11497037,2314,256711,4541722,3,3765,14392,102,121040,3674236,491,120337,3262856,-,-,-,19,383,3831
5,13121,21,足立区,Adachi-ku,2717,622442,13963475,2079,245013,4254476,2,2017,x,84,167252,5191350,521,207136,4446246,2,88,x,29,936,5779
5,13122,22,葛飾区,Katsushika-ku,1731,366804,8709979,1309,146755,2524364,-,-,-,62,115996,3434752,340,103681,2749271,-,-,-,20,372,1592
5,13123,23,江戸川区,Edogawa-ku,1955,406927,9535360,1508,179151,3142054,2,853,x,59,105832,3109332,371,120200,3256524,-,-,-,15,891,x
2,13200,,市部,All shi,18590,3502009,74339988,15125,1676865,28756088,16,101017,2802317,379,693493,18547152,3002,1024926,24188687,3,72,699,65,5636,45045
5,13201,1,八王子市,Hachioji-shi,2212,538748,10923621,1682,204853,3413483,6,61089,1826986,52,42065,985409,452,229193,4669983,-,-,-,20,1548,27760
5,13202,2,立川市,Tachikawa-shi,888,157815,3273972,692,77132,1349764,1,396,x,26,29410,810808,161,48213,1099575,-,-,-,8,2664,x
5,13203,3,武蔵野市,Musashino-shi,564,157844,4022072,416,51978,939993,1,844,x,35,81804,2433844,106,23112,625624,-,-,-,6,106,x
5,13204,4,三鷹市,Mitaka-shi,825,210706,5499731,634,69845,1300259,2,31187,x,28,32283,x,161,77391,2437362,-,-,-,-,-,-
5,13205,5,青梅市,Ome-shi,610,95239,1705166,512,61386,1014597,-,-,-,4,1564,57000,94,32289,633569,-,-,-,-,-,-
5,13206,6,府中市,Fuchu-shi,1047,191606,4475462,835,86105,1507980,-,-,-,29,50417,1482314,172,54618,1479313,-,-,-,11,466,5855
5,13207,7,昭島市,Akishima-shi,646,101575,1996548,536,55610,936454,-,-,-,17,30200,x,92,15748,x,1,17,x,-,-,-
5,13208,8,調布市,Chofu-shi,982,225756,4872201,762,77422,1385004,-,-,-,19,41322,938464,188,106367,2541929,-,-,-,13,645,6804
5,13209,9,町田市,Machida-shi,1924,317332,6279091,1631,191079,3177940,5,1530,x,48,65956,1937562,239,58663,1140658,-,-,-,1,104,x
5,13210,10,小金井市,Koganei-shi,614,76716,1584654,508,53067,949107,-,-,-,8,6486,171693,98,17163,463854,-,-,-,-,-,-
5,13211,11,小平市,Kodaira-shi,1157,238295,5288702,960,100848,1754609,-,-,-,14,105820,2866280,183,31627,667813,-,-,-,-,-,-
5,13212,12,日野市,Hino-shi,856,140459,2815876,704,79917,1376726,1,5971,x,16,17822,x,135,36749,819222,-,-,-,-,-,-
5,13213,13,東村山市,Higashimurayama-shi,654,123486,2857087,575,59669,1002381,-,-,-,12,38983,986476,67,24834,868230,-,-,-,-,-,-
5,13214,14,国分寺市,Kokubunji-shi,636,130588,2921871,507,53730,947927,-,-,-,13,55015,1421184,110,21740,552170,-,-,-,6,103,590
5,13215,15,国立市,Kunitachi-shi,266,46298,1021606,189,22705,416388,-,-,-,7,10086,307306,70,13507,297912,-,-,-,-,-,-
5,13218,16,福生市,Fussa-shi,262,46180,1008235,197,24665,423799,-,-,-,2,1144,x,62,20356,553889,1,15,x,-,-,-
5,13219,17,狛江市,Komae-shi,371,85758,1654384,306,33529,632048,-,-,-,6,23564,547200,59,28665,475136,-,-,-,-,-,-
5,13220,18,東大和市,Higashiyamato-shi,352,50776,1189295,298,33438,546540,-,-,-,3,5261,176360,51,12077,466395,-,-,-,-,-,-
5,13221,19,清瀬市,Kiyose-shi,308,42394,773261,263,28435,440020,-,-,-,2,1274,35000,43,12685,x,-,-,-,-,-,-
5,13222,20,東久留米市,Higashikurume-shi,509,57743,1010553,457,47312,777205,-,-,-,2,1134,32000,50,9297,x,-,-,-,-,-,-
5,13223,21,武蔵村山市,Musashimurayama-shi,513,102849,2050269,408,45103,785847,-,-,-,14,30539,571530,91,27207,692892,-,-,-,-,-,-
5,13224,22,多摩市,Tama-shi,438,57342,1152113,370,40029,671232,-,-,-,5,3592,131650,63,13721,349231,-,-,-,-,-,-
5,13225,23,稲城市,Inagi-shi,330,75659,1613955,262,28848,496490,-,-,-,1,4128,x,67,42683,x,-,-,-,-,-,-
5,13227,24,羽村市,Hamura-shi,263,37345,654634,229,26245,425636,-,-,-,5,6036,150500,29,5064,78498,-,-,-,-,-,-
5,13228,25,あきる野市,Akiruno-shi,428,76507,1238314,381,45200,755010,-,-,-,2,135,x,44,31132,x,1,40,x,-,-,-
5,13229,26,西東京市,Nishitokyo-shi,935,116993,2457315,811,78715,1329649,-,-,-,9,7453,217987,115,30825,909679,-,-,-,-,-,-
3,13300,,郡部,All gun,302,46239,864793,224,24664,425392,-,-,-,3,1821,x,74,19738,372841,1,16,x,-,-,-
3,13350,,島部,All islands,122,16023,380557,77,7444,146847,-,-,-,22,5227,167890,21,3217,63743,1,25,x,1,110,x
4,13360,1,大島支庁,Oshima-shicho,80,10000,243449,53,4773,93590,-,-,-,17,3654,121250,9,1548,x,1,25,x,-,-,-
4,13380,2,三宅支庁,Miyake-shicho,7,678,15460,2,456,x,-,-,-,1,37,x,3,75,1820,-,-,-,1,110,x
4,13400,3,八丈支庁,Hachijo-shicho,24,3713,90987,18,1709,34887,-,-,-,4,1536,x,2,468,x,-,-,-,-,-,-
4,13420,4,小笠原支庁,Ogasawara-shicho,11,1632,30661,4,506,x,-,-,-,-,-,-,7,1126,21491,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成28年）TOKYO STATISTICAL YEARBOOK ( 2016 )　3  建設・住居 3  CONSTRUCTION AND HOUSING,,,,,,,,,,,,,,,,,,,,,,,,,
3-7  地 域 別 構 造 別 着 工 建 築 物 (平成28年） ,,,,,,,,,,,,,,,,,,,,,,,,,
（単位　面積　平方メートル， 金額　万円） ,,,,,,,,,,,,,,,,,,,,,,,,,
　　資料：都都市整備局市街地建築部建築企画課 ,,,,,,,,,,,,,,,,,,,,,,,,,
3-7  BUILDING CONSTRUCTION STARTＳ BY DISTRICT AND STRUCTURE（ 2016 ） ,,,,,,,,,,,,,,,,,,,,,,,,,
　　　　(Space in m2， Value in 10 thousand yen),,,,,,,,,,,,,,,,,,,,,,,,,
　　Source: Bureau of Urban Development， TMG,,,,,,,,,,,,,,,,,,,,,,,,,
