地域階層,地域コード,項番 Item number,地域,District,登録自動車 Motor vehicles registered／総数 Total,登録自動車 Motor vehicles registered／貨物自動車 Trucks／計 Total,登録自動車 Motor vehicles registered／貨物自動車 Trucks／普通車 Ordinary,登録自動車 Motor vehicles registered／貨物自動車 Trucks／小型車 Small,登録自動車 Motor vehicles registered／貨物自動車 Trucks／被けん引車 Trailers,登録自動車 Motor vehicles registered／乗用車 Passenger cars／計 Total,登録自動車 Motor vehicles registered／乗用車 Passenger cars／普通車 Ordinary,登録自動車 Motor vehicles registered／乗用車 Passenger cars／小型車 Small,登録自動車 Motor vehicles registered／乗合自動車 Buses,登録自動車 Motor vehicles registered／特種用途車 Special use motor vehicles,登録自動車 Motor vehicles registered／大型特殊車 Heavy special type motor vehicles,1)小型二輪車（検査） Light two-wheeled motor vehicles ( Inspected ),2)課税登録台数軽自動車(四輪車) Light four-wheeled motor vehicles registered,有料駐車場 Pay parking lots／駐車場数 Quantity,有料駐車場 Pay parking lots／収容台数 Capacity,,
5,13111,11,大田区,Ota-ku,158187,28745,10026,16373,2346,122546,74494,48052,1239,4678,979,9711,22197,43,19829,,
5,13112,12,世田谷区,Setagaya-ku,194355,13711,4109,9581,21,176224,119299,56925,743,3311,366,12859,22989,32,5008,,
5,13113,13,渋谷区,Shibuya-ku,51359,4098,631,3448,19,46346,34008,12338,157,716,42,3388,5022,77,9262,,
5,13114,14,中野区,Nakano-ku,46186,4521,854,3659,8,40527,24485,16042,243,839,56,4222,8038,15,1577,,
5,13115,15,杉並区,Suginami-ku,97244,7594,2023,5563,8,87226,53946,33280,485,1825,114,6225,15799,9,861,,
5,13116,16,豊島区,Toshima-ku,42060,5150,783,4360,7,35842,21867,13975,255,805,8,2993,6788,48,7107,,
5,13117,17,北区,Kita-ku,53739,6766,1606,5154,6,45460,24778,20682,403,1033,77,3703,9283,11,1517,,
5,13118,18,荒川区,Arakawa-ku,35009,6184,1598,4522,64,27624,15574,12050,107,904,190,1875,6311,9,887,,
5,13119,19,板橋区,Itabashi-ku,109937,16481,5858,10598,25,89986,50312,39674,519,2719,232,6639,19576,33,6259,,
5,13120,20,練馬区,Nerima-ku,160946,16890,5093,11762,35,139488,79742,59746,828,3524,216,8631,30566,27,6478,,
5,13121,21,足立区,Adachi-ku,185724,33727,13927,19653,147,142742,76628,66114,1316,7019,920,8808,43536,39,7261,,
5,13122,22,葛飾区,Katsushika-ku,104435,14468,4794,9569,105,85743,46221,39522,566,2903,755,5381,22030,22,4106,,
5,13123,23,江戸川区,Edogawa-ku,173849,31647,14018,16740,889,133105,75053,58052,1094,6336,1667,8195,32111,23,3063,,
2,13200,,市部,All shi,1148356,98471,31914,66074,483,1016169,511829,504340,5428,24976,3312,54751,374870,349,75544,,
5,13201,1,八王子市,Hachioji-shi,177638,17356,6297,10947,112,153942,76101,77841,1190,4584,566,8891,67643,69,13450,,
5,13202,2,立川市,Tachikawa-shi,54330,5705,1476,4222,7,46579,22551,24028,242,1639,165,2522,19198,40,14522,,
5,13203,3,武蔵野市,Musashino-shi,27408,1516,316,1200,-,24991,14723,10268,350,484,67,1309,4494,25,2805,,
5,13204,4,三鷹市,Mitaka-shi,41783,3404,1003,2389,12,37493,20759,16734,65,736,85,2321,8414,7,841,,
5,13205,5,青梅市,Ome-shi,47807,4359,1594,2678,87,42034,19518,22516,201,1008,205,2462,27260,6,1292,,
5,13206,6,府中市,Fuchu-shi,65503,6423,2199,4201,23,56956,29455,27501,273,1640,211,3093,16987,14,3694,,
5,13207,7,昭島市,Akishima-shi,33548,3222,1207,2002,13,29274,14009,15265,150,752,150,1532,12290,10,1461,,
5,13208,8,調布市,Chofu-shi,52590,4604,1451,3151,2,46433,25571,20862,302,1087,164,2530,10742,34,6099,,
5,13209,9,町田市,Machida-shi,129513,9127,2801,6306,20,117305,59625,57680,741,2093,247,5379,40225,34,7418,,
5,13210,10,小金井市,Koganei-shi,24980,1284,284,999,1,23185,12239,10946,73,378,60,1258,5304,7,1017,,
5,13211,11,小平市,Kodaira-shi,49003,3834,1140,2689,5,43749,21944,21805,191,1043,186,2319,12903,2,96,,
5,13212,12,日野市,Hino-shi,49699,3010,805,2201,4,45294,22618,22676,188,1077,130,2415,14492,10,2219,,
5,13213,13,東村山市,Higashimurayama-shi,40151,3409,1103,2300,6,35611,17095,18516,127,913,91,1894,13201,5,868,,
5,13214,14,国分寺市,Kokubunji-shi,27922,1580,277,1302,1,25791,13412,12379,81,410,60,1305,6260,4,1039,,
5,13215,15,国立市,Kunitachi-shi,19823,2575,1178,1370,27,16540,9181,7359,35,583,90,800,4378,6,391,,
5,13218,16,福生市,Fussa-shi,26077,1659,474,1181,4,23862,10191,13671,95,382,79,1292,9177,12,1840,,
5,13219,17,狛江市,Komae-shi,17237,1608,402,1204,2,15157,8217,6940,144,299,29,999,3647,3,302,,
5,13220,18,東大和市,Higashiyamato-shi,26280,2370,650,1716,4,23228,11199,12029,56,562,64,1337,10479,2,119,,
5,13221,19,清瀬市,Kiyose-shi,18485,1350,278,1070,2,16723,7931,8792,87,284,41,852,6611,5,466,,
5,13222,20,東久留米市,Higashikurume-shi,31870,3127,894,2219,14,27721,13380,14341,194,755,73,1398,9842,3,164,,
5,13223,21,武蔵村山市,Musashimurayama-shi,27788,4548,2000,2479,69,21813,10577,11236,66,1278,83,1358,14723,1,2956,,
5,13224,22,多摩市,Tama-shi,39811,2259,692,1564,3,36491,18570,17921,248,783,30,1857,10145,22,7148,,
5,13225,23,稲城市,Inagi-shi,25152,2152,722,1423,7,22379,11836,10543,67,516,38,1034,6269,10,2206,,
5,13227,24,羽村市,Hamura-shi,19436,1802,693,1092,17,17172,8113,9059,42,323,97,845,9428,2,185,,
5,13228,25,あきる野市,Akiruno-shi,28796,2852,1121,1720,11,24987,11623,13364,120,649,188,1594,20375,7,2147,,
5,13229,26,西東京市,Nishitokyo-shi,45726,3336,857,2449,30,41459,21391,20068,100,718,113,2155,10383,9,799,,
3,13300,,郡部,All gun,27890,5927,2908,2788,231,19710,9184,10526,300,1548,405,1253,17143,-,-,,
3,13350,,島部,All islands,9541,2399,957,1422,20,5250,1476,3774,134,793,965,292,15713,-,-,,
,,,地域不詳,Not reported,3,-,-,-,-,2,1,1,1,-,-,1,-,-,-,,
,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成28年）TOKYO STATISTICAL YEARBOOK ( 2016 ) 4　運輸 4　TRANSPORT ,,,,,,,,,,,,,,,,,,,,,
4-6  地域別自動車保有台数及び有料駐車場数 (平成28年度末) ,,,,,,,,,,,,,,,,,,,,,
登録自動車台数及び課税登録台数（軽自動車）には，外国軍人軍属の私有車を含む。 また， 駐車場は駐車場法に基づき ,,,,,,,,,,,,,,,,,,,,,
　　　　　 　 届けられた500㎡以上のものである。 ,,,,,,,,,,,,,,,,,,,,,
　　注 1) 総排気量が250㏄を超えるオートバイなど。 ,,,,,,,,,,,,,,,,,,,,,
　　 　 2) 軽自動車の登録台数は年度当初の課税台数である。 ,,,,,,,,,,,,,,,,,,,,,
　　資料：一般財団法人自動車検査登録情報協会総務部広報・統計課，都総務局行政部区政課，都建設局道路管理部管理課,,,,,,,,,,,,,,,,,,,, , 
4-6  NUMBER OF MOTOR VEHICLES AND PAY PARKING LOTS BY DISTRICT ,,,,,,,,,,,,,,,,,,,,,
( End of Fiscal Year 2016 ) ,,,,,,,,,,,,,,,,,,,,,
"Motor vehicles registered and ""Light four-wheeled motor vehicles registered"" include private vehicles owned by foreign military and civilian ",,,,,,,,,,,,,,,,,,,,,
"personnel.  ""Pay parking lots"" refer to those with an area of at least 500㎡ reported as regulated under the Parking Lot Act. ",,,,,,,,,,,,,,,,,,,,,
　　Note: 1) Such as motorcycles with a displacement of over 250cc. ,,,,,,,,,,,,,,,,,,,,,
　　　 　　 2) The number of light four-wheeled motor vehicles registered is the number of such vehicles taxed as of the beginning of the fiscal year. ,,,,,,,,,,,,,,,,,,,,,
　　Source: Automobile Inspection & Registration Information Association; Bureau of General Affairs，TMG;BureauofConstruction，TMG,,,,,,,,,,,,,,,,,,,, , 
