地域／市場,合計,合計構成比（％）,大田市場,大田市場構成比（％）,板橋市場,板橋市場構成比（％）,北足立市場,北足立市場構成比（％）,葛西市場,葛西市場構成比（％）,世田谷市場,世田谷市場構成比（％）,備考,,,,,,,,
山形県,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
福島県,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
茨城県,42653,5.6,23987,6.0,0,0.0,17664,26.8,967,1.2,34,0.0,,,,,,,,,
栃木県,16291,2.1,14439,3.6,0,0.0,0,0.0,0,0.0,1852,1.1,,,,,,,,,
群馬県,5815,0.8,5336,1.3,132,0.3,0,0.0,300,0.4,47,0.0,,,,,,,,,
埼玉県,73262,9.7,25995,6.5,14779,37.3,29288,44.4,690,0.8,2510,1.4,,,,,,,,,
千葉県,123263,16.2,55030,13.9,1416,3.6,1969,3.0,58619,71.4,6228,3.6,,,,,,,,,
神奈川県,243357,32.1,158248,39.8,0,0.0,0,0.0,2590,3.2,82519,47.5,,,,,,,,,
新潟県,2347,0.3,2347,0.6,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
富山県,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
石川県,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
福井県,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
山梨県,2117,0.3,0,0.0,104,0.3,0,0.0,0,0.0,2012,1.2,,,,,,,,,
長野県,1356,0.2,0,0.0,0,0.0,0,0.0,0,0.0,1356,0.8,,,,,,,,,
岐阜県,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
静岡県,2073,0.3,0,0.0,0,0.0,73,0.1,0,0.0,2000,1.2,,,,,,,,,
愛知県,1742,0.2,81,0.0,0,0.0,0,0.0,0,0.0,1661,1.0,,,,,,,,,
三重県,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
京都府,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
大阪府,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
兵庫県,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
鳥取県,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
広島県,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
山口県,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
香川県,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
愛媛県,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
福岡県,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
長崎県,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
熊本県,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
大分県,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
宮崎県,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
鹿児島県,126,0.0,126,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
沖縄県,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
不明,7259,1.0,6797,1.7,0,0.0,462,0.7,0,0.0,0,0.0,,,,,,,,,
,,,,,,,,,,,,,（単位：鉢）,,,,,,,,
